dates,nzd0419-0000,nzd0419-0001,nzd0419-0002,nzd0419-0003,nzd0419-0004,nzd0419-0005,nzd0419-0006,nzd0419-0007,nzd0419-0008,nzd0419-0009,nzd0419-0010,nzd0419-0011,nzd0419-0012,nzd0419-0013,nzd0419-0014,nzd0419-0015,nzd0419-0016,nzd0419-0017,nzd0419-0018,nzd0419-0019,nzd0419-0020,nzd0419-0021,nzd0419-0022,nzd0419-0023,nzd0419-0024,nzd0419-0025,nzd0419-0026,nzd0419-0027,nzd0419-0028,nzd0419-0029,nzd0419-0030,nzd0419-0031,nzd0419-0032,nzd0419-0033,nzd0419-0034,nzd0419-0035,nzd0419-0036,nzd0419-0037,nzd0419-0038,nzd0419-0039,nzd0419-0040,nzd0419-0041,nzd0419-0042,satname
2001-01-26 22:10:30+00:00,388.29,367.58,,383.57,392.39,377.08,354.60,357.33,345.77,415.19,349.04,329.34,314.90,430.28,324.39,322.83,319.05,317.43,319.58,325.21,330.50,338.70,342.96,333.05,436.17,417.51,419.65,423.97,433.89,437.59,427.32,429.80,431.95,427.29,426.98,426.41,419.22,401.24,389.13,369.41,371.83,373.37,372.15,L7
2001-02-27 22:10:18+00:00,408.60,381.62,418.64,423.80,428.94,381.56,456.96,409.46,380.67,440.83,378.73,361.56,333.78,443.73,329.71,334.29,336.66,344.87,342.55,346.88,355.73,362.40,361.27,345.07,454.93,438.96,439.20,442.61,447.53,457.57,455.68,443.68,438.11,434.87,426.51,433.80,438.00,433.81,420.42,415.43,397.92,381.68,377.82,L7
2001-03-15 22:10:15+00:00,390.00,,402.91,411.88,429.75,382.61,441.30,450.89,430.11,429.39,371.35,356.05,320.84,438.85,323.10,326.11,330.91,332.12,340.77,345.16,360.02,360.19,361.98,345.05,442.22,421.72,430.65,435.20,442.14,447.93,446.73,439.37,433.65,425.01,413.02,412.18,415.63,415.88,407.76,413.85,408.62,400.98,388.60,L7
2001-03-31 22:10:07+00:00,373.20,,387.44,433.97,,390.17,464.30,439.33,424.10,440.08,381.95,373.98,341.66,445.68,334.73,334.14,333.65,332.57,335.38,340.58,359.33,,,,454.89,433.44,440.30,446.71,450.90,462.15,454.13,442.37,435.50,430.06,424.11,417.22,416.32,417.29,402.42,408.65,401.02,401.51,393.76,L7
2001-05-02 22:10:03+00:00,,404.41,,385.54,381.40,418.17,415.60,406.64,396.86,418.72,386.52,377.26,363.95,433.76,341.25,338.44,323.21,319.45,318.49,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-06-03 22:09:40+00:00,,404.25,,,,427.20,,410.96,395.61,433.38,391.91,390.28,360.40,439.12,356.58,354.64,354.60,340.33,337.37,335.89,,,,,459.62,452.66,447.04,445.54,449.16,458.77,449.48,442.64,443.15,444.34,437.22,443.10,,,,,,424.79,425.17,L7
2001-07-05 22:09:21+00:00,,374.77,,,,424.37,,,,438.30,,,,,,,,,,,,,,,450.47,441.28,433.12,434.56,429.53,442.63,430.13,436.65,431.47,433.26,423.85,428.93,427.24,419.78,433.49,433.92,434.99,426.89,429.58,L7
2001-09-07 22:08:34+00:00,355.02,393.43,347.77,347.98,351.63,391.28,373.35,375.38,365.53,441.33,371.76,358.59,343.46,429.70,342.42,338.64,337.32,330.83,328.80,331.67,339.02,349.29,363.42,351.01,433.30,426.89,425.91,428.54,432.44,434.58,426.22,420.42,416.56,410.27,409.30,409.63,412.84,419.32,413.29,403.99,396.79,401.89,401.37,L7
2001-09-23 22:08:26+00:00,343.12,430.58,333.27,337.41,357.27,372.92,370.62,390.85,377.56,423.02,365.91,359.24,325.03,414.65,321.89,326.18,337.45,321.25,318.63,320.75,339.38,347.02,358.32,348.43,426.01,411.26,417.32,418.64,418.54,421.64,415.46,407.29,408.48,404.96,407.24,417.03,418.92,417.22,404.41,396.46,378.13,382.35,381.99,L7
2001-12-12 22:08:38+00:00,350.28,406.45,363.92,352.87,349.52,430.11,375.58,374.17,363.21,411.56,360.33,335.88,316.98,407.85,311.13,316.34,319.39,311.67,306.62,305.30,322.15,339.17,348.09,337.90,427.63,424.09,419.66,423.19,425.62,432.33,424.05,419.11,422.21,413.22,406.84,407.74,410.32,406.24,414.87,408.03,409.07,406.49,400.06,L7
2002-04-03 22:08:45+00:00,393.56,423.85,342.53,349.35,356.93,431.39,356.63,374.49,369.89,470.15,371.20,359.21,328.17,451.37,298.37,301.00,305.47,306.41,318.44,320.84,330.11,343.63,357.92,352.50,447.86,428.62,434.67,444.09,427.33,428.24,423.66,415.30,421.10,422.45,420.02,434.37,425.12,400.66,380.80,381.41,367.88,371.42,370.43,L7
2002-06-06 22:08:34+00:00,,,,,,,,,376.08,,375.82,375.16,324.80,437.00,283.12,292.37,290.55,299.92,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-08-25 22:08:00+00:00,,,,,,,,,,,375.52,364.17,339.15,,302.15,302.31,313.13,311.35,307.91,313.00,330.95,,,,,,,,,,,,,,,,,,,,,,,L7
2002-12-31 22:08:20+00:00,386.89,407.44,404.06,394.45,383.42,451.42,384.66,381.12,371.20,455.39,366.87,351.76,316.23,452.04,299.46,304.96,301.56,313.07,312.15,323.14,340.55,350.53,350.97,343.86,410.95,411.74,403.44,402.31,409.57,418.85,422.07,426.78,420.46,414.36,411.18,405.82,405.34,404.69,408.29,393.70,392.75,391.71,391.15,L7
2003-02-01 22:08:33+00:00,386.22,410.69,384.13,370.75,367.09,447.13,366.76,369.50,365.79,455.32,362.96,351.53,323.79,443.12,313.11,312.49,318.42,315.69,318.32,326.44,338.51,344.47,347.82,337.34,408.05,403.91,395.68,403.12,406.74,417.27,412.48,412.35,412.05,413.53,412.10,406.60,407.04,414.48,417.03,401.42,395.20,383.80,380.53,L7
2003-05-24 22:08:40+00:00,,,,,,,,,,479.98,,378.60,342.01,471.88,332.36,334.20,328.39,338.81,348.58,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-08-20 21:57:03+00:00,,422.31,,,366.59,451.97,,371.45,369.89,473.57,375.30,356.96,318.72,467.91,303.64,294.62,298.72,318.28,324.23,316.39,333.94,338.45,360.71,345.59,410.57,398.12,399.96,407.16,,,,,,,,,,,,,,,,L5
2003-08-28 22:08:21+00:00,,433.01,,,,464.14,,375.51,363.59,467.73,365.25,354.09,315.76,457.88,300.88,297.74,305.05,309.17,,,,,,,418.92,415.64,401.56,408.83,413.35,421.98,419.60,410.63,408.68,413.61,413.97,404.42,405.00,405.96,411.35,400.71,398.28,398.25,400.38,L7
2003-11-16 22:08:35+00:00,367.71,389.52,349.52,348.52,357.18,431.88,375.42,370.70,369.91,450.96,366.36,349.96,322.11,454.19,318.07,315.19,308.56,297.70,293.41,300.93,326.54,334.56,343.20,323.91,392.82,387.61,397.53,400.36,395.59,410.89,408.71,405.42,405.66,405.45,396.77,397.00,387.37,378.58,385.43,393.28,384.07,362.89,358.66,L7
2003-12-02 22:08:38+00:00,359.40,381.95,353.68,355.26,356.68,433.18,362.07,364.08,364.35,447.50,365.60,347.08,321.65,441.67,306.54,307.69,301.06,298.88,296.97,303.10,320.19,330.11,342.44,323.62,395.95,381.57,380.78,386.19,394.86,404.47,401.89,400.90,394.03,394.11,390.67,389.30,385.67,388.51,384.57,387.42,377.01,367.79,358.90,L7
2003-12-10 21:58:29+00:00,383.97,398.52,386.11,390.72,383.75,450.61,373.71,369.58,365.79,459.99,367.45,349.04,333.44,455.01,322.65,319.52,318.27,318.28,318.86,326.28,342.08,348.21,348.36,334.56,395.64,393.32,397.18,395.25,403.30,407.67,410.07,422.06,420.97,418.22,417.63,411.94,410.50,407.17,412.77,406.13,391.30,372.12,367.26,L5
2004-01-03 22:08:54+00:00,371.96,398.03,372.56,365.24,356.71,433.37,370.07,379.06,366.86,453.72,353.98,343.74,324.35,445.33,312.53,315.62,308.97,301.70,306.79,311.16,328.88,335.05,343.09,338.47,394.51,393.00,388.09,385.82,400.47,417.07,407.15,398.47,401.23,400.26,393.97,398.12,395.46,397.48,399.65,391.27,384.94,373.48,368.91,L7
2004-01-19 22:08:59+00:00,377.58,399.21,394.30,392.71,367.33,449.58,376.68,363.95,361.94,459.28,367.08,354.83,338.41,454.79,327.56,335.43,333.62,314.96,319.43,318.00,340.31,339.07,353.81,345.17,411.40,406.60,400.57,404.65,410.41,419.10,411.46,406.85,414.00,414.07,407.36,401.09,402.96,401.65,411.07,393.96,392.76,388.06,386.23,L7
2004-01-27 21:58:50+00:00,378.39,392.94,359.41,354.76,359.62,425.95,363.71,369.71,365.23,475.05,368.49,368.28,344.61,470.20,331.55,326.01,334.23,332.42,,,,,,,402.67,397.13,401.99,405.42,413.45,425.10,418.49,411.41,403.58,398.85,397.10,392.43,399.17,401.36,390.79,385.72,375.02,370.95,364.87,L5
2004-03-23 22:09:16+00:00,,,,,,444.24,,393.85,405.54,481.69,396.37,388.27,359.64,485.93,358.89,358.02,,,357.15,357.17,374.57,376.71,378.18,390.11,,,,,,,,,,,,,,,,,,,,L7
2004-04-08 22:09:12+00:00,,,,,,413.98,,,,459.72,366.31,360.11,353.12,460.97,326.84,322.32,325.07,327.69,,,,,,,402.23,398.49,391.81,,,,,,,,,,,,,,,,,L7
2004-04-24 22:09:07+00:00,364.05,388.97,361.53,357.47,353.60,413.26,367.30,375.17,367.51,461.63,378.23,365.03,354.34,466.41,336.80,333.87,334.21,339.13,340.52,333.25,345.44,348.65,360.31,352.28,416.88,405.25,398.55,409.75,423.16,431.30,430.05,421.97,410.26,415.40,417.54,408.46,416.87,418.31,398.01,381.26,387.67,389.93,380.74,L7
2004-05-02 22:00:09+00:00,347.92,397.25,368.52,357.83,,438.34,,,360.76,461.19,378.18,350.77,330.04,446.76,328.33,329.10,318.12,318.89,321.91,,,,,,,,,,,,,395.40,402.76,401.71,407.29,403.70,399.78,400.56,406.39,394.44,396.72,393.70,400.70,L5
2004-05-18 22:00:38+00:00,,,,,,455.81,,,,472.99,389.60,386.84,354.92,479.63,358.52,351.05,353.16,349.27,353.95,357.03,358.67,358.11,375.84,372.10,426.11,430.10,433.66,,,,,,,,,,,,,,,,,L5
2004-06-11 22:09:02+00:00,,,,,385.29,,,393.95,391.06,,396.69,383.91,349.30,,361.68,357.38,340.81,324.56,336.61,348.73,,,,,419.74,417.00,,,,,,,,,,,,,,,,,,L7
2004-06-19 22:01:34+00:00,,,,,,486.07,,,,454.52,,,,,,,,,,,,,,,,,,,,,,,,424.71,,,,,347.61,,365.97,,,L5
2004-07-29 22:08:50+00:00,,381.15,,,,409.34,,,387.79,423.47,,,,,,,,,,,,,,,420.63,,,,,,,,,,,,,,,,,,,L7
2004-08-22 22:03:12+00:00,,,,,,,,,,,365.79,360.63,332.24,451.54,323.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-10-01 22:08:33+00:00,349.69,412.15,351.16,356.70,353.89,427.52,373.07,375.31,371.66,443.05,370.00,344.61,323.90,440.92,325.07,321.71,326.73,332.79,337.01,338.05,342.41,345.89,355.90,346.15,403.39,395.88,395.42,398.99,402.50,411.39,410.26,396.09,391.76,393.34,386.44,387.13,377.66,375.46,376.63,374.69,367.18,369.56,369.17,L7
2004-11-26 22:05:17+00:00,336.03,395.93,346.38,343.54,348.20,454.43,378.18,378.36,365.62,438.92,368.98,344.57,314.00,420.22,299.31,303.73,296.26,306.21,316.54,332.06,344.88,355.25,356.72,344.96,390.75,387.69,383.27,389.31,395.44,394.48,386.90,374.10,378.49,379.22,376.52,367.55,368.83,364.81,389.05,383.16,396.35,404.88,404.76,L5
2004-12-12 22:05:37+00:00,365.52,387.44,368.59,360.80,342.80,441.91,357.94,354.94,365.21,,371.36,348.86,310.30,452.49,310.70,311.29,314.28,304.52,308.83,329.61,329.32,339.84,343.02,334.88,398.21,398.03,388.33,380.36,395.99,410.26,403.93,389.55,386.01,387.48,374.33,372.41,373.98,373.71,372.56,368.14,377.32,390.22,391.49,L5
2005-01-29 22:06:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.16,,,,,336.97,,,,,,,,414.66,L5
2005-03-02 22:06:47+00:00,362.43,,351.02,355.88,366.54,,372.66,375.18,369.31,440.39,356.59,345.86,322.50,452.31,307.12,303.96,312.68,319.69,329.53,351.18,354.40,342.04,350.97,342.28,,,,,,,,,,,,,,,,,,,,L5
2005-03-26 22:09:40+00:00,376.27,409.30,388.75,384.42,379.85,429.61,367.87,367.21,352.55,452.59,363.71,349.45,319.11,463.66,307.85,311.40,312.30,316.52,,,,,,,390.30,388.91,387.90,386.78,394.07,398.61,393.95,385.91,383.29,377.82,,375.47,381.96,383.09,383.65,376.72,389.00,391.24,390.55,L7
2005-05-13 22:09:36+00:00,,386.84,,374.21,361.48,414.93,369.34,377.21,407.24,452.44,364.91,345.54,316.23,450.15,306.21,308.98,318.03,,,,,,,,387.66,387.74,401.72,385.71,367.33,358.18,349.28,350.58,336.30,342.44,334.80,328.49,331.80,,,,335.72,344.28,346.54,L7
2005-05-29 22:09:33+00:00,,,,,,,,405.40,,467.55,397.52,371.96,335.18,,,329.62,329.42,325.20,,,,,,,403.25,393.90,,,,,,,,,,,,,,,,,,L7
2005-07-08 22:07:39+00:00,,,,,,,,,,,380.37,378.54,348.01,,340.40,350.48,356.27,340.74,344.15,,,,,,406.15,406.43,,,,,,,,,,,,,,,,,,L5
2005-09-10 22:08:07+00:00,372.27,380.70,344.59,339.17,348.20,417.34,381.17,383.41,380.13,462.84,376.05,369.51,352.37,469.17,340.74,336.71,334.53,336.43,335.54,337.41,340.46,345.43,355.31,346.63,380.51,388.26,391.20,385.98,381.97,377.23,371.78,365.56,344.57,344.50,334.26,328.69,331.47,,,341.19,353.47,371.69,379.85,L5
2005-10-20 22:09:11+00:00,375.23,402.25,371.58,376.56,384.65,434.07,396.64,394.78,390.04,468.17,382.81,376.74,367.41,471.42,363.17,356.04,340.90,341.05,340.89,343.99,349.55,354.11,355.24,346.40,391.56,382.15,375.52,374.67,379.23,382.82,375.92,369.56,368.22,368.36,365.05,368.46,370.10,376.64,378.40,382.77,382.00,378.38,380.63,L7
2005-11-21 22:09:31+00:00,382.89,385.15,336.51,,336.80,417.02,356.82,355.59,351.83,447.17,355.33,351.90,350.09,455.23,346.52,345.46,351.04,354.20,349.91,341.65,332.12,335.39,342.07,320.83,360.56,355.09,354.50,361.98,369.09,362.19,355.72,347.95,339.77,341.59,340.44,344.20,346.89,345.42,337.16,349.02,352.69,360.23,370.16,L7
2005-12-23 22:09:39+00:00,394.10,381.90,346.42,,327.85,411.49,362.74,363.47,357.46,450.71,355.31,350.21,351.51,450.88,349.09,345.65,345.45,349.32,357.15,355.17,346.67,339.58,341.87,332.52,373.88,374.06,378.22,375.53,373.08,373.20,365.68,354.12,341.77,339.26,343.61,356.26,355.97,361.51,344.82,347.26,345.55,351.23,353.01,L7
2006-01-24 22:09:56+00:00,402.37,397.80,,393.86,349.70,436.46,361.92,371.00,368.10,471.32,364.63,340.68,334.35,469.41,351.05,350.31,347.69,352.58,349.09,354.93,363.15,364.86,364.10,346.54,373.21,371.60,368.45,363.14,369.28,373.76,373.89,369.27,365.02,362.47,354.68,354.58,361.58,359.12,359.91,358.86,363.27,363.54,364.36,L7
2006-02-17 22:10:34+00:00,405.50,386.82,,,409.97,426.15,373.14,373.05,363.78,456.10,357.30,335.28,315.85,465.30,327.37,332.54,335.05,347.40,353.13,350.97,353.21,348.21,350.27,346.72,375.67,371.88,371.29,371.52,366.71,371.07,369.28,357.79,356.91,368.69,366.25,350.36,348.59,357.39,355.35,360.67,368.94,369.28,373.08,L5
2006-06-25 22:12:44+00:00,,,,,,,,408.23,405.76,476.93,398.90,389.07,361.85,465.18,348.72,343.07,346.30,338.90,355.07,,,,,,400.37,,,,,,,,,,,,,,,,,,,L5
2006-08-04 22:09:40+00:00,,,,,,437.12,,,,467.20,,,366.54,473.06,369.27,364.19,345.79,337.43,,,,,,,374.45,374.23,372.32,,,,,,,,,,,,,,,,,L7
2006-09-13 22:13:47+00:00,356.07,370.22,354.30,374.29,373.93,395.64,375.07,371.00,373.49,437.94,373.04,363.52,363.48,453.79,364.98,369.06,345.69,334.15,331.06,329.90,333.60,340.58,343.49,329.60,353.04,346.49,340.35,354.95,353.90,,,,,,,,,,,,,,,L5
2006-09-21 22:09:29+00:00,365.85,381.38,337.63,342.71,354.47,421.96,389.02,384.17,363.29,441.96,369.31,356.90,346.49,442.00,352.16,356.13,341.35,325.42,323.39,331.96,333.50,346.55,351.65,344.97,357.13,359.48,350.82,352.77,353.72,363.12,354.50,350.74,353.64,357.70,359.85,362.91,368.95,370.16,385.65,378.78,373.14,366.94,361.77,L7
2006-10-07 22:09:20+00:00,,377.41,324.98,346.14,347.11,419.18,376.23,370.83,364.62,433.55,358.09,350.02,340.17,443.45,324.95,329.19,337.73,333.36,325.12,324.47,329.12,340.83,351.99,339.27,353.46,357.15,349.54,350.77,351.90,357.22,350.75,348.98,355.21,352.29,352.04,347.37,346.80,349.35,368.13,361.97,359.59,360.68,357.62,L7
2006-10-23 22:09:36+00:00,370.22,,325.68,350.39,377.75,,377.86,369.02,362.66,,358.43,345.37,344.02,437.87,356.78,349.20,338.80,327.64,326.40,333.47,337.40,345.82,351.71,337.19,,,,,,,,,,340.34,348.34,349.97,347.78,349.85,352.85,353.20,359.99,352.81,355.21,L7
2006-10-31 22:14:17+00:00,410.16,378.90,408.70,397.72,399.13,420.73,399.81,398.54,389.19,464.01,382.97,374.07,368.65,460.90,377.05,364.33,348.48,343.91,341.40,345.14,349.37,347.55,360.88,351.02,357.58,361.87,360.74,360.65,365.10,371.84,366.67,360.24,360.28,356.54,360.71,362.93,352.51,350.85,348.19,351.72,361.18,366.45,370.67,L5
2006-11-08 22:09:50+00:00,386.05,368.95,388.69,358.88,386.94,401.96,366.65,368.03,364.04,443.74,358.22,349.08,347.55,437.95,353.36,352.20,338.98,331.23,325.56,329.10,332.77,336.45,337.93,342.02,337.74,341.67,337.56,334.32,342.25,347.79,344.28,334.51,332.54,336.09,345.19,344.83,344.20,338.42,333.16,326.35,330.12,341.60,344.02,L7
2007-02-04 22:14:57+00:00,371.45,393.40,381.00,362.96,374.64,414.81,,409.19,383.22,458.37,364.59,363.78,368.51,456.09,379.48,379.19,377.49,383.86,383.30,374.02,356.47,352.35,349.64,338.97,354.11,350.50,339.52,339.60,346.51,349.89,347.64,344.71,344.39,346.08,348.61,349.94,352.55,352.91,345.51,347.33,354.07,365.87,370.38,L5
2007-07-06 22:10:13+00:00,,,,,,426.15,,,,464.58,387.98,389.67,393.66,474.54,402.73,390.46,383.24,368.59,369.89,366.13,371.05,373.29,378.82,361.76,368.65,357.22,354.90,355.05,,,,,,,,,,,,,,,,L7
2007-08-23 22:09:58+00:00,377.15,395.08,381.47,367.61,399.02,434.07,386.04,379.13,376.35,453.41,372.09,371.57,357.30,444.68,371.10,362.41,353.90,349.14,347.21,356.36,359.24,354.47,369.56,355.40,350.92,349.74,347.98,346.09,353.31,361.39,356.92,343.31,336.76,338.78,341.09,346.64,343.92,339.68,352.07,352.82,350.01,349.93,348.27,L7
2007-09-08 22:09:50+00:00,,394.38,376.00,344.43,347.46,430.96,384.05,385.60,379.14,452.53,370.55,373.78,365.88,443.85,366.70,352.40,351.60,352.85,357.43,356.26,359.13,357.74,365.70,358.80,348.59,353.57,339.28,343.73,345.77,358.55,355.06,346.35,342.14,343.09,338.49,346.88,348.71,351.79,362.16,357.11,360.30,356.59,362.34,L7
2007-10-02 22:12:54+00:00,364.57,367.19,,312.43,,402.79,393.83,379.45,378.63,442.69,381.74,375.69,370.25,450.58,363.31,355.34,343.38,336.74,330.90,340.43,341.98,351.92,359.75,345.55,336.15,332.15,336.40,327.33,332.56,334.90,325.42,321.78,322.32,328.10,333.60,340.35,340.31,337.38,329.47,331.25,,317.38,319.56,L5
2007-10-26 22:09:55+00:00,363.26,375.66,,349.46,363.94,427.10,393.24,384.62,373.42,443.47,374.66,369.00,353.83,440.23,353.17,354.56,347.94,342.18,345.61,349.25,353.26,355.28,358.18,343.31,343.12,346.86,337.73,329.55,331.12,342.56,337.44,340.45,342.46,339.68,346.40,347.68,349.59,348.29,348.93,337.81,345.59,350.42,355.42,L7
2007-11-27 22:10:12+00:00,361.26,356.02,360.05,361.58,352.60,405.51,394.91,393.76,389.59,441.46,394.94,388.09,386.04,442.01,372.42,352.58,337.64,349.95,362.91,367.51,355.08,343.77,354.13,340.95,343.72,339.01,332.48,327.47,331.04,340.14,348.37,344.68,343.69,348.64,346.28,341.37,349.50,350.49,348.26,351.94,340.91,339.25,332.40,L7
2008-01-14 22:10:20+00:00,390.75,363.77,,403.35,,398.36,413.67,394.45,387.22,447.99,379.81,379.15,372.61,429.46,365.27,361.55,355.82,357.98,371.38,375.18,364.52,356.22,353.02,334.50,339.92,331.25,335.61,333.74,339.45,343.01,333.43,323.86,315.07,327.00,327.99,326.82,328.05,330.27,330.67,347.85,346.96,340.97,335.06,L7
2008-03-02 22:10:10+00:00,,373.03,,,,420.61,392.18,383.59,377.73,453.03,372.63,365.73,357.33,445.84,355.62,360.55,363.26,360.34,359.41,368.41,362.32,356.91,354.09,335.98,346.97,345.57,339.37,333.05,333.93,333.26,329.44,325.89,319.12,322.25,325.61,334.15,348.26,353.04,353.86,352.09,348.11,348.70,351.27,L7
2008-04-19 22:10:06+00:00,,,,,,,,,,462.38,393.49,382.72,365.89,458.19,372.16,378.44,377.94,373.81,374.88,380.09,371.75,360.29,372.46,369.50,,,,,,,,,,,,,,,,,,,,L7
2008-05-05 22:10:02+00:00,,,,,,,,,390.04,464.17,385.64,385.23,377.69,457.39,375.58,378.69,374.11,364.62,366.06,367.93,366.62,365.31,371.34,372.41,,,,,,,,,,,,,,,,,,,,L7
2008-07-24 22:09:16+00:00,,,,,,402.19,,,393.12,460.20,393.32,389.32,386.26,448.71,372.95,370.56,371.12,372.79,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2008-08-25 22:09:04+00:00,368.33,367.94,360.92,366.82,366.60,379.34,370.55,380.94,371.49,431.86,379.74,373.71,367.20,437.37,358.86,354.80,355.24,356.22,361.20,366.78,360.37,372.60,368.28,349.34,345.38,342.03,341.65,343.92,350.84,363.14,360.89,354.87,348.36,344.35,335.67,341.22,340.11,338.93,335.01,333.80,335.81,340.62,341.87,L7
2008-09-10 22:08:56+00:00,366.25,364.00,378.88,374.33,369.74,393.31,366.13,368.82,366.19,426.28,361.45,361.12,355.40,431.59,345.61,348.90,353.02,360.43,366.65,367.30,362.17,359.58,361.65,351.94,,,338.69,339.02,350.53,360.43,352.23,342.30,351.60,347.84,351.08,348.39,337.03,342.24,346.85,345.48,339.76,335.49,338.04,L7
2008-10-12 22:08:37+00:00,370.69,358.85,395.49,394.83,388.24,403.63,386.60,382.92,371.57,417.61,367.78,343.26,326.62,415.08,334.96,337.31,336.60,336.30,345.44,354.68,357.25,357.23,362.01,345.60,345.68,339.83,325.59,322.13,332.50,352.85,345.34,340.43,342.53,339.46,335.09,337.51,337.79,340.58,350.51,336.00,333.21,336.82,340.17,L7
2008-10-28 22:08:53+00:00,356.61,352.66,386.92,385.70,375.02,410.12,382.05,378.88,369.49,417.43,359.73,339.00,329.38,410.32,325.96,322.61,321.94,327.26,,,,,,,335.56,339.37,325.44,318.06,330.69,340.24,339.61,336.04,333.77,339.54,334.98,339.79,347.14,351.05,349.25,326.67,331.36,327.44,332.02,L7
2008-12-23 22:04:28+00:00,,363.33,,,,382.30,,,,404.76,,,,418.29,,,,,,,,,,,336.06,339.72,339.35,331.77,327.36,337.59,337.32,322.86,,319.57,330.26,325.40,318.41,322.80,333.92,332.62,334.40,329.07,326.05,L5
