,dates,per0148-0000,per0148-0001,per0148-0002,per0148-0003,per0148-0004,per0148-0005,per0148-0006,per0148-0007,per0148-0008,per0148-0009,per0148-0010,per0148-0011,per0148-0012,per0148-0013,per0148-0014,per0148-0015,per0148-0016,per0148-0017,per0148-0018,per0148-0019,per0148-0020,per0148-0021,per0148-0022,per0148-0023,per0148-0024,per0148-0025,per0148-0026,per0148-0027,per0148-0028,per0148-0029,per0148-0030,per0148-0031,per0148-0032,per0148-0033,per0148-0034,per0148-0035,per0148-0036,per0148-0037,per0148-0038,per0148-0039,per0148-0040,per0148-0041,per0148-0042,per0148-0043,per0148-0044,per0148-0045,per0148-0046,per0148-0047,per0148-0048,per0148-0049,per0148-0050,per0148-0051,per0148-0052,per0148-0053,per0148-0054,per0148-0055,per0148-0056,per0148-0057,per0148-0058,per0148-0059,per0148-0060,per0148-0061
15,1987-06-09 14:35:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1987-07-27 14:36:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1987-12-18 14:39:32+00:00,,,,,,,,-3.5031729192975747,8.130109107358134,20.42114090658154,23.35379280290765,30.183394221968854,41.932911725538546,43.09064155267952,51.6884885644366,43.79943505425641,50.79586704898732,59.09211007535099,66.70560290937388,62.65933600207161,64.40519184836683,65.7709375279068,61.08996537209105,68.10230238859118,64.67374997580619,73.66744940901269,75.59505161050167,83.05257247322169,85.74661323743514,98.0251062973642,104.94180033679821,102.38040240794393,103.01638723950582,103.45810545317089,96.63799579531715,102.55147021926426,110.87009523640731,113.01580465845231,121.5698519625735,128.2915486927934,134.90070236113755,130.63177467973148,133.35397807355693,139.5291471816423,145.6673954049685,151.8508393593886,166.67691689254494,162.96847401661253,149.734419660455,150.94143955202367,142.95184974992335,151.15948084298347,152.8397261106724,159.9732023233465,156.45950684993664,156.68020083566282,155.92693556823914,153.08346291137624,161.29098760701626,165.95773576846682,172.36088507545713,173.1619046663017
18,1988-01-03 14:39:48+00:00,,,,,,,,6.785359149285546,19.60531060041962,33.56359510395519,38.13067081932093,42.08232440785454,53.4076608974185,50.50370225656883,52.2221052459966,53.471881601759186,52.73367714328648,62.12026405532269,67.7403507228911,71.66297597655779,77.19193027621066,75.53246771913591,66.80126907510463,75.02122699597496,70.80027648273135,77.40314637187802,79.18077651363193,84.94803582231505,89.947095483735,103.93019730938397,110.22116076130658,104.5865698829053,107.02461398459201,102.52810015445968,96.56669762879888,108.32872229619723,111.31788330395588,117.98812610116701,133.35802507000594,138.9859213962766,137.74258245288232,140.01979380263933,137.21834392927408,148.5653290953371,150.83679792005975,157.8064853792701,170.22771423473188,171.032551546438,161.55099768150998,157.1658228210779,156.34837015310208,156.48883269497736,158.93608028245447,161.7570294910954,166.20962025115693,158.06335520295056,160.42070803571374,160.3885521504392,168.9367048262121,173.6967013904663,181.8336264084521,178.43745370079077
19,1988-01-26 14:46:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.32405437661895,119.85099880224344,125.1875803293807,125.05021748907176,129.64328178921411,136.50477082454196,137.81448612092044,140.00103033805675,139.15048955198915,151.36619921398184,157.6596748190038,158.32300074176683,157.7664348234107,164.70305618886994,169.90055434183407,172.94443700749753,191.12341387037762,187.85441071333543,185.54377025056164,177.5742845242359,174.88171154958448,178.8509402575675,184.46358114438536,182.28891547030202,185.5651542644929,182.94820689058798,176.03037831441532,179.4388678364019,187.45856972884397,193.07976479391277,195.05325409948716,199.8904788794048
20,1988-03-07 14:40:48+00:00,61.0959956836063,,,,,,,,48.61148286146635,77.97181402009878,,83.76059014857596,81.6024365163388,,91.71458238124782,,,,,114.20497903284698,119.30474251329092,,95.28144328087187,89.90589045657461,99.47456111667094,110.93465254217094,117.03214533388135,115.47006467087971,115.79913630451087,132.68372084742975,129.9514801920101,120.88326992862778,120.75551845512062,112.48265766321522,111.1150076807249,116.64494633363597,122.22759732231943,126.70227340239597,139.46960895931863,148.77083447191822,153.96605440144197,145.1549904209472,156.46834532506242,155.5923323901722,164.81021014880793,167.7443535297754,173.2691015211932,172.25931488529082,168.9884268722765,161.94370660689236,171.04128046141525,163.93170164011818,165.09526330127343,167.9038849273663,163.61582567190044,165.60386269878072,167.24706103997394,163.8855521359369,173.85185229235302,179.7332535495867,181.72628819741035,189.6440268201288
21,1988-03-23 14:40:56+00:00,,,,,,,,2.7278231033633467,12.211286750791453,28.19830477411041,30.86409520114568,42.945974363470526,47.88239442390786,49.432236615362555,55.95977476331337,53.92792417685744,66.28442237138188,72.7458897984517,70.98408050018384,71.58153198887891,74.94584678586124,75.51804986729073,87.64764591351556,85.8670998768797,91.29551658335852,84.253631300609,86.1714353402701,91.21671817208379,99.84269043731467,101.52473992577045,104.97248793953686,105.52380004964486,108.14146923307128,112.14427569231913,116.26753542785055,118.65564648751665,118.58942984770492,128.19596300439213,127.0837105529013,136.560004414935,138.95920086875947,140.80160208230913,144.62893050034128,145.06269848959,154.11679307119343,163.81453751124243,174.834851987431,181.185876775535,174.62040823594353,166.9158222912817,170.61788165597613,167.48871449162897,169.84050212775736,176.4666433788802,175.42306455030186,169.88461228580155,170.7235547894706,175.1911648049599,185.20387654462152,189.11345399161922,191.33789694154441,192.88195722349363
22,1988-04-08 14:41:02+00:00,,,,,,,,10.820321661556509,23.42635276934778,39.44288494995064,43.660330109729514,46.88675837311128,54.087432782502574,48.05149305821132,59.086669067875945,58.078538945041146,67.73451061885584,69.65582440781178,71.25339692062317,75.46120364394935,77.94645181051735,82.26402938051714,92.07811077764637,95.54612094991272,98.8074525821116,93.34955374072297,89.39389159082337,94.71758153801638,102.46629780105634,112.74898261284342,118.20695280264715,110.12925198109662,115.63900857976519,118.46249027632373,125.90338395406859,122.72073522736167,136.87861916990698,127.95943723620837,130.43588139977916,144.6657027465559,151.48326728054417,151.1416274482981,160.24121174862898,166.231761520678,173.22290421203235,177.43813974011977,190.11568326954253,191.83021293316665,185.65130007257244,180.96516750933495,180.52192558229672,177.53434725361336,177.8525849501569,183.0820107689535,186.08503357494823,186.0073565301946,183.23097700143666,189.03275405009563,193.86320086261173,196.6283282755725,199.44316164955438,202.22606627082197
23,1988-05-10 14:41:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1988-06-11 14:41:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1988-06-27 14:41:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1988-09-15 14:41:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1988-11-02 14:41:33+00:00,,,,,,,,0.6625283886131275,18.295543572089592,36.924767303929,36.632776270263776,39.163927555241216,46.98783208219913,49.300844072959904,50.89904752499073,55.22119512455201,64.17215524158762,71.71206339859579,78.28816243210048,77.63678189652268,78.93328904379146,87.846960446083,77.87620973595621,81.58368783132272,83.75741021013721,87.94492412228063,87.86911351425974,91.63286744290896,97.76644773706478,97.78462891174141,107.31490554673339,111.02254721602658,108.81086612641192,109.5366443147887,112.74272412643892,126.10482250860116,119.82787423395669,126.9044226944227,134.4270416081631,134.83292019373758,142.26514234460927,141.62070366816548,142.98763769305336,152.46164384705116,159.7671198507073,163.9291409729075,174.1956884179815,171.88840676932688,164.737441097064,167.25455324750936,163.12444189021318,163.51350147268616,158.23644056230435,164.98161296786947,165.86368836125834,159.3641326687294,159.36707473172655,160.54218382111955,171.16122624872477,174.1008472287834,184.47657995317195,185.54590363551824
28,1989-03-10 14:40:26+00:00,,,,,,,8.474967972430697,10.38726193107241,23.29543833862005,32.41758074272799,50.087996894673644,54.73823425998107,57.92844582255125,78.62557171968938,72.20793354684403,74.57054796218083,73.89832817619246,58.41678480761004,64.40199881954251,67.4038207227319,68.80797751189247,71.93273736180592,81.81579483546679,93.26608777765402,86.53277861650696,76.46242093536114,81.24690313239111,71.37059940668247,86.46476802557461,84.54819679114206,92.62910314185913,100.2215989169139,81.23923349217152,74.25178442738769,72.74861697956614,,,,,99.35841615087956,122.43950558527814,105.51584511847362,,,144.46873633107612,145.10615121961777,154.19663408681538,160.7362550766759,156.53654005096865,155.58943585949848,156.73189344088274,165.41998553749443,159.15802249857393,160.94714185241298,157.29635870583525,154.21846913021216,160.29900993817404,177.0374637480446,180.30808093103573,171.98727436349213,169.14737662279958,173.32940280255792
29,1989-04-27 14:39:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1989-05-13 14:39:30+00:00,,,,,,,,,6.3599842518092915,15.396497990517584,23.32183194633498,32.55337417972985,37.43752047619249,41.743180378266736,43.78068874099053,50.22765405968414,50.74904436569992,60.26438565190273,59.65419560576406,54.55745638674654,53.848847069922286,60.765671525348246,74.64961996488083,78.02414869939145,77.85733855179849,71.04733167221181,81.87199089957987,79.37495600619793,86.33037924386012,92.88114698809116,102.36947942372626,89.42612932623945,95.6991735783905,96.15459315725386,106.97196781408127,114.22231938629156,111.06374353407006,122.28798942466504,121.27543775567091,128.77872418878752,133.75279785078922,135.48746718575276,140.46869156387118,153.446230665526,155.66599190492082,161.2833460530952,171.16315613553107,176.05311081177928,165.76417169176946,165.86319634989678,165.5862117452326,163.17011104091,163.14829735124079,166.1470398947052,171.84240873465563,167.3736824474599,162.32636944626972,162.0809156978724,174.90364025777336,181.29519370284652,188.0276385371185,188.82424862200145
31,1989-06-14 14:38:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1989-07-16 14:38:17+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1989-10-04 14:36:35+00:00,,,,,,,,,,19.799816764318813,35.24412617458362,36.995627382790076,41.49845973947585,42.691432058594685,42.28290771290222,41.4892362715919,48.373934982629905,56.34277789453388,74.10040781643426,71.7066937265961,72.79171197206098,70.80998932721918,68.41044134313881,69.55206436758873,78.30785425352438,78.453764194595,82.06630920537908,83.1123540015641,88.35987796367944,96.9115919402827,104.69488896324079,101.7183074278863,107.4908590958102,106.35349837444795,110.4221440260417,115.86063877517999,120.16294546074899,128.12205187282507,134.72177909309443,140.05124439168046,148.34758545718404,148.3181385995167,150.50913011195937,153.9765702127458,159.5565930379691,160.5867811641959,171.0072319453659,169.03609784061038,162.33344774651053,161.52344129773672,159.27439473323838,163.9411375409063,168.46660942399632,177.94358099856976,172.79663522516222,167.57236972817483,164.76274577363785,166.66211369658723,173.4398522993002,178.26184110506742,184.62630926317811,186.31204501758722
34,1989-12-23 14:34:10+00:00,,,,,,,,,,2.7984971507963694,10.310970260691931,16.52825057598846,19.093399579951733,25.26974867726862,22.595258406564362,27.54925422005048,30.645878762820296,36.73587580887289,42.99089657136089,41.323135793994346,46.432341177069354,46.527961775267464,45.090573378843516,46.19861588055606,50.720219957117756,55.71393386265765,64.31923256173205,65.12291645346679,69.95773715701901,81.65839805168697,83.22383089915687,82.6842355464743,77.45088407125348,81.26044638664673,78.50218344017293,89.34606182385839,90.93661966050368,102.607638440008,105.73201574003481,112.40083805602116,117.75279394111192,120.45692442303525,116.59062972034016,121.78922800095333,131.59038618189476,131.63082131421865,140.82015750855322,137.23838385655296,131.81331310631415,125.94472600664312,129.5895338586439,130.29412903744745,134.49464284132586,142.42949981748453,142.47474641073566,134.3313273417853,134.04613073212596,138.76333284157772,141.61377713632032,138.32302099478468,146.04562879176123,155.16864747846836
35,1990-01-24 14:33:08+00:00,,,,,,,9.528007350678186,12.449193278630657,27.96982257917217,33.44686454800458,38.94280257413472,52.52370555720007,54.454675196636906,58.99366170978632,65.77055980401506,64.92293785215456,56.79331457689362,71.98130228425707,89.34015287965089,83.38263847937412,83.92327817447496,80.07253000861519,75.30548295946997,80.94413467566194,86.29031889510551,,98.854262884502,108.7710335682756,109.64076041095426,117.88750193289833,116.83111008272257,115.85765830135294,113.931237357186,114.89390869146327,112.12355522897792,126.81431185575106,129.9745793777739,133.60720733077417,139.20886374709346,146.2517427674184,151.29991601435867,148.39230245550633,154.29046865166075,160.33367415391135,169.27807048596654,171.20704763296453,176.41129830769344,176.49422081543375,171.66496124029555,169.6063153221281,168.33140915110522,174.0556672498764,174.99512841031074,,178.45253695756227,173.53314860937118,174.15564922537166,176.2071395287923,182.39451644382524,,185.29058517215745,191.11125856335732
36,1990-02-09 14:32:37+00:00,,,351.2487375556887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1990-03-13 14:31:33+00:00,,,,,,,,,5.568570624532474,13.033531987856652,24.58097803962469,35.09617155840537,43.15073340424,44.01111913939195,47.5449957461978,53.156248759655405,49.002656438717906,56.36062836218421,60.43366044581341,63.28345303714381,60.00591775987366,58.176191439276224,64.28305482374415,67.44531563670792,70.71347417424202,71.98008933183644,81.31268029976852,77.84061926532297,89.29457135130725,96.24992148155526,107.12241570069259,96.70846107333381,96.29802610484668,97.8995403638382,107.79649601470916,111.80590193959542,110.19112282471136,116.10162616211119,120.45826877673824,134.28896905407527,136.14581946097144,140.06893727907158,130.690003045026,145.6263088761835,149.41992340168338,160.79189602782287,166.43153974325494,166.0518563857664,152.852456377849,141.10940007592748,149.71098047790562,157.25450680030096,,,211.33887659942593,,,,,,185.96083169293325,182.56716057924623
38,1990-03-29 14:31:02+00:00,,,,,,,,9.792742703631086,17.875416811965277,33.719493997040615,31.352916435288964,47.24859154650855,54.51369911877967,58.15015328890464,62.93856928910261,62.73473513765798,71.50827444102742,64.04304681885061,75.18108105893643,76.65603420262676,82.5158536408735,83.20906326872712,92.86326069880256,88.60976068419892,94.10854625071606,97.18533892309324,93.08022117639818,92.36500377726826,103.481251188884,120.61371188415696,121.17251095035755,117.97129663349104,109.92160531911124,111.70984153818978,121.82357908630163,125.1848645219505,129.08669134747697,136.83375835327644,141.615309310425,149.79027681718787,152.77950308732952,152.17058186464754,158.55110350431738,161.87702925437466,166.6535531084773,164.77424370074266,170.97200448189994,174.5484870302306,171.04220565895835,162.96574476542398,166.92696661861197,169.22939964303959,170.90142364415243,180.92146920469347,184.4423309094357,175.23894753499184,172.55565216883377,178.38656198695864,181.94008801883894,180.83657248398353,185.4238125503319,196.91962988437166
39,1990-04-14 14:31:10+00:00,,,,,,,,5.57590644188528,18.785872561556875,21.67712097930173,37.26182630993388,40.12638151991903,46.1944074337643,50.34429241132867,51.83619767376656,56.97560718052876,60.06113894533118,71.66117195412689,74.78005879646088,75.52112610581302,75.91813069513069,77.53461282024269,91.44948532367538,92.36515686035327,96.00001051895134,89.1624047255722,86.85628914366379,90.52695143303583,97.15113757026646,112.51326589999631,109.59015633596562,109.20883238340674,111.07260777812958,112.45959554825652,130.0490570392674,130.76327158054832,131.5541002656511,144.22044307820437,150.86464490991654,153.52365779138484,154.17086483821524,158.52022844021516,159.2721443369164,165.20411069738398,168.47278699502002,169.3851812048717,176.60966360805583,176.82757599972237,169.83611798464426,164.68916314230813,169.01973820270672,166.14569070316264,169.26019674859526,173.66884218415086,170.1100134737747,168.09832274621857,169.47398737629337,174.49126610470205,176.9404940708477,181.2870926077974,185.11849674316224,190.31317278112962
40,1990-04-30 14:31:01+00:00,,,,,,,,,7.53498702157368,15.949861968261176,23.64734151796924,23.57601592201155,33.678706175080926,32.86699738687426,42.141822293657086,47.17695106458443,50.705717931087285,56.52839771332959,59.19007636415288,68.41127503740569,62.32062343474503,64.67069748762643,72.74595739918749,83.65766385684898,83.72451628961664,78.0095740982784,78.38321255058271,79.3972418611537,88.63070289307632,98.78334273938722,101.56093488934498,93.78467437831708,98.83124412162826,95.38945286005034,112.78961926678303,111.01074586132827,121.44127320514598,125.73662479243991,129.72598838521054,142.05312960621993,144.93420708740612,144.66591132468173,147.02761415903714,148.27103130368394,153.3614036260725,152.57653164170299,161.7173961448674,165.9618701443605,154.1576079248613,149.23203511992065,151.87027000800626,159.96101295188856,155.79499821949022,161.70630105109618,159.57318499373298,159.30501187589738,156.35415794485775,160.77614681150155,162.64096588490506,169.05499091634655,172.74487026481737,175.54469389367483
41,1990-05-16 14:31:13+00:00,,,320.17940887112627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.29070742461981,,,,,,,,,,,,,,,172.5549873777854,131.49569712266467,,,,,167.5607684726506,,
42,1990-06-17 14:31:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1990-07-03 14:31:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1990-08-04 14:30:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1990-08-20 14:30:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1991-02-12 14:31:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1991-02-28 14:31:58+00:00,,,,,,,,-1.6155852588799073,12.822952661599677,18.722863460071288,29.478043175679872,37.46211566067156,44.62550082119018,44.90402091617436,50.53344060271422,51.43176075035803,53.92610871840259,57.13214900213921,65.78007634045093,72.83358731494776,78.16476989900016,78.75683054054834,79.85087025118507,77.14641373759656,80.43023673823184,85.45914483203865,86.31152388689026,89.91334250640416,93.32128058975987,101.65863634643826,102.43825363870833,110.69474056917173,110.45938936310434,114.10319926740175,112.1155473569099,122.78589121273876,125.833686264419,127.59156376996366,134.44652266425132,135.38735754328732,141.9470236739446,139.63565289068808,141.29578621962918,149.71484729843846,160.0082152835641,163.17095738922524,170.72479089702523,169.3506734047472,161.57711164323203,158.20654346540707,156.17075608790037,157.57085694319952,162.42960255549545,167.87496533344924,159.8363671561385,163.0217409415488,162.26995611407244,168.57371567280742,169.27242989794516,169.85378330263674,172.54948171815187,177.88853056023063
48,1991-04-01 14:32:35+00:00,,,,,,,,,11.703956509310014,23.987346340408955,29.347791326827657,42.98677769375681,44.88587587013616,47.99322758349465,56.08603468457975,56.65062336592839,60.35104266499057,60.87865964439781,82.46827097408166,86.04069379319118,79.0173851762016,83.15689613586976,93.28791869554793,89.57556948892112,91.92368842366504,91.96031968099736,88.05676816631164,97.86255360686181,100.03041384284492,110.65010614993264,126.75125570062313,130.7528464057108,116.8472049624212,117.52029262834391,122.57104713710865,128.61074275065116,129.35322188708872,134.34836100499402,137.80011929654228,143.10330739944968,146.3497300606075,144.96291058800577,148.53388547940608,153.75144134384433,161.9990668555464,167.98560063246822,177.07464038695468,179.35359624436214,170.19468039944238,167.58258655022803,167.24428306310764,166.70729534402776,170.85968725359595,173.7491632846955,171.45968767704565,167.23212043546565,170.0687340573704,172.9576747232214,179.3364945431095,182.86168198006024,184.32892755478653,189.26841985179414
49,1991-04-17 14:32:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1991-05-03 14:33:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1991-05-19 14:33:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1991-07-06 14:34:09+00:00,,,315.6994064606699,291.1820430636493,,,,,,,,,,,,,,,,,114.81961435841112,121.90424246166816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1991-08-07 14:34:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
