dates,satname,nzd0438-0000,nzd0438-0001,nzd0438-0002,nzd0438-0003,nzd0438-0004,nzd0438-0005,nzd0438-0006,nzd0438-0007,nzd0438-0008,nzd0438-0009,nzd0438-0010,nzd0438-0011,nzd0438-0012,nzd0438-0013,nzd0438-0014,nzd0438-0015,nzd0438-0016,nzd0438-0017,nzd0438-0018,nzd0438-0019,nzd0438-0020,nzd0438-0021,nzd0438-0022,nzd0438-0023,nzd0438-0024,nzd0438-0025,nzd0438-0026,nzd0438-0027,nzd0438-0028,nzd0438-0029,nzd0438-0030,nzd0438-0031,nzd0438-0032,nzd0438-0033,nzd0438-0034,nzd0438-0035,nzd0438-0036,nzd0438-0037,nzd0438-0038,nzd0438-0039,nzd0438-0040,nzd0438-0041,nzd0438-0042,nzd0438-0043,nzd0438-0044,nzd0438-0045,nzd0438-0046,nzd0438-0047,nzd0438-0048,nzd0438-0049,nzd0438-0050,nzd0438-0051,nzd0438-0052,nzd0438-0053,nzd0438-0054,nzd0438-0055,nzd0438-0056,nzd0438-0057,nzd0438-0058,nzd0438-0059,nzd0438-0060,nzd0438-0061,nzd0438-0062,nzd0438-0063,nzd0438-0064,nzd0438-0065,nzd0438-0066,nzd0438-0067,nzd0438-0068,nzd0438-0069,nzd0438-0070,nzd0438-0071,nzd0438-0072,nzd0438-0073,nzd0438-0074,nzd0438-0075,nzd0438-0076,nzd0438-0077,nzd0438-0078,nzd0438-0079,nzd0438-0080,nzd0438-0081,nzd0438-0082,nzd0438-0083,nzd0438-0084,nzd0438-0085,nzd0438-0086,nzd0438-0087,nzd0438-0088,nzd0438-0089,nzd0438-0090,nzd0438-0091,nzd0438-0092,nzd0438-0093,nzd0438-0094,nzd0438-0095,nzd0438-0096,nzd0438-0097,nzd0438-0098,nzd0438-0099,nzd0438-0100,nzd0438-0101,nzd0438-0102,nzd0438-0103,nzd0438-0104,nzd0438-0105,nzd0438-0106,nzd0438-0107,nzd0438-0108,nzd0438-0109,nzd0438-0110,nzd0438-0111,nzd0438-0112,nzd0438-0113,nzd0438-0114,nzd0438-0115,nzd0438-0116,nzd0438-0117,nzd0438-0118,nzd0438-0119,nzd0438-0120,nzd0438-0121,nzd0438-0122,nzd0438-0123,nzd0438-0124,nzd0438-0125,nzd0438-0126,nzd0438-0127,nzd0438-0128,nzd0438-0129,nzd0438-0130,nzd0438-0131,nzd0438-0132,nzd0438-0133,nzd0438-0134,nzd0438-0135,nzd0438-0136
2000-08-19 22:11:01+00:00,L7,,,,,,386.45,383.39,386.87,381.88,387.41,400.76,,385.17,361.27,355.09,356.23,369.33,372.01,384.83,365.28,351.83,364.18,367.46,373.19,369.26,375.70,370.51,361.78,365.29,353.74,355.48,358.88,356.08,354.37,353.53,350.10,355.39,350.72,337.03,347.89,368.87,374.09,368.91,375.22,373.47,375.38,388.53,383.26,373.05,370.95,370.04,353.22,351.96,360.31,361.92,379.05,372.44,369.43,365.06,371.89,376.18,379.57,375.70,375.23,369.02,365.26,373.15,374.41,378.52,377.66,381.50,385.80,395.66,409.01,417.70,413.79,403.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.81,389.47,392.53,393.12,394.67,400.88,389.42,378.16,373.29,359.25,358.79,364.99,349.57,360.73,361.00,365.50,362.28,362.01,362.55,363.36,375.55,373.98,366.35,354.94,355.07,360.14,299.83
2000-09-04 22:10:46+00:00,L7,,,,,,,,,,,,,,,344.99,364.64,363.80,366.84,368.28,359.17,351.68,355.60,354.37,357.81,358.23,358.89,348.66,353.04,341.28,336.10,328.61,329.10,324.33,325.58,331.32,338.99,329.94,333.17,332.49,346.80,348.85,346.37,350.48,374.33,383.29,379.29,382.21,373.34,365.25,365.73,355.93,345.08,346.46,344.59,348.68,357.47,357.08,358.92,365.64,354.04,360.79,366.95,358.90,359.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.33,364.14,361.05,351.57,344.02,339.28,341.12,345.32,351.47,349.63,349.57,351.22,356.69,367.91,367.87,,,,,,
2000-09-20 22:10:27+00:00,L7,373.35,372.42,357.57,370.96,374.98,379.31,377.62,378.30,382.93,378.59,378.81,372.03,367.74,373.20,374.57,367.55,346.50,338.44,335.53,339.13,353.87,357.96,359.47,359.74,357.40,345.89,332.42,334.67,326.93,336.60,346.73,351.05,346.86,348.41,341.28,336.48,337.44,351.93,346.14,348.72,357.57,360.93,368.90,372.34,372.82,373.26,364.04,360.61,361.30,350.44,355.40,352.16,342.00,345.21,343.35,344.72,356.97,351.88,358.62,356.00,358.79,356.62,353.84,356.30,364.45,362.46,356.42,356.99,368.89,384.25,396.47,399.36,408.78,403.94,399.71,408.36,421.49,423.12,439.16,445.36,446.02,440.88,436.69,439.90,418.66,408.26,391.40,399.73,409.97,416.24,401.50,399.22,394.60,377.29,309.92,318.08,325.46,326.53,327.46,334.70,341.99,349.90,354.77,363.39,369.33,377.39,377.94,368.00,364.68,374.14,375.70,374.57,380.36,385.27,382.90,374.72,385.51,373.95,357.83,351.38,352.04,346.93,350.28,358.33,360.75,353.60,348.99,352.88,356.33,356.33,373.01,353.93,334.03,348.06,354.95,351.09,327.25
2000-11-07 22:10:17+00:00,L7,347.46,351.02,351.44,358.58,360.01,359.81,365.42,361.34,355.60,355.84,360.81,362.68,373.16,372.42,354.04,340.50,334.36,330.06,325.25,334.24,344.51,341.61,332.94,327.43,351.05,354.52,339.69,332.77,319.63,323.39,339.34,336.15,336.93,332.33,321.46,320.34,319.81,327.36,326.88,331.39,339.37,340.65,351.27,350.85,353.77,352.97,343.44,341.25,349.08,348.62,340.64,331.53,322.23,335.33,343.51,339.31,338.51,344.81,350.30,355.30,353.02,351.04,346.96,342.50,339.96,361.70,365.85,363.55,351.63,356.54,365.95,370.67,390.74,394.24,388.22,391.61,394.31,399.99,406.94,422.84,422.88,407.48,397.13,380.08,364.86,372.16,386.11,391.83,400.94,416.89,416.91,388.20,332.74,303.74,333.97,328.81,325.16,324.25,324.79,324.41,317.69,322.28,331.46,341.37,353.20,367.24,367.06,362.65,367.06,366.18,369.34,368.60,378.20,378.74,380.14,383.87,372.14,360.96,357.04,352.57,354.74,356.58,354.55,345.60,347.19,344.45,340.59,347.23,345.76,355.75,351.44,347.96,345.28,337.52,348.47,347.59,345.00
2000-11-14 22:16:30+00:00,L7,348.17,360.67,372.96,374.33,371.23,369.55,373.47,367.34,365.05,360.88,359.24,366.31,376.33,382.14,372.13,353.48,342.72,342.80,338.78,341.15,342.94,339.98,340.28,349.10,359.11,359.68,347.91,347.15,325.69,321.61,336.55,338.70,339.89,338.11,330.74,328.50,331.18,339.01,335.55,344.50,348.67,344.96,354.39,352.09,356.15,354.57,343.40,341.27,351.24,349.50,336.90,329.27,325.48,341.03,343.41,340.17,341.28,335.99,347.71,352.90,352.91,348.27,345.67,348.55,344.27,358.21,365.38,359.12,351.17,354.86,366.68,370.79,393.99,402.03,402.61,398.58,399.86,405.61,415.61,427.50,433.53,411.43,402.40,383.27,365.34,370.26,387.73,397.11,403.64,428.67,432.44,424.60,346.77,316.20,327.40,323.36,321.00,324.34,322.93,317.13,321.08,321.41,327.78,344.88,350.36,361.78,365.31,367.75,369.02,369.09,371.04,369.59,374.27,376.84,379.77,384.99,376.92,369.73,353.15,349.09,344.68,344.46,346.09,339.21,343.79,335.62,336.17,343.34,349.55,349.75,347.16,354.38,345.34,341.26,343.67,338.09,333.52
2000-12-16 22:16:35+00:00,L7,386.29,411.41,406.85,380.25,387.00,388.63,386.06,387.92,392.41,397.86,383.66,384.35,387.01,393.49,405.49,401.42,379.96,366.72,378.19,381.68,389.07,398.88,380.27,377.71,387.76,390.75,383.73,376.55,375.39,369.69,369.62,369.01,387.74,394.61,373.41,381.16,368.80,361.71,370.04,366.96,374.46,372.51,382.56,383.01,380.91,385.25,386.16,372.61,373.46,374.36,383.56,376.48,372.38,367.14,366.67,369.01,384.96,371.49,362.14,386.22,379.82,378.85,383.59,370.00,364.50,400.38,396.07,401.77,403.67,394.41,412.55,428.71,440.40,439.84,439.19,445.75,442.24,444.54,460.57,469.90,476.17,455.45,455.14,450.66,444.90,435.73,420.68,420.12,434.05,451.62,450.74,428.78,448.72,428.09,393.74,353.68,340.73,343.80,356.49,354.89,340.21,334.04,341.66,350.05,364.80,384.58,389.44,389.07,387.61,390.25,393.92,397.95,402.49,407.51,418.14,420.00,408.83,400.27,407.82,393.78,381.79,381.01,390.82,389.67,378.01,362.26,365.19,358.54,360.63,368.51,376.33,377.53,379.73,373.40,370.09,380.82,383.09
2001-01-01 22:16:33+00:00,L7,371.39,377.67,,376.02,378.02,380.04,375.37,373.75,376.45,379.95,387.86,386.01,380.13,369.10,363.82,373.19,378.70,376.04,370.41,363.30,363.66,362.26,375.04,376.49,371.33,368.24,374.06,369.14,365.02,369.03,361.86,358.73,367.52,360.88,355.81,358.05,360.38,369.96,358.55,359.13,363.84,367.07,364.75,373.71,371.05,373.85,379.80,379.00,374.53,366.94,356.60,350.56,357.76,349.93,355.36,359.41,362.79,360.24,368.77,363.92,366.22,380.23,368.74,365.79,359.46,368.03,375.19,382.66,384.93,384.38,385.16,390.31,415.24,426.65,425.99,419.12,427.21,426.24,431.62,440.72,434.07,430.23,426.64,434.31,421.83,416.68,414.37,416.97,440.68,449.87,447.05,407.49,327.09,427.79,420.89,328.42,328.17,328.80,335.18,333.93,333.25,329.23,335.41,339.47,351.47,368.21,370.37,374.87,379.39,377.66,380.78,379.87,376.54,383.01,389.90,395.70,389.05,389.36,383.14,380.68,374.94,364.68,358.29,360.69,360.20,353.27,349.05,352.50,344.48,355.77,363.20,355.35,356.62,353.01,347.36,365.60,362.63
2001-01-10 22:10:27+00:00,L7,325.94,330.88,330.93,338.04,355.16,353.46,359.56,353.94,352.80,362.60,373.39,368.77,358.67,348.76,357.11,353.94,352.40,351.65,350.15,346.17,342.94,346.80,357.99,353.86,358.63,363.74,352.83,347.88,339.50,344.38,335.46,340.10,335.74,337.02,337.61,332.29,331.94,334.11,331.12,331.68,332.44,335.84,343.05,345.20,346.15,348.48,350.03,349.78,346.08,342.17,338.67,334.69,330.94,329.59,332.42,345.21,342.47,339.46,332.68,344.60,347.81,357.78,354.09,348.36,353.46,352.30,362.41,357.40,,,,,,,,,,,,,,,125.42,397.43,383.27,371.72,373.44,381.19,413.76,423.13,417.07,372.70,142.78,57.52,314.28,313.43,308.98,316.91,313.81,315.47,318.50,319.87,329.31,334.08,354.31,370.24,373.03,371.03,368.94,371.16,370.35,373.21,375.47,379.10,384.25,387.53,374.24,373.89,356.17,347.52,344.02,343.82,334.19,336.63,335.22,337.92,325.51,338.35,346.59,344.47,343.27,337.30,345.18,333.35,340.49,338.84,331.64
2001-01-26 22:10:30+00:00,L7,333.75,334.39,346.46,343.09,346.02,351.12,352.79,354.02,357.38,358.33,364.31,355.62,348.88,342.30,334.04,333.59,340.25,335.98,337.10,329.65,331.52,332.38,338.86,343.38,352.64,347.19,340.62,332.11,326.09,324.60,333.49,328.37,323.91,326.35,321.05,319.31,319.87,329.56,329.06,332.39,335.69,339.67,345.75,343.38,343.80,346.14,348.23,347.73,346.33,342.12,335.88,335.56,331.88,331.47,332.92,332.20,334.29,337.20,338.98,340.97,341.04,343.78,341.29,341.15,346.64,342.20,339.74,341.54,348.61,347.07,347.85,363.31,379.86,396.02,389.44,384.58,388.30,392.18,393.44,405.04,405.60,391.56,380.02,384.94,385.49,393.05,397.89,408.63,435.42,460.66,465.82,366.47,325.72,363.20,359.94,335.64,313.41,304.15,300.31,296.39,301.54,309.42,324.01,330.41,341.41,350.29,357.22,356.92,359.24,360.27,365.18,367.23,366.58,363.08,370.96,375.38,377.49,368.76,357.99,351.88,342.37,342.91,338.73,339.79,332.76,331.10,324.09,330.48,335.29,338.07,336.93,329.48,327.74,325.00,340.49,344.27,328.11
2001-02-18 22:16:35+00:00,L7,349.20,347.48,345.20,347.18,355.11,361.90,367.74,371.17,367.28,368.79,374.84,368.01,361.31,352.99,345.17,343.32,340.27,338.61,341.30,344.20,339.39,341.14,342.93,346.21,350.62,348.45,359.47,356.15,359.83,354.57,345.34,338.44,339.67,345.26,341.07,335.85,328.30,332.17,332.82,343.81,342.39,344.01,348.06,349.98,350.13,352.00,354.22,350.50,347.99,351.38,341.81,344.62,346.26,344.16,345.95,338.56,340.53,344.94,341.75,345.73,357.41,359.87,349.63,355.21,354.63,360.19,356.61,352.38,359.83,365.25,371.61,375.88,376.54,381.05,385.98,393.63,403.75,399.09,400.09,407.24,414.47,402.56,396.83,402.55,392.70,412.12,423.45,427.37,443.67,468.36,469.55,425.06,305.25,370.30,351.99,333.18,328.12,312.15,308.73,308.69,309.66,312.13,324.83,335.10,353.35,362.69,367.80,368.46,364.20,369.40,371.59,375.83,379.43,388.59,389.65,390.95,385.64,382.97,373.03,359.19,362.05,363.39,359.27,349.18,354.04,340.22,329.92,343.25,351.08,351.05,345.29,335.85,330.98,332.04,345.43,350.35,327.84
2001-03-15 22:10:15+00:00,L7,393.24,395.00,393.46,383.52,382.92,387.42,385.17,382.36,393.64,392.50,393.80,385.44,384.02,382.61,381.91,372.21,368.66,366.59,365.90,361.91,368.99,363.87,366.08,373.73,371.16,364.93,369.56,370.88,382.71,380.33,375.18,375.96,378.31,372.38,372.21,376.45,370.30,368.21,374.03,374.38,371.87,369.36,374.23,377.80,380.72,373.84,382.00,383.73,380.23,379.57,375.97,365.57,376.85,366.67,374.58,368.50,371.54,387.01,373.80,370.21,366.45,367.74,376.96,384.18,383.19,380.28,384.32,382.88,390.06,390.40,397.13,402.63,414.97,422.83,428.99,424.74,419.25,426.24,439.86,440.02,435.68,432.28,433.85,435.22,427.35,440.87,453.36,464.09,491.38,513.59,508.80,463.44,382.12,406.16,375.44,353.73,344.21,328.31,328.00,327.58,326.26,330.49,336.28,343.52,353.34,368.98,375.68,374.95,375.10,376.68,379.35,378.11,389.02,395.28,391.89,402.11,397.12,388.48,378.29,363.57,375.35,374.29,374.53,381.14,373.04,363.51,356.07,357.40,362.34,367.17,369.39,363.03,342.07,342.63,349.56,357.97,361.83
2001-03-31 22:10:07+00:00,L7,418.89,414.30,421.85,409.18,412.56,410.42,393.55,386.10,391.81,398.12,405.51,400.46,388.57,389.17,389.48,384.29,387.36,377.50,377.50,374.80,377.41,384.11,387.40,395.31,401.84,396.00,395.96,390.10,397.80,395.05,393.49,399.22,402.56,390.54,377.79,379.87,386.33,386.70,393.41,390.42,382.52,376.82,388.56,385.88,387.55,380.33,387.69,384.04,386.41,383.77,380.90,376.83,379.63,383.47,374.05,384.90,376.13,393.55,395.28,385.33,378.58,380.66,389.10,395.93,407.02,391.39,391.94,387.87,394.53,399.39,400.48,416.12,425.45,424.96,432.43,443.77,440.52,432.32,441.82,445.22,441.42,438.13,431.91,427.46,416.97,430.26,450.61,477.34,517.75,548.24,543.12,465.52,448.27,444.28,,,,,,,,,,,,,,,,,395.59,395.18,401.95,405.99,414.94,415.05,416.19,399.44,397.35,392.75,393.85,384.44,382.00,376.60,389.21,382.39,372.70,375.10,372.00,380.66,387.35,376.12,362.70,355.70,357.22,366.00,372.22
