dates,satname,nzd0269-0000,nzd0269-0001,nzd0269-0002,nzd0269-0003,nzd0269-0004,nzd0269-0005,nzd0269-0006,nzd0269-0007,nzd0269-0008,nzd0269-0009,nzd0269-0010,nzd0269-0011,nzd0269-0012,nzd0269-0013,nzd0269-0014,nzd0269-0015,nzd0269-0016,nzd0269-0017,nzd0269-0018,nzd0269-0019,nzd0269-0020,nzd0269-0021,nzd0269-0022,nzd0269-0023,nzd0269-0024,nzd0269-0025,nzd0269-0026,nzd0269-0027,nzd0269-0028,nzd0269-0029,nzd0269-0030,nzd0269-0031,nzd0269-0032,nzd0269-0033,nzd0269-0034,nzd0269-0035,nzd0269-0036,nzd0269-0037,nzd0269-0038,nzd0269-0039,nzd0269-0040,nzd0269-0041,nzd0269-0042,nzd0269-0043,nzd0269-0044,nzd0269-0045,nzd0269-0046,nzd0269-0047,nzd0269-0048,nzd0269-0049,nzd0269-0050,nzd0269-0051,nzd0269-0052,nzd0269-0053,nzd0269-0054,nzd0269-0055,nzd0269-0056,nzd0269-0057,nzd0269-0058,nzd0269-0059,nzd0269-0060,nzd0269-0061,nzd0269-0062,nzd0269-0063,nzd0269-0064,nzd0269-0065,nzd0269-0066,nzd0269-0067,nzd0269-0068,nzd0269-0069,nzd0269-0070,nzd0269-0071,nzd0269-0072,nzd0269-0073,nzd0269-0074,nzd0269-0075,nzd0269-0076,nzd0269-0077,nzd0269-0078,nzd0269-0079,nzd0269-0080,nzd0269-0081,nzd0269-0082,nzd0269-0083,nzd0269-0084,nzd0269-0085,nzd0269-0086,nzd0269-0087,nzd0269-0088,nzd0269-0089,nzd0269-0090,nzd0269-0091,nzd0269-0092,nzd0269-0093,nzd0269-0094,nzd0269-0095,nzd0269-0096,nzd0269-0097,nzd0269-0098,nzd0269-0099,nzd0269-0100,nzd0269-0101,nzd0269-0102,nzd0269-0103,nzd0269-0104,nzd0269-0105,nzd0269-0106,nzd0269-0107,nzd0269-0108,nzd0269-0109,nzd0269-0110,nzd0269-0111,nzd0269-0112,nzd0269-0113,nzd0269-0114,nzd0269-0115,nzd0269-0116,nzd0269-0117,nzd0269-0118,nzd0269-0119,nzd0269-0120,nzd0269-0121,nzd0269-0122,nzd0269-0123,nzd0269-0124,nzd0269-0125,nzd0269-0126
2002-08-27 21:54:24+00:00,L7,382.97,378.89,371.56,364.30,367.64,372.46,376.24,372.23,362.23,378.18,378.68,355.78,341.92,345.90,345.22,343.85,346.37,344.25,342.40,346.56,351.87,358.63,,,,,,,326.55,321.60,321.22,321.37,324.98,328.52,326.34,331.03,290.71,313.34,309.34,311.25,309.08,310.98,,,,,,,,,,,,,338.43,350.73,84.13,207.53,255.54,294.26,330.28,341.36,328.38,336.01,337.06,338.61,336.45,329.92,325.70,310.10,311.81,311.05,307.23,312.64,317.09,314.89,307.78,304.56,309.79,307.78,304.30,304.46,302.23,318.28,313.62,317.14,323.94,322.13,328.71,326.34,318.38,327.32,332.13,,,,,,,,,,,,,,,,,369.71,371.13,350.93,331.15,330.09,339.11,346.88,352.65,343.74,350.52,347.38,,,,,,,
2002-10-14 21:54:07+00:00,L7,387.56,384.95,387.14,377.85,364.50,381.12,411.27,394.65,389.32,391.15,384.94,373.15,381.51,413.65,410.63,421.02,403.97,362.25,355.97,369.37,369.08,369.43,371.54,369.05,355.26,361.35,346.07,346.07,350.37,339.50,333.48,326.50,338.22,353.70,351.69,347.02,,384.81,375.99,365.80,329.40,316.98,319.20,337.07,338.88,347.55,344.47,348.91,358.45,373.97,380.53,350.46,348.25,392.42,412.30,408.63,412.60,422.19,415.03,321.98,342.45,399.02,364.23,353.53,365.11,371.33,372.06,352.38,367.15,343.11,341.55,334.24,338.94,340.39,349.73,350.56,334.27,324.76,333.62,337.23,344.03,333.75,343.88,343.99,331.55,338.96,348.62,339.57,344.98,342.24,336.49,336.90,342.09,336.76,345.29,350.37,358.16,350.85,356.46,353.87,353.82,343.58,346.60,345.53,347.95,353.58,367.62,380.73,400.86,397.85,,342.45,342.89,341.52,346.79,360.16,361.59,358.00,382.21,365.37,353.32,392.02,368.12,344.95,354.07,356.42,358.99
2002-12-01 21:54:40+00:00,L7,,,,,,,,376.22,366.37,367.93,376.99,351.38,346.41,346.37,345.64,344.68,350.21,353.92,353.92,357.40,358.26,353.44,354.28,358.69,349.98,352.43,339.27,328.08,323.50,320.16,326.97,326.15,328.41,322.39,324.43,334.85,326.02,321.40,316.59,317.78,320.53,320.13,319.15,315.43,317.00,322.10,331.14,329.41,327.84,337.48,340.28,336.71,330.16,327.42,336.12,313.66,,222.27,261.34,303.39,318.55,327.32,330.33,343.90,346.20,339.44,339.21,338.99,332.70,331.28,323.67,322.45,324.49,320.08,312.35,302.85,309.86,316.48,312.93,312.49,314.21,312.53,311.36,324.60,319.41,322.91,321.23,328.18,331.56,328.72,322.45,329.52,329.79,334.52,331.11,332.21,328.03,341.30,348.60,346.64,335.88,337.36,331.24,338.42,334.76,338.19,339.06,352.92,363.91,368.21,355.42,337.28,338.59,336.93,339.74,344.89,349.34,347.26,350.94,345.23,343.01,348.84,356.72,344.10,339.43,338.85,339.32
2003-02-03 21:55:01+00:00,L7,,,354.72,358.48,363.68,355.91,354.39,356.12,358.10,352.72,348.35,335.38,321.96,,,,,,,,,,,,296.24,303.32,,304.17,308.60,306.06,309.04,310.28,307.09,299.09,299.97,258.01,243.53,255.82,285.57,292.39,302.32,307.26,310.63,309.99,313.01,306.48,313.90,318.94,304.45,310.22,310.42,318.10,320.76,317.73,303.72,289.77,,185.24,238.48,282.63,305.02,321.55,320.74,321.70,324.61,328.23,323.73,324.55,326.80,322.45,317.87,314.91,313.59,311.30,302.16,291.41,298.81,302.26,303.84,302.01,306.60,304.20,302.81,306.15,313.60,318.86,314.48,306.48,313.76,316.61,310.99,315.55,322.88,316.88,320.84,320.77,307.31,,334.53,330.78,321.25,319.47,318.19,321.71,311.74,318.21,321.77,345.82,354.95,352.41,341.04,312.36,309.45,310.29,319.79,325.27,340.99,334.37,339.33,335.32,332.87,334.19,332.31,328.89,331.65,321.38,316.55
2003-02-19 21:55:06+00:00,L7,,,,,,,,,346.66,346.34,344.51,338.64,321.65,333.43,330.47,326.51,332.80,324.57,327.83,337.67,335.54,339.01,340.79,344.69,339.36,333.39,309.46,309.64,305.29,302.34,307.36,311.20,313.10,315.70,300.46,288.62,269.48,285.86,299.17,301.45,302.19,307.16,308.43,308.28,302.78,292.42,267.18,302.36,294.77,281.67,307.39,316.44,314.91,315.13,300.83,291.86,,176.03,236.54,278.95,307.12,322.22,318.45,322.34,320.06,323.03,327.19,325.99,329.04,326.98,317.75,313.00,314.65,310.08,303.20,291.15,295.55,298.45,300.45,295.11,298.90,297.66,295.21,304.32,305.79,316.23,318.54,324.90,320.11,308.67,311.03,318.20,313.09,314.46,315.85,314.66,292.68,,330.78,331.58,321.69,318.54,317.13,318.86,310.95,313.57,318.50,336.79,348.29,349.06,335.77,308.80,309.18,310.56,319.71,327.87,330.87,333.28,339.04,333.03,328.57,337.30,337.98,326.72,331.66,319.49,321.87
2003-04-24 21:55:10+00:00,L7,421.66,396.04,387.97,384.93,387.02,394.00,389.15,395.84,395.82,381.22,367.77,360.62,359.95,361.86,370.22,370.61,372.28,365.69,375.45,367.15,383.61,375.07,374.66,368.02,379.98,367.60,355.29,328.52,315.35,328.18,331.01,333.35,337.16,345.42,362.44,330.55,322.14,336.58,339.82,336.69,324.44,329.00,,340.73,346.35,334.97,,,342.22,358.48,355.57,350.85,341.25,329.40,342.06,316.43,333.14,277.83,297.39,288.46,381.81,372.94,374.29,361.51,351.63,330.72,336.47,338.73,357.13,369.11,353.74,356.88,342.24,337.82,334.16,327.43,325.97,326.15,328.24,330.50,330.48,331.34,329.97,349.68,349.58,349.69,346.26,348.48,355.45,356.73,355.04,354.04,364.46,351.73,352.62,338.18,340.69,341.28,350.33,349.58,345.59,348.51,347.46,345.60,341.95,,330.84,354.33,378.91,380.40,362.35,337.72,338.20,333.40,335.28,345.17,352.51,353.10,372.72,354.15,345.69,367.27,354.67,348.78,346.66,333.04,343.56
2003-07-21 21:42:57+00:00,L5,,,,,,377.72,357.35,350.78,370.15,395.21,379.27,362.54,362.21,240.95,249.43,259.05,347.72,353.03,370.36,373.70,363.45,377.92,397.08,406.24,409.57,386.65,,343.57,328.68,321.83,331.69,343.69,337.25,339.29,342.09,319.31,,363.65,326.76,329.08,323.48,329.93,334.81,332.35,230.79,255.61,241.33,267.41,337.23,,,356.96,347.37,341.02,363.35,372.77,280.55,385.30,,,,,,,,,,,,,,,331.07,350.06,345.58,355.27,351.82,317.18,338.09,350.90,339.00,333.50,328.21,351.82,349.31,354.07,355.98,,,362.71,362.81,342.50,349.02,342.58,330.58,335.88,355.77,335.16,,,,,302.08,319.03,306.28,302.28,311.19,363.11,393.20,412.15,372.48,365.89,355.05,346.30,360.98,367.26,362.60,338.38,339.60,367.46,,,,352.61,347.80,331.78,
2003-07-29 21:54:53+00:00,L7,,,364.10,354.94,363.34,346.89,343.14,343.30,350.66,358.66,349.12,326.93,321.98,,,308.11,331.65,329.67,332.51,334.38,332.05,343.76,345.43,347.20,342.27,334.61,,,303.21,295.68,308.94,314.01,312.46,311.02,298.52,291.80,278.49,289.54,,,295.89,299.98,303.66,305.41,240.73,271.14,253.38,278.75,282.14,272.59,292.34,,,304.65,288.22,282.54,,193.09,238.14,278.26,299.89,317.68,321.51,326.94,,329.35,331.42,325.44,318.63,312.32,317.11,314.04,309.75,310.74,308.70,298.03,300.45,,294.14,294.05,295.07,290.50,289.27,298.67,307.28,310.83,308.24,,312.39,,,330.84,328.22,325.42,326.79,313.00,296.55,302.22,,328.25,318.52,296.10,,151.53,308.16,306.91,,345.68,353.83,345.53,343.95,329.34,321.61,313.84,,,146.20,320.36,327.42,330.26,322.88,323.93,336.87,,330.50,315.15,297.83
2003-10-17 21:54:39+00:00,L7,432.54,419.90,413.61,420.32,,,394.24,381.32,380.80,383.97,382.11,406.98,396.52,371.93,370.02,401.57,387.37,,,367.20,365.02,409.80,415.11,395.88,398.47,393.50,381.86,345.56,351.11,354.08,,,333.66,362.30,361.59,347.51,,364.64,347.81,331.30,328.44,353.83,344.10,,344.35,350.41,372.01,366.73,343.40,339.63,337.16,324.79,336.51,366.51,377.45,,,372.48,378.52,362.73,337.79,345.33,357.84,370.15,375.21,386.70,377.82,375.06,,190.65,372.43,367.72,335.72,339.98,362.97,359.90,357.54,352.40,339.53,344.52,362.09,,,349.26,350.82,340.70,357.11,352.69,355.65,363.58,356.09,350.00,345.25,,,346.54,364.38,361.87,358.98,363.24,356.96,351.02,356.51,354.13,344.82,350.77,,,415.14,422.14,,366.10,362.64,361.41,356.39,320.88,572.82,,,,,,,,,,
2003-11-18 21:55:03+00:00,L7,413.07,411.08,399.14,,,386.67,388.89,384.57,385.13,381.88,388.25,393.31,366.99,356.68,393.71,398.56,,,361.98,366.72,375.88,377.71,387.54,398.53,407.89,391.56,378.54,360.51,,,334.49,339.76,345.40,353.71,347.49,342.77,343.73,349.58,355.45,366.74,360.22,,,343.87,345.52,345.27,345.28,350.09,347.27,348.23,331.05,325.42,349.79,364.17,,,271.77,317.66,357.05,344.66,342.96,341.95,336.87,360.04,375.53,377.78,367.90,,369.17,352.04,356.93,346.97,345.42,347.34,340.24,346.52,331.15,336.87,343.59,,,335.99,337.78,347.79,352.41,332.43,347.18,341.52,352.48,356.22,351.88,350.43,,,347.26,338.72,347.13,348.54,357.72,359.70,362.05,352.05,352.62,350.90,341.91,,,387.86,405.91,404.37,,346.59,354.60,355.11,350.91,366.65,367.80,367.62,,,360.36,393.09,385.18,356.04,357.77,352.93,345.93
2004-03-01 21:45:26+00:00,L5,418.46,382.64,367.09,360.99,363.24,362.04,373.71,369.98,363.93,359.51,355.59,370.27,370.12,365.76,350.33,348.40,348.82,337.52,340.23,344.21,341.22,346.33,354.31,358.31,366.10,363.59,354.01,334.15,336.94,335.18,318.15,311.30,313.17,313.72,312.18,313.40,315.77,326.04,325.95,316.33,322.41,320.77,313.38,306.48,308.47,306.71,317.31,319.58,304.89,323.63,317.36,329.11,343.97,351.72,337.01,305.05,,278.06,330.87,333.54,332.45,342.34,326.32,334.18,334.67,337.80,347.11,351.30,343.25,338.02,328.45,314.97,315.84,312.88,316.67,309.79,317.37,319.22,318.08,309.55,304.67,303.50,307.91,319.27,318.31,313.21,308.93,318.03,333.14,337.01,332.83,327.62,328.37,322.84,326.63,324.03,321.64,326.54,337.05,348.94,341.09,327.42,330.13,332.94,324.60,321.26,327.49,343.92,354.52,360.18,361.24,336.79,330.33,334.65,340.67,348.46,354.74,344.22,346.89,337.62,332.54,349.09,348.37,335.18,348.45,344.55,335.40
2004-03-09 21:55:39+00:00,L7,384.12,,350.21,348.27,352.81,354.97,357.78,359.02,356.21,356.74,347.94,344.84,351.98,,,327.71,327.99,329.92,335.49,336.41,339.06,340.57,346.34,349.66,345.36,339.10,,,315.09,308.75,309.71,305.36,307.34,309.10,307.47,302.70,288.52,306.96,307.07,,,309.91,307.26,305.34,303.75,302.61,310.94,312.92,295.17,301.55,295.12,313.22,,,314.47,282.48,,,290.30,311.80,318.90,320.53,312.33,322.22,,,331.74,331.57,335.54,328.34,320.88,314.92,310.96,309.79,303.26,292.53,301.94,,,296.68,297.80,299.68,302.45,309.86,304.96,306.93,302.32,307.33,315.01,321.29,,,317.34,316.02,323.56,317.40,309.74,312.48,332.32,331.26,326.77,319.07,,,,316.74,323.90,345.28,357.97,361.05,351.10,326.43,330.45,329.67,333.80,,,339.91,340.42,337.20,335.87,340.69,341.66,339.69,335.65,324.06,322.29
2004-03-17 21:45:32+00:00,L5,383.19,365.43,352.30,342.23,346.98,352.47,358.28,361.16,356.80,354.18,355.28,336.05,337.18,334.97,337.26,332.89,329.62,330.32,,,,,,,,,,,,,,310.92,304.63,307.25,308.99,306.10,296.00,302.30,306.16,306.25,307.94,306.50,307.96,304.29,302.41,296.44,,296.09,296.19,288.25,293.43,306.91,316.39,326.96,309.27,285.89,,,287.48,316.96,323.92,328.05,316.97,322.33,321.91,325.59,327.73,329.19,334.75,327.09,317.39,314.89,313.86,313.38,308.70,297.47,301.42,309.48,306.83,300.62,294.51,305.68,305.30,312.12,311.53,309.39,305.32,300.98,310.75,317.60,304.37,312.49,311.81,317.63,320.49,319.54,301.58,310.10,333.70,324.10,316.38,313.45,311.69,317.25,307.60,311.06,327.01,341.90,356.07,352.97,346.02,326.05,310.41,319.17,324.71,323.69,336.14,326.11,336.18,334.59,331.69,338.45,342.26,331.55,332.69,320.59,317.55
2004-03-25 21:55:42+00:00,L7,390.05,375.71,367.41,354.74,357.20,360.65,367.60,383.59,389.18,381.86,370.61,,,366.85,358.39,357.93,342.30,344.26,352.01,343.43,350.03,349.17,348.83,,,351.20,341.52,336.07,325.34,319.16,322.25,314.84,317.29,319.19,327.35,330.96,,,333.88,328.65,320.85,320.61,317.86,313.88,322.34,318.67,,306.43,294.71,,,326.28,337.33,349.29,332.56,298.64,,267.20,325.30,332.65,341.57,338.04,,342.75,341.10,340.32,347.47,339.54,347.57,344.24,334.07,325.24,321.30,314.71,,,315.69,317.44,314.59,306.46,302.01,305.26,320.70,321.10,319.45,321.33,314.86,,,336.71,328.37,327.64,328.49,330.23,328.93,326.99,325.45,327.84,338.50,,,,324.10,330.09,317.68,319.49,331.72,351.59,362.23,362.31,352.54,329.68,,,339.63,346.03,350.14,349.91,353.47,341.23,334.45,351.78,351.09,341.43,342.52,,
