dates,nzd0269-0000,nzd0269-0001,nzd0269-0002,nzd0269-0003,nzd0269-0004,nzd0269-0005,nzd0269-0006,nzd0269-0007,nzd0269-0008,nzd0269-0009,nzd0269-0010,nzd0269-0011,nzd0269-0012,nzd0269-0013,nzd0269-0014,nzd0269-0015,nzd0269-0016,nzd0269-0017,nzd0269-0018,nzd0269-0019,nzd0269-0020,nzd0269-0021,nzd0269-0022,nzd0269-0023,nzd0269-0024,nzd0269-0025,nzd0269-0026,nzd0269-0027,nzd0269-0028,nzd0269-0029,nzd0269-0030,nzd0269-0031,nzd0269-0032,nzd0269-0033,nzd0269-0034,nzd0269-0035,nzd0269-0036,nzd0269-0037,nzd0269-0038,nzd0269-0039,nzd0269-0040,nzd0269-0041,nzd0269-0042,nzd0269-0043,nzd0269-0044,nzd0269-0045,nzd0269-0046,nzd0269-0047,nzd0269-0048,nzd0269-0049,nzd0269-0050,nzd0269-0051,nzd0269-0052,nzd0269-0053,nzd0269-0054,nzd0269-0055,nzd0269-0056,nzd0269-0057,nzd0269-0058,nzd0269-0059,nzd0269-0060,nzd0269-0061,nzd0269-0062,nzd0269-0063,nzd0269-0064,nzd0269-0065,nzd0269-0066,nzd0269-0067,nzd0269-0068,nzd0269-0069,nzd0269-0070,nzd0269-0071,nzd0269-0072,nzd0269-0073,nzd0269-0074,nzd0269-0075,nzd0269-0076,nzd0269-0077,nzd0269-0078,nzd0269-0079,nzd0269-0080,nzd0269-0081,nzd0269-0082,nzd0269-0083,nzd0269-0084,nzd0269-0085,nzd0269-0086,nzd0269-0087,nzd0269-0088,nzd0269-0089,nzd0269-0090,nzd0269-0091,nzd0269-0092,nzd0269-0093,nzd0269-0094,nzd0269-0095,nzd0269-0096,nzd0269-0097,nzd0269-0098,nzd0269-0099,nzd0269-0100,nzd0269-0101,nzd0269-0102,nzd0269-0103,nzd0269-0104,nzd0269-0105,nzd0269-0106,nzd0269-0107,nzd0269-0108,nzd0269-0109,nzd0269-0110,nzd0269-0111,nzd0269-0112,nzd0269-0113,nzd0269-0114,nzd0269-0115,nzd0269-0116,nzd0269-0117,nzd0269-0118,nzd0269-0119,nzd0269-0120,nzd0269-0121,nzd0269-0122,nzd0269-0123,nzd0269-0124,nzd0269-0125,nzd0269-0126,satname
2002-08-27 21:54:24+00:00,383.33,379.08,371.74,364.59,367.88,372.79,376.57,372.54,362.52,378.58,379.18,356.18,342.36,346.34,345.66,344.18,346.68,344.65,342.67,346.89,352.20,358.80,,,,,,,326.86,321.93,321.47,321.68,325.27,328.85,326.78,331.47,,313.74,309.65,311.54,309.39,311.27,,,,,,,,,,,,,338.93,351.17,85.46,,,294.45,330.64,341.76,328.82,336.34,337.33,339.01,336.64,330.32,326.10,310.46,312.25,311.41,307.63,313.14,317.59,315.33,308.18,304.96,310.15,308.07,304.70,304.82,302.54,318.61,313.98,317.47,324.44,322.44,329.02,326.63,318.65,327.54,332.35,,,,,,,,,,,,,,,,,370.11,371.49,351.18,331.40,330.33,339.29,347.15,352.96,343.91,350.85,347.69,,,,,,,,L7
2002-10-14 21:54:07+00:00,379.17,378.73,376.31,366.29,362.13,371.21,388.17,378.28,370.99,377.97,373.44,357.76,354.27,372.33,370.48,344.18,370.01,346.55,344.72,352.38,354.89,361.12,362.34,358.43,343.76,348.80,334.57,335.45,333.31,324.97,323.17,318.78,326.81,335.52,331.57,331.58,,313.74,337.51,333.74,314.08,309.19,306.65,329.81,323.55,333.75,324.76,336.36,343.12,358.64,366.73,335.13,334.45,379.87,338.93,351.17,85.46,,,304.93,330.27,341.76,338.86,339.18,346.62,348.27,351.06,334.45,339.73,320.51,319.24,316.55,316.38,318.14,325.03,325.28,314.33,307.96,315.61,317.72,317.47,313.01,317.90,325.55,316.49,322.47,327.90,325.69,331.69,329.50,322.97,328.38,333.38,327.56,336.09,340.51,345.61,342.73,349.89,343.25,343.20,332.08,337.40,337.41,340.69,345.46,357.00,371.53,389.36,377.08,371.49,342.50,332.83,331.87,339.90,349.05,351.97,348.08,360.78,351.22,344.69,376.69,357.50,336.83,346.81,351.31,347.49,L7
2002-12-01 21:54:40+00:00,379.17,378.73,376.31,366.29,362.13,371.21,388.17,380.62,372.26,378.55,379.54,359.57,356.02,368.05,366.57,349.35,366.44,352.94,350.41,357.33,359.29,360.27,362.25,363.10,351.78,355.98,341.84,336.31,333.06,326.64,326.89,324.26,330.16,334.42,333.56,337.04,340.77,323.47,333.56,331.23,319.26,315.65,318.26,325.73,326.83,333.82,336.38,338.25,342.03,354.62,359.40,342.48,338.20,359.01,344.90,338.97,85.46,251.77,278.20,306.29,329.94,340.44,340.39,344.03,349.10,349.26,348.99,339.90,341.32,327.68,325.08,322.09,323.02,323.70,325.72,322.17,316.77,314.73,318.29,318.79,320.31,316.43,318.75,328.51,321.04,325.89,330.60,329.55,334.67,332.05,325.42,330.95,334.37,334.98,337.53,340.57,342.19,345.49,352.06,349.49,344.08,339.63,338.25,341.38,340.83,345.29,352.57,366.16,381.55,378.06,368.82,343.22,337.21,335.87,341.64,350.29,354.12,349.45,360.78,352.25,347.53,369.32,361.65,343.94,346.23,347.26,348.32,L7
2003-02-03 21:55:01+00:00,379.17,378.73,372.26,368.64,366.73,371.88,382.69,378.50,372.44,377.30,378.24,358.72,353.28,368.05,366.57,349.35,366.44,352.94,350.41,357.33,359.29,360.27,362.25,363.10,351.78,344.73,341.84,330.93,330.95,325.83,325.68,324.77,328.11,329.92,330.94,323.06,305.15,307.85,325.56,325.24,319.02,317.27,322.02,324.13,329.93,331.64,338.79,338.12,337.21,347.52,350.01,342.05,339.32,351.55,339.84,330.27,85.46,244.50,273.19,302.85,328.44,341.08,341.25,342.78,346.45,349.20,345.15,341.26,342.89,331.10,329.06,325.02,325.86,327.10,326.33,320.26,317.48,316.81,319.41,318.31,322.08,318.10,318.76,327.25,323.91,328.47,333.07,327.78,333.44,331.91,325.28,329.99,334.39,333.57,336.59,338.93,336.86,345.49,349.51,348.58,341.80,338.69,336.19,338.91,334.78,340.35,347.64,364.00,378.46,376.85,365.86,338.75,333.52,332.53,338.54,347.50,354.84,347.85,359.75,352.02,346.98,365.31,357.20,343.00,345.02,341.20,343.51,L7
2003-02-19 21:55:06+00:00,379.17,378.73,372.26,368.64,366.73,371.88,382.69,378.50,369.85,374.70,375.99,358.31,350.96,364.39,362.55,346.73,361.49,350.35,347.76,356.17,357.10,356.91,359.09,361.58,352.64,345.99,336.04,329.07,328.59,324.13,324.27,324.82,327.68,330.08,328.84,320.17,300.76,306.86,323.06,323.05,318.43,317.82,322.72,322.53,328.14,326.34,338.79,333.27,331.60,336.06,343.86,340.65,337.72,346.54,335.71,325.67,85.46,236.68,269.55,299.78,327.45,340.86,340.69,341.69,343.57,347.57,343.27,341.81,343.72,333.55,330.80,325.89,327.22,328.20,326.21,318.44,316.69,316.74,318.89,316.24,321.05,317.28,316.82,325.67,323.56,329.02,334.66,329.98,333.55,329.83,324.83,329.63,332.13,331.79,334.41,336.07,329.91,345.49,346.97,347.80,340.24,337.40,334.43,336.54,331.19,336.30,343.81,360.20,374.67,374.89,362.43,335.01,330.90,330.26,336.41,345.98,352.81,346.43,358.61,350.99,345.19,363.31,355.86,341.58,344.05,337.44,341.85,L7
2003-04-24 21:55:10+00:00,410.93,390.42,373.39,374.92,378.00,378.71,375.52,381.39,373.67,371.75,371.53,356.21,348.27,353.89,355.44,352.27,356.38,354.06,356.40,359.07,364.14,358.45,360.58,361.75,361.44,348.00,339.67,325.06,320.65,322.27,324.66,327.71,328.37,328.73,332.60,313.78,302.42,309.62,317.75,319.01,319.83,322.82,328.07,323.71,330.56,323.69,345.81,332.24,328.10,328.53,338.12,341.30,336.47,331.24,332.81,313.71,,239.59,272.29,292.97,325.56,345.71,346.73,345.44,342.09,340.06,336.27,341.77,346.12,346.27,339.03,335.63,333.44,331.94,325.09,313.99,317.25,320.53,320.18,316.96,322.25,320.25,317.30,329.27,330.91,335.00,337.25,334.47,337.68,334.61,331.34,334.72,337.94,335.87,336.57,333.38,326.00,341.29,345.68,347.11,338.56,339.05,334.97,336.86,329.95,333.25,335.00,353.93,369.60,372.22,357.46,330.10,329.91,328.50,333.04,342.27,350.89,346.04,358.59,349.39,343.59,357.68,352.88,342.83,342.46,331.78,338.41,L7
2003-07-21 21:42:57+00:00,410.93,390.42,373.39,374.92,378.00,373.60,364.69,365.48,369.43,371.32,363.04,351.75,344.17,351.09,353.79,351.14,348.11,344.10,355.43,356.45,357.81,362.41,368.40,370.16,373.25,349.97,334.96,323.36,316.37,316.64,321.31,326.51,325.40,326.92,328.96,301.85,289.63,312.93,314.71,316.65,314.99,320.09,324.50,324.13,330.71,320.29,343.61,328.29,322.39,317.50,333.46,338.31,333.52,328.05,330.55,309.35,,235.53,270.32,287.63,323.71,347.90,347.83,342.68,338.10,336.33,333.41,338.76,346.66,347.69,339.79,336.44,327.84,330.38,324.34,319.04,320.49,313.46,319.88,321.38,321.19,318.90,315.94,330.03,331.80,336.75,336.88,333.54,336.70,337.93,336.60,333.93,338.72,333.04,331.61,329.12,326.34,329.69,342.83,344.24,336.43,336.34,333.59,327.74,319.02,315.59,322.46,351.64,370.88,375.95,355.13,332.73,329.50,326.58,335.05,343.03,348.63,340.80,349.72,349.38,341.33,356.25,348.58,340.69,340.73,327.33,334.83,L5
2003-07-29 21:54:53+00:00,410.93,390.42,374.23,374.45,378.21,372.34,364.72,364.93,369.39,373.99,366.75,351.98,345.51,351.09,353.79,344.02,349.00,346.99,354.03,356.35,356.79,360.57,366.99,369.42,370.92,351.62,334.96,323.36,317.73,316.79,322.08,328.01,326.53,328.07,328.65,305.61,294.97,313.45,314.71,316.65,315.17,319.78,325.20,323.12,330.71,314.50,343.61,319.65,320.12,312.16,329.68,338.31,333.52,328.09,328.59,309.87,,241.17,271.56,288.38,323.65,346.85,348.47,344.17,338.10,341.08,336.01,341.93,346.15,344.76,341.34,336.75,329.42,332.95,327.71,320.61,321.68,313.46,319.46,319.63,321.17,317.95,314.60,328.10,331.62,335.90,337.65,333.54,335.62,337.93,336.60,336.20,339.51,334.99,334.11,329.61,325.11,325.63,342.83,345.24,336.95,331.70,333.59,327.74,319.58,317.24,322.46,353.92,371.80,375.07,357.63,335.30,331.17,327.09,335.05,343.03,348.63,338.88,349.59,349.55,340.78,355.40,350.65,340.69,341.42,326.82,331.00,L7
2003-10-17 21:54:39+00:00,416.19,402.25,388.86,387.21,379.36,372.04,367.81,364.89,371.64,375.97,364.82,360.47,355.94,353.56,356.78,360.65,356.83,348.46,358.77,357.44,357.87,374.99,380.54,376.41,379.41,367.13,358.57,328.65,321.67,321.78,323.25,329.58,327.42,336.34,336.94,318.07,309.19,334.80,327.57,322.55,315.14,325.47,326.49,325.64,332.01,319.51,354.58,329.01,322.02,313.77,329.02,328.94,327.98,331.94,338.02,307.38,,253.21,305.63,310.13,325.12,345.98,351.95,353.42,355.42,349.59,348.89,347.08,344.98,347.17,348.50,346.82,325.89,329.90,333.10,330.94,330.14,318.18,321.55,327.28,327.86,317.54,315.05,334.19,335.79,335.66,337.15,341.36,341.68,351.20,348.82,342.23,344.62,339.24,335.99,330.69,335.89,332.89,348.94,347.54,340.87,332.43,343.99,331.51,323.30,319.32,309.86,353.70,382.11,386.25,358.68,347.39,342.00,336.50,344.64,346.55,346.40,336.86,345.75,349.85,338.72,353.49,351.23,342.16,341.13,326.29,326.62,L7
2003-11-18 21:55:03+00:00,409.72,408.63,391.86,392.56,378.63,368.26,366.74,361.15,368.11,374.93,368.44,367.44,356.37,348.31,365.87,368.64,354.71,345.75,353.21,356.33,354.94,375.12,382.96,383.12,385.38,372.04,368.20,338.09,326.80,322.92,323.42,330.49,328.62,337.41,331.87,319.79,316.99,336.85,331.55,331.42,323.16,327.10,326.49,325.84,328.94,321.34,338.07,331.01,321.95,319.11,319.25,318.69,329.22,339.54,341.59,311.43,,267.12,323.24,328.11,326.03,334.05,337.70,351.60,365.77,363.68,358.60,357.15,348.60,336.45,347.79,342.06,325.49,330.78,333.12,334.38,330.24,320.15,324.29,329.01,330.92,317.63,316.42,332.72,335.41,330.34,335.88,336.03,339.46,349.88,346.70,340.66,340.20,336.93,333.14,329.96,336.41,334.00,351.50,349.68,345.13,332.28,344.97,332.33,322.66,319.32,297.96,363.81,387.86,391.05,362.22,348.86,345.35,341.22,349.12,355.69,352.20,341.03,337.18,352.25,344.56,363.74,364.64,344.38,343.99,332.32,325.80,L7
2004-03-01 21:45:26+00:00,412.27,399.78,388.73,385.87,362.53,366.94,377.28,370.93,369.48,365.12,362.82,380.19,366.77,353.68,360.24,374.51,362.94,336.32,345.17,351.04,352.37,373.60,378.99,376.55,382.49,373.79,363.14,339.05,338.88,339.05,320.76,318.69,323.60,334.91,329.31,323.45,318.62,336.75,335.38,330.98,329.33,332.51,322.65,320.49,321.67,324.13,330.58,336.38,320.74,326.05,318.52,315.33,333.42,351.71,348.86,303.72,,275.61,341.20,342.22,328.64,333.21,329.23,346.46,355.14,357.43,359.52,356.48,347.31,336.94,341.49,334.13,322.33,320.90,327.46,327.63,325.35,326.16,324.64,322.25,326.68,311.65,316.00,330.44,331.42,320.45,325.24,329.72,339.40,345.13,340.27,337.13,333.09,322.04,331.01,329.29,335.29,339.77,346.49,349.60,345.68,335.16,339.75,340.11,331.85,332.07,326.57,359.96,383.52,385.56,360.15,343.58,342.94,344.51,344.77,351.62,354.42,352.21,345.89,336.70,340.89,361.20,359.93,340.38,348.42,345.44,333.25,L5
2004-03-09 21:55:39+00:00,409.69,399.78,381.33,378.00,363.43,368.39,376.49,371.73,369.66,367.92,365.22,376.25,368.51,353.68,360.24,366.89,356.32,342.92,346.30,351.47,353.13,367.47,374.09,373.60,377.29,369.58,363.14,339.05,335.97,334.39,321.16,319.27,323.03,332.54,329.29,323.71,316.76,334.20,332.07,330.98,329.33,329.65,323.46,318.88,322.63,323.65,332.67,334.97,319.79,325.37,317.57,320.25,333.42,351.71,345.56,303.99,,275.61,335.47,336.95,330.66,334.94,330.45,344.48,355.14,357.43,354.90,354.71,349.92,340.01,341.79,333.78,324.38,324.25,327.54,324.30,324.40,326.16,324.64,318.39,323.59,313.60,316.51,329.38,329.26,321.15,325.63,327.89,337.07,342.67,340.27,337.13,331.47,325.56,332.88,329.81,333.36,335.83,345.28,348.79,344.72,335.22,339.75,340.11,331.85,330.80,332.77,359.42,381.22,384.33,364.53,342.35,342.88,343.68,344.26,351.62,354.42,350.83,351.32,344.49,343.30,361.63,358.87,343.99,347.61,340.74,335.04,L7
