dates,nzd0248-0000,nzd0248-0001,nzd0248-0002,nzd0248-0003,nzd0248-0004,nzd0248-0005,nzd0248-0006,nzd0248-0007,nzd0248-0008,nzd0248-0009,nzd0248-0010,nzd0248-0011,nzd0248-0012,nzd0248-0013,nzd0248-0014,nzd0248-0015,nzd0248-0016,nzd0248-0017,nzd0248-0018,nzd0248-0019,nzd0248-0020,nzd0248-0021,nzd0248-0022,nzd0248-0023,nzd0248-0024,nzd0248-0025,nzd0248-0026,nzd0248-0027,nzd0248-0028,nzd0248-0029,nzd0248-0030,nzd0248-0031,nzd0248-0032,nzd0248-0033,nzd0248-0034,nzd0248-0035,nzd0248-0036,nzd0248-0037,nzd0248-0038,nzd0248-0039,nzd0248-0040,nzd0248-0041,nzd0248-0042,nzd0248-0043,nzd0248-0044,nzd0248-0045,nzd0248-0046,nzd0248-0047,nzd0248-0048,nzd0248-0049,nzd0248-0050,nzd0248-0051,nzd0248-0052,nzd0248-0053,nzd0248-0054,nzd0248-0055,nzd0248-0056,nzd0248-0057,nzd0248-0058,nzd0248-0059,nzd0248-0060,nzd0248-0061,nzd0248-0062,nzd0248-0063,nzd0248-0064,nzd0248-0065,nzd0248-0066,nzd0248-0067,nzd0248-0068,nzd0248-0069,nzd0248-0070,nzd0248-0071,nzd0248-0072,nzd0248-0073,nzd0248-0074,nzd0248-0075,nzd0248-0076,nzd0248-0077,nzd0248-0078,nzd0248-0079,nzd0248-0080,nzd0248-0081,nzd0248-0082,nzd0248-0083,nzd0248-0084,nzd0248-0085,nzd0248-0086,nzd0248-0087,nzd0248-0088,nzd0248-0089,nzd0248-0090,nzd0248-0091,nzd0248-0092,satname
2000-11-09 21:56:45+00:00,316.13,321.50,339.56,314.56,335.50,343.53,328.88,330.46,322.79,325.83,335.76,329.03,327.37,326.15,,,,281.76,308.48,312.23,336.58,331.42,337.91,339.79,344.40,338.63,338.80,341.25,350.64,354.71,356.73,356.53,355.85,358.61,359.67,357.01,350.68,346.68,351.06,364.50,364.33,360.28,362.28,335.34,348.86,353.82,359.45,364.81,364.35,362.21,366.39,365.46,368.26,367.97,367.27,364.40,356.66,360.08,355.28,361.09,365.95,370.23,370.11,361.31,354.55,354.15,341.44,350.95,345.72,343.68,341.45,342.45,351.05,356.76,354.86,351.32,350.75,358.39,363.73,353.69,344.41,349.97,352.51,360.40,358.57,362.71,358.55,357.70,354.81,357.27,355.24,352.63,347.04,L7
2001-03-17 21:56:16+00:00,331.93,342.11,347.65,340.42,345.64,352.83,341.38,347.44,340.97,342.25,341.40,346.31,342.89,,,,,293.13,308.37,313.27,329.20,329.20,336.00,351.12,359.24,367.03,367.84,366.14,369.75,375.84,378.80,378.86,378.74,380.06,380.22,380.26,365.64,342.20,346.66,367.71,385.10,370.90,371.51,,353.44,372.96,374.55,376.20,372.63,366.49,376.64,385.69,390.23,382.02,377.84,376.88,374.42,376.53,367.60,364.17,367.27,373.52,377.32,377.36,372.53,370.42,364.88,368.77,363.82,357.49,350.10,352.69,361.77,364.57,365.36,367.37,367.50,364.94,359.77,361.95,364.94,364.97,367.20,371.63,368.65,371.52,374.02,374.59,373.43,368.12,361.61,363.91,355.40,L7
2001-05-20 21:56:16+00:00,337.63,350.42,355.74,349.44,352.54,341.34,331.69,355.51,328.00,332.75,335.65,363.60,358.42,302.17,,,,,288.37,298.05,299.03,303.59,317.28,345.28,368.76,379.01,385.69,382.94,384.98,362.16,364.77,365.57,366.14,363.41,360.99,372.69,384.21,332.75,331.18,,389.93,348.52,350.10,311.19,352.05,374.80,375.97,374.78,,,383.01,396.74,402.65,385.29,373.73,373.98,358.01,358.78,380.52,356.39,353.91,355.35,378.50,359.12,353.46,353.03,357.11,365.76,366.75,367.46,359.94,361.34,360.22,359.72,365.83,364.89,365.65,361.56,346.00,348.95,369.42,369.54,372.15,353.78,350.61,359.65,361.35,365.26,363.44,369.96,387.56,390.87,376.29,L7
2001-09-09 21:54:36+00:00,337.63,361.57,360.16,349.44,350.24,348.55,331.69,366.28,338.16,340.25,341.87,359.56,357.77,320.21,337.29,,293.97,286.35,285.16,315.60,299.03,303.59,337.30,352.78,370.19,374.31,381.76,389.35,386.21,364.72,362.90,364.25,370.92,374.41,369.90,377.46,385.23,350.19,331.18,,391.83,360.21,334.46,311.19,352.05,374.41,376.04,377.60,373.25,,379.43,388.11,392.46,387.67,376.42,373.42,360.29,364.07,383.58,363.59,362.14,369.39,383.04,369.36,359.94,355.02,347.45,357.82,366.75,374.61,368.46,373.38,380.79,365.35,354.80,359.58,372.00,372.02,358.23,364.68,375.89,393.95,387.86,364.17,362.35,365.01,365.64,373.38,371.15,370.41,383.38,381.14,373.49,L7
2001-09-25 21:54:28+00:00,331.22,363.90,364.64,354.58,346.87,343.37,317.26,372.78,345.01,343.60,341.52,350.87,348.07,329.74,343.06,,293.97,282.46,285.16,327.84,299.03,303.59,344.84,350.55,360.53,365.94,374.25,391.53,388.18,363.94,355.75,356.58,368.22,377.03,373.38,379.17,392.94,358.55,331.18,354.95,387.33,359.15,321.75,321.02,353.44,374.63,377.72,380.18,369.98,,375.53,382.23,386.67,387.69,375.23,368.96,354.77,361.20,381.45,364.76,365.35,375.95,392.26,373.20,360.27,350.69,337.79,354.86,375.62,377.97,375.31,381.59,390.50,375.11,361.45,359.98,375.25,375.71,365.46,371.40,387.52,407.87,400.75,370.45,368.57,367.65,365.65,374.29,371.43,368.20,381.64,376.84,370.43,L7
2002-02-16 21:54:54+00:00,344.39,362.37,365.28,359.30,352.10,356.53,,371.52,363.22,362.08,357.25,353.94,352.08,351.97,352.20,370.37,293.97,282.46,281.96,350.16,,,364.75,364.53,364.41,369.06,375.35,387.49,390.74,385.47,374.43,372.56,383.78,396.45,394.11,391.66,388.44,372.41,,354.95,390.24,373.22,328.82,348.78,367.59,378.65,380.60,381.01,377.95,,381.39,378.52,380.23,389.54,386.12,368.96,375.37,380.13,385.46,383.53,385.37,396.55,394.60,391.24,376.85,366.85,337.79,365.47,381.22,382.84,378.78,382.35,390.90,380.81,368.37,365.50,378.31,379.32,379.30,386.61,392.07,408.45,401.82,393.79,391.81,384.91,381.83,387.54,385.88,382.60,386.20,383.28,377.83,L7
2002-06-24 21:54:52+00:00,357.56,359.30,366.55,364.03,324.31,338.85,,336.55,336.39,343.43,342.68,342.30,340.36,368.84,370.47,370.37,,,,365.02,,,377.00,371.68,372.17,375.31,377.56,379.40,395.85,400.12,398.60,378.05,380.35,385.19,383.45,373.80,363.49,356.88,335.72,328.92,396.05,360.18,354.87,366.71,381.74,365.48,386.36,365.77,370.60,351.35,370.79,366.14,355.98,367.33,373.76,333.20,361.19,369.75,368.61,369.19,366.65,372.52,399.29,396.33,366.15,367.64,320.30,353.13,355.13,392.59,385.70,383.88,391.70,392.23,382.20,376.53,384.43,386.54,383.85,359.37,363.16,409.62,403.97,404.81,403.15,398.06,391.36,387.77,365.25,395.82,395.31,396.15,392.63,L7
2002-08-27 21:54:00+00:00,321.96,323.42,329.31,331.66,301.34,317.31,316.47,302.21,308.74,310.87,309.37,314.38,319.44,,,281.93,292.77,281.62,279.68,304.65,306.77,317.48,318.70,320.32,342.27,349.40,348.64,346.29,354.91,360.38,365.73,362.73,362.31,362.75,360.63,355.65,350.25,344.06,341.17,338.43,,340.67,347.75,354.64,333.09,346.80,352.03,351.20,351.02,354.21,353.68,358.11,348.49,347.81,347.77,345.94,345.74,359.20,354.81,351.38,346.92,348.31,345.93,345.11,344.37,343.95,327.96,337.68,336.54,356.58,358.11,350.09,343.00,349.46,361.26,354.81,341.08,335.88,348.26,341.20,337.61,351.00,353.18,347.99,347.68,352.44,353.29,354.46,347.57,,355.01,351.00,348.19,L7
2002-10-14 21:54:07+00:00,327.87,343.56,329.31,350.54,319.06,321.51,321.22,311.08,310.55,309.28,311.71,326.60,319.44,370.22,358.05,281.93,292.44,278.48,316.02,315.19,325.03,319.55,324.47,325.17,340.38,347.87,350.00,353.33,371.50,378.02,379.93,371.35,365.85,368.80,363.89,354.77,349.48,348.77,355.39,352.88,395.34,349.18,347.69,372.49,335.79,351.53,355.36,356.60,355.25,357.52,359.77,359.03,350.22,352.79,354.99,356.28,357.09,368.21,366.49,359.70,352.08,350.20,345.56,339.27,343.80,349.93,334.67,345.42,345.63,364.77,360.38,354.36,354.61,352.83,354.39,359.76,360.08,349.31,345.23,342.48,345.13,359.10,362.36,359.65,356.10,354.88,355.31,360.24,358.61,397.52,367.14,353.56,348.01,L7
2002-12-01 21:54:40+00:00,325.57,338.98,331.97,345.91,321.90,327.14,326.40,312.36,310.60,310.76,313.22,324.46,320.82,357.11,346.53,292.19,299.59,291.79,319.46,314.39,323.75,320.81,325.01,326.01,335.85,342.74,346.12,351.09,367.43,370.91,373.38,369.39,364.36,368.30,363.01,354.02,348.73,348.80,354.19,354.73,377.42,350.52,348.18,359.95,334.45,351.68,352.56,355.31,357.79,360.69,357.41,356.22,349.67,351.16,353.33,357.24,359.29,367.25,365.64,361.28,352.84,350.79,342.80,337.55,340.11,348.30,338.19,349.92,349.75,362.98,361.53,355.79,350.16,351.48,356.70,361.55,362.31,353.64,347.25,338.41,340.09,350.78,359.88,360.74,354.18,350.00,351.69,359.61,361.66,386.11,361.99,349.29,346.26,L7
2003-01-18 21:54:54+00:00,323.81,334.11,328.22,341.86,328.06,335.20,330.20,318.69,313.58,313.42,318.23,327.07,324.75,349.69,343.40,298.42,304.38,293.62,315.17,314.68,325.93,323.31,328.70,330.13,336.96,341.48,344.99,350.38,363.55,364.91,369.46,369.02,363.75,367.41,362.39,355.82,351.03,351.44,356.55,359.54,365.31,355.00,352.74,355.24,334.56,353.51,351.63,355.90,358.68,361.91,360.81,353.90,349.52,352.31,357.74,363.81,365.62,372.47,368.51,364.28,355.56,352.94,344.31,337.86,338.74,348.05,338.43,355.12,355.55,360.64,357.88,353.00,350.26,352.03,355.70,358.61,358.97,353.90,348.49,339.81,338.51,345.86,354.62,360.27,354.31,348.57,347.68,353.83,365.32,380.83,361.11,350.57,348.59,L7
2003-04-24 21:55:10+00:00,313.34,321.86,325.68,332.55,317.92,337.81,334.93,325.86,322.84,324.93,330.16,322.88,325.52,336.62,332.80,325.98,327.26,308.77,314.32,327.96,335.53,334.51,338.43,330.59,329.72,335.25,345.48,351.06,354.17,345.98,350.50,359.67,361.64,361.37,361.86,364.53,361.74,350.82,349.05,356.63,350.30,355.92,358.17,338.00,334.70,348.66,350.74,351.74,359.34,365.41,359.76,353.68,345.99,344.26,356.56,364.00,366.35,367.85,361.63,361.92,353.64,351.39,345.11,340.52,341.47,345.88,338.24,352.35,356.55,358.53,359.10,350.88,346.34,352.34,359.90,358.50,357.20,356.72,350.06,338.39,336.01,341.90,349.54,356.77,348.03,344.55,345.76,352.08,365.84,371.84,358.47,349.08,348.90,L7
2003-07-21 21:42:57+00:00,300.51,316.26,321.69,331.30,312.64,322.24,326.40,332.00,337.42,332.69,321.72,310.88,310.34,319.16,324.24,355.54,349.15,,,352.68,347.11,336.92,324.50,305.74,322.06,335.56,356.50,358.32,351.33,334.33,333.50,354.65,364.76,355.76,367.30,380.12,382.00,353.58,351.42,361.43,,357.03,,338.01,337.48,342.25,356.41,352.55,361.78,369.77,366.88,361.35,345.91,340.45,364.09,372.39,376.76,368.31,362.31,349.18,339.34,340.40,360.61,362.17,354.89,336.56,324.49,337.55,353.54,359.51,362.53,353.09,358.03,365.99,369.46,348.77,345.56,353.61,334.52,336.50,359.26,365.01,350.74,340.12,347.28,346.24,356.48,360.24,363.11,364.09,370.57,357.85,346.13,L5
2003-07-29 21:54:29+00:00,300.51,316.26,311.53,322.05,294.56,328.94,311.46,325.64,326.22,329.61,324.92,315.79,313.73,319.16,324.24,339.97,331.67,295.26,296.56,342.84,345.62,337.07,326.60,313.53,323.60,330.10,343.14,358.32,351.33,349.76,350.25,364.79,360.81,355.13,356.09,362.09,367.36,359.03,356.44,359.93,,357.03,,330.69,337.48,339.98,349.14,350.31,353.41,359.06,357.95,357.62,352.63,351.09,364.09,372.39,376.76,366.85,358.67,345.98,336.82,340.70,357.16,362.17,347.92,334.22,326.43,338.91,350.77,359.51,362.53,352.75,355.61,364.33,365.32,347.82,342.23,350.14,334.72,336.52,354.04,356.74,344.30,340.12,347.28,346.24,356.89,356.12,359.92,362.15,364.66,356.15,345.00,L7
2003-09-07 21:43:24+00:00,289.31,299.84,303.75,307.07,286.66,320.32,308.08,316.14,318.69,324.52,322.72,315.30,311.71,316.78,320.46,327.62,320.97,289.39,295.32,333.38,335.63,330.63,325.22,312.89,318.52,324.13,334.01,344.94,341.53,346.42,347.96,356.96,350.85,347.06,348.81,352.78,358.69,353.17,348.10,351.40,322.29,343.14,333.97,320.41,337.48,336.04,341.35,343.18,344.02,351.45,353.49,355.90,355.60,355.89,359.48,361.23,365.37,361.20,355.00,345.72,339.15,341.93,352.13,353.19,343.15,332.97,325.63,336.48,344.55,349.99,354.38,350.97,352.85,360.44,359.27,344.12,342.23,350.14,334.72,336.52,354.04,356.74,344.30,340.12,347.28,346.24,356.89,356.12,359.92,362.15,364.66,356.15,345.00,L5
2003-10-25 21:44:04+00:00,297.12,304.18,304.28,303.18,280.44,330.43,310.47,310.87,310.16,320.46,320.32,317.93,311.40,318.46,324.49,314.58,312.07,295.09,298.41,325.59,331.03,325.64,322.54,316.61,321.56,324.90,330.71,343.38,346.11,355.22,359.37,359.56,348.02,344.91,343.07,344.77,348.90,348.75,340.98,342.00,340.74,350.87,333.97,322.45,,332.94,337.64,341.17,337.08,343.34,349.60,353.42,358.16,360.92,356.77,354.71,353.98,359.09,353.32,343.45,339.33,344.46,352.87,351.93,338.22,329.42,319.51,329.86,337.25,341.14,344.72,350.70,355.89,360.29,352.58,337.60,334.43,344.24,335.98,337.86,347.84,348.96,342.16,345.67,350.97,342.13,351.94,349.71,353.38,357.17,360.14,353.27,343.41,L5
2003-11-18 21:55:03+00:00,302.09,305.38,307.06,305.10,280.44,330.43,316.13,317.30,317.34,322.36,318.89,319.24,315.35,322.77,326.27,321.86,324.22,295.09,298.41,325.59,335.34,325.80,321.47,317.95,329.65,335.17,341.75,352.72,351.33,356.99,357.27,359.56,348.02,346.29,348.99,350.87,352.75,349.38,343.02,344.63,350.14,353.79,332.53,324.54,,332.94,337.64,341.56,345.43,351.51,356.02,357.41,357.94,357.86,355.14,358.08,359.26,362.16,353.77,343.45,339.33,344.46,356.31,351.20,339.22,330.58,323.02,331.53,334.95,338.72,346.21,354.95,357.79,360.29,352.58,336.00,343.25,353.99,345.25,345.14,350.17,352.99,348.49,354.72,349.37,340.08,347.65,349.71,353.38,357.17,363.87,352.80,342.52,L7
2003-12-04 21:55:07+00:00,304.53,306.75,308.14,305.70,286.59,326.23,316.13,317.30,317.89,322.36,319.60,319.05,316.22,324.39,328.01,320.17,323.27,304.71,298.41,325.59,335.34,324.70,320.57,319.06,333.51,338.92,344.64,353.73,353.52,356.13,354.51,356.85,349.04,346.29,348.99,352.69,352.91,348.14,341.78,344.42,349.97,353.82,338.98,326.88,310.42,334.85,337.64,341.56,345.43,351.51,358.05,358.47,356.00,353.08,350.93,357.98,361.16,364.32,354.59,344.19,342.36,344.46,356.31,350.69,340.07,330.82,321.98,330.11,332.97,337.49,344.29,355.38,358.40,355.57,352.58,336.00,343.25,353.99,348.92,348.11,349.99,352.82,349.67,356.40,352.30,341.83,344.12,344.03,349.12,357.17,363.87,352.80,342.59,L7
2004-03-09 21:55:39+00:00,313.34,314.53,319.76,316.08,303.93,335.53,334.03,327.35,323.39,323.16,322.32,322.81,322.99,332.45,334.98,325.06,329.22,311.56,303.36,320.28,338.26,327.27,328.05,332.48,343.24,349.75,355.17,361.11,360.78,358.58,352.84,356.77,357.62,352.34,356.26,359.88,355.71,345.20,338.94,342.75,355.60,362.01,341.48,333.61,298.70,347.50,350.50,348.99,356.85,359.74,363.93,360.77,353.50,350.88,352.12,360.62,363.54,370.92,359.06,357.02,358.49,358.41,354.95,344.15,339.85,336.26,327.93,333.85,332.67,333.35,341.62,359.25,356.43,344.25,341.57,339.30,353.21,359.60,360.17,358.16,350.66,351.38,355.85,364.62,351.23,341.33,340.52,339.16,348.06,357.62,358.18,346.26,342.82,L7
2004-03-17 21:45:32+00:00,313.34,314.53,319.76,316.08,303.93,335.53,334.03,327.35,323.39,323.16,322.32,322.81,322.99,330.64,333.40,317.55,325.62,304.44,302.56,316.91,334.07,325.29,327.14,332.48,343.24,349.75,355.17,355.92,355.12,351.99,348.53,345.25,357.62,353.76,353.44,356.33,353.13,343.72,331.27,342.75,355.60,362.01,341.48,333.61,292.84,342.62,348.73,347.87,353.98,358.39,362.12,358.51,352.62,351.74,353.12,359.19,358.34,365.46,355.52,354.67,356.67,354.96,351.62,341.34,337.04,334.33,324.03,335.04,333.07,327.00,333.44,355.48,352.52,339.51,334.67,338.67,351.39,357.44,358.35,355.16,346.23,347.11,351.71,359.03,346.26,341.97,342.41,339.51,345.70,353.71,354.28,345.81,342.71,L5
2004-03-25 21:55:42+00:00,312.91,314.65,317.77,314.29,310.02,334.12,331.16,326.26,323.39,322.46,323.09,322.81,322.99,328.16,331.12,311.38,325.67,304.44,304.93,320.05,336.45,328.22,329.40,335.74,344.88,349.75,355.17,355.92,353.26,350.76,347.04,345.84,359.05,356.68,356.68,357.12,351.95,343.22,333.22,342.75,355.60,356.16,336.78,331.39,301.87,344.19,349.26,348.80,354.01,358.33,362.05,358.49,353.22,351.74,353.12,360.71,360.17,366.87,357.13,355.80,357.44,357.53,353.91,341.90,335.92,335.45,325.25,335.04,333.07,334.31,338.26,355.75,353.77,341.01,334.10,339.51,353.26,358.96,357.23,354.44,346.16,347.11,351.71,356.64,344.98,343.39,343.89,342.65,346.59,352.84,353.56,347.24,342.50,L7
2004-04-18 21:45:49+00:00,313.20,314.97,317.89,314.57,313.69,336.12,333.84,328.09,324.69,324.86,326.07,324.66,324.00,328.69,330.98,309.48,324.26,302.95,305.12,321.17,339.18,331.90,333.81,340.46,347.23,350.86,355.42,356.29,353.31,349.43,347.60,347.31,358.53,356.08,356.65,359.35,354.99,346.11,335.09,343.46,352.35,354.86,339.73,332.61,307.95,345.93,349.38,350.35,355.94,359.66,362.45,359.72,355.36,354.45,354.39,359.57,357.99,366.04,356.43,356.22,357.40,358.46,353.60,341.24,336.87,337.88,326.26,334.13,332.82,336.90,341.58,355.22,354.42,344.58,336.97,340.73,351.89,358.11,356.91,353.59,345.15,345.48,349.68,354.69,344.78,343.81,344.89,343.70,347.97,354.51,353.09,347.33,344.25,L5
