dates,satname,nzd0248-0000,nzd0248-0001,nzd0248-0002,nzd0248-0003,nzd0248-0004,nzd0248-0005,nzd0248-0006,nzd0248-0007,nzd0248-0008,nzd0248-0009,nzd0248-0010,nzd0248-0011,nzd0248-0012,nzd0248-0013,nzd0248-0014,nzd0248-0015,nzd0248-0016,nzd0248-0017,nzd0248-0018,nzd0248-0019,nzd0248-0020,nzd0248-0021,nzd0248-0022,nzd0248-0023,nzd0248-0024,nzd0248-0025,nzd0248-0026,nzd0248-0027,nzd0248-0028,nzd0248-0029,nzd0248-0030,nzd0248-0031,nzd0248-0032,nzd0248-0033,nzd0248-0034,nzd0248-0035,nzd0248-0036,nzd0248-0037,nzd0248-0038,nzd0248-0039,nzd0248-0040,nzd0248-0041,nzd0248-0042,nzd0248-0043,nzd0248-0044,nzd0248-0045,nzd0248-0046,nzd0248-0047,nzd0248-0048,nzd0248-0049,nzd0248-0050,nzd0248-0051,nzd0248-0052,nzd0248-0053,nzd0248-0054,nzd0248-0055,nzd0248-0056,nzd0248-0057,nzd0248-0058,nzd0248-0059,nzd0248-0060,nzd0248-0061,nzd0248-0062,nzd0248-0063,nzd0248-0064,nzd0248-0065,nzd0248-0066,nzd0248-0067,nzd0248-0068,nzd0248-0069,nzd0248-0070,nzd0248-0071,nzd0248-0072,nzd0248-0073,nzd0248-0074,nzd0248-0075,nzd0248-0076,nzd0248-0077,nzd0248-0078,nzd0248-0079,nzd0248-0080,nzd0248-0081,nzd0248-0082,nzd0248-0083,nzd0248-0084,nzd0248-0085,nzd0248-0086,nzd0248-0087,nzd0248-0088,nzd0248-0089,nzd0248-0090,nzd0248-0091,nzd0248-0092
2000-11-09 21:56:45+00:00,L7,307.72,312.65,314.89,301.80,309.15,316.70,311.96,324.57,323.33,318.46,312.70,310.53,312.57,,,,,285.73,300.97,305.87,310.70,315.75,321.20,324.97,334.92,341.60,337.66,335.89,339.71,350.57,355.82,357.60,363.04,367.95,371.39,355.99,333.63,329.87,335.28,352.91,359.12,359.96,353.29,347.22,330.17,349.97,359.68,362.83,359.18,353.04,356.83,362.32,365.47,363.96,368.50,366.33,355.90,355.10,342.35,341.17,349.18,356.25,361.34,365.24,360.51,358.53,351.52,356.98,347.44,334.06,327.93,331.72,349.88,355.96,354.32,358.46,358.79,355.98,356.44,351.53,347.01,351.15,352.38,355.69,358.16,357.71,356.79,357.41,355.11,335.49,323.32,324.62,321.06
2001-03-17 21:56:16+00:00,L7,352.13,366.99,375.07,372.64,375.74,382.56,365.46,367.11,355.95,362.49,365.54,378.10,370.02,,,,,,367.90,373.61,387.77,393.18,388.19,373.73,380.36,389.56,395.36,393.49,396.58,398.45,398.57,396.92,391.53,389.51,386.58,401.33,394.76,,,,406.50,376.50,383.33,399.81,371.38,391.37,386.52,386.38,,,393.56,406.41,412.32,396.89,384.28,384.53,390.66,394.41,390.19,384.27,382.47,387.24,390.10,386.57,381.35,378.31,373.68,377.36,377.30,378.01,369.61,371.01,370.77,370.27,374.12,373.81,373.94,371.23,360.20,369.47,379.97,376.79,379.88,384.38,376.69,382.68,388.79,389.77,389.47,397.85,397.23,400.54,386.84
2001-05-20 21:56:16+00:00,L7,,253.19,253.88,196.80,264.78,293.71,292.59,294.68,297.40,299.46,301.20,292.02,284.06,285.73,,,,,280.97,290.65,280.53,290.14,302.48,313.28,305.26,294.45,,,308.45,323.21,327.78,331.02,337.86,334.65,332.93,340.84,325.35,320.42,319.80,307.38,298.13,315.20,310.46,286.52,252.51,308.66,,,,,,,323.55,,,,323.08,319.60,325.87,325.61,322.45,319.90,313.16,328.77,322.37,323.75,,,,,,,,,,,,,328.89,325.52,304.48,309.64,317.19,319.99,322.07,333.96,331.45,338.76,335.13,339.17,,,
2001-09-09 21:54:36+00:00,L7,,391.01,385.92,332.73,373.53,388.58,398.98,389.86,369.14,369.46,372.59,371.52,369.92,352.47,353.29,,303.11,292.75,288.36,339.54,397.25,398.56,370.12,382.00,384.42,381.24,388.50,407.40,400.23,380.52,371.94,374.40,392.12,407.09,397.58,399.82,397.89,378.30,,,412.02,404.93,328.79,439.64,429.15,392.31,387.74,393.21,384.89,,387.49,390.15,392.94,402.84,390.74,384.50,374.00,388.87,397.32,389.64,390.25,411.69,400.39,401.48,385.71,375.00,356.08,362.68,,393.39,387.65,396.10,413.00,382.61,352.92,364.12,387.49,393.16,394.35,407.79,394.00,426.35,412.10,397.75,395.68,386.40,384.06,397.60,395.71,382.94,389.87,382.08,382.32
2001-09-25 21:54:28+00:00,L7,348.47,374.79,387.69,382.18,373.41,371.41,377.59,382.30,378.34,375.00,367.63,363.46,352.83,364.14,366.09,,,285.46,372.05,359.23,394.69,384.13,373.73,369.47,363.24,374.82,382.17,399.86,402.73,397.94,379.34,376.11,385.41,399.19,398.71,408.66,412.18,386.77,383.78,368.75,400.64,376.99,349.59,353.85,376.44,394.95,391.89,393.74,379.25,,387.76,396.47,402.58,399.14,383.90,377.60,375.65,388.24,387.75,389.78,394.09,409.37,410.73,400.09,384.52,368.06,,373.64,388.17,386.74,385.15,389.25,392.20,391.79,388.99,376.31,382.01,380.43,383.89,391.62,405.24,406.00,407.13,405.42,397.06,392.43,390.54,393.88,391.88,393.24,395.59,393.77,382.73
2002-02-16 21:54:54+00:00,L7,353.31,354.44,360.88,357.23,355.77,356.00,354.60,365.59,361.51,367.54,364.68,355.84,356.70,365.06,366.22,367.94,369.59,370.23,373.02,363.32,375.74,381.34,373.60,367.90,368.77,372.22,374.73,376.31,392.45,397.29,395.20,390.38,394.90,402.42,403.89,389.69,376.35,371.50,384.73,392.11,391.19,376.39,354.49,361.04,376.07,381.82,383.27,379.28,390.82,,390.01,368.28,364.52,389.84,404.83,402.84,393.03,389.05,390.66,392.27,392.88,394.35,395.89,393.24,383.52,386.49,383.87,383.30,383.72,389.50,382.87,381.05,388.61,389.14,379.77,373.91,382.00,383.71,380.76,381.53,398.06,407.50,401.70,401.41,400.53,395.23,388.74,385.65,386.62,392.73,392.48,393.32,389.54
2002-06-24 21:54:52+00:00,L7,,247.58,232.00,230.15,231.25,260.10,205.17,276.70,285.62,285.10,276.68,290.26,293.22,287.75,,,,,,,,,,,,,,,,,,334.92,337.79,342.29,339.31,327.11,322.63,316.60,314.64,301.52,293.54,292.62,293.64,188.21,225.46,305.14,,321.47,322.38,326.44,323.56,338.34,321.77,314.02,314.70,308.29,307.34,316.22,320.90,318.11,312.42,316.48,,,317.99,310.29,281.16,292.16,298.54,,,,,,,,,,,309.20,300.27,232.69,241.95,,,,,,321.89,234.85,228.69,213.46,222.19
2002-08-27 21:54:00+00:00,L7,320.96,322.28,327.98,330.06,315.03,318.13,315.14,299.52,308.36,305.31,301.78,303.25,317.47,311.18,302.82,281.36,292.20,281.22,279.28,304.25,305.77,316.75,317.90,319.43,341.47,348.67,347.97,345.56,354.11,359.71,364.93,362.34,361.18,359.70,360.26,355.99,352.24,348.02,346.00,347.14,350.50,341.71,345.47,353.31,331.76,348.18,351.30,352.73,354.03,356.33,358.15,354.37,351.70,353.40,355.20,357.94,363.99,370.84,365.23,359.01,355.78,348.80,345.13,344.38,342.54,342.35,334.47,355.00,348.91,355.85,357.44,349.42,342.27,348.73,360.69,354.19,340.51,335.21,347.53,347.56,349.30,350.50,352.65,347.19,347.06,351.77,352.67,353.96,353.12,353.37,354.34,350.33,347.46
2002-10-14 21:54:07+00:00,L7,350.52,382.83,404.33,396.21,381.29,356.69,348.29,342.23,325.34,321.00,335.54,367.78,380.15,385.11,374.80,,301.68,282.03,359.07,332.43,360.04,333.79,343.63,344.91,351.89,358.52,362.54,372.55,401.50,406.83,407.53,401.98,385.11,392.09,380.71,366.42,360.10,369.37,394.15,395.18,414.48,388.54,374.36,412.66,360.83,380.14,370.87,380.81,375.88,376.33,384.14,372.06,364.85,376.14,381.61,389.14,389.36,401.13,401.02,388.53,374.57,368.88,358.60,345.62,356.06,378.66,367.24,374.29,375.98,385.15,373.83,369.80,378.40,368.39,357.10,375.03,388.65,373.92,354.37,357.21,372.35,375.58,380.46,384.71,374.82,368.49,367.65,374.39,390.26,409.70,390.45,367.28,360.01
2002-12-01 21:54:40+00:00,L7,307.49,314.41,316.63,315.07,308.84,322.46,318.77,305.39,301.74,303.19,302.32,304.55,312.76,332.00,321.52,294.74,306.18,313.02,320.94,307.40,307.68,313.51,315.31,315.68,315.98,322.65,329.35,336.79,348.49,347.70,349.49,352.71,350.09,357.77,352.08,340.96,336.66,339.86,342.28,349.49,344.07,336.53,328.06,316.89,313.76,336.69,337.13,340.63,355.58,360.36,340.50,338.77,339.03,335.48,338.52,350.30,358.20,352.39,354.07,356.18,345.30,340.54,326.48,324.28,318.25,329.90,333.30,352.62,352.31,349.57,354.81,349.66,331.45,338.95,353.59,356.80,359.06,353.30,341.49,316.39,315.16,327.40,347.73,352.12,342.03,331.24,336.12,351.61,363.10,364.88,342.69,331.77,332.94
2003-01-18 21:54:54+00:00,L7,283.01,278.92,273.38,272.88,253.87,290.33,294.29,301.00,296.70,294.62,295.27,299.44,304.02,303.30,301.62,290.58,298.46,284.92,288.09,301.34,296.99,305.00,311.36,310.96,311.92,311.89,317.91,322.42,323.50,323.23,329.30,332.46,334.42,337.92,336.05,333.31,330.91,326.36,323.29,319.76,300.53,308.87,309.87,293.76,287.54,311.04,323.03,322.85,325.02,330.45,336.27,328.25,320.35,317.64,331.43,333.68,331.94,335.97,331.57,329.21,322.40,323.98,320.42,312.96,311.50,308.03,280.70,311.96,320.81,327.81,323.25,320.96,324.75,327.88,332.41,327.94,328.66,331.01,326.39,313.88,293.04,313.34,319.89,330.47,332.84,320.60,313.82,318.74,335.81,344.44,334.78,330.75,329.75
2003-04-24 21:55:10+00:00,L7,315.26,333.12,341.36,354.90,336.24,345.84,346.07,343.80,347.25,346.52,353.75,330.41,332.37,344.11,341.01,373.05,357.58,367.12,354.81,361.45,367.67,360.12,361.22,334.67,333.86,346.29,366.33,369.05,363.13,344.16,345.30,366.45,375.49,365.59,376.38,391.92,392.73,363.41,360.50,373.23,399.48,376.70,347.86,357.68,357.15,359.11,367.14,364.35,372.51,380.50,377.61,371.18,355.74,352.25,374.82,383.12,389.35,384.74,376.40,375.47,368.30,359.19,361.03,359.40,367.26,365.45,361.59,365.07,371.61,373.30,376.39,359.18,357.92,365.28,374.12,369.67,364.31,363.01,357.40,359.98,374.92,367.83,362.75,360.31,348.15,358.96,366.25,368.76,379.03,381.28,375.10,361.89,359.11
2003-07-21 21:42:57+00:00,L5,,,,,,,,,,350.64,330.55,327.09,316.91,326.00,343.21,358.46,,,366.93,358.20,362.30,339.72,316.37,308.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.60,383.67,372.05,348.89,336.38,353.39,388.78,390.93,371.13,343.43,328.24,338.64,361.47,371.72,372.51,370.83,384.14,392.70,385.22,349.87,347.23,368.04,337.65,339.02,369.61,380.08,357.80,348.54,368.42,357.34,368.71,369.60,367.61,372.90,389.88,377.64,359.16
2003-07-29 21:54:29+00:00,L7,,,259.04,262.00,225.69,284.84,254.19,293.89,293.84,295.24,295.02,293.86,295.10,,,290.69,296.06,282.56,283.86,310.46,310.90,314.29,305.41,300.91,299.73,301.55,308.61,,,344.02,341.59,349.53,333.77,333.34,325.34,318.66,329.63,343.31,341.91,333.02,,,,281.04,178.31,301.41,318.78,322.67,321.96,325.26,325.94,332.72,338.19,336.32,,,,335.69,330.22,316.48,308.69,313.08,324.86,,308.58,297.78,294.04,316.23,322.14,,,330.90,327.67,337.91,338.92,326.38,317.44,322.03,312.02,313.47,320.49,324.30,314.48,,,,338.16,332.00,335.41,335.18,331.66,331.57,319.65
2003-09-07 21:43:24+00:00,L5,264.37,267.71,269.85,255.12,248.86,281.08,282.98,286.14,294.47,297.04,300.40,300.10,294.67,299.78,299.15,282.71,291.71,278.03,288.58,299.51,291.92,301.30,310.08,298.74,297.38,302.19,306.59,321.57,320.73,330.58,332.39,330.30,320.92,321.74,325.80,323.16,331.36,332.27,322.96,323.36,306.58,310.93,311.97,281.52,266.65,312.47,315.78,317.92,315.22,326.24,334.57,343.29,352.36,354.50,344.87,340.07,334.72,332.03,334.80,334.96,336.14,333.41,326.06,325.23,317.84,315.47,307.51,318.16,315.90,320.94,328.91,336.44,334.57,338.79,333.25,324.55,,,,,,,,,,,,,,,,,
2003-10-25 21:44:04+00:00,L5,272.13,274.64,264.63,249.22,223.58,282.16,274.90,280.97,282.49,278.03,277.03,282.16,284.12,296.93,294.35,287.33,297.31,288.87,286.99,306.79,290.51,297.43,303.50,297.33,295.96,305.86,317.27,323.18,325.28,331.39,332.53,327.26,324.27,319.99,323.00,320.89,320.61,311.01,302.98,298.02,308.89,313.80,305.48,285.45,201.30,,313.28,311.33,308.98,313.44,323.21,324.59,324.25,320.33,326.68,327.35,321.63,324.08,330.54,323.67,326.28,317.09,316.96,312.91,300.52,292.52,269.96,291.62,299.66,304.03,308.24,318.97,327.38,321.92,313.80,307.43,307.35,306.14,318.44,321.27,313.59,315.13,324.99,324.40,319.35,311.59,315.26,320.15,325.84,323.60,322.39,314.11,311.59
2003-11-18 21:55:03+00:00,L7,332.02,330.64,342.04,342.85,,,359.78,352.59,352.21,347.76,336.04,344.47,347.17,353.50,351.62,362.40,372.10,,,,372.55,340.99,333.18,341.08,369.93,380.55,388.20,385.95,377.77,375.63,366.99,,,363.76,379.03,385.17,378.88,364.58,361.46,368.54,391.82,386.32,363.09,357.47,,,,358.73,385.01,390.57,389.84,382.72,370.62,364.67,366.41,379.37,386.54,392.24,368.90,,,,386.07,363.54,359.23,355.19,359.94,354.19,340.33,345.99,364.00,385.29,379.92,,,341.91,381.13,396.57,387.64,381.53,371.72,375.06,378.15,388.83,358.48,349.32,347.09,,,,388.37,364.72,354.43
2003-12-04 21:55:07+00:00,L7,309.11,307.73,308.79,303.69,300.64,309.22,,,318.25,319.89,319.99,315.34,318.35,328.43,332.21,310.16,317.87,332.48,344.36,,,317.21,313.90,322.16,346.77,351.93,354.35,354.75,357.90,350.88,341.23,346.51,350.12,,,357.76,351.52,341.34,335.11,341.36,346.32,350.25,347.47,332.58,306.75,335.54,,,,,364.16,360.85,346.42,331.77,336.31,355.69,367.16,372.67,356.88,345.11,352.47,,,346.66,342.10,329.30,313.63,320.80,321.07,330.57,334.80,355.65,359.44,334.69,,,,,361.57,357.99,347.27,350.77,352.93,359.24,359.40,345.26,328.28,325.62,334.76,,,,340.84
2004-03-09 21:55:39+00:00,L7,,,295.24,286.56,273.56,301.21,302.75,309.68,306.46,301.43,297.64,298.00,301.32,305.40,,,300.33,284.82,292.33,306.37,303.23,316.18,320.62,323.81,319.30,323.38,326.69,,,,329.60,339.55,346.64,340.95,336.91,334.68,334.57,329.70,324.67,322.10,316.78,,,290.60,254.30,328.32,337.90,338.10,341.28,339.95,341.24,340.76,338.54,345.77,341.82,,,,345.75,350.46,344.91,338.84,323.02,316.22,316.55,316.78,309.61,327.78,332.34,,,,321.72,324.33,330.20,338.71,343.43,343.76,335.77,334.56,332.78,338.94,339.98,,,,339.93,336.09,342.88,341.83,331.44,327.63,327.14
2004-03-17 21:45:32+00:00,L5,,,,,,,,,,,,,,308.52,311.93,285.45,301.66,276.37,294.26,303.47,304.75,305.18,310.12,183.24,,,,328.17,324.75,321.06,317.90,297.29,,346.85,334.66,328.77,330.60,326.62,290.27,,,,,256.11,258.81,313.73,333.01,331.11,333.19,342.16,342.69,338.30,337.92,341.76,344.91,342.72,333.17,334.20,330.21,335.44,339.00,333.18,328.22,317.92,312.39,309.88,289.30,326.40,322.48,295.77,297.74,333.01,324.71,313.09,311.29,326.47,336.37,339.81,338.88,331.02,316.32,321.65,326.25,328.86,321.04,332.70,339.66,332.17,329.03,333.71,331.41,333.30,330.11
2004-03-25 21:55:42+00:00,L7,308.15,311.03,305.16,301.54,322.69,324.27,317.87,320.19,,316.55,322.19,,,312.62,318.48,284.71,323.90,,310.65,328.07,342.48,340.32,337.86,345.65,348.63,,,,342.98,343.50,336.78,345.40,360.78,366.00,367.51,358.22,343.55,338.40,340.85,,,333.93,321.78,317.82,324.28,344.88,348.30,349.75,351.59,355.53,359.18,356.06,353.92,,,364.26,365.50,369.37,362.87,357.78,358.01,362.14,360.30,342.18,327.51,337.54,327.32,,,361.02,355.21,354.51,357.43,344.49,330.41,340.74,358.72,362.70,349.09,348.30,343.28,,,344.27,337.73,346.74,349.15,353.45,348.18,347.68,348.38,350.62,338.92
2004-04-18 21:45:49+00:00,L5,278.86,275.65,271.16,259.16,271.60,287.35,297.24,307.03,306.19,305.29,300.38,296.56,299.64,300.32,294.81,279.67,295.50,282.79,291.65,311.43,317.30,328.16,331.92,332.49,330.60,329.50,332.78,331.95,325.21,319.09,322.55,326.22,330.64,329.42,334.66,344.38,347.35,339.77,324.41,317.86,298.80,302.33,291.78,291.41,284.92,312.34,324.05,329.70,339.79,340.48,339.04,343.40,344.51,339.60,334.96,328.03,326.78,330.34,328.56,332.50,331.35,330.58,323.60,311.43,314.21,316.95,291.80,301.21,305.75,324.00,334.50,328.90,332.52,336.57,328.16,324.99,324.76,330.15,329.13,322.66,313.29,319.57,320.60,316.53,321.91,322.26,329.03,331.23,334.57,335.35,327.06,324.10,328.88
2004-05-04 21:46:39+00:00,L5,244.85,230.53,220.30,184.60,219.96,264.95,212.39,274.82,276.85,277.93,280.77,286.59,284.19,284.36,280.68,270.77,276.50,252.03,270.75,267.94,269.39,287.81,296.69,302.24,308.50,313.08,312.85,309.70,307.44,308.78,303.75,305.55,308.31,304.17,,,,,,,,,,,,,,,,,,,,,,,,,299.55,310.08,307.71,305.73,294.21,290.32,290.42,282.03,251.32,273.81,289.97,298.72,310.41,316.87,313.93,360.46,305.78,296.99,285.79,291.91,280.92,297.45,273.41,285.04,290.95,,411.39,,,,,,,644.13,530.37
2004-05-12 21:55:37+00:00,L7,334.95,327.06,329.14,332.69,,99.54,358.68,365.16,361.93,371.77,372.96,349.18,331.94,325.44,,285.38,295.36,,,,371.24,359.61,352.56,361.93,369.26,377.09,361.95,375.89,386.16,377.28,368.91,,,,369.97,377.84,378.57,374.99,357.51,367.02,379.65,360.34,332.01,310.18,361.77,,,,375.79,373.87,374.74,373.82,368.86,378.76,378.97,382.57,378.13,370.87,363.42,,,,360.89,353.26,350.88,353.52,325.19,345.98,352.53,351.79,360.13,357.71,359.84,,,,362.02,359.96,362.53,360.02,352.91,349.45,357.50,368.27,364.66,354.39,350.42,354.39,,256.45,353.77,343.58,348.23
2004-06-05 21:47:36+00:00,L5,,,,,,,,272.16,282.20,276.15,270.30,282.92,288.29,286.76,266.88,259.72,262.90,269.99,269.54,282.25,280.07,286.17,294.87,301.86,303.79,303.69,306.05,299.75,315.74,324.44,312.50,309.90,305.34,303.92,313.04,312.65,317.38,301.01,286.07,289.24,242.11,264.02,265.00,161.95,,,,,,,,,,,,,,298.77,313.50,300.35,308.15,301.29,306.87,294.41,299.03,290.81,242.54,279.33,274.08,288.57,302.71,305.80,311.83,,,,,,,315.18,293.05,222.02,238.47,291.15,312.03,313.71,320.48,314.78,310.53,237.36,220.11,208.75,228.52
