dates,nzd0442-0000,nzd0442-0001,nzd0442-0002,nzd0442-0003,nzd0442-0004,nzd0442-0005,nzd0442-0006,nzd0442-0007,nzd0442-0008,nzd0442-0009,nzd0442-0010,nzd0442-0011,nzd0442-0012,nzd0442-0013,nzd0442-0014,nzd0442-0015,nzd0442-0016,nzd0442-0017,nzd0442-0018,nzd0442-0019,nzd0442-0020,nzd0442-0021,nzd0442-0022,nzd0442-0023,nzd0442-0024,nzd0442-0025,nzd0442-0026,nzd0442-0027,nzd0442-0028,nzd0442-0029,nzd0442-0030,nzd0442-0031,nzd0442-0032,nzd0442-0033,nzd0442-0034,nzd0442-0035,nzd0442-0036,nzd0442-0037,nzd0442-0038,nzd0442-0039,nzd0442-0040,nzd0442-0041,nzd0442-0042,nzd0442-0043,nzd0442-0044,nzd0442-0045,nzd0442-0046,nzd0442-0047,nzd0442-0048,nzd0442-0049,nzd0442-0050,nzd0442-0051,nzd0442-0052,nzd0442-0053,nzd0442-0054,nzd0442-0055,nzd0442-0056,nzd0442-0057,nzd0442-0058,nzd0442-0059,nzd0442-0060,nzd0442-0061,nzd0442-0062,nzd0442-0063,nzd0442-0064,nzd0442-0065,nzd0442-0066,nzd0442-0067,nzd0442-0068,nzd0442-0069,nzd0442-0070,nzd0442-0071,nzd0442-0072,nzd0442-0073,nzd0442-0074,nzd0442-0075,nzd0442-0076,nzd0442-0077,nzd0442-0078,nzd0442-0079,nzd0442-0080,nzd0442-0081,nzd0442-0082,nzd0442-0083,nzd0442-0084,nzd0442-0085,satname
2000-08-19 22:11:01+00:00,366.93,367.60,367.47,383.65,402.86,398.03,406.38,409.09,419.71,425.98,424.67,423.84,423.59,421.65,423.07,415.86,407.16,401.25,393.65,384.57,379.80,375.45,370.02,367.17,364.69,362.11,358.69,357.96,354.70,347.69,346.94,342.10,340.20,335.19,336.60,336.46,338.46,341.06,347.06,350.27,355.04,354.96,355.02,356.12,354.81,355.74,355.53,357.51,357.12,354.60,356.01,351.70,352.49,351.22,348.18,344.80,341.56,337.92,335.71,333.94,334.50,333.65,336.62,339.32,341.44,345.23,333.96,329.37,324.59,320.65,318.23,319.43,318.71,317.58,320.71,317.52,311.40,305.88,310.90,309.51,309.65,313.07,315.98,322.14,316.67,268.25,L7
2000-09-04 22:10:46+00:00,364.83,365.10,365.08,383.53,402.67,397.77,405.26,410.96,421.98,427.00,423.85,421.17,421.77,420.73,422.50,416.52,407.14,400.84,393.15,385.35,379.97,375.49,369.01,365.89,363.27,361.50,357.82,356.55,353.83,346.86,345.73,342.87,340.29,336.07,336.22,337.01,339.14,340.14,346.10,350.08,352.96,354.23,354.36,354.16,353.55,354.57,354.01,354.70,354.66,352.45,354.13,350.90,351.87,350.78,346.57,343.32,341.07,337.91,335.56,334.63,334.54,333.58,335.97,337.62,340.00,344.02,335.85,329.69,325.33,319.21,316.52,318.17,316.77,315.71,317.82,313.35,307.26,302.18,304.40,302.47,301.67,303.79,304.39,311.79,305.50,253.59,L7
2000-09-20 22:10:27+00:00,368.29,360.78,359.93,380.18,397.88,392.37,399.04,406.69,418.88,423.88,421.71,419.20,420.48,419.53,421.52,415.04,405.57,398.32,391.33,383.72,378.18,373.43,367.27,364.76,362.29,359.65,356.32,354.02,350.82,344.37,343.05,340.37,337.35,333.26,332.91,333.45,335.11,336.19,341.73,346.90,350.36,351.82,352.11,351.97,351.27,352.29,352.20,353.31,353.03,350.29,351.69,349.84,349.34,348.35,344.26,340.73,338.59,336.12,333.44,332.16,332.30,331.89,334.48,336.39,338.48,341.60,334.44,328.79,322.93,317.06,314.24,315.11,314.28,313.30,315.67,310.86,304.31,299.27,300.50,298.05,297.13,300.68,300.39,308.31,304.19,246.54,L7
2000-09-27 22:16:36+00:00,364.61,361.67,363.72,380.18,398.44,392.06,399.49,407.12,419.36,426.09,423.14,421.25,422.03,421.19,422.42,415.55,406.99,399.55,392.50,384.72,379.59,374.96,368.74,366.57,363.80,361.53,357.77,355.72,352.64,346.77,344.64,341.20,338.52,334.44,333.84,333.74,334.81,336.71,342.34,348.78,353.02,354.18,353.89,353.78,352.99,353.69,353.95,355.27,354.02,351.45,352.37,350.33,349.92,349.16,344.67,341.59,339.20,337.00,333.81,333.04,333.35,332.76,335.61,337.08,339.23,343.41,335.48,329.38,324.61,318.19,315.32,316.84,315.40,314.84,316.87,311.53,305.72,300.68,301.40,299.93,299.19,303.32,304.92,311.45,309.75,263.01,L7
2000-11-07 22:10:17+00:00,364.42,360.87,361.73,377.63,393.73,389.01,394.79,406.08,418.40,426.46,423.56,421.22,422.73,421.68,422.63,416.33,408.85,400.25,392.80,385.95,381.23,376.29,369.63,368.67,364.44,361.38,358.07,355.74,353.22,347.01,343.76,340.05,337.47,334.21,333.41,333.07,334.87,335.73,340.87,348.96,353.84,353.97,353.42,352.30,351.45,351.97,351.99,351.78,349.75,348.67,348.93,348.33,347.06,346.72,343.09,340.45,337.80,336.75,332.89,333.72,333.78,333.75,337.38,339.59,341.35,345.18,337.28,330.98,325.79,319.28,316.55,318.00,315.38,314.65,315.70,310.24,303.26,296.94,296.05,293.44,291.63,296.01,296.95,302.94,300.61,268.57,L7
2000-11-14 22:16:30+00:00,359.54,356.64,359.80,378.51,390.09,384.66,389.58,402.23,416.23,422.74,421.22,419.43,421.06,421.45,422.81,415.66,408.57,399.66,391.60,386.09,380.62,376.13,369.92,368.17,364.61,362.12,358.08,356.04,354.01,348.37,343.69,340.44,338.02,336.15,334.69,334.11,335.19,334.96,339.32,347.02,351.94,352.38,351.32,349.66,348.96,349.49,349.53,349.93,347.94,346.86,348.18,347.04,345.47,345.11,341.01,339.02,337.04,336.22,332.86,334.57,334.60,335.15,337.50,338.01,340.31,344.22,338.47,332.19,326.98,319.75,317.66,319.32,316.45,316.53,316.54,309.63,303.07,297.81,294.19,290.80,287.54,291.23,291.81,296.48,297.81,281.68,L7
2000-12-16 22:16:35+00:00,360.50,354.66,357.19,375.94,387.55,382.28,387.22,399.33,413.76,420.41,419.71,418.13,419.76,420.14,421.84,414.97,407.66,398.65,391.41,385.60,380.36,375.93,369.44,367.17,364.21,361.86,357.83,356.34,354.11,349.05,344.17,341.08,337.76,335.69,334.55,334.06,335.14,335.13,339.07,345.94,351.22,351.97,351.24,349.47,348.88,349.03,349.52,350.16,348.16,346.73,348.74,346.69,345.33,345.28,341.39,339.69,337.13,336.17,333.76,334.29,334.43,335.11,337.53,338.61,340.84,343.27,337.64,332.09,327.23,320.71,318.79,319.93,317.14,317.02,317.64,310.97,304.82,299.80,296.66,293.50,289.89,293.48,294.50,299.40,302.22,289.24,L7
2001-01-01 22:16:33+00:00,360.50,354.66,355.42,371.26,384.73,379.26,383.80,396.24,411.71,418.39,418.22,416.25,418.34,419.10,421.54,414.70,407.07,398.10,391.02,385.28,380.54,375.76,369.81,366.78,363.73,361.06,357.21,355.50,352.70,348.08,343.93,341.34,338.38,336.14,334.70,334.63,335.23,335.60,340.14,346.13,350.80,351.41,350.81,349.51,349.16,348.51,349.08,349.70,348.44,346.95,348.66,346.43,345.32,345.27,341.80,339.77,336.93,335.09,333.06,333.93,334.26,334.31,337.49,338.18,340.95,343.07,337.85,332.29,327.90,321.52,319.63,320.53,318.43,318.30,318.91,312.53,306.88,301.90,298.63,295.74,293.01,296.58,297.27,301.49,306.11,295.62,L7
2001-01-10 22:10:27+00:00,355.53,354.66,355.42,371.26,383.83,378.34,384.66,396.01,410.85,417.55,416.53,415.45,417.46,418.15,420.41,413.49,406.00,397.73,390.53,384.53,379.69,374.91,369.30,366.35,363.13,359.76,357.17,355.05,352.58,347.75,343.84,341.14,338.18,335.93,334.77,334.81,334.82,336.00,340.31,346.20,350.89,351.35,350.68,350.01,348.99,348.34,348.70,349.53,348.72,346.76,347.69,345.75,344.66,344.55,340.74,338.22,336.47,333.96,332.15,333.73,334.19,334.09,337.31,338.26,340.81,343.87,337.26,332.23,328.01,321.77,320.20,320.49,318.38,318.91,320.08,313.61,308.12,303.29,300.13,298.18,295.68,299.37,300.79,304.58,309.11,302.78,L7
2001-01-26 22:10:30+00:00,352.38,351.98,353.34,367.78,381.13,376.09,382.25,393.09,408.38,415.15,414.36,413.44,415.13,416.04,418.40,411.26,403.78,395.84,389.08,383.08,377.93,373.31,367.96,364.78,361.32,358.19,355.34,353.59,351.51,347.05,343.25,340.21,337.23,334.95,333.67,333.69,333.80,335.17,339.34,345.39,349.98,350.59,349.98,349.11,347.89,347.54,347.72,348.71,347.65,345.39,346.32,344.36,343.38,342.82,339.06,336.74,335.06,332.50,330.94,332.56,333.35,333.49,336.33,337.03,339.75,343.07,336.63,331.71,327.51,321.96,320.34,320.64,318.76,319.29,320.62,314.22,308.88,304.10,300.65,299.21,297.61,301.44,302.97,306.20,311.46,307.34,L7
2001-02-18 22:16:35+00:00,349.17,351.63,353.08,363.46,378.42,373.52,379.25,389.90,405.30,413.32,411.64,411.17,412.56,413.77,415.90,409.30,402.10,394.18,387.57,381.28,376.12,371.53,366.52,363.23,359.83,356.70,354.02,352.16,350.11,345.89,342.33,339.57,335.97,333.76,332.07,331.84,331.86,333.02,337.54,344.04,348.83,350.17,349.74,348.96,347.39,347.42,347.26,348.32,347.35,344.97,345.18,344.04,342.76,342.62,338.32,336.07,334.38,331.77,330.48,331.57,332.70,332.91,335.46,336.31,338.72,343.02,335.84,331.38,327.09,322.11,320.08,319.81,318.50,319.49,320.93,315.05,309.72,305.59,301.87,300.95,300.42,304.66,306.90,310.78,318.11,313.58,L7
2001-02-27 22:10:18+00:00,349.17,351.59,352.66,361.98,376.70,372.49,377.00,388.54,404.62,412.82,411.68,411.22,412.56,414.76,416.31,409.86,402.83,394.26,387.64,382.04,376.93,371.99,367.15,363.96,360.24,357.03,354.65,352.56,351.00,346.76,343.04,340.40,336.79,334.49,332.73,332.43,332.32,333.71,338.51,344.91,349.70,350.92,350.41,349.40,347.88,347.85,348.01,348.57,347.95,345.51,345.40,343.97,342.75,342.62,338.86,336.35,334.39,332.28,330.49,331.13,332.57,332.97,335.92,336.49,338.64,343.11,336.19,331.60,327.76,322.80,321.26,320.65,319.72,320.46,322.23,316.43,311.13,307.54,303.51,303.36,303.21,307.98,309.39,314.70,322.41,319.56,L7
2001-03-15 22:10:15+00:00,348.13,348.12,349.24,358.97,372.45,368.88,373.08,385.01,400.93,409.72,409.77,409.95,411.03,413.29,415.42,408.55,402.01,393.22,386.79,381.26,375.92,370.82,366.92,363.51,359.72,356.51,354.37,352.05,350.87,346.71,343.06,339.65,336.19,333.72,332.11,331.15,330.88,332.90,337.15,343.79,349.98,350.48,350.16,349.51,347.22,347.19,347.26,348.26,348.12,345.32,344.77,343.65,342.33,341.45,338.39,335.62,333.31,331.71,329.64,329.82,332.26,332.87,335.65,337.42,339.22,343.54,335.53,331.00,327.77,324.04,323.17,321.98,321.43,322.76,324.54,319.43,314.38,310.90,307.17,306.95,307.93,313.17,315.17,320.85,330.00,332.44,L7
2001-03-31 22:10:07+00:00,341.76,347.06,343.78,355.77,368.08,366.04,369.40,381.88,397.80,405.82,407.31,407.14,408.44,411.36,414.11,407.31,401.16,392.92,386.45,381.46,376.05,370.64,366.97,362.83,359.12,355.99,354.43,352.36,351.92,347.44,344.25,340.88,337.80,335.33,333.85,333.04,332.82,334.64,339.06,344.12,349.73,350.31,350.12,349.32,346.88,346.62,346.70,346.94,347.64,345.17,344.64,342.85,342.22,341.02,338.35,335.70,333.40,331.38,330.13,330.38,332.87,333.63,335.83,338.30,340.05,343.77,336.45,332.02,329.57,326.60,326.27,325.05,324.68,326.15,328.01,323.58,318.82,315.65,311.99,312.10,313.15,317.52,318.16,325.09,333.15,343.01,L7
2001-04-07 22:16:13+00:00,343.24,344.72,343.78,357.15,369.75,367.46,371.57,383.29,398.60,407.01,407.84,407.87,408.74,411.52,414.02,406.96,400.75,392.69,385.84,380.90,375.86,370.90,366.76,363.23,359.57,356.21,354.65,352.92,352.37,348.41,344.93,341.22,338.47,335.66,333.84,332.75,332.84,334.72,339.00,344.05,349.71,350.99,351.04,350.37,347.87,347.40,347.52,347.82,348.05,346.22,345.11,343.31,342.82,341.96,339.36,336.44,334.27,331.84,330.51,330.59,332.99,334.11,336.18,338.67,340.71,345.47,337.51,333.02,330.23,327.08,326.61,325.82,325.59,326.77,329.17,325.09,320.41,317.60,314.21,313.80,314.93,319.31,321.15,327.67,335.33,346.03,L7
2001-06-03 22:09:40+00:00,345.66,344.86,341.84,353.53,369.37,366.02,370.84,381.83,396.80,406.02,406.54,406.83,408.26,409.96,413.58,406.87,400.62,392.49,386.66,381.52,376.54,369.91,367.56,363.55,359.56,356.18,355.13,353.42,352.44,349.30,346.41,343.15,340.49,336.68,334.63,332.64,332.54,335.98,340.43,345.22,350.98,352.77,353.16,352.36,349.72,348.92,349.42,350.35,350.86,347.81,346.02,344.92,343.30,342.65,340.04,337.30,335.40,332.26,331.20,330.35,332.94,334.24,336.27,338.78,341.86,346.40,338.39,333.62,332.11,330.28,329.32,328.28,328.78,329.90,333.69,330.07,325.69,324.56,321.25,321.80,323.98,329.18,330.50,336.61,342.28,352.36,L7
2001-06-10 22:15:47+00:00,346.90,345.49,343.87,356.82,371.32,367.62,371.81,382.83,397.89,406.81,407.98,408.13,410.19,411.32,414.66,408.08,401.79,394.08,388.02,383.03,377.98,372.00,369.38,365.07,361.34,357.92,356.81,354.99,353.49,349.30,346.41,344.86,342.18,338.68,336.71,334.87,334.49,337.51,342.16,347.32,352.89,354.62,354.69,353.66,351.42,350.45,351.26,352.27,352.48,349.63,347.44,346.59,343.30,342.65,341.77,339.24,337.23,334.04,332.94,332.37,335.23,336.23,338.57,340.74,343.31,348.09,340.86,333.62,332.11,330.28,329.32,328.28,328.78,329.90,333.69,330.07,325.69,324.56,321.25,321.80,323.98,329.18,330.50,336.61,342.28,352.36,L7
2001-07-12 22:15:31+00:00,348.90,347.11,345.05,356.84,371.31,368.33,370.68,382.55,397.08,406.69,408.29,408.36,410.17,411.22,414.30,407.68,402.14,394.15,389.19,384.82,379.70,373.48,371.32,367.56,363.55,361.21,358.98,357.12,356.50,352.87,349.92,347.41,345.37,341.66,339.05,336.63,337.15,339.78,344.57,350.61,356.73,358.29,358.64,356.11,353.79,354.09,355.18,355.48,355.56,353.02,349.77,349.80,343.44,342.32,344.57,341.70,339.33,337.63,335.49,334.66,337.54,340.36,341.28,343.92,346.59,349.94,343.12,334.18,332.98,332.20,331.06,330.62,331.58,332.57,336.49,333.72,328.88,328.98,325.21,325.60,329.13,334.98,335.53,343.38,347.56,359.55,L7
2001-08-13 22:15:01+00:00,358.01,351.09,345.10,356.76,370.64,366.61,368.98,381.46,395.43,405.02,407.01,407.73,409.74,410.64,413.93,408.39,402.66,394.40,389.06,384.51,379.73,372.85,370.96,367.17,363.79,361.16,359.38,357.50,356.61,352.27,349.57,347.53,345.21,342.16,339.41,336.82,337.47,339.70,344.99,350.20,356.44,358.25,358.41,356.34,354.55,354.53,355.43,355.15,355.94,353.88,350.09,350.27,343.55,343.30,345.61,342.65,341.46,339.92,337.42,336.24,339.02,341.90,342.99,346.16,348.64,351.95,344.50,336.34,335.27,333.90,332.55,332.06,332.99,334.52,339.02,336.70,332.05,331.87,328.66,329.24,330.78,336.84,337.45,345.88,349.87,362.70,L7
2001-08-29 22:14:52+00:00,365.76,348.83,338.46,352.83,370.61,364.85,370.67,382.38,393.99,403.22,404.31,406.13,407.94,406.93,412.81,406.71,401.13,394.31,388.98,383.42,379.07,372.37,370.43,365.92,363.16,361.71,359.09,357.77,356.72,352.25,350.43,348.01,345.52,343.10,340.28,338.31,339.02,341.26,346.62,350.24,356.10,358.22,358.04,356.33,354.51,354.09,355.09,355.19,355.14,353.81,350.86,350.53,342.53,344.35,346.64,343.13,343.29,340.57,337.78,337.85,340.76,343.94,344.70,349.04,352.73,356.68,348.40,341.08,339.54,338.67,337.12,337.45,337.18,340.13,344.03,342.35,338.56,336.75,334.29,334.19,334.34,338.61,340.80,344.97,347.15,354.81,L7
2001-09-23 22:08:26+00:00,362.80,352.26,340.87,351.20,369.84,362.77,368.60,378.98,391.44,400.74,402.26,404.47,407.21,406.21,411.11,405.00,399.06,392.61,387.69,382.15,378.42,371.14,369.30,364.58,362.32,360.46,357.48,357.67,355.87,352.00,350.18,347.78,345.72,342.66,339.90,337.98,338.48,341.26,347.49,350.52,355.83,358.47,357.80,356.04,355.59,354.57,355.31,355.58,355.28,354.54,351.31,350.45,342.08,344.64,346.82,344.59,344.37,341.03,339.11,339.90,341.32,344.92,346.30,350.01,354.35,358.61,350.41,344.95,342.43,340.77,339.12,339.43,339.45,341.60,345.90,343.82,340.07,337.67,335.71,337.50,336.09,340.12,341.60,344.95,348.68,357.10,L7
2001-12-12 22:08:38+00:00,364.71,352.22,335.33,339.85,350.58,343.78,349.98,361.32,374.94,384.58,385.90,389.91,390.96,392.85,396.26,391.39,383.95,376.70,377.56,370.81,367.37,360.58,357.76,352.60,349.51,350.31,347.52,348.38,347.65,344.47,342.76,338.34,335.44,334.09,330.56,329.78,331.34,333.74,340.12,341.69,347.15,348.89,347.80,345.79,344.72,345.41,345.55,345.44,346.80,345.34,343.14,341.18,334.25,337.40,341.30,337.93,335.90,333.62,332.82,334.16,335.47,341.06,344.79,348.81,355.14,357.15,348.17,347.37,342.64,340.65,338.69,337.27,338.93,342.35,343.02,340.35,336.10,332.12,329.79,330.54,326.16,326.70,326.13,328.83,336.90,335.59,L7
2002-01-20 22:15:01+00:00,362.86,347.53,334.84,344.69,354.44,349.45,354.91,366.91,381.57,390.45,390.04,392.23,394.58,396.31,399.43,393.58,386.17,379.09,373.91,367.56,364.05,357.50,354.17,349.33,346.80,346.46,344.48,346.20,345.01,340.45,338.94,335.41,331.35,329.15,326.31,326.42,327.70,330.73,337.46,338.73,343.38,345.57,344.21,342.90,341.96,342.55,341.61,342.55,343.17,341.64,340.02,338.42,337.73,340.76,340.26,337.26,335.77,333.79,334.09,334.23,336.83,340.11,346.52,349.29,355.05,360.69,352.17,350.73,345.63,344.27,342.18,340.25,341.15,344.42,344.97,341.86,337.20,333.37,329.85,328.98,325.90,325.59,324.66,327.88,336.73,334.78,L7
2002-01-29 22:08:45+00:00,361.15,347.53,334.84,344.69,359.46,353.54,360.78,372.31,384.23,394.55,393.17,394.80,395.47,397.65,399.93,394.23,386.95,379.48,374.14,368.34,364.99,358.47,354.95,350.37,347.20,346.97,345.54,346.69,345.29,341.09,338.94,334.72,331.25,329.01,327.47,327.57,328.60,332.04,338.32,340.16,344.01,345.79,344.71,343.75,341.84,342.60,342.13,342.80,343.63,341.98,340.77,339.63,338.75,341.34,341.21,338.11,336.51,334.90,336.07,336.81,338.84,341.77,347.42,349.83,356.51,361.82,352.80,352.09,346.31,345.50,343.03,340.99,341.81,344.08,345.42,342.25,337.14,332.81,328.60,326.61,323.59,323.87,323.33,326.22,335.98,335.71,L7
