dates,satname,nzd0442-0000,nzd0442-0001,nzd0442-0002,nzd0442-0003,nzd0442-0004,nzd0442-0005,nzd0442-0006,nzd0442-0007,nzd0442-0008,nzd0442-0009,nzd0442-0010,nzd0442-0011,nzd0442-0012,nzd0442-0013,nzd0442-0014,nzd0442-0015,nzd0442-0016,nzd0442-0017,nzd0442-0018,nzd0442-0019,nzd0442-0020,nzd0442-0021,nzd0442-0022,nzd0442-0023,nzd0442-0024,nzd0442-0025,nzd0442-0026,nzd0442-0027,nzd0442-0028,nzd0442-0029,nzd0442-0030,nzd0442-0031,nzd0442-0032,nzd0442-0033,nzd0442-0034,nzd0442-0035,nzd0442-0036,nzd0442-0037,nzd0442-0038,nzd0442-0039,nzd0442-0040,nzd0442-0041,nzd0442-0042,nzd0442-0043,nzd0442-0044,nzd0442-0045,nzd0442-0046,nzd0442-0047,nzd0442-0048,nzd0442-0049,nzd0442-0050,nzd0442-0051,nzd0442-0052,nzd0442-0053,nzd0442-0054,nzd0442-0055,nzd0442-0056,nzd0442-0057,nzd0442-0058,nzd0442-0059,nzd0442-0060,nzd0442-0061,nzd0442-0062,nzd0442-0063,nzd0442-0064,nzd0442-0065,nzd0442-0066,nzd0442-0067,nzd0442-0068,nzd0442-0069,nzd0442-0070,nzd0442-0071,nzd0442-0072,nzd0442-0073,nzd0442-0074,nzd0442-0075,nzd0442-0076,nzd0442-0077,nzd0442-0078,nzd0442-0079,nzd0442-0080,nzd0442-0081,nzd0442-0082,nzd0442-0083,nzd0442-0084,nzd0442-0085
2000-08-03 22:11:07+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-19 22:11:01+00:00,L7,365.35,370.17,370.25,391.38,395.76,394.52,400.30,407.95,421.37,428.28,434.59,432.82,433.68,433.08,434.85,424.47,417.75,410.31,402.97,396.83,392.46,386.38,380.56,379.60,374.21,373.26,369.47,366.75,366.75,359.33,354.42,347.68,351.54,348.05,349.74,348.35,349.87,354.50,355.45,356.24,361.65,359.44,358.62,355.79,353.27,353.38,354.30,357.05,357.02,354.96,357.88,352.98,354.44,347.64,347.10,347.18,342.97,341.81,341.10,341.43,339.03,340.00,346.02,347.05,353.37,353.66,347.30,338.29,335.17,331.05,331.26,330.76,328.14,328.40,330.29,324.32,314.99,310.37,312.25,303.35,294.12,297.44,293.90,295.90,279.44,
2000-09-04 22:10:46+00:00,L7,377.26,379.45,376.18,392.80,412.34,404.82,412.95,427.58,436.92,440.82,427.23,418.19,419.66,422.07,424.07,422.79,411.62,404.21,396.00,392.09,384.51,380.65,369.27,366.18,362.02,363.48,359.04,355.32,354.65,348.57,345.17,349.62,344.31,343.22,338.74,342.95,345.93,341.15,346.67,353.23,348.81,355.90,355.33,351.53,352.55,354.76,352.46,348.33,348.47,347.49,350.43,351.64,353.06,354.05,344.17,341.06,343.81,341.61,338.70,341.05,338.34,336.95,337.03,334.46,337.87,346.51,347.08,334.65,331.20,318.54,313.32,316.79,312.66,311.90,309.91,300.31,294.37,291.02,282.06,277.99,273.36,270.49,266.62,275.42,264.48,221.79
2000-09-20 22:10:27+00:00,L7,408.19,365.48,359.05,373.92,385.22,374.17,381.09,395.20,409.72,418.81,418.18,417.65,419.67,418.97,420.77,411.62,402.65,391.17,387.50,379.54,373.40,368.59,363.19,364.93,362.20,355.21,353.94,346.18,340.44,337.36,334.32,331.80,326.56,323.16,320.77,319.68,319.33,321.58,324.67,335.29,341.86,344.68,344.81,346.64,344.29,346.16,348.10,351.63,348.80,343.41,343.68,348.82,340.64,341.65,337.10,331.75,331.26,331.25,326.88,323.75,325.09,327.37,330.96,334.19,334.85,337.41,331.35,328.20,317.30,312.44,306.77,303.75,305.79,305.20,308.86,302.37,293.52,288.68,284.93,279.89,278.42,289.31,289.65,296.33,301.60,231.48
2000-09-27 22:16:36+00:00,L7,307.96,326.70,352.45,,384.51,376.75,382.04,394.61,412.51,423.24,420.71,420.81,422.70,422.82,421.45,412.52,408.00,398.58,391.44,384.64,381.64,375.80,370.43,368.51,365.51,365.50,358.61,358.59,356.41,352.84,347.04,340.13,339.49,335.48,332.70,329.26,326.33,331.98,338.65,353.55,362.09,360.79,358.51,356.01,356.54,354.03,356.88,358.94,353.93,352.37,350.06,346.73,347.36,345.68,340.43,340.69,335.07,336.04,329.87,332.28,333.60,331.94,336.37,335.18,337.67,342.13,335.64,326.88,326.94,317.78,315.80,321.20,316.02,318.03,317.99,309.51,308.12,303.07,300.74,305.14,305.47,312.80,317.88,321.96,337.05,325.19
2000-11-07 22:10:17+00:00,L7,,357.10,359.97,376.99,386.05,386.06,387.58,404.13,415.53,422.87,421.05,419.61,420.79,419.90,418.73,415.62,410.83,401.78,393.31,384.98,380.06,378.21,372.50,370.61,365.49,362.32,357.83,358.43,355.57,348.45,342.06,338.40,336.34,334.66,334.69,334.89,334.14,331.80,339.06,346.09,352.74,350.57,350.41,347.39,347.51,348.21,344.91,343.64,341.20,344.60,347.16,345.46,342.59,345.47,343.69,343.76,338.69,338.64,331.65,336.89,342.85,341.85,341.52,349.48,347.43,350.42,340.90,337.22,330.29,323.97,326.54,328.16,320.90,321.91,317.89,314.58,305.09,298.37,292.87,290.23,289.63,293.48,295.15,297.26,305.58,313.41
2000-11-14 22:16:30+00:00,L7,359.53,351.30,348.66,,381.06,375.06,378.71,387.79,403.82,406.57,408.36,410.74,412.05,413.98,418.61,408.48,402.48,394.04,380.45,379.98,373.27,369.29,365.37,361.51,360.10,354.82,351.58,352.85,352.05,345.80,340.92,336.55,331.45,333.86,333.24,331.14,337.28,330.73,333.32,339.39,346.28,344.87,341.81,342.81,341.35,342.50,342.48,342.06,339.74,339.86,341.51,338.28,336.31,338.30,335.31,331.25,332.45,329.56,330.53,333.59,330.21,334.34,334.65,329.28,332.25,338.31,330.10,329.47,322.53,316.24,313.84,316.84,316.73,315.28,315.87,308.22,303.87,296.88,293.84,289.73,285.76,285.49,291.27,294.12,300.24,313.85
2000-12-16 22:16:35+00:00,L7,392.70,374.74,365.52,378.47,386.04,378.67,389.02,393.97,406.60,419.18,419.37,420.47,418.83,418.90,421.09,415.62,408.20,399.23,396.67,387.48,383.88,381.32,372.20,368.28,367.65,366.16,362.54,363.94,360.38,359.76,352.76,349.74,340.97,337.78,339.01,338.63,340.15,342.36,343.37,344.68,352.37,355.51,355.55,355.17,353.70,352.63,355.46,357.95,354.31,350.74,357.13,349.81,349.28,352.95,349.00,348.52,343.85,340.81,344.09,337.38,338.27,339.69,342.49,346.98,348.77,347.13,337.48,336.30,333.53,331.27,330.38,328.35,326.07,324.75,329.03,323.81,320.14,316.58,316.31,314.49,308.80,311.99,321.95,323.60,333.51,343.08
2001-01-01 22:16:33+00:00,L7,,,359.81,356.81,374.54,365.60,371.06,382.94,402.73,413.24,413.88,410.16,413.21,416.50,422.91,416.15,407.16,398.89,392.75,386.39,385.28,379.22,376.38,368.99,364.44,359.46,357.15,353.72,346.77,345.91,346.14,346.50,346.05,342.60,339.46,342.11,339.60,343.18,351.72,351.03,351.66,351.66,351.17,354.57,354.87,349.36,350.15,350.98,353.72,351.89,351.67,348.23,348.62,349.77,348.38,343.62,339.80,330.92,331.59,334.74,336.38,332.04,340.56,338.55,345.07,348.42,342.64,337.00,335.91,330.57,328.87,328.11,330.83,330.64,331.15,326.80,324.66,319.90,315.72,314.77,318.21,321.85,324.54,320.71,336.68,345.02
2001-01-10 22:10:27+00:00,L7,303.45,,,,365.55,362.32,378.50,384.41,397.71,400.36,395.92,400.84,404.81,405.11,407.33,399.94,392.59,389.36,381.44,374.63,368.82,362.70,360.65,357.12,353.59,344.65,351.87,346.69,347.01,339.73,338.52,335.62,332.75,330.32,331.03,332.20,327.16,334.20,336.92,342.57,347.18,346.00,345.68,348.43,343.27,341.74,340.79,342.97,347.09,341.31,335.82,336.05,335.44,333.44,327.93,321.96,327.84,320.93,320.84,328.27,329.77,328.46,331.98,334.95,335.77,342.46,328.62,327.89,325.06,319.84,320.83,316.21,314.11,319.86,325.49,318.35,314.11,310.56,308.28,313.80,313.13,317.61,319.75,323.92,329.23,339.95
2001-01-26 22:10:30+00:00,L7,325.99,328.27,332.89,344.86,354.64,354.14,358.11,364.93,384.92,391.59,393.53,393.78,393.13,396.02,399.52,390.49,382.87,377.83,375.02,369.30,361.26,357.91,354.98,349.55,344.13,343.19,337.86,339.54,341.04,339.75,337.12,331.11,327.90,325.42,322.93,322.84,323.82,326.75,329.74,337.34,340.90,342.82,343.00,339.96,337.17,339.35,337.95,340.32,337.29,332.34,333.12,331.07,331.08,326.19,323.11,322.68,321.37,318.56,319.29,321.31,324.98,327.29,326.79,325.27,329.47,334.35,330.26,326.25,322.27,322.92,320.89,321.27,321.40,322.03,324.82,318.96,314.98,310.65,304.52,307.74,314.27,319.19,320.84,319.79,331.85,341.31
2001-02-18 22:16:35+00:00,L7,314.54,,345.94,349.42,356.07,359.09,355.59,365.09,383.60,398.29,399.33,400.79,401.73,404.34,405.23,400.42,395.40,387.61,381.97,374.40,369.75,362.55,361.03,357.61,354.02,353.05,350.58,347.14,347.51,341.68,340.01,336.91,334.51,331.77,328.89,325.32,325.56,327.32,332.09,337.95,345.15,349.70,351.76,347.98,343.43,346.30,344.26,347.23,349.65,346.30,341.87,344.97,343.84,339.56,334.85,336.09,330.45,330.09,331.98,327.05,328.21,329.79,332.94,335.37,338.67,344.38,334.99,330.61,326.51,328.13,324.22,318.03,321.14,325.95,328.97,328.23,318.98,320.81,320.05,316.34,317.75,325.03,322.82,335.57,341.56,362.92
2001-02-27 22:10:18+00:00,L7,399.01,365.66,359.61,357.35,365.70,366.92,361.75,380.26,401.25,413.46,416.03,416.30,415.58,427.59,422.60,417.60,412.88,398.07,391.25,391.86,387.25,379.49,375.93,374.44,366.95,362.94,363.79,359.20,362.50,358.43,352.63,350.86,347.16,343.90,341.66,340.61,339.30,343.34,350.84,355.90,360.92,361.15,359.25,356.95,355.10,355.09,358.14,353.98,356.05,353.06,349.88,345.58,344.81,345.61,346.58,341.28,337.30,339.56,332.84,328.94,333.37,335.77,342.59,340.46,340.04,348.28,341.85,335.93,336.63,331.90,335.21,331.21,334.08,332.33,337.40,332.35,327.35,329.20,322.12,329.64,333.26,343.45,339.43,356.89,367.49,386.49
2001-03-15 22:10:15+00:00,L7,,352.72,342.77,,365.97,365.39,370.24,389.14,396.58,407.11,406.44,404.54,403.08,406.19,414.42,408.49,402.71,392.96,386.84,383.57,373.58,368.02,366.94,361.44,356.44,357.86,356.13,349.82,353.37,348.14,345.66,341.49,337.90,334.91,332.16,329.02,330.25,332.43,331.83,341.12,352.01,351.17,352.71,352.87,345.51,347.63,344.48,345.12,350.47,345.59,343.69,348.35,348.61,341.40,339.18,333.22,332.15,335.45,329.52,326.78,335.09,335.98,334.22,344.86,344.40,351.57,339.98,328.25,331.48,332.31,334.48,331.65,331.59,337.28,335.37,333.50,330.31,328.20,322.45,317.61,325.43,327.77,330.49,343.28,348.12,363.96
2001-03-31 22:10:07+00:00,L7,423.41,377.29,343.59,351.68,371.08,367.22,373.60,388.79,399.70,409.63,415.67,413.24,414.15,417.51,420.19,409.38,407.83,401.89,396.87,391.09,386.90,380.23,374.41,372.12,369.38,366.41,366.66,363.25,363.62,359.22,357.31,350.65,351.99,347.15,345.50,342.91,341.02,345.98,352.72,354.86,358.43,360.99,358.96,360.00,356.97,355.45,359.68,357.26,355.96,355.05,354.02,350.51,350.64,350.00,345.50,343.68,341.73,338.58,338.22,337.88,338.61,340.12,339.66,346.82,347.66,350.49,346.71,340.32,340.50,337.94,336.51,339.74,339.01,340.57,343.21,340.06,337.74,334.35,332.83,335.71,334.33,338.81,336.68,348.30,346.33,350.32
2001-04-07 22:16:13+00:00,L7,314.64,286.35,,350.00,368.41,367.73,372.34,381.62,396.51,402.11,401.63,401.86,402.74,404.50,406.45,397.07,388.74,381.70,371.34,368.94,367.33,364.77,357.17,357.89,356.39,350.77,348.65,350.92,349.49,349.39,344.37,338.31,338.95,332.62,326.74,323.42,326.01,327.33,330.72,336.56,342.27,349.85,353.94,351.89,350.75,346.81,347.85,348.23,345.85,350.48,343.22,341.01,342.50,342.70,342.50,337.49,334.91,330.02,327.92,326.40,327.90,332.65,333.31,336.05,341.05,349.89,341.81,336.74,330.56,325.50,323.68,327.23,328.43,326.61,334.45,333.89,330.02,330.84,330.11,324.45,326.36,330.59,336.18,344.75,350.83,355.16
2001-06-03 22:09:40+00:00,L7,345.79,345.32,334.84,,385.23,372.74,377.70,386.75,398.17,404.78,403.38,405.98,415.15,,415.86,413.34,407.66,397.13,392.27,387.44,381.21,,375.70,367.88,362.45,357.11,355.88,359.78,352.55,350.80,349.42,350.18,346.52,340.21,338.71,329.22,332.38,336.68,344.15,350.02,358.71,358.65,359.40,355.52,356.29,354.68,355.21,359.29,358.04,351.22,349.61,353.45,,344.70,343.22,344.29,344.39,337.55,335.54,334.63,336.62,340.46,338.03,338.38,347.51,346.74,339.42,336.79,338.48,342.30,338.01,340.81,341.03,338.83,346.83,344.65,338.41,344.38,339.96,343.29,348.10,355.35,351.95,349.04,,
2001-06-10 22:15:47+00:00,L7,367.47,365.22,371.58,385.97,397.40,388.71,389.14,398.60,412.51,420.93,426.50,426.01,432.77,426.73,427.88,422.53,416.36,413.14,404.69,400.38,394.78,393.98,390.35,383.64,381.92,378.15,376.54,373.56,366.66,,,364.24,361.48,360.92,360.14,359.50,356.51,355.75,362.23,370.84,374.65,375.98,372.37,369.97,370.91,368.75,372.60,374.49,371.05,370.08,364.11,365.73,,,361.64,360.95,358.55,354.24,352.68,354.85,360.52,358.44,363.82,362.65,360.13,369.62,367.85,,,,,,,,,,,,,,,,,,,
2001-07-12 22:15:31+00:00,L7,375.23,378.05,366.90,,,,,,,,,,,,,,,,404.11,397.64,396.53,389.85,386.89,385.34,381.80,382.94,376.29,372.38,373.23,374.14,371.59,364.21,363.13,359.32,356.08,358.13,360.91,364.01,368.35,372.24,378.92,375.90,377.64,371.60,369.39,374.46,378.02,375.07,376.89,374.32,369.75,368.88,,,365.92,356.86,354.76,355.96,352.73,355.35,353.81,363.99,361.38,366.70,371.66,81.92,,,,,,,,,,,,,,,,,,,,
2001-08-13 22:15:01+00:00,L7,395.82,377.78,346.60,351.47,356.86,346.29,353.31,362.78,376.03,385.35,388.07,394.29,393.46,395.59,399.40,398.84,390.38,383.47,377.38,369.19,364.30,356.52,354.83,349.94,349.51,345.99,344.95,346.20,345.18,338.61,337.44,334.79,329.18,332.58,329.11,327.30,329.62,329.51,336.76,336.52,341.33,345.78,343.56,345.85,346.90,346.80,343.52,340.85,343.40,342.76,338.79,338.11,334.41,336.75,335.41,333.89,,,,,112.94,115.68,110.12,100.38,101.13,69.77,343.90,343.97,340.97,337.45,334.01,333.99,333.88,338.34,345.17,342.49,339.77,333.58,331.36,335.87,328.45,335.03,340.49,340.89,348.37,154.43
2001-08-29 22:14:52+00:00,L7,357.06,314.88,299.71,322.75,342.73,340.74,350.72,363.21,374.72,386.49,384.29,392.15,390.91,395.15,403.07,395.00,391.34,386.73,379.70,370.19,369.06,361.92,358.41,350.64,348.64,355.72,349.00,347.55,350.89,343.74,345.77,341.30,336.10,338.17,334.98,338.03,336.63,339.72,347.50,340.91,343.64,348.79,346.82,344.43,340.55,339.52,340.67,342.58,340.53,342.01,344.82,339.36,337.16,344.21,340.91,335.75,335.41,331.30,326.97,328.23,331.89,335.07,341.61,346.95,355.87,363.35,356.80,355.82,350.65,351.93,351.43,346.69,344.53,354.57,354.56,354.92,350.49,344.58,344.40,343.60,338.79,339.25,338.19,337.20,342.75,303.06
2001-09-23 22:08:26+00:00,L7,365.58,378.85,358.62,352.66,360.02,350.42,355.06,364.86,378.47,389.23,391.75,392.48,397.68,401.58,402.27,396.35,387.96,380.74,376.33,373.21,368.14,359.12,357.63,350.48,349.49,347.61,342.96,348.78,346.36,346.11,343.66,339.38,339.26,331.15,328.86,326.19,325.70,332.22,338.52,343.09,349.68,352.92,350.54,350.29,353.93,351.19,345.98,347.99,351.40,351.23,347.02,347.44,346.12,342.89,340.43,344.63,339.49,338.52,338.62,340.88,338.83,342.69,345.26,351.46,355.49,362.78,353.86,351.26,348.60,344.67,346.28,343.30,345.02,345.85,346.36,342.10,339.20,333.51,330.78,337.29,335.69,336.63,334.80,342.93,355.57,370.14
2001-12-12 22:08:38+00:00,L7,,,,,,,,,,260.88,375.21,375.78,378.44,375.84,377.83,373.04,363.17,352.62,351.63,344.83,339.88,336.87,332.24,328.09,319.30,320.48,325.71,328.18,323.76,321.12,316.53,313.00,310.52,310.24,304.87,300.28,304.93,304.52,310.66,316.76,323.31,322.33,321.44,318.21,313.94,316.43,320.79,322.05,322.76,317.36,316.39,313.18,316.96,322.51,324.91,319.51,312.77,307.79,312.06,311.29,316.46,321.61,330.01,329.24,336.66,336.82,335.78,336.08,328.01,326.18,320.70,322.77,329.93,328.28,323.64,319.55,312.58,314.44,310.28,303.06,299.36,293.43,285.53,291.07,298.55,296.04
2002-01-20 22:15:01+00:00,L7,367.28,358.62,364.41,367.91,375.32,373.68,380.56,391.79,406.66,416.74,412.52,408.34,413.69,414.63,415.55,405.57,399.10,393.12,385.68,381.26,379.81,374.31,368.79,368.82,368.14,363.57,360.96,361.40,359.93,353.90,352.36,349.48,342.61,334.53,334.73,341.21,342.62,348.86,354.97,357.36,359.95,359.17,359.61,356.98,355.47,359.99,358.20,360.48,358.65,355.76,354.04,354.99,354.92,358.68,360.63,353.42,354.11,356.53,357.69,355.50,359.14,360.09,368.22,368.50,371.19,377.81,371.43,367.41,360.84,362.02,359.39,355.40,353.29,355.98,356.04,351.16,344.85,341.65,333.33,325.96,328.11,324.56,326.40,328.58,339.29,343.98
2002-01-29 22:08:45+00:00,L7,332.32,,,,368.50,361.34,371.43,384.27,388.70,400.70,401.82,399.55,394.43,399.05,398.34,393.62,386.06,376.13,370.18,368.42,365.66,358.01,354.31,349.85,344.54,344.85,345.83,344.47,342.14,339.03,334.40,327.42,326.87,324.44,328.96,329.36,328.84,333.59,337.96,343.13,342.74,342.08,343.36,342.49,336.99,337.74,339.93,338.92,342.09,339.80,340.45,341.49,339.97,338.92,341.66,338.52,334.53,335.37,340.02,343.28,343.01,344.56,347.13,348.16,358.51,358.66,352.06,355.05,345.85,347.80,343.41,340.85,341.27,338.50,343.80,340.31,333.00,326.15,318.51,310.91,308.18,311.20,307.61,312.57,328.40,325.67
