dates,satname,nzd0594-0000,nzd0594-0001,nzd0594-0002,nzd0594-0003,nzd0594-0004,nzd0594-0005,nzd0594-0006,nzd0594-0007,nzd0594-0008,nzd0594-0009,nzd0594-0010,nzd0594-0011,nzd0594-0012,nzd0594-0013,nzd0594-0014,nzd0594-0015,nzd0594-0016,nzd0594-0017,nzd0594-0018,nzd0594-0019,nzd0594-0020,nzd0594-0021,nzd0594-0022,nzd0594-0023,nzd0594-0024,nzd0594-0025,nzd0594-0026,nzd0594-0027,nzd0594-0028,nzd0594-0029,nzd0594-0030,nzd0594-0031,nzd0594-0032,nzd0594-0033,nzd0594-0034,nzd0594-0035,nzd0594-0036,nzd0594-0037,nzd0594-0038,nzd0594-0039,nzd0594-0040,nzd0594-0041,nzd0594-0042,nzd0594-0043,nzd0594-0044,nzd0594-0045,nzd0594-0046,nzd0594-0047,nzd0594-0048,nzd0594-0049,nzd0594-0050,nzd0594-0051,nzd0594-0052,nzd0594-0053,nzd0594-0054,nzd0594-0055,nzd0594-0056,nzd0594-0057,nzd0594-0058,nzd0594-0059,nzd0594-0060,nzd0594-0061,nzd0594-0062,nzd0594-0063,nzd0594-0064,nzd0594-0065,nzd0594-0066,nzd0594-0067,nzd0594-0068,nzd0594-0069,nzd0594-0070,nzd0594-0071,nzd0594-0072,nzd0594-0073,nzd0594-0074,nzd0594-0075,nzd0594-0076,nzd0594-0077,nzd0594-0078,nzd0594-0079,nzd0594-0080,nzd0594-0081,nzd0594-0082
2001-03-06 22:17:18+00:00,L7,231.43,205.93,222.23,187.15,223.87,244.48,219.15,208.05,211.51,210.48,226.34,267.28,225.36,222.50,218.51,223.13,215.87,237.88,221.55,225.61,221.15,226.21,222.63,225.15,223.50,216.11,219.13,221.22,217.41,232.88,242.02,238.35,233.14,232.57,219.28,203.98,202.44,220.68,249.06,248.03,240.50,253.42,254.12,246.82,237.16,213.34,220.62,229.77,232.44,197.79,217.45,224.90,216.43,226.26,217.29,227.45,245.36,236.93,235.52,219.93,234.57,224.04,209.79,215.68,217.34,217.49,225.74,231.92,235.52,219.00,236.77,228.80,229.22,243.57,225.05,218.18,230.19,236.69,264.60,356.55,230.03,230.91,239.29
2001-03-22 22:17:09+00:00,L7,227.72,200.43,223.51,208.09,227.39,259.42,217.22,214.59,209.40,212.11,232.61,301.26,,225.51,217.82,220.23,229.55,270.68,219.17,222.31,215.52,220.85,227.00,219.15,223.42,235.39,227.04,224.05,215.08,242.49,271.23,264.35,254.70,225.43,208.26,196.43,203.90,222.05,247.12,239.79,240.73,249.27,257.51,248.35,236.05,224.15,216.70,224.70,220.80,195.01,196.53,213.40,211.11,231.64,216.37,226.76,235.74,232.06,228.02,212.72,231.10,223.41,208.94,212.21,218.38,219.30,224.47,223.10,231.71,222.62,236.47,227.69,229.67,239.61,226.43,221.37,234.80,246.72,275.04,382.85,232.46,232.57,241.78
2001-04-16 22:10:54+00:00,L7,227.46,203.36,223.52,192.87,218.91,239.95,211.64,215.71,207.18,213.97,220.05,273.71,232.92,223.93,225.44,224.43,218.50,245.51,222.98,219.24,219.30,221.36,220.89,221.82,217.43,212.62,217.62,220.72,213.51,230.85,245.06,239.39,228.23,228.70,218.32,206.10,197.81,223.29,243.76,237.70,247.99,257.48,262.90,244.67,236.63,218.57,218.47,228.96,219.98,200.34,210.34,230.55,219.25,223.75,219.32,233.45,242.81,238.38,230.65,219.37,229.52,223.86,201.95,212.25,217.09,222.71,219.50,228.88,225.62,217.11,222.40,225.73,220.78,236.87,216.95,219.62,225.67,232.64,276.29,446.49,485.89,223.94,228.96
2001-07-05 22:10:09+00:00,L7,260.44,237.18,243.51,270.47,349.81,345.27,339.61,312.55,297.90,305.06,300.60,353.33,316.92,265.76,488.98,484.71,993.17,305.80,285.15,238.09,,397.18,316.54,,292.90,,,357.94,379.43,,,,425.92,359.31,319.86,,278.83,301.64,305.80,272.56,270.84,275.59,274.12,260.75,274.22,279.02,246.91,245.45,243.10,217.37,,258.10,251.54,252.93,252.53,256.24,273.00,265.99,252.25,247.67,246.32,245.99,222.23,225.11,232.13,241.49,237.88,237.21,250.06,239.45,247.91,247.39,250.66,260.52,252.89,,,,,-36.08,2.16,20.65,17.62
2001-11-01 22:15:17+00:00,L7,233.03,203.39,226.94,226.16,240.62,272.93,212.46,218.20,222.91,227.70,246.99,321.41,296.91,232.53,944.70,837.02,885.51,276.71,221.23,224.76,217.08,224.85,233.78,227.84,237.49,394.28,491.06,376.44,397.75,451.65,475.13,304.81,292.94,241.51,220.90,200.99,215.19,227.29,254.28,252.20,249.48,254.56,260.28,249.26,233.99,215.75,215.50,225.88,215.77,193.19,198.39,234.52,225.87,232.26,226.12,231.94,245.96,239.59,229.18,216.46,233.27,220.77,211.28,209.56,215.23,215.62,222.99,223.33,224.79,227.52,234.42,231.40,229.64,241.15,234.08,229.61,241.79,239.45,276.43,464.40,488.31,236.25,243.11
2001-11-26 22:09:45+00:00,L7,224.37,196.83,213.10,183.94,212.26,231.09,212.73,208.02,197.34,208.86,215.70,258.26,224.45,222.13,216.68,223.60,211.53,235.51,215.58,220.71,214.57,215.49,214.80,219.75,218.95,217.29,215.23,218.55,219.00,222.14,239.50,235.50,233.13,215.81,218.63,200.54,193.26,217.40,242.63,235.36,243.46,248.01,255.81,244.09,229.84,217.77,213.29,219.56,220.17,199.87,221.33,224.11,216.09,219.64,216.87,227.18,241.96,234.45,223.03,229.39,229.01,218.09,203.21,203.93,217.02,213.11,218.46,228.38,224.45,215.22,220.24,226.18,221.08,237.16,228.14,214.38,227.29,233.77,290.79,445.96,498.16,483.69,238.39
2001-12-19 22:15:37+00:00,L7,242.88,213.72,234.99,247.50,246.53,272.06,218.87,216.75,220.40,247.92,276.23,330.97,301.33,238.96,227.07,227.38,249.80,277.98,220.33,222.41,220.70,232.23,229.36,240.48,256.63,262.04,250.19,247.41,269.44,493.88,464.53,292.75,285.48,236.47,220.19,196.57,215.43,227.57,252.66,249.15,244.13,248.18,253.18,238.45,232.40,213.20,212.95,225.70,220.63,192.97,201.02,228.50,223.41,225.51,225.23,221.34,239.14,232.88,225.99,212.18,226.18,220.12,206.37,212.02,216.33,218.61,224.71,224.21,226.14,224.87,227.85,228.46,228.57,237.48,228.43,219.28,230.72,239.01,268.04,242.09,230.25,229.11,238.53
2002-03-18 22:09:33+00:00,L7,233.90,204.30,226.37,224.66,235.17,262.59,217.29,212.45,210.27,225.03,244.27,312.91,288.14,232.45,225.32,225.88,235.45,263.71,222.65,220.36,218.36,221.45,223.08,224.85,225.68,240.65,226.18,225.67,215.41,236.85,255.20,266.13,252.66,233.72,220.52,205.25,213.67,230.62,245.42,242.40,242.31,251.91,256.39,242.84,235.30,215.98,215.19,229.66,223.52,200.15,205.40,226.95,223.08,224.09,223.05,225.14,246.77,240.26,224.14,217.94,,,,,,,,,,,,,,,,,,,,,,,
2002-05-21 22:09:53+00:00,L7,211.08,186.69,210.38,182.59,201.78,216.73,200.22,188.72,187.34,189.37,201.10,235.26,223.39,224.58,222.40,222.90,212.64,,,,,,,,,,,,,,235.61,227.81,225.30,215.86,216.75,198.37,194.01,208.88,239.54,232.91,236.83,244.30,,,,,,,,,,,,,,,235.50,233.33,221.05,214.10,215.24,205.70,193.33,199.66,202.07,208.73,209.02,218.79,219.24,207.40,212.13,212.38,,,,,,,,,,,
2002-07-31 22:15:11+00:00,L7,243.76,213.99,236.30,241.68,250.73,286.90,231.69,228.93,227.41,237.02,256.39,330.75,305.02,256.92,232.00,241.22,,,,,,,,,,,,,,259.51,280.40,267.60,265.06,230.93,222.64,208.79,218.91,229.23,252.99,255.56,248.64,256.43,266.84,249.14,246.72,223.72,223.46,235.01,236.89,213.64,225.28,235.94,230.59,237.92,236.77,244.50,248.03,240.96,235.22,223.91,234.98,230.40,210.01,216.54,224.69,229.83,227.38,233.70,237.73,228.91,244.05,230.77,229.75,244.94,240.88,-78.17,-22.35,,,,,,
2002-10-03 22:14:41+00:00,L7,232.19,199.04,220.44,185.33,220.92,227.07,212.61,203.58,197.63,199.77,211.85,266.54,220.98,217.36,217.35,221.52,214.07,233.37,220.03,222.55,213.95,219.47,223.07,225.18,216.22,221.32,218.37,222.40,219.31,232.42,243.76,241.00,248.26,229.32,217.72,,,219.15,250.59,225.26,237.23,248.65,252.15,248.31,236.55,219.27,219.19,224.84,217.41,199.54,220.90,224.21,215.56,217.90,219.60,226.65,247.42,235.92,230.29,218.79,229.73,221.81,210.02,213.23,216.62,219.76,227.94,225.18,235.83,233.18,237.97,231.79,233.25,242.30,231.13,219.37,231.34,238.99,289.75,449.47,467.24,234.53,242.74
2002-10-19 22:14:44+00:00,L7,217.03,195.70,221.44,194.25,222.62,254.92,215.88,204.48,199.65,205.84,219.09,286.64,239.71,226.20,225.82,221.65,218.08,248.11,221.09,222.50,216.83,218.01,221.22,223.19,224.56,220.91,218.56,221.97,213.52,229.72,256.33,263.49,248.18,210.85,201.09,194.45,200.73,211.53,238.86,238.23,240.63,251.08,254.34,247.96,237.07,217.11,220.94,226.39,230.67,196.93,204.59,226.97,223.00,219.53,224.42,216.38,232.78,229.70,224.61,209.43,228.20,222.63,207.93,208.48,217.10,228.55,224.98,229.14,236.63,226.95,239.06,228.74,226.41,242.21,224.13,219.01,232.33,240.32,274.98,261.47,238.85,231.61,238.05
2002-10-28 22:08:58+00:00,L7,239.30,206.05,225.93,199.02,225.57,238.46,214.57,209.48,201.59,209.92,219.80,288.04,,234.96,233.82,229.07,233.15,255.90,225.10,224.97,222.55,215.05,224.36,222.45,222.68,221.09,222.15,221.62,226.19,229.48,246.37,245.73,246.73,236.36,230.76,208.33,206.76,228.47,251.70,240.96,243.18,258.87,258.66,255.41,237.64,218.34,218.87,229.85,239.45,204.50,225.79,226.93,221.54,221.79,220.65,227.27,243.04,243.19,230.34,220.73,229.98,226.54,210.59,210.28,218.29,226.28,222.42,,,,,,233.78,241.40,242.09,223.32,237.23,244.61,276.21,346.73,498.57,242.32,251.40
2002-11-13 22:09:06+00:00,L7,222.64,194.35,211.61,181.92,215.36,227.82,204.94,197.61,190.10,201.67,209.45,256.19,223.49,218.74,217.01,222.13,209.45,225.52,216.60,220.36,209.60,213.71,218.09,216.48,214.73,214.13,210.41,216.16,212.59,220.29,236.32,231.26,231.25,221.30,219.81,195.40,192.03,211.08,239.48,237.92,236.21,245.89,251.91,238.84,227.76,213.31,210.28,214.63,226.33,198.36,218.25,221.31,215.34,217.43,216.60,221.62,238.91,231.05,221.83,216.62,219.80,217.30,203.34,203.06,216.17,212.36,217.55,211.32,215.87,200.74,208.63,207.44,214.74,230.42,225.13,214.12,229.09,230.64,262.62,127.25,,,
2002-12-06 22:15:13+00:00,L7,245.28,220.69,246.91,263.76,328.53,333.48,217.41,218.51,217.43,295.19,305.50,340.81,,,,,,,,,,,,,,,,,410.39,442.53,473.73,309.09,413.39,344.71,272.19,222.42,240.58,235.81,271.65,255.92,251.91,259.60,259.05,248.72,246.15,236.78,223.25,228.56,231.56,190.88,206.87,229.39,221.64,234.90,227.23,236.19,247.47,247.94,235.38,220.52,235.99,229.82,216.49,219.48,218.11,224.27,226.72,226.29,232.72,237.62,246.39,245.15,235.58,237.44,211.20,199.60,211.12,224.49,230.34,223.11,221.98,222.32,225.24
2002-12-31 22:09:32+00:00,L7,221.43,190.91,214.93,181.91,213.95,230.96,204.79,201.98,199.88,201.44,205.17,273.88,234.02,218.99,214.98,218.55,219.84,239.01,208.20,210.55,201.69,208.63,214.41,206.32,209.37,209.50,203.48,212.30,203.18,216.83,234.79,246.81,244.39,214.70,216.82,202.77,199.90,210.94,241.40,232.25,233.59,244.47,250.52,251.13,241.04,206.05,210.11,221.24,227.34,201.75,216.61,225.90,218.60,218.39,217.90,220.18,238.67,228.73,224.43,217.68,222.53,,,,,,,,,,,,,,,-94.73,227.42,234.99,265.53,397.41,235.15,233.18,236.35
2003-02-17 22:09:28+00:00,L7,262.78,227.89,248.68,276.28,360.51,351.12,346.89,310.60,311.50,305.11,321.73,347.74,313.18,,921.61,765.88,992.32,692.28,594.07,251.18,636.90,384.07,493.55,489.15,408.48,427.46,496.36,363.61,387.71,375.80,490.90,444.71,444.11,356.76,304.97,,276.39,291.56,288.59,269.09,266.13,272.85,272.17,257.19,,,239.22,241.91,234.71,198.42,,246.86,241.79,249.31,244.93,249.23,260.09,254.90,248.29,225.33,230.77,223.88,214.32,227.94,,,208.30,217.11,216.21,208.12,,,,,,-33.47,,,,,,,
2003-03-21 22:09:51+00:00,L7,269.61,236.20,269.24,,330.60,374.82,325.85,223.27,294.57,294.09,,342.22,312.12,256.81,968.39,860.70,891.34,293.43,228.25,229.59,224.06,495.20,472.00,357.79,382.78,396.66,465.65,384.23,411.21,421.68,,,,357.07,320.12,,264.85,293.40,,264.65,264.10,267.52,265.69,250.96,260.35,241.81,232.09,234.60,226.55,200.67,221.42,245.51,233.12,245.82,238.39,243.31,254.78,250.73,240.38,221.75,231.92,228.10,210.82,215.93,220.05,228.68,223.68,232.88,235.22,224.44,241.40,231.91,239.38,250.17,240.27,226.72,240.32,247.61,292.67,463.07,462.36,240.75,245.86
2003-04-13 22:15:43+00:00,L7,232.28,203.42,217.23,191.60,222.22,245.37,216.88,213.44,214.60,214.57,226.03,275.98,231.88,223.37,,,,,,,,,,,,,,,208.47,237.94,244.60,237.82,236.43,230.02,220.07,206.19,204.45,225.32,245.10,236.28,244.13,251.94,256.17,247.57,238.70,220.98,222.66,226.40,223.70,197.21,217.78,228.10,226.00,217.06,225.63,223.18,246.09,234.81,237.22,223.37,234.15,224.80,208.88,218.55,219.17,219.14,228.09,227.08,234.23,227.63,232.22,228.75,231.58,238.76,225.83,218.36,230.31,238.74,295.83,479.56,490.50,232.07,240.57
2003-05-24 22:09:28+00:00,L7,224.73,201.91,219.03,189.85,226.47,234.95,212.68,209.18,205.73,212.85,206.99,262.04,233.20,213.87,218.47,224.57,223.02,253.19,,,,,,,,,,,205.22,224.58,237.63,237.19,230.80,215.19,213.82,204.19,196.86,219.44,246.13,236.04,240.64,251.76,257.86,252.70,232.59,217.25,215.24,217.06,218.24,196.64,220.46,229.12,217.01,220.82,217.55,226.87,241.57,235.54,221.09,219.54,227.55,218.90,207.01,212.37,219.47,224.27,221.95,227.59,227.46,221.35,222.49,227.56,220.54,235.85,223.17,226.01,227.45,236.24,276.28,415.97,485.64,233.04,232.50
2003-08-03 22:15:22+00:00,L7,248.09,222.96,,,,,,245.41,282.75,275.31,279.79,336.71,313.43,249.06,973.15,985.91,823.90,279.80,236.77,229.68,225.41,,,,,372.77,477.64,456.81,457.67,491.97,295.11,284.55,287.53,234.03,226.47,213.55,223.61,236.22,257.68,256.97,250.03,,,,,,,,,,,,,,,239.13,247.53,242.96,235.25,221.72,232.56,230.26,208.13,214.69,218.58,217.60,226.69,,,,,231.97,231.87,246.24,240.03,230.64,238.61,242.13,290.02,449.74,469.88,234.63,243.58
2003-08-11 22:03:51+00:00,L5,255.38,230.17,243.41,262.09,330.18,339.92,333.44,312.37,315.17,309.56,324.93,356.01,321.59,,474.33,471.90,,681.66,576.69,,729.09,,,,,,,,,,,,420.66,361.55,326.63,,279.62,295.92,292.01,269.39,268.70,274.97,267.98,254.50,,,247.78,251.37,238.53,228.28,,262.31,257.33,262.63,258.82,257.50,269.56,266.29,251.56,236.12,254.35,243.01,235.69,238.07,242.14,234.86,235.88,248.82,238.55,241.09,256.44,253.17,253.05,265.55,,,,,,,,,
