,dates,per0136-0000,per0136-0001
327,2007-07-18 15:04:35+00:00,,
328,2007-08-11 15:01:00+00:00,,
329,2007-12-01 15:01:11+00:00,,
330,2007-12-17 15:01:16+00:00,185.51587617543618,224.97843058928567
331,2008-02-02 15:07:56+00:00,215.05125056813364,224.11562010675607
332,2008-02-10 15:07:25+00:00,226.15796329939985,227.16900343249438
333,2008-03-05 15:07:21+00:00,,199.65592407258322
334,2008-03-06 15:01:07+00:00,,
335,2008-03-14 15:00:59+00:00,,193.43343427979372
336,2008-03-30 15:00:38+00:00,212.28081099450452,208.4614148776678
337,2008-04-07 15:01:05+00:00,,
338,2008-04-15 15:00:16+00:00,,
339,2008-04-23 15:01:03+00:00,,
340,2008-06-18 14:58:31+00:00,,
341,2008-06-25 15:04:31+00:00,,
342,2008-06-26 15:00:34+00:00,,
343,2008-07-12 15:00:22+00:00,,
344,2008-07-19 15:06:28+00:00,217.57191089237875,177.40595587858093
345,2008-07-20 14:57:38+00:00,,
346,2008-08-21 14:56:43+00:00,,
347,2008-09-06 14:56:16+00:00,,
348,2008-09-30 14:59:42+00:00,,
349,2008-11-01 14:59:54+00:00,,
350,2008-11-09 14:54:04+00:00,203.0319261122521,
351,2008-11-17 15:00:08+00:00,,
352,2008-12-03 15:00:19+00:00,,
353,2008-12-27 14:55:32+00:00,,
354,2009-01-20 15:00:40+00:00,,
355,2009-02-04 15:02:44+00:00,194.14471739825126,184.02198852184
356,2009-02-05 15:00:45+00:00,217.76705825831638,
357,2009-02-20 15:03:08+00:00,,
358,2009-02-21 15:00:55+00:00,,
359,2009-02-28 15:07:10+00:00,209.3901451515018,
360,2009-03-17 14:57:32+00:00,,
361,2009-03-25 15:01:10+00:00,212.53707074765208,211.45905530932546
362,2009-04-02 14:57:53+00:00,192.09116007694368,193.32447551599017
363,2009-04-10 15:01:16+00:00,,
364,2009-04-26 15:01:20+00:00,,
365,2009-05-04 14:58:30+00:00,,
366,2009-05-12 15:01:23+00:00,,
367,2009-05-20 14:58:48+00:00,,
368,2009-05-28 15:01:23+00:00,,
369,2009-06-13 15:01:22+00:00,,
370,2009-06-21 14:59:23+00:00,,
371,2009-07-07 14:59:40+00:00,,
372,2009-07-23 14:59:56+00:00,,
373,2009-08-08 15:00:10+00:00,,
374,2009-09-17 15:01:06+00:00,,
375,2009-11-19 15:07:30+00:00,219.1409742911178,215.3139775696201
376,2010-01-07 15:02:21+00:00,,
377,2010-01-30 15:08:51+00:00,224.01740450285536,
378,2010-01-31 15:01:48+00:00,208.729818528752,208.2592899600854
379,2010-02-08 15:02:47+00:00,,
380,2010-02-16 15:01:51+00:00,,176.57225810234456
381,2010-03-12 15:03:04+00:00,,
382,2010-03-28 15:03:08+00:00,,
383,2010-04-13 15:03:10+00:00,,
384,2010-04-29 15:03:08+00:00,243.74629207571058,
385,2010-05-14 15:07:55+00:00,217.26386092230902,185.65806326596382
386,2010-05-15 15:03:04+00:00,,
387,2010-07-02 15:03:09+00:00,,
388,2010-09-04 15:03:14+00:00,,
389,2011-01-01 15:10:18+00:00,,
390,2011-02-02 15:10:31+00:00,,
391,2011-02-11 15:04:22+00:00,202.98980050472028,170.8396145380008
392,2011-03-31 15:04:33+00:00,,
393,2011-05-02 15:04:34+00:00,,
394,2011-05-26 15:00:27+00:00,,
395,2011-06-03 15:04:33+00:00,,
396,2011-06-19 15:04:31+00:00,,
397,2011-06-26 15:10:39+00:00,,
398,2011-07-05 15:04:28+00:00,,
399,2011-09-15 14:59:27+00:00,,
400,2011-12-28 15:04:55+00:00,,
401,2012-01-04 15:11:09+00:00,,
402,2012-01-29 15:04:59+00:00,214.84043326578876,202.83938520544837
403,2012-02-14 15:05:04+00:00,,
404,2012-03-01 15:05:04+00:00,,
405,2012-03-17 15:05:04+00:00,209.735616236829,
406,2012-03-24 15:11:15+00:00,208.95861281607776,198.17413124855514
407,2012-04-02 15:05:03+00:00,,
408,2012-04-18 15:05:02+00:00,214.9371349349503,
409,2012-04-25 15:11:26+00:00,217.9089481289672,
410,2012-05-04 15:05:29+00:00,,
411,2012-05-20 15:05:37+00:00,,
412,2012-06-05 15:05:15+00:00,,
413,2012-06-21 15:05:24+00:00,,
414,2012-07-07 15:05:37+00:00,,
415,2012-10-27 15:06:47+00:00,,211.61378633982014
416,2012-11-12 15:06:52+00:00,,
417,2012-12-30 15:07:06+00:00,,
418,2013-01-31 15:07:09+00:00,,
419,2013-02-16 15:07:08+00:00,,
420,2013-04-05 15:06:59+00:00,200.99754596648484,
421,2013-04-13 15:12:45+00:00,218.74282779520212,
422,2013-05-07 15:06:50+00:00,,
423,2013-05-23 15:06:47+00:00,,200.5761126158815
424,2013-07-02 15:12:55+00:00,196.2587871428017,
425,2013-07-18 15:12:55+00:00,,
426,2013-07-26 15:06:14+00:00,,
427,2013-08-03 15:12:57+00:00,234.82422705629602,
428,2013-08-10 15:19:08+00:00,,
429,2013-08-11 15:06:10+00:00,,
430,2013-08-27 15:06:21+00:00,218.18922990733412,
431,2013-10-14 15:06:57+00:00,,
432,2013-10-30 15:07:01+00:00,,
433,2013-12-08 15:13:29+00:00,,187.1949068287658
434,2013-12-17 15:07:15+00:00,,
435,2013-12-25 15:12:23+00:00,211.2752720192525,199.4024986513038
436,2014-01-02 15:07:23+00:00,218.58576174970145,195.13951718109013
437,2014-01-17 15:18:16+00:00,203.0714191858221,193.64950928309457
438,2014-01-26 15:12:04+00:00,,
439,2014-02-19 15:07:38+00:00,,
440,2014-02-27 15:11:37+00:00,217.67912939196893,205.19635454515884
441,2014-03-07 15:07:45+00:00,209.75616799153693,193.53394462262708
442,2014-03-23 15:07:52+00:00,235.31705567800645,191.0146802515917
443,2014-03-31 15:11:10+00:00,206.52557132234693,188.70502775630462
444,2014-04-08 15:07:55+00:00,,
445,2014-04-16 15:10:53+00:00,,
446,2014-04-23 15:16:59+00:00,207.23764859354392,182.4956780365096
447,2014-04-24 15:08:08+00:00,,183.46340704805033
448,2014-05-02 15:10:39+00:00,,
449,2014-05-09 15:16:44+00:00,,290.7257144076749
450,2014-05-10 15:08:13+00:00,,
451,2014-05-18 15:10:28+00:00,,393.3296420286538
452,2014-06-11 15:08:21+00:00,,398.65936983130246
453,2014-06-19 15:10:40+00:00,,404.68124962226346
454,2014-07-21 15:10:49+00:00,,411.73869566816944
455,2014-07-29 15:08:34+00:00,,
456,2014-09-15 15:08:37+00:00,,
457,2014-10-01 15:08:49+00:00,,
458,2014-10-09 15:11:09+00:00,183.8768451958058,
459,2014-10-17 15:08:57+00:00,206.48062429526234,
460,2014-11-10 15:11:11+00:00,209.8617086705903,
461,2014-11-18 15:09:11+00:00,189.56605836647603,
462,2014-11-26 15:11:08+00:00,204.7409694823445,
463,2014-12-04 15:09:20+00:00,241.11869889047276,
464,2014-12-11 15:15:33+00:00,,
465,2014-12-12 15:11:01+00:00,,367.7451945496656
466,2014-12-20 15:09:29+00:00,,403.66496355424437
467,2014-12-28 15:11:00+00:00,255.20995063397288,
468,2015-01-05 15:09:30+00:00,,
469,2015-01-13 15:10:59+00:00,,403.5825631607123
470,2015-01-29 15:10:54+00:00,204.83523176491343,188.51548096685423
471,2015-02-05 15:17:03+00:00,205.29236835509369,193.69785870469676
472,2015-02-06 15:09:38+00:00,,
473,2015-02-14 15:10:45+00:00,197.94133448135725,179.6367396686157
474,2015-02-22 15:09:45+00:00,,
475,2015-03-10 15:09:50+00:00,,
476,2015-03-17 15:16:07+00:00,197.2306042106822,186.93132969250598
477,2015-03-18 15:10:32+00:00,204.51268335966077,194.18966038618623
478,2015-03-25 15:16:39+00:00,207.38242704052618,180.5670654833293
479,2015-03-26 15:10:00+00:00,,
480,2015-04-03 15:10:19+00:00,,
481,2015-04-10 15:16:30+00:00,,
482,2015-04-19 15:10:19+00:00,,
483,2015-04-27 15:10:14+00:00,,
484,2015-05-05 15:10:05+00:00,221.2483789589416,167.06021746591003
485,2015-05-12 15:16:10+00:00,,153.08067961551546
486,2015-05-13 15:10:22+00:00,,
487,2015-05-21 15:10:00+00:00,,169.90562373923223
488,2015-05-29 15:10:26+00:00,,
489,2015-06-06 15:10:09+00:00,,
490,2015-07-16 15:10:41+00:00,,
491,2015-09-02 15:10:47+00:00,235.22962655982155,170.59544472130654
492,2015-11-05 15:11:28+00:00,,
493,2015-11-13 15:11:03+00:00,,
494,2015-12-15 15:11:05+00:00,204.2471856492847,181.70416923296983
495,2015-12-31 15:11:03+00:00,,
496,2016-01-31 15:18:56+00:00,,
497,2016-02-09 15:12:48+00:00,,
498,2016-02-17 15:10:51+00:00,211.14104947721273,166.80795313541535
499,2016-02-25 15:12:50+00:00,,
500,2016-03-04 15:10:50+00:00,207.9286604301622,177.7104518712741
501,2016-03-12 15:13:01+00:00,209.71446335249337,176.02755395396792
502,2016-03-19 15:19:15+00:00,,179.51254295699187
503,2016-03-20 15:10:44+00:00,201.8366968315707,183.1881549423502
504,2016-03-27 15:16:50+00:00,197.54304445412038,176.66535330639556
505,2016-03-28 15:13:06+00:00,217.11776923954994,162.88096902364083
506,2016-04-04 15:19:18+00:00,219.68863152675175,181.65260222805097
507,2016-04-05 15:10:35+00:00,207.72448463822482,186.52692968079847
508,2016-04-21 15:10:29+00:00,,
509,2016-04-29 15:13:18+00:00,214.7202215132279,155.70589695194656
510,2016-05-07 15:10:32+00:00,221.39202055431042,181.18621285395872
511,2016-05-23 15:10:34+00:00,247.20147060004138,
512,2016-06-08 15:10:38+00:00,,
513,2016-07-02 15:13:30+00:00,207.6832149690274,
514,2016-08-11 15:10:59+00:00,,
515,2016-08-19 15:13:35+00:00,189.16481922086604,162.88591992420018
516,2016-10-05 15:17:24+00:00,,
517,2016-10-06 15:13:42+00:00,,190.25669845842705
518,2016-11-07 15:13:33+00:00,210.81718000486183,
519,2016-11-15 15:11:17+00:00,,
520,2016-11-23 15:13:28+00:00,213.74173379836554,188.2765220410899
521,2016-12-09 15:13:25+00:00,,
522,2016-12-16 15:19:33+00:00,214.27873131839786,205.049380846359
523,2016-12-17 15:11:12+00:00,208.5848044611176,196.71717797561666
524,2016-12-24 15:17:22+00:00,199.841947373234,191.7143666099979
525,2016-12-25 15:13:19+00:00,,
526,2017-01-02 15:11:09+00:00,,
527,2017-01-18 15:11:05+00:00,,
528,2017-01-26 15:12:58+00:00,214.44482071165328,199.00299206973907
529,2017-02-02 15:19:07+00:00,200.68368023086998,191.34168942378756
530,2017-02-10 15:17:05+00:00,210.57644007348352,201.94946570708754
531,2017-02-19 15:10:52+00:00,221.04283387560565,192.56416871767055
532,2017-02-26 15:17:00+00:00,197.1118311991916,192.02932065422345
533,2017-02-27 15:13:01+00:00,191.57385051263094,187.40935248020185
534,2017-03-23 15:10:34+00:00,208.3672695241583,177.25364927591997
