dates,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083,satname
2002-03-18 22:06:22+00:00,336.50,332.86,314.61,313.30,307.78,308.25,314.65,319.36,323.27,321.94,323.59,316.36,320.62,320.68,328.97,338.49,345.56,365.19,376.33,368.48,357.16,354.97,344.84,343.10,331.97,322.35,316.59,307.08,302.78,293.76,287.76,289.46,284.37,285.58,292.83,297.46,297.69,311.26,313.69,317.00,325.90,333.02,336.20,342.94,351.27,365.71,378.89,397.40,410.96,429.66,421.57,414.12,409.10,410.44,406.95,399.11,396.01,395.24,392.54,389.98,387.31,386.99,388.42,389.03,385.98,386.41,387.08,393.79,399.38,378.63,366.47,348.80,335.23,321.34,313.39,306.74,308.61,308.91,312.99,314.68,326.21,354.22,373.48,399.02,L7
2002-08-09 22:05:46+00:00,,,,,,,323.96,322.30,328.70,322.26,330.44,322.31,314.43,312.00,330.01,343.46,355.80,370.17,379.47,374.78,365.74,360.00,351.80,333.92,322.95,315.55,308.78,301.27,304.98,299.43,296.13,293.18,291.92,295.08,298.89,302.86,304.25,315.93,317.67,324.97,330.94,338.08,342.00,349.95,356.92,369.94,386.69,392.33,408.41,423.39,415.91,408.92,403.14,403.85,402.81,396.63,391.09,388.77,385.78,386.23,385.83,384.57,387.68,381.53,378.65,375.44,378.69,384.01,389.56,369.56,356.81,340.64,325.31,314.27,307.63,302.79,303.87,303.52,308.56,312.89,325.53,346.81,362.01,396.72,L7
2003-12-26 21:56:18+00:00,347.54,350.01,343.48,334.41,337.91,317.40,318.10,312.96,312.51,315.23,311.12,313.80,325.04,330.86,339.34,339.90,356.22,369.23,387.84,375.92,376.30,368.42,366.12,356.92,344.15,332.56,327.78,322.73,319.91,319.93,317.50,317.42,310.82,303.21,302.85,302.26,309.15,314.06,317.94,318.67,327.10,341.66,357.04,364.11,378.83,385.58,394.93,423.05,438.51,457.57,445.93,437.02,432.47,431.71,431.99,421.77,420.08,412.81,415.12,422.86,422.16,422.93,417.37,417.12,413.47,408.54,405.97,415.70,419.38,397.12,374.75,361.05,356.75,342.71,337.98,334.52,326.46,322.15,329.50,315.57,339.24,352.40,376.08,398.00,L5
2004-01-19 22:06:35+00:00,340.94,340.79,336.25,329.73,328.52,317.40,318.10,312.96,312.51,315.23,311.12,313.80,325.04,330.86,339.34,342.08,353.60,366.15,380.73,372.65,368.99,364.86,360.88,353.56,344.15,332.56,327.78,322.73,312.40,313.56,312.36,311.23,306.84,303.44,303.67,305.75,311.16,316.73,321.37,325.26,331.60,341.03,351.09,360.96,379.49,385.58,394.93,417.67,433.33,450.51,440.24,435.40,432.73,433.02,429.75,423.15,419.73,413.01,409.24,415.40,417.39,422.93,417.37,411.77,410.31,408.18,409.88,416.15,421.00,400.40,378.97,365.33,355.66,340.88,334.80,334.52,326.46,321.85,325.33,324.12,343.31,359.63,380.30,405.77,L7
2004-03-23 22:06:52+00:00,340.67,340.79,336.25,329.73,328.52,317.40,318.10,312.96,312.51,305.96,304.82,308.03,316.50,324.72,326.67,335.81,348.45,360.20,374.75,366.32,361.61,356.40,351.50,346.14,333.44,323.58,318.62,306.42,304.10,305.05,301.28,300.81,306.84,303.44,303.67,304.15,307.91,314.11,318.03,323.73,329.16,337.11,347.26,357.61,372.44,377.86,388.77,417.67,433.33,450.51,440.24,435.40,432.73,433.02,429.75,423.15,419.73,408.08,409.24,415.40,417.39,422.93,417.37,411.77,410.31,408.18,409.88,416.15,421.00,400.40,378.97,365.33,348.11,332.65,327.50,321.63,315.14,316.10,319.27,324.12,343.31,356.27,380.30,405.77,L7
2004-05-26 22:06:45+00:00,335.18,332.42,325.48,321.81,320.05,308.95,308.92,305.10,308.25,304.93,303.96,306.58,315.32,324.72,326.67,335.81,348.45,360.26,373.73,366.55,361.05,355.89,349.93,345.41,333.57,323.04,317.59,307.74,303.64,302.90,299.40,298.70,302.49,299.99,301.15,302.31,306.55,314.11,318.03,323.73,327.71,336.31,345.31,355.45,369.78,374.99,387.20,417.67,433.33,450.51,440.24,435.40,432.73,433.02,429.75,423.15,419.73,408.08,409.24,415.40,417.39,422.93,417.37,411.77,410.31,404.14,406.97,413.33,416.69,396.60,378.97,365.33,345.95,332.65,327.50,321.63,315.14,316.10,319.27,324.12,343.31,356.27,380.30,405.77,L7
2004-06-11 22:06:38+00:00,329.89,325.54,319.13,311.85,309.98,302.68,302.19,302.20,303.57,303.03,303.03,304.19,312.76,318.47,323.47,333.33,345.58,358.43,371.63,365.39,359.45,354.49,348.97,343.76,332.48,322.48,318.47,307.74,303.64,302.90,299.40,297.66,299.64,298.23,299.26,301.30,305.10,312.78,316.45,321.29,325.85,334.34,343.25,352.36,367.73,373.23,386.81,417.67,433.33,450.51,438.25,433.77,428.87,427.07,422.09,417.82,415.81,408.72,407.03,409.17,411.19,410.70,411.25,411.77,410.31,402.03,404.14,410.51,415.42,397.74,378.61,357.53,344.96,331.20,324.47,317.88,313.06,316.10,319.27,324.12,343.31,356.27,380.30,405.77,L7
2004-06-19 21:59:10+00:00,324.75,321.20,314.33,308.32,306.07,299.48,297.19,295.88,298.16,298.97,298.26,299.86,307.57,312.55,317.96,330.15,340.96,354.25,367.80,362.72,355.70,350.25,344.66,338.77,326.80,317.41,312.39,301.98,298.79,297.82,295.30,294.20,294.61,294.05,295.58,298.17,302.29,308.63,312.80,317.41,325.85,334.34,343.25,352.36,367.73,373.23,386.81,417.67,433.33,450.51,438.25,433.77,428.87,427.07,422.09,417.82,415.81,408.72,407.03,409.17,411.19,410.70,411.25,411.77,410.31,396.68,400.01,405.14,411.09,394.40,374.30,351.07,341.27,326.21,318.38,310.77,307.41,309.46,311.21,320.09,338.54,352.36,377.13,398.40,L5
2004-08-30 22:06:20+00:00,316.66,308.13,299.72,294.04,298.44,296.94,292.16,293.13,294.69,294.48,294.81,297.00,303.49,309.15,316.46,328.45,337.88,349.91,363.22,359.84,351.04,343.91,336.63,331.59,323.18,314.26,309.45,298.14,295.46,287.33,283.92,285.69,286.47,288.96,291.05,295.00,299.37,305.36,311.37,317.80,324.78,330.41,338.52,348.75,361.93,373.62,388.44,415.41,433.12,,434.28,431.59,423.43,420.16,415.95,412.79,412.36,407.18,405.56,403.40,403.51,404.72,407.46,411.42,,389.02,396.79,398.83,406.88,392.68,370.12,339.94,336.18,322.21,312.93,306.81,303.52,302.47,297.08,312.01,329.00,345.08,370.78,383.64,L7
2005-04-03 22:04:40+00:00,346.01,338.54,335.24,327.12,330.01,331.88,326.07,328.02,314.79,314.01,319.60,324.92,330.08,336.25,346.68,352.51,362.49,368.15,384.32,387.41,378.01,364.68,357.90,353.26,345.91,336.09,331.06,322.97,319.74,316.91,319.08,317.83,316.63,315.63,311.01,317.36,319.86,325.71,328.91,339.05,339.79,345.32,355.32,367.14,377.05,392.98,405.12,421.51,438.51,455.93,449.88,441.71,431.28,424.13,420.25,421.14,419.88,417.38,418.63,418.74,421.31,419.88,422.33,415.24,420.67,423.48,421.33,416.62,424.21,404.59,387.30,370.07,355.11,345.50,346.55,335.32,333.32,329.23,334.56,346.71,,,,,L5
2005-04-11 22:07:11+00:00,352.67,343.37,351.63,327.12,330.01,331.88,326.07,328.02,314.79,314.01,314.46,320.40,324.00,333.06,342.93,349.92,359.09,368.84,379.25,381.67,378.01,364.68,357.90,353.26,332.69,329.00,324.18,316.46,314.62,311.00,319.08,317.83,316.63,315.63,311.01,317.36,319.86,325.71,328.91,339.05,339.79,345.32,354.27,364.39,372.04,386.45,399.62,416.59,431.21,450.19,443.33,441.71,431.28,424.13,422.11,416.89,417.03,415.65,414.09,415.70,414.27,414.71,416.84,412.45,413.75,415.93,415.00,416.62,424.21,399.76,385.18,366.03,352.75,341.50,335.81,332.77,327.40,326.89,329.71,339.99,,,391.19,414.06,L7
2005-04-19 22:04:43+00:00,350.46,340.66,343.77,322.52,321.42,325.20,322.18,325.25,319.73,317.81,316.65,321.62,325.72,333.72,342.46,348.86,357.24,368.00,377.66,380.37,370.04,359.23,353.89,351.07,336.02,331.08,325.06,317.59,315.16,310.09,313.52,311.07,311.87,313.45,312.62,316.45,321.12,325.52,327.49,335.81,337.80,344.34,352.73,361.88,371.55,385.56,399.71,415.98,431.75,449.46,440.85,438.21,429.45,424.75,423.26,417.01,415.80,415.54,413.65,413.63,413.95,414.28,415.99,413.06,412.75,414.02,416.19,419.94,425.79,402.53,385.45,365.74,353.66,340.02,333.96,330.02,328.48,327.69,331.23,341.11,361.24,381.87,392.93,418.90,L5
2005-06-06 22:05:05+00:00,342.28,334.44,336.25,317.43,317.72,320.83,320.24,321.63,317.46,314.99,313.66,318.06,321.83,328.08,335.43,343.08,351.69,361.92,372.11,374.27,361.02,351.80,348.40,347.12,336.39,330.11,323.36,315.51,310.80,303.08,302.30,301.37,302.74,305.65,307.48,310.02,314.41,320.20,323.13,331.71,333.39,340.70,349.59,357.73,368.57,381.08,395.02,411.71,425.95,443.23,434.38,430.04,421.69,419.13,420.02,414.46,414.60,412.75,410.87,411.31,413.62,411.48,413.25,410.15,407.67,409.50,410.67,412.96,418.00,398.35,381.22,363.73,350.02,336.80,331.33,326.66,324.84,321.91,331.23,341.11,361.24,381.87,392.93,418.90,L5
2005-06-14 22:07:02+00:00,339.17,336.10,336.25,317.43,317.72,320.83,320.24,321.63,317.46,314.99,310.88,316.05,320.05,325.70,333.64,341.52,349.22,359.71,370.20,372.53,357.76,349.67,345.78,343.68,334.81,329.02,321.46,313.29,309.06,301.42,299.12,301.07,302.74,305.65,307.48,310.02,313.27,319.58,322.09,329.53,332.57,340.72,348.96,357.09,367.50,379.88,392.96,410.04,425.05,441.35,433.41,430.04,421.69,419.13,417.94,413.61,414.24,411.76,410.64,410.42,411.81,409.34,409.98,407.36,405.83,406.87,407.89,412.96,417.65,397.82,378.76,362.58,349.12,338.42,329.42,325.49,323.90,321.45,331.23,341.11,361.24,381.87,392.93,418.90,L7
2005-07-08 22:05:15+00:00,334.30,331.49,330.36,314.70,314.67,316.68,315.53,315.41,312.17,308.75,308.17,313.03,317.38,322.76,330.03,338.93,346.76,356.44,366.98,367.27,355.06,346.32,342.76,338.89,332.55,325.37,317.76,309.84,305.20,295.38,291.62,293.42,292.38,296.15,299.74,302.81,308.74,314.92,317.29,324.86,328.89,337.04,345.90,354.64,365.78,377.01,385.97,410.04,425.05,441.35,424.88,417.74,410.46,412.15,414.01,409.84,410.65,407.68,406.43,406.64,408.18,407.32,407.75,407.36,405.83,406.87,407.89,412.96,417.65,397.82,378.76,362.58,349.12,338.42,329.42,325.49,323.90,321.45,331.23,341.11,361.24,381.87,392.93,418.90,L5
2005-07-24 22:05:27+00:00,332.02,329.51,327.27,313.88,313.94,314.73,314.97,313.01,310.63,307.36,307.66,311.55,316.30,322.18,329.55,338.30,346.64,355.56,365.65,363.31,352.96,344.74,341.30,337.37,332.13,324.57,316.43,308.61,304.15,294.65,290.22,291.41,290.76,294.76,297.96,300.76,305.43,312.70,315.63,322.39,325.45,330.72,342.16,351.59,363.25,375.96,385.32,408.92,422.86,438.01,423.06,415.35,409.11,410.10,412.46,409.30,410.41,407.31,406.25,406.03,407.08,406.22,406.78,405.66,401.72,403.86,405.83,410.05,415.03,395.35,374.73,360.97,348.19,336.50,327.51,324.33,323.24,319.19,325.31,334.32,347.22,363.36,385.83,414.69,L5
2005-09-26 22:05:42+00:00,328.58,325.92,325.24,313.01,312.03,311.19,311.59,310.47,309.24,306.79,307.63,311.58,316.11,321.99,329.67,338.11,347.09,356.08,366.50,364.13,352.59,344.27,341.19,337.55,333.09,325.37,317.75,309.30,303.99,294.94,290.70,291.59,290.60,294.50,297.37,300.45,305.15,312.73,316.64,323.87,326.96,331.43,342.16,351.86,363.51,377.15,387.30,409.48,423.28,439.00,425.05,418.91,413.82,413.59,414.05,411.13,411.75,409.07,407.73,406.67,407.37,406.38,406.90,405.16,401.36,402.81,405.41,409.25,413.82,394.56,374.32,360.72,347.77,336.79,327.58,324.19,323.34,318.79,323.99,333.76,349.58,363.12,386.76,417.30,L5
2006-02-09 22:07:38+00:00,311.75,307.03,312.41,309.07,305.00,299.89,297.15,300.40,302.28,303.87,305.18,311.48,313.95,317.53,326.42,335.45,346.29,360.03,371.34,367.44,351.07,341.93,337.36,335.38,334.18,330.93,327.01,314.11,302.54,296.66,293.83,292.72,290.86,292.38,294.08,300.43,303.45,310.07,318.15,327.25,330.45,333.76,341.70,350.99,365.10,385.44,401.11,410.12,425.80,444.38,436.22,431.12,429.82,425.06,418.79,418.65,415.19,415.11,412.75,408.20,407.40,407.53,407.77,405.51,404.42,404.47,409.02,410.58,416.42,394.99,376.85,364.66,349.11,340.56,329.74,327.00,323.96,319.68,319.52,332.26,351.37,362.65,385.00,414.90,L7
2006-05-16 22:07:40+00:00,318.68,316.76,315.58,314.93,307.51,306.32,299.61,303.06,302.27,303.83,303.49,306.64,312.40,316.72,325.35,333.56,345.95,360.87,371.91,368.59,357.09,345.58,337.47,334.31,329.14,322.15,310.84,290.72,293.85,288.46,287.61,285.89,291.89,291.61,293.77,301.97,302.68,307.07,313.63,321.80,324.88,331.85,341.26,348.27,364.88,,,407.40,425.77,443.81,433.49,425.57,422.26,419.06,412.38,413.34,409.30,408.84,407.40,405.22,405.42,,,408.81,409.67,412.44,415.17,415.12,425.04,400.15,381.85,370.15,352.99,342.55,331.44,330.66,,322.92,320.37,333.01,348.43,362.66,380.44,404.66,L7
2006-07-03 22:07:28+00:00,311.61,307.23,308.52,307.37,299.87,300.52,301.28,303.06,302.27,303.83,303.49,306.64,312.40,311.94,320.90,328.72,342.46,356.56,366.11,365.15,352.82,343.67,334.53,330.98,325.08,315.35,304.61,288.70,289.41,284.57,283.54,281.87,284.35,285.15,293.77,301.97,302.68,301.35,304.99,311.88,315.36,324.56,334.44,343.06,354.44,360.40,369.23,395.80,413.62,432.26,423.84,417.19,422.26,419.06,412.38,400.30,395.62,394.46,398.25,405.22,405.42,,,408.81,409.67,412.44,415.17,400.12,425.04,400.15,364.66,352.61,335.56,324.09,314.99,313.81,288.70,301.41,320.37,333.01,348.43,362.66,380.44,404.66,L7
2006-08-12 22:10:59+00:00,309.17,305.28,305.18,303.15,299.87,298.75,306.02,304.51,305.85,296.27,303.45,304.21,314.20,313.55,320.61,326.92,339.11,351.55,363.49,359.49,344.04,344.29,334.70,330.08,322.62,313.57,303.40,290.53,285.31,281.14,280.09,278.98,267.29,278.70,276.46,288.05,297.12,298.90,298.16,307.36,308.85,317.28,327.62,337.86,344.01,360.40,369.23,384.21,401.46,420.72,414.19,408.82,,,,387.26,381.94,380.09,389.09,,,,,,,,,385.12,,394.69,357.78,335.06,318.13,305.63,298.54,296.96,288.70,279.90,,325.01,344.35,359.81,372.15,395.65,L5
2006-09-21 22:07:05+00:00,309.17,305.28,305.18,303.15,299.87,298.75,306.02,304.51,305.85,296.27,303.45,304.21,314.20,313.55,320.61,326.92,339.11,351.55,363.49,359.49,344.04,344.29,334.70,330.08,322.62,313.57,303.40,293.54,287.80,283.35,281.80,280.44,274.54,283.35,286.02,288.05,297.12,298.90,304.48,312.23,314.82,324.96,335.38,344.43,354.83,367.12,379.34,393.33,410.36,426.94,421.04,415.36,410.71,,,387.26,396.29,394.18,397.89,399.18,400.85,406.24,407.18,404.29,402.02,398.52,399.27,396.99,416.28,394.69,364.48,347.01,332.32,318.82,306.97,307.03,302.29,295.57,314.42,327.25,342.97,358.76,372.15,401.04,L7
2006-12-02 22:12:34+00:00,309.19,307.23,302.84,291.87,301.87,301.78,305.18,305.31,305.94,299.62,308.04,311.62,322.48,317.75,326.12,334.08,345.37,357.91,368.92,369.08,353.55,356.39,348.77,340.29,331.11,322.05,312.98,304.64,297.92,294.46,292.40,291.62,287.82,297.33,299.25,308.57,312.94,310.39,315.09,323.32,326.25,338.67,351.75,361.43,371.26,367.12,379.34,393.33,410.36,426.94,421.04,415.36,410.71,,458.69,422.60,416.50,394.18,397.89,428.20,400.85,406.24,407.18,404.29,402.02,398.52,399.27,396.99,416.28,394.69,364.48,347.01,332.32,318.82,306.97,307.03,302.29,295.57,314.42,327.25,342.97,358.76,372.15,401.04,L5
2006-12-10 22:07:44+00:00,312.75,311.08,305.80,296.26,302.84,300.87,305.44,302.19,305.54,299.62,308.04,311.62,322.48,317.91,327.10,334.53,345.69,359.11,368.32,368.50,354.31,352.57,345.89,340.75,331.53,322.26,314.61,305.59,297.76,294.53,292.62,291.43,290.86,297.79,301.93,308.57,312.94,312.19,317.32,324.24,328.49,339.65,351.41,360.18,371.36,370.26,383.98,397.97,415.75,431.99,424.99,419.95,419.16,,440.30,421.60,417.39,403.18,406.10,425.73,405.73,406.26,406.50,406.70,404.11,401.65,401.71,402.21,416.28,394.69,368.68,352.20,337.62,322.85,310.61,310.62,304.68,302.03,316.61,327.49,342.79,358.76,372.15,402.86,L7
2007-07-22 22:07:45+00:00,295.54,294.76,291.10,288.50,283.46,285.28,292.79,296.47,298.52,299.69,295.93,292.12,296.85,303.06,320.31,320.77,335.49,344.20,355.63,357.72,347.88,342.93,333.43,,,,302.48,297.81,287.15,288.09,283.80,283.15,279.44,287.46,291.02,294.21,297.34,299.86,307.63,312.88,319.68,326.84,331.61,,,,384.15,399.52,420.50,437.13,428.83,423.14,417.54,413.47,412.98,408.91,404.84,404.29,398.53,,,398.72,400.49,397.74,397.65,394.32,402.10,414.71,421.30,396.54,366.18,360.97,350.31,333.85,,310.67,316.22,320.26,,,,,,,L7
