dates,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083,satname
2002-03-18 22:06:22+00:00,,,,,,,323.96,322.30,328.70,322.26,330.44,322.31,314.43,312.00,330.56,343.46,355.80,370.61,379.96,374.98,366.30,360.49,352.19,347.61,339.14,333.84,328.43,316.39,305.34,299.92,296.57,293.67,292.48,295.52,299.72,303.69,305.08,316.37,318.50,325.41,331.38,338.57,342.56,350.44,357.36,370.33,387.52,401.55,415.81,433.21,423.02,418.28,411.16,412.60,408.63,402.17,397.66,395.93,394.51,395.20,394.35,392.78,393.28,393.09,386.73,386.00,386.23,394.07,403.78,381.13,370.25,355.47,339.93,325.62,316.26,309.53,313.53,316.36,320.54,319.31,335.76,363.72,376.85,410.58,L7
2002-08-09 22:05:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,321.11,307.56,298.63,290.82,286.89,,,,,,,,,,,,,,,,,,,,384.00,401.90,415.11,410.49,401.54,396.38,396.08,397.00,391.69,385.11,381.62,377.06,377.26,377.30,376.37,382.09,371.24,371.30,364.88,371.14,373.95,376.32,358.99,343.37,325.82,310.68,302.92,297.74,296.06,294.20,290.69,296.57,306.47,317.24,329.89,347.17,382.86,L7
2003-12-26 21:56:18+00:00,347.54,350.01,343.48,334.41,337.91,317.40,318.10,312.96,312.51,315.23,311.12,313.80,325.04,330.86,340.18,339.90,356.22,369.90,388.57,376.22,377.13,369.15,366.71,357.59,344.74,333.59,329.04,323.27,320.45,320.66,318.17,318.15,311.65,303.88,304.11,303.52,310.41,314.73,319.20,319.34,327.77,342.39,357.88,364.84,379.50,386.17,396.19,423.72,439.18,458.70,447.19,438.49,433.40,432.44,431.99,422.21,420.52,412.81,415.12,422.86,422.16,422.93,417.37,418.07,414.01,408.54,405.97,415.70,420.11,397.85,374.75,361.05,356.75,342.71,337.04,334.52,326.46,322.15,329.50,315.57,340.69,352.40,376.08,398.00,L5
2004-01-19 22:06:35+00:00,334.33,331.58,329.03,325.05,319.13,,,,,,,,,,,344.26,350.97,362.92,373.45,369.33,361.49,361.14,355.51,350.06,,,,,304.77,307.03,307.06,304.87,302.67,303.52,304.20,308.97,312.89,319.25,324.52,331.70,335.95,340.24,344.94,357.65,379.99,,,412.14,428.00,443.21,434.27,433.46,432.78,434.17,427.50,424.43,419.28,413.22,403.36,407.94,412.62,,,406.21,407.03,407.82,413.78,416.60,422.45,403.53,383.19,369.60,354.57,339.06,331.81,,,321.55,321.16,332.68,347.05,366.87,384.53,413.55,L7
2004-03-23 22:06:52+00:00,340.15,,,,,,,,,296.69,298.53,302.26,307.96,318.57,314.78,323.27,338.17,348.91,363.48,353.93,347.63,340.16,333.29,331.91,323.28,315.56,310.63,290.61,288.01,288.72,279.74,280.67,,,,302.13,302.59,309.48,312.53,321.29,324.90,329.95,340.38,351.59,358.97,370.70,383.79,,,,,,,,,,,398.21,,,,,,,,,,,,,,,333.02,316.19,312.04,308.74,303.82,304.59,307.15,,,349.54,,,L7
2004-05-26 22:06:45+00:00,318.71,315.68,303.94,305.98,303.11,300.51,299.73,297.24,303.98,302.88,302.24,303.69,312.95,,,,,360.35,370.59,367.18,359.27,354.28,345.13,343.12,333.76,321.81,315.37,310.31,302.18,296.37,293.69,292.26,293.68,292.99,295.95,296.58,302.27,,,,323.26,333.83,339.35,348.87,361.69,369.16,383.89,,,,,,,,,,,,,,,,,,,396.05,401.17,407.69,407.97,388.88,,,339.48,,,,,,,,,,,,L7
2004-06-11 22:06:38+00:00,308.71,304.88,300.09,281.97,279.75,290.14,288.74,296.39,294.23,297.34,300.24,297.00,305.09,305.98,316.47,325.89,336.94,350.62,362.69,360.54,352.47,348.38,344.75,336.70,328.80,320.06,320.20,,,,,292.97,290.51,292.48,292.71,296.37,298.43,308.32,310.83,313.48,317.92,325.92,334.43,339.48,359.06,367.55,384.74,,,,433.39,429.47,420.50,414.66,406.78,406.86,407.66,410.65,402.61,396.71,398.78,398.47,405.14,,,395.70,395.66,402.04,411.08,400.66,377.90,341.95,341.00,326.83,316.02,310.39,308.89,,,,,,,,L7
2004-06-19 21:59:10+00:00,299.06,303.84,295.13,294.18,290.45,289.88,282.18,276.93,281.93,282.71,279.19,282.57,286.83,294.80,301.94,317.44,322.49,333.79,349.10,349.57,337.42,329.46,323.45,314.18,304.40,297.77,288.82,285.02,279.70,277.92,279.25,277.39,275.00,277.70,281.57,283.26,288.99,292.45,298.95,302.32,,,,,,,,,,,,,,,,,,,,,,,,,,375.31,383.45,383.65,394.24,381.48,361.37,331.70,322.80,306.28,293.48,289.45,290.48,289.54,287.02,312.01,329.86,340.61,370.78,383.64,L5
2004-08-30 22:06:20+00:00,,,,,320.43,307.24,297.99,301.96,298.61,292.78,293.83,299.50,304.64,317.25,333.82,347.19,353.93,356.71,371.19,368.35,359.48,348.23,337.28,332.89,326.44,317.38,313.80,307.67,313.01,,,,,292.89,294.39,298.26,306.17,312.10,324.94,335.05,333.47,332.46,340.50,355.56,368.44,387.46,402.21,415.80,433.51,,,433.53,426.24,425.59,425.13,418.67,417.00,412.67,408.52,410.09,408.25,410.97,409.78,411.97,,,406.86,401.93,414.48,399.97,371.10,346.18,344.58,339.53,328.86,318.65,310.91,313.27,,,,,,,L7
2005-04-03 22:04:40+00:00,346.01,338.54,335.24,327.12,330.01,331.88,326.07,328.02,314.79,314.01,319.60,324.92,330.08,336.25,346.20,352.51,362.49,367.77,383.89,387.24,377.54,364.25,357.56,352.88,345.57,335.50,330.34,322.66,319.43,316.48,318.70,317.40,316.15,315.25,310.29,316.64,319.14,325.33,328.19,338.67,339.41,344.89,354.85,366.71,376.67,392.64,404.40,421.13,438.13,455.28,449.16,440.86,430.74,423.70,420.25,420.88,419.62,417.38,418.63,418.74,421.31,419.88,422.33,414.69,420.36,423.48,421.33,416.62,423.78,404.16,387.30,370.07,355.11,345.50,347.10,335.32,333.32,329.23,334.56,346.71,,,,,L5
2005-04-11 22:07:11+00:00,359.34,348.19,368.02,,,,,,,,309.32,315.88,317.92,329.86,339.93,347.33,355.69,370.12,374.84,376.19,,,,,320.01,322.85,318.42,310.43,310.00,305.76,,,,,,,,,,,,,353.98,362.31,367.62,380.46,395.25,412.25,424.50,445.48,437.91,,,,423.97,413.04,414.59,413.93,409.55,412.66,407.23,409.54,411.35,410.51,407.33,408.37,408.67,,,395.61,383.05,361.99,350.39,337.50,324.23,330.23,321.48,324.55,324.86,333.27,,,391.19,414.06,L7
2005-04-19 22:04:43+00:00,346.02,335.24,328.04,317.93,312.83,318.53,318.29,322.49,324.66,321.60,321.03,324.06,329.15,335.06,341.18,346.73,353.53,366.05,374.16,377.64,361.72,353.46,349.64,348.61,342.44,334.78,326.29,319.63,315.99,307.96,307.68,303.99,306.75,311.00,313.69,315.01,321.85,325.05,325.54,332.28,335.52,343.04,349.28,356.55,370.29,383.54,399.37,414.50,432.55,447.52,435.37,434.08,427.22,425.04,425.57,417.07,413.14,415.31,412.77,409.50,413.31,413.41,414.28,413.88,410.51,410.21,418.57,423.25,427.05,407.74,385.99,365.16,355.48,337.06,330.66,324.52,330.64,329.30,334.26,343.36,360.62,381.87,394.66,423.75,L5
2005-06-06 22:05:05+00:00,317.76,315.80,313.72,307.25,310.33,312.07,316.35,314.37,312.93,309.35,304.70,307.37,310.19,311.14,314.52,325.76,335.05,343.85,355.66,356.05,343.19,337.12,337.56,339.38,337.64,327.45,318.57,309.41,297.86,282.22,280.01,282.14,284.69,290.20,297.50,297.45,301.28,309.73,314.71,323.68,324.73,333.59,340.38,345.46,359.81,367.76,381.25,399.05,408.73,424.80,415.25,414.04,406.38,408.07,410.31,406.92,411.08,404.37,402.53,404.33,412.63,403.09,405.06,401.64,392.57,395.92,394.10,399.00,402.59,386.00,368.53,357.70,339.10,327.13,323.20,316.59,313.93,304.54,,,,,,,L5
2005-06-14 22:07:02+00:00,326.70,342.71,,,,,,,,,299.73,308.04,312.93,316.21,326.29,335.29,339.32,350.67,362.38,365.52,347.77,343.11,337.77,333.19,328.35,324.44,313.56,304.27,301.99,294.59,289.41,300.00,,,,,309.56,317.54,318.66,322.82,329.97,340.59,346.23,354.34,363.02,374.94,384.43,403.22,421.26,433.56,429.26,,,,409.62,410.11,412.72,407.82,409.70,406.89,404.58,400.79,396.90,395.97,398.32,396.38,396.79,,416.44,395.51,368.92,357.98,345.50,344.91,322.01,320.81,320.11,319.61,,,,,,,L7
2005-07-08 22:05:15+00:00,309.94,308.47,306.77,306.50,305.53,304.25,301.42,296.76,296.28,290.05,294.61,297.90,303.98,308.06,312.48,325.98,334.50,340.55,351.32,341.15,344.79,333.38,331.03,320.16,321.59,307.73,300.02,292.90,286.21,265.65,262.06,263.28,261.82,268.05,277.29,281.94,291.41,296.72,298.88,306.60,314.57,322.79,331.13,342.82,357.62,363.05,351.76,,,,382.95,381.73,377.35,391.68,394.33,391.23,392.99,387.24,385.37,387.75,390.00,397.23,396.61,,,,,,,,,,,,,,,,,,,,,,L5
2005-07-24 22:05:27+00:00,318.39,317.65,311.83,310.58,310.99,306.91,312.72,303.43,304.50,301.79,304.63,302.65,309.85,318.71,327.44,334.47,345.92,350.86,358.33,339.81,343.20,337.52,334.54,330.33,330.16,320.72,309.63,301.77,298.37,290.96,283.82,282.01,285.00,289.84,292.01,293.75,290.02,302.17,308.50,310.68,308.88,299.81,320.46,334.00,348.68,370.20,382.60,403.89,412.52,422.37,413.33,407.19,404.58,402.55,403.14,406.48,409.38,405.11,405.17,402.33,400.53,399.61,400.93,398.02,381.68,388.82,395.54,401.32,405.20,383.65,354.60,352.95,343.59,326.90,317.07,318.54,319.97,307.90,307.58,313.94,334.53,344.84,371.65,406.26,L5
2005-09-26 22:05:42+00:00,304.52,300.75,313.06,308.67,302.48,293.47,294.70,297.75,302.29,303.91,307.40,311.82,314.77,320.62,330.13,336.78,350.21,359.38,372.06,369.68,349.98,341.06,340.25,338.36,339.56,330.42,326.39,313.84,302.57,296.61,293.22,292.32,289.41,292.82,293.77,298.27,302.83,312.61,322.06,332.37,335.70,335.31,341.74,353.33,364.99,385.15,400.49,412.50,425.51,444.39,438.33,435.95,436.92,430.69,425.20,423.74,420.87,421.37,418.11,411.18,409.39,407.53,407.77,401.74,398.90,396.49,402.87,406.04,407.43,389.45,371.84,359.18,345.23,338.56,328.50,323.35,323.96,316.43,318.67,331.52,353.60,362.64,389.55,425.14,L5
2006-02-09 22:07:38+00:00,318.99,313.32,311.76,309.47,307.51,306.32,299.61,303.06,302.27,303.83,302.96,311.14,313.14,314.45,322.15,334.13,342.38,360.24,370.12,365.00,351.62,342.30,334.07,331.97,328.40,,,,302.16,296.21,293.99,292.61,291.75,291.50,293.56,301.76,303.24,307.10,313.42,321.69,324.77,331.72,341.12,348.14,364.77,,,407.29,425.66,443.62,433.28,425.32,422.10,418.93,412.38,413.26,409.22,408.84,407.40,405.22,405.42,,,408.66,409.58,412.44,415.17,415.12,424.91,400.02,381.85,370.15,352.99,342.55,331.60,330.66,,322.92,320.37,333.01,348.18,362.66,380.44,404.66,L7
2006-05-16 22:07:40+00:00,318.36,320.20,319.40,320.39,,,,,,,304.01,302.15,311.66,318.98,329.00,332.99,349.52,361.85,374.10,372.33,363.01,349.26,341.20,337.01,330.21,322.89,311.74,291.11,285.84,281.12,281.58,279.57,,,,,302.81,307.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2006-07-03 22:07:28+00:00,297.49,288.17,294.39,292.24,292.22,294.72,302.95,,,,,,,302.39,311.73,319.05,335.47,347.75,354.26,358.17,344.03,339.62,328.45,324.11,316.77,308.22,297.98,286.50,280.35,276.53,275.20,273.59,276.54,278.49,,,,289.71,295.94,301.76,305.62,317.04,327.36,337.62,343.80,360.21,368.83,384.00,401.25,420.36,413.79,408.35,,,,387.12,381.80,380.09,389.09,,,,,,,,,385.12,,,347.47,335.06,318.13,305.63,298.84,296.96,288.70,279.90,,,,,,,L7
2006-08-12 22:10:59+00:00,311.66,307.47,301.76,296.82,307.51,302.79,309.09,304.51,305.85,296.27,302.90,306.28,316.74,319.27,322.24,328.73,332.35,345.96,363.15,348.38,326.24,,,330.04,321.72,311.04,302.23,294.74,290.49,286.80,284.39,284.80,258.60,,277.70,289.29,293.58,300.50,301.22,313.39,312.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.43,368.09,,,,,,,,,325.01,345.79,359.81,372.15,395.65,L5
2006-09-21 22:07:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.67,295.36,290.15,287.04,284.98,289.21,288.12,295.82,,,,317.35,322.11,326.90,332.80,343.31,351.14,365.77,373.97,389.69,402.58,419.37,433.38,428.13,422.19,410.90,,,,410.73,408.28,406.69,399.18,400.85,406.24,407.18,404.47,402.12,398.52,399.27,408.85,416.43,,377.89,358.97,346.51,332.02,315.22,317.11,315.89,311.24,314.42,329.50,341.87,357.71,,406.44,L7
2006-12-02 22:12:34+00:00,318.43,326.04,312.36,286.56,305.89,307.84,303.49,306.10,306.02,302.96,313.19,316.97,328.21,331.58,344.62,354.46,368.28,380.18,389.53,400.78,390.60,372.62,368.65,366.90,354.98,347.16,339.05,334.90,325.72,324.72,323.26,323.44,327.32,325.01,325.18,328.57,333.03,341.14,346.42,356.30,360.24,365.78,384.14,395.12,403.86,,,,,,,,,,458.69,457.76,456.74,,,457.22,,,,,,,,,,,,,,,,,,,,,,,,,L5
2006-12-10 22:07:44+00:00,323.42,322.65,314.68,309.44,305.75,298.13,306.23,295.95,304.74,,,,,318.42,330.33,335.87,346.66,362.94,366.79,366.84,356.90,345.20,340.35,342.35,333.00,323.23,319.94,309.58,297.31,295.08,293.75,290.93,303.28,299.40,310.41,,,317.80,326.65,328.18,337.68,342.87,350.67,356.69,371.89,376.75,393.71,407.46,426.78,442.48,433.32,429.65,427.94,,421.91,419.77,420.24,421.17,422.51,420.78,410.61,406.29,405.82,409.44,406.39,404.79,404.15,412.67,,,381.26,362.56,348.23,330.90,317.57,317.80,309.44,314.95,318.79,327.95,342.96,,,406.48,L7
2007-07-22 22:07:45+00:00,295.54,294.76,291.10,288.50,283.46,285.28,292.79,296.47,298.52,299.69,295.93,292.12,296.85,303.06,320.00,320.77,335.49,343.95,355.35,357.60,347.56,342.65,333.20,,,,302.00,297.61,286.95,287.81,283.55,282.87,279.12,287.21,290.54,293.73,296.86,299.61,307.15,312.63,319.43,326.56,331.30,,,,383.67,399.27,420.25,436.70,428.35,422.58,417.18,413.19,412.98,408.74,404.67,404.29,398.53,,,398.72,400.49,397.38,397.45,394.32,402.10,414.71,421.02,396.26,366.18,360.97,350.31,333.85,,310.67,316.22,320.26,,,,,,,L7
2007-08-07 22:07:40+00:00,275.71,278.78,270.94,263.91,259.21,268.06,274.72,280.04,279.05,283.08,286.20,285.06,289.62,,,,,337.41,346.89,353.68,341.11,338.67,327.01,317.00,316.03,311.02,304.26,304.94,277.52,271.96,274.28,278.96,273.47,274.85,277.11,283.11,285.67,,,,305.15,312.53,327.25,333.12,344.76,354.92,360.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2007-09-16 22:10:40+00:00,303.09,297.18,294.32,286.97,293.36,287.34,292.27,295.17,292.92,290.06,295.00,295.05,289.53,304.30,312.52,319.49,334.65,344.74,357.23,350.35,339.92,339.71,328.09,329.09,321.75,321.04,319.63,303.45,297.38,280.39,280.02,278.12,278.82,284.70,285.58,285.35,298.62,301.78,303.34,311.05,315.17,322.20,336.00,358.46,371.41,388.58,391.91,402.36,426.02,451.19,434.05,434.60,433.35,423.70,427.73,410.24,405.33,423.88,428.45,401.50,411.52,420.83,411.53,404.27,399.55,403.46,417.55,419.20,412.58,417.48,374.88,358.56,349.73,324.56,328.25,336.11,312.94,297.58,,,,,,,L5
2007-10-02 22:10:31+00:00,289.81,285.34,280.79,272.09,283.31,284.83,289.21,283.84,283.70,278.45,280.84,291.41,300.01,282.12,279.48,308.26,332.88,340.83,347.07,354.21,344.52,328.97,325.69,319.17,,,,,,,,,,,,,292.01,300.60,308.66,312.24,313.19,318.12,338.42,342.90,348.20,357.87,369.42,383.53,417.10,427.31,415.92,409.39,421.90,415.40,402.85,400.41,395.30,405.17,405.60,398.51,387.07,390.26,390.33,386.20,386.39,389.37,390.85,398.35,400.61,389.55,364.79,353.18,339.98,329.59,314.89,308.94,307.96,,,,,,,,L5
2007-11-27 22:07:48+00:00,321.52,317.15,307.17,306.94,312.67,309.77,304.28,318.41,,,,,,320.12,325.73,333.11,343.73,348.33,369.49,353.21,352.99,345.55,347.66,341.52,330.37,322.27,315.57,309.54,302.65,297.23,293.67,289.17,293.69,290.18,,,306.52,309.95,314.23,322.85,327.76,333.75,340.26,351.76,363.03,370.26,392.72,403.74,416.66,442.59,436.34,432.33,,,426.01,415.42,411.41,413.34,412.38,415.74,413.92,412.21,412.08,407.53,404.88,407.87,404.75,417.68,419.14,400.40,385.55,366.58,346.12,345.13,326.74,330.48,317.57,311.37,317.13,335.88,357.33,363.93,380.76,404.61,L7
2008-04-03 22:07:44+00:00,311.19,300.04,298.70,290.86,285.54,288.23,292.37,,,,,,,300.81,313.89,321.31,337.73,343.32,,357.45,344.00,337.17,328.52,321.59,313.56,306.56,300.72,292.31,287.32,280.77,280.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.71,,,,,,395.80,371.16,357.71,347.32,331.81,319.37,316.08,313.31,317.22,319.01,,,,,,L7
2008-05-05 22:07:38+00:00,318.36,313.13,303.72,306.16,302.08,296.13,295.27,295.85,293.07,289.86,296.53,293.87,297.75,303.52,314.53,324.02,329.18,340.72,349.58,337.76,339.49,328.35,326.25,315.04,,,,,,,,,,,,,274.28,291.62,291.95,298.64,308.53,320.21,325.06,334.75,,,,381.80,399.77,417.18,409.86,406.11,400.70,399.70,397.91,388.78,382.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
