dates,satname,nzd0004-0000,nzd0004-0001,nzd0004-0002,nzd0004-0003,nzd0004-0004,nzd0004-0005,nzd0004-0006,nzd0004-0007,nzd0004-0008,nzd0004-0009,nzd0004-0010,nzd0004-0011,nzd0004-0012,nzd0004-0013,nzd0004-0014,nzd0004-0015,nzd0004-0016,nzd0004-0017,nzd0004-0018,nzd0004-0019,nzd0004-0020,nzd0004-0021,nzd0004-0022,nzd0004-0023,nzd0004-0024,nzd0004-0025,nzd0004-0026,nzd0004-0027,nzd0004-0028,nzd0004-0029,nzd0004-0030,nzd0004-0031,nzd0004-0032,nzd0004-0033,nzd0004-0034,nzd0004-0035,nzd0004-0036,nzd0004-0037,nzd0004-0038,nzd0004-0039,nzd0004-0040,nzd0004-0041,nzd0004-0042,nzd0004-0043,nzd0004-0044,nzd0004-0045,nzd0004-0046,nzd0004-0047,nzd0004-0048,nzd0004-0049,nzd0004-0050,nzd0004-0051,nzd0004-0052,nzd0004-0053,nzd0004-0054,nzd0004-0055,nzd0004-0056,nzd0004-0057,nzd0004-0058,nzd0004-0059,nzd0004-0060,nzd0004-0061,nzd0004-0062,nzd0004-0063,nzd0004-0064,nzd0004-0065,nzd0004-0066,nzd0004-0067,nzd0004-0068,nzd0004-0069,nzd0004-0070,nzd0004-0071,nzd0004-0072,nzd0004-0073,nzd0004-0074,nzd0004-0075,nzd0004-0076,nzd0004-0077,nzd0004-0078,nzd0004-0079,nzd0004-0080,nzd0004-0081,nzd0004-0082,nzd0004-0083
2002-03-18 22:06:22+00:00,L7,,,,,,,308.96,309.80,315.06,310.72,321.07,314.42,306.93,302.62,321.19,335.13,347.47,362.28,371.14,369.42,356.92,351.67,344.30,339.28,331.25,326.34,320.10,308.89,297.84,291.10,288.24,284.85,283.10,287.19,291.39,295.36,296.75,308.04,310.17,317.08,323.05,329.75,333.18,341.62,349.03,362.44,379.19,393.22,407.48,425.32,414.69,410.78,404.02,403.78,399.26,395.35,390.84,389.11,387.37,385.20,385.53,382.07,382.57,383.09,379.23,376.62,378.73,385.74,394.96,372.31,361.43,346.65,330.55,314.91,306.89,297.99,301.99,306.36,309.83,308.60,323.26,351.22,366.14,399.87
2002-08-09 22:05:46+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,312.55,299.45,290.93,282.26,279.19,,,,,,,,,,,,,,,,,,,,375.44,393.34,407.00,401.93,393.84,389.05,387.02,387.37,384.69,378.11,374.62,369.73,366.99,368.24,365.37,371.09,360.97,363.60,355.25,363.44,365.39,367.26,349.93,334.31,316.76,301.05,291.92,288.11,284.21,282.35,280.42,285.57,295.47,304.41,317.06,336.17,371.86
2003-12-26 21:56:18+00:00,L5,322.43,321.76,320.88,309.30,309.66,292.29,295.50,294.13,291.96,297.85,297.00,301.91,313.74,316.73,326.05,327.34,343.66,357.34,375.28,367.85,363.01,355.86,354.82,345.03,332.85,322.29,316.48,311.97,309.15,307.37,305.61,304.86,297.53,291.32,291.55,290.96,297.85,302.17,306.64,306.78,315.21,329.10,343.75,351.55,366.94,374.28,383.63,411.16,426.62,446.81,434.63,427.19,422.64,419.15,417.86,411.94,410.25,402.54,404.36,407.79,408.87,406.79,401.23,403.00,402.71,394.41,394.67,403.14,406.82,384.56,361.46,347.76,342.63,326.57,322.91,317.14,309.08,307.08,313.36,299.43,321.86,333.57,359.94,381.86
2004-01-19 22:06:35+00:00,L7,339.89,337.83,334.03,330.61,325.38,,116.23,185.38,168.27,185.74,,,,,,347.04,353.75,365.70,376.39,371.18,364.61,364.08,358.14,352.84,,,,,307.27,309.97,309.84,307.81,305.79,306.30,306.98,311.75,315.67,322.03,327.30,334.48,338.73,343.18,348.07,360.59,382.77,,,414.92,430.78,445.84,437.05,435.96,435.16,437.11,430.63,426.70,421.55,415.49,405.74,411.27,415.56,,,409.54,409.53,410.95,416.28,419.38,425.39,406.47,386.13,372.54,357.70,342.63,334.94,,,324.88,324.73,336.25,351.22,371.04,388.10,417.12
2004-03-23 22:06:52+00:00,L7,316.59,188.94,188.39,179.38,153.92,100.85,130.87,,,280.38,285.28,291.10,297.36,305.32,301.53,311.49,326.39,337.13,351.01,346.08,334.38,327.69,322.13,320.13,312.12,304.96,298.85,280.01,277.41,276.25,267.96,268.20,,,,290.35,290.81,297.70,300.75,309.51,313.12,317.48,327.13,339.12,347.19,359.54,372.01,,,,,,,,,,,388.57,,,,,,,,,,,,,,,319.77,301.05,298.79,292.43,287.51,290.46,292.01,,,331.87,,
2004-05-26 22:06:45+00:00,L7,322.27,319.68,307.14,309.54,307.11,304.07,302.93,299.91,306.89,305.34,304.24,305.37,314.55,,,,,362.13,372.47,368.37,361.27,356.16,346.81,344.90,335.44,323.41,317.15,311.91,303.78,298.25,295.47,294.14,295.68,294.77,297.73,298.36,304.05,,,,325.04,335.71,341.35,350.75,363.47,370.84,385.67,,,,,,,,,,,,,,,,,,,398.05,402.77,409.47,409.85,390.76,,,341.48,,,,,,,,,,,
2004-06-11 22:06:38+00:00,L7,326.49,324.88,316.09,299.75,299.75,307.92,304.74,309.72,308.78,309.65,310.24,305.42,313.09,315.98,326.47,334.78,345.83,359.51,372.10,366.47,362.47,357.79,353.17,345.59,337.22,328.06,329.09,,,,,302.38,300.51,301.37,301.60,305.26,307.32,317.21,319.72,322.37,326.81,335.33,344.43,348.89,367.95,375.97,393.63,,,,442.28,437.47,428.12,424.07,416.78,414.13,414.93,417.92,410.23,407.38,408.19,409.90,416.57,,,405.70,403.66,410.93,420.49,410.07,387.31,351.36,351.00,338.26,326.02,322.70,321.20,,,,,,,
2004-06-19 21:59:10+00:00,L5,284.17,287.09,281.73,279.29,273.70,274.99,268.78,265.76,269.75,272.40,270.81,275.52,280.13,286.42,293.56,310.00,315.05,326.35,341.22,344.61,329.04,321.58,316.40,306.74,297.35,291.07,281.38,278.32,273.00,270.04,271.81,269.51,266.62,270.26,274.13,275.82,281.55,285.01,291.51,294.88,,,,,,,,,,,,,,,,,,,,,,,,,,366.93,376.75,376.21,386.36,373.60,353.49,323.82,314.42,296.71,285.10,279.14,280.17,280.61,277.45,302.44,318.69,329.44,361.21,374.07
2004-08-30 22:06:20+00:00,L7,190.39,190.04,197.17,,303.68,292.35,284.59,290.79,286.43,282.47,285.46,292.45,297.94,308.87,325.45,339.75,346.49,349.27,363.31,363.39,351.10,340.35,330.23,325.45,319.39,310.68,306.36,300.97,306.31,,,,,285.45,286.95,290.82,298.73,304.66,317.50,327.61,326.03,324.58,332.12,347.68,361.00,380.41,394.77,408.36,426.07,,,426.83,419.86,417.71,416.76,412.58,410.91,406.58,402.14,401.16,400.37,401.40,400.21,403.04,,,400.16,394.49,406.60,392.09,363.22,338.30,336.21,329.96,320.48,308.34,300.60,304.34,,,,,,
2005-04-03 22:04:40+00:00,L5,360.45,354.79,348.24,341.56,346.26,346.32,339.07,338.85,326.61,324.01,327.72,331.76,336.58,344.38,354.33,359.73,369.71,374.99,391.54,392.05,385.66,371.90,364.40,360.10,352.41,342.00,337.56,329.16,325.93,324.13,325.92,325.05,324.28,322.47,317.51,323.86,326.36,332.55,335.41,345.89,346.63,352.54,362.97,374.36,383.89,399.48,411.62,428.35,445.35,462.12,456.38,447.36,436.93,431.35,428.37,426.79,425.53,423.29,424.82,427.41,428.96,429.17,431.62,423.36,426.86,431.60,427.83,423.84,431.43,411.81,394.95,377.72,363.23,354.79,355.22,345.32,343.32,337.90,343.85,356.00,,,,
2005-04-11 22:07:11+00:00,L7,336.67,322.69,347.62,172.69,139.00,95.85,119.91,194.60,166.68,156.46,296.57,305.14,307.72,317.11,327.18,336.00,344.36,358.79,362.84,368.63,,,,,309.27,312.65,307.09,300.23,299.80,293.76,,,,,,,,,,,,,341.23,350.31,356.29,369.72,383.92,400.92,413.17,434.74,426.58,,,,411.22,403.77,405.32,404.66,399.84,399.06,395.23,394.97,396.78,396.91,397.13,395.62,398.47,,,383.61,371.05,349.99,337.64,322.93,311.48,314.54,305.79,310.95,310.29,318.70,,,376.62,399.49
2005-04-19 22:04:43+00:00,L5,356.69,347.24,337.64,328.60,324.83,329.20,327.89,330.49,333.39,328.98,327.03,329.11,333.95,341.06,347.18,352.06,358.86,371.38,379.81,381.20,367.72,359.11,354.69,353.94,347.49,339.58,331.62,324.43,320.79,313.61,313.01,309.64,312.75,316.33,319.02,320.34,327.18,330.38,330.87,337.61,340.85,348.69,355.28,362.20,375.62,388.59,404.70,419.83,437.88,452.57,440.70,438.88,431.79,430.69,431.57,421.43,417.50,419.67,417.34,415.90,418.96,420.27,421.14,420.28,415.31,416.21,423.37,428.58,432.70,413.39,391.64,370.81,361.48,343.92,336.66,331.90,338.02,335.70,341.12,350.22,368.62,389.87,401.52,430.61
2005-06-06 22:05:05+00:00,L5,311.76,309.05,308.32,301.25,303.58,306.07,310.95,309.87,308.02,305.20,301.33,304.53,307.49,307.77,311.15,322.76,332.05,340.85,352.48,354.05,339.81,333.94,334.72,336.38,334.80,324.75,315.57,306.71,295.16,279.04,277.01,278.96,281.31,287.20,294.50,294.45,298.28,306.73,311.71,320.68,321.73,330.41,337.01,342.28,356.81,364.92,378.25,396.05,405.73,421.96,412.25,411.34,403.81,404.89,406.94,404.47,408.63,401.92,399.96,400.73,409.45,399.23,401.20,398.04,389.87,392.54,391.40,396.00,399.41,382.82,365.35,354.52,335.72,323.27,319.83,312.44,309.78,300.94,,,,,,
2005-06-14 22:07:02+00:00,L7,332.70,349.46,185.70,176.06,153.65,98.22,133.43,208.04,162.23,143.63,303.10,310.88,315.63,319.59,329.66,338.29,342.32,353.67,365.56,367.52,351.15,346.29,340.61,336.19,331.19,327.14,316.56,306.97,304.69,297.77,292.41,303.18,,,,,312.56,320.54,321.66,325.82,332.97,343.77,349.60,357.52,366.02,377.78,387.43,406.22,424.26,436.40,432.26,,,,412.99,412.56,415.17,410.27,412.27,410.49,407.76,404.65,400.76,399.57,401.02,399.76,399.49,,419.62,398.69,372.10,361.16,348.87,348.77,325.39,324.96,324.26,323.21,,,,,,
2005-07-08 22:05:15+00:00,L5,294.61,291.22,292.97,291.17,288.28,288.92,287.62,285.26,283.73,279.43,285.98,290.64,297.08,299.43,303.85,318.31,326.83,332.88,343.20,336.04,336.16,325.26,323.77,312.49,314.33,300.83,292.35,286.00,279.31,257.53,254.39,255.16,253.20,260.38,269.62,274.27,283.74,289.05,291.21,298.93,306.90,314.67,322.51,334.70,349.95,355.79,344.09,345.10,362.23,372.38,375.28,374.83,370.78,383.56,385.71,384.96,386.72,380.97,378.80,378.55,381.88,387.37,386.75,,,,,,,,,,,,,,,,,,,,,
2005-07-24 22:05:27+00:00,L5,295.28,291.65,291.03,287.47,284.99,283.80,291.92,286.10,285.59,285.79,291.63,291.70,299.45,305.71,314.44,322.91,334.36,339.30,346.09,332.11,330.20,325.28,323.59,318.77,319.21,310.32,298.07,291.37,287.97,278.72,272.26,269.77,272.00,278.28,280.45,282.19,278.46,290.61,296.94,299.12,297.32,287.57,307.46,321.76,337.12,359.25,371.04,392.33,400.96,411.42,401.77,396.79,394.68,390.31,390.14,397.03,399.93,395.66,395.27,388.46,388.29,384.75,386.07,384.15,371.28,375.82,385.14,389.76,392.96,371.41,342.36,340.71,330.59,312.04,304.07,302.54,303.97,294.03,292.72,299.08,317.20,327.51,356.79,391.40
2005-09-26 22:05:42+00:00,L5,316.96,314.75,324.26,321.11,316.48,305.91,305.90,307.08,312.47,312.53,314.40,317.71,320.37,327.62,337.13,343.00,356.43,365.60,378.65,373.83,356.98,347.65,346.14,344.58,345.45,336.02,332.61,319.44,308.17,303.20,299.44,298.91,296.41,299.04,299.99,304.49,309.05,318.83,328.28,338.59,341.92,341.90,348.74,359.92,371.21,391.04,406.71,418.72,431.73,450.28,444.55,441.55,442.25,437.28,432.20,428.83,425.96,426.46,423.44,418.65,415.98,415.53,415.77,409.21,404.50,403.49,408.47,412.26,414.02,396.04,378.43,365.77,352.23,346.56,335.50,331.97,332.58,323.90,326.67,339.52,362.93,371.97,397.55,433.14
2006-02-09 22:07:38+00:00,L7,323.21,318.07,315.56,313.69,312.26,310.54,303.41,306.23,305.72,306.75,305.34,313.14,315.04,316.83,324.53,336.24,344.49,362.35,372.36,366.41,354.00,344.54,336.07,334.08,330.40,,,,304.06,298.45,296.10,294.85,294.13,293.61,295.67,303.87,305.35,309.21,315.53,323.80,326.88,333.96,343.50,350.38,366.88,,,409.40,427.77,445.62,435.39,427.22,423.91,421.17,414.76,414.99,410.95,410.57,409.21,407.75,407.66,,,411.19,411.48,414.81,417.07,417.23,427.15,402.26,384.09,372.39,355.36,345.26,333.97,333.58,,325.45,323.08,335.72,351.35,365.83,383.15,407.37
2006-05-16 22:07:40+00:00,L7,300.36,299.95,303.20,302.39,98.86,,,130.20,160.64,143.92,293.89,293.62,303.56,308.85,318.88,323.99,340.52,352.85,364.57,366.33,352.89,339.73,332.67,328.01,321.68,314.79,302.74,283.01,277.74,271.59,272.58,270.04,,,,,293.81,298.40,,,,,,,,,,,,,,,,,,,,,,174.61,163.47,158.38,155.30,148.07,,90.09,,,,,,,,,,,,,,,,,,
2006-07-03 22:07:28+00:00,L7,305.49,297.17,301.59,300.24,301.22,302.72,310.15,175.76,198.06,201.10,196.11,89.77,,306.89,316.23,323.05,339.47,351.75,358.50,360.84,348.53,343.86,332.24,328.11,320.56,311.82,301.98,290.10,283.95,280.77,279.20,277.83,281.04,282.49,,,,293.71,299.94,305.76,309.62,321.28,331.86,341.86,347.80,364.00,372.83,388.00,405.25,424.15,417.79,411.95,,,,390.39,385.07,383.36,392.52,,,,,,,,,389.12,,,351.71,339.30,322.63,310.77,303.34,302.50,294.24,284.70,269.02,,,,,
2006-08-12 22:10:59+00:00,L5,286.77,279.47,279.36,271.93,279.51,277.90,286.69,285.84,285.49,279.04,288.90,294.49,305.54,305.27,308.24,316.29,319.91,333.52,349.97,340.08,312.24,283.94,,317.60,309.93,299.84,289.79,283.54,279.29,273.62,271.95,271.62,244.60,,265.26,276.85,281.14,288.06,288.78,300.95,300.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.25,354.91,,,,,,,,,309.01,327.12,341.14,356.15,379.65
2006-09-21 22:07:05+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.47,293.16,287.56,284.60,282.39,286.46,285.68,293.38,,,,314.91,319.67,324.46,330.21,340.56,348.55,363.33,371.65,387.25,400.14,416.93,431.06,425.69,419.99,408.80,,,,408.73,406.28,404.59,396.25,398.26,403.10,404.04,401.54,399.92,395.77,397.07,406.41,413.84,,375.30,356.38,343.76,328.88,312.47,313.73,312.51,308.31,311.28,326.36,338.20,354.04,,403.30
2006-12-02 22:12:34+00:00,L5,328.87,337.79,321.76,297.00,317.64,318.28,312.89,313.93,314.57,310.19,319.07,321.92,332.91,337.46,350.49,359.68,373.50,385.40,395.06,404.26,396.47,378.15,373.60,372.12,359.93,351.86,344.27,339.60,330.42,330.25,328.48,328.97,333.20,330.23,330.40,333.79,338.25,346.36,351.64,361.52,365.46,371.31,390.02,400.65,409.08,423.35,440.71,456.03,474.68,488.03,486.21,481.48,477.50,465.76,464.57,462.03,461.01,466.01,467.24,463.49,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-10 22:07:44+00:00,L7,314.53,312.65,306.68,300.55,295.75,289.24,298.23,289.28,297.47,193.59,174.28,80.61,,313.42,325.33,331.43,342.22,358.50,362.08,363.88,351.90,340.49,336.14,337.91,328.79,319.23,315.50,305.58,293.31,290.37,289.31,286.22,298.28,294.96,305.97,,,313.36,322.21,323.74,333.24,338.16,345.67,351.98,367.45,372.54,389.27,403.02,422.34,438.27,428.88,425.65,424.13,,416.91,416.13,416.60,417.53,418.70,415.45,405.90,400.58,400.11,404.11,402.39,399.79,400.15,408.23,,,376.55,357.85,343.23,325.19,312.57,311.65,303.29,309.62,313.08,322.24,336.29,,,400.77
2007-07-22 22:07:45+00:00,L7,305.10,305.51,299.70,298.06,294.21,294.84,301.39,303.64,306.34,306.31,301.30,296.65,301.15,308.44,325.37,325.55,340.27,348.73,360.41,360.79,352.94,347.71,337.73,,,,306.78,301.91,291.25,292.87,288.33,287.93,284.50,291.99,295.32,298.51,301.64,304.39,311.93,317.41,324.21,331.62,336.67,,,,388.45,404.05,425.03,441.23,433.13,426.88,421.28,418.25,418.35,412.65,408.58,408.20,402.63,,,404.86,406.63,403.11,401.75,399.70,406.40,419.49,426.08,401.32,371.24,366.03,355.69,339.99,,317.29,322.84,325.99,,,,,,
2007-08-07 22:07:40+00:00,L7,294.82,300.28,288.14,283.02,280.71,287.17,291.92,294.37,294.69,296.31,296.95,294.11,298.22,,,,,346.97,357.01,360.05,351.86,348.79,336.06,326.56,325.08,319.62,313.82,313.54,286.12,282.08,283.84,289.08,284.22,284.41,286.67,292.67,295.23,,,,314.71,322.65,338.00,343.24,354.32,363.97,369.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-16 22:10:40+00:00,L5,289.53,281.93,282.12,273.41,278.11,273.78,280.07,285.00,281.83,280.68,287.38,288.63,283.43,296.67,304.90,312.71,327.87,337.96,350.05,345.83,332.29,332.53,321.67,322.31,315.33,314.94,312.85,297.35,291.28,273.21,273.24,270.94,271.20,277.92,278.80,278.57,291.84,295.00,296.56,304.27,308.39,315.02,328.37,351.28,364.63,382.16,385.13,395.58,419.24,444.77,427.27,428.50,427.54,416.52,420.10,404.69,399.78,418.33,422.64,393.37,404.34,412.12,402.82,396.14,393.45,395.84,411.45,412.42,405.40,410.30,367.70,351.38,342.10,315.85,320.62,326.73,303.56,289.45,,,,,,
2007-10-02 22:10:31+00:00,L5,286.25,281.34,277.59,268.53,279.31,281.27,286.01,281.17,280.79,275.99,278.84,289.73,298.41,280.12,277.48,306.48,331.10,339.05,345.19,353.02,342.52,327.09,324.01,317.39,,,,,,,,,,,,,290.23,298.82,306.88,310.46,311.41,316.24,336.42,341.02,346.42,356.19,367.64,381.75,415.32,425.63,414.14,407.79,420.38,413.52,400.85,398.96,393.85,403.72,404.08,396.38,385.19,387.97,388.04,384.07,384.79,387.37,389.25,396.57,398.73,387.67,362.91,351.30,337.98,327.30,312.89,306.48,305.50,,,,,,,
2007-11-27 22:07:48+00:00,L7,294.19,286.40,282.57,279.61,281.92,282.44,279.68,297.91,193.28,205.97,179.37,,,304.74,310.35,319.44,330.06,334.66,355.02,344.10,337.61,331.08,334.71,327.85,317.42,309.97,301.90,297.24,290.35,282.76,280.00,274.70,278.32,276.51,,,292.85,296.28,300.56,309.18,314.09,319.28,324.89,337.29,349.36,357.31,379.05,390.07,402.99,429.64,422.67,420.03,,,410.64,404.24,400.23,402.16,400.67,399.34,399.45,394.64,394.51,391.13,392.58,392.49,392.45,404.01,404.67,385.93,371.08,352.11,330.74,327.56,311.36,311.56,298.65,294.97,299.56,318.31,336.83,343.43,363.19,387.04
2008-04-03 22:07:44+00:00,L7,318.97,308.79,305.70,298.64,294.29,296.01,299.37,181.54,192.99,208.95,175.11,164.84,,305.18,318.27,325.20,341.62,347.21,,360.04,348.38,341.29,332.20,325.48,317.24,310.06,304.61,295.81,290.82,284.89,283.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.38,,,,,,399.92,375.28,361.83,351.70,336.81,323.74,321.46,318.69,321.89,324.01,,,,,
