dates,satname,nzd0392-0000,nzd0392-0001,nzd0392-0002,nzd0392-0003,nzd0392-0004,nzd0392-0005,nzd0392-0006,nzd0392-0007,nzd0392-0008,nzd0392-0009,nzd0392-0010,nzd0392-0011,nzd0392-0012,nzd0392-0013,nzd0392-0014,nzd0392-0015,nzd0392-0016,nzd0392-0017,nzd0392-0018,nzd0392-0019,nzd0392-0020,nzd0392-0021,nzd0392-0022,nzd0392-0023,nzd0392-0024,nzd0392-0025,nzd0392-0026,nzd0392-0027,nzd0392-0028,nzd0392-0029,nzd0392-0030,nzd0392-0031,nzd0392-0032,nzd0392-0033,nzd0392-0034,nzd0392-0035,nzd0392-0036,nzd0392-0037,nzd0392-0038,nzd0392-0039,nzd0392-0040,nzd0392-0041,nzd0392-0042,nzd0392-0043,nzd0392-0044,nzd0392-0045,nzd0392-0046,nzd0392-0047,nzd0392-0048,nzd0392-0049,nzd0392-0050,nzd0392-0051,nzd0392-0052,nzd0392-0053,nzd0392-0054,nzd0392-0055,nzd0392-0056,nzd0392-0057,nzd0392-0058,nzd0392-0059,nzd0392-0060,nzd0392-0061,nzd0392-0062,nzd0392-0063,nzd0392-0064,nzd0392-0065,nzd0392-0066,nzd0392-0067,nzd0392-0068,nzd0392-0069,nzd0392-0070,nzd0392-0071,nzd0392-0072,nzd0392-0073,nzd0392-0074,nzd0392-0075
2000-12-02 22:03:45+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.60,368.54,374.11,378.17,381.27,376.84,374.20,370.66,371.24,373.10,373.50,374.86,376.31,374.09,375.93,378.45,382.26,381.10,382.29,378.79,376.28,373.45,373.58,372.94,371.42,364.67,356.11,352.71,348.26,345.90,338.52,345.22,339.50,332.02,329.82,329.88,324.21,328.65,327.02,330.74,332.52,336.90,338.76,348.04,338.33
2001-01-10 22:10:03+00:00,L7,347.02,343.46,342.54,348.95,354.46,368.62,365.75,363.24,369.23,370.47,376.31,381.02,393.26,393.76,397.35,393.89,384.34,383.14,376.18,367.10,362.05,358.64,356.93,352.62,351.16,349.72,348.75,348.09,350.54,355.08,352.01,358.31,357.77,363.08,368.58,374.08,378.50,373.92,373.59,372.41,371.75,374.69,371.40,375.01,367.02,372.59,379.58,381.46,379.81,379.71,380.03,378.09,373.17,381.35,371.59,375.06,367.79,363.26,359.65,351.50,350.64,345.24,343.02,341.62,337.09,329.82,328.63,328.32,324.47,325.82,329.85,336.43,340.36,334.50,355.17,351.05
2001-02-27 22:09:54+00:00,L7,373.80,364.55,360.55,369.88,384.42,397.51,396.11,378.82,376.93,388.00,405.27,413.44,421.18,413.76,403.05,401.43,403.07,413.82,456.61,,548.51,,396.26,389.29,363.36,418.55,355.36,350.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.87,597.79,513.96,414.33,355.28,347.48,448.14,431.02,334.31,337.26,341.57,338.64,302.56,347.15,354.04
2001-03-08 22:04:08+00:00,L7,350.64,342.91,331.64,336.06,352.01,366.69,358.58,358.17,357.85,369.75,378.30,383.79,392.43,392.84,383.62,382.08,378.26,375.44,373.27,367.91,362.00,356.69,351.07,344.80,336.13,333.64,334.57,338.76,337.91,352.50,350.72,358.72,359.73,358.77,363.10,368.50,371.66,368.58,372.21,369.20,364.08,361.98,361.10,361.25,362.48,361.29,360.16,361.12,361.91,365.75,369.29,367.56,364.58,365.82,366.35,364.43,363.65,359.51,347.41,348.04,346.62,342.88,337.00,334.39,327.37,325.97,325.40,318.37,317.69,321.52,325.82,325.30,320.46,312.68,338.38,324.50
2001-03-31 22:09:43+00:00,L7,,385.61,371.90,367.59,389.56,412.99,412.37,409.01,415.92,416.91,410.90,414.14,415.68,419.51,413.37,414.98,410.67,409.28,404.52,403.21,394.63,391.65,382.43,377.34,367.76,364.82,363.78,360.65,359.80,362.79,369.53,373.76,379.30,382.76,381.67,391.33,384.26,381.73,381.96,380.92,386.03,381.96,380.54,378.71,379.87,380.61,382.78,382.95,384.88,385.38,385.16,387.22,383.63,388.97,379.30,378.85,374.16,374.06,372.54,364.95,365.67,361.81,358.65,353.86,353.54,350.57,351.64,341.53,339.64,344.97,349.95,351.34,354.63,361.06,374.80,368.06
2001-05-02 22:09:39+00:00,L7,365.79,354.26,358.61,363.42,368.46,375.48,368.64,365.15,372.72,377.83,387.00,393.55,399.87,401.14,395.88,384.97,380.05,378.79,377.36,371.95,368.53,366.89,361.59,353.50,345.55,336.86,336.74,339.48,338.48,348.96,348.96,352.27,356.33,366.69,373.03,376.88,377.31,367.53,370.36,366.00,364.02,363.49,359.42,364.47,363.46,367.21,364.96,371.53,376.75,376.02,372.75,373.15,372.69,369.82,368.51,363.02,360.01,356.88,355.54,351.82,351.46,346.28,338.43,340.91,332.92,332.17,328.17,322.35,319.69,321.73,328.10,326.32,323.08,293.28,336.22,302.58
2001-05-27 22:03:36+00:00,L7,413.82,413.04,394.93,403.22,408.85,413.39,397.38,387.73,386.22,396.84,406.61,419.79,418.43,415.69,402.60,395.60,395.08,392.21,392.04,387.88,385.63,381.95,375.90,369.33,362.70,357.63,356.66,351.78,356.31,363.78,369.05,369.48,378.30,376.32,381.93,389.40,391.42,388.96,385.40,377.89,375.63,372.07,366.78,368.12,370.97,372.27,369.83,375.26,391.19,398.53,392.10,387.33,380.05,383.58,383.89,381.35,380.12,371.92,371.90,,365.22,361.52,354.90,349.81,344.67,345.77,338.91,339.76,338.89,342.38,339.72,343.47,233.66,271.22,329.81,276.28
2001-07-05 22:08:57+00:00,L7,,,,,,,,,,365.13,368.61,372.45,386.29,391.99,386.44,374.43,373.39,369.99,365.05,364.82,358.18,349.69,345.77,340.42,338.43,336.31,337.17,334.09,336.11,332.59,340.66,341.91,349.18,354.94,358.46,365.05,360.70,357.26,357.61,361.14,356.12,360.80,356.92,357.02,358.20,352.21,357.40,,360.02,366.06,369.28,368.89,371.85,374.89,369.94,367.53,362.69,355.12,349.89,342.96,337.58,336.60,329.25,330.76,322.91,320.24,320.67,315.17,315.87,317.89,316.48,230.88,226.68,274.02,306.67,271.53
2001-07-14 22:03:09+00:00,L7,389.33,383.36,380.60,383.03,397.91,402.12,394.02,392.14,393.15,398.87,404.19,404.28,392.40,400.20,393.10,388.62,386.47,391.95,372.24,367.45,365.61,364.30,358.29,359.47,355.94,356.69,357.33,,347.27,346.45,347.28,354.26,352.56,367.78,376.53,383.80,383.41,382.93,378.60,,,371.43,365.78,370.81,370.82,365.33,368.82,,,,,382.61,382.32,385.08,388.69,389.15,380.00,371.12,360.56,,355.63,350.36,350.13,346.39,342.06,336.99,333.67,326.63,330.06,326.06,331.86,214.37,219.38,279.11,301.13,286.66
2001-08-15 22:02:38+00:00,L7,366.60,362.15,357.40,358.70,367.17,374.87,364.73,359.29,360.42,365.01,374.32,383.11,394.68,396.38,389.09,375.69,378.02,369.17,366.50,358.88,356.18,351.67,347.18,344.95,346.60,348.41,347.58,345.54,342.05,344.12,348.23,355.65,357.21,365.39,370.18,371.87,374.16,367.16,368.04,368.05,362.24,360.96,361.62,362.39,361.19,354.58,359.62,360.68,361.25,369.29,370.26,371.27,372.63,368.84,366.84,371.42,374.60,372.52,362.47,353.17,343.93,337.85,332.90,330.55,328.48,328.27,327.97,321.32,319.42,326.04,326.82,322.23,264.42,284.13,314.58,281.70
2001-08-31 22:02:29+00:00,L7,353.23,347.86,342.96,349.28,356.57,365.96,358.46,353.00,348.80,348.24,362.26,370.92,383.93,386.78,386.03,373.99,369.55,360.73,358.38,352.52,351.50,348.91,349.46,344.68,345.33,345.57,347.94,349.26,351.87,352.62,349.72,354.99,355.25,357.75,364.60,375.33,374.66,368.18,364.98,370.21,366.79,367.51,361.73,364.73,361.00,358.56,364.03,363.50,370.71,375.53,375.63,369.07,366.47,364.97,368.19,368.60,368.73,364.85,362.49,356.22,352.67,347.52,343.28,340.22,336.05,332.65,327.93,322.61,319.56,321.73,326.72,327.55,328.68,287.45,323.13,304.88
2001-09-07 22:08:10+00:00,L7,384.51,370.00,368.16,374.89,388.42,401.18,394.45,386.03,380.34,374.37,377.47,388.74,404.68,410.05,398.44,388.93,379.31,375.96,367.87,363.14,364.29,362.41,362.11,357.31,358.79,354.89,351.43,354.69,356.71,362.22,366.31,364.29,364.27,373.15,377.09,380.47,383.61,375.53,375.78,374.15,375.63,372.60,370.06,372.85,371.27,370.40,370.67,375.22,382.18,380.01,376.18,372.28,366.28,368.53,371.87,380.17,393.96,393.59,386.07,383.39,374.45,359.48,339.08,335.08,329.33,326.68,323.52,321.45,317.13,320.44,330.67,337.56,333.58,307.83,350.54,354.33
2001-09-23 22:08:02+00:00,L7,385.19,376.86,376.82,379.17,388.32,398.69,393.76,394.65,387.74,385.59,385.24,391.85,402.35,404.50,401.76,397.16,387.38,377.45,369.02,365.34,365.24,365.98,359.60,358.84,357.57,357.37,358.27,360.31,362.65,366.81,364.93,366.61,369.83,377.02,376.94,380.86,377.94,379.10,376.68,372.02,369.05,371.58,371.10,371.47,370.10,368.53,374.63,378.35,378.61,373.02,376.30,370.92,366.14,369.57,371.81,379.28,384.27,379.67,373.02,373.89,366.49,358.67,345.76,336.51,328.05,322.46,321.24,319.10,327.61,337.19,343.33,342.60,338.99,333.82,348.44,339.66
2001-11-03 22:02:10+00:00,L7,346.21,341.60,341.91,340.89,346.78,362.44,362.87,362.28,361.75,362.91,368.16,374.39,380.83,384.73,377.59,378.47,375.08,364.58,362.99,351.83,344.40,340.37,341.57,342.13,343.82,346.50,344.00,344.87,343.86,348.00,355.06,354.23,359.61,368.42,371.73,378.25,374.58,367.70,362.45,364.50,358.44,360.32,360.87,361.17,363.18,365.12,365.14,367.24,368.70,365.69,369.85,370.79,369.71,371.11,365.76,367.75,366.26,360.38,356.55,352.84,350.81,343.05,340.25,338.96,332.14,332.13,325.26,319.16,319.70,319.82,322.99,320.83,325.74,323.68,345.83,342.59
2001-12-12 22:08:14+00:00,L7,322.53,320.15,323.97,321.15,333.97,341.18,340.10,347.00,349.60,351.03,359.60,365.42,372.58,368.01,362.17,359.41,351.92,346.45,335.80,,,,335.01,332.11,330.50,330.02,335.77,330.04,332.77,333.34,335.23,341.08,346.66,352.49,353.17,357.24,354.28,359.87,355.06,356.39,351.28,353.93,344.08,340.03,347.23,349.66,354.83,356.37,353.88,350.28,359.59,355.65,358.58,355.30,356.76,349.93,350.65,344.06,345.65,338.51,336.20,330.38,324.66,326.88,320.40,319.83,329.34,325.87,314.67,314.34,315.23,309.60,309.30,313.52,326.11,323.63
2001-12-21 22:02:29+00:00,L7,362.98,359.73,363.58,368.95,377.98,385.00,377.88,386.28,400.62,414.26,420.38,421.24,414.77,410.23,403.73,402.79,397.74,394.93,387.27,379.19,,,378.25,379.25,377.64,375.84,380.02,374.93,374.39,374.52,376.43,382.91,388.14,390.02,395.79,395.90,397.06,395.93,390.61,390.62,389.74,385.24,385.83,381.31,388.56,389.04,396.40,395.49,397.88,391.16,393.14,394.75,396.34,389.91,389.48,384.12,382.36,378.82,378.24,377.13,369.66,367.27,366.44,370.44,368.39,373.99,372.78,369.96,369.14,359.71,356.94,359.18,362.17,363.76,371.94,363.84
2002-02-07 22:02:41+00:00,L7,327.58,329.91,333.11,344.45,354.60,371.07,362.53,363.69,364.47,374.78,380.32,387.93,390.91,394.40,391.27,385.36,379.61,371.18,365.67,363.06,361.10,357.64,353.30,350.46,349.81,349.02,351.38,352.54,354.93,358.18,362.77,361.27,364.89,371.14,373.36,375.83,373.35,371.81,371.99,372.33,365.81,366.71,364.14,364.22,367.12,367.60,369.15,372.74,372.78,373.96,372.71,377.44,373.16,377.12,372.00,372.96,367.12,362.51,357.68,351.03,351.63,348.83,350.35,345.91,343.22,346.35,337.89,341.63,338.53,340.99,346.27,340.90,332.59,322.11,338.49,330.36
2002-02-14 22:08:29+00:00,L7,327.62,323.28,337.32,348.50,366.88,374.95,372.89,373.06,376.70,378.71,391.09,395.61,403.19,404.37,396.03,391.24,383.61,380.10,372.71,367.19,367.08,360.27,359.29,356.03,353.34,352.04,351.39,353.01,357.77,362.20,366.01,368.12,372.69,376.96,379.04,384.30,382.16,374.12,377.87,375.40,372.08,371.06,369.87,372.52,369.80,372.48,372.49,374.16,381.94,376.79,374.65,380.25,373.19,377.98,371.92,373.67,367.72,365.27,364.32,361.34,362.35,364.10,361.67,358.38,353.54,349.55,350.33,340.23,339.96,342.52,342.73,341.88,334.32,327.19,344.41,336.04
2002-03-11 22:02:43+00:00,L7,321.70,319.97,330.59,345.29,357.91,374.33,365.63,362.30,359.19,370.31,371.13,378.64,391.57,390.72,387.17,385.97,378.17,371.51,366.28,359.81,357.31,351.64,347.58,344.55,346.48,345.99,348.06,350.09,352.04,353.75,361.69,362.53,363.93,369.28,373.10,373.18,372.57,367.32,364.85,367.66,364.81,365.61,362.08,364.41,359.78,361.21,362.95,369.51,366.61,366.45,365.73,369.81,369.42,371.17,368.16,364.67,362.18,358.41,357.99,349.63,350.95,345.08,346.19,339.44,340.76,340.67,339.23,334.73,334.35,338.66,338.39,333.90,328.79,314.74,341.47,327.88
2002-05-14 22:02:31+00:00,L7,359.06,348.71,336.78,339.88,356.02,373.51,366.20,363.51,366.75,373.65,378.04,385.53,388.24,389.13,381.21,372.57,365.18,357.62,354.26,355.48,,,351.54,350.76,346.25,340.34,342.24,325.67,,171.42,,338.29,340.92,315.03,,225.51,,,,,,,,,,,,,,,,,,74.35,85.89,99.18,258.43,306.95,319.44,,345.53,344.67,342.77,338.97,,,,,,,,,,,,
2002-05-30 22:02:25+00:00,L7,379.51,367.20,368.48,381.36,389.67,402.71,388.29,378.81,381.96,376.07,381.50,391.77,397.43,398.65,392.82,382.18,368.18,367.84,358.79,360.71,,,362.03,349.46,344.49,347.47,347.84,347.71,353.74,356.93,364.53,363.42,366.68,371.35,373.28,382.75,382.44,375.95,373.75,373.74,367.67,367.70,364.04,363.98,364.39,360.78,359.41,,,364.94,368.54,368.48,369.34,376.66,373.51,375.40,371.85,364.02,362.47,,357.41,357.18,348.57,339.69,339.97,338.20,334.07,331.36,328.96,332.51,331.22,336.70,221.47,272.41,293.49,273.70
2002-06-06 22:08:10+00:00,L7,354.33,341.75,342.45,351.88,359.56,377.54,369.41,360.83,355.70,359.73,363.28,368.47,379.03,379.61,373.94,368.72,357.96,349.60,347.27,342.11,,,352.38,341.74,341.49,335.23,332.41,,341.07,347.68,351.24,352.79,354.27,364.12,366.22,370.24,369.26,367.78,362.26,360.40,360.44,357.33,353.24,358.00,357.03,353.65,356.23,,356.97,358.23,361.65,361.62,356.42,356.97,353.27,348.81,350.40,348.77,345.00,,338.55,335.50,336.58,327.75,328.72,321.12,319.46,317.97,306.69,315.89,317.96,216.39,237.27,268.76,296.65,260.11
2002-07-24 22:07:50+00:00,L7,350.67,340.93,343.12,350.68,364.63,380.84,372.00,373.08,368.34,371.11,368.10,369.63,369.93,372.05,363.86,359.79,355.85,358.31,352.81,354.78,,,338.89,333.19,325.81,327.22,337.59,342.29,352.69,353.60,351.02,351.37,353.03,351.38,361.72,365.54,363.02,361.39,357.73,358.61,355.39,355.29,352.65,353.88,356.50,355.98,357.65,,356.80,354.40,358.82,362.21,366.35,369.16,368.99,363.57,361.08,353.05,348.58,341.27,337.78,338.01,335.78,335.73,327.99,326.67,325.23,320.33,324.58,328.76,329.44,306.02,235.76,272.35,304.84,276.37
