dates,nzd0392-0000,nzd0392-0001,nzd0392-0002,nzd0392-0003,nzd0392-0004,nzd0392-0005,nzd0392-0006,nzd0392-0007,nzd0392-0008,nzd0392-0009,nzd0392-0010,nzd0392-0011,nzd0392-0012,nzd0392-0013,nzd0392-0014,nzd0392-0015,nzd0392-0016,nzd0392-0017,nzd0392-0018,nzd0392-0019,nzd0392-0020,nzd0392-0021,nzd0392-0022,nzd0392-0023,nzd0392-0024,nzd0392-0025,nzd0392-0026,nzd0392-0027,nzd0392-0028,nzd0392-0029,nzd0392-0030,nzd0392-0031,nzd0392-0032,nzd0392-0033,nzd0392-0034,nzd0392-0035,nzd0392-0036,nzd0392-0037,nzd0392-0038,nzd0392-0039,nzd0392-0040,nzd0392-0041,nzd0392-0042,nzd0392-0043,nzd0392-0044,nzd0392-0045,nzd0392-0046,nzd0392-0047,nzd0392-0048,nzd0392-0049,nzd0392-0050,nzd0392-0051,nzd0392-0052,nzd0392-0053,nzd0392-0054,nzd0392-0055,nzd0392-0056,nzd0392-0057,nzd0392-0058,nzd0392-0059,nzd0392-0060,nzd0392-0061,nzd0392-0062,nzd0392-0063,nzd0392-0064,nzd0392-0065,nzd0392-0066,nzd0392-0067,nzd0392-0068,nzd0392-0069,nzd0392-0070,nzd0392-0071,nzd0392-0072,nzd0392-0073,nzd0392-0074,nzd0392-0075,satname
2000-05-31 22:11:30+00:00,,,,346.10,349.53,363.65,368.19,366.83,370.81,374.08,382.23,390.00,398.24,394.76,385.62,376.44,365.63,364.20,358.75,358.26,,,345.60,339.54,336.51,335.06,329.81,331.18,332.28,336.09,345.22,344.03,351.84,353.98,355.74,369.14,363.78,367.30,356.50,357.56,359.29,357.25,353.15,351.29,355.73,357.72,353.22,362.47,365.73,364.26,368.50,370.43,365.07,362.57,357.36,358.97,353.22,346.80,335.97,337.31,330.92,327.64,324.37,320.14,321.01,317.48,316.59,317.56,314.62,323.70,322.70,324.31,,327.10,334.44,317.20,L7
2000-06-25 22:05:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.62,347.40,359.12,366.19,364.10,366.19,367.25,,,,360.68,362.45,364.97,349.64,363.85,343.57,,,,,367.05,370.78,363.49,371.82,369.21,345.76,368.83,334.35,,336.44,356.22,337.18,333.66,300.97,333.19,309.11,314.61,324.55,317.03,328.79,311.73,,,327.83,248.86,L7
2000-08-03 22:10:43+00:00,,,,,,401.06,376.53,371.55,379.99,391.19,393.88,398.26,408.16,402.61,396.32,388.52,391.27,390.18,385.68,,,,371.21,365.24,354.24,353.08,348.08,344.99,342.00,348.68,348.59,355.08,361.41,368.22,374.80,383.37,380.31,374.63,372.68,373.12,378.57,369.19,362.59,365.78,368.01,366.23,370.38,374.94,372.52,377.69,380.57,378.33,377.61,377.19,376.86,378.28,364.17,359.13,358.91,348.41,349.09,344.00,342.46,337.38,332.24,339.05,336.06,339.50,334.47,332.76,337.42,339.80,336.41,334.86,343.19,280.90,L7
2000-08-12 22:04:53+00:00,362.66,344.82,340.81,342.45,355.34,367.03,370.17,363.49,366.50,366.94,370.82,389.21,405.94,392.99,384.62,397.67,378.56,354.65,352.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.39,,,,,,,,,,L7
2000-08-19 22:10:38+00:00,377.17,377.25,375.08,370.25,377.88,388.91,380.52,374.42,372.36,375.27,389.08,396.60,404.93,403.12,395.54,389.12,387.09,389.05,384.80,,,,366.12,361.72,356.29,351.81,348.85,342.18,350.05,351.27,352.73,363.19,361.68,369.88,374.90,387.45,380.20,372.51,375.21,372.79,371.16,370.81,368.28,366.46,364.33,366.33,368.15,372.76,373.46,375.02,376.81,380.45,382.05,379.08,379.32,374.82,367.82,366.24,359.00,353.61,348.02,346.00,345.00,345.36,345.60,345.47,348.44,339.46,336.94,338.80,332.94,332.98,331.32,281.01,331.70,284.07,L7
2000-09-04 22:10:22+00:00,352.71,362.36,369.22,370.46,377.56,384.51,366.10,364.36,362.81,365.08,369.19,376.84,389.43,392.36,384.12,380.19,379.14,376.60,373.87,,,356.88,356.98,351.44,345.16,338.66,334.55,332.97,338.26,340.23,343.18,349.40,352.63,360.21,368.04,373.75,367.13,362.33,357.73,364.15,357.67,359.42,352.16,360.06,361.92,358.56,358.40,365.97,365.13,368.75,368.53,367.94,368.31,368.42,366.61,361.58,359.31,354.22,349.55,342.01,341.66,334.79,331.18,331.25,327.17,326.03,325.43,313.56,311.87,319.03,318.07,321.33,299.06,295.62,314.67,298.49,L7
2000-09-13 22:04:25+00:00,364.06,361.26,357.63,361.61,363.85,369.11,370.17,370.69,373.78,384.35,387.78,394.82,400.36,395.94,391.50,390.11,380.98,372.89,367.23,363.10,,,354.54,352.11,343.66,343.63,343.13,346.29,343.54,346.61,343.88,346.97,352.51,360.04,365.31,373.50,370.24,369.55,365.88,361.98,358.00,354.81,358.02,359.60,362.90,358.41,359.88,361.29,370.73,371.12,375.03,372.51,374.31,377.71,372.38,371.27,360.84,352.03,342.49,344.45,337.35,333.92,330.94,324.84,324.33,321.75,327.05,324.96,319.14,314.76,315.93,327.11,315.26,319.87,332.85,321.30,L7
2000-09-20 22:10:03+00:00,347.80,352.03,359.91,370.25,384.42,391.64,378.15,370.95,364.37,368.77,371.69,382.43,392.50,394.41,389.40,383.94,379.69,373.99,369.55,,,,360.18,354.07,347.37,342.71,339.61,333.39,340.37,343.30,342.38,350.31,348.74,362.99,368.54,375.73,375.71,372.78,368.02,365.43,361.78,360.67,353.44,346.73,354.61,352.77,360.54,,,,,373.96,370.15,371.75,366.80,367.45,358.48,353.53,353.88,341.15,340.28,335.56,331.57,334.00,329.64,331.27,323.06,322.56,320.38,321.88,319.97,317.09,321.50,309.32,330.89,323.24,L7
2000-12-02 22:03:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.92,362.37,368.43,373.27,375.10,370.39,367.10,363.90,365.32,366.93,367.33,368.10,368.84,367.64,368.83,372.28,376.09,374.93,377.22,372.34,370.60,368.72,368.12,369.39,366.52,360.09,352.56,349.16,342.34,341.84,332.84,339.05,334.92,326.10,324.14,323.71,315.86,320.30,319.55,323.64,322.38,326.76,329.88,339.17,330.44,L7
2001-01-10 22:10:03+00:00,365.75,360.63,359.71,366.12,365.30,377.98,381.60,377.95,386.40,386.32,392.16,396.87,406.99,406.63,410.23,406.76,395.18,394.58,387.62,376.91,373.49,372.37,367.23,361.98,361.46,360.56,358.11,358.39,359.90,364.44,360.97,366.55,366.73,371.32,375.68,383.04,387.86,384.22,383.40,380.99,380.71,383.65,381.21,385.85,376.38,382.89,388.54,390.42,388.77,387.07,389.39,386.33,380.04,389.27,376.74,382.16,374.44,368.41,364.80,360.08,356.53,353.48,351.98,348.27,345.67,338.06,337.59,340.44,336.59,336.66,340.15,351.14,355.07,347.38,368.05,362.49,L7
2001-02-27 22:09:54+00:00,367.07,358.38,354.38,363.71,380.53,394.15,390.42,373.53,370.76,382.31,399.58,407.75,416.25,409.13,398.43,396.81,399.18,409.71,,,,,392.56,385.93,359.66,,352.00,346.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.32,344.26,,,330.42,333.56,336.28,333.35,297.94,342.52,349.93,L7
2001-03-08 22:04:08+00:00,377.91,367.91,356.64,361.06,367.80,380.33,381.66,379.60,382.85,392.83,401.38,406.87,412.43,411.59,402.37,400.83,394.05,392.11,389.94,382.20,378.67,376.69,366.07,358.44,351.13,349.43,348.21,353.76,351.55,366.14,363.76,370.72,372.77,370.77,373.44,381.54,385.30,383.58,386.50,381.70,377.12,375.02,375.39,377.04,376.12,376.29,373.20,374.16,374.95,376.46,382.93,379.56,374.58,377.36,373.85,374.77,373.33,367.01,354.91,360.54,355.19,354.88,350.04,344.07,339.87,337.97,338.44,336.02,335.34,337.31,340.82,346.73,341.89,331.43,357.13,341.17,L7
2001-03-31 22:09:43+00:00,,370.78,357.07,352.76,380.19,404.90,398.68,396.30,401.09,403.22,397.21,400.45,403.81,408.38,402.25,403.86,401.30,399.39,394.63,394.73,384.74,379.78,373.53,369.25,358.86,355.45,355.69,351.75,351.71,354.70,361.79,366.64,371.56,375.64,375.53,383.59,376.17,372.83,373.48,373.50,378.29,374.22,372.06,369.34,371.78,371.71,375.04,375.21,377.14,379.02,377.07,380.10,377.70,382.12,374.85,372.71,368.42,369.61,368.09,357.53,360.58,354.69,350.91,348.12,346.12,343.45,343.90,331.06,329.17,335.60,341.05,338.63,341.92,349.94,363.68,358.17,L7
2001-05-02 22:09:39+00:00,366.70,355.09,359.44,364.25,368.99,375.93,369.41,365.86,373.55,378.60,387.77,394.32,400.54,401.76,396.50,385.60,380.58,379.35,377.92,372.43,369.09,367.56,362.09,353.95,346.05,337.39,337.19,339.98,338.93,349.41,349.39,352.67,356.76,367.09,373.37,377.31,377.76,368.03,370.84,366.42,364.45,363.92,359.90,365.00,363.91,367.71,365.39,371.96,377.18,376.38,373.20,373.55,373.02,370.20,368.76,363.36,360.33,357.13,355.79,352.24,351.75,346.68,338.86,341.23,333.34,332.57,328.60,322.94,320.28,322.26,328.60,327.03,323.79,293.90,336.85,303.14,L7
2001-05-27 22:03:36+00:00,397.46,398.04,379.93,388.22,399.38,405.21,383.53,374.87,371.22,382.99,392.76,405.94,406.43,404.44,391.35,384.35,385.61,382.21,382.04,379.31,375.63,369.95,366.90,361.15,353.70,348.16,348.48,342.78,348.13,355.60,361.22,362.28,370.47,369.12,375.72,381.57,383.24,379.96,376.83,370.39,367.80,364.24,358.21,358.65,362.79,363.27,362.00,367.43,383.36,392.10,383.92,380.13,374.05,376.66,379.39,375.14,374.31,367.42,367.40,,360.08,354.32,347.07,344.00,337.17,338.57,331.08,329.17,328.30,332.91,330.72,330.61,,259.97,318.56,266.28,L7
2001-07-05 22:08:57+00:00,,,,,,,,,,380.51,383.99,387.83,399.62,404.49,398.94,386.93,383.92,381.10,376.16,374.34,369.29,363.02,355.77,349.51,348.43,346.84,346.26,344.09,345.20,341.68,349.36,349.91,357.88,362.94,365.36,373.75,369.79,367.26,367.13,369.47,364.82,369.50,366.44,367.55,367.29,362.21,366.10,,368.72,373.20,378.37,376.89,378.52,382.58,374.94,374.43,369.14,360.12,354.89,351.29,343.29,344.60,337.95,337.21,331.24,328.24,329.37,326.93,327.63,328.42,326.48,,,286.52,319.17,282.64,L7
2001-07-14 22:03:09+00:00,380.06,374.86,372.10,374.53,392.54,397.48,386.17,384.85,384.65,391.02,396.34,396.43,385.60,393.82,386.73,382.25,381.10,386.28,366.57,362.59,359.94,357.50,353.19,354.83,350.84,351.32,352.69,,342.63,341.81,342.85,350.18,348.13,363.70,373.01,379.37,378.77,377.83,373.74,,,367.00,360.92,365.44,366.18,360.23,364.39,,,,,378.53,378.92,381.16,386.14,385.63,376.71,368.57,358.01,,352.72,346.28,345.70,343.10,337.81,332.91,329.24,320.63,324.06,320.69,326.76,,,272.74,294.75,280.99,L7
2001-08-15 22:02:38+00:00,376.96,371.65,366.90,368.20,373.17,380.05,373.50,367.43,369.92,373.78,383.09,391.88,402.28,403.50,396.21,382.81,384.02,375.50,372.83,364.31,362.51,359.27,352.88,350.13,352.30,354.41,352.76,351.24,347.23,349.30,353.19,360.21,362.17,369.95,374.11,376.83,379.34,372.86,373.47,372.80,367.20,365.92,367.05,368.39,366.37,360.28,364.58,365.64,366.21,373.36,375.44,375.83,376.43,373.22,369.69,375.35,378.28,375.37,365.32,357.92,347.19,342.41,337.86,334.23,333.23,332.83,332.93,328.03,326.13,332.04,332.52,330.37,,291.25,321.70,288.03,L7
2001-08-31 22:02:29+00:00,372.14,365.19,360.29,366.61,367.52,375.41,374.46,367.86,366.13,364.24,378.26,386.92,397.80,399.78,399.03,386.99,380.50,372.29,369.94,362.42,363.06,362.78,359.86,354.13,355.73,356.52,357.39,359.66,361.32,362.07,358.76,363.31,364.29,366.07,371.77,384.37,384.11,378.58,374.88,378.88,375.83,376.55,371.63,375.68,370.45,368.96,373.07,372.54,379.75,382.96,385.08,377.39,373.40,372.97,373.39,375.77,375.44,370.05,367.69,364.89,358.61,355.84,352.32,346.93,344.72,340.97,336.97,334.85,331.80,332.68,337.12,342.41,343.54,300.45,336.13,316.44,L7
2001-09-07 22:08:10+00:00,377.78,363.83,361.99,368.72,384.53,397.82,388.76,380.74,374.17,368.68,371.78,383.05,399.75,405.43,393.81,384.31,375.42,371.85,363.76,359.62,360.18,357.48,358.41,353.95,355.09,351.00,348.07,350.99,353.35,358.86,363.09,361.33,361.05,370.19,374.54,377.25,380.25,371.83,372.26,371.07,372.41,369.38,366.54,368.96,367.91,366.70,367.45,372.00,378.96,377.37,372.82,369.32,363.81,365.68,370.02,377.62,391.57,391.74,384.22,380.31,372.34,356.52,335.86,332.69,326.25,323.72,320.30,317.10,312.78,316.55,326.97,332.27,328.29,303.20,345.92,350.22,L7
2001-09-23 22:08:02+00:00,370.10,363.03,362.99,365.34,379.58,391.14,380.99,382.79,373.91,372.82,372.47,379.08,391.28,394.12,391.38,386.79,378.64,368.23,359.80,357.44,356.02,354.91,351.30,351.29,349.27,348.63,350.72,352.01,355.10,359.26,357.71,359.97,362.61,370.38,371.22,373.64,370.39,370.80,368.78,365.10,361.83,364.36,363.20,362.73,362.55,360.23,367.41,371.13,371.39,367.09,368.75,364.28,360.61,363.19,367.66,373.56,378.92,375.52,368.87,366.97,361.75,352.03,338.54,331.16,321.13,315.82,314.02,309.34,317.85,328.45,335.03,330.74,327.13,323.44,338.06,330.44,L7
2001-11-03 22:02:10+00:00,352.03,346.93,347.24,346.22,350.15,365.35,367.79,366.85,367.08,367.83,373.08,379.31,385.10,388.73,381.59,382.47,378.45,368.14,366.55,354.88,347.96,344.64,344.77,345.04,347.02,349.87,346.91,348.07,346.77,350.91,357.84,356.79,362.39,370.98,373.94,381.03,377.49,370.90,365.50,367.17,361.22,363.10,363.92,364.54,366.09,368.32,367.92,370.02,371.48,367.98,372.76,373.35,371.84,373.57,367.36,369.96,368.32,361.98,358.15,355.51,352.64,345.61,343.03,341.02,334.81,334.69,328.04,322.92,323.46,323.19,326.19,325.40,330.31,327.68,349.83,346.15,L7
2001-12-12 22:08:14+00:00,342.71,338.65,342.47,339.65,345.65,351.27,357.18,362.86,368.10,368.11,376.68,382.50,387.38,381.88,376.05,373.29,363.60,358.78,348.13,,,,346.11,342.20,341.60,341.70,345.86,341.14,342.86,343.43,344.88,349.96,356.31,361.37,360.83,366.89,364.37,370.97,365.63,365.64,360.93,363.58,354.65,351.71,357.32,360.76,364.48,366.02,363.53,358.21,369.68,364.53,365.98,363.84,362.31,357.59,357.81,349.61,351.20,347.76,342.54,339.26,334.31,334.04,329.65,328.71,338.99,338.93,327.73,326.02,326.33,325.46,325.16,327.39,339.99,335.96,L7
2001-12-21 22:02:29+00:00,349.16,347.06,350.91,356.28,369.98,378.09,366.19,375.42,387.95,402.57,408.69,409.55,404.64,400.73,394.23,393.29,389.74,386.49,378.83,371.95,,,370.65,372.34,370.04,367.84,373.11,367.33,367.48,367.61,369.82,376.83,381.53,383.94,390.55,389.29,390.15,388.33,383.37,384.29,383.13,378.63,378.59,373.31,381.65,381.44,389.79,388.88,391.27,385.73,386.23,388.67,391.27,384.06,385.68,378.88,377.46,375.02,374.44,370.80,365.32,361.19,359.83,365.54,362.06,367.91,366.17,361.02,360.20,351.71,349.34,348.32,351.31,354.26,362.44,355.40,L7
2002-02-07 22:02:41+00:00,335.03,336.74,339.94,351.28,358.92,374.80,368.84,369.55,371.30,381.09,386.63,394.24,396.38,399.52,396.39,390.49,383.93,375.74,370.23,366.96,365.66,363.11,357.40,354.19,353.91,353.34,355.11,356.64,358.66,361.91,366.34,364.55,368.46,374.42,376.19,379.40,377.08,375.91,375.89,375.75,369.38,370.28,368.04,368.54,370.85,371.70,372.72,376.31,376.35,376.89,376.44,380.72,375.89,380.27,374.05,375.79,369.77,364.56,359.73,354.45,353.97,352.11,353.92,348.56,346.64,349.63,341.46,346.45,343.35,345.31,350.37,346.76,338.45,327.24,343.62,334.92,L7
2002-02-14 22:08:29+00:00,331.98,327.28,341.32,352.50,369.41,377.13,376.58,376.49,380.70,382.40,394.78,399.30,406.39,407.37,399.03,394.24,386.14,382.77,375.38,369.48,369.75,363.47,361.69,358.21,355.74,354.57,353.57,355.41,359.95,364.38,368.10,370.04,374.78,378.88,380.70,386.39,384.34,376.52,380.16,377.40,374.17,373.15,372.16,375.05,371.98,374.88,374.58,376.25,384.03,378.50,376.83,382.17,374.79,379.83,373.12,375.33,369.27,366.47,365.52,363.34,363.72,366.02,363.76,359.93,355.54,351.47,352.42,343.05,342.78,345.05,345.13,345.31,337.75,330.19,347.41,338.71,L7
2002-03-11 22:02:43+00:00,340.61,337.30,347.92,362.62,368.86,383.78,381.63,377.16,376.52,386.31,387.13,394.64,405.44,403.72,400.17,398.97,389.12,383.07,377.84,369.71,368.87,365.51,357.98,354.00,356.88,356.94,357.51,360.49,361.49,363.20,370.73,370.85,372.97,377.60,380.27,382.22,382.02,377.72,374.75,376.33,373.85,374.65,371.98,375.36,369.23,371.61,371.99,378.55,375.65,373.88,375.18,378.13,376.35,379.17,373.36,371.84,368.89,363.61,363.19,358.30,356.89,353.40,355.23,346.15,349.43,348.99,348.27,346.97,346.59,349.61,348.79,348.76,343.65,327.74,354.47,339.44,L7
2002-05-14 22:02:31+00:00,365.06,354.21,342.28,345.38,359.49,376.51,371.28,368.22,372.25,378.73,383.12,390.61,392.64,393.25,385.33,376.69,368.65,361.29,357.93,358.62,,,354.84,353.76,349.55,343.81,345.24,328.97,,,,340.93,343.79,,,,,,,,,,,,,,,,,,,,,,,,,,321.09,,347.42,347.31,345.64,341.10,,,,,,,,,,,,,L7
2002-05-30 22:02:25+00:00,368.78,357.37,358.65,371.53,383.46,397.35,379.21,370.38,372.13,366.99,372.42,382.69,389.56,391.27,385.44,374.81,361.97,361.28,352.23,355.09,,,356.13,344.10,338.59,341.26,342.48,341.81,348.38,351.57,359.40,358.70,361.55,366.63,369.21,377.62,377.08,370.05,368.13,368.82,362.54,362.57,358.42,357.77,359.03,354.88,354.28,,,360.73,363.18,363.76,365.41,372.12,370.56,371.33,368.04,361.07,359.52,,354.04,352.46,343.44,335.88,335.05,333.48,328.94,324.42,322.02,326.30,325.32,328.27,213.04,265.04,286.12,267.14,L7
2002-06-06 22:08:10+00:00,362.88,349.58,350.28,359.71,364.51,381.81,376.64,367.54,363.53,366.96,370.51,375.70,385.30,385.49,379.81,374.60,362.91,354.82,352.49,346.59,,,357.08,346.01,346.19,340.18,336.68,,345.34,351.95,355.33,356.55,358.36,367.88,369.46,374.33,373.53,372.48,366.74,364.32,364.53,361.42,357.72,362.95,361.30,358.35,360.32,,361.06,361.59,365.92,365.38,359.55,360.59,355.62,352.05,353.43,351.12,347.35,,341.24,339.26,340.67,330.78,332.64,324.88,323.55,323.50,312.22,320.84,322.66,,243.98,274.63,302.52,265.33,L7
2002-07-24 22:07:50+00:00,368.67,357.43,359.62,367.18,375.05,389.84,387.23,387.22,384.84,386.34,383.33,384.86,383.13,384.43,376.24,372.17,366.27,369.31,363.81,364.21,,,348.79,342.19,335.71,337.64,346.59,352.19,361.69,362.60,359.63,359.29,361.64,359.30,368.55,374.15,372.02,371.29,367.16,366.86,364.00,363.90,362.08,364.30,365.50,365.88,366.26,,365.41,361.47,367.82,370.13,372.95,376.78,373.94,370.40,367.47,358.00,353.53,349.52,343.44,345.93,344.39,342.12,336.24,334.59,333.84,331.98,336.23,339.18,339.34,320.16,249.90,284.73,317.21,287.37,L7
