dates,nzd0392-0000,nzd0392-0001,nzd0392-0002,nzd0392-0003,nzd0392-0004,nzd0392-0005,nzd0392-0006,nzd0392-0007,nzd0392-0008,nzd0392-0009,nzd0392-0010,nzd0392-0011,nzd0392-0012,nzd0392-0013,nzd0392-0014,nzd0392-0015,nzd0392-0016,nzd0392-0017,nzd0392-0018,nzd0392-0019,nzd0392-0020,nzd0392-0021,nzd0392-0022,nzd0392-0023,nzd0392-0024,nzd0392-0025,nzd0392-0026,nzd0392-0027,nzd0392-0028,nzd0392-0029,nzd0392-0030,nzd0392-0031,nzd0392-0032,nzd0392-0033,nzd0392-0034,nzd0392-0035,nzd0392-0036,nzd0392-0037,nzd0392-0038,nzd0392-0039,nzd0392-0040,nzd0392-0041,nzd0392-0042,nzd0392-0043,nzd0392-0044,nzd0392-0045,nzd0392-0046,nzd0392-0047,nzd0392-0048,nzd0392-0049,nzd0392-0050,nzd0392-0051,nzd0392-0052,nzd0392-0053,nzd0392-0054,nzd0392-0055,nzd0392-0056,nzd0392-0057,nzd0392-0058,nzd0392-0059,nzd0392-0060,nzd0392-0061,nzd0392-0062,nzd0392-0063,nzd0392-0064,nzd0392-0065,nzd0392-0066,nzd0392-0067,nzd0392-0068,nzd0392-0069,nzd0392-0070,nzd0392-0071,nzd0392-0072,nzd0392-0073,nzd0392-0074,nzd0392-0075,satname
2000-05-31 22:11:30+00:00,354.00,350.53,351.99,358.73,377.90,393.45,392.99,388.25,388.89,390.44,392.14,397.37,402.06,400.55,392.60,383.40,373.94,366.76,362.14,356.66,353.01,353.14,348.82,343.90,344.07,342.06,342.58,341.62,342.21,348.54,352.58,354.03,358.60,362.58,367.94,374.51,374.89,374.98,373.53,374.94,375.28,372.40,369.23,369.14,366.85,364.91,365.43,369.68,371.50,374.43,375.68,378.22,374.05,374.34,370.77,368.95,363.11,356.50,349.12,345.65,340.85,334.80,332.94,330.51,327.80,328.06,327.76,324.90,324.69,326.12,330.20,331.43,330.18,322.64,340.21,326.61,L7
2000-06-25 22:05:07+00:00,353.20,348.30,348.62,355.85,378.47,394.80,393.27,388.21,389.81,391.67,394.64,400.01,404.02,402.34,393.59,383.39,376.27,370.09,365.78,361.68,359.01,357.34,351.38,346.59,345.48,344.02,343.04,342.21,343.17,348.62,353.36,354.51,356.90,362.80,368.13,373.87,374.40,374.69,374.91,375.27,374.75,370.15,368.04,368.00,364.12,364.59,361.78,370.54,372.12,374.88,376.11,376.94,374.31,373.60,371.70,369.63,360.30,358.92,346.47,345.71,340.67,338.60,333.71,331.16,323.49,328.61,323.93,322.38,323.95,324.14,329.29,327.99,330.37,320.43,336.67,311.79,L7
2000-08-03 22:10:43+00:00,354.13,349.75,348.95,350.57,363.90,384.67,378.99,377.49,384.87,391.31,394.49,398.99,404.81,401.09,391.01,380.69,375.32,373.01,367.92,361.10,360.36,358.03,356.65,349.92,346.47,344.85,342.41,339.55,340.25,345.48,350.06,351.79,354.90,361.71,367.71,373.78,373.14,372.45,370.97,372.08,372.79,366.32,363.32,364.30,361.08,363.32,360.15,370.24,371.47,374.40,375.64,374.31,372.87,371.56,370.22,368.98,357.97,357.33,345.43,343.20,339.43,339.89,333.54,329.81,321.71,329.57,324.21,323.94,324.76,323.74,329.41,327.42,328.78,318.81,334.94,295.25,L7
2000-08-12 22:04:53+00:00,356.97,348.10,346.24,348.54,361.76,381.14,377.22,374.69,381.20,386.44,389.76,397.04,405.03,399.47,389.73,384.09,375.97,369.34,364.78,361.10,360.36,358.03,356.65,349.92,346.47,344.85,342.41,339.55,340.25,345.48,350.06,351.79,354.90,361.71,367.71,373.78,373.14,372.45,370.97,372.08,372.79,366.32,363.32,364.30,361.08,363.32,360.15,370.24,371.47,374.40,375.64,374.31,372.87,371.56,370.22,368.98,357.97,357.33,345.43,343.20,339.43,339.89,333.54,329.81,321.71,329.57,325.57,323.94,324.76,323.74,329.41,327.42,328.78,318.81,334.94,295.25,L7
2000-08-19 22:10:38+00:00,362.02,355.39,353.45,352.88,364.99,382.44,377.77,374.64,379.72,384.58,389.64,396.96,405.02,400.08,390.70,384.93,377.82,372.63,368.12,361.10,360.36,358.03,358.54,352.28,348.44,346.24,343.70,340.08,342.21,346.64,350.59,353.69,356.03,363.07,368.91,376.06,374.31,372.46,371.81,372.22,372.46,367.07,364.15,364.66,361.62,363.82,361.49,370.74,371.87,374.52,375.87,375.33,374.40,372.81,371.73,369.95,359.61,358.81,347.69,345.28,340.86,340.91,335.45,332.41,325.69,332.22,328.84,326.53,326.79,326.25,330.00,328.35,329.42,311.25,334.40,293.38,L7
2000-09-04 22:10:22+00:00,360.16,356.78,356.60,355.81,367.08,382.73,376.10,373.17,377.31,381.79,386.72,394.09,402.79,398.97,389.76,384.25,378.01,373.19,368.94,361.10,360.36,357.65,358.28,352.14,347.89,344.98,342.17,338.89,341.56,345.57,349.36,353.08,355.54,362.67,368.78,375.73,373.29,371.02,369.47,370.88,370.00,365.98,362.44,364.00,361.67,363.07,361.05,369.95,370.74,373.56,374.65,374.28,373.53,372.19,371.00,368.76,359.57,358.16,347.96,344.73,340.97,340.03,334.84,332.24,325.90,331.33,328.41,324.67,324.66,325.22,328.29,327.35,323.34,308.65,331.58,294.11,L7
2000-09-13 22:04:25+00:00,360.81,357.53,356.77,356.64,366.62,381.03,375.36,372.86,376.87,382.11,386.86,394.18,402.49,398.60,389.98,384.98,378.38,373.16,368.72,361.60,360.36,357.65,357.75,352.14,347.29,344.78,342.31,339.95,341.84,345.72,348.57,352.31,355.16,362.34,368.35,375.45,372.91,370.83,368.95,369.61,368.28,364.58,361.88,363.45,361.82,362.49,360.90,368.71,370.74,373.21,374.70,374.06,373.63,372.88,371.18,369.07,359.73,357.39,347.28,344.69,340.52,339.27,334.35,331.31,325.71,330.14,328.26,324.71,323.97,323.91,326.75,327.32,322.00,310.25,331.74,297.51,L7
2000-09-20 22:10:03+00:00,360.09,358.24,358.47,359.22,368.27,381.69,374.07,370.72,372.81,378.38,383.74,392.00,401.48,398.34,390.38,386.23,379.81,374.13,369.65,362.26,366.11,360.65,359.46,354.04,348.38,345.25,342.04,339.62,342.23,345.20,347.27,352.16,354.40,362.33,368.52,375.87,372.87,370.62,367.92,368.35,367.14,363.50,360.34,360.76,360.88,361.35,360.32,368.71,370.72,372.97,374.91,374.02,373.66,372.73,370.81,369.49,359.54,357.58,348.44,344.69,341.20,340.01,335.16,333.07,326.59,330.90,327.61,324.70,323.44,324.08,326.20,326.30,323.21,310.00,332.27,298.79,L7
2000-12-02 22:03:45+00:00,360.88,359.54,360.53,363.00,371.81,383.71,373.61,369.24,369.97,375.27,380.41,389.69,400.22,396.90,390.25,388.26,382.79,376.23,372.22,363.10,,356.88,361.81,356.92,349.34,345.98,342.84,339.96,342.84,346.02,346.15,354.21,355.25,364.13,370.15,376.14,372.88,369.45,367.24,367.13,365.69,363.27,360.72,361.78,361.29,362.14,361.89,370.21,371.35,373.96,374.66,372.98,373.13,372.25,371.88,369.88,359.50,358.08,349.62,345.33,342.10,340.48,336.77,334.49,326.58,331.56,328.16,324.36,323.95,323.40,325.25,324.63,321.72,311.76,331.47,298.19,L7
2001-01-10 22:10:03+00:00,361.69,359.72,360.39,363.52,370.72,382.89,374.75,370.49,372.32,376.85,382.09,390.72,401.19,398.29,393.10,390.90,384.56,378.85,374.42,370.00,373.49,364.62,362.71,357.76,351.36,348.41,345.39,343.04,345.69,349.09,348.62,355.77,358.01,365.87,371.51,378.85,375.98,371.87,369.55,369.11,367.83,366.55,363.40,364.76,365.11,364.86,368.31,373.58,374.26,376.14,377.11,375.73,374.46,375.93,372.59,371.73,363.59,358.02,353.97,347.44,344.97,340.08,338.88,336.57,332.96,332.25,331.72,328.05,325.67,326.21,326.87,330.26,326.48,316.85,337.22,314.42,L7
2001-02-27 22:09:54+00:00,359.48,358.93,360.17,366.43,374.33,383.48,377.29,371.50,371.62,377.37,384.08,391.74,401.11,399.69,394.74,391.56,386.83,385.55,374.57,370.00,373.49,364.62,366.30,361.11,351.46,346.39,345.48,343.52,345.52,348.64,347.60,354.43,356.60,364.60,370.17,376.22,374.27,371.20,367.79,367.57,365.02,365.18,362.59,364.22,364.69,364.29,367.93,373.44,374.89,376.04,376.32,374.27,372.31,375.05,370.38,369.80,362.63,356.15,351.98,346.01,343.53,338.12,336.94,334.66,330.58,332.26,330.18,323.48,321.66,323.72,325.22,329.22,325.17,316.67,338.03,330.98,L7
2001-03-08 22:04:08+00:00,364.52,360.04,357.65,364.55,372.38,382.64,380.40,374.54,375.63,382.92,390.52,397.75,405.71,403.54,398.39,395.69,389.82,388.66,378.59,374.07,376.08,374.53,368.12,362.51,352.66,349.08,348.21,347.67,348.84,355.12,352.75,358.69,360.62,366.71,371.25,377.78,377.90,375.45,373.54,371.08,368.91,368.30,367.23,367.61,367.53,367.84,370.89,375.49,377.35,377.97,379.92,376.59,373.56,376.84,371.83,372.43,365.44,358.71,353.05,349.71,346.24,342.14,340.72,337.22,333.12,334.25,332.35,327.97,326.35,326.76,329.01,333.45,332.31,322.64,345.10,338.09,L7
2001-03-31 22:09:43+00:00,370.24,364.42,356.95,360.91,373.46,389.34,388.09,381.85,385.27,391.17,397.58,402.99,409.87,408.93,403.32,402.06,397.43,398.95,390.73,384.61,378.97,376.28,374.85,368.90,357.78,355.15,353.50,352.61,354.39,361.76,362.17,365.71,368.36,371.54,374.48,380.82,379.93,376.93,376.82,375.38,375.76,375.06,374.19,375.27,372.98,374.93,377.26,378.97,378.95,379.94,380.43,379.15,375.26,379.22,373.71,374.04,369.07,364.40,359.24,355.12,353.53,348.97,348.00,343.85,339.44,339.19,337.58,330.85,330.35,331.91,335.84,339.03,339.80,331.31,354.11,348.44,L7
2001-05-02 22:09:39+00:00,369.36,362.56,357.45,361.58,372.56,386.66,384.35,378.65,382.93,388.66,395.62,401.25,408.00,407.50,401.96,398.77,394.06,395.03,387.53,381.57,376.50,374.10,372.30,365.91,355.43,350.71,350.24,350.08,350.52,358.67,358.98,363.10,366.04,370.65,374.26,380.12,379.50,375.15,375.62,373.59,373.50,372.83,371.33,373.21,371.17,373.49,374.89,377.57,378.59,379.23,378.99,378.03,374.81,377.41,372.72,371.90,367.32,362.94,358.55,354.55,353.18,348.51,346.17,343.32,338.22,338.08,336.08,329.26,328.34,330.30,334.64,337.03,337.13,325.08,351.23,340.89,L7
2001-05-27 22:03:36+00:00,374.98,368.47,361.19,366.02,377.03,389.75,384.22,378.02,380.98,387.71,395.14,402.03,407.74,406.99,400.19,396.37,392.65,392.89,386.43,381.12,376.32,373.27,371.40,365.12,355.14,350.20,349.95,348.87,350.04,358.06,359.43,362.96,366.78,370.39,374.50,380.36,380.12,375.95,375.82,373.05,372.55,371.40,369.14,370.79,369.77,371.78,372.74,375.88,379.39,381.38,379.81,378.38,374.69,377.29,373.83,372.44,368.49,363.69,360.03,354.55,354.33,349.48,346.32,343.44,338.05,338.15,335.37,329.25,328.33,330.67,334.08,336.11,337.13,315.78,346.57,330.23,L7
2001-07-05 22:08:57+00:00,374.98,368.47,361.19,366.02,377.03,389.75,384.22,378.02,380.98,386.68,393.55,400.00,406.58,406.63,400.01,395.02,391.40,391.21,384.72,379.99,375.15,371.56,369.16,362.89,354.18,349.64,349.42,348.18,349.24,355.33,357.75,361.46,366.03,369.48,373.18,380.13,380.02,375.98,376.36,373.75,372.20,371.76,368.87,370.57,369.71,370.68,371.71,375.84,378.35,380.70,380.81,379.43,376.32,379.70,374.76,373.76,369.99,364.95,360.98,356.34,354.57,351.44,346.13,343.82,338.90,338.74,336.18,331.09,329.55,331.94,334.48,338.40,339.20,309.58,343.71,323.40,L7
2001-07-14 22:03:09+00:00,377.84,370.84,363.26,367.42,381.57,393.00,384.98,379.17,380.69,387.35,394.15,399.94,403.53,404.80,396.65,391.52,389.39,390.02,381.21,377.60,372.89,369.08,367.16,361.87,352.67,348.10,348.65,346.48,346.36,351.56,354.73,358.73,362.93,368.21,372.74,379.52,378.50,374.91,374.75,372.30,370.50,368.98,365.49,367.17,368.01,366.90,367.69,372.19,376.27,379.43,379.10,378.13,376.13,378.35,376.32,374.34,370.37,364.98,359.85,355.40,353.94,350.24,345.09,342.95,337.59,338.00,334.98,327.79,327.46,329.66,332.57,335.86,335.24,298.92,333.24,311.76,L7
2001-08-15 22:02:38+00:00,377.69,370.96,363.78,367.53,380.37,391.15,383.34,377.49,379.15,385.66,392.76,398.93,403.37,404.64,396.60,390.43,388.72,388.21,380.01,375.70,371.41,367.68,365.37,360.40,352.62,349.00,349.16,347.16,346.48,351.23,354.51,358.94,362.82,368.46,372.93,379.14,378.62,374.62,374.57,372.38,369.95,368.55,365.71,367.34,367.78,365.96,367.24,370.88,374.59,378.42,378.49,377.80,376.17,377.61,375.37,374.48,371.50,366.46,360.63,355.90,352.97,349.12,344.06,341.71,336.97,337.36,334.73,327.83,327.27,329.96,332.56,334.94,335.24,297.96,331.80,308.79,L7
2001-08-31 22:02:29+00:00,378.54,371.93,364.62,367.95,378.51,388.47,381.06,376.68,378.49,383.40,390.10,396.33,401.06,403.47,396.67,389.20,386.38,383.53,378.75,374.04,370.37,367.07,361.29,356.42,352.13,349.94,349.83,349.04,348.34,352.59,355.04,359.49,363.00,368.16,372.79,379.79,379.31,375.12,374.61,373.31,370.79,369.55,366.45,368.39,368.11,366.33,367.97,371.16,375.33,379.07,379.43,377.75,375.83,377.03,375.13,374.64,372.00,366.91,361.51,357.40,353.68,349.96,345.09,342.36,337.94,335.94,333.82,328.70,327.84,330.24,333.01,335.96,337.78,298.27,331.00,304.61,L7
2001-09-07 22:08:10+00:00,378.52,371.35,365.39,369.04,380.90,390.97,382.07,376.84,377.25,380.38,386.40,393.35,399.48,402.70,395.60,387.14,384.06,381.00,375.48,371.22,368.06,364.67,360.33,355.86,352.62,350.14,349.82,348.64,348.56,351.68,354.96,358.32,361.54,368.09,372.93,379.25,378.68,373.65,372.83,371.79,370.11,368.84,365.34,367.38,367.09,365.13,367.25,370.80,375.90,379.20,377.99,376.47,374.48,375.57,374.65,375.00,374.27,370.00,365.18,360.70,355.82,350.17,343.32,340.94,336.24,334.16,331.55,326.34,325.02,327.64,331.28,333.55,334.39,294.75,329.60,305.74,L7
2001-09-23 22:08:02+00:00,377.31,370.31,365.09,368.58,380.74,390.99,381.94,377.59,376.83,379.54,384.85,391.77,398.57,401.75,395.13,387.10,383.45,379.58,373.74,369.69,366.72,363.58,359.33,355.35,352.25,349.97,349.92,349.06,349.29,352.52,355.26,358.50,361.66,368.34,372.74,378.63,377.76,373.33,372.38,370.95,369.08,368.34,365.11,366.86,366.58,364.59,367.27,370.84,375.34,377.69,376.83,375.11,372.94,374.20,373.87,374.84,374.79,370.61,365.59,361.59,356.48,350.37,342.79,339.85,334.56,332.12,329.60,324.45,324.22,327.73,331.69,333.15,332.93,297.93,330.54,308.48,L7
2001-11-03 22:02:10+00:00,375.22,369.08,364.49,368.26,378.12,387.49,379.31,375.06,372.44,375.23,381.47,388.81,395.98,399.29,392.38,384.61,380.96,375.70,369.71,364.36,361.82,358.69,355.38,352.50,351.55,350.84,350.41,349.83,349.97,352.44,355.50,358.00,361.12,367.92,372.46,378.48,377.92,373.75,371.57,370.70,367.30,367.51,364.74,366.49,366.20,363.77,366.62,369.79,374.27,376.29,376.73,374.46,372.20,373.63,373.57,375.93,376.59,371.35,365.57,362.81,356.08,349.70,342.29,338.79,333.30,330.97,327.74,323.62,324.00,326.87,330.22,331.97,332.32,295.66,328.01,307.65,L7
2001-12-12 22:08:14+00:00,367.40,360.59,359.14,361.32,370.45,379.79,375.55,373.34,371.99,373.37,379.46,385.88,393.60,396.47,390.47,383.23,378.21,372.77,365.47,362.23,359.85,357.09,352.79,350.13,350.03,350.04,350.08,349.60,349.31,350.92,353.46,356.46,359.35,366.95,370.60,376.64,375.56,372.63,370.17,370.02,366.32,367.42,364.29,365.62,365.52,363.46,366.92,369.56,371.43,371.45,374.70,372.51,371.19,372.03,371.44,373.74,374.52,369.12,363.54,360.66,353.89,347.82,340.70,337.55,332.36,329.74,328.73,324.84,323.93,326.00,329.68,331.11,330.89,304.08,330.69,316.36,L7
2001-12-21 22:02:29+00:00,365.12,358.90,358.11,360.69,370.39,379.58,374.38,373.60,373.99,376.62,382.71,388.51,394.83,396.94,390.89,384.35,379.49,374.30,366.95,363.44,359.85,357.09,354.77,352.60,352.26,352.01,352.64,351.82,351.33,352.77,355.28,358.72,361.82,368.84,372.81,378.05,377.18,374.37,371.64,371.80,368.42,368.67,365.88,366.48,367.31,365.46,369.47,372.32,373.91,373.24,376.14,374.31,373.42,373.36,373.02,374.31,374.85,369.78,364.75,361.93,355.16,349.30,342.82,340.66,335.66,333.98,332.89,328.86,327.96,328.86,331.86,333.57,334.29,309.66,334.22,320.70,L7
2002-02-07 22:02:41+00:00,359.49,354.13,354.09,357.79,366.19,376.74,372.21,371.69,372.32,374.89,381.33,388.32,395.58,396.71,391.09,385.06,379.29,372.13,366.26,362.51,359.23,357.03,355.17,352.91,353.12,352.91,353.74,353.38,354.10,356.67,358.95,361.62,364.85,370.91,374.14,378.59,377.90,375.02,372.47,372.59,368.99,368.98,366.70,366.73,367.90,367.30,370.93,372.82,374.87,373.70,375.90,374.26,372.40,372.10,371.27,373.06,374.70,370.48,366.20,362.33,356.80,350.62,344.46,341.77,337.31,336.78,334.86,332.33,330.41,331.99,335.48,335.22,334.88,319.36,342.21,332.20,L7
2002-02-14 22:08:29+00:00,353.87,348.59,350.89,355.82,365.72,376.38,372.60,372.82,373.67,375.97,382.80,389.24,396.09,397.19,391.44,386.48,379.55,373.04,366.58,363.25,360.44,357.73,356.27,353.92,353.55,352.93,353.84,353.91,355.69,358.55,360.82,362.85,366.43,372.03,374.97,379.78,378.52,375.48,373.31,373.16,369.86,369.88,367.34,367.56,368.60,369.12,372.18,374.14,377.10,374.34,376.07,375.05,372.20,372.93,371.70,373.06,373.57,369.37,366.23,363.00,358.86,353.57,347.70,344.98,340.10,339.12,337.30,334.21,332.49,333.62,337.06,337.08,335.24,324.23,345.43,338.53,L7
2002-03-11 22:02:43+00:00,345.95,342.43,347.54,353.41,363.22,374.51,371.31,373.02,375.08,380.16,385.64,391.23,396.66,396.58,391.26,388.51,381.37,374.75,368.11,365.07,361.65,358.33,355.70,353.90,353.49,353.27,354.68,354.44,356.04,358.67,362.20,364.14,368.44,373.94,376.24,379.84,377.98,375.88,373.44,373.10,369.22,369.68,367.51,367.32,368.52,369.85,372.70,375.31,376.24,372.61,375.12,375.98,373.82,374.85,371.93,371.85,370.06,365.25,363.01,359.59,356.69,352.80,349.80,346.63,342.75,342.46,341.34,338.38,337.42,338.48,340.17,338.68,336.25,331.13,347.97,340.15,L7
2002-05-14 22:02:31+00:00,344.09,340.21,344.14,351.29,362.05,373.60,370.28,371.62,376.14,383.20,389.50,395.14,398.81,397.75,391.87,387.83,380.20,374.69,368.06,367.34,368.09,364.03,358.11,355.78,354.62,353.03,355.07,351.66,358.09,360.11,363.97,362.19,366.31,375.24,377.71,380.84,379.59,377.89,375.96,375.88,372.29,372.06,369.08,368.79,370.21,372.08,374.71,377.20,378.17,374.64,376.87,378.84,376.86,377.43,373.70,371.89,368.64,363.85,355.86,358.93,354.98,353.21,352.12,349.22,348.66,349.34,349.46,347.28,344.13,343.54,343.99,342.92,339.26,333.36,349.59,340.89,L7
2002-05-30 22:02:25+00:00,347.62,342.66,346.21,354.18,365.11,376.99,371.56,371.44,375.56,380.89,387.06,393.36,397.49,396.82,390.95,385.97,377.59,372.77,365.80,365.30,368.09,364.03,357.83,354.11,352.33,351.35,353.27,350.26,356.47,358.68,363.21,361.69,365.63,373.81,376.29,380.30,379.17,376.58,374.66,374.70,370.67,370.48,367.31,366.96,368.34,369.21,371.31,377.20,378.17,372.32,374.59,376.33,374.95,376.55,373.18,371.79,368.54,363.39,356.38,358.93,354.84,353.11,350.88,347.31,346.39,346.70,346.04,343.47,340.44,340.67,340.88,340.48,318.23,321.98,339.01,328.59,L7
