dates,nzd0490-0000,nzd0490-0001,nzd0490-0002,nzd0490-0003,nzd0490-0004,nzd0490-0005,nzd0490-0006,nzd0490-0007,nzd0490-0008,nzd0490-0009,nzd0490-0010,nzd0490-0011,nzd0490-0012,nzd0490-0013,nzd0490-0014,nzd0490-0015,nzd0490-0016,nzd0490-0017,nzd0490-0018,nzd0490-0019,nzd0490-0020,nzd0490-0021,nzd0490-0022,nzd0490-0023,nzd0490-0024,nzd0490-0025,nzd0490-0026,nzd0490-0027,nzd0490-0028,nzd0490-0029,nzd0490-0030,nzd0490-0031,nzd0490-0032,nzd0490-0033,nzd0490-0034,nzd0490-0035,nzd0490-0036,nzd0490-0037,nzd0490-0038,nzd0490-0039,satname
2001-01-03 22:05:00+00:00,360.06,345.60,320.02,291.97,294.72,307.66,319.69,327.91,330.47,339.72,330.95,323.67,317.92,320.69,328.23,323.72,326.33,335.31,338.84,340.96,344.76,341.89,346.00,345.67,343.51,349.82,353.78,355.78,354.08,349.95,350.11,346.30,344.00,337.41,338.74,337.66,327.88,317.16,321.41,325.14,L7
2001-03-08 22:04:56+00:00,365.14,350.87,320.73,295.23,297.65,307.45,318.51,330.97,335.75,342.96,337.22,331.58,325.07,327.41,331.53,329.72,331.46,342.31,345.65,345.75,350.16,349.24,350.79,349.86,348.73,350.45,353.36,353.34,354.30,350.90,350.18,348.89,344.79,340.88,337.35,335.71,330.02,321.91,322.22,326.83,L7
2001-04-09 22:04:41+00:00,360.80,347.60,319.09,298.25,302.82,311.62,321.00,333.57,342.75,343.32,335.85,329.38,326.92,329.68,329.92,329.46,333.02,339.39,344.64,348.56,349.26,349.71,346.97,349.15,352.37,354.65,356.80,353.74,354.11,354.36,353.18,346.07,340.64,339.63,335.97,335.87,330.24,324.62,324.22,327.71,L7
2001-06-28 22:03:56+00:00,367.64,350.81,327.25,306.05,309.75,319.29,326.04,336.11,345.45,349.32,342.07,335.35,328.87,335.20,332.29,329.06,330.78,336.05,348.51,346.11,344.48,353.13,344.81,347.88,352.63,354.70,355.76,351.66,349.88,352.49,349.36,346.68,341.11,329.92,326.45,337.31,329.44,323.75,322.61,329.25,L7
2001-07-14 22:03:57+00:00,371.98,357.29,336.39,315.89,322.32,330.09,336.18,345.61,355.11,350.82,341.66,333.58,326.96,332.71,330.74,327.26,328.21,332.78,341.35,341.58,342.03,346.69,339.05,342.47,344.86,347.39,348.27,347.34,343.37,350.51,343.65,334.69,329.83,319.84,313.96,326.59,324.49,318.77,318.04,328.16,L7
2001-08-15 22:03:26+00:00,365.49,353.68,336.39,315.89,322.32,330.09,336.18,341.01,348.72,343.86,336.58,330.07,323.31,330.16,328.10,324.09,329.80,335.89,344.76,345.00,342.10,343.68,338.09,340.85,343.93,346.94,349.43,345.71,342.71,346.12,342.84,335.48,330.35,322.78,319.27,326.87,323.51,315.96,317.13,326.93,L7
2002-02-23 22:03:31+00:00,,,,,,,,,,330.39,320.62,328.37,325.10,329.68,318.70,315.50,321.17,333.93,336.42,350.40,356.09,350.16,352.71,356.29,359.29,354.50,371.28,370.57,352.94,355.69,358.13,355.30,341.68,340.87,341.27,344.40,339.86,328.25,333.07,343.41,L7
2002-03-11 22:03:31+00:00,340.74,334.79,315.29,273.28,271.24,291.33,309.86,328.21,333.34,330.81,325.84,331.10,328.51,325.55,320.73,321.09,325.74,336.08,341.73,348.99,350.04,349.87,352.76,357.03,360.56,360.91,371.00,365.78,356.05,357.76,360.34,352.88,346.16,344.06,343.99,345.02,342.53,336.31,336.29,341.75,L7
2002-04-12 22:03:25+00:00,350.31,335.95,302.70,270.37,276.66,289.26,304.82,323.85,328.00,327.22,324.42,326.53,324.99,324.36,322.24,321.89,325.18,340.18,342.28,347.11,346.75,349.31,353.59,356.62,360.77,360.99,366.59,362.17,355.85,355.78,358.17,350.77,345.28,343.87,344.12,346.68,343.02,339.25,336.04,339.27,L7
2002-05-14 22:03:19+00:00,359.71,337.24,299.75,276.08,283.56,293.14,303.73,320.72,329.25,327.14,322.44,324.25,325.35,324.69,323.76,325.27,328.77,343.01,345.14,344.15,346.26,350.35,350.90,355.22,360.10,361.74,368.18,360.84,356.20,356.28,358.59,350.40,343.46,342.56,343.48,345.69,341.64,337.18,335.24,334.84,L7
2002-05-30 22:03:13+00:00,362.74,336.69,298.78,277.95,286.09,296.46,305.98,319.66,324.88,323.56,319.20,321.82,324.32,324.13,323.32,322.67,325.43,338.37,340.96,340.38,343.16,345.59,346.77,349.82,352.65,355.37,362.07,358.64,352.98,350.02,352.82,342.58,336.53,334.41,337.91,341.12,335.82,331.79,331.77,332.99,L7
2002-06-15 22:03:07+00:00,363.64,340.02,298.37,278.57,288.08,296.57,308.60,322.70,328.29,325.92,319.70,320.54,321.74,324.04,324.70,323.75,325.42,337.56,339.81,339.38,341.04,342.24,343.88,347.01,348.89,350.78,353.97,352.17,349.09,347.16,350.44,337.77,332.34,329.54,336.24,340.03,333.84,327.52,328.38,332.27,L7
2002-08-18 22:02:45+00:00,361.67,337.97,300.35,278.11,287.36,295.30,305.99,318.86,323.89,323.05,317.82,318.54,318.46,320.22,322.27,321.43,322.78,334.08,335.93,335.99,338.62,340.57,342.45,345.90,347.37,348.79,350.96,348.81,347.45,344.77,348.14,337.59,333.17,328.96,333.91,338.51,332.56,325.37,327.06,330.85,L7
2002-11-22 22:02:45+00:00,361.10,340.24,304.23,282.51,293.89,299.56,308.95,317.43,322.92,322.04,313.85,310.65,308.25,314.15,317.53,315.62,315.42,323.77,326.10,326.31,328.85,329.93,331.87,334.13,331.63,335.71,333.72,336.38,338.01,332.25,335.43,324.55,321.73,315.50,321.39,328.56,320.25,311.97,316.15,323.18,L7
2002-12-24 22:02:57+00:00,350.39,338.44,316.73,287.39,294.79,297.74,305.28,309.68,316.78,321.74,316.78,310.11,302.92,306.47,311.66,313.21,313.85,320.41,323.47,323.56,326.40,332.29,331.60,334.61,336.13,340.79,344.98,344.64,346.05,339.35,337.52,337.67,335.16,327.31,325.41,328.31,323.52,314.53,315.58,317.17,L7
2003-02-26 22:03:16+00:00,354.76,343.05,324.93,302.63,308.18,310.26,318.86,320.96,327.20,332.00,324.93,317.53,309.68,316.01,319.06,318.10,319.65,327.62,330.44,331.00,331.80,335.98,335.75,338.10,339.83,347.95,355.99,356.87,350.28,343.82,339.13,338.27,333.66,328.23,328.13,327.80,322.84,315.56,313.81,314.60,L7
2003-08-05 22:02:59+00:00,370.72,348.88,331.96,314.70,315.62,326.47,333.68,331.51,333.23,338.06,331.12,327.44,318.10,320.35,324.08,320.13,323.69,330.36,331.51,335.00,340.26,341.66,346.33,336.67,337.62,345.03,348.99,357.86,343.66,342.67,341.13,327.32,336.05,331.59,333.34,333.38,326.31,,,331.96,L7
2003-08-13 21:51:32+00:00,378.30,343.83,330.51,311.59,316.05,319.29,326.21,334.50,336.41,341.48,336.33,330.07,325.65,330.58,335.33,322.49,323.79,331.39,337.98,333.59,335.64,339.15,347.97,342.65,347.33,352.96,356.49,356.60,354.02,351.12,348.81,338.64,338.25,335.49,337.44,338.84,331.68,336.33,338.91,339.10,L5
2003-09-30 21:52:18+00:00,384.98,338.53,317.07,295.75,298.57,299.97,307.06,323.53,327.64,335.17,333.40,328.85,325.29,326.61,331.68,320.43,321.42,326.23,333.85,328.41,330.31,333.80,341.93,337.45,343.97,347.39,351.76,353.81,352.88,351.26,347.58,342.11,341.02,337.09,338.42,337.71,331.58,332.89,334.38,336.60,L5
2003-11-17 21:52:57+00:00,387.19,344.81,320.42,293.19,294.94,298.26,306.89,320.93,328.33,334.44,337.33,332.56,328.96,329.67,333.57,324.20,326.60,329.79,332.26,328.88,331.14,332.38,338.29,335.18,340.87,346.40,355.09,359.18,357.56,356.98,353.54,348.68,347.13,341.52,339.13,339.58,334.45,330.96,332.80,336.51,L5
2003-12-11 22:03:21+00:00,380.21,344.85,318.68,292.97,294.85,299.06,306.39,320.93,328.81,334.64,336.47,329.95,325.49,327.21,331.26,324.14,326.99,330.14,333.06,331.02,333.78,335.44,338.29,335.18,340.29,347.23,355.56,358.45,356.91,356.39,354.15,348.93,347.32,342.42,340.83,341.45,336.71,334.53,332.80,336.51,L7
2004-01-12 22:03:31+00:00,380.21,343.62,319.65,294.58,296.45,301.97,310.80,323.98,330.71,336.05,337.08,331.39,326.66,327.62,331.26,324.14,328.31,332.09,336.03,335.11,338.26,338.48,341.06,337.71,341.95,349.54,357.23,360.39,359.15,358.72,356.58,348.93,347.32,344.25,342.57,343.11,338.81,336.20,335.06,338.63,L7
2004-01-27 21:59:14+00:00,380.21,343.62,319.65,294.58,296.45,301.97,310.80,323.98,330.71,336.05,337.08,331.39,326.66,327.62,331.26,324.14,328.31,332.09,336.03,335.11,338.26,338.48,341.06,337.71,341.95,349.54,357.23,360.39,359.15,358.72,356.58,348.93,346.30,343.89,342.65,342.70,338.81,336.20,335.06,338.63,L5
2004-02-05 21:53:28+00:00,373.11,342.25,317.62,294.18,297.92,302.88,311.10,321.90,329.44,333.61,336.97,331.40,328.56,330.66,335.21,325.82,328.60,333.61,338.22,337.23,338.98,339.22,341.74,343.44,346.81,353.50,361.14,360.35,360.97,361.43,360.21,354.97,349.45,346.93,345.79,345.91,341.02,336.50,334.83,340.65,L5
2004-02-29 22:03:45+00:00,366.32,341.66,314.20,291.15,293.43,301.46,309.48,318.15,326.62,330.27,334.50,329.81,324.79,324.18,329.56,325.47,328.04,332.46,335.08,337.96,339.82,339.14,338.76,339.37,341.80,348.50,357.75,360.64,359.35,360.29,360.95,356.22,351.25,347.11,345.03,343.96,339.44,334.82,332.58,338.88,L7
2004-04-25 21:54:35+00:00,366.32,344.87,318.13,294.58,297.82,304.18,312.30,322.54,330.57,332.79,336.96,330.74,326.15,326.21,333.10,328.64,330.19,335.08,337.86,341.05,341.86,340.48,335.35,339.67,342.30,349.87,358.95,361.38,361.09,362.05,364.91,358.61,352.42,348.25,345.81,345.38,341.06,335.89,333.26,340.70,L5
2004-05-03 22:03:47+00:00,366.32,344.87,318.13,294.58,297.82,304.18,312.30,327.60,333.35,335.01,336.96,330.74,326.15,325.38,329.92,326.50,329.06,334.73,338.06,339.93,340.94,340.14,336.43,340.88,344.01,351.14,358.95,361.38,361.09,361.08,362.71,356.67,350.65,347.77,345.08,344.53,340.08,335.96,334.25,339.85,L7
2004-06-12 21:55:59+00:00,348.08,338.57,316.15,298.42,303.52,308.20,316.69,331.22,336.57,337.87,336.31,331.48,329.49,328.61,336.39,329.77,329.10,336.57,343.55,344.14,344.41,341.75,339.27,344.48,349.80,355.28,360.81,362.20,360.81,362.24,363.48,357.87,350.10,346.61,347.00,345.81,340.43,335.45,335.72,340.73,L5
2004-06-28 21:56:28+00:00,346.08,336.22,313.94,296.98,301.86,311.03,320.33,332.46,337.82,339.40,336.70,332.05,329.23,328.07,334.90,328.63,328.43,336.10,342.31,342.46,342.62,340.98,337.72,343.61,347.31,351.66,359.35,360.70,358.26,359.22,360.89,351.49,346.09,342.74,345.29,344.80,338.38,331.42,333.98,341.49,L5
2004-07-06 22:03:36+00:00,352.26,339.29,316.05,298.39,302.72,312.82,321.85,333.19,338.08,340.13,337.36,332.16,329.23,328.07,334.00,328.54,327.98,335.56,341.06,342.08,341.04,340.60,338.36,342.86,345.67,349.92,358.91,360.09,358.04,359.22,360.89,349.86,344.15,340.58,344.54,344.18,339.01,330.37,332.83,341.49,L7
2004-07-14 21:56:54+00:00,353.95,339.60,313.69,295.74,300.60,312.99,314.37,332.05,333.68,336.53,336.79,327.29,326.91,328.85,332.51,326.67,324.47,332.09,337.82,338.48,334.85,338.16,338.13,341.81,344.41,346.83,357.39,354.39,351.86,352.88,355.02,348.86,344.15,338.75,343.57,343.15,337.29,323.51,330.89,339.46,L5
2004-07-30 21:57:15+00:00,353.95,339.60,313.69,295.74,300.60,312.99,314.37,334.60,336.46,339.77,339.58,329.11,327.16,329.15,331.50,325.94,323.93,331.99,337.68,338.26,335.22,338.85,338.52,342.67,345.29,348.41,358.16,353.96,351.63,352.27,354.24,347.89,344.60,338.54,342.82,343.03,337.54,324.70,331.75,339.62,L5
2004-08-15 21:57:37+00:00,349.75,334.96,310.50,290.17,294.68,309.42,311.45,333.74,336.61,339.71,337.61,327.71,325.17,327.66,329.35,324.88,322.99,330.45,335.35,335.65,333.68,338.15,337.90,342.06,344.66,346.95,356.33,352.02,349.26,348.77,350.32,345.16,342.41,336.77,339.57,340.49,336.31,323.85,331.21,336.68,L5
2004-09-08 22:03:17+00:00,354.05,335.41,308.85,289.43,294.72,309.82,311.07,334.20,337.06,341.75,338.58,328.03,326.57,331.39,330.02,325.64,324.15,329.98,333.83,335.04,333.15,337.67,338.14,341.72,343.99,347.10,354.54,351.38,348.36,350.21,351.10,344.00,342.30,336.71,339.74,342.39,337.01,323.71,331.50,334.69,L7
2004-09-24 22:03:12+00:00,355.70,334.42,307.82,287.32,292.35,307.33,311.07,334.20,335.58,340.18,337.06,326.82,325.28,331.45,330.31,324.46,323.50,329.96,332.82,334.31,332.91,337.67,338.14,340.16,342.11,345.65,353.63,352.55,348.48,350.15,350.41,343.77,342.15,335.34,338.23,340.82,336.01,322.90,331.50,334.69,L7
2004-10-10 22:03:07+00:00,354.55,333.40,306.50,286.63,290.23,306.89,310.68,333.07,335.58,340.18,336.48,326.35,325.50,330.65,329.50,324.29,324.00,329.65,332.87,334.52,333.62,337.53,337.31,339.44,342.11,345.65,353.45,353.31,349.78,350.61,349.94,343.72,341.90,335.03,338.68,340.23,335.98,323.10,331.18,334.30,L7
2004-10-18 21:59:11+00:00,354.64,332.50,306.05,287.10,290.02,306.69,312.21,333.29,337.29,341.91,337.57,326.34,326.03,330.21,329.21,324.99,325.22,330.78,334.57,336.04,335.42,339.08,338.59,340.29,342.19,346.44,354.23,354.14,350.67,352.11,349.76,344.29,341.91,335.34,339.17,341.27,336.79,324.80,332.30,335.56,L5
2004-11-27 22:03:41+00:00,354.64,332.50,302.14,284.70,290.02,306.69,309.56,329.34,334.61,339.53,335.49,324.39,322.79,327.96,327.94,323.36,323.68,328.72,334.12,336.22,335.33,339.19,340.61,340.09,341.04,345.22,354.23,354.14,350.67,351.65,349.30,343.64,341.73,334.27,338.99,341.48,336.97,323.66,331.64,335.45,L7
2004-12-29 22:03:56+00:00,354.24,332.56,301.42,284.38,290.06,303.43,308.41,328.89,333.31,337.88,334.26,321.78,317.95,324.72,324.36,321.35,321.54,327.36,332.30,333.80,332.88,339.03,340.76,339.94,340.92,343.19,352.22,351.40,348.56,348.63,346.17,342.27,340.13,333.88,336.26,338.42,334.99,323.92,330.55,331.35,L7
2005-01-29 22:06:41+00:00,351.71,328.31,296.52,280.87,286.75,298.84,308.06,323.99,332.46,336.03,329.99,318.42,315.72,322.46,323.25,320.92,322.81,327.49,332.03,332.90,335.62,339.77,338.82,338.82,339.74,341.44,348.35,346.36,349.60,351.35,346.60,341.86,340.45,334.21,335.48,338.01,333.02,327.22,330.49,328.79,L5
2005-03-03 22:04:17+00:00,358.38,329.99,299.80,284.44,290.43,304.35,312.70,327.61,334.11,338.35,332.23,319.84,316.59,322.35,324.09,320.96,323.82,327.56,332.87,333.49,335.25,338.66,336.53,335.63,336.02,340.83,349.77,349.56,352.60,353.30,347.38,341.56,339.41,332.11,334.69,335.27,331.73,324.65,327.08,327.68,L7
2005-03-11 22:01:31+00:00,357.04,336.51,300.86,286.47,294.44,307.18,316.83,330.78,336.65,338.93,332.87,321.79,318.59,320.59,322.73,319.58,323.20,328.49,335.41,333.81,336.30,340.90,337.43,339.18,340.60,345.91,355.76,350.26,353.08,351.18,345.65,342.01,338.32,331.26,333.65,335.09,333.34,327.80,330.38,331.49,L5
2005-04-12 22:01:42+00:00,354.75,338.62,300.57,287.43,297.66,308.48,317.44,331.50,340.18,342.92,337.73,325.08,318.62,319.47,322.82,322.10,324.39,328.13,336.51,334.92,337.26,342.11,339.61,343.77,343.36,351.44,363.29,349.73,353.33,352.40,348.57,342.21,336.41,332.69,332.26,335.87,332.90,330.37,330.46,333.15,L5
2005-05-21 22:07:44+00:00,354.61,341.73,300.12,286.83,304.25,309.28,316.66,330.80,337.67,339.29,334.90,324.79,316.39,318.12,322.11,320.12,321.78,325.35,332.77,330.82,333.23,339.00,336.64,342.31,343.47,350.73,364.34,346.97,352.20,349.11,348.66,340.26,335.03,331.33,329.45,332.16,330.10,327.50,327.47,330.01,L5
2005-06-07 22:04:06+00:00,353.34,341.73,307.42,292.15,303.81,307.22,322.04,334.43,343.37,344.65,343.78,331.95,323.92,325.16,326.82,325.34,325.59,329.09,333.17,331.35,333.74,340.23,337.88,343.70,345.41,351.29,362.79,348.09,352.12,349.93,348.88,341.24,335.49,331.33,329.45,334.62,330.91,330.37,329.06,333.81,L7
2005-06-23 22:04:01+00:00,358.44,347.17,311.23,297.09,304.94,306.27,319.09,333.43,342.87,343.36,343.50,331.95,323.92,326.14,327.13,325.48,325.44,331.23,334.95,331.58,333.50,340.05,337.33,344.69,348.39,352.96,357.32,348.09,352.12,349.93,348.37,340.48,336.24,332.53,332.10,336.84,332.20,331.01,329.66,335.11,L7
2005-07-09 22:04:02+00:00,362.13,353.50,316.52,300.20,306.22,310.31,318.89,335.26,343.13,344.26,343.54,332.35,329.00,328.69,330.92,327.38,327.58,331.29,336.13,334.90,335.11,340.80,338.21,344.93,348.59,357.28,358.67,350.36,355.98,353.96,351.49,341.52,337.94,335.31,334.78,339.90,336.05,333.86,333.99,339.19,L7
2005-08-26 22:03:51+00:00,360.79,350.28,314.74,297.77,303.22,308.12,316.50,335.26,343.13,344.26,340.55,331.58,327.68,327.79,330.62,326.35,326.68,330.87,335.56,334.12,335.15,339.60,336.92,344.93,348.59,357.28,356.18,355.35,354.57,352.38,350.74,342.39,338.27,335.71,334.52,338.67,334.41,330.91,332.27,339.19,L7
2005-09-27 22:03:40+00:00,358.42,345.66,312.13,292.56,297.28,301.84,311.54,333.19,343.18,342.96,339.64,332.23,326.91,327.56,331.83,327.69,327.48,332.56,336.55,335.05,335.95,340.22,337.94,347.36,345.58,351.08,353.85,355.70,354.87,354.60,352.44,344.20,340.00,338.60,337.80,340.11,333.64,329.97,333.37,344.16,L7
2005-10-05 22:02:41+00:00,357.71,342.66,310.55,290.46,295.73,300.12,310.85,331.00,342.06,342.62,339.92,332.05,328.18,327.67,331.08,327.72,328.34,332.56,336.41,334.93,335.64,340.01,337.79,345.00,344.20,351.02,354.27,354.78,354.35,354.20,352.17,344.58,340.36,339.52,338.36,340.46,334.09,331.09,333.89,342.25,L5
2005-10-13 22:03:42+00:00,361.48,342.85,311.85,291.36,296.74,299.18,311.96,329.58,341.09,342.56,338.75,330.49,328.71,327.85,330.93,327.58,328.38,335.26,337.97,335.71,336.61,339.90,337.83,344.40,343.48,347.64,352.30,352.68,353.79,353.81,351.62,346.26,342.80,340.86,341.33,341.76,335.22,331.99,335.29,342.29,L7
2005-11-06 22:02:46+00:00,360.61,341.07,310.26,291.96,297.36,300.77,313.32,332.43,343.05,345.43,339.52,330.25,327.64,327.61,330.59,327.06,328.02,334.88,338.43,336.98,337.58,340.43,338.55,344.14,344.34,349.44,353.12,353.89,353.91,354.66,352.05,347.24,343.85,341.33,342.77,343.00,337.10,333.75,337.50,344.31,L5
2005-11-14 22:04:05+00:00,357.98,339.12,308.51,289.96,297.36,300.77,312.86,332.35,342.22,345.74,340.47,330.54,327.36,326.54,328.63,325.19,326.82,333.90,338.43,336.98,335.45,339.19,337.22,343.90,344.38,349.68,353.10,354.29,353.98,354.86,352.13,347.41,343.42,340.67,341.52,343.00,336.09,333.72,336.82,343.05,L7
2006-02-01 22:11:01+00:00,354.44,330.45,302.39,282.92,287.06,297.59,311.94,330.80,341.25,347.65,338.78,329.14,325.57,323.88,326.49,322.72,326.21,332.21,336.59,336.52,335.68,337.38,335.61,340.00,338.84,349.81,354.60,355.48,354.67,355.30,351.74,349.50,344.49,341.01,341.11,340.63,333.86,331.08,335.74,341.13,L5
2006-02-26 22:05:22+00:00,357.40,328.34,302.21,284.62,289.68,298.60,313.01,331.74,340.86,346.03,342.25,331.26,328.44,328.21,326.85,323.75,326.70,332.89,336.03,337.96,336.19,339.60,340.98,345.04,344.97,353.93,361.89,359.08,357.78,358.95,355.34,350.78,345.83,342.87,343.52,343.81,336.81,335.78,340.57,342.11,L5
2006-03-22 22:04:42+00:00,357.40,329.24,304.32,287.44,291.73,301.11,314.69,332.89,340.83,345.38,340.75,330.88,328.79,328.95,326.85,323.75,326.70,333.71,336.18,338.81,337.27,339.89,341.63,344.86,345.09,354.68,362.44,359.95,357.69,359.23,355.67,350.78,345.83,342.75,343.23,342.56,335.71,334.13,338.49,339.77,L7
2006-05-08 22:12:26+00:00,353.73,327.20,306.01,292.06,298.64,306.86,313.39,335.33,338.94,342.33,341.09,333.87,331.54,333.24,321.98,318.31,321.77,332.84,333.13,339.82,333.51,338.87,342.98,350.54,352.84,360.61,365.68,362.18,360.26,362.58,359.42,352.07,344.13,342.35,340.65,341.75,333.16,333.05,335.44,336.53,L5
2006-06-26 22:04:32+00:00,388.78,328.08,319.13,304.69,305.98,310.55,321.69,342.25,349.72,339.69,338.10,344.89,340.44,339.05,334.47,335.35,342.26,343.43,344.21,339.82,342.36,345.42,351.05,358.25,359.25,362.99,368.86,363.56,362.09,363.19,362.65,353.87,345.41,343.34,344.49,343.85,339.33,338.22,339.28,340.11,L7
2006-07-12 22:04:25+00:00,376.67,326.55,312.71,296.76,301.51,305.73,316.92,339.25,346.21,340.80,338.10,344.89,337.41,340.94,335.81,329.06,334.61,339.23,340.02,333.91,338.60,343.81,347.66,355.97,358.62,362.99,368.86,363.56,357.84,363.19,357.56,348.05,341.91,340.19,342.01,342.26,338.32,332.24,338.34,338.75,L7
2006-08-29 22:04:14+00:00,374.01,327.86,311.13,293.17,299.19,305.97,319.52,336.88,348.64,342.25,341.29,344.92,335.41,336.68,336.44,330.80,336.62,340.24,341.80,335.40,337.50,343.08,344.48,350.31,354.37,354.80,360.24,355.96,353.04,358.03,353.61,342.71,338.59,338.64,340.34,340.41,337.44,329.77,336.99,339.03,L7
2007-02-13 22:09:34+00:00,362.57,337.88,315.39,296.22,296.12,311.58,323.23,335.64,346.22,342.36,345.30,336.76,327.88,327.17,328.25,327.31,328.10,333.38,333.62,339.11,335.36,340.94,344.82,346.89,352.80,352.85,354.79,350.81,349.70,349.59,348.14,337.40,334.90,338.09,335.83,333.49,330.00,323.97,329.63,332.79,L5
2007-03-09 22:05:07+00:00,358.66,349.88,336.21,313.58,306.18,322.16,336.72,348.55,352.87,351.26,349.72,337.71,330.21,330.38,330.56,331.39,332.45,337.58,337.44,337.16,336.72,339.12,346.31,351.18,352.80,352.85,354.79,352.99,345.84,344.99,344.19,335.49,331.48,333.48,330.66,327.18,321.16,316.39,326.81,326.72,L7
