dates,satname,nzd0107-0000,nzd0107-0001,nzd0107-0002,nzd0107-0003,nzd0107-0004,nzd0107-0005,nzd0107-0006,nzd0107-0007,nzd0107-0008,nzd0107-0009,nzd0107-0010,nzd0107-0011,nzd0107-0012,nzd0107-0013,nzd0107-0014,nzd0107-0015,nzd0107-0016,nzd0107-0017,nzd0107-0018,nzd0107-0019,nzd0107-0020,nzd0107-0021,nzd0107-0022,nzd0107-0023,nzd0107-0024,nzd0107-0025,nzd0107-0026,nzd0107-0027,nzd0107-0028,nzd0107-0029,nzd0107-0030,nzd0107-0031,nzd0107-0032,nzd0107-0033,nzd0107-0034,nzd0107-0035,nzd0107-0036,nzd0107-0037,nzd0107-0038,nzd0107-0039,nzd0107-0040,nzd0107-0041,nzd0107-0042,nzd0107-0043,nzd0107-0044,nzd0107-0045,nzd0107-0046,nzd0107-0047,nzd0107-0048,nzd0107-0049,nzd0107-0050,nzd0107-0051,nzd0107-0052,nzd0107-0053,nzd0107-0054,nzd0107-0055,nzd0107-0056,nzd0107-0057,nzd0107-0058
2004-01-28 22:00:52+00:00,L7,,200.03,367.74,368.76,369.67,368.20,360.62,355.90,357.16,358.64,360.26,359.95,358.74,361.38,,147.71,379.52,374.20,372.16,367.64,366.12,363.04,368.68,372.37,375.54,380.63,379.59,377.49,376.50,129.42,134.65,163.36,383.61,385.83,385.97,387.16,386.66,384.96,386.13,387.63,382.48,382.68,383.39,381.22,381.18,,,,381.60,381.79,383.11,378.30,370.56,367.65,368.84,374.58,368.16,363.44,375.81
2004-04-01 22:01:04+00:00,L7,235.97,394.31,375.63,370.98,370.23,367.33,363.32,359.22,361.08,371.51,374.48,371.98,374.74,,,134.53,376.60,375.66,373.71,371.80,369.68,373.50,373.65,377.67,379.19,388.67,386.53,381.93,115.60,122.96,139.94,393.81,386.99,388.52,390.01,391.78,391.88,388.54,391.84,390.43,386.76,389.26,383.72,385.32,,,,380.09,385.35,384.55,385.39,377.57,373.03,369.10,371.93,383.80,376.67,378.97,383.43
2004-07-06 22:00:48+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.34,372.25,361.46,353.47,415.89
2004-07-22 22:00:44+00:00,L7,,,,,330.24,327.82,322.48,313.15,,,,,329.64,346.64,353.28,358.73,360.78,356.87,355.39,357.44,351.36,353.26,360.04,357.08,365.23,109.48,120.78,370.49,369.81,361.93,364.61,368.96,368.04,366.36,373.11,371.56,371.12,368.45,369.36,362.85,362.96,146.69,221.70,192.29,373.31,,,366.87,367.82,367.33,367.06,362.53,359.75,356.34,356.65,360.81,345.66,,
2004-07-30 21:54:28+00:00,L5,376.54,379.70,373.74,364.81,367.61,369.10,370.03,361.92,358.71,358.44,365.72,368.03,364.03,370.14,372.32,375.76,376.23,375.75,369.34,376.74,378.89,380.69,385.55,381.66,383.10,386.12,389.44,382.76,381.63,380.56,380.69,381.35,380.42,384.29,390.66,390.24,391.99,389.89,388.25,389.06,387.73,389.38,387.34,383.37,383.14,377.91,381.01,383.49,386.03,383.09,381.97,380.27,381.23,378.79,377.30,380.87,367.86,360.13,390.37
2004-08-23 22:00:35+00:00,L7,,,,355.59,357.85,360.79,364.09,356.15,355.38,354.09,360.94,358.57,358.51,359.99,363.70,367.08,111.11,95.01,374.47,371.32,369.89,366.79,372.29,374.25,377.87,384.75,386.32,381.58,377.94,378.99,380.22,170.92,167.21,389.99,381.63,382.67,382.94,381.82,380.78,381.31,385.57,385.61,381.77,379.93,378.70,377.45,,193.75,196.50,163.29,382.27,378.30,375.51,371.59,371.61,373.25,364.61,364.00,377.13
2004-10-18 21:56:23+00:00,L5,337.81,360.98,378.67,371.29,354.86,351.78,357.81,356.46,347.09,350.50,354.21,370.08,365.83,365.54,368.66,374.75,375.63,371.27,371.93,362.70,361.26,358.91,360.40,361.73,363.56,367.12,380.63,380.35,378.36,375.51,382.96,390.16,392.58,396.37,375.30,375.36,376.42,372.92,368.18,371.89,372.60,375.21,387.16,380.67,375.68,373.84,377.94,377.63,377.23,379.23,371.62,369.78,361.08,357.28,359.69,,,,
2004-11-03 21:56:42+00:00,L5,348.68,353.19,369.89,377.47,359.46,336.67,337.49,338.77,343.09,336.83,336.19,341.82,354.08,358.13,361.58,361.98,368.80,367.27,363.74,361.86,352.30,350.39,353.85,355.14,357.11,360.07,364.92,369.23,373.70,373.47,373.44,377.09,380.58,385.25,385.27,373.08,369.76,369.21,368.53,368.63,367.02,369.64,368.57,377.65,375.19,374.82,372.21,374.22,373.42,375.76,375.34,364.84,362.29,360.65,359.73,364.46,361.24,355.17,362.10
2004-11-11 22:00:45+00:00,L7,,,,215.37,362.13,344.08,338.82,334.57,344.42,339.91,340.46,340.97,342.90,343.43,347.38,350.36,,119.70,352.40,349.81,349.58,346.78,352.25,354.73,359.06,363.78,365.79,362.86,361.50,361.39,362.53,,174.10,146.49,370.70,370.47,372.09,370.46,369.99,369.55,371.53,371.70,372.20,370.72,365.00,368.36,368.51,,,,,366.20,361.65,359.09,359.92,365.15,358.36,350.50,350.45
2005-02-23 21:58:31+00:00,L5,338.24,366.11,371.93,372.73,374.29,363.22,357.37,352.44,347.97,349.42,348.52,345.01,349.98,349.53,350.76,353.03,361.53,361.18,364.86,367.37,369.60,370.37,373.23,373.66,375.31,374.09,374.08,365.27,370.15,368.97,363.25,371.24,373.33,384.63,383.47,384.44,383.76,381.91,381.81,382.81,382.00,380.19,375.09,372.27,372.33,372.03,370.37,367.15,368.70,370.12,375.38,370.56,367.29,365.56,368.89,371.86,362.20,350.30,399.89
2005-03-03 22:01:30+00:00,L7,371.25,384.15,385.41,382.61,375.00,,220.08,359.09,360.06,356.97,356.97,358.15,353.27,357.84,361.11,363.91,366.66,368.85,367.51,,116.90,108.24,391.47,385.54,381.73,379.18,380.88,375.93,377.27,377.82,377.69,379.96,383.53,388.12,389.37,,,,,,,,,,,,,,,,,,,,,374.20,366.41,357.63,371.46
2005-03-11 21:58:44+00:00,L5,324.18,369.25,373.71,367.37,370.99,358.03,349.76,344.55,346.06,344.48,341.99,342.77,344.25,347.93,352.34,350.04,357.16,353.95,356.11,354.12,351.85,355.38,365.55,367.79,373.91,372.53,367.61,365.65,367.56,365.74,363.34,368.10,371.87,370.59,363.46,368.07,370.98,371.88,373.18,377.16,374.09,369.97,372.46,374.94,368.33,367.17,368.72,367.85,368.88,366.22,366.90,357.46,355.45,351.20,353.67,363.51,,,401.85
2005-03-19 22:01:30+00:00,L7,358.45,381.60,396.19,378.62,377.20,371.02,364.45,,134.18,361.35,356.00,358.35,360.69,357.66,360.74,364.75,371.04,376.88,381.31,379.41,382.42,379.78,94.14,87.67,387.49,381.24,385.98,385.51,376.36,377.48,379.29,380.56,384.11,387.92,388.65,384.96,383.85,105.73,124.51,147.62,399.68,386.91,384.85,386.74,385.57,380.86,385.71,384.31,385.69,381.76,378.35,377.94,374.53,,,,,363.81,390.76
2005-05-06 22:01:25+00:00,L7,363.83,372.09,378.06,375.99,,,237.96,354.17,345.75,348.74,350.71,350.81,349.13,355.41,360.99,363.55,369.96,369.18,365.26,,133.88,374.51,370.15,370.84,372.19,373.50,376.60,374.05,370.84,371.39,374.54,378.61,381.42,379.87,113.78,111.56,104.04,384.58,382.21,383.12,381.70,382.48,379.38,378.11,375.46,379.68,380.35,378.89,379.14,377.97,380.21,,,,378.20,379.38,368.62,363.02,375.68
2005-05-22 22:01:24+00:00,L7,349.09,311.47,,,,,,,,,,,,,,,,,,367.46,367.56,365.46,369.69,372.16,372.25,371.04,,121.24,124.32,377.82,375.76,371.23,374.81,380.99,371.32,379.18,382.74,382.61,377.77,377.63,381.46,380.74,,,,,376.76,375.92,376.62,375.71,374.12,367.56,365.57,364.72,368.67,373.47,366.23,362.81,374.04
2005-07-09 22:01:14+00:00,L7,353.28,361.54,361.24,,,,,,,,,,,,349.43,349.45,358.34,355.29,351.11,351.87,353.89,352.25,357.58,355.96,362.60,100.92,118.22,108.76,369.72,361.16,364.33,368.88,372.50,376.53,373.18,373.10,372.35,369.76,369.64,368.87,367.33,151.64,225.91,195.69,373.69,,,370.04,363.30,363.79,367.27,363.58,356.91,355.17,355.72,353.90,345.17,339.26,
2005-07-17 21:59:35+00:00,L5,,,,,,,,,,,,,,,,,,363.95,363.07,373.06,376.39,375.39,378.90,377.50,383.00,387.85,390.99,379.26,375.80,373.61,377.18,372.18,377.34,379.13,391.55,395.79,391.34,390.59,392.25,385.18,386.70,390.05,386.37,385.25,388.29,380.74,376.22,379.50,381.96,380.03,379.58,380.65,381.74,378.70,377.04,387.67,375.31,363.48,388.79
2005-08-27 21:53:44+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.37,377.20,380.82,379.75,360.77,,,,,,,,,,388.47,379.90,365.14,398.72
2005-09-12 21:53:46+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.67,,,,,,,,,
2005-10-05 21:59:53+00:00,L5,360.36,365.59,378.66,380.42,369.70,363.24,358.63,348.36,340.65,344.79,345.65,343.05,340.63,347.33,351.25,355.44,358.69,357.15,355.38,358.10,354.50,356.82,358.42,360.95,365.98,374.40,373.04,369.07,367.78,367.86,366.76,371.91,376.50,375.43,375.44,374.37,371.96,369.53,371.51,375.19,375.93,372.47,368.81,366.33,368.14,365.81,365.55,366.41,368.31,367.78,370.44,366.31,359.40,355.10,356.40,360.14,353.03,342.76,401.69
2006-02-18 22:01:53+00:00,L7,338.70,347.27,351.71,352.13,351.11,348.43,343.83,328.15,,132.39,325.52,325.65,321.10,325.11,335.33,339.10,345.40,346.19,342.01,342.53,341.47,341.79,,,,361.83,361.03,355.29,356.12,354.54,351.97,353.58,358.71,363.24,360.98,359.91,358.28,357.54,,155.82,171.77,365.39,355.68,354.64,353.06,353.63,353.29,353.91,354.31,356.39,357.66,354.28,348.37,345.45,344.13,,,,
2006-05-17 22:03:57+00:00,L5,338.94,344.11,347.60,361.33,364.06,364.96,361.91,351.44,345.14,346.06,347.71,344.59,347.97,352.75,356.12,363.44,371.51,361.90,361.67,361.03,359.60,359.76,101.89,92.53,92.92,91.65,96.17,94.19,,,,,162.20,133.65,379.07,379.79,379.78,380.57,386.17,383.30,379.50,378.88,379.45,376.79,372.62,369.67,375.76,373.65,369.26,370.44,372.00,366.45,361.04,358.11,361.97,366.72,356.84,342.43,400.29
2006-06-26 22:01:44+00:00,L7,377.25,366.87,357.54,342.40,343.73,353.62,354.07,342.96,336.80,339.14,333.83,335.29,,,129.67,355.10,359.28,355.21,355.28,352.62,353.23,357.81,361.35,364.86,367.22,368.01,369.75,,126.34,137.03,375.33,369.78,372.88,376.89,375.19,375.42,372.00,373.23,378.33,375.68,372.36,373.83,372.06,372.31,111.15,,,376.62,371.81,369.17,372.41,366.64,358.49,357.14,360.64,365.46,351.86,345.93,387.82
2006-07-28 22:01:30+00:00,L7,,,,,,,,,337.27,337.86,,,,339.14,344.44,350.89,357.39,357.24,365.56,365.46,364.47,362.29,360.24,361.22,363.09,,88.89,98.64,367.16,367.03,368.76,368.75,372.92,377.50,374.60,371.67,372.93,373.74,374.84,374.76,371.23,,,,373.00,370.53,368.88,367.70,366.76,365.35,366.96,361.07,359.59,354.47,356.85,360.00,347.23,337.73,
2006-08-13 22:01:29+00:00,L7,349.29,356.93,,,240.27,340.83,337.00,328.57,325.79,324.41,320.79,324.63,327.03,330.88,337.49,342.20,345.94,,139.40,146.23,353.50,350.90,351.76,354.96,357.21,354.24,353.51,353.77,354.22,351.60,354.76,349.42,,161.80,118.02,364.71,355.77,359.43,,,,,,,,,,,,,,,,341.41,340.62,343.80,334.21,323.05,374.50
2006-08-21 22:05:19+00:00,L5,427.44,380.24,378.32,372.84,369.47,374.74,373.11,368.76,360.20,360.28,359.88,358.64,358.03,364.13,357.23,369.13,378.25,382.44,384.29,380.13,379.83,381.42,380.59,379.00,376.66,384.90,380.18,376.94,375.68,374.20,379.63,375.15,385.34,391.57,394.74,394.64,392.28,389.94,393.51,392.60,391.95,398.78,388.54,384.99,385.09,386.97,385.65,386.58,388.11,389.00,383.09,377.75,376.92,374.80,373.10,382.43,373.04,366.99,385.20
2006-09-14 22:01:21+00:00,L7,403.45,,,,375.21,367.17,366.93,356.57,352.45,349.41,353.75,355.93,361.16,360.51,359.90,365.42,108.53,97.28,379.94,375.22,372.51,372.91,374.69,376.05,378.70,383.48,384.89,380.40,374.97,372.75,375.57,,172.94,145.73,393.41,385.69,384.67,384.28,385.94,386.52,385.24,386.26,384.89,386.79,387.54,386.54,386.44,,185.36,167.14,,373.18,369.58,367.69,369.02,374.34,368.61,360.47,377.20
2006-12-11 22:06:52+00:00,L5,,324.09,316.24,314.72,319.58,317.72,314.67,302.33,299.43,296.62,301.38,295.86,294.89,301.39,306.87,323.57,325.83,326.78,316.95,318.93,318.25,319.83,324.19,326.67,323.66,324.45,326.21,324.98,323.46,325.51,324.71,324.72,351.61,343.42,345.62,340.08,340.57,342.23,341.43,343.98,335.35,337.62,330.56,327.96,330.94,328.28,322.65,323.29,326.91,331.32,354.60,341.28,335.89,339.23,347.65,349.37,331.98,334.73,373.82
2007-05-12 22:02:11+00:00,L7,,,,,,,,,,126.02,380.25,371.89,363.70,363.32,373.01,380.75,383.71,383.01,376.72,374.57,,110.80,99.63,391.24,381.95,385.47,386.04,386.38,380.41,383.25,385.28,383.78,384.29,389.97,389.56,386.28,96.03,108.70,388.08,393.58,393.39,390.90,386.57,388.26,386.47,390.00,395.14,393.23,394.36,394.66,391.97,384.46,,,,386.51,376.60,376.20,397.93
2007-05-28 22:02:04+00:00,L7,356.79,418.96,384.80,398.19,385.41,367.64,368.44,371.03,378.98,377.38,378.13,371.13,365.12,,117.16,374.07,377.90,375.82,369.99,370.04,371.40,372.92,385.02,383.29,382.66,388.17,391.66,390.69,106.22,124.28,395.39,381.98,383.72,389.89,388.10,386.89,387.12,392.38,392.56,398.21,394.47,392.71,392.01,,,,,384.25,388.16,385.81,382.51,377.91,372.88,374.17,374.38,385.88,384.65,392.17,402.18
2007-11-20 22:01:58+00:00,L7,,,,,362.63,363.27,350.00,347.97,351.21,345.57,342.43,346.07,352.99,352.71,358.12,,,85.24,363.64,355.72,359.10,363.08,359.48,364.74,374.59,379.85,373.08,379.93,376.10,377.64,,167.43,160.22,393.50,376.71,379.76,376.52,378.89,384.68,384.39,375.16,381.67,381.14,381.92,380.86,377.23,,,,389.78,378.07,370.69,367.94,362.63,361.97,368.97,361.07,354.95,375.35
2008-01-23 22:02:09+00:00,L7,312.99,334.09,332.93,328.87,330.43,323.05,,,322.04,324.19,322.33,320.91,320.16,323.49,328.32,319.09,313.97,312.16,308.92,,,128.98,336.61,346.24,348.42,355.98,348.95,345.86,347.48,345.86,344.05,346.73,346.26,349.46,348.20,,91.40,111.60,124.40,354.70,348.97,348.97,348.93,343.08,343.51,344.30,349.10,349.69,350.02,352.27,346.11,,,,,,,,
2008-04-28 22:01:53+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.11,134.96,,348.33,351.80,352.03,351.01,,,354.78,359.53,357.10,361.22,351.69,340.30,353.97
2008-05-14 22:01:48+00:00,L7,459.01,434.04,363.26,355.33,368.64,174.13,218.74,355.79,353.55,358.21,357.82,355.73,356.80,359.56,362.33,368.38,370.38,370.24,370.15,,125.72,373.91,383.67,383.83,380.44,387.16,386.63,388.29,384.37,380.17,375.61,380.77,377.66,382.30,110.32,103.89,103.35,395.71,386.78,388.62,391.41,392.37,389.06,379.70,385.14,387.94,385.37,384.22,380.74,382.91,,,,382.37,373.77,373.15,369.25,360.70,399.00
2008-08-18 22:00:56+00:00,L7,312.06,356.76,360.79,352.99,347.09,345.30,343.87,336.15,,159.87,357.17,351.90,355.44,359.89,363.88,368.49,375.88,372.36,366.43,362.67,361.00,358.72,121.73,127.26,385.44,375.40,378.48,376.66,374.97,361.76,359.12,364.71,369.37,373.37,373.84,371.56,376.57,373.48,143.17,175.85,389.92,368.46,364.21,368.27,365.17,371.30,371.74,375.92,381.30,372.67,362.70,354.26,354.07,,,,337.92,334.37,387.77
2008-09-03 22:00:49+00:00,L7,,,,,,,,,,,,87.57,318.81,323.72,328.14,335.32,345.84,351.72,339.28,340.22,341.53,340.97,,95.62,97.09,356.81,351.61,348.38,352.70,348.56,346.00,349.18,354.68,353.38,356.06,352.50,352.87,354.16,135.97,146.86,371.24,360.45,349.33,346.53,347.37,341.67,343.61,347.99,352.79,354.45,354.86,350.54,344.50,339.87,,,,324.99,383.39
