dates,nzd0450-0000,nzd0450-0001,nzd0450-0002,nzd0450-0003,nzd0450-0004,nzd0450-0005,nzd0450-0006,nzd0450-0007,nzd0450-0008,nzd0450-0009,nzd0450-0010,nzd0450-0011,nzd0450-0012,nzd0450-0013,nzd0450-0014,nzd0450-0015,nzd0450-0016,nzd0450-0017,nzd0450-0018,nzd0450-0019,nzd0450-0020,nzd0450-0021,nzd0450-0022,nzd0450-0023,nzd0450-0024,nzd0450-0025,nzd0450-0026,nzd0450-0027,nzd0450-0028,nzd0450-0029,nzd0450-0030,nzd0450-0031,nzd0450-0032,nzd0450-0033,nzd0450-0034,nzd0450-0035,nzd0450-0036,nzd0450-0037,nzd0450-0038,nzd0450-0039,nzd0450-0040,nzd0450-0041,nzd0450-0042,nzd0450-0043,nzd0450-0044,nzd0450-0045,nzd0450-0046,nzd0450-0047,nzd0450-0048,nzd0450-0049,nzd0450-0050,nzd0450-0051,nzd0450-0052,nzd0450-0053,nzd0450-0054,nzd0450-0055,nzd0450-0056,nzd0450-0057,nzd0450-0058,nzd0450-0059,nzd0450-0060,nzd0450-0061,nzd0450-0062,nzd0450-0063,nzd0450-0064,nzd0450-0065,nzd0450-0066,nzd0450-0067,nzd0450-0068,nzd0450-0069,nzd0450-0070,nzd0450-0071,nzd0450-0072,nzd0450-0073,nzd0450-0074,nzd0450-0075,nzd0450-0076,nzd0450-0077,nzd0450-0078,nzd0450-0079,nzd0450-0080,nzd0450-0081,nzd0450-0082,nzd0450-0083,nzd0450-0084,nzd0450-0085,nzd0450-0086,nzd0450-0087,nzd0450-0088,nzd0450-0089,nzd0450-0090,nzd0450-0091,nzd0450-0092,nzd0450-0093,nzd0450-0094,nzd0450-0095,nzd0450-0096,nzd0450-0097,nzd0450-0098,nzd0450-0099,nzd0450-0100,nzd0450-0101,nzd0450-0102,nzd0450-0103,nzd0450-0104,nzd0450-0105,nzd0450-0106,nzd0450-0107,nzd0450-0108,nzd0450-0109,nzd0450-0110,nzd0450-0111,nzd0450-0112,nzd0450-0113,nzd0450-0114,nzd0450-0115,nzd0450-0116,nzd0450-0117,nzd0450-0118,nzd0450-0119,nzd0450-0120,nzd0450-0121,nzd0450-0122,nzd0450-0123,nzd0450-0124,nzd0450-0125,nzd0450-0126,nzd0450-0127,nzd0450-0128,nzd0450-0129,nzd0450-0130,nzd0450-0131,nzd0450-0132,nzd0450-0133,nzd0450-0134,nzd0450-0135,nzd0450-0136,nzd0450-0137,nzd0450-0138,nzd0450-0139,nzd0450-0140,nzd0450-0141,nzd0450-0142,nzd0450-0143,nzd0450-0144,nzd0450-0145,nzd0450-0146,nzd0450-0147,nzd0450-0148,nzd0450-0149,nzd0450-0150,nzd0450-0151,nzd0450-0152,nzd0450-0153,satname
2000-10-06 22:10:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.97,323.85,328.22,325.88,326.66,331.49,329.09,329.57,328.86,332.52,333.09,332.50,331.63,325.85,328.15,333.45,331.35,339.00,348.48,358.48,367.25,376.98,374.07,371.99,370.79,369.43,365.63,359.35,352.98,353.53,352.01,351.29,352.17,346.86,343.02,343.41,339.68,339.12,336.75,329.77,336.86,319.21,313.02,302.48,307.47,323.75,305.43,295.15,291.42,295.56,314.96,330.20,332.81,331.33,326.85,328.53,338.36,345.54,348.20,359.39,364.00,366.86,373.27,374.42,382.25,383.22,381.33,378.96,393.53,396.51,396.91,395.86,390.40,389.65,382.60,391.56,386.91,386.18,390.53,390.09,392.95,398.29,395.75,401.94,401.91,405.21,410.67,407.84,411.50,410.20,417.43,413.34,414.45,413.70,415.87,416.92,422.09,423.87,425.54,429.68,437.03,L7
2000-11-07 22:10:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.09,330.09,330.50,322.31,310.46,312.03,304.79,301.99,300.58,300.53,300.87,296.93,301.54,306.38,313.93,315.05,321.27,325.37,331.65,341.67,334.79,333.39,333.38,333.86,333.35,332.83,333.48,336.75,348.46,351.44,347.73,348.84,356.66,353.84,354.89,348.31,351.97,351.87,360.10,362.04,366.27,374.65,384.55,386.23,379.27,379.16,379.18,376.50,373.71,360.35,352.17,358.75,356.14,355.23,351.22,350.12,344.22,343.72,342.87,332.10,337.94,334.93,327.02,313.64,316.28,340.04,309.84,303.51,301.00,305.09,309.74,325.68,338.68,345.27,348.94,350.07,348.95,352.65,355.00,358.37,372.31,379.11,387.27,384.67,386.43,383.03,378.04,377.64,387.01,398.27,401.17,404.26,406.91,406.07,399.94,397.83,396.32,387.89,395.05,396.09,401.07,399.56,399.03,404.36,407.73,406.12,406.43,407.78,405.78,408.63,412.12,415.28,422.17,424.00,416.60,416.07,421.71,421.97,421.03,428.98,428.68,L7
2000-11-14 22:16:30+00:00,415.58,412.87,411.60,402.86,400.81,397.09,395.47,381.58,371.80,366.82,354.88,349.30,342.47,340.89,336.74,329.63,315.17,302.93,297.09,294.16,290.24,283.75,278.04,277.76,275.91,271.96,276.21,273.48,278.12,279.61,281.88,282.64,287.23,300.63,304.42,308.91,303.19,300.69,289.99,287.54,287.68,283.49,282.46,280.88,278.29,284.56,280.73,289.25,298.78,305.99,310.85,317.63,322.12,322.28,324.79,325.86,323.65,325.17,323.81,327.42,328.72,323.22,324.80,328.34,329.35,334.10,332.11,332.88,331.40,333.42,339.21,347.26,348.14,358.12,362.71,362.27,363.69,362.88,359.33,360.29,356.89,354.65,346.51,342.21,343.01,335.77,342.13,338.11,328.20,321.23,315.60,316.03,314.00,323.23,322.89,315.37,307.90,304.33,319.15,295.52,284.28,291.93,289.79,288.67,307.26,314.70,326.63,331.07,331.47,328.59,330.47,336.48,348.44,356.22,366.21,369.82,370.66,375.51,368.92,356.66,357.99,374.43,375.96,384.77,387.26,393.58,394.98,394.95,390.76,388.51,383.51,382.37,383.91,391.67,393.56,392.57,395.55,394.09,392.19,396.14,400.28,397.41,397.45,402.90,407.64,405.62,407.25,408.87,408.15,410.85,413.06,409.65,417.96,418.66,L7
2000-12-16 22:16:35+00:00,411.39,415.59,410.33,407.30,403.25,404.60,396.86,380.31,371.19,357.76,354.97,349.37,343.77,338.58,338.18,329.14,320.08,309.36,302.15,291.59,283.85,286.06,286.67,276.96,274.53,269.90,272.81,271.73,275.99,273.10,282.33,283.13,296.31,299.92,308.02,310.80,307.35,300.71,293.72,292.26,289.40,288.94,280.13,276.08,279.76,281.68,284.95,280.43,286.15,287.41,302.66,315.06,322.69,327.43,326.08,331.35,334.23,333.77,332.12,338.89,335.57,337.68,330.12,330.08,331.12,334.19,334.84,336.97,336.23,342.62,347.09,350.74,353.58,357.49,365.83,369.33,367.49,363.34,360.40,354.28,354.52,348.06,348.23,344.61,338.74,333.23,332.31,331.03,329.24,327.60,328.87,326.86,327.74,324.47,322.25,315.00,309.16,313.40,331.03,300.09,282.66,280.04,288.27,301.37,313.78,315.76,314.64,316.24,318.62,320.65,329.41,338.79,345.38,353.51,359.38,371.25,369.89,369.83,366.86,363.25,360.79,375.07,376.41,381.33,384.16,390.10,391.93,389.98,385.14,380.86,374.59,377.19,383.66,386.05,388.04,389.47,388.03,392.00,394.48,396.13,399.48,397.09,399.31,400.30,407.65,407.58,413.38,418.58,419.62,418.15,421.16,426.82,429.35,424.87,L7
2001-01-01 22:16:33+00:00,419.17,418.40,414.78,402.85,403.51,400.92,392.69,385.59,377.55,366.06,356.02,353.74,350.83,344.42,344.54,337.71,323.94,313.90,306.16,295.41,285.91,287.43,284.77,275.02,269.19,269.79,267.87,267.87,273.81,277.03,279.64,284.17,292.40,298.44,305.18,308.50,305.86,299.44,293.80,294.51,282.31,285.81,281.21,276.45,284.47,283.95,286.71,287.19,281.24,295.92,300.44,309.56,318.39,323.06,330.56,332.57,336.82,334.81,335.80,339.65,337.77,338.31,337.38,337.03,340.34,337.09,340.11,339.22,340.93,345.99,341.59,343.82,352.79,361.12,366.67,371.98,375.67,370.06,367.58,359.73,354.10,355.55,348.95,347.09,342.94,340.99,336.90,336.89,334.85,333.64,334.89,332.13,332.36,326.41,321.10,316.18,303.63,312.44,327.49,294.57,288.20,284.38,288.69,297.81,311.31,312.27,313.91,317.88,320.05,323.75,328.59,334.76,342.79,349.44,355.72,368.21,373.38,379.32,377.77,364.63,359.58,366.40,374.91,380.63,382.54,390.47,391.43,389.25,391.35,385.35,374.66,378.00,378.82,381.07,389.57,388.29,391.35,394.27,396.29,397.65,400.44,406.69,404.93,404.29,406.20,410.33,416.73,420.73,423.60,425.10,426.22,428.83,427.74,428.04,L7
2001-01-26 22:10:54+00:00,437.03,437.65,434.63,427.99,420.48,416.14,402.45,393.71,385.72,378.49,372.37,369.75,370.68,359.93,358.88,357.33,345.39,340.51,330.12,320.22,312.94,306.70,300.51,297.08,295.03,293.04,290.83,291.60,290.00,292.01,295.83,300.77,307.74,319.60,323.64,326.46,324.13,314.30,307.02,308.58,303.92,300.61,295.33,299.84,293.20,296.44,304.99,307.21,306.44,325.79,326.36,333.04,345.30,350.63,362.29,357.53,353.87,351.56,345.90,347.86,343.95,349.68,350.07,349.06,358.84,362.85,363.07,364.80,363.38,366.42,369.30,368.43,374.47,381.53,388.88,385.37,385.41,381.76,379.21,378.07,375.31,370.22,369.46,366.36,360.68,358.71,345.97,342.69,346.48,346.73,345.95,344.40,343.25,353.10,350.65,342.34,327.17,330.62,345.10,311.51,302.13,305.75,307.41,314.71,329.21,329.40,333.98,333.71,338.06,346.94,351.01,362.08,371.71,378.83,385.19,390.01,397.90,392.72,394.45,390.83,381.88,395.31,396.48,410.42,410.63,413.48,420.47,417.53,410.93,408.23,402.20,403.60,411.73,408.42,409.15,410.06,414.38,410.99,412.30,413.73,412.98,415.31,418.23,425.61,429.37,433.36,435.56,437.50,440.75,442.86,441.66,436.50,438.55,442.88,L7
2001-02-11 22:10:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,286.61,288.41,285.68,286.46,289.31,295.48,302.95,303.49,307.56,311.82,301.08,298.94,294.71,288.77,288.03,289.23,292.13,280.26,279.27,277.96,278.05,279.45,292.37,294.31,303.31,304.31,309.94,323.89,326.27,338.55,348.33,348.91,346.42,340.08,338.51,336.17,337.10,338.32,340.43,345.52,347.75,347.78,356.09,352.42,363.16,365.69,370.25,377.09,388.10,389.51,386.72,382.95,378.14,369.21,367.20,364.27,359.99,350.70,348.92,356.74,354.07,354.64,355.20,348.98,348.89,343.96,342.57,341.82,343.81,337.47,325.10,325.04,332.74,309.40,295.56,288.97,299.18,307.76,320.56,323.22,320.97,323.46,327.93,333.20,346.80,353.51,365.38,370.16,382.87,386.30,394.20,396.23,390.73,387.55,384.09,393.56,392.55,396.21,396.15,396.96,404.46,404.17,395.14,395.13,384.60,390.14,390.42,399.62,405.98,405.59,405.56,404.27,407.10,412.38,404.64,415.09,415.24,417.75,421.55,427.34,433.68,437.95,444.05,444.00,447.70,449.29,450.38,447.92,L7
2001-02-27 22:10:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.01,370.60,366.32,361.75,356.40,360.57,361.95,363.29,363.78,365.13,364.46,354.65,351.14,353.84,351.23,353.86,339.83,343.03,365.39,331.28,312.17,318.81,320.15,323.72,338.27,338.27,332.19,338.40,338.40,348.65,353.20,366.02,376.06,396.73,400.03,406.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-03-15 22:10:39+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.03,318.43,348.86,357.56,355.16,367.30,370.10,375.29,372.21,381.94,388.60,392.56,389.91,385.59,384.75,375.85,370.13,371.80,373.31,365.71,363.71,357.58,357.86,351.34,345.34,344.77,342.06,338.73,340.78,341.08,346.46,344.56,342.65,335.37,329.10,353.60,323.00,305.78,299.29,297.52,301.07,313.13,316.01,318.62,323.55,324.95,333.25,346.99,355.97,369.08,382.54,382.92,392.85,393.25,391.77,385.37,384.53,383.73,392.97,397.76,399.60,408.02,410.62,409.55,409.81,404.98,401.69,394.48,395.06,400.84,398.29,403.82,405.52,406.83,410.19,406.50,406.80,409.09,405.95,417.43,419.87,422.27,429.13,431.67,436.57,443.53,443.61,448.71,446.03,450.35,450.00,L7
2001-03-31 22:10:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.72,315.42,316.11,315.28,,315.83,319.41,324.71,333.25,339.84,348.50,358.63,368.27,381.18,393.11,398.05,399.02,399.99,399.14,384.76,385.76,392.65,400.12,403.59,406.01,409.94,410.57,414.75,418.54,408.17,405.48,410.26,411.81,413.50,423.64,427.69,420.43,418.15,420.07,421.90,423.72,429.30,430.38,435.83,437.93,443.84,450.52,455.32,457.46,457.73,459.58,463.46,462.73,461.49,L7
2001-04-07 22:16:37+00:00,439.17,439.56,424.21,418.64,407.33,405.30,395.54,386.84,381.08,379.14,368.06,361.03,354.90,357.28,351.05,342.23,337.35,325.20,320.21,319.61,316.39,312.71,308.54,307.54,305.80,303.24,298.44,295.67,299.00,303.79,302.99,307.21,309.35,321.03,324.65,326.27,318.14,309.67,303.93,296.02,290.84,287.81,285.48,285.44,284.80,284.18,279.31,286.68,293.49,307.97,313.41,323.04,327.03,337.39,340.90,342.25,346.54,342.37,347.00,342.08,341.69,345.15,342.66,346.16,347.32,351.12,353.39,357.12,358.16,361.73,369.79,378.17,374.83,381.17,386.78,385.48,383.22,379.33,379.63,375.74,370.69,366.51,362.33,360.74,359.36,356.04,353.84,352.19,347.73,340.62,342.45,344.95,339.20,340.54,338.64,337.72,325.40,331.42,357.37,324.89,313.16,311.95,301.03,310.94,326.47,326.78,331.59,334.72,342.41,345.94,352.49,359.33,366.23,381.08,388.33,397.56,402.91,400.83,401.86,396.70,392.33,402.98,406.44,414.61,417.54,421.04,422.83,420.85,416.50,418.91,416.83,424.94,422.31,423.37,419.15,420.89,415.54,417.51,417.88,421.66,420.51,425.79,426.17,429.36,430.02,434.51,436.05,437.64,444.96,449.45,452.16,455.92,456.98,459.63,L7
2001-07-05 22:09:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.61,365.34,352.93,353.29,363.26,361.69,,363.29,341.53,354.23,356.03,321.15,331.64,,334.20,324.64,306.79,300.83,304.93,318.50,322.27,341.08,356.62,347.37,352.70,357.18,364.12,374.35,379.46,393.14,395.30,387.10,394.17,404.68,394.95,393.47,404.36,406.45,439.26,416.27,425.66,428.23,427.48,423.37,415.42,425.37,431.37,430.24,442.60,446.11,432.19,,,430.22,424.29,436.46,452.39,430.08,432.29,465.41,,,,,,489.71,,,,L7
2001-07-12 22:15:31+00:00,,,,,,,,,,386.25,378.42,373.96,371.61,360.38,358.86,350.28,343.63,337.69,329.32,328.36,317.97,314.67,311.60,302.48,303.28,301.31,301.27,303.36,302.51,310.80,314.57,312.79,317.29,325.27,321.93,328.20,324.08,313.74,312.67,309.06,298.64,298.20,298.59,294.66,300.43,303.34,299.47,304.32,306.89,310.24,321.32,327.62,343.29,343.95,346.50,350.33,350.19,352.96,347.57,349.20,349.09,347.81,353.95,348.06,349.76,355.36,360.06,363.86,364.69,371.42,376.79,383.16,389.03,395.67,404.00,400.91,393.59,392.33,384.55,378.91,371.99,369.13,367.10,360.62,360.40,358.28,355.29,349.51,354.73,349.72,346.90,355.29,349.15,345.68,344.52,334.70,334.36,332.01,,328.44,305.05,304.17,305.47,302.68,314.42,315.81,319.06,326.06,328.33,343.13,353.99,359.18,364.34,370.27,378.34,389.94,391.01,396.97,394.03,385.27,383.59,394.51,403.71,404.57,403.74,405.63,405.53,407.65,409.95,406.65,393.74,,,,,,,,,,,,,,,,,,,,,,,,L7
