dates,nzd0277-0000,nzd0277-0001,nzd0277-0002,nzd0277-0003,nzd0277-0004,nzd0277-0005,nzd0277-0006,nzd0277-0007,nzd0277-0008,nzd0277-0009,nzd0277-0010,nzd0277-0011,nzd0277-0012,nzd0277-0013,nzd0277-0014,nzd0277-0015,nzd0277-0016,nzd0277-0017,nzd0277-0018,nzd0277-0019,nzd0277-0020,nzd0277-0021,nzd0277-0022,nzd0277-0023,nzd0277-0024,nzd0277-0025,nzd0277-0026,nzd0277-0027,nzd0277-0028,nzd0277-0029,nzd0277-0030,nzd0277-0031,nzd0277-0032,nzd0277-0033,nzd0277-0034,nzd0277-0035,nzd0277-0036,nzd0277-0037,nzd0277-0038,nzd0277-0039,nzd0277-0040,nzd0277-0041,nzd0277-0042,nzd0277-0043,nzd0277-0044,nzd0277-0045,nzd0277-0046,nzd0277-0047,nzd0277-0048,nzd0277-0049,nzd0277-0050,satname
2002-12-01 21:54:40+00:00,327.36,313.35,308.79,306.09,310.05,324.13,341.08,347.81,357.98,346.89,321.63,305.76,307.69,309.92,329.75,333.50,331.71,331.21,328.95,328.06,317.52,318.69,323.66,317.49,,,,,,,,,,,,,,,,,,,,304.42,295.74,293.42,283.33,276.67,281.29,297.34,294.88,L7
2003-02-19 21:55:06+00:00,318.79,303.92,297.37,299.83,293.60,309.71,332.50,340.78,347.40,341.81,320.12,299.83,304.19,307.30,327.84,330.66,328.03,326.84,327.42,322.02,308.41,309.96,311.94,309.75,301.12,290.01,278.86,278.68,286.75,309.02,324.84,332.92,332.67,334.48,326.92,318.46,317.11,313.28,316.46,317.44,325.43,317.39,311.25,299.38,286.54,,,,,,,L7
2003-03-07 21:55:10+00:00,333.77,316.18,305.45,305.76,310.30,319.29,335.99,343.68,350.75,347.14,323.99,307.63,309.81,311.42,330.76,332.70,330.53,328.68,325.71,325.94,315.58,317.12,319.34,319.30,309.68,298.13,291.69,286.69,295.81,312.08,333.71,341.59,349.65,343.58,336.78,330.44,327.34,320.13,315.18,319.16,329.12,324.31,313.92,298.54,289.23,288.70,287.51,278.51,278.17,288.21,290.34,L7
2003-04-08 21:55:11+00:00,334.68,315.85,308.73,302.46,308.28,317.08,345.25,348.35,363.62,352.33,336.35,307.50,314.09,314.71,336.13,336.22,341.70,344.27,346.76,344.60,339.26,337.05,328.05,322.08,325.15,311.25,303.23,294.54,300.13,331.50,346.56,345.34,349.48,340.61,340.30,334.05,334.29,325.96,321.57,323.50,334.81,330.60,320.62,306.50,298.32,294.41,297.29,281.05,285.07,311.75,321.57,L7
2003-04-15 22:01:22+00:00,330.22,320.95,314.56,317.13,316.65,329.76,353.45,363.87,370.17,367.53,341.77,321.46,322.35,325.27,339.13,348.16,345.50,343.88,347.54,338.08,328.44,332.69,335.83,330.23,328.73,315.43,301.63,298.89,307.12,324.01,342.03,352.79,355.33,354.71,351.93,340.14,336.84,334.24,330.37,330.85,340.95,336.58,331.96,321.69,305.96,305.34,298.36,291.08,292.72,297.17,310.85,L7
2003-04-24 21:55:10+00:00,334.14,313.65,305.61,306.57,306.83,317.08,344.08,355.19,375.54,360.32,339.13,314.58,310.30,316.87,328.56,334.35,330.46,338.69,342.59,345.65,338.31,331.31,329.17,332.31,333.50,309.92,308.55,297.61,299.66,326.78,338.50,344.09,351.78,344.04,337.38,336.27,333.49,325.74,324.82,329.91,336.30,332.20,317.98,305.44,300.93,302.59,299.68,,,,,L7
2003-07-21 21:42:57+00:00,341.21,319.28,315.05,317.80,314.10,326.82,361.17,353.52,384.76,392.21,,317.47,312.93,319.11,332.95,345.59,334.89,335.37,358.27,365.84,353.97,325.90,327.99,335.35,338.02,310.21,299.17,287.27,293.34,304.33,325.24,344.05,348.64,342.98,346.56,335.18,329.45,325.16,318.33,324.41,325.60,319.17,316.70,297.00,279.99,280.65,285.88,285.49,269.05,,,L5
2003-07-29 21:54:53+00:00,334.40,319.03,304.99,310.82,309.47,321.61,344.54,350.51,361.08,351.21,333.50,303.16,307.46,310.42,329.86,336.37,337.37,,,,,,324.90,319.93,320.97,307.07,290.24,292.23,295.52,313.72,330.21,340.78,345.79,,,,,323.65,318.66,319.91,323.55,324.11,315.46,305.40,287.79,284.85,284.79,,,,,L7
2003-08-13 21:49:32+00:00,342.58,327.51,313.65,315.56,315.31,330.45,351.11,354.90,367.59,357.10,337.30,317.00,318.02,319.48,338.62,342.21,340.86,327.59,329.35,,314.80,314.54,319.50,320.04,317.94,312.32,297.26,297.80,305.47,325.01,334.02,351.04,353.47,342.91,337.15,330.72,328.53,323.59,317.59,320.71,334.69,330.06,319.41,306.06,295.69,294.78,292.01,280.14,280.18,285.46,289.83,L5
2003-08-29 21:49:50+00:00,326.68,300.47,290.57,290.81,295.21,302.12,324.09,330.73,345.81,337.95,314.76,291.22,295.91,297.94,320.47,325.88,327.91,328.42,325.58,325.99,313.81,315.69,321.09,322.43,308.97,302.50,292.32,291.98,298.90,317.87,329.85,343.49,347.16,340.79,331.44,332.24,325.37,320.12,314.81,317.86,323.31,319.69,316.56,303.23,288.14,288.29,286.25,278.91,280.58,287.18,294.95,L5
