dates,satname,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0028,nzd0244-0029,nzd0244-0030,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0058,nzd0244-0059,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0073,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0078,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0085,nzd0244-0086,nzd0244-0087,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091
2008-08-27 21:55:06+00:00,L7,450.94,447.08,445.03,443.99,443.90,446.69,,,436.10,417.50,393.62,379.25,365.86,362.46,369.23,382.23,385.42,375.33,,,331.25,328.77,330.73,335.58,343.22,352.33,359.04,374.27,383.43,389.49,,,401.28,390.91,380.16,374.50,374.79,376.59,372.79,374.80,367.52,363.45,351.39,,,355.67,362.65,374.61,376.87,376.90,367.83,373.33,384.64,389.35,386.19,,,386.68,384.28,381.51,392.57,399.09,397.27,389.88,382.43,378.43,383.31,392.28,,,392.32,388.68,386.35,374.76,362.38,368.26,367.38,362.19,352.35,334.78,344.22,,,394.59,410.45,416.24,408.02,383.55,363.99,333.56,335.63,343.65
2009-02-03 21:56:13+00:00,L7,469.69,450.64,435.58,,,,410.37,404.63,399.92,400.36,410.71,407.26,421.14,419.52,418.72,,,,383.88,399.91,382.85,387.97,382.19,370.58,347.38,344.27,366.67,,,,479.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-23 21:56:15+00:00,L7,437.68,437.81,428.11,421.32,406.99,390.96,,,379.60,377.55,372.96,377.98,383.15,395.86,403.88,389.28,376.43,380.68,,,,374.65,360.68,340.66,313.12,321.33,337.49,359.68,384.17,394.45,399.01,,,406.92,387.96,374.48,376.70,373.47,365.63,362.70,356.41,352.33,353.85,354.50,,,360.80,368.84,370.18,366.57,364.95,373.83,381.72,388.52,393.83,396.83,,,383.23,377.09,370.76,371.01,379.06,392.30,398.30,393.44,386.92,381.66,,,366.60,360.57,354.33,347.16,342.42,361.66,375.83,381.79,377.59,357.62,337.86,325.70,,,373.03,381.27,364.75,349.76,351.73,361.53,378.37,415.13
2009-11-26 21:56:28+00:00,L5,397.14,398.02,395.35,390.58,391.95,397.40,396.49,403.08,420.85,436.24,453.03,455.44,444.82,441.52,431.60,422.54,406.98,389.58,393.83,385.98,387.45,404.45,425.94,393.73,376.02,360.26,338.69,337.52,358.73,385.24,404.23,410.15,407.42,420.64,427.26,422.07,398.42,380.22,368.73,370.53,375.59,384.38,386.81,389.91,398.94,400.11,397.80,385.52,383.95,383.07,396.83,413.91,410.90,401.48,392.51,396.89,397.98,404.44,408.95,418.48,420.31,406.97,404.67,412.24,412.16,410.06,414.90,426.51,417.81,410.31,405.10,402.66,391.32,370.50,374.47,396.11,417.66,443.82,463.97,464.70,476.47,511.36,552.41,579.12,531.34,,434.36,397.99,377.87,381.28,399.87,430.57
2010-01-05 21:57:24+00:00,L7,398.94,402.26,409.13,,,393.64,395.66,401.50,409.50,434.07,440.71,430.90,422.85,425.08,424.84,421.61,,,388.78,394.65,390.39,395.00,408.12,412.68,383.76,341.51,336.91,346.77,,,396.38,402.61,417.69,434.74,415.81,409.74,407.53,386.48,383.22,386.11,387.42,,,385.18,397.99,398.23,390.16,380.34,380.67,380.27,391.22,405.22,420.95,,,393.46,396.35,398.83,390.95,399.73,420.01,423.87,419.18,415.38,415.64,423.54,,412.80,402.68,406.55,402.60,393.18,389.61,378.97,384.38,410.88,426.34,450.47,,469.93,471.20,482.24,492.28,544.25,557.57,,,385.45,383.98,394.68,408.75,436.59
2010-01-13 21:56:49+00:00,L5,355.37,359.04,365.82,360.68,361.86,360.87,359.71,365.99,369.86,388.76,393.41,393.13,390.56,384.77,384.40,379.09,360.06,351.62,346.44,350.86,351.53,355.39,367.17,375.55,353.66,319.69,309.47,317.90,337.24,357.25,366.37,370.55,379.84,392.62,381.72,370.34,359.19,347.44,344.97,345.57,348.22,345.82,340.76,349.79,357.30,362.32,353.27,347.38,350.13,356.60,361.13,374.45,379.95,376.40,363.61,364.41,370.19,370.33,366.24,367.23,374.55,388.19,384.37,384.69,385.26,387.40,385.47,377.86,372.80,368.94,366.41,357.31,347.75,343.53,344.36,362.51,384.86,398.43,401.17,412.86,428.35,443.58,459.33,477.39,481.49,,391.41,361.18,355.48,359.17,368.83,405.74
2010-01-29 21:56:53+00:00,L5,356.43,358.06,359.31,356.00,356.07,359.79,351.91,354.73,363.92,375.16,379.76,362.62,367.27,373.52,358.78,351.47,347.41,331.99,344.28,335.09,335.96,335.78,341.35,332.96,346.20,309.32,303.43,312.28,328.54,348.70,357.12,358.64,365.66,375.88,368.64,355.08,343.89,339.90,332.84,328.59,330.32,332.38,337.39,338.05,346.10,352.20,344.87,343.39,343.28,348.76,351.37,363.23,364.45,362.66,358.84,359.88,359.76,359.90,361.19,362.74,368.94,375.10,380.17,379.02,374.70,373.96,371.03,358.53,349.47,338.18,342.82,336.99,323.86,319.35,311.99,331.99,348.76,360.97,370.69,363.68,382.10,403.75,418.83,437.50,407.93,393.64,356.78,337.67,349.19,357.36,365.46,386.83
2010-05-13 21:58:09+00:00,L7,317.33,324.85,336.44,342.04,346.35,356.01,353.97,,,375.07,375.82,373.54,368.46,357.01,342.31,331.72,328.23,329.22,341.01,353.21,,,387.22,371.93,361.17,348.53,327.83,326.43,330.11,338.06,346.61,351.99,,,363.75,351.26,336.76,338.64,340.68,344.04,345.73,343.75,340.66,338.24,337.41,,,354.06,350.06,349.55,351.99,359.72,364.54,368.56,364.67,364.68,365.88,,,362.93,367.27,368.03,369.81,372.15,372.51,376.40,369.93,368.24,359.03,,,353.55,353.77,342.55,336.11,338.68,376.79,385.72,393.80,389.71,394.68,387.99,375.01,,,442.76,425.09,409.03,394.12,391.29,407.15,428.63
2010-05-29 21:58:09+00:00,L7,321.98,331.10,338.60,,,368.64,378.50,387.61,,,,375.13,,,,,,,,,,,,,,365.25,358.62,369.68,377.68,373.35,362.58,372.48,401.95,,,,,,,,,,,,,,,,,365.61,369.01,373.32,378.96,395.30,393.90,392.42,393.65,391.22,,,387.04,396.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-06-30 21:58:37+00:00,L7,,,,,,,377.01,396.27,420.03,424.33,412.06,,,,,,,,,,,,,,,,,,,359.00,372.22,398.17,407.63,400.44,390.68,386.68,378.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-07-16 21:58:15+00:00,L7,343.11,353.96,368.13,384.58,395.41,,,,,,,,,,,,,,,,,,,389.22,382.82,415.31,431.18,419.30,385.95,385.57,409.48,426.80,,,407.11,409.99,406.87,386.81,390.98,398.47,390.75,390.57,392.69,401.15,,,,383.98,388.08,400.19,412.28,420.86,414.04,415.20,413.26,401.42,,,,423.13,415.39,411.81,411.93,408.13,405.10,416.95,417.24,439.41,427.61,,,391.71,393.02,403.79,413.38,446.47,457.90,466.30,496.20,501.04,508.19,,,,,454.51,452.42,,,,463.41,483.98
2010-08-01 21:58:15+00:00,L7,,,,,,,,396.12,429.90,443.88,428.96,411.77,,,,,,,441.90,463.25,466.40,429.95,404.03,421.15,,,430.18,394.39,379.80,403.14,426.33,424.53,412.98,416.31,422.82,421.24,,,386.59,391.71,397.25,406.15,389.62,380.78,398.69,394.22,394.26,382.10,388.61,,,424.03,421.46,417.23,403.78,410.84,411.92,425.49,431.28,433.23,431.15,434.58,,403.52,399.97,412.46,426.02,440.88,441.87,423.59,423.62,406.05,413.07,422.90,,435.67,445.29,,,,,,,,,,454.78,463.91,,,460.43,484.78
2010-10-04 21:58:17+00:00,L7,275.08,295.97,323.76,344.04,,,,,,,,407.05,389.76,370.68,372.52,379.09,379.82,,,432.73,451.58,458.59,447.52,418.97,392.94,393.79,400.90,412.24,414.51,,,408.29,416.35,413.25,396.15,395.56,393.02,382.78,368.69,363.45,367.23,376.54,,,381.02,368.32,367.87,368.19,389.03,398.92,395.66,399.26,399.56,396.12,,,389.99,388.46,389.23,395.14,400.94,411.76,410.90,406.38,402.87,402.51,,,,394.88,390.57,396.74,386.55,382.29,393.76,421.71,443.60,454.37,458.92,,462.43,485.35,487.14,505.00,507.84,482.48,457.07,422.28,427.37,434.43,439.14,449.11
2010-11-05 21:58:37+00:00,L7,,,280.69,301.93,317.68,331.22,345.06,360.94,380.88,385.95,385.64,362.75,346.00,,,,335.09,350.40,366.88,378.25,391.74,415.08,401.61,384.56,363.36,361.94,,,365.63,361.79,366.85,376.01,380.20,376.53,363.25,354.99,349.75,341.69,333.69,,,337.42,343.70,342.38,341.44,342.75,346.26,353.06,358.93,355.70,357.11,,,362.30,358.18,358.26,360.35,364.49,367.68,366.40,364.02,369.13,373.32,,,,373.53,356.11,349.06,345.62,347.35,350.05,348.18,337.22,343.09,362.26,,,385.84,394.96,416.79,425.51,434.11,444.11,447.24,440.46,422.46,406.85,398.72,396.59,404.06,
2010-11-21 21:58:50+00:00,L7,223.66,257.90,280.10,299.82,315.64,328.76,343.57,,,387.64,377.64,360.06,345.96,326.54,342.01,332.67,346.38,353.52,366.63,380.32,,,396.83,374.36,363.32,358.17,360.04,359.83,358.18,359.27,361.52,373.19,,,361.64,355.81,350.38,342.63,335.49,321.28,319.50,329.23,341.02,339.29,,,342.50,348.62,344.54,351.62,352.28,358.10,360.33,366.50,360.75,367.12,,,,360.45,361.89,366.27,369.49,377.14,373.70,370.55,366.56,359.78,347.75,,,351.57,349.16,333.68,332.64,362.15,384.07,397.76,402.75,398.78,413.33,449.41,,,469.45,456.39,434.58,411.60,400.03,396.58,402.46,408.26
2010-12-31 21:56:20+00:00,L5,,,,,341.05,353.18,372.41,407.47,443.76,446.73,423.94,392.67,369.22,355.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-01-16 21:55:58+00:00,L5,243.92,276.69,300.46,323.41,342.52,358.10,379.56,401.94,440.13,448.17,426.03,398.91,374.85,367.99,372.01,372.29,383.00,399.43,,465.51,456.76,432.70,420.57,414.97,423.35,418.93,420.07,423.22,415.81,402.49,402.00,419.94,424.03,407.12,393.61,384.69,383.79,379.69,372.29,370.46,360.82,362.49,371.13,376.01,380.53,375.16,374.61,382.48,378.00,376.39,378.39,389.94,404.05,409.38,398.51,388.84,387.32,393.26,395.88,396.71,390.07,389.29,395.61,399.28,404.39,407.73,415.61,409.49,411.89,404.76,394.20,386.12,377.94,371.41,400.78,424.49,439.32,439.12,439.48,444.20,451.82,466.94,474.18,476.50,488.77,500.31,500.67,485.15,468.04,465.10,462.09,451.34
2011-02-09 21:59:27+00:00,L7,248.34,279.25,305.70,330.37,349.98,370.46,398.74,424.56,442.55,,,408.91,383.50,363.85,365.21,373.58,383.81,434.87,481.41,483.13,451.32,,,445.55,432.82,430.68,430.23,426.10,415.41,413.28,409.42,417.22,425.89,,,,386.99,385.34,371.60,374.30,376.60,377.58,385.37,381.30,386.75,385.57,,,379.21,376.93,381.78,395.59,403.25,404.13,401.10,399.79,394.06,396.39,,,,389.95,391.61,394.46,404.53,410.16,420.30,414.56,404.94,391.45,391.21,,,388.61,403.34,434.87,449.30,451.58,441.03,432.28,472.86,498.81,474.76,,,,,497.97,492.27,477.20,465.25,451.93
2011-02-17 21:56:00+00:00,L5,221.42,243.81,277.24,299.39,318.32,331.21,357.18,368.08,398.46,416.08,392.47,362.45,352.01,337.03,333.49,336.15,347.29,374.47,406.77,414.55,405.32,390.25,385.34,396.89,385.63,379.51,373.81,374.84,374.56,370.09,372.58,385.42,390.59,382.00,372.70,360.94,358.13,352.21,349.06,341.78,334.19,338.81,348.94,344.50,350.32,345.43,353.00,353.37,355.38,358.57,355.02,359.29,365.96,366.66,359.99,362.51,363.11,365.95,363.54,364.81,369.27,369.69,368.91,378.52,375.76,373.37,367.65,360.65,355.43,359.91,361.14,360.47,355.05,343.88,349.35,379.42,394.98,396.43,398.09,393.69,420.95,438.62,436.05,431.66,436.12,456.28,452.18,443.98,443.28,447.95,435.36,428.82
2011-02-25 21:59:32+00:00,L7,259.76,280.68,306.23,329.64,352.59,372.99,,,453.39,451.43,431.38,411.14,382.72,365.55,373.27,370.44,,485.14,499.21,,,431.38,431.13,445.39,472.09,472.04,471.64,438.16,430.29,424.68,441.06,,,,409.17,408.28,412.33,392.69,388.55,388.07,391.12,387.99,386.27,388.10,,,407.47,404.02,397.25,394.76,399.38,412.17,426.05,417.06,409.11,402.11,,,411.12,407.06,401.03,408.12,413.38,418.27,432.48,454.44,460.65,458.02,,,427.83,422.34,411.90,409.07,399.59,447.55,465.88,475.54,467.63,443.80,,642.38,,485.80,491.57,505.09,507.79,503.38,508.29,498.88,477.83,465.88
2011-03-21 21:55:52+00:00,L5,,239.00,260.15,282.79,313.13,331.47,354.11,378.96,396.30,402.61,378.94,360.55,351.07,330.14,328.42,333.92,362.34,403.22,418.03,414.06,399.67,391.94,394.59,399.58,397.19,389.42,386.94,379.61,371.51,376.58,380.58,381.67,383.95,382.22,370.10,361.63,362.41,348.64,340.07,340.21,338.52,337.86,340.35,343.45,351.90,348.27,349.53,348.19,352.31,359.25,354.87,359.40,370.51,365.70,357.42,362.95,363.20,365.84,363.80,364.63,367.41,374.07,369.83,370.63,377.24,382.89,383.11,370.54,364.32,351.04,342.80,341.85,346.10,349.33,354.44,368.56,394.58,408.99,417.43,402.09,425.46,441.81,466.01,464.69,448.92,458.76,455.01,449.22,458.88,458.58,452.18,445.08
2011-03-29 21:59:38+00:00,L7,,,,,,,,,,424.79,407.57,389.33,376.40,359.44,358.58,370.75,409.68,461.49,471.51,,,411.38,415.98,425.00,439.46,441.93,437.40,428.69,419.74,420.54,425.83,429.96,,,396.66,390.27,387.14,372.20,374.89,378.33,375.74,376.74,376.40,382.62,,,385.87,388.16,383.83,385.79,389.68,400.84,404.38,407.09,398.10,392.79,,,,400.84,401.58,396.42,392.18,406.77,410.79,419.74,422.78,416.87,418.01,,,385.73,381.79,392.08,397.76,421.64,445.21,467.66,470.27,456.00,,,,517.40,476.45,481.41,485.09,478.46,482.32,476.95,472.20,458.77
2011-08-20 21:59:26+00:00,L7,,,,,,,,,,,422.32,392.68,375.60,378.30,385.61,416.94,466.82,481.78,475.25,,,490.50,488.91,,,508.44,502.49,487.51,488.08,480.71,451.34,,,,439.51,404.00,396.16,378.57,392.59,392.73,386.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-01-27 22:00:26+00:00,L7,,,210.65,,365.41,413.98,442.87,454.29,422.71,396.07,362.46,341.89,346.25,,,414.91,421.17,445.85,469.58,485.75,492.75,482.01,472.10,459.04,446.20,442.01,,,426.49,423.88,421.67,411.92,426.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-02-12 22:00:09+00:00,L7,168.71,,312.06,360.93,399.16,432.32,466.47,465.43,439.59,413.76,384.57,357.41,,,,,,,,616.49,614.88,615.48,582.52,549.34,519.11,,,479.01,456.61,449.06,435.75,429.22,426.04,421.09,414.74,404.84,397.83,,,380.68,377.50,371.53,379.73,380.06,386.96,392.61,382.08,390.35,390.27,397.82,,,416.63,449.51,435.78,408.80,402.25,396.54,394.08,394.86,396.09,399.00,,,400.28,409.75,407.90,404.90,426.78,414.65,411.52,411.76,409.10,384.95,,,443.01,449.83,459.35,462.08,521.15,580.27,,,,,,,,,,441.90
2012-03-15 22:00:09+00:00,L7,,281.76,313.91,356.80,401.47,430.04,463.54,476.62,,,374.14,,,482.07,496.14,504.71,,578.85,604.95,610.77,612.43,,,567.70,511.89,472.32,464.16,,,454.28,443.45,434.86,432.96,,,418.24,398.66,402.76,399.54,384.26,377.25,381.12,384.08,385.54,399.15,,,,399.01,413.36,420.75,411.18,415.69,411.32,415.34,408.31,405.89,394.58,,,402.55,419.48,416.92,410.00,408.75,407.12,415.13,415.35,421.11,416.37,,,447.09,,415.60,446.37,446.86,,,,,566.85,,,,653.35,639.90,,533.34,498.44,473.30,454.19
2012-04-16 22:00:05+00:00,L7,199.03,240.49,280.34,,364.61,406.69,436.09,442.00,441.72,398.29,,,360.92,381.58,395.24,400.36,,,533.09,550.52,553.62,551.93,532.64,,,455.73,442.09,434.26,425.01,427.77,430.33,417.78,409.33,397.19,393.63,,,374.48,372.88,364.00,359.89,362.41,367.64,377.12,381.02,384.37,384.28,381.22,,,402.05,398.13,394.74,390.05,392.21,388.15,391.13,384.54,385.04,379.71,,,388.47,385.88,387.11,392.37,397.10,397.28,396.01,395.84,395.91,389.14,388.71,,,422.07,441.03,446.23,437.93,440.44,488.59,525.54,562.71,595.20,,,,,,489.59,466.61,444.94
2012-05-02 22:00:31+00:00,L7,216.19,,,331.21,364.87,399.85,428.92,439.33,,,,,,,,,,,,,,,,,,,,,,,,421.74,412.34,407.43,396.75,397.45,389.74,384.95,381.16,,,369.32,379.95,379.03,384.37,386.77,388.98,394.49,396.25,408.02,409.90,403.52,,387.98,387.36,393.64,393.04,390.65,385.96,389.23,390.14,392.51,400.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-06-03 22:00:23+00:00,L7,186.03,,259.88,,,,,,,,355.41,350.04,352.36,364.88,371.33,393.74,416.55,455.02,486.14,,436.27,,,472.03,447.52,425.93,409.41,404.62,398.39,397.55,393.75,394.28,380.43,,,369.55,364.05,347.89,346.96,337.64,331.27,343.99,342.68,346.61,354.89,358.86,,,364.48,368.74,365.71,365.92,361.41,362.58,362.53,362.53,364.19,360.28,,,366.30,362.39,366.80,361.03,367.35,371.69,371.36,370.26,362.79,357.92,,,,346.19,344.25,363.08,395.54,406.94,,,,,,,,,,,,460.58,439.54,428.19
2012-07-05 22:00:41+00:00,L7,,,,,,350.05,383.94,398.15,407.57,391.15,,,359.65,367.54,384.01,405.75,431.23,467.89,469.14,480.51,483.19,479.29,,,435.72,397.45,384.72,390.01,378.69,388.63,392.64,375.53,370.80,376.31,363.37,,,340.66,341.16,338.83,340.29,346.61,353.57,354.03,353.38,360.97,354.20,,,370.22,373.22,369.61,350.52,349.66,352.04,353.89,352.11,358.22,361.32,,,358.53,351.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-22 22:01:14+00:00,L7,212.85,240.13,,421.45,442.12,,,,497.42,483.10,461.26,437.30,435.69,445.21,461.52,477.64,490.12,,,502.69,524.00,551.93,547.98,497.37,450.87,427.28,425.44,433.84,419.20,,,434.20,416.81,390.54,382.65,388.52,366.31,358.82,384.64,387.04,391.00,376.50,,,386.90,381.77,394.63,411.99,413.67,418.75,415.91,396.22,389.22,397.77,,,385.92,383.44,391.60,396.32,397.00,391.98,400.76,396.38,389.10,393.11,,,,386.56,395.83,404.49,401.54,408.93,406.39,421.64,442.26,452.56,459.75,,543.09,566.50,570.03,586.14,575.11,579.23,568.69,529.00,494.76,473.15,456.82,445.64
2012-09-07 22:01:48+00:00,L7,,,177.68,,,,,,,,,,,,,,,,,,,,,,,,,376.39,382.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-09 22:01:40+00:00,L7,,,,,,,398.62,408.65,,,477.22,477.54,464.10,463.39,480.34,489.79,509.04,528.85,542.95,541.80,,,,467.52,441.30,429.86,438.72,439.56,433.89,432.60,430.85,427.63,419.94,,,378.53,373.98,366.46,364.66,370.33,372.10,375.91,381.68,385.58,374.17,,,393.14,395.69,400.82,402.61,398.32,390.40,372.17,375.13,375.71,386.10,,,389.52,385.66,384.99,382.80,386.53,387.06,386.76,384.07,384.87,382.70,370.18,,,381.14,378.24,374.70,411.46,426.09,456.89,464.41,489.80,526.09,,,,542.39,541.26,521.23,493.92,473.84,458.74,432.87,416.64
2012-10-25 22:01:51+00:00,L7,232.50,266.76,291.51,314.75,325.66,,,383.32,415.73,431.64,430.15,419.15,420.41,424.61,432.55,443.46,466.05,482.68,,,486.06,477.24,448.44,427.19,416.56,419.08,414.84,414.91,411.20,411.32,,,394.67,387.98,376.44,359.03,347.77,347.89,342.09,343.49,349.65,367.84,,,361.48,362.54,374.53,384.91,386.32,392.87,387.78,381.47,377.40,372.39,370.08,,,374.82,375.03,371.17,372.88,370.18,369.19,371.36,372.46,378.19,375.12,,,357.97,360.06,364.43,373.24,354.79,360.92,385.55,404.73,417.57,432.24,,,518.73,516.51,518.03,517.29,514.22,500.29,476.87,450.99,431.24,415.65,404.50
2012-12-12 22:02:29+00:00,L7,172.30,221.63,255.94,273.19,288.70,,,350.80,373.56,394.78,390.24,393.99,375.62,389.37,399.07,415.58,428.95,452.29,,,450.94,445.34,433.36,419.23,398.47,390.44,381.35,384.86,386.69,382.76,,,374.87,372.04,361.16,344.84,328.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-28 22:02:35+00:00,L7,215.82,248.13,,,308.27,334.18,357.95,375.73,389.48,411.66,428.95,428.42,421.20,421.28,433.76,446.16,,486.61,480.75,489.20,483.28,476.02,472.99,469.38,,,,,,,,,424.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-06 22:01:43+00:00,L7,203.50,218.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.69,374.95,372.63,370.35,350.23,354.00,348.22,341.11,332.60,343.01,,,359.53,364.87,356.68,362.11,387.70,390.37,376.57,370.42,372.86,372.46,,,,358.50,359.86,357.25,367.60,364.72,364.18,362.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-08 22:01:27+00:00,L7,188.32,202.88,,,,,,,,,,,,,,,,,,,,,,,,,381.98,389.58,384.11,380.20,371.14,365.05,370.57,357.95,,,,351.74,340.57,336.93,335.19,338.36,337.41,353.79,358.76,349.63,353.66,,,367.27,364.75,368.04,375.11,366.16,357.90,355.68,348.76,350.23,355.86,,,359.72,364.51,366.02,357.00,353.42,356.05,360.58,358.31,348.57,,,,,,,,,,,,,,,,,,,,,,
2013-09-02 22:08:04+00:00,L8,201.48,229.89,264.02,332.78,376.05,409.40,443.04,466.60,494.43,485.54,473.47,470.37,473.06,478.50,483.88,483.05,480.17,478.84,488.81,505.21,525.63,525.53,503.71,470.13,443.41,436.85,432.13,433.94,413.64,399.46,398.14,405.58,407.79,389.69,380.62,375.21,383.33,381.53,369.58,364.31,364.45,370.17,373.75,388.71,392.40,375.16,370.76,367.68,376.53,386.11,397.31,390.07,380.19,379.07,381.97,377.17,371.20,375.55,381.67,385.46,377.00,368.71,364.95,376.60,391.60,389.67,387.43,378.51,385.76,386.76,374.78,365.52,359.02,349.47,357.51,381.78,409.49,418.56,423.06,425.32,453.68,462.71,465.54,472.83,470.75,468.59,456.45,432.20,416.15,404.36,390.21,383.54
2013-10-28 22:02:06+00:00,L7,,344.42,365.79,380.38,400.96,428.36,444.21,447.45,454.37,459.84,465.57,462.00,,,475.68,474.03,486.87,494.11,494.90,498.92,497.97,501.04,495.96,491.52,478.06,,429.17,426.67,420.32,426.09,413.16,420.13,413.96,399.31,387.42,377.99,372.24,,355.54,363.98,371.32,380.82,388.68,393.90,394.39,387.71,383.37,382.64,381.94,,,396.34,388.74,384.82,389.47,392.47,395.57,399.30,386.70,373.87,370.03,,,,384.57,386.90,387.59,390.29,381.00,374.30,374.22,374.75,379.57,371.91,,,440.99,443.47,446.51,441.64,438.26,454.55,472.90,479.56,470.89,470.89,461.54,437.96,,,398.52,389.43
2013-11-13 22:02:36+00:00,L7,,338.84,360.48,382.42,401.80,429.43,446.29,440.30,440.82,449.69,448.29,444.85,,,476.96,479.01,480.16,476.61,488.13,489.85,494.80,498.02,491.36,485.78,458.58,,,429.79,427.19,419.47,401.16,419.83,425.22,393.20,369.87,364.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-21 22:07:37+00:00,L8,257.18,296.80,343.16,365.96,399.81,425.30,437.21,434.36,439.15,444.55,446.02,439.46,441.15,455.19,458.96,472.76,473.41,472.50,473.11,477.92,488.11,482.23,485.66,467.42,449.62,432.08,427.16,413.20,415.22,416.93,396.16,407.90,409.89,385.52,369.23,360.28,354.45,349.95,354.31,357.82,366.79,368.24,364.29,377.55,384.58,371.67,364.63,372.76,372.40,384.00,386.28,375.17,373.48,373.61,379.18,384.55,379.39,376.62,359.45,364.41,367.91,378.63,383.52,376.05,375.45,370.79,363.82,376.34,373.84,361.38,358.60,354.15,357.01,349.39,357.17,381.49,397.21,410.65,424.37,411.53,401.19,421.73,455.94,462.49,463.08,461.50,440.55,420.90,399.58,396.62,387.04,380.30
2013-12-07 22:07:38+00:00,L8,265.63,313.48,333.57,368.61,403.56,417.12,421.49,435.16,450.12,452.08,441.40,453.47,440.70,449.93,460.92,475.72,470.63,471.63,475.49,481.86,477.82,479.38,478.67,463.48,436.52,426.31,411.60,407.00,411.38,388.98,393.38,403.23,402.38,379.96,368.16,359.66,349.50,351.85,353.59,355.35,362.86,361.80,361.14,366.10,344.25,344.76,,,,,,,,,,,,366.02,359.43,357.78,362.74,370.28,377.54,377.36,385.02,384.32,368.96,363.85,350.96,358.60,346.37,348.83,342.12,340.69,345.75,371.12,396.83,415.72,427.84,413.37,414.78,429.36,442.84,448.67,444.98,448.29,436.75,415.20,403.40,395.85,388.60,384.85
2013-12-15 22:02:21+00:00,L7,213.85,,,347.05,367.90,382.79,395.51,407.16,423.69,428.44,423.54,415.15,407.48,417.67,,,437.00,438.27,441.19,448.32,454.46,455.58,449.64,430.43,410.72,397.31,384.83,,,367.42,368.56,376.57,368.51,356.90,338.83,326.43,318.65,320.55,330.15,,,336.62,345.95,346.91,354.00,348.94,340.07,339.85,341.00,346.13,350.12,,,,352.69,358.44,360.38,352.19,338.50,338.54,342.33,351.41,353.49,356.80,,,341.49,334.47,335.59,335.14,325.10,316.28,314.04,303.97,310.08,334.38,,,385.21,374.98,379.10,395.00,410.87,418.69,422.81,423.15,407.33,392.22,379.42,371.77,356.73,
