dates,nzd0387-0000,nzd0387-0001,nzd0387-0002,nzd0387-0003,nzd0387-0004,nzd0387-0005,nzd0387-0006,nzd0387-0007,nzd0387-0008,nzd0387-0009,nzd0387-0010,nzd0387-0011,nzd0387-0012,nzd0387-0013,nzd0387-0014,nzd0387-0015,nzd0387-0016,nzd0387-0017,nzd0387-0018,nzd0387-0019,nzd0387-0020,nzd0387-0021,nzd0387-0022,nzd0387-0023,nzd0387-0024,nzd0387-0025,nzd0387-0026,nzd0387-0027,nzd0387-0028,nzd0387-0029,nzd0387-0030,nzd0387-0031,nzd0387-0032,nzd0387-0033,nzd0387-0034,nzd0387-0035,nzd0387-0036,nzd0387-0037,nzd0387-0038,nzd0387-0039,nzd0387-0040,nzd0387-0041,nzd0387-0042,nzd0387-0043,nzd0387-0044,nzd0387-0045,nzd0387-0046,nzd0387-0047,nzd0387-0048,nzd0387-0049,satname
2000-05-01 21:59:30+00:00,304.80,321.95,323.88,322.01,328.94,330.99,330.10,325.95,323.81,324.85,327.85,329.58,328.24,334.75,348.83,339.22,336.22,340.56,338.99,335.22,331.78,331.75,330.59,333.73,333.43,332.18,331.35,332.34,334.76,336.04,336.19,333.41,331.92,329.10,327.52,325.89,325.97,332.04,337.34,343.15,344.08,342.55,341.39,348.47,349.56,359.64,366.21,371.32,374.26,377.24,L7
2000-06-02 21:59:07+00:00,283.74,321.95,323.88,320.30,328.18,329.83,328.15,323.61,321.85,322.89,326.46,328.39,327.77,334.78,347.44,336.12,333.29,337.59,336.23,333.19,329.87,330.27,328.98,332.45,331.96,331.00,330.02,331.40,333.96,335.27,335.17,332.71,331.47,328.62,326.52,324.89,324.87,330.94,336.54,342.91,343.65,341.61,340.64,347.67,348.23,359.05,365.54,370.71,373.60,376.72,L7
2000-06-18 21:59:03+00:00,257.56,321.62,323.58,318.90,327.38,328.78,327.52,323.40,320.41,322.04,325.29,328.33,326.47,334.91,346.38,334.52,331.63,336.11,334.23,331.97,328.51,329.39,328.58,331.71,331.39,330.33,328.96,331.40,333.92,335.55,335.92,332.99,331.80,329.11,326.39,324.35,324.69,331.51,337.42,343.65,344.27,341.80,340.82,348.25,349.08,359.74,366.33,371.38,374.96,377.50,L7
2000-08-05 21:58:20+00:00,223.03,323.67,324.93,320.19,327.93,329.06,327.94,324.27,321.65,323.98,327.23,330.32,327.93,337.45,347.94,335.64,332.87,337.36,335.19,332.67,328.68,330.64,330.05,332.82,332.83,331.76,330.25,333.59,336.00,337.32,338.41,335.66,334.17,331.11,327.66,325.55,326.84,332.06,339.48,345.13,346.89,344.30,343.49,351.08,351.10,360.78,366.54,372.48,375.48,377.87,L7
2000-09-06 21:57:58+00:00,201.66,320.70,321.57,318.17,327.21,328.24,326.23,322.73,320.64,324.18,327.28,329.31,327.58,339.35,347.90,333.45,329.56,333.87,332.74,332.19,328.31,331.06,331.01,332.83,333.64,333.17,330.45,334.60,336.97,338.73,339.88,337.08,335.10,331.58,328.06,326.11,327.64,332.47,340.49,346.03,347.39,344.99,344.29,351.06,350.68,360.52,366.00,371.45,374.84,378.15,L7
2000-10-08 21:57:36+00:00,202.25,320.60,320.96,317.24,326.90,329.00,326.94,324.19,320.94,325.13,328.07,329.47,328.08,338.00,348.01,333.37,329.77,332.39,331.54,330.14,327.21,329.38,329.81,331.15,331.87,331.28,328.86,332.19,335.68,337.12,339.52,335.97,333.52,329.55,326.31,324.94,325.75,329.68,338.41,343.84,345.36,343.04,342.24,348.45,348.52,360.24,366.03,371.00,375.78,377.39,L7
2000-11-25 21:57:34+00:00,216.81,319.17,317.44,312.54,324.85,327.28,323.44,321.07,317.27,321.71,324.31,326.03,324.16,333.70,344.66,329.64,325.83,328.33,327.51,326.29,324.46,326.16,326.94,327.77,328.60,328.16,326.25,329.15,333.61,334.22,337.08,333.96,330.55,327.37,324.06,321.99,322.54,326.76,334.97,340.99,342.05,339.44,337.39,344.16,344.89,358.04,363.98,368.02,373.74,375.06,L7
2000-12-11 21:57:36+00:00,252.02,318.76,316.98,315.06,324.33,327.58,324.63,324.22,318.43,322.52,324.76,326.82,323.87,332.47,345.52,331.15,328.33,331.53,330.52,328.20,325.04,325.69,326.55,327.50,328.24,327.54,326.97,329.32,333.22,333.25,336.81,333.14,329.00,326.10,323.60,321.93,322.65,326.57,334.68,340.27,341.99,339.07,336.83,343.78,345.51,357.29,362.75,366.50,372.23,373.92,L7
2001-02-13 21:57:39+00:00,324.25,319.12,318.83,317.87,326.47,329.88,326.32,324.47,319.93,321.70,324.21,326.75,325.11,330.43,346.53,332.92,330.27,333.68,333.13,330.62,327.18,327.51,325.52,326.88,327.20,326.95,327.14,328.01,331.82,331.17,334.28,331.10,326.49,324.18,322.25,321.38,320.36,323.75,331.41,338.28,338.60,336.82,334.83,341.89,344.12,355.95,361.27,364.63,370.14,371.50,L7
2001-03-17 21:57:28+00:00,333.92,322.93,322.88,321.92,327.36,330.06,327.19,326.20,320.96,323.13,325.54,328.85,325.76,331.08,347.20,335.15,332.47,337.17,335.58,332.25,329.79,327.70,325.15,327.10,327.56,326.78,328.43,328.05,330.42,330.43,332.85,329.54,326.07,324.71,322.28,321.28,321.06,324.13,331.05,338.18,338.75,336.35,334.13,341.27,344.81,356.57,361.01,364.70,369.60,371.16,L7
2001-05-20 21:57:04+00:00,296.99,276.98,320.32,324.06,326.67,328.23,324.77,323.40,319.67,320.38,323.25,327.70,324.62,332.07,346.44,334.35,332.14,337.31,335.77,332.97,329.45,327.79,325.68,328.58,328.50,327.40,329.42,330.35,331.13,331.26,331.95,328.61,324.36,322.15,319.76,320.20,321.76,326.72,332.23,338.53,338.29,335.03,333.71,342.56,344.87,353.79,355.15,358.76,361.26,370.88,L7
2001-06-05 21:56:52+00:00,252.03,230.17,321.98,326.68,325.98,329.17,326.63,324.86,321.97,322.58,325.33,330.08,327.62,335.34,347.30,334.54,333.64,337.79,336.28,333.42,329.52,327.54,325.56,328.92,327.63,326.77,329.70,330.83,332.13,332.62,333.10,329.55,325.10,322.54,320.19,321.61,323.48,328.09,334.94,340.22,340.96,337.37,337.48,345.85,349.11,356.42,357.87,361.58,364.59,374.02,L7
2001-07-07 21:56:36+00:00,209.18,185.13,324.25,327.35,328.78,332.01,329.89,326.37,324.40,325.47,328.22,332.63,329.43,337.48,348.84,336.74,336.76,339.64,337.79,335.33,332.37,331.21,328.98,330.47,331.13,330.10,332.23,333.19,335.21,335.28,336.14,333.26,328.96,325.57,322.98,323.86,326.17,331.00,337.98,342.39,343.59,340.20,341.27,350.02,352.78,360.16,362.07,365.55,368.91,377.27,L7
2001-08-08 21:56:12+00:00,195.08,176.50,326.81,328.40,329.73,333.09,330.84,326.37,324.66,326.49,328.81,332.23,328.69,338.65,349.87,338.10,337.40,340.76,338.76,336.68,333.54,332.06,329.66,330.75,331.24,330.22,331.71,332.78,334.98,336.00,336.69,333.73,329.47,326.33,324.79,324.97,327.11,331.54,337.63,342.61,344.45,341.80,342.71,351.72,354.60,361.90,363.37,367.38,370.93,378.71,L7
2001-08-24 21:56:00+00:00,162.45,169.27,321.10,326.34,328.49,331.94,329.39,325.68,323.68,325.95,328.10,331.12,327.71,339.50,349.03,337.30,334.52,338.91,337.82,335.63,332.61,330.55,329.15,330.24,330.52,328.97,330.93,332.62,334.43,335.69,336.85,334.24,329.66,325.96,324.92,324.48,327.32,331.80,337.75,341.85,344.31,342.26,342.62,351.80,355.24,362.20,361.79,365.79,369.08,377.96,L7
2001-09-25 21:55:40+00:00,160.90,167.60,319.16,326.25,328.38,332.48,330.05,324.95,323.77,326.02,329.11,330.82,327.34,338.58,349.21,337.88,334.22,337.62,336.74,334.97,331.53,329.89,328.40,329.82,329.78,328.40,329.64,331.30,334.23,335.74,337.26,334.35,329.20,325.78,325.38,324.36,326.88,331.97,337.59,342.34,344.40,342.83,343.96,354.21,356.30,362.04,361.73,365.85,369.32,378.39,L7
2001-10-11 21:55:21+00:00,184.01,188.59,317.20,325.01,329.10,333.33,331.28,326.32,324.87,326.72,329.55,331.06,328.53,339.11,350.32,338.73,334.99,338.28,336.83,335.57,332.13,330.66,329.35,330.33,330.61,329.90,330.62,332.23,335.30,336.79,338.23,335.19,330.34,327.51,326.52,325.86,328.21,332.53,339.16,343.17,345.43,344.31,345.86,355.62,357.56,362.21,361.78,365.86,369.43,377.37,L7
2001-12-14 21:55:53+00:00,226.08,242.01,318.00,323.66,330.47,333.58,331.41,326.23,324.35,326.45,329.58,329.86,327.63,337.39,350.92,339.43,333.97,338.31,336.02,335.41,332.61,331.66,330.22,329.77,331.32,329.95,331.13,332.50,335.89,338.03,339.62,336.50,332.53,330.49,329.76,327.14,328.37,331.34,339.24,343.95,346.97,346.60,347.19,357.18,358.53,364.78,364.64,368.82,373.65,376.60,L7
2001-12-30 21:55:49+00:00,238.71,251.31,316.59,322.41,328.26,331.06,328.81,323.84,322.85,323.70,327.73,328.52,325.94,336.25,349.34,337.36,332.81,336.85,334.93,333.37,330.79,330.23,327.96,328.64,329.59,328.79,329.40,329.89,333.77,336.75,338.21,334.92,330.85,328.82,328.15,325.90,326.82,329.14,336.87,343.20,346.41,345.64,345.84,355.92,356.65,363.08,363.64,367.67,372.56,375.47,L7
2002-02-16 21:56:06+00:00,290.57,306.02,312.15,318.17,325.83,327.64,325.08,321.12,320.06,320.15,324.53,325.41,324.33,332.94,346.77,334.54,327.80,332.52,330.66,329.48,327.88,327.18,324.77,326.27,326.87,325.63,326.50,326.35,331.31,335.01,336.71,332.37,329.15,326.78,325.56,323.89,324.70,326.95,335.62,341.76,344.49,344.29,342.23,352.29,352.18,359.20,359.97,363.68,369.01,371.61,L7
2002-05-07 21:56:03+00:00,316.05,308.52,311.07,317.33,318.61,319.08,317.19,313.03,313.17,312.92,319.62,320.57,319.36,326.69,340.72,326.12,322.23,328.00,325.32,324.92,323.50,323.18,320.53,321.65,322.38,319.98,321.22,319.79,325.82,330.63,332.22,326.95,324.90,320.90,322.62,320.51,321.01,322.36,331.20,339.60,343.11,341.11,337.52,347.45,346.25,355.47,359.62,362.62,369.56,370.05,L7
2002-08-11 21:55:24+00:00,309.28,312.79,316.17,320.49,323.51,325.81,323.18,319.19,317.32,318.67,322.94,323.37,323.28,331.36,342.02,327.38,320.91,329.96,327.63,329.21,329.25,326.32,325.52,324.80,327.95,324.55,323.62,322.76,329.16,330.05,333.55,329.54,327.57,321.67,324.09,323.33,324.11,328.61,334.27,339.47,342.76,340.85,335.20,344.54,343.32,354.69,361.35,365.55,371.81,371.75,L7
2002-09-12 21:55:07+00:00,,333.85,330.57,330.36,329.36,332.16,329.61,326.57,325.87,326.57,330.35,326.67,325.58,334.50,349.34,336.98,326.90,334.28,333.04,334.49,334.80,332.63,332.83,330.10,331.25,328.80,326.62,327.32,332.58,331.86,335.43,332.00,327.89,323.12,324.56,323.56,324.68,328.50,333.59,335.34,338.91,337.97,335.09,343.76,343.59,355.66,362.85,367.54,373.10,374.01,L7
2002-10-14 21:54:55+00:00,344.82,334.44,331.82,330.84,330.74,333.78,330.66,327.06,326.61,327.92,331.71,328.65,326.98,335.08,349.75,338.60,330.42,337.01,335.64,336.14,334.89,332.33,332.99,330.12,331.23,328.82,326.65,327.67,333.02,332.78,335.85,332.57,328.39,324.00,324.29,322.69,324.87,329.33,334.05,336.28,337.50,337.38,334.60,343.88,343.74,356.00,363.22,367.21,372.85,374.54,L7
2003-01-18 21:55:42+00:00,338.94,331.31,335.46,332.01,332.58,336.03,332.48,329.15,328.50,329.38,331.22,329.61,329.23,338.35,350.86,339.36,332.89,338.60,338.81,336.95,334.41,332.74,332.84,330.74,331.08,329.80,328.23,327.92,331.50,331.86,334.34,331.92,327.53,323.82,321.56,319.94,323.52,328.26,333.17,334.46,335.19,335.63,333.25,344.14,346.08,357.24,363.96,368.41,373.62,374.60,L7
2003-03-23 21:55:52+00:00,328.82,322.44,326.80,324.68,329.59,334.78,330.96,325.77,325.03,328.32,331.21,331.37,329.35,340.09,350.57,336.43,331.74,334.57,335.43,334.11,329.05,325.15,327.35,326.64,326.26,328.07,327.58,327.22,329.24,329.87,331.02,329.21,327.67,325.83,322.63,318.64,322.32,328.00,332.51,335.95,334.58,335.84,335.62,347.49,352.12,360.16,365.05,369.50,374.74,375.97,L7
2003-04-08 21:55:59+00:00,288.45,318.33,321.59,320.15,327.32,332.51,327.88,323.41,321.73,325.11,328.22,327.63,326.06,337.08,348.46,333.84,328.53,330.74,331.25,330.28,326.18,323.59,324.92,324.26,323.74,325.00,324.98,325.23,327.41,328.34,329.69,327.62,326.22,323.67,319.70,317.15,319.31,325.79,330.71,334.12,333.00,333.74,332.96,345.12,349.73,357.88,363.67,367.14,372.87,374.00,L7
2003-04-24 21:55:58+00:00,237.63,313.24,315.62,315.11,323.15,328.60,325.15,321.40,319.02,322.92,324.73,325.30,323.06,334.77,346.64,331.09,324.56,326.85,325.99,326.50,323.58,322.03,321.90,321.42,320.90,322.56,322.42,322.17,323.66,325.58,327.72,325.58,324.14,321.68,318.23,316.96,318.46,325.19,329.98,332.46,332.96,333.72,333.36,346.07,350.75,358.35,360.97,366.06,371.15,371.61,L7
2003-07-21 21:43:45+00:00,182.22,310.34,312.26,314.77,324.32,329.86,328.03,323.41,320.04,322.92,325.11,325.51,322.97,335.02,345.72,331.17,325.09,327.99,325.70,325.23,322.89,321.13,321.27,320.36,319.37,320.38,321.34,322.92,326.76,327.31,329.16,327.40,325.76,321.76,318.33,318.14,318.52,326.00,329.93,333.33,333.88,335.29,335.34,347.04,350.59,357.87,360.98,365.93,372.05,372.21,L5
2003-07-29 21:55:41+00:00,173.61,310.34,314.15,316.09,324.66,329.67,328.35,323.50,321.06,321.90,323.77,325.70,323.18,335.10,345.35,329.84,326.73,329.76,327.34,326.39,323.27,321.27,321.38,321.68,319.52,320.38,321.32,321.68,325.14,326.83,328.65,326.89,325.29,322.25,319.62,319.34,319.41,325.99,330.33,332.88,333.19,334.67,334.42,346.60,348.93,356.51,360.65,365.78,371.32,371.30,L7
2003-08-30 21:55:34+00:00,169.88,311.43,314.67,317.35,324.16,329.30,328.51,324.21,321.48,322.56,324.28,325.50,324.59,336.17,346.24,329.95,326.30,329.93,327.42,326.74,323.41,323.03,323.21,323.47,321.25,320.83,322.24,322.02,325.95,328.08,329.63,328.57,326.65,324.31,320.91,321.10,320.60,327.36,331.98,334.00,334.74,335.50,335.53,347.09,349.71,356.87,360.72,365.82,370.62,371.21,L7
2003-10-17 21:55:27+00:00,175.30,316.96,317.48,319.87,325.03,330.09,331.52,327.37,326.00,326.12,326.55,328.06,327.75,337.21,347.74,334.02,331.12,336.28,332.03,330.24,327.10,327.98,327.52,327.27,324.80,323.59,325.22,324.35,328.85,332.18,333.84,332.35,328.83,327.08,324.67,324.98,324.77,331.75,336.80,337.74,338.68,338.44,337.47,348.09,349.46,357.08,360.89,367.04,371.21,371.79,L7
2003-11-18 21:55:51+00:00,210.52,315.82,319.82,319.97,326.16,331.61,332.70,328.88,326.12,325.50,326.97,327.51,328.28,336.30,346.79,333.27,330.74,336.63,333.16,331.04,327.49,328.66,328.16,328.88,324.63,324.67,327.07,325.75,330.09,334.08,335.06,334.19,330.54,327.94,325.35,325.32,325.82,332.11,337.77,339.25,340.36,339.63,337.91,347.80,349.32,356.57,361.83,368.79,373.02,373.58,L7
2003-12-28 21:45:57+00:00,232.19,319.39,323.43,320.67,325.66,331.19,331.63,328.37,325.55,325.43,327.23,327.62,329.82,337.05,347.84,335.48,333.01,338.53,335.50,332.40,327.58,328.26,328.67,328.85,324.86,325.12,327.12,327.43,331.83,335.75,337.08,336.12,332.65,329.56,324.58,323.54,324.41,330.37,336.91,339.04,340.27,341.94,339.99,348.75,351.41,358.18,363.12,370.37,374.03,374.94,L5
2004-03-09 21:56:27+00:00,331.94,322.50,328.08,322.17,329.11,333.91,332.14,330.23,327.88,330.25,333.38,332.32,333.69,338.53,351.92,343.80,336.82,342.33,339.24,337.47,333.49,333.75,333.49,333.50,329.15,330.61,331.93,333.81,336.55,341.47,342.84,340.39,336.97,332.67,327.15,325.05,327.28,333.23,340.55,343.83,344.58,346.69,342.71,348.68,351.93,359.69,363.27,372.43,375.43,376.91,L7
2004-04-02 21:46:30+00:00,330.52,324.14,327.05,323.66,328.96,333.50,331.56,330.94,328.82,329.48,332.24,331.76,332.42,336.63,351.03,343.13,337.69,343.23,339.70,337.97,334.53,334.34,334.05,334.47,329.67,329.58,330.98,333.09,335.55,340.07,340.88,338.87,337.12,333.33,327.76,325.80,327.89,334.16,341.18,343.01,344.32,345.05,340.49,347.00,349.93,358.08,363.55,372.17,374.71,376.28,L5
2004-04-10 21:56:26+00:00,324.49,323.51,328.02,323.25,329.31,334.06,331.89,330.58,328.51,329.32,331.51,330.10,331.29,336.55,351.48,343.37,338.34,342.99,340.03,338.29,334.94,333.63,334.31,334.35,329.89,329.57,331.05,331.54,335.68,339.42,340.05,338.05,336.00,332.86,327.99,326.65,327.38,334.28,341.47,343.94,344.57,344.70,340.07,346.72,349.13,357.76,364.12,372.02,375.23,375.72,L7
2004-05-04 21:47:27+00:00,322.76,325.53,329.58,325.15,329.47,333.65,331.28,329.41,325.87,326.41,329.81,329.66,330.46,336.14,350.05,342.55,339.28,344.07,341.66,338.75,335.75,333.59,333.14,333.31,328.54,327.52,328.47,329.33,332.85,337.21,338.57,338.19,336.47,332.70,327.15,326.76,327.44,331.80,338.85,340.78,342.15,342.54,338.99,346.17,349.29,357.09,363.88,371.20,374.24,374.10,L5
2004-05-20 21:47:56+00:00,324.04,329.34,326.13,328.45,329.86,332.95,329.43,328.59,327.28,325.87,331.01,328.76,329.26,338.49,351.23,343.94,339.17,346.93,347.24,339.73,333.79,331.99,333.98,334.59,330.55,328.12,329.12,329.26,335.47,338.24,338.15,336.62,334.28,334.65,325.99,326.57,325.16,329.80,338.67,337.34,339.82,341.16,338.85,344.97,348.90,356.98,364.30,369.08,373.07,373.54,L5
2004-06-21 21:48:52+00:00,324.04,329.34,319.57,329.15,331.10,334.09,329.99,328.87,327.57,325.77,330.44,328.56,329.25,338.81,351.53,343.87,339.27,346.86,346.90,340.16,334.89,333.46,335.19,335.70,331.27,329.58,330.46,330.35,336.52,339.09,338.76,337.80,335.11,335.30,328.32,327.79,326.61,331.21,338.98,338.82,341.36,342.60,342.48,344.97,355.16,364.24,370.79,372.77,374.87,374.52,L5
2004-07-07 21:49:21+00:00,318.53,329.19,316.52,328.32,332.24,335.18,331.28,329.97,329.02,326.99,331.01,328.34,328.10,339.09,352.16,343.05,338.28,345.28,345.88,339.35,336.32,335.48,335.86,337.43,333.20,330.67,331.57,330.67,336.68,338.88,338.64,337.07,333.85,334.07,329.44,330.26,328.43,333.29,340.75,340.24,341.97,341.55,341.90,344.67,354.63,365.05,371.59,373.00,375.36,374.92,L5
2004-07-31 21:56:03+00:00,318.53,329.19,316.52,328.32,332.24,335.18,331.28,329.97,329.02,326.99,331.01,328.34,328.10,339.09,352.16,343.69,339.18,346.14,346.64,339.83,336.10,334.88,335.07,336.64,333.43,330.73,331.39,331.05,336.01,338.77,338.73,336.73,333.97,333.92,329.29,329.85,328.24,332.34,340.31,340.40,342.04,341.22,341.13,344.52,353.59,363.84,369.84,372.03,373.81,373.94,L7
2004-09-25 21:51:19+00:00,316.45,329.42,315.16,327.69,331.35,334.43,331.77,330.63,329.70,327.72,331.04,327.29,325.48,336.94,351.36,342.60,339.87,345.78,346.78,339.94,335.80,333.74,333.81,335.36,333.34,330.93,330.80,330.88,335.58,338.49,338.59,336.16,333.66,334.21,329.59,329.81,328.29,332.25,340.09,340.08,341.38,340.41,340.76,344.15,353.42,363.70,370.17,372.88,374.58,375.03,L5
2004-10-19 21:55:55+00:00,328.71,329.24,310.83,327.68,332.11,335.39,332.84,330.16,329.51,327.40,332.34,328.11,325.13,337.03,351.67,342.15,338.98,346.24,347.65,339.75,335.31,332.70,332.79,334.67,333.81,332.30,332.03,331.71,335.50,339.15,340.26,337.77,334.19,334.20,329.99,330.06,328.87,331.42,339.62,339.41,340.54,340.40,341.95,344.99,355.75,365.47,370.66,372.87,374.44,375.55,L7
2004-11-04 21:56:07+00:00,338.47,330.51,312.83,328.27,333.02,336.76,333.16,331.72,332.31,329.75,333.39,327.82,325.86,336.79,353.36,342.76,338.65,346.03,346.53,339.69,335.57,333.39,334.31,335.52,335.45,335.10,334.74,334.06,337.58,340.49,340.68,337.99,333.68,333.97,329.87,329.28,328.68,332.36,340.33,341.08,341.21,341.74,342.37,345.19,355.97,366.30,371.58,373.84,374.66,376.44,L7
2004-12-06 21:56:23+00:00,335.09,326.12,315.70,325.48,332.73,337.06,334.42,331.67,331.44,330.34,331.97,329.23,326.63,334.90,353.10,342.13,339.30,343.23,341.43,338.28,337.00,333.32,332.90,333.49,334.09,332.13,332.87,332.76,334.37,336.97,339.59,337.41,333.99,331.58,330.42,327.97,329.08,331.95,338.90,341.79,341.23,340.57,340.44,344.39,355.49,365.62,370.65,374.35,374.82,376.30,L7
2005-01-15 21:53:21+00:00,337.94,327.07,327.16,325.84,332.93,336.73,335.25,331.99,331.61,332.78,334.85,333.01,329.43,336.10,354.84,345.14,341.64,344.12,341.20,338.29,335.58,330.73,331.86,330.81,334.49,332.55,332.73,332.76,333.77,337.15,339.75,336.59,332.45,330.10,328.31,325.69,327.21,329.64,337.94,341.29,340.79,339.81,337.49,345.52,349.86,356.83,363.44,370.54,373.33,376.08,L5
2005-02-08 21:56:46+00:00,336.30,326.42,326.57,327.16,331.68,335.62,335.18,332.72,333.08,333.99,335.55,334.44,330.92,337.47,353.51,342.66,339.76,339.93,337.10,335.28,334.17,331.50,333.95,333.82,335.05,333.56,332.66,334.42,334.25,336.97,339.83,337.05,331.97,329.51,328.33,325.44,327.27,330.43,338.08,341.24,340.45,339.99,337.85,345.90,350.58,357.12,364.62,371.60,375.40,377.88,L7
2005-02-24 21:56:53+00:00,335.00,325.54,325.70,326.26,331.33,334.78,334.12,331.45,331.67,332.21,335.01,334.23,331.51,337.15,352.38,341.00,338.26,339.41,336.93,334.95,332.87,331.00,332.45,332.82,333.82,332.86,331.40,332.90,332.99,336.06,339.57,336.18,332.25,329.77,328.24,325.18,326.62,330.34,337.57,340.97,340.90,340.23,339.10,347.31,351.54,357.91,364.87,371.81,374.48,377.55,L7
