dates,nzd0533-0000,nzd0533-0001,nzd0533-0002,nzd0533-0003,nzd0533-0004,nzd0533-0005,nzd0533-0006,nzd0533-0007,nzd0533-0008,nzd0533-0009,nzd0533-0010,nzd0533-0011,nzd0533-0012,nzd0533-0013,nzd0533-0014,nzd0533-0015,nzd0533-0016,nzd0533-0017,nzd0533-0018,nzd0533-0019,nzd0533-0020,nzd0533-0021,nzd0533-0022,nzd0533-0023,nzd0533-0024,nzd0533-0025,nzd0533-0026,nzd0533-0027,nzd0533-0028,nzd0533-0029,nzd0533-0030,nzd0533-0031,nzd0533-0032,nzd0533-0033,nzd0533-0034,nzd0533-0035,nzd0533-0036,nzd0533-0037,nzd0533-0038,nzd0533-0039,nzd0533-0040,nzd0533-0041,nzd0533-0042,nzd0533-0043,nzd0533-0044,nzd0533-0045,nzd0533-0046,nzd0533-0047,nzd0533-0048,nzd0533-0049,nzd0533-0050,nzd0533-0051,nzd0533-0052,nzd0533-0053,nzd0533-0054,nzd0533-0055,nzd0533-0056,nzd0533-0057,nzd0533-0058,nzd0533-0059,nzd0533-0060,nzd0533-0061,nzd0533-0062,nzd0533-0063,satname
2002-12-06 22:15:13+00:00,324.38,319.20,329.57,306.61,307.13,300.65,302.04,312.10,311.16,315.08,309.10,313.38,318.10,319.13,314.17,307.76,301.08,299.06,296.85,301.36,305.75,310.73,305.62,307.71,310.79,311.16,317.01,320.49,324.49,324.70,321.51,318.03,321.17,322.99,329.34,334.69,326.09,321.92,326.74,329.03,331.30,341.82,358.95,372.70,382.75,375.76,368.75,378.38,384.94,389.26,389.32,376.31,363.00,326.38,345.81,340.92,338.88,325.19,310.59,318.41,330.19,331.77,326.88,331.02,L7
2003-04-13 22:15:43+00:00,325.91,320.67,330.48,308.70,308.75,299.92,305.22,314.24,312.87,316.74,311.97,315.57,319.03,321.72,317.03,310.92,304.47,303.23,301.53,303.72,310.66,313.64,308.56,308.19,310.61,314.18,318.79,321.55,322.88,324.38,320.28,315.73,319.46,321.25,329.22,335.91,325.57,321.14,324.11,329.21,331.40,345.92,361.02,373.81,384.58,379.78,374.41,379.00,388.69,393.65,393.15,382.45,361.86,328.61,344.36,339.55,337.59,327.78,312.64,315.93,332.30,334.54,329.29,333.56,L7
2003-05-15 22:15:40+00:00,323.81,319.83,327.57,308.40,308.50,298.84,303.62,313.57,313.90,318.52,315.18,318.39,320.17,323.58,319.99,311.89,306.00,304.99,305.48,306.19,311.76,316.06,309.08,305.35,307.47,313.17,315.19,321.42,324.62,328.07,324.22,319.51,322.48,323.58,330.87,337.08,323.62,322.44,326.87,331.10,337.19,351.17,364.26,380.51,390.93,384.40,378.76,384.77,392.55,398.38,398.21,389.65,370.09,341.99,352.50,345.58,343.10,333.25,317.79,319.08,337.75,338.21,333.66,337.19,L7
2003-08-11 22:03:51+00:00,324.91,319.11,325.65,311.62,312.51,299.89,307.13,316.50,314.50,319.62,316.35,320.43,321.10,325.46,320.94,313.23,307.48,306.26,305.71,311.00,314.75,318.73,309.68,304.77,305.06,311.80,313.68,320.53,324.73,327.00,323.99,322.84,324.14,325.46,333.53,339.11,326.41,327.09,329.07,331.86,340.72,358.78,372.27,379.61,389.50,387.39,386.64,383.05,393.15,398.09,393.96,387.91,369.14,353.26,348.68,342.69,339.95,332.22,317.63,320.97,336.28,338.10,334.05,336.97,L5
2003-08-27 22:04:09+00:00,326.23,320.14,328.06,311.90,312.25,301.56,308.39,317.57,317.79,322.38,319.03,321.58,322.09,324.47,319.21,312.78,307.17,305.21,304.78,310.29,312.72,316.18,308.68,303.81,303.22,308.06,311.36,316.78,322.28,322.95,320.75,318.54,324.14,325.46,333.53,339.11,326.41,327.09,329.07,331.86,340.72,358.78,372.27,379.61,389.50,387.39,386.64,383.05,393.15,398.09,393.96,387.91,369.14,352.02,347.09,340.37,336.50,328.72,313.16,315.77,329.65,331.40,327.36,331.02,L5
2003-10-14 22:04:51+00:00,327.57,319.54,327.47,310.68,312.33,302.59,307.33,317.25,318.30,323.16,319.47,322.12,322.48,323.66,318.03,311.30,305.81,303.08,302.75,310.56,310.75,313.49,307.02,302.92,300.83,304.88,308.63,314.32,321.05,320.43,318.80,317.82,322.52,324.67,332.76,338.39,325.17,327.99,330.39,331.53,344.75,352.25,374.73,376.42,375.23,386.98,387.54,369.25,390.42,404.06,405.50,393.46,385.10,364.86,348.96,341.56,336.99,327.31,311.96,313.90,325.36,327.48,323.32,326.72,L5
2003-10-31 22:09:12+00:00,327.57,319.54,327.47,310.68,312.33,302.59,312.05,317.25,318.30,323.16,319.47,322.12,322.48,323.66,318.03,311.30,305.81,303.08,302.75,310.56,310.75,313.49,307.02,302.92,300.83,304.88,308.63,314.32,321.05,320.43,318.80,317.82,322.52,324.67,332.76,338.39,325.17,327.99,330.39,331.53,344.75,352.25,374.73,376.42,375.23,386.98,387.54,369.25,390.42,404.06,405.50,393.46,385.10,364.86,348.96,341.56,336.99,327.31,311.96,313.90,325.36,327.48,323.32,326.72,L7
2003-11-16 22:09:23+00:00,330.92,319.18,330.97,312.04,315.48,307.04,316.72,322.77,323.21,327.92,323.71,326.60,325.44,325.33,317.99,313.69,307.96,304.80,302.24,313.93,311.00,313.49,307.92,305.61,302.80,304.89,311.53,314.63,322.35,318.51,317.56,318.13,328.93,333.38,339.13,344.04,335.69,335.33,331.84,332.68,344.06,350.43,374.73,376.42,375.23,386.98,387.54,369.25,392.05,409.48,412.90,396.58,392.24,369.68,351.77,341.85,335.99,325.67,311.31,314.05,321.03,323.85,319.97,324.66,L7
2003-12-25 22:15:51+00:00,328.96,318.76,330.57,310.47,312.05,306.68,314.39,321.21,325.52,328.34,322.83,324.21,323.99,325.25,317.59,310.57,307.96,304.80,302.24,313.93,311.00,311.32,307.10,307.28,305.94,307.06,311.90,316.35,324.51,321.08,320.35,318.71,325.28,329.12,334.56,339.41,330.66,335.33,331.84,332.68,344.06,352.39,371.14,378.10,382.10,390.59,386.12,380.15,395.97,408.23,411.20,395.43,392.24,369.68,356.43,347.95,343.35,327.25,314.52,314.44,323.23,323.85,319.97,324.66,L7
2004-02-19 22:05:55+00:00,326.68,316.48,325.72,306.22,305.23,300.79,311.04,317.68,324.63,326.42,322.07,319.69,320.60,318.68,312.36,305.41,298.58,299.01,297.76,302.67,303.38,306.56,300.53,302.13,302.24,300.82,308.50,312.64,321.88,318.50,318.47,312.75,321.64,324.85,330.00,322.01,317.57,311.42,316.86,316.37,325.72,341.30,362.30,370.82,375.89,381.62,376.31,372.99,387.60,401.37,406.04,388.39,371.27,366.36,354.03,335.07,331.50,318.31,305.80,306.31,317.96,315.21,314.06,318.69,L5
2004-03-15 21:59:53+00:00,325.81,314.79,322.53,304.05,302.12,297.90,310.66,316.12,312.28,324.00,331.00,317.02,318.38,317.28,311.55,302.38,290.91,295.97,293.52,297.19,300.14,304.31,297.95,302.74,304.52,302.80,312.63,319.77,328.82,326.23,325.94,319.87,321.64,324.85,330.00,322.01,317.57,311.42,316.86,316.37,325.72,341.30,362.30,370.82,375.89,381.62,376.31,372.99,387.60,401.37,406.04,388.39,371.27,384.42,365.77,335.90,334.16,318.36,308.84,309.39,322.06,319.13,320.83,324.22,L5
2004-04-23 22:06:53+00:00,327.31,316.77,326.92,303.61,304.91,302.13,310.89,319.50,318.99,325.05,330.49,320.33,322.66,320.44,313.53,303.51,296.05,297.46,298.20,300.33,304.17,306.48,301.52,304.22,306.82,305.10,311.64,320.13,329.35,329.49,327.96,325.03,326.88,327.82,334.97,328.01,322.63,323.68,324.71,321.76,338.12,353.86,365.14,373.61,387.86,384.19,376.92,379.26,384.17,388.43,388.84,374.21,346.68,368.81,365.77,336.81,331.57,318.84,315.79,312.64,320.25,325.10,319.75,322.37,L5
2004-05-09 22:07:21+00:00,329.02,318.14,329.68,306.60,308.94,306.92,309.25,322.58,323.27,328.68,333.67,324.52,325.89,321.97,315.28,307.19,303.76,300.13,301.45,304.14,308.42,306.48,301.52,304.22,306.82,305.10,311.64,320.13,329.35,329.49,327.96,325.03,326.88,327.82,334.97,328.01,322.63,323.68,324.71,321.76,338.12,353.86,365.14,373.61,387.86,384.19,376.92,379.26,384.17,388.43,388.84,374.21,346.68,368.81,365.77,336.81,323.86,321.62,312.47,312.64,318.75,325.18,319.75,333.56,L5
2004-06-10 22:08:17+00:00,327.64,319.34,329.68,308.92,311.07,306.92,309.25,322.58,323.27,328.68,333.67,324.52,325.89,321.97,315.28,307.19,303.76,300.13,301.45,304.14,308.42,306.48,300.94,304.22,306.82,309.57,313.37,318.17,326.22,330.78,333.57,330.99,328.46,326.94,334.64,334.09,329.08,328.63,330.21,329.58,345.50,356.27,366.81,374.86,387.08,384.95,380.95,380.25,385.64,388.89,390.56,375.41,357.60,364.63,358.53,340.52,323.86,324.08,315.55,318.64,321.60,327.82,326.28,333.47,L5
2004-07-12 22:09:13+00:00,325.46,315.64,327.63,309.71,312.53,307.24,309.86,324.08,321.56,328.55,336.83,326.23,327.50,320.93,314.78,308.14,303.76,300.13,301.45,304.14,311.07,306.23,304.53,301.03,304.12,309.73,314.85,315.75,325.68,329.68,330.42,329.69,326.11,326.74,333.92,332.53,327.92,327.05,329.06,329.45,344.74,355.71,366.56,373.65,384.53,381.74,378.90,373.89,381.10,384.83,384.74,371.71,358.82,358.88,345.92,335.57,318.97,322.61,312.54,317.31,321.02,328.79,324.46,332.46,L5
2004-07-20 22:15:54+00:00,325.46,315.64,327.63,309.71,312.53,307.24,309.86,324.08,321.56,328.55,336.83,326.23,327.50,320.93,314.78,308.14,303.76,300.13,301.45,304.14,311.07,306.23,304.53,301.03,304.12,309.73,314.85,315.75,325.68,327.09,324.27,325.61,320.76,326.74,333.92,332.53,327.92,327.05,329.06,329.45,344.74,351.92,360.37,367.11,384.53,381.74,378.90,366.78,381.10,384.83,384.74,371.71,358.82,358.88,345.92,335.57,318.97,322.61,307.06,317.31,321.02,328.79,317.78,332.46,L7
2004-07-21 22:03:15+00:00,325.46,315.64,327.63,309.71,312.53,307.24,309.86,324.08,321.56,328.55,336.83,326.23,327.50,320.93,314.78,308.14,303.76,300.13,301.45,304.14,311.07,306.23,304.53,301.03,304.12,309.73,314.85,315.75,325.68,327.09,324.27,325.61,320.76,326.74,333.92,332.53,327.92,327.05,329.06,329.45,337.84,351.92,360.37,367.11,384.53,381.74,378.90,366.78,391.64,386.25,376.96,371.71,358.82,358.88,345.92,335.57,318.97,322.61,307.06,317.31,321.02,328.79,317.78,332.46,L5
2004-08-29 22:10:22+00:00,327.67,317.47,331.43,312.62,316.57,313.89,316.19,331.42,327.35,334.22,341.75,332.67,332.33,327.89,319.43,313.53,309.64,303.71,304.15,308.48,313.93,314.86,309.65,309.00,310.03,314.84,316.26,317.93,327.11,327.69,324.72,324.84,322.13,326.78,334.38,340.19,331.68,330.99,332.57,338.07,344.42,358.07,364.81,370.40,388.47,386.57,383.96,371.47,396.29,389.73,379.64,375.93,367.33,356.33,339.17,343.61,327.38,328.48,310.67,323.17,325.34,333.37,321.37,336.99,L5
2004-09-06 22:15:40+00:00,327.67,317.81,333.05,312.42,315.56,313.44,316.24,329.18,329.54,334.76,340.62,331.97,331.28,326.69,319.52,313.36,309.34,304.44,304.95,307.19,314.11,314.68,309.90,308.77,308.70,313.65,315.24,317.61,326.93,327.68,324.12,324.42,322.41,326.76,334.89,340.25,331.62,330.20,331.89,337.96,345.67,359.41,366.30,372.10,388.63,386.92,384.70,373.12,395.57,390.85,382.09,376.41,369.46,360.48,339.17,343.61,331.51,329.06,312.81,323.21,326.07,332.97,323.61,337.43,L7
2004-09-30 22:11:09+00:00,327.67,317.81,333.05,312.42,315.56,313.44,316.24,329.18,339.27,337.60,337.31,331.97,331.28,326.69,319.52,313.36,309.34,304.44,304.95,307.19,313.58,314.90,309.42,309.01,308.11,313.55,314.75,317.67,326.31,327.15,323.56,323.36,321.38,326.70,333.80,339.20,330.94,328.65,329.33,332.37,343.48,355.95,364.06,370.04,384.77,383.77,382.25,372.82,391.94,387.67,380.38,374.97,368.95,360.96,344.57,344.49,333.28,329.78,314.96,323.21,326.07,332.97,323.61,337.43,L5
2004-11-01 22:11:49+00:00,325.01,316.25,331.96,314.89,318.30,317.25,319.49,331.57,342.02,344.11,341.00,334.50,330.57,326.19,320.22,315.45,312.39,306.82,305.98,310.40,315.64,318.19,311.46,312.02,310.48,314.86,316.79,319.78,327.48,328.65,324.31,324.05,321.37,328.39,333.60,339.95,331.78,328.88,330.24,330.00,340.68,353.87,363.17,371.67,386.61,387.35,387.21,377.22,397.03,388.70,379.80,376.20,376.76,360.68,352.66,345.96,334.66,331.44,312.85,324.22,327.95,333.36,324.60,340.82,L5
2005-01-28 22:16:23+00:00,326.12,316.81,331.66,310.21,314.57,314.99,318.45,330.95,340.71,342.10,335.56,330.44,325.90,322.70,316.32,310.80,307.19,304.55,303.57,308.54,314.46,318.19,312.44,312.02,310.48,313.54,316.71,322.99,329.43,331.24,325.77,324.03,324.67,330.23,334.95,339.71,330.32,328.11,327.33,326.42,342.94,352.30,364.83,372.69,384.12,385.83,382.48,378.38,392.43,386.84,384.25,381.46,381.77,364.06,357.15,345.17,344.69,333.76,324.67,325.19,333.88,329.55,330.68,331.83,L7
2005-05-12 22:14:14+00:00,320.90,308.86,325.98,281.77,289.64,292.49,315.47,317.67,322.14,324.64,324.67,320.84,316.92,312.59,304.93,299.62,298.34,296.40,298.31,304.31,,,300.86,,,300.51,304.10,304.86,312.83,317.30,307.63,308.26,307.56,311.69,319.42,321.55,310.94,318.75,316.27,322.79,325.50,339.09,352.61,356.89,373.14,373.35,363.69,357.75,375.08,369.78,368.29,402.18,370.48,358.13,345.46,331.22,316.52,317.48,302.18,295.41,315.86,317.27,318.62,316.46,L5
2005-05-28 22:14:23+00:00,311.81,297.77,325.98,281.59,289.64,292.49,315.47,326.90,322.14,324.64,333.05,309.52,316.70,311.62,303.19,282.22,298.06,302.37,298.31,304.31,,,300.86,,,300.51,304.10,304.86,312.83,317.30,307.63,308.26,307.56,334.62,319.42,321.55,310.94,318.75,316.27,322.79,325.50,339.09,352.61,356.89,373.14,373.35,373.78,364.02,375.58,369.78,368.29,402.18,370.48,358.13,327.36,331.22,316.52,317.48,302.18,295.41,315.86,317.27,318.62,316.46,L5
2005-06-21 22:16:23+00:00,311.81,297.77,325.98,281.59,289.64,292.49,315.47,326.90,322.14,324.64,333.05,309.52,316.70,311.62,303.19,282.22,298.06,302.37,298.31,304.31,,,300.86,,,300.51,304.10,304.86,312.83,317.30,307.63,308.26,307.56,334.62,319.42,321.55,310.94,318.75,316.27,322.79,336.08,339.09,352.61,356.89,373.14,373.35,373.78,364.02,375.58,369.78,368.29,402.18,370.48,358.13,327.36,331.22,316.52,317.48,302.18,295.41,315.86,317.27,318.62,316.46,L7
2005-07-15 22:14:43+00:00,314.34,297.77,325.98,281.59,289.64,292.49,315.47,326.90,322.14,324.64,333.05,309.52,316.70,311.62,303.19,282.22,298.06,302.37,298.31,305.14,313.32,313.07,306.13,302.88,312.19,302.42,307.27,309.55,317.64,321.12,315.48,313.88,314.79,330.75,322.38,330.50,320.48,324.31,320.11,325.28,330.79,339.09,357.74,360.87,375.79,372.08,372.58,364.02,370.97,368.68,364.33,402.18,363.00,339.89,327.35,330.64,323.80,315.36,303.73,302.17,322.38,321.18,320.22,318.14,L5
2005-07-24 22:08:38+00:00,314.34,297.77,325.98,281.59,289.64,292.49,315.47,326.90,326.21,327.17,331.32,310.20,316.70,311.62,303.19,282.22,298.06,302.37,298.31,305.14,313.32,313.07,306.13,302.88,312.19,302.42,307.27,309.55,317.64,321.12,315.48,313.88,314.79,330.75,322.38,330.50,320.48,324.31,320.11,325.28,330.79,339.09,357.74,360.87,375.79,372.08,372.58,364.02,370.97,368.68,364.33,402.18,363.00,339.89,327.35,330.64,323.80,315.36,303.73,302.17,322.38,321.18,320.22,318.14,L5
2005-09-01 22:15:05+00:00,315.55,300.81,324.31,283.69,289.21,289.47,313.65,323.03,324.15,326.64,331.74,308.44,315.94,312.09,302.12,283.28,298.35,303.95,301.35,304.15,312.65,314.42,306.13,302.88,312.19,302.42,307.27,309.55,317.64,321.12,315.48,313.22,314.78,327.90,322.48,332.79,321.52,323.16,319.72,324.74,330.79,339.37,360.44,362.31,378.02,371.30,377.21,368.89,370.97,368.68,364.33,,349.39,334.43,326.37,322.39,321.27,307.66,301.53,300.87,322.08,322.86,320.93,322.65,L5
2005-09-09 22:16:04+00:00,319.13,307.01,333.63,291.72,299.06,300.27,318.78,326.07,330.68,332.09,333.80,315.23,320.17,315.72,307.47,292.80,302.20,306.02,306.18,307.51,314.50,316.23,310.02,309.88,313.56,307.39,312.48,314.91,322.82,324.92,321.33,316.85,319.15,329.81,325.78,334.35,323.83,322.64,320.47,325.90,334.77,351.05,363.99,372.26,388.81,381.38,380.82,372.13,379.73,368.68,364.33,411.63,349.39,334.43,326.37,331.69,329.56,316.42,310.15,308.55,328.83,327.78,326.07,329.73,L7
2005-09-25 22:16:02+00:00,319.66,308.29,329.34,294.62,301.60,302.73,318.17,325.54,331.33,333.41,333.24,316.97,319.32,314.39,306.15,294.50,300.87,302.79,302.46,307.51,314.50,316.23,310.02,309.88,313.56,307.39,312.48,314.91,322.82,324.92,321.33,316.85,319.15,329.81,325.78,334.35,323.83,322.64,317.50,322.73,333.08,345.65,360.39,369.27,383.38,377.62,378.51,371.45,377.55,369.96,366.62,388.40,351.93,337.61,329.23,331.03,329.01,315.28,307.88,306.94,328.83,323.72,322.14,326.28,L7
2005-10-28 22:08:48+00:00,316.78,306.80,324.15,295.37,302.83,304.36,320.36,327.75,333.37,335.67,333.38,317.99,319.56,315.49,306.84,297.25,301.23,303.52,304.50,308.93,316.24,318.21,312.17,311.76,312.30,308.44,313.66,317.18,323.31,324.63,319.49,315.55,317.46,326.81,324.68,333.09,323.83,322.64,317.50,322.73,333.08,345.65,360.39,369.27,383.38,377.62,378.51,371.45,377.55,369.96,366.62,388.40,351.93,337.61,329.23,331.03,329.01,315.28,307.88,311.16,328.83,323.72,322.14,326.28,L5
2005-12-30 22:16:43+00:00,319.59,312.93,323.94,308.22,311.22,313.41,321.71,329.52,338.42,339.94,331.75,322.02,321.25,318.07,310.24,307.05,303.71,304.28,306.27,310.55,317.87,319.36,316.28,312.33,312.42,312.18,317.45,321.58,326.92,327.47,323.37,317.86,320.19,323.54,327.33,336.58,328.01,324.63,320.17,320.69,330.16,349.38,361.84,373.83,385.28,379.20,377.41,373.76,380.33,378.04,374.04,387.01,359.52,333.66,330.47,334.10,333.27,320.52,309.73,314.60,332.49,325.68,322.62,328.24,L7
2006-01-23 22:16:59+00:00,321.97,314.39,327.27,310.53,313.28,315.44,322.85,331.32,341.50,342.57,333.94,326.28,323.21,320.54,313.34,309.76,306.37,306.78,308.95,314.79,322.04,323.23,319.92,316.72,314.34,315.67,320.54,324.62,329.75,330.24,325.80,320.39,322.11,326.22,330.22,338.58,330.61,326.32,322.13,322.86,338.47,352.58,363.86,377.59,388.48,386.04,383.56,380.83,389.54,388.63,386.78,387.56,370.66,345.20,343.95,342.82,337.78,325.46,314.09,318.16,336.44,328.16,325.66,332.65,L5
2006-02-08 22:17:21+00:00,321.97,314.39,327.27,310.53,313.28,315.44,322.85,331.32,341.50,342.57,333.94,326.28,323.21,320.54,313.34,309.76,306.44,307.81,309.75,314.49,322.19,322.56,318.39,314.16,313.37,315.31,320.17,323.02,327.81,329.30,324.54,319.77,321.63,325.88,329.90,337.82,329.43,325.03,321.49,320.27,337.07,350.83,363.00,375.85,386.39,384.67,382.11,380.30,388.49,388.51,386.44,385.58,369.29,344.90,343.69,341.75,337.60,324.55,312.59,317.08,334.08,327.48,324.83,331.72,L5
2006-03-12 22:18:01+00:00,319.46,313.93,324.88,310.95,314.65,316.41,325.25,333.58,340.04,341.24,332.30,325.27,323.00,321.41,313.38,309.90,306.50,307.83,308.97,314.81,322.92,322.35,316.86,311.53,310.78,312.63,318.14,321.30,325.28,326.88,321.00,318.37,319.30,323.55,329.97,336.62,328.94,325.61,321.05,316.31,332.72,347.42,361.17,370.63,379.97,380.04,379.61,379.27,382.47,386.69,384.75,378.26,368.46,345.99,344.84,339.52,335.25,321.66,309.19,317.94,332.41,326.17,322.88,330.18,L5
2006-05-23 22:17:02+00:00,325.77,318.25,331.62,316.36,319.58,319.60,326.94,335.23,340.91,340.17,332.14,326.44,325.20,326.46,317.42,314.30,308.75,311.86,312.06,315.22,324.03,321.90,317.51,310.54,311.11,312.95,318.98,321.61,325.99,326.98,323.31,319.90,321.12,325.30,332.29,338.30,328.11,325.21,325.98,318.92,333.40,350.60,363.74,372.67,383.63,383.47,382.19,381.90,387.89,392.04,389.38,382.03,369.16,338.75,342.40,341.14,337.05,326.12,311.49,318.76,331.63,331.77,327.51,335.05,L7
2006-05-31 22:19:19+00:00,325.77,318.25,331.62,316.36,319.58,319.60,326.94,335.23,340.91,340.17,332.14,326.44,325.20,326.46,317.42,314.30,308.75,311.86,312.06,315.22,324.03,321.90,317.51,310.54,312.33,312.26,319.06,323.19,327.82,329.09,325.33,322.30,322.51,326.67,332.62,339.53,328.69,327.53,330.95,324.17,339.24,351.90,365.96,374.80,387.05,387.27,385.09,384.73,387.89,395.47,393.34,383.80,375.61,338.75,342.40,342.71,337.14,330.69,315.30,321.88,335.86,333.91,332.02,339.74,L5
