dates,satname,nzd0113-0000,nzd0113-0001,nzd0113-0002,nzd0113-0003,nzd0113-0004,nzd0113-0005,nzd0113-0006,nzd0113-0007,nzd0113-0008,nzd0113-0009,nzd0113-0010,nzd0113-0011,nzd0113-0012,nzd0113-0013,nzd0113-0014,nzd0113-0015,nzd0113-0016,nzd0113-0017,nzd0113-0018,nzd0113-0019,nzd0113-0020,nzd0113-0021,nzd0113-0022,nzd0113-0023,nzd0113-0024,nzd0113-0025,nzd0113-0026,nzd0113-0027,nzd0113-0028,nzd0113-0029,nzd0113-0030,nzd0113-0031,nzd0113-0032,nzd0113-0033,nzd0113-0034,nzd0113-0035,nzd0113-0036,nzd0113-0037,nzd0113-0038,nzd0113-0039,nzd0113-0040,nzd0113-0041,nzd0113-0042,nzd0113-0043,nzd0113-0044,nzd0113-0045,nzd0113-0046,nzd0113-0047,nzd0113-0048,nzd0113-0049,nzd0113-0050,nzd0113-0051,nzd0113-0052,nzd0113-0053,nzd0113-0054,nzd0113-0055,nzd0113-0056,nzd0113-0057,nzd0113-0058,nzd0113-0059,nzd0113-0060,nzd0113-0061,nzd0113-0062,nzd0113-0063,nzd0113-0064,nzd0113-0065,nzd0113-0066,nzd0113-0067,nzd0113-0068,nzd0113-0069,nzd0113-0070,nzd0113-0071,nzd0113-0072,nzd0113-0073,nzd0113-0074,nzd0113-0075,nzd0113-0076,nzd0113-0077,nzd0113-0078,nzd0113-0079,nzd0113-0080,nzd0113-0081,nzd0113-0082,nzd0113-0083,nzd0113-0084,nzd0113-0085,nzd0113-0086,nzd0113-0087,nzd0113-0088,nzd0113-0089,nzd0113-0090,nzd0113-0091,nzd0113-0092,nzd0113-0093,nzd0113-0094,nzd0113-0095,nzd0113-0096,nzd0113-0097,nzd0113-0098,nzd0113-0099,nzd0113-0100,nzd0113-0101,nzd0113-0102,nzd0113-0103,nzd0113-0104,nzd0113-0105,nzd0113-0106,nzd0113-0107,nzd0113-0108,nzd0113-0109,nzd0113-0110,nzd0113-0111,nzd0113-0112,nzd0113-0113,nzd0113-0114,nzd0113-0115,nzd0113-0116,nzd0113-0117,nzd0113-0118
2001-07-14 22:01:09+00:00,L7,,,,306.22,282.71,262.86,,249.07,254.01,257.76,267.66,285.86,296.63,299.38,300.34,295.22,298.25,316.62,333.34,326.25,313.79,310.54,309.52,312.91,314.24,319.07,314.58,303.77,301.41,297.16,293.64,283.90,296.29,292.91,303.13,299.12,300.89,298.07,296.55,289.03,289.94,298.59,301.26,300.78,297.53,290.82,293.55,300.49,320.85,329.44,327.66,340.15,349.70,359.31,357.96,357.10,358.41,361.15,,,,,,,,,,354.74,353.84,,,341.33,343.74,348.56,338.86,340.70,343.99,343.93,357.35,354.78,351.12,348.01,346.40,339.28,337.09,331.21,331.35,336.01,335.98,339.44,337.46,341.25,353.73,354.98,364.29,365.57,355.47,356.17,327.57,,352.76,355.70,356.43,351.99,343.91,332.80,334.49,,,,343.38,341.05,338.54,,,335.46,331.25,331.51,329.19
2001-08-08 21:54:37+00:00,L7,256.62,270.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.79,269.02,269.51,265.38,265.26,274.66,284.45,294.78,301.61,305.79,310.00,325.45,333.08,335.36,330.98,329.94,337.24,,,,,,,,,,336.72,339.29,,,333.87,326.26,325.22,326.22,326.78,322.79,338.97,338.57,340.74,339.43,333.21,330.26,324.78,323.25,315.64,313.41,311.78,311.00,315.61,316.39,,,,,,,,,,,,,,,,,,316.07,319.17,321.15,317.30,,,,,315.65,308.59,311.20
2001-09-09 21:54:12+00:00,L7,277.04,287.63,300.47,296.17,280.49,261.49,251.44,239.92,238.92,243.75,251.56,262.13,275.05,281.49,287.51,297.32,296.63,301.46,307.01,302.82,299.54,301.47,297.37,301.89,306.78,296.52,293.10,294.74,293.75,296.97,305.36,308.30,310.56,308.71,307.27,308.29,307.66,295.28,293.63,288.53,291.67,285.75,280.46,278.82,277.58,276.92,286.35,294.30,299.23,313.49,318.73,325.99,338.11,343.35,347.09,345.61,344.49,351.28,350.03,347.56,352.01,348.20,347.09,348.39,341.76,345.05,345.39,350.84,341.38,341.68,343.58,340.61,333.38,335.18,335.58,333.47,347.78,341.63,338.03,348.62,349.78,346.46,338.95,336.39,325.41,322.21,322.24,322.05,326.21,329.97,338.27,337.81,351.06,359.71,360.35,364.73,351.23,325.51,320.85,342.10,346.87,345.98,338.72,341.90,335.48,337.18,330.84,325.52,327.82,335.19,333.35,331.22,328.48,330.38,326.15,321.72,321.59,314.03,321.57
2001-09-25 21:54:04+00:00,L7,318.52,315.99,305.37,315.16,,343.96,344.24,,266.96,278.61,273.89,293.52,303.52,301.10,319.20,318.53,320.09,326.65,329.43,321.57,313.72,322.10,318.60,334.09,345.22,331.79,319.02,323.81,317.92,327.13,336.07,331.19,329.48,337.33,331.53,330.42,324.13,320.72,314.99,309.18,314.26,314.52,313.76,294.28,314.37,320.66,307.75,306.94,320.74,339.81,342.63,343.23,352.36,366.86,361.55,360.13,372.19,365.14,363.31,365.43,361.71,355.74,356.23,356.79,352.68,362.40,363.42,365.92,354.84,362.99,358.84,354.26,352.41,348.76,345.62,347.35,356.11,351.82,339.96,354.35,357.71,357.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-05 22:00:18+00:00,L7,261.41,254.62,266.75,273.60,265.72,252.81,252.12,243.80,233.27,228.65,230.70,236.79,255.19,268.03,265.56,267.00,271.44,274.21,279.72,281.16,287.55,278.36,278.46,287.27,288.41,280.04,273.68,266.32,272.51,275.52,276.94,284.25,289.29,288.90,285.35,284.47,276.66,278.78,282.41,277.74,279.41,269.60,271.48,264.38,255.99,252.00,263.71,272.81,281.17,287.98,298.62,309.25,315.49,317.57,316.79,328.19,327.50,333.62,331.66,332.94,329.28,322.22,322.91,322.11,323.38,320.40,321.95,325.23,326.23,329.01,322.03,314.91,316.29,317.79,320.63,317.75,317.36,321.36,319.03,320.27,320.45,320.96,316.00,311.99,309.12,302.50,295.40,302.33,310.64,314.93,315.55,320.33,322.94,330.80,334.76,341.20,333.10,320.17,,,327.86,328.93,320.12,313.21,324.92,319.16,310.17,316.06,310.57,302.67,309.19,312.70,310.46,312.39,304.46,300.39,305.94,304.39,316.10
2002-01-15 21:54:23+00:00,L7,262.31,257.65,278.05,283.11,268.66,263.63,261.65,261.21,257.33,256.19,263.38,271.88,285.84,292.40,291.31,294.11,291.37,292.39,296.20,307.75,309.69,298.22,295.21,299.84,309.34,303.08,288.06,289.74,289.60,293.96,299.09,300.96,300.12,302.17,306.16,301.62,288.68,291.26,299.12,301.30,303.21,293.03,284.55,285.89,284.11,279.75,278.62,287.29,295.26,300.03,305.04,316.39,330.15,336.26,347.60,346.36,349.83,349.00,353.07,346.63,346.35,345.59,336.56,336.44,337.12,338.01,338.46,335.29,336.42,339.70,345.09,339.33,335.30,338.41,336.95,335.45,334.64,332.75,337.66,338.16,334.29,333.89,327.76,322.99,322.39,317.85,320.56,316.85,322.60,326.99,335.86,339.68,344.16,341.98,342.18,352.39,346.72,339.66,311.51,337.73,340.82,336.54,338.62,337.22,347.04,339.71,330.39,333.18,325.48,310.62,303.54,318.55,320.11,324.03,323.87,325.03,298.67,,149.32
2002-01-22 22:00:40+00:00,L7,,388.22,352.77,350.26,355.24,351.37,332.36,314.90,304.35,297.28,299.27,304.44,320.45,326.05,325.10,329.93,328.53,341.84,337.56,353.09,353.74,341.83,330.66,335.62,346.27,338.49,321.84,317.46,318.11,320.93,328.15,331.43,334.94,334.63,335.75,332.54,317.66,321.42,333.94,333.58,332.96,323.92,311.96,321.61,319.48,317.73,313.64,323.68,330.47,333.32,329.81,346.31,355.47,367.66,367.73,364.07,371.12,369.60,368.65,368.43,369.26,367.61,363.06,363.31,361.19,362.73,365.40,355.96,360.21,361.03,358.98,355.70,353.93,357.98,359.56,361.30,356.28,359.29,361.68,360.81,360.71,354.02,352.50,344.03,345.91,342.08,339.59,339.81,342.78,343.67,353.97,357.98,359.97,359.31,364.88,377.80,375.58,380.53,,379.61,375.32,358.97,350.76,346.62,352.91,346.37,345.72,344.31,342.14,345.51,339.33,339.89,343.51,342.51,347.24,343.82,346.08,348.41,355.38
2002-03-27 22:00:37+00:00,L7,293.56,298.97,296.22,294.21,284.64,286.46,285.36,276.67,269.30,268.16,268.66,268.34,280.79,290.46,289.00,290.24,295.06,295.38,310.21,316.54,311.59,307.82,309.90,314.64,316.18,300.79,295.59,302.80,305.49,304.55,311.45,307.82,312.06,312.42,307.99,304.39,307.11,306.33,300.63,302.65,298.23,296.13,293.53,287.42,281.14,280.64,288.36,296.55,301.89,312.83,321.03,325.67,334.65,341.14,342.48,344.76,344.83,347.20,349.92,341.82,341.38,341.38,338.56,332.88,336.75,338.57,338.03,341.13,341.90,339.35,337.57,337.62,336.50,336.33,334.92,334.77,337.62,335.41,337.41,343.67,337.50,332.64,328.43,328.37,323.49,315.30,316.13,316.25,319.85,332.41,335.29,337.84,341.45,351.49,352.79,360.34,346.88,,,,,346.73,336.30,332.91,334.62,335.85,329.24,330.56,331.50,329.23,328.29,326.88,327.07,330.04,329.52,328.87,329.54,325.59,328.41
2002-04-28 22:00:38+00:00,L7,262.56,265.86,269.52,268.41,265.31,260.92,246.07,254.93,256.36,247.15,253.32,252.35,252.47,270.10,260.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.72,274.74,285.98,291.80,302.12,313.77,318.42,326.19,331.87,331.23,332.99,331.74,329.26,330.10,333.54,331.20,327.52,325.51,323.43,327.34,327.70,326.91,326.83,325.63,329.35,326.83,323.18,324.26,325.16,322.35,324.53,325.73,327.57,325.93,324.42,323.77,323.12,316.36,313.71,305.17,303.61,304.11,309.05,313.08,318.23,324.88,334.60,,,,,320.87,,,,331.70,329.70,325.38,321.86,318.07,320.95,318.92,315.86,314.87,316.65,316.50,314.29,309.59,312.55,315.34,317.10,313.41,305.67
2002-06-15 22:00:19+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,296.79,300.69,303.21,302.24,309.56,314.17,307.21,309.05,308.12,299.15,307.38,305.31,305.61,304.54,301.09,294.23,289.52,287.01,282.32,278.33,285.59,297.91,305.02,312.59,318.09,324.75,331.68,344.04,347.30,348.63,350.59,356.14,,,,,,,,,,,,,,339.72,332.44,336.73,337.29,329.17,336.54,333.81,336.30,336.41,338.76,332.14,,,,,,322.57,,,,,,345.66,,,,,331.31,348.93,347.09,,,,330.07,,,,,328.27,,,,,,,325.33,322.04,328.35
2002-07-17 22:00:08+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.03,344.19,372.95,379.47,353.76,,,,,,,,,,,,,,,,367.81,350.67,345.04,343.95,348.87,345.33,342.41,344.18,348.89,348.06,343.34,343.27,339.24,333.55,328.63,330.00,328.14,,,,355.13,357.84,355.53,366.73,,,,,351.23,353.63,361.27,359.33,347.59,336.14,351.51,344.32,343.08,345.46,342.68,337.79,338.46,,,,,344.04,333.94,339.48
2002-08-02 22:00:01+00:00,L7,324.60,325.56,329.57,327.08,312.38,285.93,,,,,,296.66,300.09,300.42,302.44,,,,,,320.44,319.14,318.90,,,,,,,,,,,,,307.88,301.47,310.49,305.93,302.55,297.58,299.84,299.60,295.12,298.34,297.54,295.58,300.12,307.80,322.56,329.90,340.35,352.75,362.72,355.51,353.12,357.55,362.00,359.31,362.65,364.21,354.99,342.60,352.29,,,354.12,353.22,352.20,354.31,364.15,354.42,345.13,348.26,344.44,342.40,349.57,352.07,357.38,351.44,349.42,351.83,343.66,339.98,339.90,331.79,328.01,333.05,338.75,335.82,343.14,358.81,363.08,365.08,371.61,368.77,361.12,345.31,354.85,351.92,362.94,363.34,364.29,355.76,354.82,356.94,359.60,354.98,354.72,345.15,345.54,346.39,345.92,342.60,334.52,340.81,348.81,339.69,343.99
2002-08-18 21:59:57+00:00,L7,345.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.09,357.85,358.94,364.27,364.23,361.94,370.50,361.74,352.28,359.66,354.62,345.41,351.42,359.16,356.15,356.73,360.68,354.88,346.18,347.04,352.41,342.93,341.90,363.39,366.44,378.47,347.87,350.16,356.63,344.39,339.51,346.18,323.39,322.67,326.50,333.38,351.33,363.65,381.77,386.62,383.39,375.52,364.18,367.37,339.90,363.62,348.89,347.08,350.75,368.60,354.27,343.89,362.62,368.13,346.44,360.19,335.98,336.87,346.20,337.86,338.87,337.03,342.01,343.16,335.12,339.25
2002-08-27 21:53:36+00:00,L7,291.12,297.64,303.89,,,,256.31,271.02,,,,,,,,,,,,,,,,,,,,303.62,,,,,,,,,,305.20,300.86,297.28,295.23,290.07,282.57,281.83,278.00,278.38,280.95,291.25,299.39,307.66,317.63,329.96,348.36,348.79,347.25,352.83,358.49,355.98,354.34,353.68,344.62,345.96,346.21,346.24,340.28,341.41,344.22,350.21,356.10,357.56,354.01,345.15,346.23,350.02,345.44,344.35,347.03,345.97,349.26,345.42,338.21,343.78,328.92,337.68,339.05,325.92,323.97,327.33,331.80,337.93,352.52,356.85,347.25,347.85,351.33,348.94,353.18,323.48,331.14,333.80,347.81,348.06,353.82,345.09,340.75,350.30,347.48,339.50,339.74,328.09,332.60,335.67,328.41,331.35,331.61,334.66,335.01,334.39,348.34
2002-09-19 21:59:35+00:00,L7,336.11,317.42,308.46,308.08,303.66,290.09,281.74,276.81,277.72,279.05,280.65,287.17,295.74,299.42,307.12,308.17,306.48,310.44,320.55,315.96,312.80,317.21,319.78,320.32,318.54,319.78,317.42,309.55,312.45,310.58,311.83,315.28,317.11,314.60,309.64,305.23,308.42,310.21,314.64,310.83,300.88,297.74,289.60,294.32,293.52,293.79,300.99,300.40,310.37,319.15,319.84,337.15,343.70,348.92,350.94,349.33,352.92,354.56,352.34,348.42,346.52,343.36,344.23,344.69,336.23,337.57,346.84,347.78,344.00,348.44,347.34,338.76,330.39,336.77,339.84,340.85,345.29,349.20,346.10,342.23,340.65,339.75,334.86,327.40,325.72,315.39,310.14,318.57,326.82,328.89,345.42,349.43,345.86,351.05,347.78,352.52,353.06,325.34,334.34,,337.85,342.59,343.80,340.76,337.83,340.92,341.33,336.49,330.11,332.20,324.61,332.18,327.64,322.26,326.24,334.53,337.85,330.68,329.09
2002-10-14 21:53:19+00:00,L7,346.40,325.96,322.73,339.02,,354.80,323.93,298.40,308.65,295.53,306.39,313.37,320.62,325.33,325.70,322.82,321.76,330.05,349.39,354.09,335.58,343.57,347.05,335.53,341.09,347.85,347.12,341.56,341.47,331.91,332.88,332.63,328.24,332.81,337.12,345.31,352.11,350.62,350.75,351.18,331.17,322.70,322.15,331.19,318.57,313.29,311.25,311.07,325.03,338.84,347.52,348.47,356.04,367.97,369.18,361.06,369.41,366.72,363.20,359.50,357.66,350.91,352.63,363.69,356.71,354.09,361.73,362.00,364.92,363.69,358.53,357.63,355.70,348.91,355.00,355.76,355.76,357.54,361.51,368.60,360.44,348.98,351.45,342.48,337.59,335.93,330.64,333.94,340.89,347.73,349.36,356.74,361.05,361.76,374.39,374.32,395.26,,,389.51,387.91,355.69,353.50,354.40,352.79,349.36,346.17,349.77,343.54,342.86,339.93,338.54,344.33,345.74,342.48,342.87,351.91,350.24,346.63
2002-10-21 21:59:36+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.50,302.27,293.80,293.53,288.58,282.22,282.70,282.86,290.90,297.96,300.41,314.47,318.10,321.22,332.89,337.36,348.12,347.91,352.30,347.74,344.84,344.19,338.76,339.99,347.15,342.83,334.59,337.78,344.32,341.98,342.15,340.44,348.51,342.80,338.66,339.46,,,,,,,,,103.68,,,314.52,318.38,317.17,327.04,327.12,331.82,341.53,344.87,345.51,348.12,349.18,346.16,326.32,332.84,336.42,333.63,330.24,335.50,334.77,334.54,332.04,332.08,335.26,331.28,331.21,327.34,327.92,330.44,326.57,323.04,,,,
2002-11-22 21:59:57+00:00,L7,331.35,300.36,290.46,286.70,285.28,278.51,272.90,268.85,265.33,262.82,273.28,281.99,285.98,292.25,294.79,297.01,302.10,310.63,315.73,321.89,320.38,319.77,313.62,309.68,311.80,314.55,317.06,317.56,318.04,316.38,319.05,314.11,305.57,311.04,313.22,314.28,320.63,320.89,323.17,322.92,294.68,303.25,302.79,300.32,294.90,291.83,293.14,299.23,307.66,317.56,327.56,333.94,339.27,343.28,347.08,346.38,358.54,359.10,354.07,346.84,344.87,346.89,344.63,349.23,348.71,345.05,351.64,355.46,352.15,350.82,346.80,347.21,343.83,347.92,343.84,348.44,352.72,354.15,360.18,362.16,352.04,343.27,341.00,335.26,327.66,325.84,322.72,322.11,329.78,343.85,346.84,354.71,361.35,358.01,359.37,359.57,355.92,340.74,330.02,344.06,341.18,337.94,335.38,341.41,341.58,340.00,338.27,341.78,337.78,333.35,334.30,335.21,325.93,337.60,336.92,339.92,349.67,350.19,350.05
