dates,nzd0062-0000,nzd0062-0001,nzd0062-0002,nzd0062-0003,nzd0062-0004,nzd0062-0005,nzd0062-0006,nzd0062-0007,nzd0062-0008,nzd0062-0009,nzd0062-0010,nzd0062-0011,nzd0062-0012,nzd0062-0013,nzd0062-0014,nzd0062-0015,nzd0062-0016,nzd0062-0017,nzd0062-0018,nzd0062-0019,nzd0062-0020,nzd0062-0021,nzd0062-0022,nzd0062-0023,nzd0062-0024,nzd0062-0025,nzd0062-0026,nzd0062-0027,nzd0062-0028,nzd0062-0029,nzd0062-0030,nzd0062-0031,nzd0062-0032,nzd0062-0033,nzd0062-0034,nzd0062-0035,nzd0062-0036,nzd0062-0037,nzd0062-0038,nzd0062-0039,nzd0062-0040,nzd0062-0041,nzd0062-0042,nzd0062-0043,nzd0062-0044,nzd0062-0045,nzd0062-0046,nzd0062-0047,nzd0062-0048,nzd0062-0049,nzd0062-0050,nzd0062-0051,nzd0062-0052,nzd0062-0053,nzd0062-0054,nzd0062-0055,nzd0062-0056,nzd0062-0057,nzd0062-0058,nzd0062-0059,nzd0062-0060,nzd0062-0061,nzd0062-0062,nzd0062-0063,nzd0062-0064,nzd0062-0065,nzd0062-0066,nzd0062-0067,nzd0062-0068,nzd0062-0069,nzd0062-0070,nzd0062-0071,satname
2004-07-29 22:06:27+00:00,384.74,387.71,381.89,403.36,396.15,390.19,390.04,392.71,401.13,397.24,380.94,373.62,355.65,369.22,363.18,373.20,373.05,382.94,385.13,386.99,388.65,385.62,389.38,399.31,401.01,406.57,409.73,407.45,401.05,398.84,399.48,406.10,407.60,405.18,399.17,402.90,412.33,407.73,391.81,407.87,403.87,396.73,399.34,389.78,385.74,374.69,363.17,374.03,361.10,355.68,373.78,361.84,378.75,389.50,385.01,386.71,384.57,376.08,378.88,368.06,371.58,376.11,381.15,391.63,358.06,351.24,363.44,353.61,360.65,358.63,381.93,,L7
2004-08-30 22:06:20+00:00,383.54,386.38,382.83,406.39,401.60,395.82,392.83,392.71,401.13,395.24,383.71,372.11,359.49,373.04,369.13,378.86,374.50,382.13,385.30,386.99,388.65,385.62,389.38,399.31,398.01,406.57,409.73,407.45,400.78,397.62,400.27,402.29,405.24,403.06,398.47,401.78,413.43,409.44,394.98,410.02,405.90,397.30,399.52,394.24,385.74,374.69,363.17,379.36,366.75,356.66,370.70,360.45,376.60,386.70,379.76,381.58,381.12,376.58,382.36,370.93,368.32,371.35,377.70,399.94,358.06,351.24,363.44,353.61,360.65,357.27,381.93,,L7
2004-10-17 22:06:14+00:00,381.31,383.91,380.55,407.36,403.99,398.43,396.95,395.88,411.17,391.33,381.55,367.07,362.22,378.23,377.87,384.81,376.06,378.70,374.99,376.31,378.25,386.86,394.45,403.20,400.62,407.54,407.09,403.22,399.42,397.97,403.07,403.89,407.85,403.63,396.99,396.86,407.94,406.84,393.62,404.10,405.38,396.70,399.04,393.86,384.83,372.07,367.72,386.80,374.28,358.77,370.84,360.83,373.21,382.55,374.17,372.63,373.25,373.85,378.97,367.15,367.15,369.08,376.83,408.25,364.03,355.10,368.43,355.48,356.50,356.52,376.66,336.52,L7
2005-01-13 22:03:41+00:00,382.87,385.96,392.39,422.23,431.53,424.86,410.93,407.12,411.37,385.25,379.43,366.44,381.51,386.66,386.11,386.78,377.14,379.76,377.61,369.72,372.12,391.31,387.53,395.77,403.24,409.52,406.64,403.31,396.63,396.25,395.43,395.95,400.66,402.52,395.89,394.22,404.09,405.96,394.95,402.44,411.11,404.01,402.53,404.35,398.93,382.13,372.77,388.52,378.61,364.32,375.33,363.75,367.73,373.11,372.15,375.31,379.50,378.35,382.13,375.04,377.23,374.38,379.84,419.85,379.84,370.00,369.54,370.08,371.64,362.08,378.57,346.58,L5
2005-01-21 22:06:59+00:00,384.77,385.85,393.73,419.25,425.56,421.17,410.49,405.55,402.46,386.58,382.78,374.64,381.51,386.66,386.11,387.83,379.81,382.07,379.01,371.31,370.75,379.16,381.10,394.06,404.65,408.95,407.94,402.94,396.07,395.79,391.35,395.95,400.66,402.52,399.66,396.08,403.45,403.60,395.23,403.80,411.75,407.37,406.42,405.20,399.51,382.91,374.68,390.07,380.67,368.16,375.33,363.75,367.73,371.77,374.32,377.02,378.69,377.55,378.86,376.93,379.92,377.23,381.28,417.14,380.38,371.73,372.90,374.17,378.82,365.35,378.57,346.58,L7
2005-03-02 22:04:24+00:00,386.41,387.87,399.10,414.87,420.46,418.88,410.55,403.39,400.21,388.65,383.25,385.16,397.34,390.95,388.61,389.35,389.10,390.93,385.38,372.10,367.88,373.65,379.04,393.75,412.16,409.79,405.46,398.78,390.88,392.21,384.03,399.84,409.31,411.89,411.06,401.74,400.39,401.14,398.14,406.41,418.41,418.77,420.27,414.84,407.82,388.78,382.12,394.22,393.55,386.36,387.81,377.08,373.82,369.48,372.31,376.09,376.80,373.69,374.19,380.46,390.10,382.59,384.84,421.67,381.44,372.62,375.38,377.30,385.14,371.08,379.76,350.67,L5
2005-03-18 22:04:34+00:00,385.79,387.14,400.02,414.36,416.41,414.57,408.61,403.61,402.31,393.18,389.19,391.37,398.46,390.11,387.60,387.34,388.22,393.33,391.09,374.93,367.23,370.03,377.27,392.43,409.16,408.43,403.09,396.58,389.60,389.44,383.61,402.23,413.14,414.57,412.71,403.19,401.06,400.70,394.94,405.23,413.45,414.97,416.58,413.80,408.32,392.52,383.68,394.59,393.73,388.84,390.57,379.14,377.58,371.83,370.94,374.35,374.77,370.94,372.60,381.32,390.05,380.84,382.54,419.22,379.67,371.98,375.25,379.76,388.52,372.68,380.32,352.10,L5
2005-04-03 22:04:40+00:00,384.18,386.23,402.10,413.70,414.30,411.96,406.93,405.40,408.36,398.40,390.93,393.78,396.46,386.67,385.06,385.58,389.05,395.41,393.53,377.01,367.88,369.06,377.70,393.57,406.86,406.44,401.98,394.18,386.72,386.62,381.07,400.92,412.52,416.15,413.14,403.27,401.58,402.44,393.63,403.73,410.46,413.96,416.67,415.25,409.33,394.62,385.56,393.39,391.95,386.63,389.13,380.56,380.58,372.93,371.01,372.14,372.66,369.67,372.81,383.09,392.37,382.62,382.87,412.91,381.19,374.00,376.28,379.47,388.18,371.99,378.87,349.81,L5
2005-06-14 22:07:02+00:00,387.08,389.53,407.72,413.70,414.30,411.96,407.87,407.96,408.36,404.60,395.25,399.37,404.33,390.96,391.10,388.71,394.58,403.05,400.68,381.25,373.32,373.30,381.24,394.04,401.63,402.38,403.15,395.57,387.55,385.95,382.17,403.51,413.95,418.69,416.19,407.86,400.53,403.11,389.87,402.40,408.22,410.72,414.96,413.11,407.32,397.34,387.84,393.78,391.14,387.98,388.83,382.72,384.99,372.95,370.45,372.81,373.42,370.63,373.85,387.91,392.37,382.62,382.87,412.91,383.58,377.30,378.49,384.27,394.52,375.28,380.21,353.14,L7
2005-08-25 22:05:41+00:00,377.03,378.03,395.95,402.66,402.56,400.48,397.93,399.36,401.62,398.04,392.18,388.18,394.18,382.34,380.97,382.93,392.39,402.74,398.67,380.05,369.12,366.14,376.79,389.02,393.27,395.20,395.30,386.18,376.86,373.39,373.76,403.03,415.65,411.64,412.18,406.95,398.10,398.40,378.46,390.70,396.56,400.19,403.50,403.63,397.67,390.45,381.37,388.27,388.87,383.97,384.26,378.25,381.31,373.16,367.11,371.75,368.38,361.69,363.33,377.27,383.71,375.19,378.94,409.08,377.30,371.90,373.54,377.70,386.94,369.56,376.96,340.01,L5
2005-09-02 22:06:46+00:00,375.38,374.50,384.97,402.29,398.28,396.66,396.35,397.69,397.82,394.56,388.32,383.19,388.10,378.59,379.08,380.45,385.30,391.51,391.59,381.67,370.70,364.83,373.47,386.01,389.64,393.70,396.56,385.70,373.02,370.25,374.02,403.18,412.83,408.34,407.71,406.04,401.94,398.63,374.24,384.76,395.28,399.29,400.98,398.87,393.45,384.20,376.82,382.53,379.31,373.09,379.83,373.40,379.00,371.20,368.27,372.87,369.87,363.53,357.71,366.86,373.28,370.12,376.50,401.98,371.97,368.39,368.35,369.90,375.93,362.47,375.23,333.73,L7
2005-11-05 22:06:59+00:00,375.29,372.81,371.78,397.14,392.42,391.74,393.01,385.95,377.33,375.12,368.75,359.47,378.57,377.95,378.78,381.78,382.23,382.94,378.92,376.92,370.37,365.36,370.06,381.16,383.46,389.67,398.09,384.34,367.68,364.15,374.19,382.29,394.61,391.39,397.05,402.29,401.54,395.68,370.45,376.66,393.06,392.12,394.12,387.41,380.84,368.37,361.52,368.81,369.04,361.36,364.40,362.26,369.70,366.16,368.02,375.96,370.61,363.57,345.58,344.22,349.86,354.61,373.11,404.20,363.27,361.35,358.07,354.88,356.41,351.30,367.80,315.66,L7
2006-01-08 22:07:25+00:00,377.33,377.64,381.64,402.03,397.65,391.63,387.68,383.22,380.09,382.56,375.04,352.44,365.81,369.33,372.60,377.42,375.55,375.81,373.75,378.52,374.86,372.59,374.70,381.08,387.46,397.36,398.09,384.34,367.68,364.15,367.36,360.12,385.37,381.22,391.50,396.23,403.05,393.79,380.81,382.79,396.02,397.25,394.79,388.81,383.40,366.75,365.96,375.41,371.75,358.12,361.42,358.61,371.33,371.82,372.34,378.93,371.90,362.43,346.14,347.98,354.02,359.76,373.11,413.21,363.27,365.06,358.07,354.88,356.41,351.30,367.80,315.66,L7
2006-02-09 22:07:38+00:00,377.33,377.64,381.64,402.03,397.65,391.63,387.68,383.22,380.09,382.56,375.04,352.44,369.02,367.76,370.42,371.69,370.26,369.20,373.75,378.52,374.86,372.59,377.33,382.38,381.93,386.39,388.59,378.80,363.15,365.19,375.66,367.92,383.64,382.90,390.50,394.11,399.59,393.79,380.81,382.79,396.02,399.21,394.35,389.25,384.51,367.24,366.46,373.00,370.78,354.34,357.31,358.42,371.18,372.32,372.99,378.60,369.93,362.43,346.14,347.98,354.43,360.85,375.12,409.67,363.55,363.42,358.10,354.61,359.78,355.54,371.72,324.24,L7
2006-02-17 22:08:11+00:00,378.94,379.00,383.48,402.62,398.79,393.76,388.90,384.08,380.79,383.30,375.48,366.93,375.43,371.36,373.57,370.84,368.63,368.90,374.30,379.73,378.18,376.15,380.46,383.98,381.50,383.30,383.84,377.56,364.82,370.29,383.28,376.37,388.35,385.80,389.55,392.80,400.54,396.32,381.58,385.92,400.35,401.57,397.93,391.70,385.81,368.04,368.20,373.35,371.58,357.78,360.16,362.83,372.66,371.93,372.36,378.68,370.36,363.99,347.88,349.12,355.72,362.50,378.49,408.76,367.99,363.78,358.22,355.90,361.88,357.96,374.82,333.88,L5
2006-04-06 22:09:08+00:00,383.61,386.73,397.55,409.28,405.15,396.19,384.95,381.80,385.44,391.36,378.54,383.95,382.57,379.66,381.25,376.18,369.98,368.96,373.74,378.53,386.02,392.95,394.00,391.29,376.38,365.80,364.31,370.89,365.75,376.44,398.01,380.75,388.35,389.88,388.10,389.31,397.22,400.07,387.78,391.84,403.23,405.18,402.95,393.78,388.54,373.57,375.61,376.34,373.75,358.28,359.80,367.40,380.40,378.56,372.49,374.85,368.09,362.67,347.29,351.69,358.22,365.72,381.25,406.57,372.84,365.50,356.83,354.49,364.82,364.23,376.50,343.20,L5
2006-04-30 22:07:38+00:00,383.77,389.53,399.62,412.11,405.96,398.35,389.67,386.01,386.64,393.09,378.30,386.91,382.57,379.66,381.25,378.11,372.01,370.06,374.11,377.57,387.63,394.91,393.82,388.89,373.81,369.03,374.02,375.99,370.00,378.80,397.71,380.75,388.35,389.88,389.21,395.24,403.57,405.05,390.08,394.59,406.58,406.96,406.41,396.35,391.87,375.45,376.16,377.82,375.04,361.85,359.80,367.40,380.40,376.67,372.20,375.75,370.03,363.71,348.96,352.67,359.25,366.80,381.67,406.63,373.08,365.00,357.48,354.49,366.53,364.87,376.50,343.20,L7
2006-06-01 22:07:38+00:00,383.77,390.33,401.62,415.15,409.13,397.99,388.63,386.54,390.51,397.22,379.81,391.82,386.31,386.09,384.65,379.64,373.90,369.71,373.30,378.71,393.61,403.23,398.19,385.53,371.46,370.91,377.52,378.82,374.59,385.51,400.63,388.75,392.61,394.14,395.42,400.16,404.15,406.39,392.64,398.35,408.75,410.70,407.97,399.89,394.49,380.14,381.56,383.14,380.73,370.05,365.61,369.66,382.16,378.67,371.65,375.24,372.22,364.68,349.70,355.35,362.68,372.40,381.67,406.63,373.08,365.20,357.61,355.09,369.65,368.19,380.34,348.53,L7
2006-07-27 22:10:47+00:00,384.41,389.10,398.06,411.07,405.82,397.24,391.17,390.28,391.23,393.62,376.62,384.63,385.08,384.30,382.82,376.74,372.33,369.36,375.33,379.11,389.43,395.49,394.34,383.12,370.30,370.36,378.06,379.39,375.52,385.39,398.50,384.88,391.13,392.27,393.39,400.48,409.18,415.24,391.88,400.14,411.67,410.42,408.69,401.67,396.26,378.24,381.51,381.62,379.11,370.26,366.39,370.24,379.38,375.04,366.63,371.07,372.10,366.92,352.64,354.90,363.43,372.57,381.71,401.60,373.71,360.36,356.46,355.65,370.11,367.96,380.29,347.95,L5
2006-08-28 22:11:11+00:00,385.32,389.64,398.53,409.70,404.04,395.85,392.00,390.98,395.58,395.36,376.04,379.75,382.95,388.58,388.61,388.04,381.85,377.56,377.96,380.09,390.28,396.70,395.50,384.16,367.68,374.25,380.35,383.14,381.03,385.62,391.19,386.26,392.87,391.83,395.18,404.31,415.12,421.17,397.76,403.89,413.28,413.90,414.49,405.18,399.26,382.06,385.30,389.83,383.69,374.23,369.09,373.31,383.67,375.46,363.28,369.35,376.93,370.19,353.75,354.19,364.23,373.73,380.33,401.28,375.26,361.12,358.36,361.82,371.87,367.63,378.73,343.81,L5
2006-09-05 22:07:11+00:00,382.29,385.00,391.04,402.95,399.98,389.80,392.00,390.98,395.58,385.25,368.00,371.24,377.48,382.52,382.69,380.00,377.07,373.33,374.10,377.00,385.41,390.50,391.50,383.87,367.75,374.25,380.35,376.55,373.35,380.98,384.39,380.90,385.85,389.24,392.93,401.31,412.45,416.56,393.15,400.30,411.51,412.47,411.24,399.86,399.26,382.06,381.24,387.47,381.23,370.07,366.29,370.52,379.85,373.54,361.77,367.19,373.35,367.97,350.21,351.72,361.80,371.15,378.62,393.66,375.26,361.12,358.36,358.64,368.54,363.23,375.09,336.72,L7
