dates,satname,nzd0062-0000,nzd0062-0001,nzd0062-0002,nzd0062-0003,nzd0062-0004,nzd0062-0005,nzd0062-0006,nzd0062-0007,nzd0062-0008,nzd0062-0009,nzd0062-0010,nzd0062-0011,nzd0062-0012,nzd0062-0013,nzd0062-0014,nzd0062-0015,nzd0062-0016,nzd0062-0017,nzd0062-0018,nzd0062-0019,nzd0062-0020,nzd0062-0021,nzd0062-0022,nzd0062-0023,nzd0062-0024,nzd0062-0025,nzd0062-0026,nzd0062-0027,nzd0062-0028,nzd0062-0029,nzd0062-0030,nzd0062-0031,nzd0062-0032,nzd0062-0033,nzd0062-0034,nzd0062-0035,nzd0062-0036,nzd0062-0037,nzd0062-0038,nzd0062-0039,nzd0062-0040,nzd0062-0041,nzd0062-0042,nzd0062-0043,nzd0062-0044,nzd0062-0045,nzd0062-0046,nzd0062-0047,nzd0062-0048,nzd0062-0049,nzd0062-0050,nzd0062-0051,nzd0062-0052,nzd0062-0053,nzd0062-0054,nzd0062-0055,nzd0062-0056,nzd0062-0057,nzd0062-0058,nzd0062-0059,nzd0062-0060,nzd0062-0061,nzd0062-0062,nzd0062-0063,nzd0062-0064,nzd0062-0065,nzd0062-0066,nzd0062-0067,nzd0062-0068,nzd0062-0069,nzd0062-0070,nzd0062-0071
2002-11-13 22:05:30+00:00,L7,,,401.44,401.14,410.30,390.44,383.73,369.03,362.38,361.49,382.81,388.09,,380.51,370.41,370.43,370.26,373.29,371.98,382.40,388.92,381.74,387.25,,,395.19,395.00,391.11,387.46,395.58,393.00,388.72,380.72,393.17,384.15,401.80,412.01,409.14,371.37,402.75,418.36,424.22,422.79,411.88,405.81,399.48,392.01,408.53,385.41,374.70,388.23,,,361.77,366.01,371.30,377.43,371.91,390.56,370.16,390.57,379.14,384.04,380.27,366.69,357.28,365.04,373.26,381.44,378.80,396.62,
2003-01-16 22:06:02+00:00,L7,392.30,395.52,406.14,405.88,404.16,394.71,386.69,384.86,377.10,375.41,387.92,387.18,383.56,336.61,354.10,352.37,351.19,362.84,382.12,396.99,399.24,381.76,367.60,368.45,368.84,377.60,388.67,410.84,405.39,398.99,385.71,365.29,382.18,390.14,396.04,399.00,407.83,412.54,403.33,420.83,426.50,421.68,418.79,412.61,401.00,386.06,377.29,393.59,383.37,370.33,358.87,346.60,351.94,363.67,375.48,381.12,385.57,381.10,380.20,369.71,387.18,381.80,382.10,387.75,362.18,355.19,366.51,366.90,379.85,376.26,394.25,362.91
2003-04-22 22:06:19+00:00,L7,400.13,407.96,402.46,373.32,389.52,393.54,398.38,407.55,422.65,421.09,393.33,388.69,388.13,387.87,,412.07,395.11,387.05,390.42,394.86,405.42,408.04,418.56,408.86,400.85,380.44,379.00,392.39,389.04,391.94,381.15,425.21,432.35,427.23,413.68,400.17,410.19,417.25,397.48,417.12,421.91,422.63,431.42,428.81,407.70,397.01,390.57,379.48,377.90,369.57,371.12,352.14,357.12,363.22,370.83,367.50,355.72,344.14,365.18,347.89,360.46,359.69,372.80,380.54,377.97,389.24,373.23,363.40,361.57,347.95,380.08,384.65
2003-05-08 22:06:20+00:00,L7,399.55,404.12,399.38,388.04,402.38,395.75,394.30,392.33,397.57,373.15,389.10,392.52,389.46,390.30,366.24,394.95,394.87,384.34,395.35,396.71,400.38,392.44,384.68,388.17,392.17,388.85,383.21,384.17,384.16,397.10,400.94,407.99,411.56,411.49,421.02,412.50,416.21,418.75,379.56,,426.72,423.32,421.49,410.47,404.19,390.54,369.47,384.10,377.24,376.15,387.86,360.87,374.75,368.96,374.89,388.72,388.77,382.80,395.74,364.53,368.83,381.91,387.43,379.91,369.09,371.14,374.10,,369.75,357.33,384.94,
2003-05-24 22:06:17+00:00,L7,,,,,,,,,,,,,,,,,,374.59,,,,,,,,,,,,,158.33,,421.67,426.98,430.01,431.47,425.45,430.32,429.55,437.43,429.27,423.61,431.17,429.38,421.51,407.14,380.91,375.32,377.70,373.64,385.94,372.95,375.96,372.28,378.90,,,388.40,398.01,367.23,379.75,386.19,392.73,,381.69,393.25,397.01,,383.19,362.82,385.82,389.08
2003-11-16 22:06:11+00:00,L7,,,,,420.77,408.53,397.43,390.17,380.43,372.12,371.53,371.15,369.03,379.11,366.76,404.62,389.50,375.76,,,,,389.08,396.49,394.82,394.05,401.46,397.09,400.04,396.11,379.14,400.57,395.82,400.88,410.87,413.51,426.85,,,,,400.34,406.35,405.99,404.28,398.46,381.83,394.41,382.64,376.64,398.60,367.65,387.78,382.91,375.10,373.03,,,,,376.43,384.92,392.01,382.90,400.86,378.59,371.77,365.92,370.85,358.29,389.71,382.07
2004-04-16 21:57:19+00:00,L5,369.11,370.66,372.71,386.20,379.38,371.12,362.56,360.94,362.04,360.18,361.15,348.86,334.85,333.98,327.42,348.79,357.58,363.91,370.43,376.05,377.97,372.78,368.87,376.25,373.33,378.47,387.76,383.65,371.76,374.30,354.08,366.14,372.01,385.38,392.95,397.73,404.59,395.34,376.37,396.25,391.69,385.47,385.16,384.74,378.24,368.23,347.87,351.32,345.33,345.08,361.96,349.47,363.22,377.68,377.89,376.35,374.21,364.89,369.00,363.20,361.90,368.75,372.33,377.38,347.75,341.65,348.13,346.01,351.15,351.46,377.72,
2004-05-18 21:58:14+00:00,L5,379.49,375.08,373.81,378.46,379.42,377.83,373.02,373.06,369.40,354.46,363.75,362.31,342.88,350.95,344.94,355.42,363.57,365.98,363.84,366.86,365.30,362.05,365.57,376.16,381.00,385.11,387.71,382.34,376.79,378.63,368.75,373.71,383.54,386.83,386.18,389.79,392.58,389.36,380.04,392.75,386.92,381.37,387.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-26 22:06:45+00:00,L7,,404.67,401.92,423.86,411.51,413.86,414.98,428.42,435.28,433.09,399.18,407.26,,386.05,,448.75,,,,398.06,402.67,402.04,413.69,412.23,421.59,424.25,422.29,424.94,423.17,416.09,431.61,441.77,439.76,421.33,413.52,,,423.67,410.90,426.66,419.56,414.07,419.34,408.23,402.50,387.82,388.53,395.97,383.12,378.46,384.78,373.50,393.52,400.64,,,,386.57,388.00,372.31,380.49,382.83,389.36,,367.53,360.11,378.14,,409.43,365.25,385.59,
2004-06-03 21:58:42+00:00,L5,354.78,349.82,322.92,352.62,358.06,334.71,325.26,324.07,306.61,287.04,315.32,303.76,287.55,,,,,,,,,,,382.01,364.87,366.17,,488.52,,470.11,457.66,585.05,,,,,,,,,,,422.90,,,,,,,,,,,,,,,,,,,,,,,645.23,520.25,,,,,
2004-07-29 22:06:27+00:00,L7,,,,,,,,,,,,,,,,361.09,350.50,,,,,,,,,,,,,,,,,,376.42,378.96,385.54,383.12,360.50,376.40,377.86,371.52,365.45,365.37,365.49,360.68,345.79,368.81,349.36,338.00,,,,,,,,,,,,,,,,,,,,,,
2004-08-30 22:06:20+00:00,L7,356.96,353.47,355.90,379.08,392.73,383.83,357.98,,,334.02,348.83,326.62,325.02,338.51,335.03,356.43,344.34,349.83,354.95,,,,,,351.53,,,,360.54,359.45,347.45,344.88,363.65,369.11,368.09,367.76,377.28,376.87,368.25,379.19,374.63,365.09,360.81,361.61,,,,370.25,360.68,336.61,341.53,337.95,351.05,362.71,357.27,351.36,352.57,357.85,368.08,359.40,340.58,344.59,353.55,373.75,,225.33,224.93,,,339.21,,
2004-10-17 22:06:14+00:00,L7,357.36,354.93,357.54,,,,377.52,367.94,346.23,337.76,344.65,318.84,340.09,349.08,347.97,367.73,359.59,349.84,335.73,340.93,343.68,,,,,377.48,375.00,366.10,361.46,371.44,358.45,366.85,378.19,384.24,382.12,374.28,377.81,377.49,364.70,361.79,,,,377.54,369.83,356.62,357.73,378.00,372.64,350.68,359.55,348.19,350.44,362.96,364.57,355.36,355.39,354.28,356.21,349.74,,,,,356.87,346.95,355.97,345.61,344.17,347.33,365.29,318.02
2005-01-13 22:03:41+00:00,L5,388.62,394.68,402.85,408.23,425.89,415.88,405.95,400.97,390.70,374.36,353.46,375.59,388.07,381.06,383.99,375.58,378.64,378.73,381.26,373.79,375.85,380.04,376.26,383.37,404.95,402.71,399.44,401.67,389.62,389.36,370.79,384.77,391.65,399.41,396.55,388.77,389.46,400.06,400.06,406.11,415.71,418.41,416.18,412.20,406.80,392.65,378.35,382.13,381.42,381.66,379.24,365.97,359.54,357.12,360.37,369.40,380.74,383.77,379.96,381.73,383.11,379.17,381.12,415.95,380.14,373.62,366.10,376.41,376.45,369.26,376.75,341.14
2005-01-21 22:06:59+00:00,L7,387.66,382.13,393.96,408.44,409.84,409.56,403.50,396.74,387.88,383.76,387.17,394.37,,,,387.19,386.21,385.22,379.43,371.41,364.92,363.93,371.58,388.96,403.21,402.95,405.68,397.35,389.51,390.15,372.31,,,,411.31,399.76,396.03,389.31,391.50,404.38,408.81,413.21,413.25,402.95,395.58,381.47,376.61,393.18,386.09,380.68,,,,365.50,378.70,379.08,373.15,372.71,366.40,380.47,382.69,380.81,382.04,407.47,378.64,372.75,377.51,380.07,390.36,373.26,,
2005-03-02 22:04:24+00:00,L5,392.50,396.34,416.07,415.66,416.08,420.46,416.20,408.91,407.72,411.91,408.69,418.43,430.51,409.36,400.53,393.47,402.73,423.93,419.12,380.99,365.82,369.16,381.48,400.33,417.56,422.59,408.30,396.60,389.50,388.63,387.76,414.57,433.10,432.02,430.88,418.13,404.84,404.27,402.88,419.95,418.44,413.95,419.11,427.68,420.05,398.37,389.81,402.31,414.56,412.92,407.98,402.78,396.09,376.72,370.97,379.27,376.68,367.28,376.21,395.26,397.88,382.41,385.99,430.85,390.64,380.43,387.34,391.51,410.09,381.47,386.12,367.86
2005-03-18 22:04:34+00:00,L5,390.17,392.42,412.81,424.53,413.37,411.88,414.53,418.15,422.29,427.72,426.65,427.91,415.49,401.27,398.25,391.03,394.93,412.02,423.02,393.70,372.09,366.62,379.41,396.66,410.41,414.73,405.30,399.49,396.21,388.63,398.36,423.07,434.86,430.80,427.48,418.13,415.45,410.65,393.83,412.21,410.29,413.82,417.21,423.30,423.98,416.62,398.99,403.54,401.27,405.60,405.67,391.18,395.17,386.72,370.61,374.83,374.07,365.81,372.55,389.89,396.20,380.71,380.73,422.09,379.40,375.31,379.81,395.05,408.88,383.65,386.58,366.63
2005-04-03 22:04:40+00:00,L5,384.77,392.10,424.03,425.93,417.41,414.53,415.85,431.70,449.89,445.27,416.96,420.66,405.81,390.22,392.23,391.65,406.19,417.42,417.29,396.86,380.59,374.62,388.85,408.52,410.68,411.32,411.31,397.01,387.19,385.50,389.14,413.02,423.04,432.86,425.73,415.24,419.04,426.01,401.99,411.11,413.32,422.93,431.90,439.82,431.73,416.65,406.56,396.83,391.75,384.28,392.07,393.70,400.61,385.36,377.85,370.55,371.57,370.74,381.84,398.45,409.66,396.26,390.69,400.68,397.43,391.52,387.95,384.95,395.15,374.30,378.85,353.67
2005-06-14 22:07:02+00:00,L7,,,,,,,,,,,,390.66,424.09,415.21,422.83,424.76,426.29,425.43,408.41,390.74,400.65,405.43,409.84,408.41,390.46,391.44,,,,,418.67,424.46,418.84,423.74,427.18,431.56,409.78,419.76,380.40,392.07,414.19,409.52,423.55,409.39,402.46,402.75,,,390.11,381.07,380.35,378.13,393.10,,,,,,,,,,,,,,,,,,,
2005-08-25 22:05:41+00:00,L5,369.99,366.47,370.00,394.81,402.48,399.05,403.81,397.36,385.26,377.65,375.07,350.67,373.68,374.33,369.67,381.19,390.79,387.33,377.94,380.88,369.38,357.80,367.30,378.37,396.24,403.34,406.57,401.89,384.83,374.80,369.28,329.33,355.93,385.97,396.84,404.15,408.80,398.73,380.64,385.57,394.00,399.71,393.15,396.61,388.82,370.29,369.22,382.40,386.00,375.31,374.56,359.16,357.88,367.32,370.99,394.35,383.18,368.08,349.82,347.47,358.19,363.37,380.35,426.71,371.06,365.50,361.04,362.78,362.99,358.40,375.83,315.88
2005-09-02 22:06:46+00:00,L7,365.91,358.22,345.48,379.89,372.28,375.18,369.88,362.21,352.52,350.00,353.26,,,,,346.78,337.30,341.13,357.06,367.28,351.90,340.79,343.06,361.31,369.43,380.80,379.04,360.43,339.86,346.06,341.06,,,,384.50,386.88,389.77,371.12,347.49,355.99,377.72,379.47,372.24,363.89,358.92,340.48,344.95,357.53,346.75,338.50,,,,352.86,360.64,361.91,360.83,357.47,335.26,338.61,337.68,347.12,361.23,372.44,349.30,349.23,351.57,344.28,346.04,339.76,,
2005-11-05 22:06:59+00:00,L7,372.47,372.75,376.53,386.72,379.15,,,,359.20,355.70,342.93,348.21,350.94,357.32,356.85,361.53,363.30,367.84,362.27,360.62,351.39,349.24,351.87,,,,,360.69,348.34,345.33,349.73,337.45,368.37,372.26,370.67,376.57,384.95,380.25,360.40,360.15,373.48,368.51,,,,349.94,347.04,347.41,345.82,343.05,344.78,355.06,364.13,364.31,359.31,352.53,348.73,350.15,335.52,333.44,337.57,340.20,,,,354.32,348.47,343.59,342.71,344.06,357.42,310.20
2006-01-08 22:07:25+00:00,L7,395.13,406.11,426.78,436.72,428.92,408.90,400.34,401.10,411.71,432.91,417.23,,,,407.61,410.19,402.07,399.18,389.95,398.94,420.40,436.18,430.22,410.17,,,,,,,,,,,407.01,409.52,418.66,415.07,424.69,419.46,428.88,432.55,428.42,416.92,413.47,398.51,394.84,407.96,402.58,,,,399.51,398.14,394.05,400.58,388.50,369.02,358.60,368.03,377.27,383.98,,448.74,415.98,386.21,,,,,,
2006-02-09 22:07:38+00:00,L7,,,,,,,,,,,,,365.45,354.63,353.88,340.20,341.60,336.06,,,,,382.42,380.25,363.37,355.88,361.01,353.63,341.00,360.83,388.56,365.72,374.42,380.26,380.49,378.96,377.21,,,,,399.57,384.46,380.59,377.82,362.52,361.78,357.91,361.91,337.98,344.08,353.75,366.13,370.29,371.85,371.85,356.60,,,,351.42,361.43,375.40,391.54,359.12,352.53,354.43,349.78,364.89,364.93,376.25,333.90
2006-02-17 22:08:11+00:00,L5,376.89,374.24,379.52,390.41,392.03,387.41,375.56,369.66,366.58,365.86,360.25,381.33,377.63,365.15,369.17,352.02,347.75,356.11,365.19,375.31,382.22,381.12,386.85,380.21,367.48,359.47,355.01,358.03,356.93,377.94,393.37,376.28,385.02,384.30,374.58,374.96,390.70,391.85,370.09,383.88,403.09,400.62,397.66,384.47,374.03,360.73,365.62,365.83,367.09,363.08,360.21,368.77,370.74,363.19,362.80,369.78,363.23,362.92,346.96,347.30,354.36,364.38,382.23,392.37,372.79,358.28,352.35,354.28,361.76,361.99,378.44,350.03
2006-04-06 22:09:08+00:00,L5,389.29,393.01,406.50,,419.62,408.27,400.27,395.96,402.91,,392.40,401.16,401.58,406.89,407.40,407.23,386.66,378.06,376.66,378.54,389.34,404.53,412.47,401.34,389.29,371.76,366.63,381.50,387.04,395.67,418.78,408.88,,401.88,400.93,399.00,404.85,411.96,394.80,402.72,406.31,416.15,410.97,404.45,400.18,388.61,401.20,396.43,385.70,371.68,372.79,377.18,396.27,392.35,370.21,373.36,377.21,368.01,347.45,357.49,365.26,374.37,381.63,402.12,380.62,371.31,359.07,356.42,372.60,374.39,382.33,352.66
2006-04-30 22:07:38+00:00,L7,368.93,382.15,387.22,394.01,388.55,381.56,372.83,367.65,360.45,361.09,346.37,369.23,,,,361.19,358.94,354.92,354.94,356.80,377.19,385.83,376.00,360.70,342.85,352.16,376.58,369.80,360.40,364.98,359.29,,,,376.20,404.19,408.76,398.40,372.69,379.05,393.44,392.61,393.67,375.66,374.16,364.17,358.29,368.31,365.97,360.64,,,,354.80,359.09,363.34,362.80,354.60,341.34,344.96,350.08,360.59,371.29,383.65,358.27,349.23,348.47,,357.86,357.10,,
2006-06-01 22:07:38+00:00,L7,,,,422.30,413.19,400.04,389.14,393.33,405.89,405.00,377.80,391.28,393.24,410.35,401.19,394.17,395.11,383.91,,,,,393.04,371.50,365.57,382.41,395.54,398.30,394.72,399.36,397.17,396.81,401.63,405.73,424.33,424.32,411.86,,,,407.73,411.45,419.79,422.28,412.30,396.31,397.65,394.26,393.61,397.70,381.70,375.78,385.50,387.25,366.27,364.37,376.80,,,,370.76,384.03,,,,,,,,,,
2006-07-27 22:10:47+00:00,L5,370.68,368.78,376.57,374.12,376.36,364.66,359.07,365.81,361.33,353.71,347.30,329.59,349.48,346.46,344.45,346.47,352.19,361.09,362.10,371.06,374.23,375.76,377.65,363.35,341.50,341.33,354.48,355.96,353.87,361.79,351.01,338.72,363.69,366.39,362.39,375.46,402.53,404.16,375.36,380.34,397.22,390.39,386.48,373.58,370.08,351.10,358.53,369.36,365.87,356.00,354.17,359.41,360.73,354.74,343.72,346.09,358.33,354.87,345.42,345.95,356.85,364.75,370.35,383.08,360.94,338.89,340.35,345.04,356.62,356.83,369.92,323.21
2006-08-28 22:11:11+00:00,L5,383.23,379.63,384.95,389.53,386.70,384.46,385.01,378.46,393.66,379.24,362.66,361.49,364.85,367.96,378.72,385.16,376.08,374.06,379.25,382.15,388.53,388.85,389.08,391.71,400.92,377.57,362.54,364.12,363.14,366.04,365.30,377.96,385.04,379.71,379.87,382.82,401.61,420.15,398.19,403.45,415.71,418.66,415.53,396.26,385.91,374.34,375.07,391.51,380.47,358.30,356.36,371.18,381.70,366.69,357.00,370.34,380.26,378.27,353.89,346.51,353.41,364.79,376.19,,372.04,360.07,363.69,373.07,371.24,362.78,374.82,
2006-09-05 22:07:11+00:00,L7,364.81,360.04,353.98,366.81,372.58,351.54,,,,332.01,317.11,319.54,344.93,347.62,348.37,330.64,345.17,345.05,351.55,358.83,360.14,359.91,365.67,376.04,360.04,,,334.49,325.78,349.77,337.57,348.78,356.79,372.47,375.23,379.18,389.95,388.97,365.58,376.82,393.51,397.30,385.88,362.59,,,353.79,369.84,363.62,343.96,349.79,354.79,359.66,359.69,350.23,350.55,349.59,354.54,331.12,337.84,344.73,354.23,367.75,362.81,,,,344.82,349.89,342.03,360.62,314.54
2006-09-13 22:11:23+00:00,L5,379.37,373.47,375.57,377.07,384.11,383.59,388.09,386.60,383.18,383.83,370.91,364.70,360.70,361.38,370.06,373.77,377.91,370.04,369.03,367.71,373.43,378.31,386.01,391.46,390.47,387.92,380.28,373.61,367.35,367.24,364.62,384.52,384.06,388.75,395.29,392.73,404.30,407.75,396.61,399.24,411.38,410.96,403.90,398.70,390.73,388.70,387.07,379.63,374.35,366.47,357.18,362.73,372.69,381.00,374.63,371.31,371.15,368.89,347.64,346.66,351.39,358.70,382.68,409.06,372.75,356.80,369.49,369.47,384.25,362.58,368.07,314.01
2006-09-29 22:11:34+00:00,L5,387.78,383.81,382.14,396.47,,,,,,,,,,,,,,,,,,,,,,,,397.60,397.23,397.37,403.96,386.88,403.43,403.88,394.28,394.77,413.09,416.92,411.99,414.52,420.20,427.78,424.06,431.48,411.09,397.43,397.18,407.93,410.56,405.60,389.00,390.71,400.25,398.94,385.05,376.34,372.61,373.07,362.88,360.78,364.48,381.31,400.90,444.28,396.52,398.87,395.54,388.19,400.69,397.04,394.16,364.05
2006-11-08 22:07:27+00:00,L7,346.45,336.15,326.44,348.86,362.12,356.87,349.75,350.32,338.83,,,308.02,322.12,323.67,322.26,323.37,330.47,337.36,349.22,359.70,355.87,348.77,343.86,338.24,335.13,346.85,348.39,,,,340.25,329.90,356.09,354.30,346.37,351.96,371.88,363.66,339.88,343.70,378.86,384.36,371.04,345.93,347.89,331.02,,,,,326.84,342.13,343.50,343.03,343.41,341.64,338.19,334.93,322.32,332.82,334.73,344.86,352.60,363.73,337.78,338.51,335.73,,,,355.13,295.95
2006-11-24 22:07:37+00:00,L7,365.78,356.76,363.99,384.39,392.98,400.13,391.86,389.40,379.43,373.44,354.02,,,,,368.70,368.37,372.12,378.31,381.23,378.33,374.55,360.53,347.45,365.17,381.45,384.26,378.33,374.72,386.80,387.23,,,,364.03,380.26,398.50,395.63,378.80,387.01,405.08,414.17,405.00,393.00,391.99,377.65,379.72,391.18,386.70,376.29,,,,364.66,367.31,378.07,369.50,359.33,346.41,351.58,357.58,367.33,379.16,401.49,377.53,369.03,376.68,376.54,386.21,366.71,,
2006-12-10 22:07:44+00:00,L7,379.89,374.14,382.24,398.41,409.76,,,,,386.22,372.69,387.29,393.81,401.10,404.16,394.73,386.50,388.63,389.18,392.35,388.79,385.04,373.70,362.39,,,,,393.60,398.93,392.98,396.39,390.31,383.59,387.70,400.59,408.15,407.87,386.19,400.57,422.85,420.52,411.64,,,,,403.77,396.12,383.13,376.95,380.73,377.84,371.11,377.63,388.26,382.22,370.40,357.94,359.10,362.08,372.28,360.63,427.57,,,,376.53,386.50,371.52,386.00,
