dates,satname,nzd0062-0000,nzd0062-0001,nzd0062-0002,nzd0062-0003,nzd0062-0004,nzd0062-0005,nzd0062-0006,nzd0062-0007,nzd0062-0008,nzd0062-0009,nzd0062-0010,nzd0062-0011,nzd0062-0012,nzd0062-0013,nzd0062-0014,nzd0062-0015,nzd0062-0016,nzd0062-0017,nzd0062-0018,nzd0062-0019,nzd0062-0020,nzd0062-0021,nzd0062-0022,nzd0062-0023,nzd0062-0024,nzd0062-0025,nzd0062-0026,nzd0062-0027,nzd0062-0028,nzd0062-0029,nzd0062-0030,nzd0062-0031,nzd0062-0032,nzd0062-0033,nzd0062-0034,nzd0062-0035,nzd0062-0036,nzd0062-0037,nzd0062-0038,nzd0062-0039,nzd0062-0040,nzd0062-0041,nzd0062-0042,nzd0062-0043,nzd0062-0044,nzd0062-0045,nzd0062-0046,nzd0062-0047,nzd0062-0048,nzd0062-0049,nzd0062-0050,nzd0062-0051,nzd0062-0052,nzd0062-0053,nzd0062-0054,nzd0062-0055,nzd0062-0056,nzd0062-0057,nzd0062-0058,nzd0062-0059,nzd0062-0060,nzd0062-0061,nzd0062-0062,nzd0062-0063,nzd0062-0064,nzd0062-0065,nzd0062-0066,nzd0062-0067,nzd0062-0068,nzd0062-0069,nzd0062-0070,nzd0062-0071
2015-02-10 22:17:50+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26 22:17:23+00:00,L8,391.51,398.31,409.73,403.18,399.01,400.91,410.29,413.33,413.21,405.21,397.81,410.77,409.44,408.64,417.98,428.72,426.83,415.54,406.52,407.40,402.71,398.66,403.25,394.79,387.79,384.63,399.73,409.19,398.64,402.47,401.03,424.71,416.73,418.21,428.86,436.44,422.93,404.72,388.37,398.83,407.42,411.63,410.44,,,399.85,397.90,385.49,375.19,381.28,381.05,392.70,395.58,395.94,395.90,407.90,400.64,390.27,382.49,369.88,377.14,374.84,397.27,443.11,404.53,396.91,397.02,402.08,416.04,408.80,405.63,391.06
2015-07-20 22:17:10+00:00,L8,348.08,333.46,330.74,319.25,360.23,367.01,364.77,349.04,349.37,334.52,277.65,294.68,309.56,326.33,323.87,346.83,357.41,365.82,370.03,363.62,353.02,352.55,352.99,357.22,357.77,350.85,347.47,343.34,353.94,338.77,,,,,,,,,,,,,,,,,322.47,350.68,368.87,362.49,358.30,353.12,342.33,336.07,338.56,348.70,356.46,349.98,321.59,320.94,337.57,334.41,349.76,370.40,,,,,,,,
2015-08-05 22:17:13+00:00,L8,344.67,336.87,,366.56,374.62,367.63,362.18,343.87,349.54,,,347.22,,349.89,345.31,352.57,358.83,362.58,366.81,356.80,355.29,364.00,364.76,354.20,355.68,358.98,356.67,352.24,354.42,354.52,361.84,317.32,370.67,358.84,348.74,351.52,367.90,374.35,360.02,325.60,369.11,371.53,,298.01,283.33,340.13,313.76,350.70,367.43,363.82,358.67,361.12,339.46,332.88,339.33,348.76,348.70,343.86,317.84,329.04,346.35,334.15,349.74,364.48,362.57,357.81,358.11,374.12,383.25,,,
2015-08-21 22:17:45+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-25 22:18:08+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-11 22:17:42+00:00,L8,355.33,347.50,341.02,338.67,358.93,348.35,342.10,329.08,323.35,,322.97,316.55,306.50,324.85,318.10,336.53,345.00,353.75,358.95,356.72,349.70,346.54,356.91,357.70,351.08,345.06,346.14,338.00,337.14,327.24,327.27,317.26,340.26,346.72,353.02,375.72,378.91,376.92,346.77,342.94,371.56,369.03,347.55,315.51,313.48,347.11,345.01,366.05,373.21,363.81,361.17,367.38,358.85,352.06,344.02,344.78,341.40,342.70,321.59,334.42,342.78,340.00,354.01,379.32,366.13,358.37,356.21,370.30,377.39,381.48,383.40,342.36
2015-12-27 22:17:43+00:00,L8,358.14,353.47,354.42,356.42,371.27,363.68,356.58,340.03,335.53,325.61,336.44,332.01,327.15,340.52,332.80,343.59,352.91,366.55,371.25,366.44,354.36,351.38,365.19,371.48,373.99,371.49,366.05,358.33,353.15,336.56,340.77,336.44,349.04,354.42,367.09,383.42,389.82,389.36,373.68,367.47,379.10,380.46,354.01,333.23,331.69,356.89,352.60,380.08,380.05,373.15,369.95,368.43,360.59,360.55,356.39,356.14,348.96,343.07,343.69,347.20,356.92,352.02,371.87,388.14,375.99,360.76,365.27,374.39,384.05,386.80,388.14,345.19
2016-01-12 22:17:40+00:00,L8,354.63,352.00,353.06,357.32,364.98,364.22,358.25,345.80,335.85,321.00,338.77,338.73,327.05,340.51,330.77,341.58,353.39,368.11,375.92,372.53,364.56,356.11,358.42,367.47,375.18,372.53,368.68,356.36,355.45,341.39,343.74,319.51,,358.69,362.51,386.08,387.62,395.12,368.85,355.49,377.91,379.57,348.91,326.92,319.47,346.43,348.78,375.60,380.00,372.43,364.62,359.36,352.50,350.47,351.79,356.07,351.38,352.21,335.69,350.67,357.71,349.50,370.34,383.95,369.59,360.41,365.57,376.40,376.76,378.66,387.04,342.92
2016-04-17 22:17:09+00:00,L8,384.40,380.42,382.65,379.73,404.32,402.10,393.97,390.55,385.16,387.00,386.68,370.54,398.89,400.38,394.92,403.73,406.14,394.34,384.00,388.80,382.84,377.75,386.92,403.22,415.42,407.43,399.05,390.65,388.52,387.50,380.71,407.05,421.03,414.78,413.12,415.78,415.46,418.74,398.44,398.35,414.40,413.57,,,300.39,403.08,414.46,404.78,395.30,386.09,379.12,383.81,382.14,374.40,379.18,395.78,391.22,381.58,358.11,356.17,372.87,358.07,390.93,,397.80,388.58,381.76,389.95,403.09,400.75,410.10,381.28
2016-06-04 22:17:16+00:00,L8,351.07,342.50,334.25,314.97,333.51,328.04,337.04,321.76,312.21,307.43,317.98,297.20,303.99,312.30,325.41,339.49,348.73,356.24,354.57,344.77,340.03,333.83,340.59,356.27,359.76,348.14,341.47,326.56,330.81,312.75,281.45,316.66,337.16,339.83,351.39,355.42,353.96,353.33,331.91,329.79,340.27,355.45,325.79,293.32,314.55,339.58,339.75,348.00,362.72,350.84,343.86,343.71,344.12,345.54,336.81,333.21,334.57,330.62,318.51,318.42,327.77,326.04,347.86,365.48,362.72,355.93,352.58,,363.11,368.16,370.24,
2016-08-07 22:18:01+00:00,L8,405.90,382.36,420.10,392.63,388.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-26 22:18:20+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30 22:17:38+00:00,L8,344.04,339.65,343.71,361.99,365.80,350.77,348.05,326.97,309.25,321.55,311.75,298.49,322.89,324.37,331.94,349.00,358.08,347.39,341.65,347.97,354.43,359.36,363.02,366.35,362.47,359.03,357.80,360.67,357.36,337.10,311.12,338.32,360.04,368.19,361.89,352.14,342.23,337.44,350.00,340.04,346.74,374.23,332.38,318.55,329.93,362.56,357.44,373.99,373.39,362.66,355.73,341.34,336.84,343.41,345.46,338.01,331.58,334.59,326.75,339.87,345.60,341.58,368.79,390.06,381.10,370.88,374.69,379.89,379.61,373.70,377.34,340.90
2017-03-03 22:17:25+00:00,L8,374.30,370.26,381.30,403.27,413.31,417.07,394.09,379.41,369.15,354.00,,372.72,367.24,367.31,374.62,392.44,395.14,383.18,360.95,361.88,370.70,381.00,410.08,424.66,420.14,414.67,418.99,413.20,395.36,393.63,355.39,400.67,391.05,383.08,385.43,392.44,387.90,366.86,377.54,383.62,394.76,399.86,,402.06,395.75,383.85,381.42,389.91,402.78,411.79,403.79,362.61,354.71,357.35,370.01,368.06,356.10,346.84,345.84,362.05,376.57,373.34,,447.79,401.91,399.38,405.01,400.21,404.47,399.07,399.93,391.96
2017-03-19 22:17:15+00:00,L8,,355.49,383.37,404.30,412.73,412.59,400.78,380.46,345.09,,365.75,370.29,368.55,366.71,371.31,382.38,386.81,386.36,377.24,363.14,358.85,367.39,408.62,416.25,415.37,412.65,409.97,408.10,402.90,404.64,394.64,417.23,409.65,382.82,379.04,383.43,385.26,387.69,382.59,382.50,394.11,405.98,391.66,399.95,403.40,397.15,379.27,388.41,393.93,398.54,391.12,379.98,357.64,355.77,382.66,412.27,395.98,351.30,339.91,352.86,374.33,366.10,375.43,437.99,401.49,393.64,402.44,400.77,402.35,403.25,401.03,382.74
2017-04-20 22:16:59+00:00,L8,363.89,373.48,375.12,367.85,391.16,376.50,383.27,372.47,352.59,346.09,350.44,347.91,342.52,337.47,352.62,364.45,363.94,372.26,356.31,355.57,371.45,386.42,397.42,402.15,395.83,385.35,388.52,387.02,387.65,382.38,374.47,386.18,399.10,394.41,393.49,387.96,372.28,385.22,385.58,377.02,387.01,400.26,375.47,378.85,391.65,400.63,383.16,384.58,382.40,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06 22:16:55+00:00,L8,362.41,365.80,366.43,355.06,372.66,372.11,380.35,377.61,368.92,357.47,338.68,364.32,359.79,356.43,361.23,376.33,380.67,373.82,350.28,343.75,354.90,376.09,388.14,397.67,394.35,388.85,388.67,394.94,390.60,375.39,337.89,377.44,389.04,394.04,394.15,390.76,381.51,377.11,368.96,376.42,378.05,380.23,387.36,394.83,397.67,396.64,373.80,375.96,374.44,377.49,374.06,383.14,369.87,364.41,359.56,357.86,352.86,344.96,334.68,347.30,359.54,344.35,360.54,389.17,386.20,389.92,393.90,392.50,396.63,392.28,394.33,364.93
2017-07-25 22:17:54+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-16 22:17:46+00:00,L8,,394.39,392.12,393.72,388.77,381.18,376.80,368.47,361.37,357.28,347.80,345.89,350.19,351.20,352.95,354.35,367.14,372.94,385.40,389.70,395.16,389.86,381.46,375.80,366.89,366.21,371.74,372.56,368.84,367.46,368.25,377.08,378.92,381.69,386.78,395.89,398.88,403.35,410.44,405.13,402.37,404.45,388.65,387.19,377.30,384.70,383.14,391.38,392.24,382.00,378.40,383.55,381.64,373.61,378.95,377.17,376.61,367.51,358.26,361.02,375.59,361.20,381.26,394.09,405.32,381.82,373.87,383.31,386.82,386.31,394.24,387.99
2018-02-02 22:17:27+00:00,L8,364.18,359.21,343.23,,300.83,319.93,326.41,305.07,289.50,269.01,,290.69,305.00,304.21,301.29,323.57,337.96,348.25,353.18,353.30,358.75,361.00,360.99,355.20,345.00,327.21,322.55,325.78,320.41,298.74,133.02,315.35,344.73,358.54,360.48,354.47,339.17,332.21,326.74,312.63,323.69,346.38,323.35,307.10,294.44,332.72,327.20,346.66,356.78,346.08,341.96,350.40,350.62,344.50,355.96,353.00,341.85,331.86,315.05,319.63,340.09,317.51,352.29,365.44,361.95,355.31,341.95,343.19,359.84,363.78,366.86,
2018-02-18 22:17:22+00:00,L8,362.70,354.89,332.28,237.32,,317.76,329.93,314.56,306.21,278.90,214.47,299.19,,308.31,305.71,325.63,337.90,350.38,354.96,354.66,357.42,,,,,,,,,166.31,195.82,,,366.93,366.68,367.49,347.41,340.84,333.50,325.16,338.90,357.79,329.79,321.10,316.85,341.50,335.63,356.70,363.64,349.47,348.05,353.53,353.61,342.79,360.08,358.49,343.29,342.52,317.56,323.66,343.76,325.11,352.95,366.67,363.28,361.91,355.23,356.39,360.00,366.81,371.61,311.51
2018-04-23 22:16:49+00:00,L8,,,,,,,,,,367.85,,380.30,374.27,381.32,379.86,386.11,379.44,388.01,402.05,406.86,403.56,394.92,392.73,389.12,393.51,393.05,384.58,383.33,379.97,,,,,,,,,,,,,,,,,,,,,,,,,,,393.99,385.45,363.52,,,,,,,,,,390.23,389.96,379.48,385.03,370.01
2018-06-10 22:16:26+00:00,L8,384.53,380.99,383.20,374.46,403.08,385.74,384.56,380.34,,380.89,384.03,388.02,385.11,382.30,379.78,377.92,378.61,376.27,380.59,377.24,373.63,365.63,365.78,380.25,385.70,386.40,387.79,390.35,387.22,372.39,358.48,351.79,376.55,381.69,382.64,380.14,389.94,394.41,381.40,383.54,369.04,377.31,,378.03,355.74,370.14,357.72,363.37,369.54,369.67,366.35,377.14,377.42,367.40,364.92,360.99,356.86,344.28,327.49,336.48,352.79,342.75,366.58,380.85,383.77,382.28,378.40,,385.52,376.45,380.34,365.37
2018-06-26 22:17:00+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-28 22:16:51+00:00,L8,356.00,350.93,355.97,338.50,360.79,337.66,340.45,330.78,292.25,338.56,353.96,343.60,334.66,326.74,335.95,346.54,353.29,350.84,346.55,341.04,337.86,342.62,352.70,360.45,354.53,343.53,339.49,344.92,346.29,326.73,329.30,295.56,326.31,342.68,351.29,356.20,352.36,357.61,347.31,334.42,321.53,334.95,304.59,327.16,316.41,333.01,329.28,338.07,352.28,350.82,349.86,345.78,347.33,347.12,344.36,330.36,323.96,317.36,305.04,319.78,335.84,328.58,334.63,248.32,,318.77,333.34,,,,362.13,331.18
2018-12-03 22:17:30+00:00,L8,396.21,390.50,387.85,374.83,376.02,382.08,396.49,,386.62,383.96,378.94,378.00,377.82,381.90,380.68,390.04,394.04,397.19,388.38,382.20,387.12,391.56,377.47,371.63,362.39,359.10,362.84,373.68,377.44,374.27,377.63,355.49,378.23,388.08,408.01,407.84,395.81,393.93,383.15,393.32,380.06,380.06,350.87,374.63,363.55,369.23,366.99,363.81,372.77,381.19,374.53,367.35,362.35,356.52,355.69,357.84,372.15,374.31,358.75,352.52,353.27,361.56,378.85,414.74,405.81,361.53,353.88,378.32,397.29,403.76,399.55,375.91
2019-01-04 22:17:27+00:00,L8,373.56,356.34,346.07,339.16,342.59,343.48,336.89,,,340.83,337.20,336.79,335.80,322.08,324.22,340.93,352.31,362.60,360.92,361.01,358.58,365.60,358.94,353.05,341.06,328.24,326.52,326.39,333.97,329.23,328.70,242.11,,368.08,370.17,368.69,351.09,348.77,332.63,332.22,305.99,337.82,310.76,325.80,315.65,340.37,336.03,345.66,354.28,348.46,341.68,348.22,347.41,345.30,345.82,341.09,339.98,338.10,318.47,329.30,335.03,335.37,354.48,379.36,363.86,347.11,344.60,360.68,369.52,371.38,372.03,330.99
2019-02-05 22:17:21+00:00,L8,400.01,394.40,387.55,375.98,374.07,375.25,364.66,353.53,331.43,360.08,357.96,357.35,359.77,360.86,365.34,378.52,384.81,388.12,377.44,383.05,386.11,387.12,376.10,362.01,355.67,355.83,366.71,374.07,374.54,370.82,362.87,347.75,380.75,394.67,395.37,381.73,376.48,379.97,369.91,370.37,360.45,370.06,340.92,356.05,349.65,360.78,356.88,359.14,368.70,371.54,355.65,368.27,366.56,362.68,358.74,356.75,357.86,353.29,350.99,357.70,359.29,354.57,376.53,400.02,390.96,366.60,359.12,358.57,368.60,386.77,402.37,361.93
2019-03-25 22:17:33+00:00,L8,434.88,438.88,435.76,430.48,413.26,399.42,392.74,377.45,341.78,369.49,378.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10 22:17:29+00:00,L8,404.78,417.94,,,357.07,364.46,391.90,403.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26 22:17:23+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-28 22:17:17+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.79,379.76,,,,,,,,,,,,,,,368.09,375.89,362.44,381.01,395.11,391.13,371.31,375.20,385.62,390.43,390.74,400.73,377.34
2019-06-29 22:17:53+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-04 22:17:58+00:00,L8,409.19,420.36,427.08,424.94,424.53,413.65,409.57,406.03,380.99,383.57,384.58,399.04,414.67,424.15,415.81,412.19,413.49,422.51,425.33,427.42,424.77,409.01,390.23,373.73,365.53,366.15,381.32,399.30,406.42,417.34,400.94,412.19,420.44,406.92,388.12,385.03,393.26,398.84,401.57,414.87,420.93,418.16,404.31,417.38,423.41,415.46,405.07,406.57,405.43,396.05,379.92,357.89,353.26,357.01,359.88,366.01,386.17,386.53,364.25,353.63,367.08,375.78,,456.02,419.66,405.50,380.99,381.10,399.32,407.41,406.43,
2019-11-20 22:17:54+00:00,L8,416.63,412.57,425.84,397.23,412.11,406.17,395.94,391.63,384.06,379.50,378.65,393.34,405.00,406.67,386.14,390.51,396.30,403.91,415.39,419.90,422.32,418.52,402.52,373.63,351.20,351.14,372.32,392.76,396.66,396.91,389.93,409.42,407.31,388.97,385.24,,,,,,,,,,,,,,,,,,,,,356.83,376.41,366.99,345.11,347.70,362.43,361.92,,448.85,432.55,398.62,375.60,374.17,391.37,396.69,397.75,375.86
2019-12-22 22:17:51+00:00,L8,409.91,414.51,417.43,399.05,400.25,395.97,390.68,388.35,368.36,369.88,381.04,380.25,383.70,374.64,369.50,379.52,401.17,413.04,412.75,408.91,398.77,389.81,374.38,361.89,349.92,349.49,355.07,374.06,382.35,382.53,381.64,396.72,389.27,375.40,370.93,378.17,372.56,377.68,383.35,400.09,407.64,409.88,,399.91,389.26,382.31,377.67,377.74,376.88,370.07,367.23,365.44,358.58,346.91,339.11,345.99,358.42,348.04,335.64,353.22,365.27,360.73,377.81,422.65,393.22,373.33,366.68,375.75,387.95,385.76,384.29,364.37
2020-01-23 22:17:43+00:00,L8,398.74,399.45,399.66,390.47,384.92,380.52,375.04,373.26,350.77,363.20,357.50,359.68,357.67,355.43,366.31,374.27,382.49,390.16,391.45,391.10,390.03,382.92,369.36,362.21,346.89,346.31,348.76,353.00,358.85,360.32,355.45,377.03,382.58,378.76,363.35,366.19,374.61,390.69,390.82,390.40,379.55,380.08,355.56,367.64,368.75,375.76,365.96,368.71,371.17,364.21,363.56,364.54,362.00,351.46,344.14,337.03,350.54,355.23,351.47,355.82,360.28,359.59,377.53,396.90,389.95,376.64,366.80,366.40,375.41,382.80,385.25,
2020-02-08 22:17:38+00:00,L8,375.17,367.73,367.11,343.23,350.75,353.29,342.31,332.74,304.75,325.34,334.39,335.37,325.89,321.79,326.86,345.54,360.35,367.33,374.41,375.05,372.63,369.59,358.10,347.52,334.02,320.76,323.25,328.09,336.73,334.14,313.63,347.38,358.31,361.19,350.81,355.01,342.79,355.98,346.82,349.44,333.67,345.49,319.73,331.97,328.87,350.25,350.06,354.77,356.71,347.85,344.07,343.52,341.71,341.23,333.23,325.71,333.61,337.77,325.66,339.93,341.79,339.02,355.74,378.72,373.76,363.39,355.46,353.27,353.91,366.04,374.14,319.51
2020-02-24 22:17:35+00:00,L8,386.70,378.14,384.59,373.26,371.79,372.79,362.43,350.84,331.02,341.75,344.47,345.95,336.02,331.63,343.87,351.92,358.60,363.65,376.24,384.09,385.63,380.79,367.43,355.73,342.44,322.58,322.45,331.62,342.65,340.73,332.02,348.81,366.55,367.64,348.44,356.31,354.16,376.12,367.85,359.74,351.39,366.88,333.74,346.05,339.37,361.94,355.73,363.48,356.74,350.82,351.06,348.41,341.47,342.07,332.51,320.82,326.17,334.94,337.35,343.56,343.11,346.03,356.14,384.81,376.06,371.46,357.95,355.74,354.01,363.56,376.28,338.72
2020-03-11 22:17:52+00:00,L8,373.35,376.93,380.31,370.93,369.93,369.44,353.47,365.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12 22:17:12+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.84,399.41,401.96,379.82,386.16,360.58,376.47,363.01,384.98,386.19,387.27,383.68,372.45,357.08,349.99,361.76,365.08,359.15,353.72,361.67,358.89,347.88,341.79,358.52,358.87,382.42,409.99,387.37,377.95,372.84,363.09,379.43,382.37,361.02,
2020-04-28 22:17:04+00:00,L8,416.55,416.43,424.80,419.09,422.95,419.06,398.86,402.03,369.21,371.07,371.84,368.42,,,,,,,,,,,,,,,,,,380.61,376.46,371.06,372.64,382.22,388.78,399.58,400.33,416.03,396.02,406.20,384.35,399.64,370.45,391.09,365.94,390.91,382.11,382.83,382.78,373.93,364.93,358.32,360.53,366.69,364.01,359.63,371.53,364.42,348.46,352.86,363.83,358.82,,430.34,390.67,373.04,376.10,382.19,385.46,383.15,386.89,365.19
2020-05-14 22:17:00+00:00,L8,418.76,421.85,428.22,428.64,429.42,425.81,414.33,409.33,412.48,,,395.27,,412.05,403.51,405.66,414.37,412.69,414.27,407.60,396.08,394.70,408.36,409.05,412.78,413.95,412.14,405.05,395.81,387.79,365.74,374.52,390.98,404.23,421.49,431.30,436.85,421.97,416.84,415.66,411.15,408.40,,402.69,397.61,390.85,387.96,393.37,391.38,389.66,383.41,380.82,389.78,382.34,376.64,386.37,382.81,367.38,355.37,354.26,366.45,375.09,,441.04,398.80,384.67,379.20,388.25,396.93,397.67,395.64,375.56
2020-07-17 22:17:28+00:00,L8,400.72,393.17,404.31,390.04,419.73,415.37,400.20,,,388.52,419.93,394.04,,,,,388.62,391.22,386.46,383.33,,,,,,,,,,226.30,,312.91,,,,,,,,,,374.23,300.61,300.28,,376.16,366.61,380.94,375.66,370.53,355.31,330.95,354.13,369.23,,429.15,411.97,367.42,350.87,354.26,356.89,347.96,356.53,355.76,,344.95,363.47,,,,359.69,291.48
2020-08-02 22:17:33+00:00,L8,,,,,,,,,,349.60,366.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.09,375.42,343.39,353.21,359.37,370.94,362.45,366.87,365.18,359.66,351.09,347.11,350.76,359.30,383.14,387.61,,,,,,,,,,,,,,,,
2020-09-03 22:17:46+00:00,L8,380.80,378.55,387.07,384.06,403.34,383.80,360.80,356.44,,299.08,349.25,355.86,353.80,337.83,347.60,354.60,365.51,369.33,362.49,356.57,353.10,363.97,373.86,372.72,358.63,345.28,340.79,347.62,349.71,340.17,297.41,343.17,366.56,372.69,374.47,373.31,358.90,377.08,355.21,344.75,341.33,360.37,326.29,337.31,328.34,346.10,350.27,354.04,349.21,346.87,351.44,347.32,356.77,358.89,360.38,358.86,353.06,348.92,334.75,344.03,345.54,340.66,352.05,384.84,375.32,359.10,350.15,350.15,355.42,366.47,377.35,343.80
2020-09-19 22:18:15+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-24 22:18:18+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30 22:17:22+00:00,L8,410.06,411.07,421.19,413.69,417.61,417.35,404.43,393.02,387.59,380.29,372.83,380.60,375.56,366.17,364.43,375.28,380.76,380.43,382.23,375.96,386.37,389.80,349.53,347.76,342.83,346.57,358.11,363.58,,,,,370.04,372.94,368.51,370.98,360.09,381.05,356.51,352.44,343.90,365.65,349.73,354.07,349.49,365.64,362.44,368.21,375.63,370.54,364.04,366.96,369.87,365.80,358.49,355.57,351.92,346.81,339.73,355.96,344.81,349.44,376.15,388.70,387.37,387.98,361.64,365.95,362.21,363.44,394.78,
2021-04-15 22:17:16+00:00,L8,397.15,405.36,414.58,396.30,413.38,403.70,382.74,380.58,382.46,324.01,356.30,379.43,375.53,364.36,362.96,372.64,379.99,383.99,388.36,395.06,397.02,397.26,392.99,384.82,375.88,365.14,358.99,358.20,353.92,339.27,360.20,364.70,377.73,383.78,384.39,375.98,352.28,377.45,359.32,358.85,342.91,356.24,327.71,333.06,350.79,368.67,364.65,377.18,380.85,,,,,,,,,,,344.32,343.55,347.05,363.71,391.27,388.98,,,,,,,
2021-05-01 22:17:07+00:00,L8,405.29,411.38,416.59,403.65,417.60,412.00,408.29,401.61,386.19,380.64,373.75,380.59,383.95,386.20,383.22,392.06,392.46,392.60,395.25,398.77,410.46,414.15,409.50,400.49,395.59,393.83,387.04,378.52,363.82,350.02,363.53,374.14,390.98,398.15,394.03,383.36,367.83,377.47,372.71,380.06,373.32,375.18,345.69,358.09,354.24,370.85,370.43,383.98,385.53,381.39,378.52,378.72,377.43,371.23,373.46,373.87,366.03,359.74,350.21,348.59,351.83,349.33,370.15,,398.16,388.96,367.56,353.82,357.81,375.14,395.78,
2021-07-04 22:17:53+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-21 22:18:10+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-24 22:18:01+00:00,L8,420.73,407.46,405.26,401.52,408.83,407.12,397.12,400.50,394.17,388.34,372.79,373.41,391.19,388.18,391.48,394.38,398.26,394.34,389.43,387.20,392.19,403.14,413.97,409.96,389.72,368.47,362.11,368.13,357.30,369.41,372.29,379.74,396.07,408.27,402.87,389.15,372.06,377.31,387.34,390.95,378.00,380.20,370.07,370.22,357.83,378.21,387.12,380.61,380.10,385.39,387.95,387.03,375.48,361.70,350.27,350.63,360.61,364.38,358.34,366.89,370.07,371.37,379.48,421.57,398.35,388.55,390.55,395.68,398.84,390.89,386.22,363.35
2021-11-09 22:18:22+00:00,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 22:17:52+00:00,L9,396.54,393.49,388.50,391.43,395.21,384.45,380.63,378.85,376.64,366.09,356.61,361.45,380.48,376.20,368.30,374.02,379.28,383.78,376.16,374.91,387.26,392.72,394.65,388.68,383.40,361.00,350.63,352.96,342.97,322.34,359.47,357.47,376.06,385.41,385.43,376.05,361.98,367.84,377.49,371.99,349.66,352.90,346.44,352.62,351.12,370.63,366.52,373.23,371.83,368.78,365.44,368.84,363.91,352.67,349.77,350.73,358.83,359.48,348.32,347.78,356.13,357.77,375.58,396.97,390.37,366.59,361.88,371.56,386.96,389.27,388.39,353.20
2022-01-12 22:17:49+00:00,L8,429.84,420.38,422.16,426.73,430.62,426.13,420.44,413.85,410.19,402.56,396.69,408.26,421.46,422.81,433.01,423.73,411.24,405.86,399.40,397.75,416.42,428.66,429.43,428.87,423.82,410.70,398.69,384.68,384.68,377.58,394.95,405.57,420.51,424.95,421.18,415.13,408.22,415.22,414.84,400.85,395.11,395.72,392.41,396.71,409.60,413.04,410.92,402.08,400.73,395.09,387.97,390.60,395.77,379.13,370.78,376.41,390.35,392.03,370.01,370.30,376.30,383.85,391.86,444.93,418.18,381.73,385.58,404.34,422.13,426.13,424.39,396.32
