dates,satname,nzd0523-0000,nzd0523-0001,nzd0523-0002,nzd0523-0003,nzd0523-0004,nzd0523-0005,nzd0523-0006,nzd0523-0007,nzd0523-0008,nzd0523-0009,nzd0523-0010,nzd0523-0011,nzd0523-0012,nzd0523-0013,nzd0523-0014,nzd0523-0015,nzd0523-0016,nzd0523-0017,nzd0523-0018,nzd0523-0019,nzd0523-0020,nzd0523-0021,nzd0523-0022,nzd0523-0023,nzd0523-0024,nzd0523-0025,nzd0523-0026,nzd0523-0027,nzd0523-0028,nzd0523-0029,nzd0523-0030,nzd0523-0031,nzd0523-0032,nzd0523-0033,nzd0523-0034,nzd0523-0035,nzd0523-0036,nzd0523-0037,nzd0523-0038,nzd0523-0039,nzd0523-0040,nzd0523-0041,nzd0523-0042,nzd0523-0043,nzd0523-0044,nzd0523-0045,nzd0523-0046,nzd0523-0047,nzd0523-0048,nzd0523-0049,nzd0523-0050,nzd0523-0051,nzd0523-0052,nzd0523-0053
2000-09-02 22:23:58+00:00,L7,351.94,342.87,334.29,352.42,364.13,361.87,359.18,353.45,352.24,345.76,352.37,364.60,350.09,340.05,342.96,340.45,350.25,353.74,355.20,360.59,369.02,378.00,369.69,358.71,364.53,371.30,374.76,374.70,385.96,387.26,376.32,377.48,371.63,381.25,380.21,377.36,364.72,388.66,403.77,400.09,399.52,406.26,,,,,362.01,359.98,430.93,,,,,
2000-09-18 22:23:38+00:00,L7,334.37,332.51,329.55,342.09,343.97,340.76,339.99,338.97,343.75,353.21,344.35,346.06,344.71,332.40,324.19,318.27,313.85,327.73,332.87,336.56,335.49,341.52,339.59,342.58,334.31,334.25,325.16,326.37,320.06,308.88,298.87,312.41,328.21,330.08,320.98,324.03,326.13,343.09,352.93,349.27,328.26,,317.10,311.67,310.54,297.85,323.82,317.80,326.28,329.83,337.87,333.83,319.05,281.35
2000-09-27 22:17:24+00:00,L7,336.07,332.84,333.67,332.53,342.63,336.98,337.95,337.58,348.32,345.54,343.42,344.71,340.93,336.93,325.21,320.68,320.45,321.93,325.88,332.94,330.66,339.66,337.56,343.93,344.22,328.35,331.35,330.56,325.96,320.95,324.40,340.93,336.92,336.99,331.11,331.68,334.87,338.64,342.30,346.53,341.60,337.87,339.12,331.52,323.29,320.66,326.87,321.40,328.59,331.00,332.40,330.95,319.34,310.24
2000-10-20 22:23:22+00:00,L7,350.22,352.35,344.26,351.08,348.22,351.30,344.20,351.76,358.18,358.51,351.86,351.21,346.90,353.36,331.34,335.50,332.37,341.34,334.25,339.88,343.70,349.31,347.25,347.87,341.41,340.22,337.39,334.88,328.52,333.00,333.63,341.19,349.79,342.43,329.65,332.48,335.78,338.78,355.40,349.88,342.83,342.63,343.50,337.13,323.91,324.33,333.83,325.67,331.29,333.30,340.29,340.37,327.15,329.66
2001-04-07 22:17:01+00:00,L7,338.66,341.05,333.65,335.24,339.79,340.71,347.45,340.72,350.95,344.88,343.51,344.42,341.91,340.92,336.16,328.97,326.60,323.79,320.70,331.90,329.80,335.19,339.30,342.71,334.67,331.03,332.55,331.70,330.66,323.37,322.76,329.19,334.01,347.47,346.60,336.73,331.12,327.94,337.30,339.43,337.93,333.54,330.58,329.62,321.64,315.60,317.34,313.29,275.54,323.25,320.71,320.85,314.64,294.14
2001-09-05 22:21:44+00:00,L7,352.64,335.12,345.60,354.41,360.71,360.91,367.76,357.45,348.70,346.53,353.09,354.36,353.58,344.50,341.08,331.20,336.48,332.17,342.10,337.83,343.56,347.44,350.54,352.81,358.99,348.62,338.48,347.57,343.30,343.75,337.01,347.56,343.57,347.98,353.68,356.75,356.06,361.05,370.87,365.43,352.82,345.15,338.94,343.55,335.47,327.86,328.78,331.36,331.43,355.40,355.30,319.45,334.51,294.18
2001-09-30 22:15:18+00:00,L7,,,,,,,,,,,,,,,,,,269.61,300.23,193.04,,,,,,,,,,,,,,332.07,342.33,344.63,335.91,335.43,338.12,342.42,345.68,341.73,339.13,331.92,328.26,326.93,328.75,321.62,,,,,,
2001-10-07 22:21:24+00:00,L7,346.70,331.09,330.33,322.57,335.38,341.99,359.89,359.42,354.39,347.95,347.22,347.26,344.39,344.86,334.16,336.49,323.45,324.19,326.14,332.89,329.91,342.15,347.32,353.63,343.90,341.65,333.72,336.92,334.79,336.99,328.60,329.08,328.69,335.20,349.48,355.47,350.45,353.97,341.61,352.55,326.70,335.86,333.00,335.73,321.36,322.25,329.50,322.49,331.83,336.61,346.63,339.48,327.82,241.48
2001-10-23 22:21:25+00:00,L7,362.80,356.15,350.44,353.22,358.49,367.60,369.05,368.39,363.71,358.22,356.36,355.00,352.80,348.10,347.35,357.56,351.30,344.23,,,,,,,,,,,,,,,,352.85,361.76,362.63,363.58,371.05,368.35,365.94,359.41,358.27,358.69,355.16,345.80,343.84,341.88,341.47,348.06,363.63,358.34,347.53,346.92,339.07
2001-11-01 22:15:17+00:00,L7,,,,,,,,,,,,,,,,,,325.05,327.10,329.55,332.56,336.01,341.65,345.83,339.49,337.44,338.49,336.59,329.59,332.01,328.71,322.89,328.54,331.10,349.56,341.91,348.05,343.97,344.34,346.30,343.34,345.82,338.83,337.72,327.12,326.07,326.90,331.53,334.31,334.18,340.59,338.65,324.54,322.74
2001-12-19 22:15:37+00:00,L7,372.56,363.94,358.33,360.10,379.67,372.65,385.02,386.40,394.08,389.98,362.06,353.25,356.04,358.32,372.34,368.79,352.34,331.53,335.29,344.78,371.60,359.52,350.33,353.90,353.43,363.49,343.22,349.02,345.94,347.61,343.60,336.98,356.31,367.25,369.56,372.03,359.27,368.27,378.02,379.62,385.91,374.19,364.54,368.67,356.37,352.22,355.15,352.24,348.83,356.37,368.90,357.79,352.74,367.53
2002-01-27 22:21:58+00:00,L7,355.90,355.38,349.33,352.97,349.17,354.49,364.95,366.05,366.91,360.32,350.88,347.16,345.85,341.86,351.39,345.74,335.65,333.75,331.78,337.40,347.72,345.01,342.05,348.23,340.36,348.51,343.63,347.68,335.84,336.51,335.37,335.88,336.23,345.23,357.52,359.19,354.88,359.61,352.98,358.22,355.95,351.97,345.62,348.26,335.01,334.08,339.80,337.58,348.62,333.49,341.73,340.19,338.12,329.22
2002-02-28 22:22:07+00:00,L7,360.31,352.27,348.39,350.86,358.98,364.43,367.61,,,,,,,,,,,,,,,,,,,,,,,,,336.69,337.34,344.81,351.50,355.01,347.14,345.11,348.37,348.84,352.88,351.81,343.09,343.29,341.60,333.06,335.60,335.08,339.66,342.03,347.75,344.48,334.16,320.03
2002-07-06 22:21:34+00:00,L7,558.69,605.63,534.32,516.02,618.50,644.53,635.54,614.18,359.82,355.40,348.27,351.45,354.41,349.37,370.68,351.12,369.55,360.40,344.58,358.94,338.27,383.95,427.91,415.45,322.55,327.60,358.77,326.59,339.01,330.79,313.39,344.81,356.37,349.10,289.93,325.54,313.81,340.07,351.84,351.41,250.85,335.43,335.39,337.17,333.70,317.92,329.57,345.01,324.24,324.76,336.87,341.49,337.58,311.60
2002-07-31 22:15:11+00:00,L7,327.14,336.21,337.89,343.25,347.66,349.14,345.48,353.01,355.12,359.27,352.30,345.24,348.68,344.25,334.31,332.18,340.26,335.65,337.02,337.72,347.60,350.99,360.47,353.31,215.73,,,,,,,,,,,,,,,371.42,380.94,371.89,342.32,349.20,193.32,,,,,,502.31,,,
2002-10-03 22:14:41+00:00,L7,342.61,339.68,335.22,336.58,335.38,352.33,349.16,354.31,346.01,345.98,350.61,349.17,346.23,351.88,347.58,331.52,324.60,323.23,331.12,335.37,343.73,346.12,351.07,347.69,341.67,334.27,330.89,331.28,330.62,332.22,332.19,329.55,333.60,338.34,342.56,333.52,327.12,333.10,344.65,346.45,347.98,347.30,337.78,334.82,330.14,329.55,328.60,333.51,335.30,347.89,337.96,339.44,330.44,317.92
2002-12-13 22:21:23+00:00,L7,343.03,338.54,334.31,334.08,335.14,348.84,348.41,353.34,353.50,343.66,346.33,347.30,348.46,344.88,329.07,333.14,323.89,324.33,330.07,337.46,345.95,349.03,348.32,341.77,335.95,333.84,334.29,334.51,331.20,335.10,330.27,333.86,333.64,338.68,346.40,342.14,339.08,334.21,337.58,346.64,349.69,347.12,336.83,333.16,322.06,318.15,321.51,322.28,328.02,333.29,336.88,336.93,329.29,327.83
2003-01-14 22:21:34+00:00,L7,340.10,344.41,332.21,331.87,337.23,355.04,349.62,354.14,343.45,344.32,342.00,344.93,340.06,338.28,333.34,333.21,321.46,326.31,331.59,335.97,337.56,342.68,349.20,341.98,332.31,337.07,341.78,355.03,340.42,335.99,326.74,326.18,333.44,339.05,356.39,356.08,350.66,350.21,341.84,341.18,344.90,353.10,347.80,337.58,325.83,321.80,330.57,326.14,332.27,320.41,332.00,334.02,335.90,325.05
2003-03-12 22:15:42+00:00,L7,355.74,353.61,355.39,351.03,352.13,361.20,359.06,368.95,370.60,376.35,361.30,357.38,352.32,352.42,350.53,351.87,350.77,348.93,346.86,343.19,358.93,375.58,370.07,353.43,355.04,351.01,357.62,356.38,350.43,350.92,339.59,341.94,341.89,356.60,363.50,366.01,359.12,357.25,358.98,362.03,355.92,359.44,360.77,349.29,339.76,333.15,339.02,337.54,342.48,353.03,354.60,351.16,342.15,327.83
2003-03-19 22:21:50+00:00,L7,,,,,,,,,,,,,,,124.01,351.25,342.97,336.93,338.23,339.22,353.50,371.62,367.52,353.89,345.70,352.34,347.71,355.90,345.67,350.93,337.92,342.49,342.80,349.41,360.69,362.37,355.01,346.69,349.89,366.23,360.27,360.62,369.16,351.04,339.96,328.60,323.84,323.43,341.78,345.08,351.22,346.09,337.88,325.59
2003-04-13 22:15:43+00:00,L7,344.53,340.23,334.25,341.46,347.61,347.00,356.94,351.94,352.89,354.47,348.77,351.80,347.42,341.13,334.80,330.98,328.92,333.79,337.01,341.78,348.88,351.52,351.64,340.84,342.03,330.24,337.63,332.46,339.92,330.84,331.60,332.54,332.51,333.19,335.52,335.90,334.72,329.73,334.47,335.83,341.10,340.77,332.84,330.16,324.47,322.17,336.67,262.06,275.55,257.54,324.20,306.13,320.29,302.37
2003-05-15 22:15:40+00:00,L7,529.31,605.77,327.24,334.92,338.89,346.06,346.86,361.03,341.24,341.75,345.08,336.45,337.63,338.02,329.20,321.51,319.10,327.60,326.26,329.14,339.47,339.30,339.54,338.61,336.78,332.50,326.90,325.77,326.68,323.82,312.93,312.87,324.60,327.26,322.03,322.76,323.53,318.60,321.79,319.64,329.22,212.49,219.23,635.56,580.71,569.42,625.15,624.12,621.95,591.98,248.23,,,
2003-08-03 22:15:22+00:00,L7,333.71,102.70,154.20,173.40,192.75,182.84,175.00,160.07,177.95,149.94,173.28,195.09,199.55,199.21,179.56,187.34,218.31,237.93,225.82,198.87,207.30,211.50,210.62,240.42,250.74,219.21,244.47,248.70,249.70,244.81,233.83,267.40,259.59,277.69,286.83,277.22,279.35,254.17,196.62,,,,,,,,,,,,,,288.95,420.97
2003-08-10 22:21:32+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-11 22:03:51+00:00,L5,343.66,340.88,343.91,347.40,347.99,352.46,346.53,355.02,352.24,345.89,352.87,351.79,352.45,348.23,342.31,328.45,325.38,333.32,338.30,344.06,344.11,348.17,346.17,349.73,348.35,342.70,349.31,326.73,327.42,332.53,336.08,334.02,330.46,341.31,347.21,348.56,345.80,321.31,344.42,350.75,330.78,328.75,244.20,223.37,188.49,262.43,269.72,254.84,254.84,244.65,256.70,212.32,308.87,286.93
2003-10-14 22:04:51+00:00,L5,347.36,343.60,346.34,351.08,351.14,355.75,362.07,355.69,353.14,350.32,354.02,353.80,358.19,353.05,352.79,344.46,335.03,329.84,337.05,342.74,341.40,348.91,356.13,353.29,349.40,348.31,356.01,359.33,359.77,351.89,362.00,357.47,353.81,344.17,347.97,355.42,354.89,364.58,369.56,375.64,376.94,365.66,356.51,354.27,350.43,344.15,341.40,345.08,352.23,354.20,356.42,364.31,350.39,351.62
2003-12-16 22:21:56+00:00,L7,,,,,,,,,,,,,,,,,344.75,342.05,346.16,345.23,352.22,349.17,358.12,356.81,367.89,364.63,364.12,,,376.82,355.84,347.52,353.92,351.41,357.06,,,,,,,,,,,,,,,,,,,
2004-01-01 22:22:03+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.16
2004-02-10 22:12:02+00:00,L5,,,,,,338.16,347.29,346.24,356.05,350.07,332.15,317.07,314.68,334.89,335.77,313.89,329.17,325.76,320.38,321.38,335.80,342.26,352.03,346.42,343.06,336.36,341.96,351.31,346.79,342.73,329.52,321.35,322.61,300.59,185.75,338.82,349.70,359.48,362.05,363.30,357.22,350.10,354.21,353.35,348.62,322.57,,180.12,346.68,351.10,362.17,351.72,352.75,355.91
2004-03-13 22:12:14+00:00,L5,340.86,322.51,318.21,323.99,331.31,332.49,378.47,387.40,369.75,407.31,348.76,314.88,331.08,330.66,334.11,338.36,334.92,319.95,326.78,342.39,362.42,368.56,366.50,365.62,358.54,352.72,372.73,380.21,357.42,351.42,347.97,349.56,343.60,345.50,363.19,368.74,370.48,376.27,378.82,373.58,368.58,362.51,358.17,353.93,348.90,335.40,335.06,333.22,332.89,326.05,353.46,361.33,344.69,336.49
2004-04-06 22:22:23+00:00,L7,,,,,,,137.16,106.02,131.57,126.71,142.23,131.33,150.83,156.97,140.71,143.65,170.20,161.89,153.44,145.48,,178.00,153.67,181.83,193.65,,199.89,195.41,189.06,189.87,198.30,197.48,184.87,217.21,220.18,,,,,,,,,,,,,,,,,,,
2004-04-23 22:06:53+00:00,L5,361.06,347.35,344.00,353.40,365.48,375.65,373.90,369.88,363.25,357.68,349.85,358.01,358.37,359.57,353.23,345.68,340.86,335.00,340.51,346.79,362.96,373.20,375.99,367.13,335.44,347.65,350.61,354.71,349.68,339.16,328.34,348.79,355.99,346.71,346.75,352.85,369.01,369.38,366.45,360.03,359.28,361.65,344.65,341.59,259.43,321.29,338.88,313.61,268.46,249.96,347.31,342.72,332.68,301.68
2004-05-09 22:07:21+00:00,L5,368.04,359.39,337.28,353.31,368.20,365.51,370.48,370.74,374.59,372.25,352.73,363.76,364.39,360.33,356.17,352.39,339.13,345.38,347.78,354.39,370.98,389.66,398.01,386.83,364.15,353.84,347.51,355.24,356.18,354.02,345.59,365.13,356.85,373.51,369.66,368.18,379.60,410.62,418.97,399.91,382.99,385.02,386.56,409.14,389.97,257.46,267.92,263.13,276.65,272.77,240.06,171.35,307.90,285.09
2004-05-24 22:22:19+00:00,L7,141.51,104.67,189.25,216.46,205.03,183.60,178.58,170.86,194.83,189.32,211.21,202.89,233.69,210.80,214.41,175.26,,,,,,,,,,,,,,,340.89,379.96,372.29,368.49,206.53,355.10,354.02,312.12,307.67,211.62,208.26,215.74,204.09,206.04,161.84,,,,,,,,,
2004-06-09 22:22:13+00:00,L7,357.73,332.59,331.49,349.20,348.60,350.68,353.44,351.60,379.77,377.11,365.77,356.69,347.89,,,,,,,,,,,,,,,,,,,,,,,,,378.28,,,,,,198.99,202.78,,248.31,249.60,260.77,231.96,255.29,149.58,285.60,280.11
2004-07-12 22:09:13+00:00,L5,309.83,314.59,306.13,320.62,325.52,332.51,333.56,330.65,324.40,315.91,321.25,327.45,329.77,322.60,316.63,313.30,308.57,303.44,304.44,69.88,299.71,324.05,318.00,314.01,309.69,330.01,316.80,319.53,307.41,309.86,153.29,267.28,311.89,317.36,338.33,287.95,226.85,216.97,281.34,272.88,215.07,209.68,203.49,209.09,,,,,,,,,,
2004-08-20 22:16:18+00:00,L5,354.19,338.46,333.54,331.75,346.71,349.87,348.56,347.88,341.62,347.54,348.53,363.37,364.61,355.74,341.37,340.92,338.28,331.49,329.03,329.63,332.64,336.69,354.23,344.36,344.35,345.53,340.18,336.20,332.08,325.75,337.62,353.88,355.55,358.85,357.30,338.95,336.38,339.84,362.40,370.17,361.67,354.95,360.46,346.78,351.18,342.08,339.81,335.16,312.98,354.85,362.25,364.41,360.93,287.97
2004-08-28 22:21:54+00:00,L7,343.32,343.62,335.18,335.82,350.12,357.11,349.71,351.15,344.51,351.45,346.88,349.51,346.20,342.11,329.78,333.11,329.84,325.67,,,,,,,,,,,,,,,,,342.74,,327.92,327.96,343.13,342.47,334.91,337.01,330.61,329.21,322.65,317.16,330.42,306.13,276.07,323.63,342.34,336.33,329.08,293.95
2004-08-29 22:10:22+00:00,L5,337.23,331.16,321.22,189.15,,105.44,297.23,342.68,344.99,348.56,346.47,350.86,349.65,342.22,332.83,331.80,328.79,328.26,325.15,322.90,325.80,334.23,341.50,341.24,338.36,339.61,336.58,329.79,324.18,327.92,330.31,335.69,333.39,331.55,334.89,333.54,326.81,318.80,340.18,332.20,320.23,336.60,325.05,322.24,313.90,312.11,324.42,275.01,268.11,268.35,338.34,303.95,319.84,302.03
2004-09-06 22:15:40+00:00,L7,355.47,339.02,,,151.18,,,,,,102.99,136.09,147.25,149.86,139.12,68.04,,132.70,153.37,,,,,,,,,190.28,150.20,,,203.17,191.67,217.51,,,,,,,356.13,351.77,356.55,342.86,339.79,333.26,343.63,338.56,353.73,363.37,363.62,372.52,343.81,324.13
2004-10-07 22:17:29+00:00,L5,343.27,335.42,331.91,342.66,347.37,357.11,349.92,356.38,344.91,346.67,340.73,343.33,346.97,353.41,341.63,339.95,337.63,338.77,337.81,333.97,333.84,334.72,340.39,342.90,342.46,349.45,343.99,341.45,337.80,341.95,340.51,344.50,340.39,339.04,349.14,342.82,342.28,336.07,344.12,357.25,356.58,353.53,347.24,340.77,334.86,336.94,338.17,338.09,339.73,349.46,350.83,351.34,340.46,329.98
2004-10-24 22:15:44+00:00,L7,339.52,335.40,332.95,336.72,341.25,351.21,352.66,345.64,346.28,341.62,329.94,338.70,344.47,345.93,332.61,329.21,333.46,331.02,332.36,331.39,330.82,332.14,327.70,333.24,338.02,339.59,337.63,331.55,330.77,326.65,334.46,336.36,330.59,335.22,344.31,344.82,333.62,333.66,338.82,348.42,348.23,345.39,341.31,336.33,326.08,324.54,334.81,330.55,339.35,340.63,345.41,340.25,335.12,330.78
2004-11-01 22:11:49+00:00,L5,,,,,,,,,,,,,,,,,336.18,331.33,339.70,337.01,340.95,341.99,345.23,341.50,338.85,351.15,355.76,366.69,362.68,360.69,345.48,338.67,335.00,337.19,352.67,351.14,344.19,342.63,351.95,371.23,376.08,365.42,362.43,361.67,349.26,340.19,334.46,336.29,344.21,355.73,354.01,349.69,345.86,362.11
2004-11-08 22:18:08+00:00,L5,347.09,347.64,337.62,348.85,353.23,363.99,358.62,357.21,355.11,349.69,342.27,343.68,349.58,348.61,337.48,338.31,335.56,338.30,338.05,337.56,336.74,344.90,339.17,335.70,337.56,350.66,352.37,351.01,347.31,345.74,342.07,341.67,334.74,341.38,352.65,351.79,346.82,337.63,351.03,360.18,357.84,359.11,351.85,345.68,336.89,343.64,340.75,337.72,345.98,335.68,341.15,340.72,337.21,338.88
2005-01-28 22:16:23+00:00,L7,,,,,,,,,,,,,,,,,,335.81,345.27,350.18,353.70,358.27,361.27,343.38,344.49,343.43,347.59,355.33,354.54,342.47,340.12,342.47,340.46,338.56,346.96,355.31,352.87,373.27,384.30,379.91,374.57,365.75,,,,,,,,,,,,365.02
2005-02-20 22:22:47+00:00,L7,318.81,319.18,309.89,316.17,320.64,328.13,322.36,316.90,327.00,322.04,320.42,316.19,319.48,323.57,313.14,312.38,306.22,315.94,318.53,315.32,303.65,323.50,313.98,318.84,309.55,314.21,319.62,310.32,304.68,308.34,306.44,307.49,307.32,304.21,311.90,312.20,285.09,314.68,315.66,325.81,319.66,316.38,311.66,317.50,309.54,301.35,301.93,298.28,306.45,303.50,277.25,,232.51,195.59
2005-03-16 22:20:06+00:00,L5,371.18,358.27,351.53,360.34,370.51,362.57,360.91,369.68,376.42,362.94,354.63,353.60,357.10,355.75,349.59,341.67,347.35,348.97,356.16,356.12,364.41,370.89,376.42,357.57,359.82,352.57,353.30,355.26,345.55,334.52,339.12,345.48,348.11,345.76,355.00,361.20,368.92,372.20,372.14,366.83,377.53,365.63,362.97,363.66,355.78,,,,,,,,,
2005-04-09 22:22:45+00:00,L7,345.62,,,,,,,,,,,,,,,,117.76,108.19,114.81,119.49,127.23,120.73,,,,,,137.68,140.06,130.70,,,,,,,,,,,,,,,,,,,,328.80,351.31,353.38,322.84,300.47
2005-04-17 22:20:16+00:00,L5,355.42,352.82,348.37,349.77,347.65,353.14,351.67,355.91,352.19,347.97,346.12,345.80,351.40,355.40,348.69,337.64,335.28,343.60,344.20,346.02,344.57,349.59,355.00,344.92,344.68,342.15,339.80,335.91,331.86,329.01,329.55,333.35,339.15,344.92,348.70,346.01,336.67,334.13,345.91,349.55,349.12,343.23,337.86,327.48,314.73,313.91,327.68,315.36,280.56,324.62,337.15,346.51,335.15,312.96
2005-06-13 22:14:31+00:00,L5,108.93,109.65,380.12,361.24,352.37,377.94,370.00,361.87,356.28,351.14,377.13,399.62,423.74,438.25,417.55,391.75,350.22,149.69,84.46,359.00,393.52,397.42,379.13,116.89,329.39,354.42,340.09,244.22,113.83,112.02,145.93,121.59,173.88,153.48,194.23,167.83,213.52,200.75,217.50,233.60,217.17,225.73,224.73,235.30,245.09,202.69,261.28,269.37,262.44,263.08,273.01,154.16,293.98,300.04
2005-07-15 22:14:43+00:00,L5,351.03,338.05,348.66,348.21,356.03,352.26,363.78,360.79,358.03,347.88,346.85,352.15,352.47,357.34,347.83,353.07,341.05,332.44,345.41,335.34,350.23,359.90,354.13,348.16,347.17,351.05,329.20,119.44,107.39,109.34,140.77,112.93,153.12,154.68,205.47,168.01,200.51,200.13,207.29,224.28,217.81,219.66,224.11,218.38,177.60,199.16,272.45,254.27,265.76,221.99,241.14,107.73,302.36,297.67
