dates,nzd0523-0000,nzd0523-0001,nzd0523-0002,nzd0523-0003,nzd0523-0004,nzd0523-0005,nzd0523-0006,nzd0523-0007,nzd0523-0008,nzd0523-0009,nzd0523-0010,nzd0523-0011,nzd0523-0012,nzd0523-0013,nzd0523-0014,nzd0523-0015,nzd0523-0016,nzd0523-0017,nzd0523-0018,nzd0523-0019,nzd0523-0020,nzd0523-0021,nzd0523-0022,nzd0523-0023,nzd0523-0024,nzd0523-0025,nzd0523-0026,nzd0523-0027,nzd0523-0028,nzd0523-0029,nzd0523-0030,nzd0523-0031,nzd0523-0032,nzd0523-0033,nzd0523-0034,nzd0523-0035,nzd0523-0036,nzd0523-0037,nzd0523-0038,nzd0523-0039,nzd0523-0040,nzd0523-0041,nzd0523-0042,nzd0523-0043,nzd0523-0044,nzd0523-0045,nzd0523-0046,nzd0523-0047,nzd0523-0048,nzd0523-0049,nzd0523-0050,nzd0523-0051,nzd0523-0052,nzd0523-0053,satname
2001-10-07 22:21:24+00:00,347.32,330.75,334.21,335.36,345.69,349.04,360.58,354.52,349.19,344.89,347.81,348.46,346.63,342.33,335.27,331.50,327.62,325.83,322.59,333.01,334.38,342.45,346.58,350.87,349.10,342.79,333.75,339.89,336.69,338.02,330.46,335.97,333.78,338.18,348.26,352.05,347.07,349.48,349.83,352.88,341.11,340.42,336.48,336.64,328.06,325.10,328.54,324.66,323.79,336.61,342.42,323.59,321.76,289.09,L7
2001-10-23 22:21:25+00:00,351.83,338.57,338.58,340.44,349.31,354.56,362.51,358.06,353.38,348.68,350.01,349.99,348.04,343.60,338.65,339.53,334.86,331.31,322.59,333.01,334.38,342.45,346.58,350.87,349.10,342.79,333.75,339.89,336.69,338.02,330.46,335.97,333.78,341.36,351.15,354.21,350.35,353.48,353.68,354.93,344.39,343.86,340.88,340.38,331.87,328.56,330.90,327.84,329.72,343.01,345.36,329.94,327.55,310.53,L7
2001-11-01 22:15:17+00:00,351.83,338.57,338.58,340.44,349.31,354.56,362.51,358.06,353.38,348.68,350.01,349.99,348.04,343.60,338.65,339.53,334.86,330.30,324.27,332.59,334.51,341.03,345.67,349.92,346.63,341.74,336.06,339.53,335.06,336.75,330.61,332.34,332.77,339.75,351.27,352.19,350.66,352.84,352.51,354.30,345.35,345.17,341.51,340.65,331.48,329.16,330.98,329.50,332.70,343.00,346.17,333.50,329.00,317.27,L7
2001-12-19 22:15:37+00:00,356.15,344.05,342.13,344.21,356.04,358.20,366.95,363.71,362.69,358.14,352.16,349.94,349.18,346.42,346.21,345.99,338.37,329.85,325.78,334.77,342.92,344.79,345.97,350.06,347.47,346.31,336.99,341.04,336.92,338.60,332.99,332.64,337.79,343.76,353.74,354.92,351.09,353.77,355.85,357.09,350.58,348.80,343.99,344.28,334.89,331.57,333.86,332.08,333.62,342.92,348.21,336.63,330.99,326.70,L7
2002-01-27 22:21:58+00:00,356.97,347.19,344.97,347.12,355.53,358.35,367.75,365.63,364.41,359.45,352.77,350.26,349.38,346.38,348.11,346.81,338.69,331.23,327.51,336.17,344.75,345.71,346.06,350.56,346.91,347.62,339.19,343.24,337.57,339.05,334.34,334.16,338.35,344.59,354.91,356.15,352.71,356.38,356.43,358.80,353.00,350.56,345.69,345.97,335.71,333.48,335.95,334.18,338.54,344.25,349.76,339.04,335.07,330.37,L7
2002-02-28 22:22:07+00:00,357.48,347.98,345.46,347.68,356.06,359.31,367.66,365.63,364.41,359.45,352.77,350.26,349.38,346.38,348.11,346.81,338.69,331.23,327.51,336.17,344.75,345.71,346.06,350.56,346.91,347.62,339.19,343.24,337.57,339.05,334.34,334.53,338.13,344.58,354.44,355.97,351.95,354.86,355.36,357.46,352.89,350.64,345.27,345.57,336.40,333.33,335.83,334.21,338.56,343.76,349.32,339.71,334.77,328.46,L7
2002-07-06 22:21:34+00:00,360.13,355.85,352.10,354.61,356.10,361.54,369.08,373.30,367.16,361.66,353.38,353.11,353.93,349.41,364.84,352.23,356.40,350.88,341.98,351.97,346.79,368.28,346.40,352.58,335.25,341.86,355.00,340.93,341.23,337.45,328.18,341.56,345.75,348.81,356.53,349.01,342.84,355.22,354.96,358.91,359.81,351.53,347.09,347.33,339.91,334.44,339.86,344.35,345.62,343.16,350.97,348.14,346.35,329.13,L7
2002-07-31 22:15:11+00:00,342.38,342.89,340.98,345.25,351.97,355.40,354.69,349.01,357.89,357.76,350.71,348.77,351.97,347.24,352.92,342.07,355.33,348.45,341.23,348.75,343.36,367.89,358.07,350.91,325.80,330.85,362.02,329.84,342.26,334.04,316.64,342.23,348.33,348.43,351.20,341.75,333.04,346.81,352.46,357.68,363.31,353.43,340.70,343.55,339.55,329.18,335.53,343.15,336.87,339.30,347.68,346.68,341.77,321.18,L7
2002-10-03 22:14:41+00:00,336.25,339.32,338.75,341.75,342.89,352.14,349.22,355.95,355.65,355.55,352.39,350.62,351.77,350.50,352.86,340.27,346.80,341.76,339.57,346.01,345.20,362.35,357.14,351.88,336.31,335.13,349.03,333.13,339.01,335.71,326.99,341.38,349.19,347.92,347.71,333.73,327.77,348.59,354.97,361.43,368.12,355.75,343.20,344.03,337.34,334.24,337.49,348.10,343.77,353.12,352.69,350.97,350.81,330.03,L7
2002-12-13 22:21:23+00:00,338.89,339.44,337.89,339.70,340.69,351.44,349.48,355.72,355.40,352.87,351.16,350.08,351.23,349.38,347.20,338.78,341.36,337.69,337.49,344.16,345.68,359.31,354.59,348.89,336.57,335.09,344.50,333.98,336.79,335.89,328.47,339.26,344.39,345.22,347.63,336.92,332.21,344.89,349.78,358.45,363.00,354.20,342.29,341.84,332.74,329.83,332.93,340.30,339.80,348.05,348.81,347.25,345.17,330.69,L7
2003-01-14 22:21:34+00:00,339.91,341.40,337.61,338.69,340.54,353.07,350.50,356.51,351.21,350.00,349.50,348.35,347.54,346.51,337.76,334.20,329.24,329.07,334.14,338.32,345.40,348.89,353.95,347.88,339.69,338.11,338.70,343.32,337.13,337.49,332.78,332.91,336.61,341.74,351.50,346.96,344.26,347.89,346.24,355.64,360.38,358.40,345.16,341.76,329.95,330.79,332.99,333.73,342.03,346.06,346.70,344.42,344.08,334.69,L7
2003-03-12 22:15:42+00:00,347.67,346.36,342.96,341.46,342.27,356.71,354.74,361.52,355.69,354.88,352.36,352.00,349.07,349.16,342.43,339.74,332.48,333.00,337.21,340.30,348.84,355.65,356.97,348.52,343.54,341.35,343.44,346.60,340.47,340.86,334.50,335.18,337.94,345.47,354.51,351.74,348.00,350.26,349.44,354.82,355.75,356.58,351.21,342.89,332.42,331.41,334.52,334.71,342.19,347.86,348.72,346.14,343.65,333.02,L7
2003-03-19 22:21:50+00:00,347.67,346.36,342.96,341.46,342.27,356.71,354.74,361.52,355.69,354.88,352.36,352.00,349.07,349.16,342.43,342.07,334.61,333.82,337.44,340.11,349.80,358.88,359.11,349.62,344.00,343.58,344.33,348.49,341.54,342.90,335.21,336.67,338.94,346.29,355.78,353.89,349.45,349.63,349.58,357.18,356.74,357.45,354.87,344.58,333.96,330.93,332.45,332.52,342.20,347.42,349.33,346.20,342.61,331.64,L7
2003-04-13 22:15:43+00:00,348.01,346.36,342.50,342.49,345.19,355.24,356.49,360.70,357.27,356.86,351.76,352.51,349.23,346.34,339.10,341.85,335.36,335.82,338.51,341.28,350.72,359.85,359.11,348.14,343.97,342.66,345.57,348.62,343.29,342.52,334.98,337.16,338.62,345.15,354.26,354.26,350.78,348.65,347.37,354.78,355.07,355.92,353.62,343.44,332.69,329.17,333.84,329.56,339.64,342.15,346.18,339.27,340.14,328.13,L7
2003-05-15 22:15:40+00:00,348.01,346.36,340.94,342.22,344.86,354.36,355.85,362.31,355.00,354.77,351.36,350.23,347.84,345.61,338.05,339.23,333.43,335.22,337.25,340.04,349.62,357.20,356.62,347.33,343.54,341.74,343.23,345.58,341.30,340.18,332.08,333.89,337.06,342.94,349.66,349.79,347.59,345.85,344.34,350.86,352.83,355.92,353.62,343.44,332.69,329.17,333.84,329.56,339.64,342.15,346.18,339.27,340.14,328.13,L7
2003-08-03 22:15:22+00:00,344.68,349.25,343.92,346.60,349.31,354.60,358.56,365.81,358.01,360.62,354.82,351.64,348.89,346.96,341.28,341.26,337.80,339.18,339.45,340.69,352.56,361.87,359.56,349.06,347.25,343.88,344.83,344.99,343.04,341.49,332.87,334.82,337.81,343.98,347.80,349.12,347.20,344.82,345.06,351.84,352.93,356.98,358.02,346.40,336.79,331.97,336.38,330.70,342.46,349.45,349.16,338.46,339.84,324.42,L7
2003-08-11 22:03:51+00:00,345.13,347.41,345.06,347.75,349.69,354.80,356.53,364.30,357.28,357.65,355.04,352.39,350.49,347.99,342.25,339.27,335.89,338.57,339.79,341.94,351.44,359.70,357.45,349.76,348.04,344.22,346.29,341.91,340.48,340.27,334.08,335.23,336.91,344.01,348.25,349.58,347.92,341.74,345.85,353.05,350.02,351.42,358.02,346.40,336.79,331.97,336.38,330.70,342.46,349.45,349.16,338.46,334.95,317.63,L5
2003-10-14 22:04:51+00:00,340.06,342.26,341.67,346.56,347.57,353.03,353.98,359.86,350.44,347.55,352.22,348.91,350.99,348.00,343.00,333.04,328.07,331.82,335.44,340.21,343.23,347.03,348.85,348.78,346.41,342.74,345.64,338.84,339.52,337.65,338.57,336.35,337.86,339.15,340.64,343.81,344.13,339.31,347.76,352.59,349.82,347.26,349.92,349.18,346.82,337.15,335.80,339.19,342.90,343.00,346.24,357.31,329.73,319.37,L5
2003-12-16 22:21:56+00:00,340.06,342.26,345.16,349.28,349.59,354.13,354.34,355.39,352.71,348.13,353.47,352.82,355.35,350.66,347.57,336.48,334.32,334.34,339.77,343.28,345.18,348.02,352.74,352.54,354.48,351.15,355.75,343.05,343.62,353.01,350.57,345.60,345.33,344.90,350.01,352.01,350.39,343.01,357.03,363.26,353.93,347.26,349.92,349.18,346.82,337.15,335.80,339.19,342.90,343.00,346.24,357.31,329.73,319.37,L7
2004-01-01 22:22:03+00:00,340.06,342.26,345.16,349.28,349.59,354.13,354.34,355.39,352.71,348.13,353.47,352.82,355.35,350.66,347.57,336.48,334.32,334.34,339.77,343.28,345.18,348.02,352.74,352.54,354.48,351.15,355.75,343.05,343.62,353.01,350.57,345.60,345.33,344.90,350.01,352.01,350.39,343.01,357.03,363.26,353.93,347.26,349.92,349.18,346.82,337.15,335.80,339.19,342.90,343.00,346.24,357.31,329.73,327.15,L7
2004-02-10 22:12:02+00:00,344.56,340.80,341.86,347.35,348.34,343.29,349.75,345.00,351.02,346.62,339.51,331.86,332.86,340.39,340.71,325.60,333.18,329.42,331.40,333.32,340.01,343.65,352.29,349.04,350.32,346.63,350.90,351.75,349.71,354.01,345.99,338.98,340.31,345.26,349.99,343.55,346.07,351.81,360.08,360.53,357.55,350.36,346.95,347.31,344.91,324.42,335.80,339.19,337.54,338.35,346.30,349.08,337.27,341.41,L5
2004-03-13 22:12:14+00:00,341.41,330.36,327.96,333.94,338.52,338.80,358.13,345.00,356.40,346.62,341.73,325.33,331.40,336.28,337.64,328.99,332.97,326.40,329.59,334.94,344.96,349.23,355.19,352.54,351.72,347.50,355.70,360.37,351.41,352.71,345.83,340.98,340.49,344.48,353.52,351.08,352.70,357.49,364.94,362.72,358.91,352.58,348.65,347.94,345.13,325.91,332.83,333.47,333.10,330.78,345.53,351.00,336.28,337.82,L5
2004-04-23 22:06:53+00:00,348.21,332.18,326.71,335.02,345.64,331.76,362.02,352.02,359.73,350.25,340.30,312.50,331.43,338.42,337.75,329.36,334.40,327.67,330.43,335.92,350.33,355.27,360.13,355.97,348.21,347.31,354.33,358.79,348.01,349.51,337.39,338.78,341.00,345.29,353.08,350.19,357.35,358.99,363.85,357.43,352.94,351.17,344.62,343.65,344.28,318.21,331.47,317.62,305.06,324.67,342.37,343.72,330.24,325.24,L5
2004-05-09 22:07:21+00:00,353.32,339.75,327.83,339.12,351.66,341.47,362.58,355.76,362.32,356.08,342.29,312.50,338.54,342.77,341.23,333.99,334.45,330.31,333.00,338.72,353.56,361.25,366.81,361.24,350.50,347.72,352.07,356.78,348.93,349.51,338.13,343.15,343.27,351.22,356.10,353.56,360.96,368.69,363.85,365.24,357.45,357.27,352.45,343.65,357.57,318.21,331.47,317.62,294.21,324.67,342.37,343.72,320.16,313.94,L5
2004-05-24 22:22:19+00:00,353.32,339.75,327.83,339.12,351.66,341.47,362.58,355.76,362.32,356.08,342.29,312.50,338.54,342.77,341.23,333.99,334.45,330.31,333.00,338.72,353.56,361.25,366.81,361.24,350.50,347.72,352.07,356.78,348.93,349.51,338.10,348.79,347.62,354.08,356.10,353.28,358.54,368.69,363.85,365.24,357.45,357.27,352.45,343.65,357.57,318.21,331.47,317.62,294.21,324.67,342.37,343.72,320.16,313.94,L7
2004-06-09 22:22:13+00:00,353.85,337.38,327.82,340.87,350.32,343.18,360.12,353.76,365.35,360.76,346.52,326.46,339.95,342.77,341.23,333.99,334.45,330.31,333.00,338.72,353.56,361.25,366.81,361.24,350.50,347.72,352.07,356.78,348.93,349.51,338.10,348.79,347.62,354.08,356.10,353.28,358.54,369.29,363.85,365.24,357.45,357.27,352.45,343.65,357.57,318.21,331.47,317.62,285.99,324.67,342.37,343.72,311.40,306.91,L7
2004-07-12 22:09:13+00:00,345.61,333.40,324.40,337.58,345.93,341.63,356.35,350.09,359.00,352.36,342.79,327.42,338.73,339.31,336.88,330.42,328.23,323.61,325.68,337.65,344.07,357.25,359.81,353.70,339.88,341.82,343.62,349.90,341.20,337.14,335.00,349.50,341.46,348.29,352.69,353.28,358.54,369.29,363.85,365.24,357.45,357.27,352.45,343.65,357.57,318.21,331.47,317.62,285.99,324.67,342.37,343.72,311.40,299.75,L5
2004-08-20 22:16:18+00:00,346.41,333.61,324.91,335.76,345.43,344.09,356.69,350.60,356.69,351.97,345.61,339.13,347.14,343.59,338.11,335.94,330.16,324.86,327.52,339.85,343.55,356.24,360.36,353.40,340.24,343.76,343.38,346.99,338.36,333.85,336.73,356.11,347.05,349.42,352.86,353.41,356.07,365.68,364.26,367.30,358.93,358.77,354.34,341.80,358.66,325.17,331.72,320.80,279.61,327.65,343.07,348.40,313.48,286.56,L5
2004-08-28 22:21:54+00:00,346.70,335.77,327.54,336.74,346.83,347.13,356.70,352.11,355.68,352.73,346.52,342.23,347.74,344.19,337.57,336.32,330.96,325.85,327.52,339.85,343.55,356.24,360.36,353.40,340.24,343.76,343.38,346.99,338.36,333.85,336.73,356.11,347.05,349.42,352.02,353.41,352.86,361.82,361.02,364.88,356.85,356.57,352.00,340.97,351.31,326.36,333.94,319.82,281.86,333.11,347.52,348.57,319.48,290.88,L7
2004-08-29 22:10:22+00:00,345.96,335.64,327.47,336.74,346.83,347.13,356.70,351.62,354.79,352.65,346.96,344.27,348.43,344.43,337.41,336.19,331.16,326.71,327.72,337.18,341.19,353.17,357.81,351.97,340.53,343.67,342.84,344.72,336.60,333.46,336.26,353.31,345.61,347.38,350.09,350.70,350.03,357.14,358.00,360.94,352.35,354.50,348.92,338.53,344.75,325.31,333.48,312.37,281.61,333.11,348.30,341.45,321.59,294.35,L5
2004-09-06 22:15:40+00:00,346.86,335.86,327.47,336.74,346.83,347.13,356.70,351.62,354.79,352.65,346.96,344.27,348.43,344.43,337.41,336.19,331.16,326.71,327.72,337.18,341.19,353.17,357.81,351.97,340.53,343.67,342.84,344.72,336.60,333.46,336.26,353.31,345.61,347.38,350.09,350.70,350.03,357.14,358.00,360.94,352.35,353.69,349.54,338.83,343.62,326.05,334.70,316.25,290.04,339.27,350.01,346.04,323.67,297.43,L7
2004-10-07 22:17:29+00:00,347.47,337.63,329.79,339.99,349.56,351.75,353.22,352.31,352.07,351.96,346.34,349.52,350.79,348.11,338.92,336.85,331.99,329.83,330.07,336.11,336.94,348.04,353.97,348.69,338.36,343.63,338.56,338.77,333.84,332.39,335.53,352.97,345.59,346.89,348.52,346.89,346.76,352.65,352.04,359.48,351.80,353.32,349.00,337.56,341.94,327.58,336.24,318.13,292.16,348.18,351.42,345.65,324.66,298.00,L5
2004-10-24 22:15:44+00:00,345.90,337.13,329.89,339.02,347.15,352.34,351.64,350.82,350.87,350.88,344.77,348.62,349.98,347.22,337.03,335.55,331.99,330.32,329.94,334.51,332.81,342.43,347.16,344.28,340.02,343.52,337.63,336.14,331.92,331.54,337.78,352.14,343.01,346.31,349.22,346.79,343.54,350.56,348.88,360.63,353.04,353.23,351.01,338.93,340.50,331.20,338.03,323.55,304.11,350.27,355.59,348.32,328.67,305.01,L7
2004-11-01 22:11:49+00:00,345.90,337.13,329.89,339.02,347.15,352.34,351.64,350.82,350.87,350.88,344.77,348.62,349.98,347.22,337.03,335.55,332.16,330.10,330.94,334.46,333.58,341.97,346.48,343.48,339.45,344.21,339.82,340.11,335.91,335.31,338.48,349.81,341.66,344.82,349.31,347.01,343.01,348.57,348.65,361.15,354.99,354.01,351.61,341.45,341.15,331.49,336.72,324.53,307.53,349.31,353.91,347.52,329.33,310.22,L5
2004-11-08 22:18:08+00:00,344.42,336.67,331.47,339.84,346.11,353.24,351.46,350.72,349.39,349.01,344.42,348.39,349.09,346.64,335.45,334.64,332.67,330.17,330.64,332.93,329.78,336.67,339.17,337.27,336.75,344.85,341.61,340.60,335.74,335.22,339.07,347.55,339.85,341.76,348.13,345.76,340.58,342.18,349.71,358.20,354.39,352.79,349.53,342.69,335.75,333.99,338.01,327.00,318.07,349.16,353.74,347.65,335.99,319.29,L5
2005-01-28 22:16:23+00:00,347.38,340.33,335.54,341.67,349.62,357.79,354.49,353.77,348.40,349.76,344.64,350.41,352.41,350.17,338.12,337.72,335.71,333.57,335.74,335.06,336.76,340.82,344.61,340.73,340.98,346.03,345.27,344.97,341.74,339.14,339.05,342.29,338.99,340.66,348.57,345.88,340.58,341.56,353.57,360.20,355.95,353.69,349.53,342.69,335.75,333.99,338.01,327.00,326.19,349.16,353.74,347.65,343.44,328.72,L7
2005-02-20 22:22:47+00:00,343.32,338.56,333.44,340.39,345.78,354.85,351.15,356.21,347.12,346.66,341.10,343.69,346.04,345.96,334.56,334.11,332.11,332.49,335.22,334.00,338.07,339.92,343.64,338.07,337.00,342.54,343.32,342.26,338.81,337.64,335.58,336.65,333.08,333.84,343.76,343.05,342.12,343.35,353.18,356.81,356.50,351.02,345.45,340.60,331.65,331.05,335.00,324.21,328.25,345.77,354.50,346.61,343.11,335.54,L7
2005-03-16 22:20:06+00:00,345.64,340.85,335.45,343.17,348.27,354.32,351.20,359.42,351.61,346.26,339.27,340.77,345.19,347.12,336.56,333.97,333.66,334.77,338.73,337.83,343.44,340.27,348.39,339.48,339.14,343.47,344.79,344.98,340.94,337.66,335.92,337.13,334.27,334.94,345.13,344.03,348.16,349.32,357.10,359.68,365.20,354.01,348.42,345.95,336.60,333.53,333.38,331.72,340.74,343.72,352.67,348.81,344.96,347.54,L5
