dates,nzd0523-0000,nzd0523-0001,nzd0523-0002,nzd0523-0003,nzd0523-0004,nzd0523-0005,nzd0523-0006,nzd0523-0007,nzd0523-0008,nzd0523-0009,nzd0523-0010,nzd0523-0011,nzd0523-0012,nzd0523-0013,nzd0523-0014,nzd0523-0015,nzd0523-0016,nzd0523-0017,nzd0523-0018,nzd0523-0019,nzd0523-0020,nzd0523-0021,nzd0523-0022,nzd0523-0023,nzd0523-0024,nzd0523-0025,nzd0523-0026,nzd0523-0027,nzd0523-0028,nzd0523-0029,nzd0523-0030,nzd0523-0031,nzd0523-0032,nzd0523-0033,nzd0523-0034,nzd0523-0035,nzd0523-0036,nzd0523-0037,nzd0523-0038,nzd0523-0039,nzd0523-0040,nzd0523-0041,nzd0523-0042,nzd0523-0043,nzd0523-0044,nzd0523-0045,nzd0523-0046,nzd0523-0047,nzd0523-0048,nzd0523-0049,nzd0523-0050,nzd0523-0051,nzd0523-0052,nzd0523-0053,satname
2000-09-02 22:23:58+00:00,343.10,334.03,327.29,345.96,358.71,356.45,354.38,348.65,346.45,339.04,347.83,358.14,344.67,334.05,335.66,331.12,342.61,348.65,348.74,354.37,362.30,369.16,356.77,348.83,353.33,366.36,368.42,365.86,,,,366.98,363.63,376.00,373.35,367.48,353.13,374.66,,387.17,386.60,,,,,,349.57,,,,,,,,L7
2000-09-18 22:23:38+00:00,326.05,324.19,322.97,336.01,338.87,335.66,335.48,334.46,338.30,346.89,340.08,339.98,339.61,326.76,317.32,309.49,306.67,322.94,326.79,330.71,329.17,333.20,327.44,333.29,323.78,329.60,319.20,318.05,313.98,301.70,292.55,,320.69,325.14,314.53,314.74,315.23,329.92,340.29,337.12,316.11,,304.95,300.38,300.01,287.98,312.12,303.44,309.94,310.87,315.30,315.24,303.25,265.55,L7
2000-09-27 22:17:24+00:00,343.96,340.73,339.92,338.30,347.47,341.82,342.24,341.87,353.49,351.54,347.47,350.48,345.77,342.29,331.73,329.01,327.27,326.48,331.65,338.50,336.66,347.55,349.10,352.75,354.22,332.76,337.01,338.45,331.73,327.77,330.40,350.31,344.06,341.68,337.23,340.50,345.21,351.14,354.30,358.07,353.14,349.41,350.66,342.23,333.29,330.04,337.98,335.04,344.11,349.00,353.83,348.60,334.34,325.24,L7
2000-10-20 22:23:22+00:00,346.85,348.98,341.59,348.62,346.16,349.24,342.37,349.93,355.97,355.95,350.13,348.75,344.84,351.07,328.56,331.94,329.46,339.40,331.79,337.51,341.14,345.94,342.33,344.11,337.14,338.34,334.97,331.51,326.06,330.09,331.07,337.19,346.74,340.43,327.04,328.72,331.37,333.45,350.28,344.96,337.91,337.71,338.58,332.56,319.64,320.33,329.09,319.85,324.67,325.62,331.15,332.84,320.75,323.26,L7
2001-04-07 22:17:01+00:00,346.87,349.26,340.15,341.24,344.82,345.74,351.91,345.18,356.33,351.12,347.73,350.42,346.94,346.49,342.94,337.64,333.69,328.52,326.70,337.68,336.04,343.40,351.30,351.89,345.07,335.62,338.44,339.91,336.66,330.46,329.00,338.94,341.44,352.35,352.97,345.91,341.88,340.94,349.78,351.43,349.93,345.54,342.58,340.76,332.04,325.35,328.90,327.47,291.68,341.97,343.00,339.20,330.24,309.74,L7
2001-09-05 22:21:44+00:00,349.69,332.17,343.27,352.26,358.90,359.10,366.16,355.85,346.77,344.29,351.58,352.21,351.77,342.50,338.65,328.09,333.93,330.47,339.95,335.76,341.32,344.49,346.23,349.52,355.26,346.97,336.37,344.62,341.15,341.20,334.77,344.06,340.90,346.23,351.39,353.46,352.20,356.38,366.39,361.12,348.51,340.84,334.63,339.55,331.74,324.36,324.63,326.27,325.64,348.68,347.30,312.86,328.91,288.58,L7
2001-09-30 22:15:18+00:00,,,,,,,,,,,,,,,,,,,306.38,,,,,,,,,,,,,,,337.07,348.86,354.04,346.94,348.76,350.92,354.73,357.99,354.04,351.44,343.35,338.93,336.93,340.60,336.17,,,,,,,L7
2001-10-07 22:21:24+00:00,339.75,324.14,324.83,317.49,331.12,337.73,356.12,355.65,349.84,342.67,343.65,342.18,340.13,340.15,328.42,329.16,317.45,320.19,321.06,328.00,324.63,335.20,337.17,345.87,335.10,337.77,328.74,329.97,329.71,330.99,323.32,320.83,322.40,331.07,344.09,347.71,341.35,342.97,331.05,342.40,316.55,325.71,322.85,326.30,312.56,314.00,319.72,310.49,318.17,320.77,327.77,323.95,314.62,,L7
2001-10-23 22:21:25+00:00,358.69,352.04,347.19,350.22,355.97,365.08,366.82,366.16,361.02,355.10,354.25,352.00,350.28,345.31,343.96,353.23,347.75,341.87,,,,,,,,,,,,,,,,350.41,358.58,358.04,358.20,364.55,362.11,359.94,353.41,352.27,352.69,349.59,340.60,338.96,336.10,334.38,339.99,354.27,347.20,338.35,339.12,331.27,L7
2001-11-01 22:15:17+00:00,,,,,,,,,,,,,,,,,,327.72,330.48,332.81,336.08,340.64,348.42,351.01,345.36,340.03,341.81,341.22,332.97,336.01,332.23,328.39,332.73,333.85,353.15,347.09,354.12,351.30,351.38,353.07,350.11,352.59,345.60,344.01,332.99,331.57,333.42,339.53,343.41,344.74,353.16,349.00,333.34,331.54,L7
2001-12-19 22:15:37+00:00,365.30,356.68,352.58,354.79,375.22,368.20,381.08,382.46,389.32,384.46,358.33,347.94,351.59,353.39,366.34,361.12,346.07,327.35,329.98,339.67,366.08,352.26,339.71,345.78,344.23,359.43,338.01,341.76,340.63,341.34,338.08,328.36,349.74,362.94,363.93,363.91,349.75,356.77,366.98,369.00,375.29,363.57,353.92,358.81,347.17,343.60,344.93,339.69,334.55,339.81,349.19,341.55,338.94,353.73,L7
2002-01-27 22:21:58+00:00,365.06,364.54,356.58,359.66,354.78,360.10,369.92,371.02,372.91,367.28,355.58,353.85,351.46,348.07,358.96,355.41,343.56,339.02,338.47,343.84,354.68,354.17,355.43,358.47,351.96,353.63,350.20,356.84,342.53,344.42,342.33,346.75,344.52,350.67,364.62,369.43,366.88,374.11,366.90,371.60,369.33,365.35,359.00,360.69,346.61,344.95,352.69,353.40,366.62,354.37,366.59,360.66,355.52,346.62,L7
2002-02-28 22:22:07+00:00,359.68,351.64,347.89,350.40,358.59,364.04,367.27,,,,,,,,,,,,,,,,,,,,,,,,,335.94,336.77,344.44,351.01,354.30,346.31,344.11,347.41,347.92,351.96,350.89,342.17,342.43,340.80,332.31,334.71,333.99,338.42,340.59,346.04,343.07,332.96,318.83,L7
2002-07-06 22:21:34+00:00,,,,,,,,,364.30,360.60,351.78,356.45,358.60,354.01,376.33,358.34,375.46,364.34,349.58,363.75,343.47,390.79,,,331.22,331.42,363.68,333.43,344.01,336.70,318.59,352.94,362.56,353.16,,333.19,322.78,350.90,362.24,361.41,,345.43,345.39,346.46,342.37,326.05,339.20,356.83,337.69,340.36,355.44,356.78,350.58,324.60,L7
2002-07-31 22:15:11+00:00,322.09,331.16,333.89,339.56,344.56,346.04,342.74,350.27,351.81,355.43,349.71,341.55,345.58,340.82,330.14,326.85,335.90,332.74,333.33,334.16,343.76,345.94,353.09,347.66,,,,,,,,,,,,,,,,364.04,373.56,364.51,334.94,342.34,,,,,,,,,,,L7
2002-10-03 22:14:41+00:00,353.45,350.52,343.80,344.50,342.03,358.98,355.05,360.20,353.11,354.22,356.18,357.09,352.88,359.24,356.54,342.96,333.96,329.47,339.04,343.00,351.97,356.96,366.92,359.81,355.40,340.33,338.66,342.12,338.54,341.58,340.43,342.43,343.41,344.78,350.97,345.64,341.33,350.27,361.13,362.30,363.83,363.15,353.63,349.53,343.87,342.43,343.86,352.24,356.61,372.61,367.39,363.68,351.04,338.52,L7
2002-12-13 22:21:23+00:00,345.45,340.96,336.23,335.85,336.62,350.32,349.72,354.65,355.09,345.50,347.57,349.07,349.94,346.52,331.07,335.70,325.98,325.72,331.84,339.16,347.79,351.45,351.86,344.48,339.02,335.19,336.03,336.93,332.97,337.19,332.11,336.74,335.83,340.12,348.28,344.85,342.25,338.04,341.26,350.18,353.23,350.66,340.37,336.45,325.13,321.02,324.92,326.46,332.78,338.81,343.45,342.34,333.89,332.43,L7
2003-01-14 22:21:34+00:00,346.10,350.41,336.96,336.25,340.91,358.72,352.88,357.40,347.38,348.88,345.08,349.31,343.74,342.35,338.30,339.54,326.64,329.76,335.97,340.19,342.12,348.68,357.97,348.69,339.91,340.42,346.08,361.03,344.80,341.17,331.30,333.31,338.87,342.61,361.04,362.79,358.52,359.71,350.96,349.95,353.67,361.87,356.57,345.72,333.43,328.93,339.01,336.50,344.06,334.09,348.29,347.43,347.30,336.45,L7
2003-03-12 22:15:42+00:00,355.85,353.72,355.47,351.11,352.19,361.26,359.12,369.01,370.67,376.43,361.35,357.46,352.38,352.49,350.62,351.98,350.86,348.99,346.94,343.26,359.01,375.69,370.22,353.55,355.17,351.07,357.70,356.49,350.51,351.01,339.67,342.06,341.99,356.66,363.58,366.13,359.26,357.42,359.14,362.18,356.07,359.59,360.92,349.43,339.89,333.27,339.17,337.72,342.69,353.27,354.89,351.40,342.35,328.03,L7
2003-03-19 22:21:50+00:00,,,,,,,,,,,,,,,,351.58,343.24,337.11,338.46,339.44,353.74,371.94,367.98,354.24,346.10,352.52,347.94,356.22,345.90,351.20,338.16,342.87,343.09,349.60,360.93,362.72,355.42,347.19,350.37,366.69,360.73,361.08,369.62,351.47,340.36,328.98,324.28,323.98,342.40,345.80,352.08,346.80,338.48,326.19,L7
2003-04-13 22:15:43+00:00,354.21,349.91,341.92,348.54,353.55,352.94,362.20,357.20,359.23,361.83,353.74,358.88,353.36,347.70,342.80,341.20,337.28,339.37,344.09,348.59,356.24,361.20,365.79,351.66,354.30,335.65,344.57,342.14,347.00,339.20,338.96,344.04,341.27,338.94,343.03,346.72,347.41,345.06,349.19,349.98,355.25,354.92,346.99,343.30,336.74,333.67,350.30,,,,350.49,327.78,338.69,320.77,L7
2003-05-15 22:15:40+00:00,,,334.99,342.07,344.89,352.06,352.17,366.34,347.65,349.19,350.11,343.60,343.63,344.66,337.29,331.84,327.55,333.24,333.41,336.03,346.91,349.09,353.85,349.55,349.18,337.97,333.92,335.56,333.83,332.27,320.37,324.50,333.46,333.07,329.62,333.70,336.36,334.10,336.67,333.95,343.53,,,,,,,,,,,,,,L7
2003-08-03 22:15:22+00:00,324.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-08-11 22:03:51+00:00,349.66,346.88,348.66,351.78,351.67,356.14,349.79,358.28,356.17,350.45,355.95,356.17,356.13,352.30,347.27,334.78,330.56,336.77,342.68,348.28,348.67,354.17,354.94,356.44,355.95,346.05,353.61,332.73,331.80,337.71,340.64,341.14,335.89,344.87,351.86,355.27,353.66,330.81,353.54,359.52,339.55,337.52,,,,,,,,,,,320.27,298.33,L5
2003-10-14 22:04:51+00:00,341.47,337.71,341.67,346.77,347.53,352.14,358.87,352.49,349.28,345.84,350.99,349.49,354.58,349.05,347.92,338.24,329.94,326.45,332.74,338.59,336.92,343.02,347.51,346.70,341.93,345.02,351.78,353.44,355.46,346.80,357.52,350.47,348.48,340.67,343.40,348.83,347.17,355.25,360.60,367.02,368.32,357.04,347.89,346.27,342.96,337.15,333.10,334.90,340.64,340.76,340.42,351.13,339.19,340.42,L5
2003-12-16 22:21:56+00:00,,,,,,,,,,,,,,,,,340.66,339.32,342.70,341.90,348.62,344.43,351.20,351.52,361.89,361.98,360.72,,,372.73,352.24,341.89,349.63,348.60,353.39,,,,,,,,,,,,,,,,,,,,L7
2004-01-01 22:22:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.16,L7
2004-02-10 22:12:02+00:00,,,,,,332.55,342.32,341.27,350.05,343.11,327.45,310.38,309.07,328.68,328.20,304.22,321.26,320.49,313.69,314.94,328.84,333.10,338.65,336.18,331.46,331.24,335.39,342.15,340.10,334.82,322.56,310.48,314.32,,,328.58,337.70,344.98,348.13,349.92,343.84,336.72,340.83,340.92,337.02,311.69,,,328.68,330.22,337.31,331.25,335.35,338.51,L5
2004-03-13 22:12:14+00:00,335.39,317.04,313.88,319.99,327.96,329.14,375.50,,366.16,,345.95,310.88,327.73,326.95,329.59,332.58,330.19,316.80,322.78,338.54,358.26,363.09,358.50,359.50,351.61,349.66,368.81,374.74,353.42,346.69,343.81,343.06,338.65,342.25,358.95,362.62,363.31,367.60,370.50,365.58,360.58,354.51,350.17,346.50,341.97,328.90,327.36,323.77,322.13,313.57,338.60,349.09,334.29,326.09,L5
2004-04-23 22:06:53+00:00,354.95,341.24,339.17,348.94,361.74,,370.59,366.57,359.25,353.04,346.71,,354.63,355.43,348.19,339.24,335.59,331.48,336.05,342.49,358.32,367.09,367.07,360.31,327.71,344.24,346.23,348.60,345.22,333.89,323.70,341.54,350.47,343.08,342.02,346.03,361.01,359.71,357.17,351.11,350.36,352.73,335.73,333.30,,314.04,330.29,303.06,256.46,,330.74,329.07,321.08,290.08,L5
2004-05-09 22:07:21+00:00,358.57,349.92,329.78,346.39,362.39,359.70,365.34,365.60,368.38,365.05,347.87,,358.58,353.90,348.34,342.39,330.95,339.93,340.86,347.72,363.78,380.19,384.16,376.24,352.15,348.55,340.72,345.77,349.26,345.84,338.39,353.88,348.28,367.88,362.31,357.59,367.19,395.62,,386.06,369.14,371.17,372.71,,377.97,,,,258.03,,,,289.90,267.09,L5
2004-05-24 22:22:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.17,372.58,366.67,364.80,,348.16,345.88,,,,,,,,,,,,,,,,,,L7
2004-06-09 22:22:13+00:00,352.89,327.75,327.66,345.66,345.63,347.71,350.81,348.97,376.60,373.43,363.28,353.15,344.92,,,,,,,,,,,,,,,,,,,,,,,,,370.61,,,,,,,,,,,251.25,,,,276.40,270.91,L7
2004-07-12 22:09:13+00:00,315.83,320.59,310.88,325.00,329.20,336.19,336.82,333.91,328.33,320.47,324.33,331.83,333.45,326.67,321.59,319.63,313.75,306.89,308.82,,304.27,330.05,326.77,320.72,317.29,333.36,321.10,325.53,311.79,315.04,,,317.32,320.92,342.98,294.66,,,,,,,,,,,,,,,,,,,L5
2004-08-20 22:16:18+00:00,346.19,330.46,327.21,325.90,341.81,344.97,344.22,343.54,336.38,341.46,344.42,357.52,359.71,350.31,334.76,332.48,331.37,326.88,323.18,324.00,326.56,328.69,342.54,335.42,334.22,341.06,334.44,328.20,326.23,318.84,331.54,344.38,348.31,354.10,351.10,330.01,325.90,327.17,350.24,358.48,349.98,343.26,348.77,335.92,341.05,332.58,328.55,321.34,297.26,336.61,340.54,346.53,345.73,272.77,L5
2004-08-28 22:21:54+00:00,354.06,354.36,343.68,343.67,356.70,363.69,355.54,356.98,351.54,359.61,352.39,357.36,352.78,349.40,338.65,344.44,339.11,331.85,,,,,,,,,,,,,,,,,351.07,,341.99,344.96,359.45,358.16,350.60,352.70,346.30,343.78,336.25,329.91,345.53,324.68,297.17,348.11,371.48,360.33,349.48,314.35,L7
2004-08-29 22:10:22+00:00,344.81,338.74,327.22,,,,,346.79,349.96,354.32,350.36,356.40,354.30,347.36,339.09,339.80,335.34,332.62,330.69,328.23,331.56,341.81,352.58,349.71,347.96,343.85,342.01,337.37,329.72,334.47,336.07,344.69,340.25,336.05,340.77,342.01,336.74,330.80,351.70,343.28,331.31,347.68,336.13,332.53,323.50,321.11,335.09,288.10,283.01,,358.91,320.89,334.24,316.43,L5
2004-09-06 22:15:40+00:00,352.52,336.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.82,347.46,352.24,338.86,336.06,329.76,339.48,333.47,347.94,356.65,355.62,365.93,338.21,318.53,L7
2004-10-07 22:17:29+00:00,344.22,336.37,332.66,343.35,347.95,357.69,350.43,356.89,345.53,347.39,341.22,344.02,347.55,354.05,342.41,340.95,338.45,339.32,338.50,334.64,334.56,335.67,341.77,343.96,343.66,349.98,344.67,342.40,338.49,342.77,341.23,345.62,341.25,339.60,349.87,343.88,343.52,337.57,345.56,358.63,357.96,354.91,348.62,342.06,336.06,338.06,339.50,339.73,341.59,351.62,353.40,353.46,342.26,331.78,L5
2004-10-24 22:15:44+00:00,348.99,344.87,340.45,343.64,347.06,357.02,357.80,350.78,352.49,348.82,334.80,345.62,350.28,352.36,340.44,339.21,341.64,336.47,339.28,338.06,338.02,341.61,341.55,343.83,350.02,344.88,344.42,341.02,337.69,334.83,341.66,347.61,339.16,340.85,351.66,355.41,346.03,348.66,353.22,362.27,362.08,359.24,355.16,349.19,338.08,335.79,348.14,346.91,357.97,362.23,371.12,361.43,353.12,348.78,L7
2004-11-01 22:11:49+00:00,,,,,,,,,,,,,,,,,331.09,327.94,335.39,332.86,336.47,336.10,336.61,334.91,331.38,347.86,351.53,360.80,358.37,355.60,341.00,331.67,329.67,333.69,348.10,344.55,336.47,333.30,342.99,362.61,367.46,356.80,353.81,353.67,341.79,333.19,326.16,326.11,332.62,342.29,338.01,336.51,334.66,350.91,L5
2004-11-08 22:18:08+00:00,353.72,354.27,342.87,353.70,357.29,368.05,362.22,360.81,359.45,354.73,345.68,348.53,353.64,353.11,342.96,345.31,341.29,342.12,342.90,342.23,341.78,351.53,348.86,343.11,345.96,354.37,357.12,357.64,352.16,351.47,347.11,349.55,340.74,345.32,357.79,359.20,355.51,348.13,361.11,369.87,367.53,368.80,361.54,354.68,345.29,351.51,350.08,349.17,359.01,350.80,359.15,355.54,349.81,351.48,L5
2005-01-28 22:16:23+00:00,,,,,,,,,,,,,,,,,,333.02,341.73,346.77,350.02,353.43,354.19,337.97,338.36,340.72,344.12,350.49,351.00,338.29,336.44,336.72,336.08,335.69,343.20,349.90,346.53,365.60,376.94,372.83,367.49,358.67,,,,,,,,,,,,355.82,L7
2005-02-20 22:22:47+00:00,325.34,325.71,315.06,320.94,324.64,332.13,325.90,,331.28,327.00,323.77,320.96,323.48,328.00,318.53,319.27,311.86,319.70,323.30,319.91,,330.03,323.52,326.13,317.82,317.86,324.30,316.85,309.45,313.98,311.40,315.24,313.22,308.08,316.96,319.49,,325.01,325.58,335.35,329.20,325.92,321.20,326.36,317.81,309.10,311.12,309.55,319.28,318.38,,,,,L7
2005-03-16 22:20:06+00:00,365.18,352.27,346.78,355.96,366.83,358.89,357.65,366.42,372.49,358.38,351.55,349.22,353.42,351.68,344.63,335.34,342.17,345.52,351.78,351.90,359.85,364.89,367.65,350.86,352.22,349.22,349.00,349.26,341.17,329.34,334.56,338.36,342.68,342.20,350.35,354.49,361.06,362.70,363.02,358.06,368.76,356.86,354.20,355.52,348.18,,,,,,,,,,L5
2005-04-09 22:22:45+00:00,348.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.04,358.74,359.50,328.04,305.67,L7
2005-04-17 22:20:16+00:00,355.84,353.24,348.70,350.08,347.91,353.40,351.90,356.14,352.47,348.29,346.34,346.11,351.66,355.69,349.04,338.08,335.64,343.84,344.51,346.32,344.89,350.01,355.62,345.39,345.21,342.39,340.10,336.33,332.17,329.37,329.87,333.85,339.53,345.17,349.03,346.48,337.22,334.80,346.55,350.17,349.74,343.85,338.48,328.05,315.26,314.41,328.27,316.09,281.39,325.58,338.29,347.45,335.95,313.76,L5
2005-06-13 22:14:31+00:00,,,375.79,357.24,349.02,374.59,367.03,358.90,352.69,346.98,374.32,,,,,385.97,345.49,,,355.15,389.36,391.95,371.13,,322.46,351.36,336.17,,,,,,,,,,,,,,,,,,,,,,251.68,,,,283.58,289.64,L5
2005-07-15 22:14:43+00:00,349.98,337.00,347.83,347.44,355.38,351.61,363.21,360.22,357.34,347.08,346.31,351.38,351.82,356.63,346.96,351.96,340.14,331.83,344.64,334.60,349.43,358.85,352.59,346.98,345.84,350.46,328.45,,,,,,,,,,,,,,,,,,,,,,263.69,,,,300.36,295.67,L5
2005-07-22 22:20:58+00:00,343.61,323.39,332.26,340.17,333.49,351.10,347.51,341.01,338.45,335.92,350.81,353.59,341.18,339.55,343.91,351.61,332.26,328.75,328.27,326.34,349.32,353.06,344.98,339.13,336.45,336.32,330.77,315.80,330.17,317.14,331.24,,,,335.72,344.52,331.46,,,,,,,,,,325.92,302.92,299.13,330.76,329.87,329.77,320.14,312.33,L5
2005-08-16 22:15:00+00:00,329.67,328.78,332.77,337.78,336.43,336.74,338.33,338.81,338.49,337.30,329.24,329.99,339.30,327.79,326.87,325.55,326.22,321.46,319.35,320.29,329.70,342.01,343.63,337.96,332.40,321.03,328.03,321.22,309.01,324.78,320.89,328.63,323.16,320.81,331.43,333.19,332.32,315.89,328.65,326.98,314.37,320.73,319.87,308.72,,292.31,297.29,274.31,281.68,,,309.25,307.76,307.44,L5
2005-09-01 22:15:05+00:00,339.99,333.81,332.17,333.27,334.08,337.70,335.70,342.80,357.78,352.31,343.08,343.72,346.32,347.20,335.00,334.54,336.63,331.66,332.04,330.95,339.96,350.06,348.18,341.28,339.16,330.13,338.27,331.05,318.86,329.56,332.25,335.03,331.50,330.03,348.20,342.39,335.34,332.00,333.53,344.74,337.56,340.47,331.81,332.51,328.13,322.88,333.76,317.92,330.07,330.95,348.90,337.14,329.52,325.04,L5
2005-09-08 22:21:17+00:00,371.60,357.84,349.03,347.90,350.20,360.40,385.63,,385.17,365.67,357.27,354.13,352.58,354.35,341.93,340.66,348.10,350.76,350.84,357.27,380.62,383.97,371.66,351.05,348.65,347.01,352.17,354.17,365.08,365.21,370.39,371.90,383.78,383.01,375.09,356.57,348.62,356.00,380.05,381.87,379.30,371.20,366.08,362.97,357.38,355.32,341.45,349.27,354.60,357.91,359.01,360.43,353.98,,L5
2005-09-09 22:16:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,339.45,342.77,344.19,,,,,,,,,,,,,,,,,338.11,337.09,332.58,330.20,332.09,349.09,349.04,353.84,357.87,339.78,320.93,L7
2005-10-10 22:21:11+00:00,364.32,366.93,353.47,346.20,345.25,349.83,355.34,353.42,358.01,366.22,367.21,364.26,361.25,351.58,344.69,337.65,342.12,334.76,336.88,348.41,361.56,366.79,359.39,346.26,337.26,341.93,352.25,352.10,347.24,343.18,346.67,352.44,356.21,366.70,356.21,354.88,344.24,340.45,347.23,343.79,357.60,352.11,345.83,341.73,338.31,327.63,331.68,331.23,334.66,339.04,342.59,348.73,337.11,336.24,L5
