dates,satname,nzd0268-0000,nzd0268-0001,nzd0268-0002,nzd0268-0003,nzd0268-0004,nzd0268-0005,nzd0268-0006,nzd0268-0007,nzd0268-0008,nzd0268-0009,nzd0268-0010,nzd0268-0011,nzd0268-0012,nzd0268-0013,nzd0268-0014,nzd0268-0015,nzd0268-0016,nzd0268-0017,nzd0268-0018,nzd0268-0019,nzd0268-0020,nzd0268-0021,nzd0268-0022,nzd0268-0023,nzd0268-0024,nzd0268-0025,nzd0268-0026,nzd0268-0027,nzd0268-0028,nzd0268-0029,nzd0268-0030,nzd0268-0031,nzd0268-0032,nzd0268-0033,nzd0268-0034,nzd0268-0035,nzd0268-0036,nzd0268-0037,nzd0268-0038,nzd0268-0039,nzd0268-0040,nzd0268-0041,nzd0268-0042,nzd0268-0043,nzd0268-0044,nzd0268-0045
2002-02-18 21:42:54+00:00,L7,342.87,333.78,346.66,371.52,372.03,373.01,365.22,367.81,358.69,364.46,359.08,369.00,368.34,363.76,355.85,346.67,337.19,347.98,340.19,348.40,347.71,340.01,345.61,339.89,343.22,347.78,342.46,341.08,334.40,346.04,343.93,330.74,336.47,359.63,355.77,357.02,352.29,351.49,355.40,345.49,345.30,348.95,345.94,334.03,326.97,346.08
2002-09-14 21:41:55+00:00,L7,185.90,127.92,367.43,377.45,375.91,380.39,381.81,375.54,363.81,367.82,361.38,378.87,371.04,371.75,359.58,345.63,333.71,336.94,334.55,340.41,345.14,338.55,344.15,342.29,340.68,351.44,344.82,346.68,345.40,367.78,360.17,325.54,325.78,356.34,350.87,357.52,364.50,360.29,355.20,350.77,339.02,338.30,343.20,337.02,333.64,343.35
2002-09-30 21:41:47+00:00,L7,232.48,365.53,365.54,376.51,377.64,378.53,376.48,372.33,362.38,362.37,355.41,365.73,370.21,361.59,360.09,339.93,331.50,333.62,330.90,338.25,344.26,335.18,333.48,338.07,336.67,346.75,339.59,342.32,331.84,354.03,356.75,322.78,320.71,351.51,347.11,356.00,364.44,356.35,354.99,352.33,340.12,336.66,342.46,334.39,332.17,332.85
2002-11-01 21:41:54+00:00,L7,364.70,370.32,375.03,382.13,388.18,389.57,389.34,401.95,405.46,390.38,383.03,405.50,393.64,393.62,390.98,360.14,361.74,365.64,351.18,354.44,364.29,365.53,348.14,359.44,360.46,385.78,363.94,369.11,355.84,381.68,386.78,341.14,338.23,375.48,384.64,363.75,361.51,355.15,361.10,359.58,345.49,342.25,348.34,344.68,341.92,342.29
2002-11-17 21:42:06+00:00,L7,335.28,356.21,363.91,371.12,378.32,375.65,368.04,376.05,373.02,362.36,358.14,368.29,362.76,358.51,357.12,343.03,339.22,339.92,330.77,342.61,345.28,342.68,338.09,342.83,343.51,353.45,348.27,343.71,335.07,354.24,355.14,323.53,322.50,352.67,355.77,358.63,353.02,,,,,,330.77,329.49,323.87,327.79
2003-01-20 21:42:33+00:00,L7,345.13,363.15,360.02,371.36,368.51,367.61,361.60,369.22,367.17,360.37,350.17,362.73,362.23,355.45,356.63,341.11,336.34,335.34,331.57,335.77,337.00,341.47,341.47,340.30,340.07,347.33,331.90,333.45,328.69,347.80,345.41,325.24,323.59,345.76,342.38,343.68,348.97,345.74,343.43,340.38,330.87,323.46,334.94,324.86,325.49,331.95
2003-02-05 21:42:41+00:00,L7,,,354.77,369.57,368.58,357.03,358.90,365.32,365.35,346.88,350.83,361.89,360.88,356.31,358.40,341.24,336.55,337.62,332.40,335.87,340.17,340.81,344.44,338.57,342.52,346.16,334.28,334.48,328.57,348.49,343.75,324.75,323.52,348.12,345.04,343.06,347.96,349.09,346.95,338.77,327.94,325.84,330.50,,,
2003-02-21 21:42:44+00:00,L7,327.16,321.76,332.21,343.08,348.51,344.32,338.43,341.22,337.12,332.65,328.68,340.27,345.01,340.12,335.38,322.07,316.00,317.01,308.49,317.08,322.07,327.85,328.97,325.63,321.12,329.50,316.98,317.20,308.12,331.91,324.37,306.74,308.79,327.03,327.76,333.64,334.62,335.50,336.66,327.16,316.97,316.37,324.10,314.01,310.86,325.72
2003-05-12 21:42:48+00:00,L7,177.12,122.73,107.44,116.80,142.42,147.62,167.32,389.16,391.11,383.59,371.39,381.31,375.31,377.96,377.19,364.14,347.91,345.63,348.75,365.66,371.78,367.54,361.50,364.55,359.84,366.34,353.55,348.00,350.68,387.27,382.29,341.36,331.76,364.20,374.17,370.18,371.00,370.46,365.98,359.43,347.23,349.14,360.61,343.37,344.68,353.33
2003-05-28 21:42:46+00:00,L7,147.01,119.69,102.56,,142.69,148.67,163.60,169.82,366.97,364.73,349.37,347.17,368.06,361.97,359.60,329.14,327.79,339.85,350.08,355.51,,358.02,350.50,350.37,346.99,342.24,,341.68,342.81,371.90,367.44,331.34,342.63,,353.26,353.44,361.72,366.19,357.74,,335.78,335.10,340.96,333.78,331.67,336.28
2003-07-15 21:42:38+00:00,L7,181.86,131.30,121.37,,145.72,150.86,169.15,179.63,360.82,363.21,112.04,95.10,365.54,360.40,359.96,342.29,343.51,351.70,347.67,349.79,355.50,357.51,,,339.79,347.09,334.90,343.46,334.96,349.17,347.86,335.95,334.67,361.45,357.51,354.70,362.28,363.72,360.68,354.15,339.89,,336.74,333.72,331.29,335.55
2003-08-08 21:30:55+00:00,L5,,,,,121.98,138.17,159.41,170.91,386.96,365.56,363.88,372.99,374.87,401.33,381.01,354.94,366.18,376.15,372.98,352.05,369.24,367.43,360.14,369.10,363.71,402.45,372.60,360.74,353.55,366.85,371.88,368.86,357.06,381.50,371.38,356.49,363.85,364.00,376.56,375.54,,,,,,
2003-08-16 21:42:28+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-25 21:31:42+00:00,L5,168.14,332.95,356.16,370.90,376.20,383.74,376.03,395.27,384.00,375.03,370.42,384.00,385.31,389.17,374.37,358.50,369.92,369.57,353.37,359.73,350.81,360.70,354.90,346.67,340.52,360.66,337.24,335.97,333.42,363.87,373.68,351.94,347.55,373.24,368.40,368.45,367.90,361.34,355.53,358.16,347.52,357.48,356.48,342.86,338.03,350.62
2003-10-19 21:42:20+00:00,L7,,362.64,365.51,371.10,380.30,376.72,373.19,,,,,,,,,356.19,349.21,347.75,343.96,356.76,358.30,345.10,340.15,336.87,335.27,349.99,336.83,339.12,333.98,354.85,354.90,330.86,329.67,352.93,,,366.18,357.91,353.48,351.77,348.51,354.74,356.64,335.59,322.20,330.99
2003-11-04 21:42:27+00:00,L7,350.60,362.06,368.40,371.33,380.55,376.90,379.37,391.66,379.85,387.06,377.80,391.44,395.99,395.76,375.61,357.78,353.31,353.47,346.87,357.25,357.14,350.53,342.47,350.31,351.93,,,344.47,345.63,369.10,374.10,337.73,330.46,357.67,357.75,367.95,371.71,367.91,362.31,370.65,362.62,363.88,364.62,,,341.69
2003-11-20 21:42:43+00:00,L7,361.90,369.27,376.01,382.20,381.52,382.42,380.48,405.68,394.31,397.67,392.01,408.38,406.22,409.95,399.47,375.41,367.26,375.92,373.67,377.80,371.96,,,366.24,357.36,364.98,364.35,362.71,359.56,386.70,392.85,359.60,347.58,370.45,378.39,384.55,386.66,388.70,382.99,374.10,,,366.56,348.33,338.69,346.39
2003-11-28 21:32:34+00:00,L5,328.16,332.24,340.76,350.44,356.94,350.65,353.81,363.59,363.35,351.55,351.49,366.28,365.28,353.13,346.54,334.55,324.49,333.87,332.07,342.97,338.33,333.29,338.06,335.13,333.24,337.28,324.30,319.67,317.17,337.60,334.70,316.03,313.24,340.33,339.65,340.83,355.00,352.44,345.85,339.70,343.35,347.31,347.64,327.94,309.38,321.96
2003-12-14 21:32:38+00:00,L5,353.00,366.01,366.35,377.41,376.50,377.06,372.05,387.03,378.74,374.97,371.19,389.74,389.41,381.55,374.19,357.48,346.74,352.69,357.57,357.57,356.64,358.74,361.57,356.87,356.26,366.03,346.63,336.57,334.02,364.74,365.50,340.86,335.42,358.39,358.21,361.54,373.98,372.34,370.50,364.74,357.00,365.24,367.64,349.53,321.70,328.85
2004-01-23 21:43:06+00:00,L7,324.67,335.48,,354.78,358.84,358.44,354.46,366.84,359.05,359.98,355.60,371.31,370.32,366.56,352.76,340.70,335.98,346.09,,,349.23,343.52,337.85,340.50,335.26,342.81,336.79,340.05,333.16,347.17,341.11,325.43,327.46,356.08,352.04,349.44,356.83,356.02,,346.06,346.78,345.36,344.85,323.08,316.79,325.55
2004-02-24 21:43:09+00:00,L7,306.06,341.07,350.75,350.89,357.92,350.24,349.12,363.63,359.55,357.52,349.56,361.23,365.17,355.22,342.24,340.20,331.08,338.84,333.97,345.07,337.96,339.04,338.36,333.33,333.97,341.94,331.88,,,342.14,343.14,324.26,323.09,352.11,348.56,348.69,350.15,353.13,353.86,347.60,345.56,347.11,349.68,326.48,319.64,325.33
2004-03-27 21:43:21+00:00,L7,164.33,140.54,,366.47,365.55,357.41,359.68,370.78,367.27,363.13,360.31,370.28,371.70,364.47,361.89,347.30,345.69,351.29,348.91,356.33,357.15,359.75,354.64,358.56,350.66,360.56,352.19,352.62,350.16,370.29,361.64,,,,361.67,360.96,359.51,361.35,365.09,355.56,350.55,356.74,365.96,341.22,335.55,343.71
2004-04-04 21:33:25+00:00,L5,302.84,340.42,352.66,381.83,377.70,383.07,384.09,390.42,393.38,392.60,380.14,383.91,391.39,391.21,379.79,374.72,366.21,370.08,365.71,372.58,378.04,384.52,369.94,370.70,371.57,375.23,366.07,365.44,359.44,374.82,372.68,356.40,357.55,365.44,361.47,357.53,358.80,368.29,368.24,359.81,352.58,374.30,374.29,359.02,344.48,369.84
2004-05-06 21:34:22+00:00,L5,,,,107.87,153.90,151.26,174.83,347.54,370.77,363.34,356.61,375.16,379.31,374.33,363.06,353.33,349.33,353.67,347.82,353.39,355.62,353.22,353.35,347.51,342.66,347.17,339.05,344.42,331.12,341.06,346.48,334.82,335.60,353.95,350.21,351.30,353.84,347.21,348.75,346.23,346.67,349.05,350.76,338.61,326.54,335.71
2004-05-30 21:43:12+00:00,L7,149.07,123.76,145.12,170.64,153.13,150.54,175.50,388.11,368.96,376.92,358.25,387.03,393.69,394.09,373.46,359.17,368.67,,,,377.91,372.13,375.53,,,,,,,,,,,,,,,,,,,377.10,371.16,,,
2004-06-15 21:43:05+00:00,L7,160.84,68.16,,,134.37,143.63,157.21,167.95,,,,,,,,,,,,,,377.88,389.71,391.77,366.85,400.72,,,378.13,392.86,394.15,365.86,364.41,,379.85,380.31,381.39,377.38,375.78,,374.91,381.55,377.36,360.65,351.27,361.66
2004-06-23 21:35:46+00:00,L5,,,,,138.37,154.07,165.88,172.09,193.28,133.56,109.95,98.21,,354.93,349.36,341.00,,343.89,336.74,341.75,339.60,335.54,339.00,340.30,338.64,345.76,336.97,338.87,330.97,349.24,342.87,329.22,332.35,355.10,354.99,354.38,360.27,357.95,350.82,346.06,341.28,349.54,351.63,331.32,324.59,336.65
2004-07-25 21:36:37+00:00,L5,,,,,142.54,153.36,166.55,173.60,369.15,370.48,362.11,375.89,373.60,372.33,365.89,354.45,352.37,361.61,352.85,359.32,360.72,362.89,363.15,366.04,349.79,355.45,359.26,368.11,362.10,376.44,360.02,335.65,348.44,367.34,366.89,362.90,353.10,352.55,353.20,350.98,340.79,350.57,357.65,340.85,337.97,354.01
2004-08-02 21:42:52+00:00,L7,152.55,113.59,104.66,,131.52,,162.77,,345.47,354.19,349.24,363.18,366.19,357.18,348.82,340.54,340.98,354.60,344.39,350.90,350.00,355.39,353.01,353.60,345.87,344.03,343.63,355.48,349.50,359.91,355.58,334.58,333.52,357.84,353.47,352.75,351.70,352.27,350.91,344.69,341.24,346.30,348.21,334.55,326.32,342.92
2004-08-10 21:36:56+00:00,L5,167.31,127.94,107.24,135.69,149.06,166.87,168.35,358.49,388.87,395.80,384.34,384.91,394.93,393.28,374.62,367.63,372.30,386.35,369.78,374.12,369.36,365.91,359.36,363.39,356.17,361.78,363.02,366.10,359.48,365.68,369.99,364.96,364.79,379.81,376.38,374.23,368.95,364.70,371.82,360.00,345.44,356.84,356.84,343.81,341.96,356.67
2004-09-03 21:42:47+00:00,L7,186.83,130.97,107.76,168.74,360.85,362.46,359.45,358.00,346.62,347.38,340.64,349.49,354.32,346.55,339.77,339.02,329.21,333.77,312.05,316.15,315.88,317.34,321.68,321.83,326.76,329.33,326.02,325.92,,,331.10,311.55,314.54,343.26,340.27,344.92,345.23,339.69,341.44,341.27,339.44,333.39,332.05,326.49,320.97,
2004-09-19 21:42:41+00:00,L7,,,320.32,353.02,360.77,363.86,363.98,243.63,,,151.94,128.91,,,,,316.88,322.77,309.62,316.30,315.29,317.37,324.82,322.93,323.55,326.63,318.24,318.80,313.72,331.83,330.86,311.26,315.49,339.38,,,342.69,336.78,337.88,334.00,329.03,328.01,327.12,320.86,317.77,329.05
2004-10-13 21:38:32+00:00,L5,355.78,364.17,369.76,385.07,393.77,394.02,401.37,409.15,396.84,391.82,381.71,385.75,385.05,383.71,380.50,365.69,358.70,362.18,355.87,348.58,360.08,371.91,367.31,369.11,371.92,386.52,364.72,362.27,358.92,388.76,375.65,351.17,338.43,358.39,362.37,369.42,378.47,379.58,373.20,366.76,357.11,357.52,360.91,360.57,352.11,356.54
2004-11-06 21:42:59+00:00,L7,350.33,366.09,367.88,376.51,381.52,384.86,385.81,400.63,392.36,384.43,370.01,380.78,378.33,380.95,370.88,352.77,339.25,344.13,339.01,346.46,352.75,358.26,352.98,352.31,349.59,363.90,347.61,,,,384.73,356.96,338.69,355.50,359.04,366.57,370.39,373.02,370.53,369.10,351.24,350.68,356.99,348.72,339.84,
2004-12-08 21:43:14+00:00,L7,366.60,370.07,371.41,378.32,384.08,386.76,394.48,420.38,415.85,395.51,384.22,397.33,394.34,397.01,393.73,365.19,350.80,347.64,347.95,364.09,373.36,378.45,375.31,368.65,366.30,375.25,366.60,371.48,365.32,389.25,389.46,,,,,364.11,367.83,368.56,372.54,365.18,350.85,349.06,356.87,348.13,341.24,343.30
2005-02-10 21:43:38+00:00,L7,321.25,335.70,356.98,364.71,367.22,367.67,364.34,377.07,367.86,365.36,362.51,376.41,377.96,370.91,354.38,347.02,345.56,347.43,344.00,346.94,352.27,353.14,354.65,349.40,,,346.38,348.04,342.52,359.54,355.17,347.70,338.17,357.55,351.09,352.07,357.25,359.48,352.94,341.97,340.43,341.75,,,325.58,337.85
2005-02-18 21:40:42+00:00,L5,358.55,377.20,376.34,386.68,389.28,388.87,383.99,416.22,402.76,385.07,383.58,404.49,405.31,393.77,376.27,362.78,366.21,371.35,370.68,376.68,376.58,383.23,387.49,391.65,383.01,400.77,385.70,379.25,375.07,388.37,379.32,367.47,360.58,374.18,375.40,376.62,378.68,376.37,371.46,362.25,361.78,362.32,365.13,356.36,352.87,357.98
2005-02-26 21:43:44+00:00,L7,152.58,530.97,618.49,378.32,,,612.84,654.03,,,367.48,,374.39,,,,,337.63,330.83,334.19,334.06,339.30,345.50,352.61,346.92,360.48,354.24,354.63,343.68,364.62,364.62,349.46,347.64,360.05,354.89,,,355.28,350.88,346.58,338.43,339.18,341.58,322.95,316.48,320.66
2005-03-22 21:41:05+00:00,L5,159.88,354.46,369.89,376.38,383.15,385.79,388.75,398.19,387.30,381.08,379.75,394.93,391.21,394.99,379.62,368.52,372.89,381.80,371.71,374.94,376.61,377.22,369.14,374.27,366.00,395.04,382.58,367.81,345.29,364.65,380.73,372.22,372.00,383.34,373.24,373.52,376.98,381.26,370.40,368.22,355.75,358.39,367.82,354.64,350.03,353.18
2005-03-30 21:43:44+00:00,L7,,131.84,116.53,363.42,363.21,360.10,360.02,273.66,,176.52,165.41,155.50,,,,,329.90,340.61,334.94,341.94,342.43,346.22,343.89,340.62,341.65,344.73,341.04,335.25,327.55,348.21,351.52,338.52,335.28,353.99,,,346.31,341.26,345.50,343.06,330.97,335.94,343.08,332.66,325.61,328.22
2005-04-23 21:41:13+00:00,L5,160.87,134.15,117.30,145.54,150.16,340.94,375.73,379.89,376.00,375.81,368.43,378.97,387.51,384.49,368.23,356.51,357.02,367.54,361.07,364.63,369.72,369.68,370.61,368.46,365.30,375.06,360.52,364.57,357.12,374.09,364.27,343.87,346.64,367.89,361.92,360.13,362.74,363.19,361.33,361.56,351.18,351.19,360.38,349.94,350.20,351.00
2005-05-01 21:43:39+00:00,L7,142.88,,,,,,,367.84,357.61,363.95,352.93,371.92,376.96,375.36,359.22,346.76,338.89,345.36,343.02,348.92,353.95,351.81,349.83,352.08,349.98,358.12,343.24,346.44,340.56,356.62,353.23,337.44,334.03,352.65,350.36,354.66,359.82,353.62,354.51,349.15,337.04,340.05,348.22,336.84,336.54,343.89
2005-05-09 21:41:19+00:00,L5,,,,123.13,147.05,155.83,169.67,357.57,369.87,367.19,359.30,375.55,382.99,377.74,364.67,347.89,343.54,343.94,342.17,347.50,350.39,346.57,346.30,349.06,346.14,354.53,347.20,348.98,344.36,360.08,355.30,339.19,345.24,365.99,356.88,352.57,358.60,353.34,351.60,345.64,337.44,338.62,347.16,338.72,338.60,350.84
2005-05-25 21:41:28+00:00,L5,,,,,142.18,155.92,171.96,183.24,372.83,367.14,359.31,364.02,374.81,374.33,365.92,350.52,346.05,350.22,342.86,351.23,356.27,357.06,359.22,350.05,351.24,361.37,352.96,351.59,347.95,367.78,355.95,337.03,336.73,359.24,359.27,350.71,358.83,357.66,358.59,359.92,341.61,344.90,354.06,346.47,338.27,351.80
2005-06-02 21:43:36+00:00,L7,161.75,125.04,111.75,,142.39,161.75,167.09,184.62,276.25,305.08,334.83,368.01,324.34,254.17,240.24,,360.96,360.91,369.25,374.93,380.90,370.93,369.45,375.48,361.00,374.25,,363.45,366.78,380.53,367.88,359.64,352.83,,385.69,371.95,372.27,371.72,368.51,355.71,343.44,345.93,355.47,350.61,350.85,357.62
2005-06-10 21:41:36+00:00,L5,,,,,146.94,157.23,170.34,178.74,216.49,146.92,106.70,89.51,355.21,361.28,357.44,343.04,327.39,330.65,328.81,338.49,346.12,344.92,342.11,336.31,337.62,345.67,340.61,343.66,339.82,358.83,350.99,330.46,324.70,353.47,350.76,349.57,348.77,351.64,350.88,350.03,337.72,334.67,342.35,338.57,337.42,340.49
2005-06-26 21:41:40+00:00,L5,,,,,143.68,153.79,172.58,176.89,200.97,138.36,111.43,94.28,,330.51,333.20,321.30,,,306.23,321.91,317.95,322.77,329.44,317.93,315.53,319.80,312.31,317.84,307.57,324.28,322.12,305.53,306.13,330.33,334.08,343.33,344.52,344.90,342.51,331.86,323.59,319.57,324.35,318.54,313.95,323.32
2005-07-12 21:41:47+00:00,L5,,,,,144.51,158.01,164.26,174.28,198.25,124.80,105.61,101.48,,338.19,334.57,320.12,,309.09,301.15,311.39,320.60,321.80,329.49,326.77,333.34,335.02,329.21,330.76,320.35,337.04,333.88,314.61,311.26,330.29,328.99,339.14,339.15,335.74,339.63,338.46,327.81,329.63,337.37,328.67,328.67,334.16
