dates,satname,nzd0524-0000,nzd0524-0001,nzd0524-0002,nzd0524-0003,nzd0524-0004,nzd0524-0005,nzd0524-0006,nzd0524-0007,nzd0524-0008,nzd0524-0009,nzd0524-0010,nzd0524-0011,nzd0524-0012,nzd0524-0013,nzd0524-0014,nzd0524-0015,nzd0524-0016,nzd0524-0017,nzd0524-0018,nzd0524-0019,nzd0524-0020,nzd0524-0021,nzd0524-0022,nzd0524-0023,nzd0524-0024,nzd0524-0025,nzd0524-0026,nzd0524-0027,nzd0524-0028,nzd0524-0029,nzd0524-0030,nzd0524-0031,nzd0524-0032,nzd0524-0033,nzd0524-0034,nzd0524-0035,nzd0524-0036,nzd0524-0037,nzd0524-0038,nzd0524-0039,nzd0524-0040,nzd0524-0041,nzd0524-0042,nzd0524-0043,nzd0524-0044,nzd0524-0045,nzd0524-0046,nzd0524-0047,nzd0524-0048,nzd0524-0049,nzd0524-0050,nzd0524-0051,nzd0524-0052,nzd0524-0053,nzd0524-0054,nzd0524-0055,nzd0524-0056,nzd0524-0057,nzd0524-0058,nzd0524-0059,nzd0524-0060
2000-08-19 22:11:49+00:00,L7,,,,,,,601.50,575.71,,,,,,,,345.81,,619.25,629.48,356.59,353.52,354.81,348.00,340.26,340.21,319.13,310.76,312.07,304.90,305.45,302.63,303.17,,,,,344.26,340.79,345.45,353.39,357.87,339.53,338.93,343.66,338.37,340.27,332.23,321.32,320.37,318.20,314.94,,,,,,281.94,265.64,260.06,251.68,285.36
2000-09-20 22:11:14+00:00,L7,310.16,312.34,311.60,313.05,319.86,316.90,321.37,329.59,335.21,331.45,329.15,329.62,326.50,324.69,324.82,320.05,315.54,307.76,316.43,321.36,323.16,317.33,304.88,303.20,297.91,303.39,303.62,296.78,293.21,298.04,295.31,307.40,308.68,314.62,326.71,338.21,344.55,351.85,360.12,367.35,377.71,369.79,362.78,363.65,357.30,346.93,356.63,348.74,337.09,318.30,318.38,322.59,317.29,301.19,297.50,282.65,281.15,275.61,288.69,291.58,298.69
2000-11-16 22:04:56+00:00,L7,322.59,321.15,320.35,321.51,321.77,314.65,316.00,319.63,325.03,321.33,318.72,319.62,317.20,319.18,321.66,320.49,320.76,321.71,331.72,337.89,339.97,330.55,324.00,319.09,304.38,305.27,295.19,288.50,285.39,284.55,287.36,299.20,304.41,305.18,309.92,313.36,318.99,327.28,333.57,340.16,345.15,338.38,333.14,330.47,324.06,313.89,312.81,310.90,306.82,306.99,307.32,307.78,304.36,295.18,286.57,289.62,290.34,289.64,286.41,282.06,294.61
2000-12-18 22:05:01+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,317.41,312.93,307.89,302.76,305.95,305.15,305.73,310.34,314.27,315.73,329.26,324.10,329.29,331.29,340.34,348.65,338.71,331.08,326.76,321.08,317.50,312.34,299.72,295.92,297.70,292.43,,,,,,,,,,
2000-12-25 22:11:14+00:00,L7,343.68,340.15,340.76,336.67,334.56,336.20,339.13,338.08,342.89,341.85,336.82,332.16,331.86,326.82,325.86,334.87,334.63,336.08,342.25,344.77,341.97,338.73,332.54,330.36,331.49,318.33,318.06,310.09,307.01,308.76,308.96,313.02,314.47,316.34,322.63,324.96,329.04,323.75,340.08,342.75,350.50,346.06,339.40,334.48,332.82,331.16,327.67,321.47,322.80,319.70,319.10,328.92,332.75,318.47,310.43,296.48,290.25,290.10,293.24,295.56,307.45
2001-04-16 22:10:54+00:00,L7,324.31,344.90,346.84,347.07,344.80,346.12,345.46,346.32,346.95,342.21,336.58,334.26,330.65,329.27,328.46,334.39,334.11,334.23,340.75,343.68,340.87,337.08,331.98,322.82,313.82,310.13,306.25,298.55,289.75,286.56,286.62,284.49,293.09,293.20,296.99,297.61,299.21,302.26,312.81,321.96,324.40,319.26,305.59,306.32,305.28,303.11,294.40,288.13,290.25,294.68,,,306.93,294.43,286.91,281.36,279.43,278.22,274.67,282.22,293.43
2001-07-14 22:03:57+00:00,L7,317.37,,349.88,356.34,355.46,355.90,353.67,348.72,351.21,352.70,345.02,340.60,339.75,334.75,335.18,338.44,338.24,336.16,341.97,343.19,343.46,338.08,330.71,316.67,300.08,300.72,299.50,294.21,282.63,272.86,274.44,272.32,274.25,281.28,272.77,279.74,273.17,282.05,296.04,302.64,305.08,308.46,301.33,294.11,297.41,289.40,283.89,275.39,282.71,281.94,,,292.92,275.35,279.76,278.17,273.89,273.40,267.10,273.45,
2001-08-15 22:03:26+00:00,L7,324.51,345.07,355.52,354.78,352.26,351.98,348.74,344.75,344.85,346.07,338.16,338.35,338.37,335.33,342.83,344.11,340.15,338.24,339.85,345.26,339.78,340.72,332.64,324.82,322.26,313.63,303.45,303.78,300.82,299.68,301.90,297.59,293.70,299.26,302.86,299.96,304.47,304.70,314.66,329.37,328.12,326.91,319.56,320.73,315.36,296.23,291.24,290.83,303.60,315.32,315.40,325.76,324.95,310.84,295.41,281.61,279.03,277.56,279.56,284.18,305.66
2001-08-31 22:03:17+00:00,L7,317.44,314.70,324.41,325.42,328.78,327.40,326.77,335.20,341.33,343.41,345.81,342.68,343.45,344.98,343.06,340.78,336.45,336.49,335.77,334.73,334.05,329.29,322.30,321.27,314.51,309.91,302.55,297.07,289.27,285.84,292.57,293.82,300.58,307.02,309.69,315.28,326.54,333.81,339.15,343.90,363.35,358.42,358.57,362.09,361.21,357.98,354.97,346.41,342.22,333.90,333.70,335.78,336.99,321.93,311.15,302.62,299.20,296.41,306.17,311.62,319.19
2002-03-11 22:03:31+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.43,297.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-05 22:09:37+00:00,L7,307.84,312.36,329.85,325.40,317.84,312.34,304.58,307.46,311.39,304.55,302.01,296.98,296.44,296.71,301.10,301.33,306.05,306.29,317.21,325.50,326.19,326.48,315.60,308.60,301.61,289.86,289.58,293.52,283.78,286.69,284.41,281.12,284.73,292.02,292.01,293.01,292.24,298.54,302.54,320.66,337.49,345.13,334.74,328.49,321.36,317.71,324.38,326.81,329.29,332.23,,,326.95,313.17,298.72,287.21,274.26,271.22,267.28,276.22,290.33
2002-05-14 22:03:19+00:00,L7,313.38,347.69,356.47,350.58,342.95,341.92,346.25,340.94,330.25,326.19,322.79,326.19,329.57,332.03,334.52,333.83,338.73,347.80,346.57,349.32,346.83,346.45,346.24,333.96,325.64,326.99,325.45,318.92,314.93,315.97,317.27,309.07,320.44,320.95,319.54,313.88,316.79,330.39,348.72,363.49,376.21,368.27,358.90,356.64,350.32,347.48,349.66,355.82,358.91,356.78,,367.26,367.47,353.82,336.82,326.64,315.41,311.16,319.47,314.29,326.60
2002-06-15 22:03:07+00:00,L7,315.53,,333.94,335.09,340.16,333.25,327.53,333.38,322.86,332.46,325.36,320.18,316.78,315.59,325.03,319.97,327.25,339.27,342.89,344.03,345.30,348.56,335.15,334.28,323.70,317.10,305.44,293.28,280.09,282.93,273.42,280.70,292.32,294.70,309.21,315.02,324.06,342.57,342.41,347.28,363.91,357.68,340.29,327.77,333.29,332.24,335.73,337.91,333.15,340.19,,,343.77,343.65,332.49,316.73,293.79,290.70,283.45,283.84,314.97
2002-07-01 22:03:02+00:00,L7,310.44,,329.50,336.04,340.64,328.61,320.26,320.07,334.57,323.06,314.69,308.94,291.57,289.83,299.69,306.10,,303.64,321.77,326.59,321.98,,302.32,299.82,,,,,205.06,,,246.07,,,249.68,281.52,,307.24,,,337.73,332.38,314.46,290.44,292.47,308.31,315.91,315.28,318.78,332.79,333.42,338.67,336.69,325.08,319.48,306.58,286.61,278.99,280.28,295.96,306.16
2002-07-08 22:09:12+00:00,L7,317.06,,345.20,343.11,343.73,341.18,337.94,331.54,337.33,343.86,330.43,327.66,324.40,322.96,332.28,336.98,337.28,334.90,341.76,345.06,340.99,348.42,345.13,338.01,332.44,321.51,322.71,312.33,,304.97,291.47,305.06,282.75,303.96,317.93,334.16,346.50,348.01,357.46,358.01,369.79,357.40,,,,,,,,,,,,,,,,,303.92,313.11,325.67
2002-08-09 22:08:57+00:00,L7,330.99,321.46,330.60,331.66,337.55,335.63,338.94,327.98,336.38,339.78,334.02,321.33,318.76,321.20,325.87,331.37,339.81,340.04,342.61,346.39,354.53,353.77,343.97,336.15,330.37,323.31,318.78,316.39,306.58,306.11,308.25,318.55,314.96,318.70,324.94,324.85,331.10,343.61,357.17,368.17,373.04,374.55,368.26,366.71,376.51,379.90,375.50,372.62,374.93,371.07,,,365.86,353.30,338.99,325.75,311.07,306.06,306.49,312.32,338.16
2002-09-10 22:08:43+00:00,L7,321.91,326.19,329.18,329.75,322.08,320.28,318.88,318.38,317.15,315.38,312.68,305.33,298.40,305.28,304.66,311.75,323.12,332.09,334.20,336.80,337.68,334.99,336.24,329.21,323.28,317.18,312.98,308.17,297.85,299.25,302.22,305.20,306.48,311.39,314.29,318.14,326.80,334.46,342.30,358.13,365.16,356.74,354.36,352.47,351.36,349.38,346.53,348.61,353.14,354.12,347.78,344.69,340.21,332.41,327.08,317.99,308.38,298.19,299.82,314.41,329.70
2003-02-01 22:09:21+00:00,L7,351.64,346.41,339.34,347.93,345.24,342.21,341.05,338.26,336.93,332.37,321.63,321.92,322.08,322.34,329.70,334.29,340.78,346.66,350.70,357.15,357.24,355.39,349.09,344.91,338.77,334.19,330.07,324.95,321.01,320.99,322.58,324.69,326.81,332.12,331.16,330.60,337.42,344.15,351.43,362.01,367.79,364.11,359.48,358.84,357.82,356.31,353.55,351.63,353.61,354.92,355.98,360.52,361.07,345.59,336.40,329.11,319.82,322.97,335.15,336.52,339.55
2003-05-01 22:03:22+00:00,L7,321.54,345.58,342.25,335.14,336.56,329.73,328.60,334.70,326.58,321.91,316.05,313.91,309.85,312.71,319.50,322.75,,,,,,,,,,,,,,,,,,326.96,335.19,335.35,336.47,,,360.33,371.71,366.67,358.85,351.14,353.05,,,,,,356.63,362.69,360.59,342.45,,,,,,,
2003-05-17 22:03:18+00:00,L7,351.99,350.23,350.75,351.61,345.72,337.44,327.19,330.23,326.07,324.05,313.69,318.30,320.80,321.59,326.72,329.37,337.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-05 22:02:59+00:00,L7,310.39,318.14,327.35,330.05,334.15,326.59,329.75,332.86,323.79,320.68,312.00,302.84,307.36,299.37,296.32,308.50,,,,,,,,326.49,314.35,310.74,311.76,290.18,285.92,281.52,273.01,278.93,289.90,299.99,305.69,308.36,311.88,316.88,,,,,,,321.93,322.64,319.17,319.79,320.91,319.69,322.89,325.69,332.48,322.24,316.46,299.51,,,,,
2003-08-13 21:51:32+00:00,L5,334.34,324.77,335.84,339.26,347.58,355.45,358.87,363.54,361.82,353.24,339.98,335.48,333.07,335.83,337.73,344.56,347.25,341.37,350.92,360.09,373.61,373.26,364.22,361.07,347.85,340.16,328.89,321.75,317.72,316.96,313.58,314.48,326.07,338.69,346.31,346.89,349.88,353.07,357.58,360.69,366.28,364.96,367.07,363.47,372.01,375.96,364.09,356.56,356.66,351.10,350.63,361.28,368.65,354.22,345.04,331.88,316.42,317.18,327.02,334.76,342.10
2003-08-29 21:51:49+00:00,L5,333.33,325.12,337.64,345.72,347.10,349.65,342.27,341.03,341.01,345.23,340.23,334.52,324.41,322.61,327.74,335.31,340.28,343.16,351.66,354.06,360.89,360.20,355.02,355.53,348.03,324.78,325.50,317.05,310.18,306.20,316.19,315.52,320.32,326.80,337.71,342.08,344.15,357.49,362.03,373.81,379.73,374.84,370.40,373.01,378.99,375.96,364.66,360.51,353.02,357.39,361.34,366.06,366.56,353.08,343.94,330.00,319.38,318.43,314.57,330.16,352.33
2003-10-07 21:58:35+00:00,L5,333.50,319.20,326.87,330.11,331.14,333.71,330.86,330.86,326.35,325.77,322.55,326.16,326.44,321.61,326.93,330.13,336.67,345.35,344.91,351.41,352.42,351.18,350.29,351.32,343.92,335.59,322.54,319.02,316.06,313.20,314.89,314.03,316.79,319.77,329.28,336.26,342.43,347.81,355.06,367.50,371.30,363.70,359.49,355.68,349.55,356.65,364.70,358.24,354.59,350.37,353.90,358.90,353.63,340.47,327.98,328.51,328.21,328.34,320.49,328.19,349.76
2003-10-15 22:08:58+00:00,L7,320.72,321.68,325.16,322.72,322.01,321.16,323.08,317.93,316.53,320.22,314.68,312.13,311.29,,,,,,,,343.29,343.81,,,,,,,,,,,,,,,,,,,,,344.94,354.37,351.01,351.38,351.07,347.00,345.83,343.20,349.26,353.90,345.41,328.13,316.88,,,,,,
2003-11-16 22:09:23+00:00,L7,308.33,310.41,311.48,313.66,310.99,312.88,312.42,314.49,312.00,309.21,307.32,305.31,300.97,301.66,300.07,,,,,,,,,317.01,309.37,314.98,303.90,296.48,294.78,296.10,294.70,299.87,303.77,305.61,306.44,304.98,318.89,328.51,,,,,,,342.68,347.51,348.09,346.75,343.88,344.48,347.60,351.87,344.57,329.46,318.80,316.15,318.06,,,,
2003-11-17 21:52:57+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-26 21:59:30+00:00,L5,352.05,336.90,322.38,345.16,341.96,339.35,334.73,,,,,,,,,,,,,,,,,,,343.41,335.16,317.19,315.63,313.87,311.52,310.04,307.57,,,,,,,,,,,,,,,,,,,,,,329.27,327.73,338.55,339.40,339.29,343.40,349.50
2003-12-27 22:03:30+00:00,L7,,317.57,321.10,330.34,330.66,320.99,319.75,321.67,316.50,315.39,315.03,321.66,327.19,327.65,328.82,334.61,333.93,337.30,337.52,196.64,,,,,,,,,,,,,,,,,,310.43,321.46,325.45,329.94,,,,,,327.41,328.21,327.65,329.39,328.70,341.42,338.27,320.64,312.77,313.86,315.74,316.97,,,
2004-02-05 21:53:28+00:00,L5,,,,348.36,340.81,342.78,345.41,345.80,344.73,336.59,336.42,336.55,338.04,336.63,339.81,336.91,341.27,352.14,357.25,366.24,362.49,359.37,352.92,350.22,345.13,335.91,332.59,327.24,326.47,325.98,327.98,323.01,322.77,325.76,329.50,335.72,340.52,342.43,344.60,355.98,360.42,353.26,353.03,360.37,362.21,363.13,364.35,363.45,363.82,369.04,365.27,368.12,366.33,353.77,345.20,342.64,335.39,335.49,339.90,345.53,348.64
2004-03-31 21:59:59+00:00,L5,323.93,328.04,327.47,333.01,325.85,324.88,322.95,326.23,326.13,322.16,322.01,321.24,316.79,316.51,323.22,326.96,331.34,337.74,346.66,352.52,356.44,352.62,344.94,333.60,325.68,318.70,310.04,305.14,298.41,296.02,301.64,304.80,304.69,309.76,314.19,321.15,327.03,331.50,337.06,342.59,350.81,346.64,342.90,344.41,343.08,327.72,329.69,332.28,330.04,327.77,333.65,339.38,343.03,328.46,323.47,320.63,315.31,310.85,307.85,312.59,314.56
2004-04-08 22:10:00+00:00,L7,,,,,,,,318.86,325.84,322.21,313.27,313.05,313.04,312.38,317.62,323.23,327.54,338.90,340.90,347.74,350.70,346.00,342.51,338.16,325.94,,,,,,,,299.93,307.70,313.53,322.20,328.31,329.88,336.95,342.70,352.18,346.07,,,,,,,,,,,345.90,331.07,329.33,328.66,317.11,308.97,307.66,307.82,317.45
2004-04-24 22:09:55+00:00,L7,319.46,341.25,342.99,343.05,345.96,345.55,339.91,341.80,338.86,335.72,332.46,328.22,326.91,328.35,,,,,471.08,461.61,474.23,355.74,360.26,405.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.02,
2004-04-25 21:54:35+00:00,L5,,,,612.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.69,,521.79,518.67,,,,,,,,,,,,,,,
2004-05-02 22:00:57+00:00,L5,317.21,346.98,350.00,343.07,337.80,339.61,338.28,340.12,338.56,336.53,329.68,326.43,323.84,323.49,325.95,328.97,336.78,333.27,345.42,355.60,353.52,354.62,349.67,338.56,339.12,327.81,324.14,318.83,307.72,307.15,306.59,303.73,308.28,313.80,318.46,327.11,326.08,330.90,338.38,345.75,355.99,351.51,347.30,351.14,359.38,340.04,333.83,339.81,343.41,345.34,342.11,351.09,349.04,335.64,336.97,332.59,,,563.10,614.90,
2004-05-03 22:03:47+00:00,L7,318.65,353.91,,,,,,,,,,320.81,330.61,331.11,337.50,336.14,346.06,344.65,355.87,359.73,362.02,360.64,350.08,344.71,341.07,331.74,330.63,319.85,,,,,,,335.98,332.66,334.31,340.03,349.70,352.52,365.38,355.37,352.28,348.79,346.47,344.63,334.97,335.76,,,,,,336.52,344.07,333.49,323.83,318.34,320.15,323.63,
2004-05-18 22:01:26+00:00,L5,323.94,351.99,361.10,366.40,369.27,366.56,363.47,359.25,351.21,351.36,347.86,340.49,337.61,342.32,349.82,344.78,351.00,353.86,357.38,362.57,368.05,369.07,365.45,361.72,356.12,341.59,337.69,340.85,333.28,329.16,330.68,323.24,324.41,330.80,333.80,335.57,340.96,351.43,355.56,370.10,377.95,371.97,368.36,368.83,367.50,357.28,349.11,350.30,355.18,360.27,364.54,366.11,364.08,358.36,347.78,350.28,335.97,334.20,333.57,343.22,343.30
2004-05-26 22:09:57+00:00,L7,313.89,,334.68,336.31,339.82,341.08,333.62,,,,,,,,,328.56,335.96,334.23,339.32,345.47,349.82,347.03,343.61,339.55,329.35,322.18,318.99,320.74,316.52,307.69,305.45,305.34,,,,,,,342.43,358.81,361.44,357.38,354.52,347.43,345.73,336.28,333.09,334.63,339.50,345.26,344.24,352.28,,,,,315.32,310.98,320.56,322.99,331.63
2004-06-04 22:03:43+00:00,L7,,,,,,,342.94,337.86,,,,332.45,,,,,,342.97,354.90,366.55,361.77,358.15,354.94,,,,,,,,,,330.57,331.63,331.11,336.83,340.11,360.57,365.06,,383.68,370.74,363.91,363.13,358.34,,,,,,372.69,368.10,373.00,366.85,349.99,345.45,337.60,328.95,325.98,331.44,337.44
2004-06-12 21:55:59+00:00,L5,312.17,,357.22,349.51,347.19,354.13,356.21,346.74,343.87,335.47,331.68,326.10,319.42,326.91,332.11,332.27,343.46,343.08,346.14,358.68,355.29,355.24,346.09,341.43,333.19,330.35,332.46,327.00,321.18,314.27,322.21,318.46,319.18,320.28,323.13,336.46,340.17,345.15,351.64,360.18,366.90,362.98,353.50,353.12,351.72,348.74,349.17,341.17,347.82,351.98,353.29,357.34,361.25,353.65,344.44,339.81,326.04,321.38,333.96,327.77,335.52
2004-06-27 22:09:48+00:00,L7,302.79,,320.82,328.49,322.36,327.10,329.63,324.62,327.02,319.37,316.79,316.73,309.86,303.26,,,,,,,,325.18,322.56,315.54,306.46,304.37,295.21,294.00,275.97,272.95,271.33,266.28,276.05,283.54,293.27,298.38,302.42,302.83,,,,,,318.85,320.80,322.04,313.68,317.15,319.97,321.75,325.25,335.17,330.76,322.59,316.09,304.95,,,,,294.52
2004-07-06 22:03:36+00:00,L7,305.10,,337.63,338.57,337.95,340.69,340.90,339.89,,,,,,,,,327.72,338.97,340.81,347.09,351.89,350.00,345.47,341.23,331.60,327.69,327.08,318.11,310.58,311.55,311.90,311.00,,,,,,,,361.99,364.68,358.42,353.01,349.20,347.80,344.25,344.23,343.29,344.03,348.66,345.48,355.87,,,,,,321.09,322.46,317.81,328.36
2004-07-29 22:09:38+00:00,L7,,,,,,,,338.32,338.20,337.62,329.36,325.63,324.69,319.54,320.05,325.74,331.53,338.32,342.41,349.25,348.96,349.07,342.67,336.54,330.60,,,,,,,301.39,306.31,315.90,325.93,329.05,335.94,340.39,347.04,353.29,357.73,351.58,343.05,341.91,343.29,339.76,,,,,,,344.84,339.19,328.57,321.73,316.69,313.45,316.00,315.30,320.82
2004-08-15 21:57:37+00:00,L5,,,,,,,,,,,,,,,,,,353.95,361.00,367.22,365.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-08 22:03:17+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.50,355.70,365.12,367.22,358.20,356.20,357.08,354.64,357.28,357.14,345.38,341.18,337.95,,,,,,317.06,311.94,313.88,319.14,328.98,340.83
2004-09-24 22:03:12+00:00,L7,,,,,,,299.10,305.01,301.52,301.18,295.77,,,,,,,,,,,,,,,,,,,,,295.47,300.62,307.67,313.07,320.73,325.57,334.07,344.32,351.16,361.00,353.55,343.51,332.50,,,,,,,327.73,330.25,322.91,312.85,309.13,303.83,302.85,305.82,313.62,311.01,319.71
2004-10-10 22:03:07+00:00,L7,,,,,,,,309.14,308.58,307.38,301.88,297.96,296.81,297.12,302.19,304.94,312.76,326.07,332.40,339.47,341.92,339.54,334.36,,,,,,,,,302.56,306.32,303.25,309.27,316.42,319.24,328.01,329.86,339.07,351.96,342.30,343.69,330.29,332.80,,,,,,,329.22,324.84,320.65,312.35,319.43,316.21,316.33,316.78,313.29,313.80
2004-10-17 22:09:26+00:00,L7,344.36,,,,,,,,,,316.15,324.11,327.40,327.64,327.57,330.67,337.89,348.30,357.20,361.68,359.39,355.79,353.19,350.51,344.30,338.44,331.29,,,,,,,,319.01,329.16,335.71,340.43,349.50,360.05,367.40,352.20,356.12,353.76,353.68,350.97,349.05,342.87,,,,,,339.71,336.70,344.08,340.00,333.77,336.28,332.81,324.93
2004-11-19 21:59:42+00:00,L5,,,,,,,,,,,554.83,542.21,573.88,550.88,550.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-14 22:07:21+00:00,L5,323.53,328.70,326.70,330.60,329.11,338.45,334.64,345.79,348.33,345.96,323.86,326.94,327.34,323.78,325.27,327.50,330.94,323.40,323.52,330.89,336.36,340.66,341.23,335.75,335.90,328.47,323.04,322.25,321.45,317.24,318.34,317.43,317.50,324.49,314.65,317.20,324.18,334.34,342.78,347.81,364.86,359.01,356.51,364.32,364.00,360.91,358.09,348.04,342.13,343.44,350.58,356.34,345.03,325.62,321.03,313.90,303.63,301.92,303.92,304.24,322.70
2005-03-03 22:04:17+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.56,334.44,347.64,355.48,352.02,349.04,348.88,345.14,343.03,341.20,331.10,329.18,326.09,,,,,,305.65,299.96,298.47,298.21,297.66,304.61
