dates,satname,nzd0204-0000,nzd0204-0001,nzd0204-0002,nzd0204-0003,nzd0204-0004,nzd0204-0005,nzd0204-0006,nzd0204-0007,nzd0204-0008,nzd0204-0009,nzd0204-0010,nzd0204-0011,nzd0204-0012,nzd0204-0013,nzd0204-0014,nzd0204-0015,nzd0204-0016,nzd0204-0017,nzd0204-0018,nzd0204-0019,nzd0204-0020,nzd0204-0021,nzd0204-0022,nzd0204-0023,nzd0204-0024,nzd0204-0025,nzd0204-0026,nzd0204-0027,nzd0204-0028,nzd0204-0029,nzd0204-0030,nzd0204-0031,nzd0204-0032,nzd0204-0033,nzd0204-0034,nzd0204-0035,nzd0204-0036,nzd0204-0037,nzd0204-0038,nzd0204-0039,nzd0204-0040,nzd0204-0041,nzd0204-0042,nzd0204-0043,nzd0204-0044,nzd0204-0045,nzd0204-0046,nzd0204-0047,nzd0204-0048,nzd0204-0049,nzd0204-0050,nzd0204-0051,nzd0204-0052,nzd0204-0053,nzd0204-0054,nzd0204-0055,nzd0204-0056,nzd0204-0057,nzd0204-0058,nzd0204-0059,nzd0204-0060,nzd0204-0061,nzd0204-0062,nzd0204-0063,nzd0204-0064,nzd0204-0065,nzd0204-0066,nzd0204-0067,nzd0204-0068,nzd0204-0069,nzd0204-0070,nzd0204-0071,nzd0204-0072,nzd0204-0073,nzd0204-0074,nzd0204-0075,nzd0204-0076,nzd0204-0077,nzd0204-0078,nzd0204-0079,nzd0204-0080,nzd0204-0081,nzd0204-0082,nzd0204-0083,nzd0204-0084,nzd0204-0085,nzd0204-0086,nzd0204-0087,nzd0204-0088,nzd0204-0089,nzd0204-0090,nzd0204-0091,nzd0204-0092,nzd0204-0093,nzd0204-0094,nzd0204-0095,nzd0204-0096,nzd0204-0097,nzd0204-0098,nzd0204-0099,nzd0204-0100,nzd0204-0101,nzd0204-0102,nzd0204-0103,nzd0204-0104,nzd0204-0105,nzd0204-0106,nzd0204-0107,nzd0204-0108,nzd0204-0109,nzd0204-0110,nzd0204-0111
2000-05-26 21:51:48+00:00,L7,,310.66,311.44,319.66,308.27,322.27,323.96,325.11,331.28,329.21,321.55,318.85,319.17,320.26,324.33,330.84,338.16,341.38,344.25,346.78,343.13,338.53,338.46,340.28,340.59,337.78,346.85,340.71,346.20,344.04,352.01,359.37,358.28,351.33,347.29,349.02,345.14,333.33,339.24,352.16,359.19,361.53,363.38,358.63,352.15,347.39,343.33,345.03,347.56,352.58,348.11,348.67,350.76,347.65,335.19,336.45,334.04,333.93,330.91,329.70,327.67,330.81,327.70,327.36,335.02,342.85,344.01,341.76,340.54,338.97,337.46,331.56,329.57,333.05,328.92,325.15,330.59,334.31,333.71,338.46,337.12,330.83,327.35,332.96,337.42,340.75,341.11,340.81,346.05,348.83,348.45,346.49,348.50,350.56,352.68,356.28,364.19,364.63,369.66,374.16,384.23,380.23,381.73,392.57,405.06,403.04,384.88,384.29,381.56,375.31,368.58,367.74
2000-07-29 21:51:02+00:00,L7,373.42,345.45,353.30,342.67,343.79,348.64,338.17,359.99,359.51,364.12,346.40,343.30,344.27,342.99,350.00,353.18,360.25,369.45,360.36,354.11,355.59,352.59,357.67,357.16,371.27,375.87,389.93,364.02,364.03,364.13,371.34,368.07,370.63,363.51,376.40,377.08,365.31,396.75,398.67,401.70,381.36,389.33,383.63,369.09,367.90,358.40,360.16,366.48,363.26,370.71,357.16,371.76,360.35,355.16,357.55,359.02,350.11,342.98,336.56,339.29,345.92,339.23,344.25,342.20,346.46,355.31,365.03,348.09,346.87,363.07,371.07,341.04,353.55,344.33,349.18,355.29,368.97,374.39,371.41,371.84,350.87,350.38,355.52,336.63,365.13,348.70,377.36,378.18,357.49,361.87,361.47,359.82,364.94,366.39,362.25,379.78,377.08,374.00,380.67,382.25,393.21,403.82,415.82,419.52,434.71,428.74,410.52,405.27,393.45,390.88,374.61,379.26
2000-08-05 21:57:08+00:00,L7,304.55,301.56,297.96,296.12,288.94,299.96,297.59,302.86,308.85,311.58,306.36,301.67,304.06,307.89,313.05,313.64,325.46,328.71,327.86,323.11,324.37,323.10,330.29,326.04,325.63,302.90,296.61,308.44,319.12,323.50,330.41,335.59,334.83,333.09,331.39,328.39,317.89,303.76,324.92,340.04,342.07,344.94,344.18,340.45,335.31,326.72,324.74,326.65,329.54,327.51,325.04,325.05,324.68,318.59,314.49,313.41,316.17,309.64,306.54,304.30,303.54,304.41,307.14,307.90,307.91,311.70,318.91,308.65,309.05,312.93,311.25,299.44,301.58,301.15,302.20,304.93,315.73,318.61,320.51,317.21,309.97,305.96,303.91,303.56,316.68,319.42,324.86,325.73,323.54,324.24,326.46,326.45,328.82,330.84,331.57,333.43,340.05,340.41,342.87,342.09,349.70,354.82,366.51,380.25,385.44,383.72,364.91,352.20,338.64,342.27,336.10,335.37
2000-08-14 21:50:56+00:00,L7,329.29,308.14,308.72,313.02,296.01,315.82,308.53,316.51,324.49,326.84,323.75,316.93,315.35,320.19,328.39,330.27,338.29,345.00,343.50,335.59,336.01,333.53,337.06,335.95,337.41,331.55,325.00,332.85,332.58,340.42,344.77,348.68,345.92,343.74,343.19,344.38,337.22,330.88,344.60,352.03,353.22,358.82,360.63,354.15,352.53,345.04,338.62,345.85,344.76,338.09,337.92,337.87,338.31,337.09,330.17,331.20,330.72,326.97,319.35,318.88,319.13,321.45,321.07,324.62,324.47,328.54,330.27,320.75,323.72,332.87,327.25,317.71,319.38,313.43,321.11,330.33,334.55,332.05,337.42,331.48,321.67,325.01,326.82,320.89,333.96,339.45,344.82,343.47,342.30,338.15,335.71,335.99,336.11,344.30,342.12,340.94,351.37,354.89,354.16,358.04,361.39,368.39,383.06,394.25,405.32,400.13,384.05,374.74,368.99,361.82,358.54,355.51
2000-09-15 21:50:25+00:00,L7,326.50,307.14,303.08,305.23,305.67,310.31,312.65,314.15,321.70,322.91,322.38,322.72,324.48,324.70,325.87,334.10,335.69,339.85,340.83,340.35,340.34,340.66,343.38,341.77,341.94,321.00,307.18,325.81,331.48,340.37,343.49,350.23,347.00,343.01,339.77,338.95,325.78,310.96,336.87,345.67,350.95,351.37,347.47,349.25,345.53,339.02,335.75,339.24,338.93,336.12,338.54,332.93,328.30,329.11,326.54,324.04,322.41,320.75,321.32,322.57,321.31,315.76,322.09,320.55,320.77,324.72,327.47,323.58,321.90,324.35,319.42,315.56,315.13,312.81,310.26,311.94,318.43,331.99,334.27,339.26,334.61,324.99,315.53,323.94,332.90,341.49,333.70,334.03,332.35,332.67,331.67,332.13,335.58,338.08,341.48,341.92,348.89,348.22,354.98,,,363.41,378.48,389.58,392.64,394.54,385.25,374.49,356.35,353.29,352.15,346.76
2000-10-17 21:50:01+00:00,L7,306.20,298.80,291.63,293.37,283.15,297.15,301.26,295.64,306.71,303.73,301.08,303.77,305.42,307.40,312.92,317.03,323.20,320.17,324.63,325.31,328.24,326.26,326.26,326.32,330.19,321.64,287.15,303.25,312.60,319.43,327.15,333.96,334.70,334.18,333.07,331.93,330.68,313.29,319.21,332.10,338.52,337.99,332.68,329.92,333.05,327.69,324.76,320.36,326.42,328.68,325.91,328.73,328.32,328.43,316.56,309.14,303.00,303.69,299.93,303.68,305.05,303.02,304.39,310.84,314.38,318.65,315.21,311.39,309.33,306.65,305.43,304.87,302.64,302.79,303.62,304.93,309.65,316.53,309.77,313.98,314.36,313.49,307.01,313.55,334.18,340.29,333.63,327.43,329.13,332.29,331.15,321.33,322.35,324.74,327.62,332.37,344.29,352.51,338.25,343.96,351.79,357.63,363.56,372.98,375.19,,,,,,,
2001-01-05 21:50:16+00:00,L7,358.99,330.41,327.96,332.57,328.17,341.90,337.37,324.58,329.87,341.02,341.00,337.72,331.11,332.73,336.30,340.38,345.99,349.94,350.01,358.88,366.30,360.52,356.13,350.60,346.21,343.35,350.55,341.09,353.29,352.01,360.03,359.38,358.08,359.47,357.84,355.48,355.28,347.87,343.56,357.01,357.69,360.28,362.28,358.86,356.81,352.85,349.56,349.72,349.27,350.08,349.28,355.84,355.47,340.58,340.19,336.60,336.33,335.58,337.84,335.29,334.29,337.03,340.59,338.62,344.78,345.49,342.11,344.17,337.08,339.04,345.37,343.12,343.92,342.10,341.96,338.68,341.11,341.63,345.92,339.25,335.36,330.01,329.18,341.40,345.77,353.68,355.39,348.80,339.18,338.48,337.48,341.42,354.36,351.25,356.64,369.46,375.50,372.55,377.75,384.43,381.60,387.41,386.44,387.14,390.13,404.04,397.45,390.53,384.36,356.86,349.09,354.27
2001-03-10 21:50:10+00:00,L7,319.68,305.32,303.62,307.47,304.36,312.15,313.52,310.66,318.00,320.70,316.34,314.38,314.17,313.64,319.27,322.36,327.29,333.66,334.48,334.60,334.76,336.69,332.82,329.40,332.32,324.70,310.18,320.55,328.68,333.49,340.13,344.77,342.90,338.81,335.32,334.43,326.67,318.64,332.42,341.81,349.66,347.43,348.04,347.07,340.68,335.41,332.47,331.53,333.74,331.58,329.42,327.82,327.61,328.78,323.17,319.11,319.47,318.61,318.75,313.96,310.91,313.45,316.95,316.32,319.19,322.16,322.47,326.52,323.50,318.68,315.46,314.99,314.48,314.52,315.63,313.12,317.15,319.75,321.67,324.11,323.64,318.25,312.44,319.99,330.17,325.68,327.40,328.69,328.12,329.19,329.49,330.71,332.57,336.45,340.55,341.34,348.65,357.43,357.28,357.66,364.36,368.70,370.34,373.86,376.28,374.77,365.46,353.86,343.46,341.20,340.78,340.54
2001-06-21 21:55:29+00:00,L7,,313.93,313.37,323.46,312.17,320.43,326.71,329.15,326.83,330.19,335.70,333.36,322.99,320.99,327.36,328.85,334.65,344.68,343.82,339.77,343.33,342.15,340.47,334.02,333.25,331.44,324.43,339.92,343.92,349.86,351.24,340.86,340.12,347.84,343.98,343.98,340.34,321.62,342.61,355.92,360.73,354.18,350.13,350.63,350.29,342.29,336.34,340.89,345.78,343.95,343.05,342.92,342.85,338.50,335.99,334.51,331.04,324.25,324.02,322.45,325.22,328.10,327.49,332.57,336.03,333.38,336.79,340.22,332.78,327.97,328.52,,,,,324.47,322.45,320.09,327.92,340.89,340.25,331.52,323.69,327.19,338.30,344.06,339.54,340.15,339.79,338.04,338.63,344.17,341.36,339.14,339.40,336.96,356.17,361.09,362.14,362.80,367.31,370.87,373.47,380.21,382.94,376.76,364.88,359.34,352.76,348.71,345.82,346.76
2001-06-30 21:49:12+00:00,L7,,348.97,350.14,345.62,370.81,360.40,346.92,347.75,352.98,353.53,356.77,354.54,349.91,349.13,349.79,352.29,358.65,364.25,376.71,364.44,364.74,369.12,366.11,356.05,356.87,349.51,356.50,363.62,362.70,372.08,380.35,369.93,365.49,378.59,367.98,366.48,363.36,,373.99,383.23,385.17,390.24,371.39,367.64,372.87,374.97,357.72,361.71,367.83,368.20,367.29,374.68,373.65,363.28,360.88,360.07,356.75,349.50,348.36,343.16,353.60,344.66,344.54,352.94,362.49,358.29,363.18,368.19,357.40,359.31,355.39,360.11,351.03,364.06,353.17,350.86,349.52,353.33,369.92,372.50,370.05,353.13,343.11,354.40,369.02,359.68,357.99,353.81,357.81,354.66,355.68,379.75,376.15,376.24,368.00,375.57,391.40,391.72,394.44,394.81,406.01,408.67,415.43,417.16,411.66,410.70,400.29,385.72,376.87,368.57,368.12,378.32
2001-09-09 21:54:36+00:00,L7,323.74,309.23,311.08,319.82,307.96,316.89,321.76,320.83,326.63,329.52,326.42,325.31,320.48,324.54,325.48,329.83,336.28,337.20,343.47,347.00,336.89,338.67,332.84,331.63,336.52,342.22,313.69,327.57,335.10,344.41,348.31,343.65,340.86,339.54,337.00,338.33,333.77,312.73,340.35,350.53,357.55,358.07,354.77,348.71,344.89,340.77,336.47,341.25,339.92,341.57,342.11,342.74,341.99,336.43,337.09,329.98,318.84,315.14,314.05,319.66,319.50,323.39,328.10,331.80,333.48,335.85,333.12,320.96,322.84,326.77,331.61,327.86,328.72,325.46,325.42,324.91,323.62,324.30,327.04,333.85,332.30,327.10,323.09,326.93,333.04,338.15,337.94,333.79,335.54,336.23,335.50,339.24,341.00,344.18,342.57,349.09,351.68,353.53,355.75,358.54,362.73,369.26,370.76,366.89,368.73,372.31,366.00,362.99,340.06,329.75,331.50,339.93
2001-10-20 21:48:09+00:00,L7,,,,,,,,,,303.41,300.36,299.02,299.51,297.27,306.92,306.70,312.90,320.44,320.13,320.78,318.99,322.14,324.82,320.82,321.18,310.95,297.05,308.13,317.51,322.01,329.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.70,309.32,310.06,310.76,308.63,310.34,311.77,306.54,304.58,302.22,299.55,300.28,302.96,299.90,302.28,306.85,311.85,307.79,301.00,296.66,303.58,313.11,314.63,314.94,315.38,319.71,317.37,318.44,323.30,320.74,323.07,324.27,327.16,331.88,335.62,335.85,337.55,340.32,344.32,349.13,354.03,351.28,345.76,337.74,329.18,321.44,316.92,323.03
2001-11-05 21:48:14+00:00,L7,306.29,294.86,287.86,291.06,281.34,294.12,298.66,297.41,301.61,303.05,300.38,300.69,305.83,306.66,311.24,313.78,318.74,322.56,325.37,323.59,322.63,324.95,323.74,321.45,318.77,317.08,293.40,307.17,321.13,324.25,330.60,331.44,331.95,325.64,326.61,321.76,312.42,290.06,308.03,326.30,335.68,334.94,335.63,332.14,323.07,316.11,314.50,315.02,320.56,321.36,321.22,320.95,323.19,319.16,313.97,313.73,308.98,301.75,298.82,297.46,300.63,305.12,304.76,306.21,306.13,306.07,309.75,312.13,310.35,307.14,312.94,308.75,306.07,306.35,302.97,302.73,307.62,305.36,308.47,310.91,311.18,311.90,305.09,301.84,310.72,317.03,318.99,319.27,322.66,322.66,321.68,323.55,322.57,323.44,327.46,324.82,327.45,332.43,334.46,335.83,339.22,341.10,349.97,355.60,360.65,357.61,349.33,341.44,332.88,324.33,322.32,332.17
2002-01-24 21:48:42+00:00,L7,345.83,328.99,326.68,331.14,322.54,326.13,327.63,319.15,333.13,332.41,329.46,332.80,330.22,332.26,333.70,336.84,343.21,349.09,345.89,346.22,348.18,348.12,347.40,347.42,346.77,349.23,362.76,352.88,357.91,358.63,366.34,366.62,358.14,360.30,356.25,356.14,352.42,340.64,356.40,360.39,374.71,377.62,377.45,372.78,364.18,350.57,345.83,348.14,346.28,348.93,351.41,351.27,358.30,356.51,351.57,348.35,342.36,334.91,337.51,339.74,342.32,342.41,342.86,340.09,343.95,349.84,350.62,348.86,349.74,344.82,339.19,339.49,337.90,337.53,342.91,343.02,343.35,351.09,354.45,358.73,358.93,347.42,338.55,336.40,340.92,349.33,353.37,355.17,357.31,363.96,363.20,366.13,367.41,366.35,357.77,356.14,355.54,359.23,365.09,365.56,362.62,367.19,379.24,377.38,379.81,382.24,382.28,377.10,365.65,369.29,372.70,374.45
2002-01-31 21:54:50+00:00,L7,296.94,284.41,282.96,290.42,274.51,291.51,292.88,293.61,301.34,301.04,301.99,298.86,300.82,301.03,305.93,309.10,313.14,319.05,324.15,319.40,323.38,326.26,325.96,320.69,318.02,310.96,285.64,303.19,316.41,321.35,326.76,328.38,331.41,326.92,325.52,322.70,316.91,289.02,301.65,323.41,333.86,335.09,335.30,330.52,326.02,316.82,313.71,314.79,313.45,322.36,318.40,317.88,317.67,316.58,314.69,308.50,304.77,305.86,303.28,301.62,298.27,298.97,302.44,306.19,308.86,312.37,311.46,309.83,306.30,305.14,302.66,297.64,298.30,297.99,301.18,301.24,302.79,302.30,311.31,314.77,310.73,309.17,302.40,302.13,311.76,317.77,319.44,319.14,320.60,323.63,325.13,326.73,327.73,326.73,320.37,324.01,328.16,329.85,333.10,340.77,339.86,339.94,347.74,349.03,356.85,358.65,352.46,342.56,334.73,336.14,338.43,337.71
2002-02-16 21:54:54+00:00,L7,305.29,295.22,294.67,300.26,290.90,298.54,300.81,304.59,307.95,306.52,303.84,303.11,300.09,303.60,306.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.46,322.15,317.38,319.82,316.70,314.06,313.11,311.08,309.36,306.11,309.65,312.39,315.39,317.71,323.31,317.96,318.39,315.62,310.32,308.69,310.63,311.75,311.12,317.53,317.93,317.99,323.81,323.08,323.67,318.55,311.22,312.47,318.29,323.33,328.46,328.22,330.76,336.63,333.30,334.56,341.11,339.53,329.11,329.41,336.12,340.81,341.92,342.65,340.78,343.60,355.75,361.18,367.86,368.83,363.43,353.15,344.68,343.49,345.02,345.13
