dates,nzd0204-0000,nzd0204-0001,nzd0204-0002,nzd0204-0003,nzd0204-0004,nzd0204-0005,nzd0204-0006,nzd0204-0007,nzd0204-0008,nzd0204-0009,nzd0204-0010,nzd0204-0011,nzd0204-0012,nzd0204-0013,nzd0204-0014,nzd0204-0015,nzd0204-0016,nzd0204-0017,nzd0204-0018,nzd0204-0019,nzd0204-0020,nzd0204-0021,nzd0204-0022,nzd0204-0023,nzd0204-0024,nzd0204-0025,nzd0204-0026,nzd0204-0027,nzd0204-0028,nzd0204-0029,nzd0204-0030,nzd0204-0031,nzd0204-0032,nzd0204-0033,nzd0204-0034,nzd0204-0035,nzd0204-0036,nzd0204-0037,nzd0204-0038,nzd0204-0039,nzd0204-0040,nzd0204-0041,nzd0204-0042,nzd0204-0043,nzd0204-0044,nzd0204-0045,nzd0204-0046,nzd0204-0047,nzd0204-0048,nzd0204-0049,nzd0204-0050,nzd0204-0051,nzd0204-0052,nzd0204-0053,nzd0204-0054,nzd0204-0055,nzd0204-0056,nzd0204-0057,nzd0204-0058,nzd0204-0059,nzd0204-0060,nzd0204-0061,nzd0204-0062,nzd0204-0063,nzd0204-0064,nzd0204-0065,nzd0204-0066,nzd0204-0067,nzd0204-0068,nzd0204-0069,nzd0204-0070,nzd0204-0071,nzd0204-0072,nzd0204-0073,nzd0204-0074,nzd0204-0075,nzd0204-0076,nzd0204-0077,nzd0204-0078,nzd0204-0079,nzd0204-0080,nzd0204-0081,nzd0204-0082,nzd0204-0083,nzd0204-0084,nzd0204-0085,nzd0204-0086,nzd0204-0087,nzd0204-0088,nzd0204-0089,nzd0204-0090,nzd0204-0091,nzd0204-0092,nzd0204-0093,nzd0204-0094,nzd0204-0095,nzd0204-0096,nzd0204-0097,nzd0204-0098,nzd0204-0099,nzd0204-0100,nzd0204-0101,nzd0204-0102,nzd0204-0103,nzd0204-0104,nzd0204-0105,nzd0204-0106,nzd0204-0107,nzd0204-0108,nzd0204-0109,nzd0204-0110,nzd0204-0111,satname
2000-05-26 21:51:48+00:00,,307.23,308.01,316.66,304.27,318.84,320.96,321.68,328.61,326.81,318.88,316.45,316.77,317.86,321.93,328.44,335.76,338.98,341.85,344.38,340.73,336.35,336.28,338.28,338.41,334.78,342.85,337.28,343.53,341.37,349.34,356.70,355.88,348.93,344.62,346.35,342.47,329.90,335.24,349.16,356.19,358.86,360.71,356.23,349.97,344.99,340.93,342.36,345.16,350.18,345.71,346.27,348.09,344.98,332.52,333.45,331.37,331.53,328.24,327.03,325.00,328.14,325.03,324.69,332.02,339.85,341.34,339.09,337.87,336.30,334.79,328.89,326.90,330.38,326.25,322.15,327.59,331.64,331.04,336.06,334.72,328.16,324.95,330.78,335.24,338.57,338.93,338.63,343.87,346.65,346.27,344.31,346.32,348.38,350.28,353.88,361.79,362.23,367.26,371.76,381.83,377.83,379.33,389.90,402.39,400.04,381.88,381.62,378.89,372.64,365.91,365.07,L7
2000-07-29 21:51:02+00:00,345.02,325.16,333.01,324.92,320.12,328.35,320.42,339.70,343.73,349.92,330.62,329.10,330.07,328.79,335.80,338.98,346.05,355.25,346.16,339.91,341.39,339.68,344.76,345.33,358.36,358.12,366.26,343.73,348.25,348.35,355.56,352.29,356.43,349.31,360.62,361.30,349.53,,375.00,383.95,363.61,373.55,367.85,354.89,354.99,344.20,345.96,350.70,349.06,356.51,342.96,357.56,344.57,339.38,341.77,341.27,334.33,328.78,320.78,323.51,330.14,323.45,328.47,326.42,328.71,337.56,349.25,332.31,331.09,347.29,355.29,325.26,337.77,328.55,333.40,337.54,351.22,358.61,355.63,357.64,336.67,334.60,341.32,323.72,352.22,335.79,364.45,365.27,344.58,348.96,348.56,346.91,352.03,353.48,348.05,365.58,362.88,359.80,366.47,368.05,379.01,389.62,401.62,403.74,418.93,410.99,392.77,389.49,377.67,375.10,358.83,363.48,L7
2000-08-05 21:57:08+00:00,325.35,316.42,312.82,309.12,306.27,314.82,310.59,317.72,320.41,321.98,317.92,312.07,314.46,318.29,323.45,324.04,335.86,339.11,338.26,333.51,334.77,332.55,339.74,334.71,335.08,315.90,313.94,323.30,330.68,335.06,341.97,347.15,345.23,343.49,342.95,339.95,329.45,318.62,342.25,353.04,355.07,356.50,355.74,350.85,344.76,337.12,335.14,338.21,339.94,337.91,335.44,335.45,336.24,330.15,326.05,326.41,327.73,320.04,318.10,315.86,315.10,315.97,318.70,319.46,320.91,324.70,330.47,320.21,320.61,324.49,322.81,311.00,313.14,312.71,313.76,317.93,328.73,330.17,332.07,327.61,320.37,317.52,314.31,313.01,326.13,328.87,334.31,335.18,332.99,333.69,335.91,335.90,338.27,340.29,341.97,343.83,350.45,350.81,353.27,352.49,360.10,365.22,376.91,391.81,397.00,396.72,377.91,363.76,350.20,353.83,347.66,346.93,L7
2000-08-14 21:50:56+00:00,324.89,305.00,305.58,310.27,292.34,312.68,305.78,313.37,322.05,324.64,321.31,314.73,313.15,317.99,326.19,328.07,336.09,342.80,341.30,333.39,333.81,331.53,335.06,334.12,335.41,328.80,321.33,329.71,330.14,337.98,342.33,346.24,343.72,341.54,340.75,341.94,334.78,327.74,340.93,349.28,350.47,356.38,358.19,351.95,350.53,342.84,336.42,343.41,342.56,335.89,335.72,335.67,335.87,334.65,327.73,328.45,328.28,324.77,316.91,316.44,316.69,319.01,318.63,322.18,321.72,325.79,327.83,318.31,321.28,330.43,324.81,315.27,316.94,310.99,318.67,327.58,331.80,329.61,334.98,329.28,319.47,322.57,324.62,318.89,331.96,337.45,342.82,341.47,340.30,336.15,333.71,333.99,334.11,342.30,339.92,338.74,349.17,352.69,351.96,355.84,359.19,366.19,380.86,391.81,402.88,397.38,381.30,372.30,366.55,359.38,356.10,353.07,L7
2000-09-15 21:50:25+00:00,346.10,321.14,317.08,317.48,322.00,324.31,324.90,328.15,332.59,332.71,333.27,332.52,334.28,334.50,335.67,343.90,345.49,349.65,350.63,350.15,350.14,349.57,352.29,349.94,350.85,333.25,323.51,339.81,342.37,351.26,354.38,361.12,356.80,352.81,350.66,349.84,336.67,324.96,353.20,357.92,363.20,362.26,358.36,359.05,354.44,348.82,345.55,350.13,348.73,345.92,348.34,342.73,339.19,340.00,337.43,336.29,333.30,330.55,332.21,333.46,332.20,326.65,332.98,331.44,333.02,336.97,338.36,334.47,332.79,335.24,330.31,326.45,326.02,323.70,321.15,324.19,330.68,342.88,345.16,349.06,344.41,335.88,325.33,332.85,341.81,350.40,342.61,342.94,341.26,341.58,340.58,341.04,344.49,346.99,351.28,351.72,358.69,358.02,364.78,,,373.21,388.28,400.47,403.53,406.79,397.50,385.38,367.24,364.18,363.04,357.65,L7
2000-10-17 21:50:01+00:00,341.80,324.23,317.06,315.62,312.82,322.58,323.51,321.07,326.49,321.53,320.86,321.57,323.22,325.20,330.72,334.83,341.00,337.97,342.43,343.11,346.04,342.44,342.44,341.15,346.37,343.89,316.82,328.68,332.38,339.21,346.93,353.74,352.50,351.98,352.85,351.71,350.46,338.72,348.88,354.35,360.77,357.77,352.46,347.72,349.23,345.49,342.56,340.14,344.22,346.48,343.71,346.53,348.10,348.21,336.34,331.39,322.78,321.49,319.71,323.46,324.83,322.80,324.17,330.62,336.63,340.90,334.99,331.17,329.11,326.43,325.21,324.65,322.42,322.57,323.40,327.18,331.90,336.31,329.55,331.78,332.16,333.27,324.81,329.73,350.36,356.47,349.81,343.61,345.31,348.47,347.33,337.51,338.53,340.92,345.42,350.17,362.09,370.31,356.05,361.76,369.59,375.43,381.36,392.76,394.97,,,,,,,,L7
2001-01-05 21:50:16+00:00,338.99,316.12,313.67,320.07,311.50,327.61,324.87,310.29,318.76,331.02,329.89,327.72,321.11,322.73,326.30,330.38,335.99,339.94,340.01,348.88,356.30,351.43,347.04,342.27,337.12,330.85,333.88,326.80,342.18,340.90,348.92,348.27,348.08,349.47,346.73,344.37,344.17,333.58,326.89,344.51,345.19,349.17,351.17,348.86,347.72,342.85,339.56,338.61,339.27,340.08,339.28,345.84,344.36,329.47,329.08,324.10,325.22,325.58,326.73,324.18,323.18,325.92,329.48,327.51,332.28,332.99,331.00,333.06,325.97,327.93,334.26,332.01,332.81,330.99,330.85,326.18,328.61,330.52,334.81,329.25,325.36,318.90,319.18,332.31,336.68,344.59,346.30,339.71,330.09,329.39,328.39,332.33,345.27,342.16,346.64,359.46,365.50,362.55,367.75,374.43,371.60,377.41,376.44,376.03,379.02,391.54,384.95,379.42,373.25,345.75,337.98,343.16,L7
2001-03-10 21:50:10+00:00,342.88,321.89,320.19,321.97,323.69,328.72,328.02,327.23,330.89,332.30,329.23,325.98,325.77,325.24,330.87,333.96,338.89,345.26,346.08,346.20,346.36,347.24,343.37,339.07,342.87,339.20,329.51,337.12,341.57,346.38,353.02,357.66,354.50,350.41,348.21,347.32,339.56,335.21,351.75,356.31,364.16,360.32,360.93,358.67,351.23,347.01,344.07,344.42,345.34,343.18,341.02,339.42,340.50,341.67,336.06,333.61,332.36,330.21,331.64,326.85,323.80,326.34,329.84,329.21,333.69,336.66,335.36,339.41,336.39,331.57,328.35,327.88,327.37,327.41,328.52,327.62,331.65,332.64,334.56,335.71,335.24,331.14,324.04,330.54,340.72,336.23,337.95,339.24,338.67,339.74,340.04,341.26,343.12,347.00,352.15,352.94,360.25,369.03,368.88,369.26,375.96,380.30,381.94,386.75,389.17,389.27,379.96,366.75,356.35,354.09,353.67,353.43,L7
2001-06-21 21:55:29+00:00,,310.79,310.23,320.71,308.50,317.29,323.96,326.01,324.39,327.99,333.26,331.16,320.79,318.79,325.16,326.65,332.45,342.48,341.62,337.57,341.13,340.15,338.47,332.19,331.25,328.69,320.76,336.78,341.48,347.42,348.80,338.42,337.92,345.64,341.54,341.54,337.90,318.48,338.94,353.17,357.98,351.74,347.69,348.43,348.29,340.09,334.14,338.45,343.58,341.75,340.85,340.72,340.41,336.06,333.55,331.76,328.60,322.05,321.58,320.01,322.78,325.66,325.05,330.13,333.28,330.63,334.35,337.78,330.34,325.53,326.08,,,,,321.72,319.70,317.65,325.48,338.69,338.05,329.08,321.49,325.19,336.30,342.06,337.54,338.15,337.79,336.04,336.63,342.17,339.36,337.14,337.20,334.76,353.97,358.89,359.94,360.60,365.11,368.67,371.27,377.77,380.50,374.01,362.13,356.90,350.32,346.27,343.38,344.32,L7
2001-06-30 21:49:12+00:00,,328.11,329.28,327.37,346.48,339.54,328.67,326.89,336.76,338.93,340.55,339.94,335.31,334.53,335.19,337.69,344.05,349.65,362.11,349.84,350.14,355.85,352.84,343.88,343.60,331.26,332.17,342.76,346.48,355.86,364.13,353.71,350.89,363.99,351.76,350.26,347.14,,349.66,364.98,366.92,374.02,355.17,353.04,359.60,360.37,343.12,345.49,353.23,353.60,352.69,360.08,357.43,347.06,344.66,341.82,340.53,334.90,332.14,326.94,337.38,328.44,328.32,336.72,344.24,340.04,346.96,351.97,341.18,343.09,339.17,343.89,334.81,347.84,336.95,332.61,331.27,337.11,353.70,357.90,355.45,336.91,328.51,341.13,355.75,346.41,344.72,340.54,344.54,341.39,342.41,366.48,362.88,362.97,353.40,360.97,376.80,377.12,379.84,380.21,391.41,394.07,400.83,400.94,395.44,392.45,382.04,369.50,360.65,352.35,351.90,362.10,L7
2001-09-09 21:54:36+00:00,338.54,319.80,321.65,329.07,320.29,327.46,331.01,331.40,334.85,336.92,334.64,332.71,327.88,331.94,332.88,337.23,343.68,344.60,350.87,354.40,344.29,345.40,339.57,337.80,343.25,351.47,326.02,338.14,343.32,352.63,356.53,351.87,348.26,346.94,345.22,346.55,341.99,323.30,352.68,359.78,366.80,366.29,362.99,356.11,351.62,348.17,343.87,349.47,347.32,348.97,349.51,350.14,350.21,344.65,345.31,339.23,327.06,322.54,322.27,327.88,327.72,331.61,336.32,340.02,342.73,345.10,341.34,329.18,331.06,334.99,339.83,336.08,336.94,333.68,333.64,334.16,332.87,332.52,335.26,341.25,339.70,335.32,330.49,333.66,339.77,344.88,344.67,340.52,342.27,342.96,342.23,345.97,347.73,350.91,349.97,356.49,359.08,360.93,363.15,365.94,370.13,376.66,378.16,375.11,376.95,381.56,375.25,371.21,348.28,337.97,339.72,348.15,L7
2001-10-20 21:48:09+00:00,,,,,,,,,,322.01,321.03,317.62,318.11,315.87,325.52,325.30,331.50,339.04,338.73,339.38,337.59,339.05,341.73,336.32,338.09,334.20,328.05,334.70,338.18,342.68,350.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.95,332.57,330.73,331.43,329.30,331.01,332.44,327.21,325.25,322.89,320.22,323.53,326.21,320.57,322.95,325.45,330.45,328.46,319.60,313.57,320.49,330.02,331.54,331.85,332.29,336.62,334.28,335.35,340.21,337.65,341.67,342.87,345.76,350.48,354.22,354.45,356.15,358.92,362.92,369.80,374.70,374.53,369.01,358.41,349.85,342.11,337.59,343.70,L7
2001-11-05 21:48:14+00:00,339.09,318.29,311.29,311.56,308.67,317.55,319.16,320.84,319.83,319.45,318.60,317.09,322.23,323.06,327.64,330.18,335.14,338.96,341.77,339.99,339.03,339.86,338.65,335.12,333.68,337.58,320.73,330.60,339.35,342.47,348.82,349.66,348.35,342.04,344.83,339.98,330.64,313.49,335.36,346.80,356.18,353.16,353.85,348.54,337.98,332.51,330.90,333.24,336.96,337.76,337.62,337.35,341.41,337.38,332.19,334.23,327.20,318.15,317.04,315.68,318.85,323.34,322.98,324.43,326.63,326.57,327.97,330.35,328.57,325.36,331.16,326.97,324.29,324.57,321.19,323.23,328.12,323.58,326.69,327.31,327.58,330.12,321.49,316.75,325.63,331.94,333.90,334.18,337.57,337.57,336.59,338.46,337.48,338.35,343.86,341.22,343.85,348.83,350.86,352.23,355.62,357.50,366.37,373.82,378.87,378.11,369.83,359.66,351.10,342.55,340.54,350.39,L7
2002-01-24 21:48:42+00:00,328.23,316.42,314.11,320.14,307.87,313.56,316.63,306.58,323.35,323.61,319.68,324.00,321.42,323.46,324.90,328.04,334.41,340.29,337.09,337.42,339.38,340.12,339.40,340.09,338.77,338.23,348.09,340.31,348.13,348.85,356.56,356.84,349.34,351.50,346.47,346.36,342.64,328.07,341.73,349.39,363.71,367.84,367.67,363.98,356.18,341.77,337.03,338.36,337.48,340.13,342.61,342.47,348.52,346.73,341.79,337.35,332.58,326.11,327.73,329.96,332.54,332.63,333.08,330.31,332.95,338.84,340.84,339.08,339.96,335.04,329.41,329.71,328.12,327.75,333.13,332.02,332.35,341.31,344.67,349.93,350.13,337.64,329.75,328.40,332.92,341.33,345.37,347.17,349.31,355.96,355.20,358.13,359.41,358.35,348.97,347.34,346.74,350.43,356.29,356.76,353.82,358.39,370.44,367.60,370.03,371.24,371.28,367.32,355.87,359.51,362.92,364.67,L7
2002-01-31 21:54:50+00:00,339.74,314.98,313.53,317.17,310.18,322.08,319.63,324.18,325.12,322.44,325.77,320.26,322.22,322.43,327.33,330.50,334.54,340.45,345.55,340.80,344.78,345.71,345.41,338.52,337.47,337.71,321.31,333.76,340.19,345.13,350.54,352.16,352.81,348.32,349.30,346.48,340.69,319.59,337.32,350.16,360.61,358.87,359.08,351.92,345.47,338.22,335.11,338.57,334.85,343.76,339.80,339.28,341.45,340.36,338.47,335.25,328.55,327.26,327.06,325.40,322.05,322.75,326.22,329.97,335.61,339.12,335.24,333.61,330.08,328.92,326.44,321.42,322.08,321.77,324.96,327.99,329.54,326.08,335.09,336.17,332.13,332.95,323.80,321.58,331.21,337.22,338.89,338.59,340.05,343.08,344.58,346.18,347.18,346.18,341.77,345.41,349.56,351.25,354.50,362.17,361.26,361.34,369.14,372.81,380.63,385.40,379.21,366.34,358.51,359.92,362.21,361.49,L7
2002-02-16 21:54:54+00:00,334.89,316.36,315.81,318.76,315.57,319.68,319.31,325.73,324.39,321.32,320.28,317.91,314.89,318.40,321.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.90,338.59,333.82,338.32,333.14,328.86,329.55,327.52,325.80,322.55,326.09,328.83,333.89,336.21,339.75,334.40,334.83,332.06,326.76,325.13,327.07,328.19,327.56,336.03,336.43,334.43,340.25,337.88,338.47,334.99,326.02,325.92,331.74,336.78,341.91,341.67,344.21,350.08,346.75,348.01,354.56,352.98,343.91,344.21,350.92,355.61,356.72,357.45,355.58,358.40,370.55,377.62,384.30,387.33,381.93,369.59,361.12,359.93,361.46,361.57,L7
