dates,satname,nzd0489-0000,nzd0489-0001,nzd0489-0002,nzd0489-0003,nzd0489-0004,nzd0489-0005,nzd0489-0006,nzd0489-0007,nzd0489-0008,nzd0489-0009,nzd0489-0010,nzd0489-0011,nzd0489-0012,nzd0489-0013,nzd0489-0014,nzd0489-0015,nzd0489-0016,nzd0489-0017,nzd0489-0018,nzd0489-0019,nzd0489-0020,nzd0489-0021,nzd0489-0022,nzd0489-0023,nzd0489-0024,nzd0489-0025,nzd0489-0026,nzd0489-0027,nzd0489-0028,nzd0489-0029,nzd0489-0030,nzd0489-0031,nzd0489-0032,nzd0489-0033,nzd0489-0034,nzd0489-0035,nzd0489-0036,nzd0489-0037,nzd0489-0038,nzd0489-0039,nzd0489-0040,nzd0489-0041,nzd0489-0042,nzd0489-0043,nzd0489-0044,nzd0489-0045,nzd0489-0046,nzd0489-0047,nzd0489-0048,nzd0489-0049,nzd0489-0050,nzd0489-0051,nzd0489-0052,nzd0489-0053,nzd0489-0054,nzd0489-0055,nzd0489-0056,nzd0489-0057,nzd0489-0058,nzd0489-0059,nzd0489-0060,nzd0489-0061,nzd0489-0062,nzd0489-0063,nzd0489-0064,nzd0489-0065,nzd0489-0066,nzd0489-0067,nzd0489-0068,nzd0489-0069,nzd0489-0070,nzd0489-0071,nzd0489-0072,nzd0489-0073,nzd0489-0074,nzd0489-0075,nzd0489-0076,nzd0489-0077,nzd0489-0078,nzd0489-0079,nzd0489-0080,nzd0489-0081,nzd0489-0082,nzd0489-0083,nzd0489-0084,nzd0489-0085,nzd0489-0086
2000-12-18 22:05:01+00:00,L7,323.90,333.54,337.27,337.02,335.62,342.45,335.82,329.63,331.50,331.09,332.82,325.50,318.74,309.53,311.98,321.21,328.27,344.50,342.95,338.92,334.02,334.00,335.24,327.67,325.48,332.63,316.86,321.72,319.03,323.87,328.64,322.36,322.81,326.93,319.09,313.30,311.89,312.21,305.68,306.42,310.63,309.88,319.22,321.57,324.84,314.61,304.58,321.03,318.63,318.98,304.34,291.56,299.07,320.55,329.03,345.85,338.74,339.75,339.62,351.51,342.62,340.29,336.30,336.36,341.12,345.17,347.45,351.91,344.79,347.31,343.28,345.55,340.47,347.33,341.81,337.91,335.77,331.04,334.10,331.92,329.60,335.65,332.59,332.80,330.76,338.57,332.13
2001-01-03 22:05:00+00:00,L7,324.71,337.27,114.12,88.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.24,345.28,350.39,343.14,346.89,337.53,346.91,345.16,337.26
2001-02-20 22:05:00+00:00,L7,352.46,367.25,369.01,366.59,365.89,371.52,370.03,363.51,358.99,357.45,353.58,346.59,340.41,340.39,346.03,346.51,350.08,357.09,359.82,355.95,356.33,356.83,355.29,349.38,349.71,354.28,,,,,,,,,,,,,,,,,,,,361.20,345.86,358.26,354.31,349.11,337.95,328.70,339.17,363.70,369.72,380.75,372.15,378.89,380.49,384.44,381.90,375.00,375.37,381.83,387.66,388.27,387.98,381.09,383.21,376.57,376.78,378.84,376.65,384.72,383.79,381.03,376.43,368.29,367.49,369.94,372.68,373.84,371.10,367.37,372.85,372.78,352.85
2001-03-08 22:04:56+00:00,L7,398.15,405.86,405.87,409.28,401.93,401.80,394.18,375.33,368.92,370.46,369.01,368.15,366.08,357.24,353.86,357.80,364.07,370.17,377.56,369.88,367.23,365.66,366.05,359.66,363.37,368.97,358.13,360.08,356.64,362.07,369.70,354.64,360.12,357.36,347.68,337.00,345.65,353.88,350.31,350.21,347.30,352.82,370.65,382.31,406.33,428.34,377.03,392.27,384.96,387.17,366.81,348.85,359.23,389.96,396.41,397.28,391.75,395.11,398.06,402.05,410.03,409.90,400.76,412.17,420.26,415.12,410.87,395.44,392.09,394.29,391.23,394.05,391.89,398.46,399.83,406.61,414.52,408.22,402.04,398.18,407.94,413.85,402.30,399.38,418.47,413.28,394.25
2001-04-09 22:04:41+00:00,L7,357.37,368.22,356.48,359.61,352.30,358.27,354.55,347.14,344.65,346.42,348.09,340.48,338.44,339.74,330.24,342.06,344.48,354.22,353.24,347.97,342.14,339.02,326.38,304.58,,,,,,,,,,,,,,,,,,,,,182.51,202.01,,284.09,304.70,324.97,324.57,306.95,79.00,286.60,,,,,,,,,,,,388.10,381.35,373.25,376.10,373.56,370.64,368.80,369.63,374.73,373.24,371.90,366.60,373.78,373.69,378.50,386.76,370.93,381.05,380.37,382.01,383.96,365.57
2001-07-14 22:03:57+00:00,L7,102.03,325.95,329.87,328.56,329.97,336.54,332.41,326.65,328.75,333.45,330.44,322.40,315.35,295.38,323.80,326.97,331.38,340.84,336.99,330.10,330.06,328.86,328.99,323.50,316.94,305.98,282.81,307.33,320.29,325.76,327.64,314.99,309.87,321.36,314.99,306.45,310.52,306.86,293.02,296.19,308.89,310.31,322.28,331.29,323.75,312.17,310.90,338.15,339.20,335.46,320.99,310.04,315.02,324.75,334.70,348.25,349.34,349.43,358.55,360.12,360.98,359.68,361.34,363.79,360.72,351.66,349.05,348.93,354.73,357.75,359.02,354.45,365.37,369.05,365.34,361.02,352.99,352.75,348.13,342.91,336.74,343.87,352.46,341.40,342.17,341.10,346.55
2001-08-15 22:03:26+00:00,L7,322.18,346.25,347.97,348.89,342.80,353.00,354.01,345.16,347.41,348.62,345.55,337.89,326.35,319.96,336.60,340.74,333.73,344.22,350.06,347.89,341.55,344.19,342.41,333.96,332.61,330.53,332.00,331.79,330.20,343.84,342.72,332.74,332.33,332.38,329.36,322.33,319.71,322.35,320.35,326.91,320.75,322.71,329.32,339.06,340.98,328.83,324.69,340.61,339.43,338.57,323.87,312.92,329.21,346.02,347.15,358.80,356.82,358.08,361.63,367.45,365.80,361.53,356.57,357.48,361.46,367.09,366.50,364.46,365.52,358.27,353.17,350.91,355.45,360.01,356.89,357.91,352.94,355.24,351.09,356.09,351.90,354.78,356.47,349.38,352.67,347.17,340.45
2002-03-11 22:03:31+00:00,L7,364.58,377.91,369.81,366.13,361.01,363.00,357.80,347.08,347.96,351.85,354.69,346.58,336.54,342.33,339.87,,,367.07,370.92,360.81,351.28,348.82,351.04,348.55,353.08,357.12,349.64,356.85,359.98,361.53,368.84,351.54,350.82,352.11,351.14,346.09,346.50,355.19,351.05,348.64,347.15,341.29,345.16,366.84,390.92,373.02,345.84,359.79,347.15,343.05,335.83,328.82,349.48,369.37,371.74,382.47,375.14,385.07,389.05,392.42,388.40,383.18,383.86,385.66,389.08,387.37,397.61,394.92,397.07,385.23,372.28,383.29,384.12,389.11,381.52,387.56,379.16,375.42,380.69,376.62,386.33,388.28,382.74,383.61,393.10,392.16,374.87
2002-04-12 22:03:25+00:00,L7,358.62,365.71,362.30,352.92,346.20,353.87,351.68,349.02,349.14,349.21,349.27,346.98,345.53,344.30,346.24,346.97,350.70,362.96,361.03,363.90,361.00,346.76,346.53,340.77,353.71,366.08,341.00,340.81,343.18,356.75,366.56,353.08,359.25,356.64,347.21,342.00,346.80,355.57,347.37,341.38,344.64,345.75,359.24,374.27,385.72,,345.25,357.68,,,344.04,339.84,350.44,362.71,365.94,377.38,379.19,381.54,390.83,392.71,385.54,383.68,384.44,391.62,390.14,389.97,395.17,393.50,392.81,386.85,382.27,383.10,377.66,385.05,384.79,395.13,382.72,383.61,384.80,387.51,390.94,391.48,392.55,391.52,390.67,392.38,377.60
2002-05-14 22:03:19+00:00,L7,247.02,351.72,344.08,346.55,344.26,353.09,350.63,346.09,345.41,353.95,359.54,352.85,347.11,350.69,347.34,344.83,351.47,361.03,362.73,357.92,355.69,354.03,352.26,353.67,356.03,359.91,349.94,347.81,349.16,349.08,358.80,350.74,353.19,354.49,350.69,341.59,342.85,350.82,342.94,343.38,343.96,343.47,368.67,373.00,376.58,356.27,341.08,359.01,354.17,348.80,345.89,329.29,344.95,363.94,369.10,382.11,375.69,383.10,390.59,396.61,389.33,387.38,385.30,388.32,391.70,388.24,392.40,392.42,389.12,381.23,373.67,371.39,375.03,379.20,378.60,374.90,374.29,368.48,375.84,378.02,382.60,374.55,385.68,378.24,379.23,373.08,359.11
2002-05-30 22:03:13+00:00,L7,108.09,296.82,313.48,332.22,332.13,338.62,335.28,323.96,323.86,336.83,339.94,335.44,324.56,322.18,330.77,336.41,343.22,356.30,362.83,352.36,342.33,338.22,336.86,336.98,337.57,333.49,327.15,322.42,330.19,341.36,346.02,332.24,333.98,344.16,333.57,326.19,325.24,330.40,326.69,329.18,333.76,329.84,334.80,343.70,342.08,314.60,313.57,336.16,,,323.65,321.04,331.20,350.43,350.74,365.90,359.62,373.96,383.26,376.54,363.97,367.30,368.99,368.67,371.11,371.15,366.28,367.74,364.67,360.07,357.10,355.58,354.80,358.36,358.15,350.83,353.77,356.80,358.04,367.71,357.50,353.25,359.41,353.87,355.80,352.49,348.49
2002-06-15 22:03:07+00:00,L7,100.59,305.04,318.92,328.44,327.91,332.66,326.23,323.93,326.62,340.97,346.74,339.66,317.14,,,,,,352.94,345.37,335.12,334.36,345.19,334.54,323.38,318.31,316.45,317.51,331.02,337.44,340.16,329.78,322.20,338.79,334.09,320.46,325.29,328.60,320.33,316.90,324.21,322.74,335.65,343.14,343.47,323.54,316.48,333.78,,,317.07,308.37,328.17,350.17,351.52,365.58,359.38,373.00,375.90,370.14,358.32,364.44,374.32,367.30,370.26,369.77,365.81,360.57,355.81,355.47,355.20,357.81,358.45,358.76,353.86,354.43,354.84,356.44,357.53,361.18,358.37,348.73,355.19,355.34,357.47,,354.07
2002-08-18 22:02:45+00:00,L7,323.46,303.30,315.67,325.49,328.04,332.75,330.52,324.15,320.58,327.87,326.23,320.40,318.37,313.05,328.78,332.28,331.27,338.96,336.81,335.22,334.25,335.43,335.99,331.27,328.61,328.24,315.14,316.95,323.17,326.95,331.18,318.20,313.58,327.39,317.49,309.73,302.82,314.07,302.35,306.43,314.93,313.48,320.69,328.84,323.90,321.53,308.12,320.43,318.92,,313.71,292.01,310.78,328.49,334.92,345.15,338.81,340.73,343.63,345.67,349.07,350.26,349.93,342.42,348.73,348.51,357.96,344.09,342.54,338.41,334.52,339.72,335.46,340.06,334.63,334.93,336.78,343.24,342.99,341.42,343.45,339.80,341.64,336.17,343.72,341.95,331.80
2002-11-22 22:02:45+00:00,L7,351.54,345.03,345.07,345.10,341.91,349.08,345.37,339.79,338.54,341.85,348.02,345.23,342.40,342.78,334.26,344.63,346.47,353.91,352.41,349.65,348.32,347.74,349.49,341.84,338.60,336.51,335.00,339.58,340.58,355.84,361.70,342.86,344.65,345.79,336.16,330.36,333.46,337.61,330.63,336.92,334.90,329.95,350.58,357.94,357.22,347.24,336.83,357.23,352.87,345.14,336.42,327.68,345.24,367.49,365.01,374.06,367.00,369.62,378.14,382.83,379.61,376.77,373.45,375.80,394.96,387.77,380.71,374.03,369.77,367.62,362.29,366.75,372.97,368.07,366.13,360.56,356.70,360.19,362.44,368.14,373.07,351.89,365.10,353.88,356.26,359.21,348.06
2002-12-24 22:02:57+00:00,L7,330.12,331.39,335.26,337.16,333.00,340.80,338.25,331.68,329.74,335.10,335.86,331.70,326.75,327.49,327.30,331.92,335.56,343.06,345.23,345.79,338.86,338.39,337.14,328.17,330.59,329.92,323.61,329.40,330.97,339.29,339.16,324.42,327.65,326.56,321.81,317.06,319.56,323.23,313.86,318.82,323.20,318.72,320.99,336.21,333.42,328.14,319.37,333.99,325.88,325.13,311.02,306.65,317.99,340.63,342.75,349.98,346.04,349.58,360.28,363.15,355.33,355.81,355.35,350.90,351.15,,,,,,,,,,,,,,,,,,,,,,
2003-02-26 22:03:16+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.40,349.83,358.22,351.99,346.18,351.88,349.66,348.30,348.63,348.32,349.17,350.98,349.27,342.69,343.00,337.48,346.80,346.09,338.10
2003-08-05 22:02:59+00:00,L7,,620.11,612.16,630.29,,,,,495.82,,609.82,,,,330.77,331.30,,,,326.10,321.00,317.92,313.86,,,,249.02,,321.76,331.81,331.47,312.19,288.46,,,,316.70,318.72,308.65,310.15,315.38,319.16,318.21,330.23,329.48,322.22,315.54,332.53,,,,303.21,322.62,330.79,338.54,346.17,342.74,344.92,357.39,362.53,357.66,357.66,360.83,362.36,,,352.72,346.24,351.39,344.38,351.12,348.71,345.44,345.60,344.12,340.88,345.26,340.95,,,334.50,337.01,341.50,338.59,340.35,344.27,336.76
2003-08-13 21:51:08+00:00,L5,284.39,370.23,371.80,375.41,366.50,373.39,370.51,359.63,362.64,365.55,367.25,359.24,358.20,343.56,345.48,351.31,352.67,361.69,365.16,361.59,357.45,359.26,359.76,351.74,355.07,354.66,351.54,353.29,360.16,358.65,364.21,352.50,352.82,355.76,345.01,336.35,342.23,349.40,339.45,346.04,348.32,351.08,378.80,385.45,395.16,385.83,355.21,371.98,385.72,376.39,352.23,335.10,355.98,385.49,393.07,404.52,397.05,401.99,408.35,401.26,388.76,394.58,402.94,398.43,409.98,410.10,406.05,398.57,400.69,396.92,394.30,393.98,396.59,409.80,400.74,420.03,411.85,387.81,390.50,401.18,400.18,388.43,391.47,395.62,383.48,395.07,387.76
2003-10-16 21:52:31+00:00,L5,340.71,338.65,342.84,349.24,350.79,356.60,352.04,344.91,340.53,340.45,343.10,340.36,331.07,328.05,327.30,331.99,336.47,347.39,351.93,342.95,340.87,345.68,346.04,335.97,337.75,344.40,336.77,340.39,344.20,339.92,343.82,332.03,332.46,335.93,324.69,321.01,332.40,343.49,333.40,332.92,337.68,334.58,347.22,351.63,345.33,336.89,322.22,341.29,332.32,332.01,321.53,307.60,331.86,353.06,352.95,364.69,360.83,367.88,379.66,381.50,372.99,368.00,374.77,373.57,372.75,368.91,372.84,382.72,386.33,382.25,377.14,385.31,381.53,382.58,369.33,361.95,357.00,353.35,349.24,340.04,340.11,,,,,,
2003-11-17 21:52:57+00:00,L5,335.08,322.36,326.25,334.81,336.50,341.92,336.08,336.21,330.93,336.43,337.64,331.41,320.70,320.79,332.87,334.13,329.11,334.26,334.56,331.07,323.37,329.26,331.74,324.42,324.95,338.15,327.94,334.73,336.41,343.22,347.26,331.54,330.58,321.11,317.74,309.91,317.18,319.06,313.65,311.37,320.91,328.88,330.83,338.66,342.42,334.34,323.19,336.98,315.16,313.94,303.33,288.62,310.02,331.16,330.87,350.52,352.55,358.64,366.10,376.51,372.26,374.39,370.59,351.87,353.58,360.45,361.33,358.63,356.28,350.42,370.50,374.49,373.36,377.22,375.32,368.90,359.06,340.70,343.14,338.76,341.01,332.91,335.07,329.33,353.80,352.45,347.09
2003-12-11 22:03:21+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,341.21,340.18,,,,,,,,,,,,,,,,,,,,,,,353.26,349.38,346.46,,,339.65,362.96,367.13,378.14,375.45,378.33,384.64,393.65,389.38,385.33,385.35,388.06,387.81,,390.12,384.35,381.23,376.30,376.79,381.71,382.49,389.06,390.93,379.34,373.57,368.29,367.96,,,366.18,368.58,362.79,358.43,363.74,350.70
2004-01-12 22:03:31+00:00,L7,336.24,334.76,341.30,346.84,345.17,350.38,343.02,337.15,335.69,336.23,,,,326.38,330.74,336.95,336.58,349.19,347.69,346.60,343.06,344.45,340.77,335.20,334.38,340.39,328.86,,,338.53,343.65,329.22,330.52,332.32,328.78,320.85,321.16,325.77,319.74,323.84,330.12,325.01,329.04,,,334.71,321.69,339.15,332.19,335.70,323.45,313.37,324.61,339.45,349.45,362.10,357.07,357.47,,,378.09,371.89,368.97,362.78,367.37,369.84,374.61,372.57,368.18,364.83,363.42,365.96,366.45,,,360.44,353.29,352.70,350.74,355.76,348.72,340.77,343.23,344.45,346.83,351.02,337.54
2004-02-29 22:03:45+00:00,L7,,,,,,,,,,,,,317.55,318.03,317.03,321.19,326.31,337.73,335.41,327.50,320.65,318.90,316.52,315.49,313.99,317.29,311.79,,,322.91,325.79,314.82,321.99,320.96,312.33,304.90,305.54,308.86,296.80,302.71,308.57,312.32,312.06,,323.03,320.28,310.98,326.35,317.71,319.37,305.52,302.36,310.77,328.72,341.44,346.30,340.74,342.85,,,352.97,360.29,365.62,360.73,361.51,358.22,359.69,359.24,354.43,357.62,355.39,355.60,,,349.73,344.23,346.05,337.06,339.56,333.53,335.83,334.74,333.25,331.61,337.92,338.32,
2004-04-25 21:54:35+00:00,L5,220.27,,,604.57,,,,,,,,,,,,,,,,,,319.06,,,,,,,,,,,,,,,,,,573.49,544.13,,,,,,,,,,154.63,642.47,421.96,611.29,,,,,,,,,150.62,207.42,,,,,,,,308.05,,,,,,,,,,,,,,,
2004-05-03 22:03:47+00:00,L7,338.58,357.90,357.96,357.37,,,,347.91,346.50,348.85,346.91,345.30,345.81,352.01,348.73,348.79,351.68,357.96,357.99,357.93,355.41,358.56,350.19,,,350.60,344.96,347.94,349.20,349.26,361.17,350.04,361.54,352.47,339.46,334.56,339.20,345.11,334.81,,,338.53,342.69,362.39,360.55,372.69,356.51,380.09,369.51,366.69,345.82,336.89,347.88,369.75,,,,390.24,390.89,396.08,399.52,399.93,401.70,392.33,408.53,406.16,392.65,387.92,389.81,,,388.63,383.23,388.50,389.26,381.77,378.92,373.84,379.50,378.98,385.38,391.12,387.02,,,,370.82
2004-05-19 22:03:47+00:00,L7,291.91,348.84,354.23,348.83,352.70,355.05,350.77,346.55,342.41,341.07,339.11,342.44,331.14,341.15,341.11,341.64,,,348.27,349.69,347.66,350.29,348.69,331.23,341.42,346.15,341.17,343.76,341.33,347.08,354.49,343.37,350.12,,,331.79,336.00,336.12,331.29,335.02,334.52,336.13,354.00,367.73,371.93,371.71,347.29,367.83,,,,339.03,350.00,374.46,373.39,385.82,380.68,384.35,387.91,397.89,397.54,394.68,396.10,,,405.24,399.76,390.58,388.40,385.31,376.77,383.10,384.10,392.16,392.26,382.92,382.02,373.73,,,386.23,389.01,389.45,387.54,387.27,390.61,380.24
2004-05-27 21:55:30+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.66,302.63,308.96,309.30,314.97,319.87,326.07,318.31,317.44,335.93,,,323.88,301.11,316.20,337.38,338.65,352.58,339.49,348.28,353.53,365.22,371.60,376.15,372.46,369.63,367.08,366.73,364.47,362.47,359.43,355.87,354.93,356.18,359.67,361.67,359.75,361.48,355.33,337.07,339.51,339.26,330.17,340.67,336.32,339.60,345.52,344.15,333.28
2004-06-12 21:55:59+00:00,L5,97.64,346.36,343.67,344.61,348.96,348.99,351.09,341.04,343.62,345.15,347.63,344.54,338.46,344.92,347.35,352.70,341.11,356.50,361.41,354.26,349.43,350.29,345.13,338.43,336.14,329.05,331.82,339.02,340.87,346.62,353.95,341.74,340.96,347.99,341.61,339.37,335.50,331.24,325.97,328.32,332.51,330.04,343.28,352.05,353.30,354.60,346.62,366.38,,,345.83,331.90,342.87,360.82,364.21,374.42,380.08,380.40,393.16,394.49,387.64,395.68,392.48,389.18,395.01,392.50,389.37,384.27,382.63,383.93,387.68,387.75,387.21,387.92,382.69,384.50,374.95,374.27,369.23,372.95,367.22,371.35,370.61,372.30,369.36,364.73,360.11
