dates,nzd0423-0000,nzd0423-0001,nzd0423-0002,nzd0423-0003,nzd0423-0004,nzd0423-0005,nzd0423-0006,nzd0423-0007,nzd0423-0008,nzd0423-0009,nzd0423-0010,nzd0423-0011,nzd0423-0012,nzd0423-0013,nzd0423-0014,nzd0423-0015,nzd0423-0016,nzd0423-0017,nzd0423-0018,nzd0423-0019,nzd0423-0020,nzd0423-0021,nzd0423-0022,nzd0423-0023,nzd0423-0024,nzd0423-0025,nzd0423-0026,nzd0423-0027,nzd0423-0028,nzd0423-0029,nzd0423-0030,nzd0423-0031,nzd0423-0032,nzd0423-0033,nzd0423-0034,nzd0423-0035,nzd0423-0036,nzd0423-0037,nzd0423-0038,nzd0423-0039,nzd0423-0040,nzd0423-0041,nzd0423-0042,nzd0423-0043,nzd0423-0044,nzd0423-0045,nzd0423-0046,nzd0423-0047,nzd0423-0048,nzd0423-0049,nzd0423-0050,nzd0423-0051,nzd0423-0052,nzd0423-0053,nzd0423-0054,nzd0423-0055,nzd0423-0056,nzd0423-0057,nzd0423-0058,nzd0423-0059,nzd0423-0060,nzd0423-0061,nzd0423-0062,nzd0423-0063,nzd0423-0064,nzd0423-0065,nzd0423-0066,nzd0423-0067,nzd0423-0068,nzd0423-0069,nzd0423-0070,nzd0423-0071,nzd0423-0072,nzd0423-0073,nzd0423-0074,nzd0423-0075,nzd0423-0076,nzd0423-0077,nzd0423-0078,nzd0423-0079,nzd0423-0080,nzd0423-0081,nzd0423-0082,nzd0423-0083,nzd0423-0084,nzd0423-0085,nzd0423-0086,nzd0423-0087,nzd0423-0088,nzd0423-0089,nzd0423-0090,nzd0423-0091,nzd0423-0092,nzd0423-0093,nzd0423-0094,nzd0423-0095,nzd0423-0096,nzd0423-0097,nzd0423-0098,nzd0423-0099,nzd0423-0100,nzd0423-0101,nzd0423-0102,nzd0423-0103,nzd0423-0104,nzd0423-0105,nzd0423-0106,nzd0423-0107,nzd0423-0108,nzd0423-0109,nzd0423-0110,nzd0423-0111,nzd0423-0112,nzd0423-0113,nzd0423-0114,nzd0423-0115,nzd0423-0116,nzd0423-0117,nzd0423-0118,nzd0423-0119,nzd0423-0120,nzd0423-0121,nzd0423-0122,satname
2001-03-31 22:10:07+00:00,372.45,379.15,367.17,366.93,355.96,342.17,329.31,321.73,320.69,319.30,318.77,315.74,308.88,317.59,318.44,308.74,313.10,305.61,305.78,304.62,298.76,303.19,304.78,307.08,303.17,304.24,312.91,317.25,315.48,321.82,321.53,327.56,330.92,336.66,337.97,338.06,345.97,349.40,354.51,351.05,351.81,354.08,361.93,366.88,371.60,374.25,371.59,367.91,372.17,370.71,373.99,378.08,381.60,383.60,378.88,381.54,383.41,386.80,382.21,373.79,368.71,361.65,357.90,359.05,355.19,357.45,360.37,358.40,355.45,357.78,355.19,357.98,357.76,356.97,357.54,357.89,357.08,358.54,359.84,362.56,365.71,365.61,365.06,365.58,364.90,367.37,376.33,381.19,380.80,380.53,381.08,387.15,386.94,376.33,372.12,365.62,364.80,368.61,365.42,364.89,364.91,363.05,363.44,367.44,359.62,359.23,354.74,353.71,352.00,366.87,367.01,359.12,357.02,352.56,349.05,333.45,332.28,332.08,338.97,345.27,347.23,351.75,339.08,L7
2001-05-02 22:10:03+00:00,342.08,337.70,335.95,335.51,331.86,324.99,315.57,321.20,322.53,317.23,315.61,310.90,297.86,297.47,294.71,296.23,294.70,301.64,299.65,301.47,297.11,289.69,290.42,290.82,286.63,295.65,299.63,302.80,308.04,308.55,312.31,315.89,315.83,325.09,325.84,326.86,333.40,331.97,334.62,337.30,338.99,344.50,348.51,345.65,357.32,355.98,348.20,356.60,350.75,353.12,358.33,361.57,357.30,364.07,365.28,364.80,371.52,366.18,363.56,363.35,359.63,355.51,346.23,340.60,353.24,351.77,343.46,337.50,341.05,342.14,342.19,347.91,346.52,349.83,348.67,348.01,350.61,355.89,357.40,359.53,359.07,358.43,357.79,363.34,359.49,362.76,364.07,369.81,370.02,375.88,377.98,373.85,373.25,368.88,364.15,360.28,362.67,362.34,362.00,358.92,360.35,353.95,358.86,357.62,354.65,351.67,347.41,352.38,349.04,349.11,360.62,357.39,361.88,353.96,331.58,321.87,321.68,324.27,330.95,341.59,346.63,347.46,338.06,L7
2001-06-03 22:09:40+00:00,,,,338.29,347.90,348.85,331.68,329.19,331.72,326.82,324.37,335.32,328.38,308.85,300.76,305.76,298.85,296.89,300.59,301.44,309.42,296.16,290.50,287.87,292.35,295.60,299.55,303.25,305.33,309.48,315.10,319.58,318.46,320.00,328.82,332.49,333.19,330.22,332.08,331.01,337.47,339.80,340.53,340.48,347.45,352.95,351.83,354.38,350.85,358.06,359.10,359.43,363.44,361.79,360.90,362.06,362.74,369.39,364.19,364.78,361.96,361.09,351.56,350.62,349.28,339.10,340.17,339.00,333.52,335.76,340.31,339.50,346.44,343.84,351.87,346.89,348.16,362.46,363.35,359.55,356.35,355.26,353.98,358.10,355.33,356.82,356.70,354.70,361.94,363.73,368.57,361.24,364.02,357.53,351.47,352.30,346.12,341.40,343.75,342.99,345.71,345.40,351.03,346.70,344.58,346.16,343.16,350.59,351.15,325.56,,345.33,348.04,351.46,337.46,323.84,317.32,310.76,318.99,332.01,336.12,337.94,,L7
2001-07-05 22:09:21+00:00,,,,,,,,346.48,,,,367.55,,335.55,339.34,369.84,,339.84,344.13,,,,,,,,,321.35,,,,336.35,327.16,335.30,,337.39,346.41,343.28,329.44,342.78,337.79,319.28,366.27,350.37,347.64,356.41,364.28,343.47,374.23,,,361.63,,,,,,,,,,,,,376.91,364.40,370.94,330.15,,,,,,,,,,369.50,359.73,,,,,,,,,,,,,356.33,370.42,,,,,,,,,,,,,,,321.82,,331.45,,,,,,,,,,,,,,L7
2001-09-07 22:08:34+00:00,349.95,357.03,350.44,347.35,341.69,336.68,326.81,328.07,322.62,313.55,319.00,321.04,319.44,317.37,325.04,330.79,320.17,317.50,309.10,303.29,291.94,283.92,277.30,286.19,292.61,304.76,308.04,318.49,324.87,325.76,321.43,318.92,318.97,321.38,322.58,323.59,338.11,338.40,339.35,340.10,334.65,332.78,330.50,335.30,342.01,342.64,343.49,357.72,358.30,357.40,353.43,350.13,352.62,351.68,351.51,353.86,359.74,358.39,366.61,367.28,369.07,368.14,362.15,357.34,359.84,358.43,354.44,353.18,351.46,344.83,343.87,345.92,347.53,344.79,347.55,350.34,353.76,351.54,354.10,355.76,356.79,354.48,352.61,352.92,357.88,358.74,361.46,365.08,369.09,370.64,377.11,376.68,377.45,369.92,365.08,363.60,358.75,360.97,362.34,360.29,357.35,357.68,356.50,356.18,352.71,350.74,351.79,353.91,356.36,348.82,357.69,352.12,348.89,344.73,338.22,334.00,333.29,332.26,334.76,340.54,341.78,340.18,328.02,L7
2001-09-23 22:08:26+00:00,354.28,358.05,356.35,340.16,335.44,329.47,326.41,331.42,335.84,324.74,328.89,323.43,321.56,319.98,319.88,318.38,315.20,310.65,292.27,289.29,278.65,280.89,282.66,286.46,283.16,290.59,303.05,308.21,307.81,314.12,317.00,311.92,309.93,315.48,320.14,325.42,329.47,329.33,336.70,335.50,342.77,340.28,337.86,337.32,339.78,343.26,347.17,350.88,348.51,351.92,353.75,354.31,349.45,346.30,343.93,347.46,351.21,353.43,364.43,358.75,358.09,353.74,373.95,374.30,370.11,363.15,356.14,355.42,355.35,349.32,349.60,354.75,346.35,346.42,343.88,344.15,339.99,333.10,345.52,353.93,347.93,348.70,351.31,353.13,360.47,359.99,364.41,371.48,370.44,369.50,378.68,379.89,379.72,369.86,364.46,363.31,360.57,359.27,356.88,352.67,357.66,354.79,351.44,354.03,346.21,341.84,347.54,344.51,348.31,346.39,353.17,343.89,349.34,347.06,336.73,331.06,328.81,330.07,328.17,327.24,333.48,334.97,325.74,L7
2001-12-12 22:08:38+00:00,331.42,330.66,329.56,323.22,327.15,325.26,314.51,316.56,315.96,305.41,314.66,318.47,318.12,304.27,298.38,300.16,298.69,299.80,302.43,297.68,292.13,283.11,278.55,274.23,284.05,285.87,287.40,294.80,302.54,300.22,309.94,310.83,309.11,309.12,306.37,314.98,311.82,313.29,307.06,308.83,318.00,328.12,334.36,331.19,337.03,335.33,336.60,344.78,342.98,343.92,345.47,343.07,348.89,352.26,351.52,353.41,348.42,343.89,340.02,344.69,347.60,349.38,350.99,357.86,364.15,361.60,349.46,345.17,338.71,339.48,337.42,344.74,341.30,345.38,345.04,350.26,350.60,358.69,352.12,349.52,352.73,357.98,358.13,358.99,360.05,363.01,360.40,365.22,369.34,372.91,379.12,375.76,363.21,362.28,354.49,357.85,354.73,356.45,354.39,357.80,351.68,355.14,357.72,350.14,349.48,351.60,349.12,358.89,358.19,348.48,346.63,346.17,341.07,336.69,329.87,329.49,331.34,328.12,328.16,328.93,338.92,332.37,348.02,L7
2002-02-14 22:08:53+00:00,350.92,344.39,336.04,334.41,331.71,329.01,324.21,326.90,322.34,317.65,315.22,313.63,308.98,305.31,303.67,305.94,306.78,304.46,303.11,300.86,300.06,290.63,289.21,288.21,285.70,281.71,288.17,294.18,310.33,315.43,323.27,320.78,321.28,317.89,323.92,327.20,332.33,339.69,338.46,338.58,340.30,346.07,346.36,344.64,348.61,353.50,349.17,354.36,354.19,356.83,359.39,361.28,361.44,359.62,361.58,359.04,362.61,361.03,362.15,359.64,365.67,363.99,366.83,369.49,366.42,364.71,360.21,362.04,354.55,352.91,354.35,347.85,347.90,350.19,348.84,354.61,354.33,358.27,352.76,356.29,358.23,359.98,357.81,358.57,360.10,363.06,368.27,370.22,371.50,376.63,380.92,373.77,373.03,367.08,362.37,360.39,355.59,359.57,358.39,365.66,365.47,355.78,355.70,355.07,350.31,353.45,354.81,354.39,356.53,354.48,357.58,343.27,343.51,344.66,340.79,338.25,329.34,331.88,329.12,335.01,335.70,331.93,334.03,L7
2002-04-03 22:08:45+00:00,357.81,358.43,351.29,344.32,342.11,333.43,338.36,337.12,335.15,330.28,323.52,322.19,323.07,321.57,319.77,312.48,312.13,307.24,299.82,299.23,294.02,291.93,296.33,298.76,298.45,301.72,301.33,302.85,309.78,314.74,315.30,322.65,331.97,325.83,323.95,323.51,329.92,340.36,347.64,359.27,360.20,362.51,362.14,361.12,367.23,366.56,361.62,356.76,360.96,356.97,363.20,353.22,356.72,360.27,362.05,363.31,365.79,373.82,377.12,383.40,381.24,385.02,385.66,385.45,380.79,369.56,361.17,357.03,351.37,350.46,349.30,349.14,355.22,357.25,355.89,357.21,358.26,359.74,361.97,361.29,360.27,358.90,358.18,358.62,363.67,363.03,367.15,367.16,378.92,376.96,381.62,377.09,376.84,370.08,364.60,358.99,358.06,356.44,360.07,355.88,361.29,357.03,356.47,357.35,348.56,348.96,349.88,346.88,348.78,358.76,361.69,351.69,347.43,343.24,345.53,331.92,327.48,334.44,335.31,338.49,344.60,347.47,341.83,L7
2002-06-06 22:08:34+00:00,,,,,,,,,,317.00,310.56,314.95,316.34,304.95,299.75,302.67,300.66,304.44,300.28,292.69,287.05,284.31,286.62,285.39,282.05,284.99,287.08,291.35,299.42,299.55,304.59,309.33,322.05,320.45,323.15,328.31,326.15,327.11,,,,345.00,345.83,342.22,348.76,342.65,347.83,349.71,358.24,352.14,349.41,348.20,353.44,342.86,345.83,343.36,347.93,353.31,355.07,353.90,354.33,354.52,357.89,368.42,361.35,355.00,346.85,343.02,341.62,341.88,342.97,339.18,345.17,339.84,340.32,343.31,346.43,355.59,355.76,351.35,359.70,355.56,358.61,350.60,354.64,354.97,355.89,357.51,362.66,366.13,371.47,368.79,365.58,359.93,360.51,358.49,349.31,347.41,345.20,347.49,343.56,344.88,347.49,344.74,345.80,344.73,345.54,347.85,348.11,328.37,,336.02,341.41,339.75,329.52,324.36,322.55,320.26,325.65,337.25,339.98,333.99,,L7
2002-07-24 22:08:14+00:00,,,,,320.47,317.87,307.57,309.44,308.56,315.81,314.76,312.36,311.55,295.12,299.19,305.74,300.56,308.37,289.73,288.38,283.53,282.46,282.47,282.02,285.97,292.90,289.77,292.39,286.44,297.11,298.72,301.06,305.84,314.21,,,,,,,325.08,336.67,341.84,348.88,348.55,348.29,348.20,347.98,354.99,357.07,360.51,351.53,349.15,350.56,346.53,346.53,345.08,346.44,336.92,346.99,347.41,349.88,343.83,346.60,355.54,346.56,345.50,341.86,341.62,344.41,343.83,339.09,340.51,337.48,339.79,348.19,348.20,360.85,351.12,356.50,358.47,359.35,358.23,357.76,354.16,357.50,360.17,361.09,363.75,371.18,375.88,367.11,362.43,360.09,357.51,357.61,355.73,362.26,356.67,351.42,348.77,352.59,355.25,350.52,355.39,344.02,344.08,351.50,357.24,336.25,349.52,341.08,337.55,333.42,330.27,323.71,313.41,323.04,322.17,325.67,331.36,331.07,,L7
2002-08-25 22:08:00+00:00,,,,,,,,,,,,,,,,,297.24,294.13,294.56,289.19,282.54,287.10,288.01,287.65,288.58,285.14,292.23,295.04,293.45,297.05,307.60,314.53,315.99,318.93,320.76,320.42,319.17,321.78,321.15,327.50,335.00,340.26,342.90,343.66,341.28,338.41,347.17,361.32,361.09,370.41,368.50,371.37,367.97,358.85,354.96,357.36,358.07,361.94,356.16,355.32,350.70,347.19,343.65,341.46,342.41,343.88,346.55,348.96,343.55,346.32,344.53,336.13,337.30,339.64,340.02,345.28,345.57,348.77,354.47,343.60,352.82,357.15,357.58,360.31,357.28,353.11,352.95,360.43,365.80,367.91,371.90,367.45,367.23,364.01,362.07,361.69,358.54,355.59,350.12,348.63,341.68,349.99,347.43,351.15,349.98,344.29,345.54,341.24,343.81,337.83,348.58,341.26,337.09,338.90,334.63,327.67,323.63,321.25,320.52,334.27,334.43,344.68,340.38,L7
2002-09-10 22:07:55+00:00,349.05,351.82,340.54,325.63,325.32,315.36,314.14,310.90,317.05,326.99,314.21,308.25,305.31,291.07,290.82,290.76,295.59,294.58,293.70,289.72,283.37,276.71,281.83,282.95,282.70,282.85,287.57,282.07,289.64,295.37,302.18,301.63,306.83,309.52,314.11,313.08,320.22,323.01,332.14,338.95,332.95,335.95,338.37,342.86,345.70,349.30,347.73,346.64,353.05,362.59,365.34,367.06,358.35,353.16,346.35,351.43,350.08,360.51,365.94,361.62,358.98,349.03,340.38,340.93,333.27,334.52,339.52,347.89,336.07,326.00,332.41,338.44,327.57,316.42,316.93,324.28,334.60,341.84,349.45,352.39,354.75,352.56,348.14,341.94,341.57,347.81,350.13,354.94,358.29,351.94,352.79,360.32,360.14,349.01,342.41,339.14,349.92,346.51,350.08,339.94,335.71,338.69,345.61,338.14,333.82,330.20,334.08,335.43,333.95,339.75,340.35,334.07,327.39,324.26,331.16,323.73,315.21,316.76,321.48,333.84,330.67,333.26,322.41,L7
2002-12-31 22:08:20+00:00,335.36,332.23,336.41,333.14,334.54,337.65,325.07,330.19,333.25,339.26,339.86,340.06,332.45,312.24,305.51,310.14,288.89,293.32,294.04,290.52,291.71,278.18,274.69,273.65,280.02,284.15,287.20,285.10,294.38,296.77,302.85,302.79,300.69,301.15,305.26,309.39,318.95,320.39,328.16,320.71,326.91,334.07,343.17,344.16,350.43,354.46,361.37,363.63,360.02,354.04,353.76,349.57,352.90,357.37,355.07,361.10,356.35,359.50,357.12,359.63,358.82,356.95,357.96,359.51,354.23,350.20,341.23,336.24,335.89,333.29,333.28,333.33,335.74,336.45,332.56,338.99,337.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.01,333.74,330.35,337.00,332.24,332.55,337.37,345.36,342.52,341.02,359.41,L7
