dates,nzd0423-0000,nzd0423-0001,nzd0423-0002,nzd0423-0003,nzd0423-0004,nzd0423-0005,nzd0423-0006,nzd0423-0007,nzd0423-0008,nzd0423-0009,nzd0423-0010,nzd0423-0011,nzd0423-0012,nzd0423-0013,nzd0423-0014,nzd0423-0015,nzd0423-0016,nzd0423-0017,nzd0423-0018,nzd0423-0019,nzd0423-0020,nzd0423-0021,nzd0423-0022,nzd0423-0023,nzd0423-0024,nzd0423-0025,nzd0423-0026,nzd0423-0027,nzd0423-0028,nzd0423-0029,nzd0423-0030,nzd0423-0031,nzd0423-0032,nzd0423-0033,nzd0423-0034,nzd0423-0035,nzd0423-0036,nzd0423-0037,nzd0423-0038,nzd0423-0039,nzd0423-0040,nzd0423-0041,nzd0423-0042,nzd0423-0043,nzd0423-0044,nzd0423-0045,nzd0423-0046,nzd0423-0047,nzd0423-0048,nzd0423-0049,nzd0423-0050,nzd0423-0051,nzd0423-0052,nzd0423-0053,nzd0423-0054,nzd0423-0055,nzd0423-0056,nzd0423-0057,nzd0423-0058,nzd0423-0059,nzd0423-0060,nzd0423-0061,nzd0423-0062,nzd0423-0063,nzd0423-0064,nzd0423-0065,nzd0423-0066,nzd0423-0067,nzd0423-0068,nzd0423-0069,nzd0423-0070,nzd0423-0071,nzd0423-0072,nzd0423-0073,nzd0423-0074,nzd0423-0075,nzd0423-0076,nzd0423-0077,nzd0423-0078,nzd0423-0079,nzd0423-0080,nzd0423-0081,nzd0423-0082,nzd0423-0083,nzd0423-0084,nzd0423-0085,nzd0423-0086,nzd0423-0087,nzd0423-0088,nzd0423-0089,nzd0423-0090,nzd0423-0091,nzd0423-0092,nzd0423-0093,nzd0423-0094,nzd0423-0095,nzd0423-0096,nzd0423-0097,nzd0423-0098,nzd0423-0099,nzd0423-0100,nzd0423-0101,nzd0423-0102,nzd0423-0103,nzd0423-0104,nzd0423-0105,nzd0423-0106,nzd0423-0107,nzd0423-0108,nzd0423-0109,nzd0423-0110,nzd0423-0111,nzd0423-0112,nzd0423-0113,nzd0423-0114,nzd0423-0115,nzd0423-0116,nzd0423-0117,nzd0423-0118,nzd0423-0119,nzd0423-0120,nzd0423-0121,nzd0423-0122,satname
2001-03-31 22:10:07+00:00,355.28,354.99,346.65,338.69,327.37,315.60,306.74,304.88,302.57,302.34,307.98,307.92,302.04,303.62,303.02,299.67,298.66,295.73,296.58,296.63,295.04,293.44,294.30,294.77,294.11,295.63,301.25,306.41,308.36,311.68,314.83,318.25,319.76,320.07,322.01,325.93,329.57,332.39,336.13,336.08,340.03,345.05,351.49,356.84,361.88,359.41,359.29,358.10,358.37,358.78,360.50,361.91,361.44,360.23,356.88,360.57,359.17,358.45,356.63,354.24,352.33,351.34,349.65,352.28,353.69,353.42,351.32,348.42,347.97,348.63,351.03,352.56,355.39,353.03,351.95,353.33,355.81,359.34,360.10,359.66,358.46,358.47,359.19,357.53,363.23,360.86,364.23,371.16,375.97,377.04,381.82,378.85,376.47,370.57,365.45,361.93,361.61,361.59,361.22,360.36,358.35,355.55,354.60,357.60,359.22,355.65,350.47,354.73,355.42,357.82,355.63,345.38,343.87,341.00,335.06,326.11,323.85,325.35,332.58,338.75,339.00,343.96,342.98,L7
2001-05-02 22:10:03+00:00,353.08,352.11,344.87,338.16,328.12,317.16,308.21,307.60,305.42,304.47,309.07,308.34,301.45,302.75,301.83,299.18,298.09,296.57,297.02,297.32,295.34,292.90,293.74,294.21,293.04,295.63,301.02,305.89,308.31,311.23,314.47,317.91,319.20,320.79,322.56,326.07,330.11,332.33,335.92,336.26,339.88,344.97,351.07,355.24,361.23,358.92,357.70,357.89,357.28,357.84,360.14,361.85,360.75,360.87,358.28,361.17,360.94,359.56,357.62,355.54,353.37,351.94,349.16,350.61,353.62,353.18,350.20,346.86,346.98,347.71,349.77,351.90,354.13,352.57,351.48,352.57,354.77,358.84,359.71,359.64,358.55,358.46,358.99,358.36,362.61,361.13,364.21,370.96,374.98,376.85,381.18,378.02,376.01,370.33,365.24,361.65,361.79,361.71,361.35,360.12,358.64,355.32,355.21,357.61,358.56,354.98,349.86,354.39,354.51,356.58,356.34,347.10,346.87,343.16,334.48,325.50,323.54,325.20,332.35,339.15,340.09,344.46,342.28,L7
2001-06-03 22:09:40+00:00,353.08,352.11,344.87,338.18,330.95,321.69,311.57,310.69,311.54,309.95,313.59,313.19,306.38,304.03,302.06,301.28,299.57,298.08,298.09,298.51,297.04,293.90,293.91,294.47,294.09,296.29,301.29,306.26,309.28,312.45,315.85,319.93,320.75,323.19,325.25,329.02,332.65,334.53,337.01,337.31,341.75,346.69,350.90,354.58,360.25,359.32,358.38,358.59,358.12,360.15,362.88,365.21,365.02,364.90,362.05,364.03,363.54,362.74,360.26,358.67,355.85,353.19,348.78,349.89,351.79,351.84,348.54,345.47,344.26,344.75,347.76,349.82,352.57,351.10,351.69,351.67,353.66,358.04,359.74,359.61,358.95,358.65,358.43,357.25,361.11,359.54,362.91,369.43,373.56,374.66,378.95,374.82,374.78,368.87,363.77,360.73,359.33,358.91,359.25,357.62,357.40,354.58,354.99,355.52,355.76,354.29,349.76,353.89,353.38,352.35,357.11,348.06,349.07,346.07,335.97,325.79,322.87,322.96,331.59,340.75,341.81,345.66,341.75,L7
2001-07-05 22:09:21+00:00,353.08,352.11,344.87,338.18,330.95,321.69,311.57,315.16,311.54,309.95,313.59,319.98,306.38,307.97,306.72,309.85,299.57,303.30,303.84,298.51,297.04,293.90,293.91,294.47,294.09,296.29,301.29,308.15,309.28,312.45,315.85,321.99,321.56,324.71,325.25,330.06,334.37,335.62,336.06,337.99,341.26,343.26,352.83,354.06,358.67,358.96,359.12,356.70,360.14,360.15,362.88,364.70,365.02,364.90,362.05,364.03,363.54,362.74,360.26,358.67,355.85,353.19,348.78,349.89,354.93,353.41,351.34,343.55,344.26,344.75,347.76,349.82,352.57,351.10,351.69,351.67,353.66,359.48,359.74,359.61,358.95,358.65,358.43,357.25,361.11,359.54,362.91,369.43,373.56,374.66,378.95,372.18,374.24,368.87,363.77,360.73,359.33,358.91,359.25,357.62,357.40,354.58,354.99,355.52,355.76,354.29,349.76,349.88,353.38,349.74,357.11,348.06,349.07,346.07,335.97,325.79,322.87,322.96,331.59,340.75,341.81,345.66,341.75,L7
2001-09-07 22:08:34+00:00,357.77,358.53,350.57,345.32,340.44,333.22,321.98,325.48,321.12,317.39,320.07,327.52,311.60,313.63,314.01,318.43,305.59,308.77,308.48,300.56,297.38,292.58,290.55,293.83,293.19,299.68,303.78,311.25,312.65,315.89,317.84,323.50,322.57,326.42,327.07,330.70,337.91,338.52,338.95,340.67,340.73,340.02,350.34,349.98,355.08,357.45,356.84,356.17,360.71,359.82,361.21,362.17,363.74,365.28,364.14,368.59,371.31,369.81,368.79,366.33,362.71,359.40,352.60,351.68,357.53,354.73,353.27,343.81,344.69,345.28,346.05,348.55,350.08,348.99,351.11,350.35,351.35,357.67,357.96,358.46,358.21,358.18,356.04,353.93,359.40,355.39,359.79,365.94,370.46,372.69,376.19,371.05,374.83,367.51,363.21,360.45,358.08,358.33,358.38,356.77,357.16,355.42,356.41,357.41,353.87,351.95,349.28,346.35,350.78,346.17,360.31,350.94,353.96,350.68,339.08,326.85,324.82,324.11,331.74,340.84,342.73,344.49,335.17,L7
2001-09-23 22:08:26+00:00,354.69,357.98,352.48,345.65,342.57,336.43,325.96,329.68,326.68,320.33,321.33,329.00,315.22,316.13,316.36,321.62,308.40,312.02,308.59,300.02,295.18,290.77,289.13,291.68,291.58,298.17,304.64,311.89,312.31,315.95,317.47,321.70,320.21,325.65,327.07,330.63,337.76,337.10,337.78,339.62,340.58,338.45,347.60,346.00,350.97,354.25,354.43,355.16,359.13,358.24,359.72,360.86,360.88,361.49,360.10,361.94,365.72,366.84,368.20,365.59,363.49,360.03,358.36,356.38,360.76,355.72,354.25,345.61,347.37,345.97,346.23,349.21,348.92,348.37,349.90,349.46,349.92,355.17,356.66,358.27,357.17,356.50,356.15,358.61,359.61,361.14,364.59,368.45,370.46,372.06,376.68,372.52,375.30,368.50,363.46,361.02,358.58,358.52,358.08,355.95,357.20,354.97,356.25,356.39,351.55,349.93,348.93,346.15,351.37,344.70,359.62,351.57,353.03,349.95,338.61,328.84,326.68,325.89,330.37,337.33,341.05,342.46,332.72,L7
2001-12-12 22:08:38+00:00,345.22,348.58,345.45,336.91,334.76,330.47,322.58,330.63,324.81,314.57,320.85,332.62,319.71,319.29,320.66,329.79,311.35,316.95,311.98,296.75,287.57,282.64,279.50,282.29,286.61,293.74,299.50,310.71,311.74,313.37,316.12,319.50,316.29,320.32,316.36,325.35,331.45,331.07,328.14,331.80,333.30,330.12,342.25,338.54,341.62,344.41,347.88,349.21,356.01,351.08,350.88,352.28,350.32,350.08,348.99,351.58,353.12,351.90,357.02,356.91,358.25,357.09,362.36,363.17,367.75,361.89,357.75,345.98,348.51,344.54,343.63,348.47,345.06,345.53,345.49,348.25,348.12,353.21,352.87,353.07,352.48,353.72,354.02,355.01,359.47,360.58,362.09,367.26,369.62,371.02,378.30,372.16,372.70,367.35,361.34,361.59,358.02,358.90,357.87,356.92,355.56,355.87,355.22,353.45,349.47,348.06,349.48,344.78,354.29,343.79,352.50,347.39,346.43,342.83,334.94,331.52,331.15,330.15,330.36,332.24,338.06,335.84,333.93,L7
2002-02-14 22:08:53+00:00,346.64,347.53,343.10,336.29,334.00,330.11,322.99,325.74,324.19,315.34,319.44,319.14,317.02,311.73,311.74,313.82,310.21,308.10,301.73,297.78,290.69,284.64,281.93,283.77,286.38,290.73,296.67,303.92,311.39,313.88,317.91,315.61,314.82,315.97,318.25,322.80,327.93,330.18,330.39,330.75,333.93,336.81,337.27,337.11,341.86,343.68,344.11,351.94,351.00,352.52,353.01,352.20,353.10,352.46,352.13,353.44,355.50,354.19,358.30,357.59,360.11,358.81,363.48,364.75,365.13,361.97,355.06,353.95,350.02,346.63,346.31,348.32,345.77,346.69,346.33,349.84,349.67,350.40,351.12,353.88,353.92,355.29,354.97,355.90,359.62,361.20,363.63,368.00,370.09,372.42,378.96,376.52,373.35,367.28,361.60,361.29,357.41,359.06,358.00,359.11,358.04,355.85,355.34,353.86,349.68,349.41,350.81,352.93,354.85,349.54,353.77,346.36,345.70,343.29,336.40,333.20,330.69,330.58,330.05,332.93,337.47,334.86,333.95,L7
2002-04-03 22:08:45+00:00,346.72,344.49,338.96,333.98,333.66,329.23,325.69,326.86,324.48,317.78,317.80,318.10,316.72,310.38,307.27,306.19,305.87,303.83,301.79,299.26,295.40,288.56,288.03,287.07,289.40,289.77,292.30,297.28,307.55,310.13,316.17,318.09,320.79,317.61,318.08,321.90,324.69,331.11,331.05,335.56,339.50,345.57,347.62,345.65,350.96,351.80,349.13,351.97,352.71,352.57,356.02,352.52,355.68,357.38,358.38,358.59,358.94,359.58,359.76,362.58,364.84,366.13,367.83,370.93,370.45,365.29,356.95,354.75,348.21,347.62,347.02,347.24,348.14,350.94,349.92,354.03,354.40,358.90,355.62,355.70,357.08,358.95,358.04,358.73,361.27,363.03,365.27,367.53,373.25,375.50,380.55,375.54,371.03,366.48,360.49,359.08,356.13,357.49,357.62,359.78,359.48,355.98,356.63,354.19,349.45,351.34,351.27,353.39,354.50,353.91,355.30,347.04,344.00,341.53,338.73,333.22,329.39,331.48,330.86,334.14,339.74,337.26,341.29,L7
2002-06-06 22:08:34+00:00,346.72,344.49,338.96,333.98,333.66,329.23,325.69,326.86,324.48,317.58,315.99,317.31,316.63,309.02,305.39,305.31,304.56,303.99,301.41,297.62,293.31,287.50,287.68,286.65,287.56,288.57,291.00,295.80,305.52,307.49,313.27,315.90,321.10,318.32,319.35,323.50,325.06,330.11,331.05,335.56,339.50,345.43,347.17,344.79,350.41,349.51,348.81,351.40,354.09,352.47,354.37,351.44,355.12,353.75,355.25,354.78,356.19,358.01,358.59,360.41,362.21,363.23,365.34,370.31,368.18,362.72,354.42,351.81,346.56,346.18,346.01,345.23,347.40,348.16,347.52,351.35,352.40,358.07,355.65,354.61,357.73,358.11,358.18,356.69,359.62,361.02,362.93,365.03,370.61,373.16,378.28,373.85,369.66,364.84,360.49,358.93,354.42,354.97,354.51,356.71,355.50,353.21,354.35,351.82,348.54,349.69,349.84,352.00,352.90,347.52,355.30,344.29,343.36,341.09,336.43,331.00,327.68,328.68,329.56,334.92,339.80,336.44,341.29,L7
2002-07-24 22:08:14+00:00,354.37,351.41,343.67,339.37,331.43,326.77,323.38,324.49,322.02,320.18,316.01,315.78,314.99,306.74,305.60,306.71,305.03,306.13,298.24,295.29,291.16,287.33,288.66,288.59,288.04,290.33,291.59,295.19,301.49,306.71,310.47,313.45,320.29,319.59,323.67,326.34,329.47,335.72,343.05,348.92,341.86,347.56,349.04,349.21,353.29,352.75,351.71,352.20,357.09,355.75,358.13,353.56,355.19,353.33,354.00,353.06,355.35,358.65,357.81,360.98,362.16,363.35,363.55,367.49,366.02,358.96,353.43,350.99,347.29,347.42,347.61,343.81,347.20,346.19,346.21,350.83,351.81,358.61,355.40,356.36,359.17,358.45,358.21,356.39,358.14,359.64,362.87,364.00,369.21,372.72,377.47,371.69,369.47,364.29,361.25,358.87,354.67,356.42,355.08,355.11,354.77,352.57,353.73,351.92,350.01,347.79,348.58,350.15,352.67,344.46,356.26,343.01,342.48,340.27,336.53,329.56,323.19,327.40,328.06,334.11,337.91,336.12,337.93,L7
2002-08-25 22:08:00+00:00,357.81,358.43,351.29,344.32,331.29,325.65,322.97,323.28,321.85,321.03,316.28,316.50,316.99,307.21,306.24,306.96,302.65,303.54,296.10,292.37,286.78,286.45,288.36,288.45,288.76,291.19,292.60,295.41,297.27,302.11,306.55,311.89,318.96,319.86,322.62,324.08,325.08,329.75,334.39,343.38,340.09,346.11,348.18,348.97,351.45,348.98,351.20,353.94,358.82,359.15,360.40,356.08,356.82,353.13,352.34,352.64,354.22,358.88,356.32,359.90,358.42,359.15,357.76,360.48,360.02,353.75,350.02,347.72,344.54,345.77,345.16,340.88,344.55,343.55,344.00,348.50,349.62,356.24,355.83,353.19,357.81,357.74,358.15,356.82,357.44,357.15,359.04,361.55,367.78,370.55,375.22,370.11,368.02,363.53,361.17,359.19,355.41,355.43,353.01,350.86,348.82,351.12,351.66,350.94,349.93,345.50,346.26,346.87,349.49,340.30,353.26,342.51,340.87,338.83,334.99,326.92,321.77,324.75,325.91,333.92,337.59,339.30,341.11,L7
2002-09-10 22:07:55+00:00,353.43,355.12,345.92,334.98,329.30,322.22,320.02,319.15,320.25,322.52,315.76,314.44,314.07,303.18,302.38,302.91,301.24,301.75,295.62,291.84,286.10,284.50,287.05,287.35,287.55,289.52,291.60,292.74,295.75,300.76,305.68,309.84,316.54,317.79,320.49,321.33,323.87,328.06,333.64,341.91,338.31,344.08,346.22,347.75,350.30,349.04,350.51,352.48,357.67,359.84,361.39,358.28,357.13,353.14,351.14,352.40,353.39,359.20,358.24,360.25,358.53,357.13,354.28,356.57,354.67,349.90,347.92,347.75,342.85,341.81,342.61,340.40,341.15,338.13,338.59,343.65,346.61,353.36,354.55,353.03,357.20,356.70,356.15,353.85,354.26,355.28,357.26,360.23,365.88,366.82,370.73,368.15,366.44,360.62,357.42,355.18,354.31,353.64,352.43,348.67,346.20,348.64,350.45,348.38,346.71,342.44,343.82,344.58,346.38,340.19,350.03,340.82,338.17,335.91,334.22,326.28,320.46,323.15,325.03,333.90,336.21,338.09,334.87,L7
