dates,satname,nzd0423-0000,nzd0423-0001,nzd0423-0002,nzd0423-0003,nzd0423-0004,nzd0423-0005,nzd0423-0006,nzd0423-0007,nzd0423-0008,nzd0423-0009,nzd0423-0010,nzd0423-0011,nzd0423-0012,nzd0423-0013,nzd0423-0014,nzd0423-0015,nzd0423-0016,nzd0423-0017,nzd0423-0018,nzd0423-0019,nzd0423-0020,nzd0423-0021,nzd0423-0022,nzd0423-0023,nzd0423-0024,nzd0423-0025,nzd0423-0026,nzd0423-0027,nzd0423-0028,nzd0423-0029,nzd0423-0030,nzd0423-0031,nzd0423-0032,nzd0423-0033,nzd0423-0034,nzd0423-0035,nzd0423-0036,nzd0423-0037,nzd0423-0038,nzd0423-0039,nzd0423-0040,nzd0423-0041,nzd0423-0042,nzd0423-0043,nzd0423-0044,nzd0423-0045,nzd0423-0046,nzd0423-0047,nzd0423-0048,nzd0423-0049,nzd0423-0050,nzd0423-0051,nzd0423-0052,nzd0423-0053,nzd0423-0054,nzd0423-0055,nzd0423-0056,nzd0423-0057,nzd0423-0058,nzd0423-0059,nzd0423-0060,nzd0423-0061,nzd0423-0062,nzd0423-0063,nzd0423-0064,nzd0423-0065,nzd0423-0066,nzd0423-0067,nzd0423-0068,nzd0423-0069,nzd0423-0070,nzd0423-0071,nzd0423-0072,nzd0423-0073,nzd0423-0074,nzd0423-0075,nzd0423-0076,nzd0423-0077,nzd0423-0078,nzd0423-0079,nzd0423-0080,nzd0423-0081,nzd0423-0082,nzd0423-0083,nzd0423-0084,nzd0423-0085,nzd0423-0086,nzd0423-0087,nzd0423-0088,nzd0423-0089,nzd0423-0090,nzd0423-0091,nzd0423-0092,nzd0423-0093,nzd0423-0094,nzd0423-0095,nzd0423-0096,nzd0423-0097,nzd0423-0098,nzd0423-0099,nzd0423-0100,nzd0423-0101,nzd0423-0102,nzd0423-0103,nzd0423-0104,nzd0423-0105,nzd0423-0106,nzd0423-0107,nzd0423-0108,nzd0423-0109,nzd0423-0110,nzd0423-0111,nzd0423-0112,nzd0423-0113,nzd0423-0114,nzd0423-0115,nzd0423-0116,nzd0423-0117,nzd0423-0118,nzd0423-0119,nzd0423-0120,nzd0423-0121,nzd0423-0122
2001-03-31 22:10:07+00:00,L7,378.38,383.30,372.70,371.08,365.18,353.24,333.57,325.88,324.84,323.45,322.92,326.81,321.65,321.85,322.59,318.50,319.48,316.68,319.61,317.39,312.59,310.74,311.70,311.23,311.07,311.79,319.55,324.17,322.40,327.97,329.83,335.46,338.14,344.96,346.27,347.82,354.27,355.55,360.23,355.20,359.36,361.00,368.57,371.03,375.75,378.40,375.74,377.13,380.47,380.47,383.75,388.46,390.82,392.34,386.78,389.09,391.31,395.10,389.13,382.53,378.47,371.41,368.97,369.42,369.02,367.83,369.11,365.62,363.35,366.08,363.09,365.20,366.06,364.52,366.28,365.79,365.38,372.37,371.70,371.30,374.93,374.83,375.44,375.96,374.12,377.13,384.63,388.41,388.02,388.08,389.38,394.37,392.66,384.23,380.86,374.36,374.02,377.35,374.64,373.63,372.46,371.79,374.51,376.18,369.99,368.99,363.96,367.54,365.83,372.59,374.56,367.86,366.24,361.78,357.79,346.22,343.35,341.30,348.73,359.10,359.09,362.82,359.83
2001-05-02 22:10:03+00:00,L7,341.22,337.10,335.15,334.91,330.53,323.39,314.95,320.60,321.93,316.63,315.01,309.30,296.01,296.85,294.11,294.82,293.78,300.04,297.65,299.62,295.11,288.60,289.42,290.22,285.49,294.56,298.67,301.80,307.04,307.66,311.11,314.75,314.79,323.89,324.64,325.45,332.20,331.08,333.79,336.70,337.90,343.50,347.55,345.05,356.72,355.38,347.60,355.27,349.55,351.71,356.92,360.07,355.97,362.81,364.14,363.71,370.38,364.98,362.56,362.09,358.22,354.10,344.63,339.10,351.24,350.27,342.20,336.46,339.91,340.94,341.05,346.87,345.32,348.74,347.41,346.87,349.41,353.89,355.69,358.27,357.74,357.10,356.29,361.84,358.16,361.35,362.87,368.77,368.98,374.79,376.78,372.81,372.42,367.74,362.89,359.02,361.34,361.08,360.67,357.66,359.26,352.69,357.26,356.36,353.15,350.26,346.08,350.38,347.04,348.28,359.53,356.13,360.55,352.63,330.32,320.02,320.08,322.94,329.54,339.59,344.92,345.86,335.06
2001-06-03 22:09:40+00:00,L7,,,,332.84,335.79,334.32,326.09,323.74,326.27,321.37,318.92,320.79,311.61,303.26,295.31,292.94,290.47,282.36,282.42,284.67,291.25,286.25,281.42,282.42,281.97,285.69,290.83,294.17,296.25,301.41,304.20,309.20,308.98,309.10,317.92,319.67,322.29,322.15,324.56,325.56,327.56,330.72,331.81,335.03,342.00,347.50,346.38,342.27,339.95,345.24,346.28,345.80,351.33,350.32,350.52,352.15,352.36,358.49,355.11,353.31,349.14,348.27,337.03,337.00,331.11,325.47,328.70,329.52,323.14,324.86,329.93,330.02,335.54,333.93,340.40,336.51,337.26,344.29,347.78,348.08,344.24,343.15,340.35,344.47,343.22,344.00,345.80,345.22,352.46,353.82,357.67,351.76,356.50,347.15,340.00,340.83,334.01,329.93,331.64,331.52,335.80,333.93,336.50,335.23,330.96,333.34,331.05,332.42,332.98,318.04,,333.86,335.93,339.35,325.99,307.07,302.79,298.65,306.17,313.84,320.55,323.41,150.06
2001-07-05 22:09:21+00:00,L7,,,,,,,,342.13,370.51,369.20,377.55,355.95,364.31,331.09,334.99,359.60,358.21,328.24,329.63,352.94,346.14,390.51,414.17,391.15,377.12,,,314.10,,,,328.06,319.59,326.60,,327.15,337.71,336.84,323.44,338.43,329.88,312.03,359.31,346.02,343.29,352.06,359.93,333.80,365.53,,,350.76,,,,,,,,,,,,,362.41,353.53,361.78,322.58,,,,,,,,,,355.00,347.30,,,,,,,,,,,,306.54,348.76,364.42,,,,,,,,,,,,,,,307.32,,325.45,,,,,,,,,,128.85,,,
2001-09-07 22:08:34+00:00,L7,352.81,359.03,353.11,349.35,346.13,342.01,328.86,330.07,324.62,315.55,321.00,326.37,325.59,319.42,327.04,335.50,323.25,322.83,315.77,309.44,298.61,287.56,280.63,288.19,296.42,308.40,311.24,321.82,328.20,328.72,325.43,322.73,322.45,325.38,326.58,328.30,342.11,341.36,342.11,342.10,338.29,336.11,333.70,337.30,344.01,344.64,345.49,362.16,362.30,362.11,358.14,355.13,357.06,355.89,355.32,357.50,363.55,362.39,369.94,371.49,373.78,372.85,367.48,362.34,366.51,363.43,358.65,356.66,355.27,348.83,347.68,349.40,351.53,348.43,351.76,354.15,357.76,358.21,359.81,359.97,361.23,358.92,357.61,357.92,362.32,363.45,365.46,368.56,372.57,374.28,381.11,380.16,380.21,373.73,369.29,367.81,363.19,365.18,366.78,364.50,360.99,361.89,361.83,360.39,357.71,355.45,356.23,360.58,363.03,351.58,361.33,356.33,353.33,349.17,342.43,340.15,338.62,336.70,339.47,347.21,347.49,345.51,338.02
2001-09-23 22:08:26+00:00,L7,359.71,361.85,361.42,343.96,343.88,339.60,330.31,335.22,339.64,328.54,332.69,333.56,333.25,323.88,323.68,327.32,321.05,320.78,304.94,300.98,291.32,287.80,288.99,290.26,290.40,297.50,309.13,314.54,314.14,319.75,324.60,319.16,316.54,323.08,327.74,334.36,337.07,334.96,341.94,339.30,349.68,346.61,343.94,341.12,343.58,347.06,350.97,359.32,356.11,360.86,362.69,363.81,357.89,354.30,351.17,354.37,358.45,361.03,370.76,366.75,367.03,362.68,384.08,383.80,382.78,372.65,364.14,362.03,362.59,356.92,356.84,361.36,353.95,353.33,351.88,351.39,347.59,345.77,356.38,361.93,356.37,357.14,360.81,362.63,368.91,368.93,372.01,378.09,377.05,376.41,386.28,386.50,384.96,377.10,372.46,371.31,369.01,367.27,365.32,360.67,364.57,362.79,361.57,362.03,355.71,350.78,355.98,357.18,360.98,351.63,360.08,351.89,357.78,355.50,344.73,342.75,338.94,338.51,337.11,339.91,344.34,345.10,344.74
2001-12-12 22:08:38+00:00,L7,323.85,325.36,322.49,317.92,315.37,311.13,309.07,311.26,310.66,300.11,309.36,304.34,301.81,298.83,293.08,287.69,290.54,285.67,284.76,281.37,274.46,273.47,269.72,268.93,273.95,276.23,278.92,285.97,293.71,292.37,299.34,300.73,299.89,298.52,295.77,302.51,301.22,305.44,299.75,303.53,308.36,319.29,325.88,325.89,331.73,330.03,331.30,333.00,332.38,331.45,333.00,329.82,337.11,341.10,341.42,343.77,338.32,333.29,331.19,333.53,335.13,336.91,336.86,344.61,346.48,348.35,338.30,335.95,328.61,328.88,327.32,335.52,330.70,335.74,333.88,340.16,340.00,341.02,336.98,338.36,340.95,346.20,344.88,345.74,348.27,350.54,349.80,356.00,360.12,363.27,368.52,366.54,355.90,352.18,343.33,346.69,342.95,345.29,342.61,346.64,342.04,343.98,343.59,338.98,336.23,339.13,337.34,341.22,340.52,341.17,336.99,335.01,329.29,324.91,318.71,313.18,317.21,316.34,315.69,311.26,323.78,318.24,321.52
2002-02-14 22:08:53+00:00,L7,349.92,343.69,335.11,333.71,330.15,327.14,323.49,326.20,321.64,316.95,314.52,311.76,306.83,304.59,302.97,304.29,305.70,302.59,300.78,298.71,297.73,289.36,288.04,287.51,284.37,280.44,287.05,293.01,309.16,314.39,321.87,319.45,320.06,316.49,322.52,325.55,330.93,338.65,337.49,337.88,339.03,344.90,345.24,343.94,347.91,352.80,348.47,352.80,352.79,355.18,357.74,359.53,359.88,358.15,360.25,357.77,361.28,359.63,360.98,358.17,364.02,362.34,364.96,367.74,364.09,362.96,358.74,360.82,353.22,351.51,353.02,346.63,346.50,348.92,347.37,353.28,352.93,355.94,350.76,354.82,356.67,358.42,356.06,356.82,358.54,361.41,366.87,369.00,370.28,375.36,379.52,372.55,372.06,365.75,360.90,358.92,354.03,358.10,356.83,364.19,364.20,354.31,353.83,353.60,348.56,351.80,353.25,352.06,354.20,353.51,356.31,341.80,341.95,343.10,339.32,336.10,327.47,330.32,327.47,332.68,333.70,330.06,330.53
2002-04-03 22:08:45+00:00,L7,363.38,362.33,356.49,348.22,350.78,343.83,342.36,341.02,339.05,334.18,327.42,332.59,335.07,325.57,323.67,321.66,318.13,317.64,312.82,311.23,307.02,299.02,302.83,302.66,305.88,308.81,307.57,309.35,316.28,320.52,323.10,330.08,338.75,333.63,331.75,332.69,337.72,346.14,353.02,363.17,367.29,369.01,368.38,365.02,371.13,370.46,365.52,365.43,368.76,366.15,372.38,362.97,365.39,368.48,369.48,370.40,373.22,381.62,383.62,391.61,390.42,394.20,396.06,395.20,393.79,379.31,369.38,363.81,358.80,358.26,356.73,355.92,363.02,364.34,364.10,364.64,366.06,372.74,373.11,369.50,368.94,367.57,367.93,368.37,372.34,372.21,374.95,373.94,385.70,384.05,389.42,383.87,382.22,377.51,372.81,367.20,366.73,364.65,368.74,364.09,368.38,365.24,366.87,365.56,358.31,358.14,358.55,359.88,361.78,364.14,368.78,359.90,356.10,351.91,353.74,343.92,337.88,343.11,344.49,351.49,355.74,357.87,361.33
2002-06-06 22:08:34+00:00,L7,,,,,,,,,,314.60,308.16,308.55,308.96,302.49,297.35,297.02,296.97,298.04,292.28,285.31,279.05,279.95,282.62,282.99,277.48,280.63,283.24,287.35,295.42,295.99,299.79,304.76,317.88,315.65,318.35,322.66,321.35,323.55,,,,341.00,341.99,339.82,346.36,340.25,345.43,344.38,353.44,346.49,343.76,342.20,348.11,337.81,341.26,339.00,343.36,348.51,351.07,348.85,348.68,348.87,351.49,362.42,353.35,349.00,341.80,338.85,337.05,337.08,338.40,335.01,340.37,335.48,335.27,338.74,341.63,347.59,348.90,346.30,354.37,350.23,352.61,344.60,349.31,349.32,351.09,353.34,358.49,361.77,366.67,364.62,362.27,355.36,355.46,353.44,343.98,342.36,339.87,342.44,339.20,339.83,341.09,339.69,339.80,339.08,340.21,339.85,340.11,325.06,,330.97,336.08,334.42,324.47,316.98,316.15,314.93,320.00,329.25,333.12,327.59,159.12
2002-07-24 22:08:14+00:00,L7,,,,183.88,310.91,306.40,303.16,305.14,304.26,311.51,310.46,300.89,298.32,290.71,294.89,295.62,293.94,296.90,275.40,275.15,269.20,274.64,275.30,277.72,277.78,285.08,282.89,285.22,279.27,290.74,290.12,292.87,298.36,305.61,,,,,,,317.26,329.50,334.96,344.58,344.25,343.99,343.90,338.42,346.39,346.95,350.39,340.78,339.59,341.51,338.34,338.71,336.89,337.84,329.75,337.94,337.29,339.76,332.36,335.85,341.21,335.81,336.45,334.38,333.43,335.81,335.64,331.61,331.91,329.66,330.74,340.00,339.60,346.52,338.83,347.45,348.91,349.79,347.48,347.01,344.60,347.38,351.57,353.61,356.27,363.36,367.28,359.63,356.50,351.90,348.46,348.56,346.17,353.21,347.11,342.37,340.95,343.54,343.78,341.47,344.64,333.90,334.52,337.17,342.91,330.32,341.70,332.03,327.99,323.86,321.22,310.48,301.94,313.48,312.05,311.34,319.07,319.60,158.57
2002-08-25 22:08:00+00:00,L7,,,,,,,,,,,,,,,,,296.24,292.40,292.39,287.19,280.37,285.92,286.93,287.00,287.34,283.96,291.19,293.96,292.37,296.09,306.30,313.29,314.86,317.63,319.46,318.89,317.87,320.82,320.25,326.85,333.82,339.18,341.86,343.01,340.63,337.76,346.52,359.88,359.79,368.88,366.97,369.74,366.53,357.48,353.72,356.18,356.83,360.64,355.08,353.95,349.17,345.66,341.92,339.84,340.24,342.26,345.18,347.83,342.31,345.02,343.29,335.00,336.00,338.46,338.65,344.04,344.27,346.60,352.61,342.23,351.38,355.71,355.96,358.69,355.84,351.58,351.65,359.30,364.67,366.73,370.60,366.32,366.33,362.77,360.70,360.32,357.10,354.22,348.68,347.26,340.50,348.62,345.70,349.78,348.35,342.76,344.10,339.07,341.64,336.93,347.40,339.89,335.65,337.46,333.26,325.67,321.90,319.81,318.99,332.10,332.57,342.95,337.13
2002-09-10 22:07:55+00:00,L7,352.48,354.22,343.74,328.03,330.65,321.76,316.60,313.30,319.45,329.39,316.61,314.65,312.69,293.53,293.22,296.41,299.28,300.98,301.70,297.10,291.37,281.07,285.83,285.35,287.27,287.21,291.41,286.07,293.64,298.93,306.98,306.20,311.00,314.32,318.91,318.73,325.02,326.57,335.45,341.35,337.31,339.95,342.21,345.26,348.10,351.70,350.13,351.97,357.85,368.24,370.99,373.06,363.68,358.21,350.92,355.79,354.65,365.31,369.94,366.67,364.63,354.68,346.78,346.93,341.27,340.52,344.57,352.06,340.64,330.80,336.98,342.61,332.37,320.78,321.98,328.85,339.40,349.84,356.31,357.44,360.08,357.89,354.14,347.94,346.90,353.46,354.93,359.11,362.46,356.30,357.59,364.49,363.45,353.58,347.46,344.19,355.25,351.56,355.41,344.99,340.07,343.74,352.01,343.19,339.82,335.85,339.41,343.43,341.95,343.06,344.71,339.12,332.72,329.59,336.21,331.11,321.61,322.09,327.13,341.84,337.53,339.66,334.41
2002-12-31 22:08:20+00:00,L7,327.86,326.98,329.41,327.89,322.87,323.65,319.69,324.94,328.00,334.01,334.61,326.06,316.30,306.86,300.26,297.79,280.81,279.32,276.54,274.37,274.21,268.63,265.94,268.40,270.02,274.60,278.80,276.35,285.63,288.99,292.35,292.79,291.56,290.65,294.76,297.04,308.45,312.61,320.92,315.46,317.36,325.32,334.77,338.91,345.18,349.21,356.12,351.96,349.52,341.69,341.41,336.45,341.23,346.32,345.07,351.55,346.35,349.00,348.37,348.58,346.47,344.60,343.96,346.39,336.73,337.08,330.18,327.11,325.89,322.79,323.28,324.20,325.24,326.90,321.51,328.99,326.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.34,322.07,319.30,320.85,318.24,320.88,325.02,327.86,327.52,327.02,333.16
