dates,nzd0551-0000,nzd0551-0001,nzd0551-0002,nzd0551-0003,nzd0551-0004,nzd0551-0005,nzd0551-0006,nzd0551-0007,nzd0551-0008,nzd0551-0009,nzd0551-0010,nzd0551-0011,nzd0551-0012,nzd0551-0013,nzd0551-0014,nzd0551-0015,nzd0551-0016,nzd0551-0017,nzd0551-0018,nzd0551-0019,nzd0551-0020,nzd0551-0021,nzd0551-0022,nzd0551-0023,nzd0551-0024,nzd0551-0025,nzd0551-0026,nzd0551-0027,nzd0551-0028,nzd0551-0029,nzd0551-0030,nzd0551-0031,nzd0551-0032,nzd0551-0033,nzd0551-0034,nzd0551-0035,nzd0551-0036,nzd0551-0037,nzd0551-0038,nzd0551-0039,nzd0551-0040,nzd0551-0041,nzd0551-0042,nzd0551-0043,nzd0551-0044,nzd0551-0045,nzd0551-0046,nzd0551-0047,nzd0551-0048,nzd0551-0049,nzd0551-0050,nzd0551-0051,nzd0551-0052,nzd0551-0053,nzd0551-0054,nzd0551-0055,nzd0551-0056,nzd0551-0057,nzd0551-0058,nzd0551-0059,nzd0551-0060,nzd0551-0061,nzd0551-0062,nzd0551-0063,nzd0551-0064,nzd0551-0065,nzd0551-0066,nzd0551-0067,nzd0551-0068,nzd0551-0069,nzd0551-0070,nzd0551-0071,nzd0551-0072,nzd0551-0073,nzd0551-0074,nzd0551-0075,nzd0551-0076,nzd0551-0077,nzd0551-0078,nzd0551-0079,nzd0551-0080,nzd0551-0081,nzd0551-0082,nzd0551-0083,nzd0551-0084,nzd0551-0085,nzd0551-0086,nzd0551-0087,nzd0551-0088,nzd0551-0089,nzd0551-0090,nzd0551-0091,nzd0551-0092,nzd0551-0093,nzd0551-0094,nzd0551-0095,nzd0551-0096,nzd0551-0097,nzd0551-0098,nzd0551-0099,nzd0551-0100,nzd0551-0101,nzd0551-0102,nzd0551-0103,nzd0551-0104,satname
2000-05-31 22:13:06+00:00,328.11,325.54,325.43,327.82,330.51,327.86,331.01,331.48,331.16,332.17,332.48,332.69,329.61,327.11,331.55,334.34,337.24,330.33,333.76,334.90,339.92,341.13,341.10,343.28,342.38,341.23,340.57,339.42,347.45,340.92,342.61,334.51,325.81,324.42,321.14,315.79,310.19,314.04,309.67,307.72,313.18,314.61,317.96,318.75,314.91,314.71,304.07,308.13,303.49,304.70,303.92,312.51,313.00,322.85,320.97,328.89,334.86,339.93,346.22,346.96,349.53,355.75,359.72,363.31,366.21,365.05,357.98,351.81,357.05,347.84,341.70,344.82,348.72,356.40,355.96,355.31,353.47,357.95,359.72,359.56,362.35,368.50,379.89,374.63,373.84,379.31,374.25,368.90,365.74,357.97,359.68,355.90,354.19,351.78,347.70,349.79,345.82,358.93,361.02,353.65,363.44,372.90,371.72,377.53,374.35,L7
2000-08-19 22:12:13+00:00,328.11,325.54,325.43,327.82,331.15,323.67,326.44,326.26,326.43,332.17,332.48,332.69,329.61,327.11,322.10,331.73,333.62,330.33,333.76,324.73,333.20,341.13,341.10,343.28,342.97,341.23,340.57,339.42,347.45,340.92,342.61,334.51,325.81,324.42,321.14,315.79,310.19,309.97,305.69,305.98,309.48,317.28,317.68,316.10,313.79,310.83,304.28,303.65,300.03,301.31,300.50,308.23,311.56,316.63,317.35,325.23,329.64,336.53,339.18,340.77,343.67,351.92,355.20,354.81,360.20,358.97,350.22,342.81,346.16,340.23,334.21,342.68,346.38,346.83,347.81,353.19,351.27,353.93,357.87,358.44,360.44,356.75,363.23,368.12,371.49,377.45,373.60,,,359.91,358.19,359.53,355.74,346.29,347.67,348.76,343.64,358.75,360.29,353.15,363.17,372.81,371.35,377.71,373.05,L7
2000-09-04 22:11:34+00:00,329.04,325.71,326.02,327.73,330.70,325.29,328.12,327.54,328.04,333.16,333.58,334.63,332.21,329.07,323.96,332.33,333.32,331.68,333.50,326.12,334.21,341.44,341.04,342.80,343.79,342.17,340.56,340.63,348.29,342.39,344.68,337.29,328.77,326.66,322.90,317.28,313.18,313.13,308.32,308.79,312.27,319.88,320.77,318.72,315.67,313.29,306.88,305.83,302.19,302.53,302.28,309.18,313.05,317.23,320.07,327.00,330.48,337.00,339.85,340.73,344.12,350.07,354.20,354.31,359.59,358.74,349.67,343.99,346.71,341.63,336.00,344.29,347.57,349.13,350.78,354.60,352.96,355.48,357.87,358.44,360.44,356.75,363.23,368.12,371.49,377.45,373.60,,,359.91,353.94,353.48,353.03,345.29,346.69,345.96,344.48,356.10,357.91,352.46,361.26,372.20,369.48,375.20,370.45,L7
2000-09-20 22:11:38+00:00,329.23,325.95,325.69,327.80,330.59,326.62,329.99,328.97,329.76,334.03,333.63,333.73,333.28,330.18,325.99,334.20,334.52,332.45,333.25,327.70,336.35,341.89,341.52,343.53,344.30,343.12,340.92,342.20,349.17,343.47,346.40,338.48,330.70,328.34,324.23,318.68,314.20,314.74,309.25,310.00,313.46,320.31,321.91,319.80,317.03,314.75,307.30,307.07,304.15,303.92,304.15,310.44,314.68,318.08,321.70,327.84,331.14,337.82,340.79,341.90,346.04,351.62,354.33,354.69,360.71,359.33,349.88,344.89,347.46,342.78,337.67,346.54,349.93,352.03,353.69,355.77,354.99,357.15,358.49,359.18,360.53,359.02,366.05,370.61,371.18,374.60,372.60,357.41,361.13,355.74,352.24,353.78,354.69,346.22,346.12,346.32,346.38,357.43,358.59,352.97,362.59,372.92,371.67,376.90,371.90,L7
2000-09-27 22:17:24+00:00,329.77,326.46,326.12,327.83,330.51,327.71,331.20,330.23,330.33,334.34,334.35,335.14,334.19,330.79,327.10,335.12,335.01,333.34,333.33,329.41,336.89,341.45,342.00,343.71,344.37,343.70,341.13,342.89,349.30,344.46,347.23,339.33,331.39,329.07,325.07,319.81,315.90,315.89,310.73,311.47,314.75,321.31,322.81,320.50,317.94,315.86,308.25,307.84,305.04,304.68,305.14,311.17,315.20,318.94,322.85,328.32,330.54,337.95,342.66,344.05,347.21,351.81,355.20,355.40,360.76,359.60,350.08,345.72,348.27,343.50,338.44,347.09,350.63,352.75,354.25,354.97,354.03,355.14,356.74,359.18,360.53,359.02,366.05,370.61,371.18,374.60,372.60,357.41,364.81,355.74,352.99,354.11,353.81,347.12,347.33,347.69,347.90,358.26,358.95,353.73,364.08,373.90,372.36,377.14,372.77,L7
2000-10-29 22:17:19+00:00,331.61,327.51,327.34,328.05,331.40,329.10,331.36,331.25,332.03,336.11,335.60,337.24,336.99,334.00,328.83,337.48,334.91,333.11,333.44,329.39,337.07,342.54,344.36,348.02,348.73,348.72,346.23,348.86,352.23,348.95,350.56,342.79,336.40,335.85,328.37,322.61,318.60,317.85,313.38,314.18,317.48,323.43,325.43,323.45,321.89,318.82,310.59,308.90,306.83,305.97,306.86,312.28,317.49,319.85,323.10,329.16,330.14,337.73,342.72,344.45,347.89,351.96,354.38,356.24,360.63,360.04,350.61,345.97,348.10,346.33,340.82,348.61,352.88,354.55,357.31,358.65,358.89,358.99,359.65,362.44,364.97,362.85,370.22,373.61,373.33,376.53,372.56,365.94,363.74,356.53,352.90,352.72,353.86,347.02,346.26,346.63,353.84,358.03,358.12,352.95,364.02,374.31,372.92,376.90,374.57,L7
2000-11-07 22:11:29+00:00,330.53,326.73,326.46,327.49,330.53,329.28,331.24,331.16,331.44,334.73,334.81,336.23,334.93,332.00,327.89,335.58,332.73,331.33,331.70,328.90,335.74,341.29,344.09,346.59,347.31,347.79,345.14,347.66,351.23,348.53,348.78,341.93,335.62,334.91,328.16,322.09,318.78,318.37,313.27,314.54,317.49,323.59,325.84,323.90,322.40,319.47,310.85,309.27,306.85,306.14,306.83,312.35,316.79,318.92,321.56,327.22,329.62,337.31,341.24,344.36,347.72,351.12,354.36,355.81,359.21,359.13,350.99,345.39,347.32,345.69,340.53,347.41,351.17,353.59,356.25,356.39,356.48,356.55,356.68,359.35,361.98,360.04,368.18,370.71,367.72,371.19,369.33,359.24,358.09,350.22,350.74,350.35,350.58,344.40,344.22,344.72,351.58,356.73,356.63,351.72,362.36,372.88,372.57,376.37,373.99,L7
2000-12-25 22:11:38+00:00,331.86,327.80,326.73,328.12,330.36,329.42,331.60,330.95,330.65,335.06,335.95,337.83,337.05,333.56,327.74,336.65,333.40,332.50,332.12,328.17,335.46,342.11,343.50,343.47,346.63,347.23,343.65,348.90,349.94,347.42,346.94,340.54,334.71,332.75,327.58,320.98,318.98,316.83,311.17,313.29,317.79,324.51,326.80,322.68,321.44,318.62,310.69,308.72,306.33,305.70,307.10,311.80,317.95,317.24,320.50,324.58,325.77,333.06,340.28,343.23,346.16,348.56,353.74,354.91,358.15,357.62,350.92,345.11,346.01,344.75,341.26,349.84,353.53,354.57,357.21,355.62,354.84,353.82,354.25,357.34,358.17,359.51,366.52,370.65,367.68,369.31,368.65,360.26,358.92,350.12,350.95,349.28,350.17,344.69,344.34,343.98,350.26,355.98,355.49,351.88,361.43,372.75,372.65,375.81,374.16,L7
2001-02-11 22:11:36+00:00,332.52,328.97,327.91,328.92,330.46,329.57,331.88,331.35,330.41,334.93,335.76,337.67,336.24,334.05,329.15,336.68,333.51,332.60,332.57,329.73,336.39,342.22,344.33,344.72,347.46,347.15,343.47,349.88,350.78,347.06,346.02,339.52,333.35,330.45,325.29,319.89,318.60,314.82,310.40,311.96,316.29,322.72,325.89,322.27,320.85,317.80,309.07,306.94,304.66,304.44,306.04,310.70,316.16,316.76,320.22,324.80,326.26,332.70,340.11,342.37,344.91,347.61,352.41,353.69,357.01,356.31,349.23,344.33,345.87,345.23,340.96,349.55,353.29,354.47,357.09,355.30,353.81,353.31,353.64,355.15,355.90,359.61,366.85,370.39,368.55,369.36,368.28,360.47,357.96,348.99,350.70,348.24,349.50,344.83,344.80,344.76,350.37,356.02,355.30,351.82,360.32,372.94,373.13,376.63,374.99,L7
2001-03-06 22:17:18+00:00,333.30,330.75,329.74,330.23,331.59,334.30,336.68,337.25,334.57,335.95,337.31,338.38,334.95,334.43,335.11,338.08,334.52,333.09,333.83,336.48,340.81,343.41,345.98,346.23,348.79,348.78,346.21,350.62,353.49,350.01,348.71,341.49,333.50,331.57,326.96,321.27,318.21,315.24,310.03,312.64,316.28,320.11,325.68,324.18,322.59,321.42,309.65,308.51,305.35,305.26,307.06,312.00,315.92,317.85,318.94,322.90,325.28,332.18,342.27,345.87,348.94,350.38,356.61,358.00,360.28,359.03,353.22,348.42,350.40,350.05,345.78,350.43,355.04,360.60,361.11,354.66,353.70,352.49,353.64,355.15,355.90,365.48,370.44,371.78,368.55,369.36,368.28,361.06,358.30,350.05,351.28,348.51,349.23,345.20,344.94,345.94,350.75,357.13,356.29,351.56,362.07,373.52,375.68,378.57,377.80,L7
2001-03-22 22:17:09+00:00,333.93,331.48,330.88,330.66,331.93,334.24,335.77,337.19,333.46,335.46,337.99,340.21,334.22,334.17,334.49,336.99,333.72,332.68,334.09,336.63,339.77,343.29,346.34,346.07,349.03,348.92,346.80,350.72,353.49,350.20,347.67,340.99,332.36,330.71,326.31,320.54,318.03,313.98,309.39,312.06,315.75,319.65,325.16,323.84,322.16,321.08,309.62,307.51,303.60,304.09,305.68,311.00,312.78,311.07,317.12,321.38,323.76,332.35,343.12,346.60,349.39,350.38,357.85,359.16,360.40,359.27,354.67,349.65,351.63,351.18,346.01,350.11,354.97,360.30,359.80,353.76,352.45,350.33,352.17,353.41,354.67,364.83,370.12,370.82,367.97,368.76,367.44,361.79,358.70,350.59,352.61,348.72,347.76,344.57,345.13,345.63,349.89,356.19,355.45,350.98,361.09,373.01,374.89,377.72,377.82,L7
2001-04-16 22:10:54+00:00,332.35,329.63,329.89,329.60,330.69,333.14,333.43,335.33,333.02,333.84,336.67,337.34,331.49,331.87,332.35,334.33,330.91,331.31,333.01,335.01,339.01,343.38,345.96,344.88,348.41,349.19,347.04,350.53,353.13,350.09,346.31,339.77,331.05,329.39,325.81,319.20,316.31,312.55,307.54,310.36,313.87,318.02,325.12,323.91,322.32,320.79,309.50,307.56,303.39,304.38,305.29,309.75,311.62,309.35,314.81,319.39,323.46,331.75,341.64,345.60,348.80,350.68,357.21,358.62,360.17,359.29,354.74,349.52,351.37,351.30,346.52,349.22,354.69,359.93,359.09,353.66,352.06,351.78,353.21,353.41,354.67,364.83,370.12,370.82,367.97,368.76,367.44,361.79,357.06,349.97,351.72,347.72,346.40,343.36,343.13,343.94,348.57,354.20,353.75,349.59,359.11,371.06,374.13,376.94,377.52,L7
2001-07-05 22:10:33+00:00,330.62,331.65,333.65,330.29,332.32,333.53,335.09,336.10,333.85,335.93,339.64,338.06,333.15,334.24,332.97,336.71,331.41,333.98,334.69,338.02,341.43,344.42,348.11,347.09,349.81,350.91,348.66,350.77,358.15,354.52,352.12,344.23,331.49,328.56,326.78,321.60,318.17,314.16,307.73,309.93,311.81,318.16,326.51,325.74,322.07,320.19,306.16,306.32,301.31,301.91,303.25,305.43,309.24,307.15,319.36,322.71,327.15,335.44,345.13,348.24,351.93,353.65,357.47,357.47,360.22,359.58,352.78,350.44,353.93,355.01,348.24,353.84,358.08,361.86,358.91,355.42,350.38,350.77,348.44,346.41,346.85,360.06,368.49,369.09,372.02,369.52,366.77,362.65,358.61,350.22,352.52,348.81,345.63,345.00,347.95,348.60,353.75,358.55,357.28,352.49,363.33,375.31,377.78,381.10,379.91,L7
2001-11-26 22:09:21+00:00,337.95,343.27,338.98,340.86,340.29,339.52,345.46,341.88,345.02,345.00,347.82,348.23,344.46,345.22,340.81,344.46,348.50,342.65,351.00,346.81,354.32,355.61,354.73,361.26,358.13,356.29,355.63,355.57,366.05,356.67,362.93,351.12,352.26,351.59,342.22,344.85,331.41,326.74,318.16,318.88,323.37,328.48,338.35,336.17,329.70,328.31,311.58,313.71,308.26,308.22,313.48,307.22,315.89,320.38,334.51,358.31,347.37,356.43,362.75,365.26,375.60,372.37,371.43,378.68,377.00,385.08,380.81,373.83,381.29,368.27,362.42,367.45,366.61,367.50,362.50,361.20,348.05,352.56,352.33,366.87,362.48,366.76,381.79,377.19,374.17,372.86,369.78,357.99,369.23,370.91,353.44,359.90,360.26,353.26,356.91,354.38,362.00,368.00,363.15,359.16,369.84,379.25,380.78,386.73,383.02,L7
2001-12-19 22:15:37+00:00,339.32,341.98,336.91,337.84,339.10,337.91,344.29,340.88,344.26,342.80,347.08,347.37,344.60,345.69,341.88,345.16,346.43,341.50,345.50,343.90,347.99,351.05,349.47,358.74,351.41,347.31,351.23,353.08,358.92,351.18,357.06,346.64,345.00,344.07,334.22,336.53,325.20,326.56,320.05,318.39,324.86,329.04,337.18,336.03,331.75,328.36,315.40,314.18,309.94,309.12,313.41,311.52,318.91,324.19,334.85,350.50,347.86,355.01,360.40,361.81,366.24,366.22,367.37,371.75,377.14,382.12,378.53,371.75,379.73,370.23,365.39,368.61,368.84,369.05,365.61,363.19,350.92,356.48,354.22,363.06,361.98,367.82,379.71,379.69,378.89,376.30,367.38,356.73,365.17,364.76,355.68,354.71,357.16,351.16,354.43,351.05,356.88,363.22,359.99,354.43,365.61,374.34,375.07,380.53,378.77,L7
2002-02-14 22:10:05+00:00,343.95,342.36,336.93,339.27,340.80,341.12,347.66,344.71,348.20,347.67,348.91,350.83,347.02,346.48,347.14,348.64,346.63,343.33,345.62,346.42,347.42,351.05,350.90,356.70,352.44,348.04,352.23,354.83,359.91,354.95,357.15,349.27,344.19,343.43,334.45,334.69,326.08,330.43,327.21,324.50,331.75,337.48,344.26,343.81,340.63,337.62,327.72,323.32,319.31,317.70,321.50,319.27,322.12,328.12,341.69,350.50,347.86,351.93,357.78,359.03,360.51,362.75,363.80,365.83,377.14,382.12,358.32,371.75,376.24,371.47,369.40,368.13,370.94,370.12,367.76,362.92,354.72,359.91,357.27,358.16,361.98,367.82,379.71,379.69,378.89,376.30,367.38,356.73,365.17,364.76,355.68,354.71,357.16,351.16,352.58,349.18,353.10,359.08,356.61,351.25,362.27,370.91,371.51,376.84,377.13,L7
2002-03-18 22:09:57+00:00,339.51,335.93,331.73,333.59,335.90,338.26,343.27,340.52,341.03,341.10,343.29,346.19,342.53,341.55,343.62,344.84,342.65,339.17,340.98,342.31,343.55,347.72,346.62,352.02,349.94,345.40,347.97,350.84,355.50,350.54,351.89,343.85,338.69,336.70,328.37,326.72,319.36,322.08,319.52,317.89,324.09,326.62,332.57,332.38,328.98,325.22,315.78,308.96,308.05,306.29,308.82,308.45,312.46,318.56,329.65,335.65,337.35,344.38,351.29,352.01,354.95,357.40,357.71,360.51,367.88,370.31,354.09,362.08,370.18,365.22,361.12,359.42,362.24,363.94,361.75,358.07,348.62,354.37,352.58,352.25,352.95,358.23,370.85,371.65,372.31,372.61,363.83,355.34,360.11,357.01,353.72,349.98,353.63,345.41,348.31,348.17,353.05,358.29,357.62,353.17,361.21,371.90,372.14,378.90,377.33,L7
