dates,satname,nzd0551-0000,nzd0551-0001,nzd0551-0002,nzd0551-0003,nzd0551-0004,nzd0551-0005,nzd0551-0006,nzd0551-0007,nzd0551-0008,nzd0551-0009,nzd0551-0010,nzd0551-0011,nzd0551-0012,nzd0551-0013,nzd0551-0014,nzd0551-0015,nzd0551-0016,nzd0551-0017,nzd0551-0018,nzd0551-0019,nzd0551-0020,nzd0551-0021,nzd0551-0022,nzd0551-0023,nzd0551-0024,nzd0551-0025,nzd0551-0026,nzd0551-0027,nzd0551-0028,nzd0551-0029,nzd0551-0030,nzd0551-0031,nzd0551-0032,nzd0551-0033,nzd0551-0034,nzd0551-0035,nzd0551-0036,nzd0551-0037,nzd0551-0038,nzd0551-0039,nzd0551-0040,nzd0551-0041,nzd0551-0042,nzd0551-0043,nzd0551-0044,nzd0551-0045,nzd0551-0046,nzd0551-0047,nzd0551-0048,nzd0551-0049,nzd0551-0050,nzd0551-0051,nzd0551-0052,nzd0551-0053,nzd0551-0054,nzd0551-0055,nzd0551-0056,nzd0551-0057,nzd0551-0058,nzd0551-0059,nzd0551-0060,nzd0551-0061,nzd0551-0062,nzd0551-0063,nzd0551-0064,nzd0551-0065,nzd0551-0066,nzd0551-0067,nzd0551-0068,nzd0551-0069,nzd0551-0070,nzd0551-0071,nzd0551-0072,nzd0551-0073,nzd0551-0074,nzd0551-0075,nzd0551-0076,nzd0551-0077,nzd0551-0078,nzd0551-0079,nzd0551-0080,nzd0551-0081,nzd0551-0082,nzd0551-0083,nzd0551-0084,nzd0551-0085,nzd0551-0086,nzd0551-0087,nzd0551-0088,nzd0551-0089,nzd0551-0090,nzd0551-0091,nzd0551-0092,nzd0551-0093,nzd0551-0094,nzd0551-0095,nzd0551-0096,nzd0551-0097,nzd0551-0098,nzd0551-0099,nzd0551-0100,nzd0551-0101,nzd0551-0102,nzd0551-0103,nzd0551-0104
2000-05-31 22:13:06+00:00,L7,326.66,321.76,323.04,323.06,326.06,327.80,331.32,329.14,331.51,337.72,332.33,334.04,331.21,329.57,332.73,333.35,328.35,327.67,329.55,331.88,338.44,341.40,343.03,341.74,346.21,345.03,345.20,343.22,348.90,346.39,347.82,336.21,331.90,330.64,323.69,320.24,312.48,308.51,306.38,306.94,311.07,309.45,317.44,325.20,321.08,320.03,303.64,303.13,298.84,297.22,301.27,301.39,306.84,314.19,315.12,315.64,320.62,331.81,335.75,339.72,338.00,348.47,358.22,358.32,360.64,356.68,351.22,341.34,348.08,346.14,332.91,334.96,342.51,346.26,352.27,356.80,357.12,357.11,363.33,359.59,361.33,364.25,369.71,366.11,366.53,372.30,364.67,,,352.86,350.31,349.96,347.86,338.63,338.43,342.13,349.92,350.16,351.07,340.96,357.95,364.94,365.77,371.54,365.36
2000-08-19 22:12:13+00:00,L7,,,,,340.82,314.01,316.25,312.78,314.91,293.86,,,,297.60,301.56,,,,,298.69,318.00,,,,350.71,,,,,556.00,,484.26,498.31,456.04,401.12,,,,,419.26,,352.58,338.50,325.51,326.29,314.92,317.56,311.78,308.29,309.63,306.22,312.66,,317.42,332.12,337.61,336.96,344.12,341.02,345.92,348.28,358.50,353.63,348.04,354.15,357.20,347.34,334.81,336.85,333.81,327.95,,,332.85,337.60,,,329.73,310.33,331.52,324.29,340.71,359.33,372.33,552.69,591.43,,,,,,,,,,,,,,,,387.37,,,
2000-09-04 22:11:34+00:00,L7,334.06,327.52,329.63,328.69,329.61,334.52,337.77,335.14,337.26,338.29,339.05,343.35,343.62,337.91,333.92,335.46,333.13,336.43,333.41,332.36,339.03,343.63,341.92,341.85,348.75,347.10,341.54,346.43,352.70,349.76,354.64,349.86,342.00,337.27,331.68,324.79,326.68,327.74,320.51,321.89,325.20,334.85,338.18,333.59,326.71,327.38,321.51,318.49,314.68,310.41,312.95,315.70,320.72,321.98,332.81,335.82,335.62,340.87,344.42,342.93,348.26,344.83,352.36,354.32,359.02,359.68,349.47,350.72,350.74,350.52,346.79,352.60,354.32,362.61,367.42,361.89,361.61,363.68,,,,,,,,,,,,,351.34,349.42,351.97,344.86,345.37,339.23,349.47,349.69,352.24,351.84,357.10,371.37,365.41,369.14,363.99
2000-09-20 22:11:38+00:00,L7,330.16,327.12,324.03,328.12,329.88,334.60,341.21,337.55,340.13,338.41,333.87,329.28,338.65,335.71,338.22,343.52,339.31,335.53,332.25,335.59,347.03,344.15,343.88,347.19,347.35,347.90,342.70,350.05,353.55,348.89,354.97,344.48,340.33,336.73,330.87,325.67,319.32,322.80,313.91,316.10,319.42,322.90,328.76,326.24,325.18,323.47,309.84,314.51,315.85,312.27,315.33,317.99,322.84,323.19,329.86,332.03,334.41,341.92,345.48,347.71,355.61,359.35,354.97,356.63,366.31,362.29,350.92,349.38,351.24,349.67,347.71,357.77,361.73,369.42,371.16,361.60,365.12,365.48,360.98,362.12,360.85,368.07,371.71,375.60,370.86,371.74,371.60,357.41,361.13,351.57,348.83,354.39,358.02,348.98,343.85,347.76,355.93,362.78,361.33,355.03,367.93,376.56,380.46,383.68,377.70
2000-09-27 22:17:24+00:00,L7,334.05,330.41,329.66,329.11,330.90,336.20,340.68,339.96,335.23,337.13,339.53,344.30,340.46,335.18,335.38,341.20,337.98,338.34,334.28,340.21,340.72,339.51,345.77,345.50,345.52,348.05,343.17,347.72,350.92,351.51,353.49,345.58,336.62,334.78,331.53,327.82,327.31,324.35,320.88,321.71,323.82,329.92,330.73,326.78,325.63,325.01,316.19,314.56,312.60,311.31,313.49,317.67,319.69,326.36,331.25,332.60,328.30,340.35,355.33,358.79,356.07,354.63,362.13,361.21,362.50,362.67,352.90,352.30,354.61,350.04,345.31,351.89,356.43,359.40,359.55,351.48,349.76,344.65,349.28,,,,,,,,,,369.71,,356.53,356.65,352.43,351.94,354.68,355.79,358.29,363.62,361.90,358.67,372.73,381.06,376.99,379.53,378.13
2000-10-29 22:17:19+00:00,L7,347.53,341.20,339.28,341.59,342.93,343.03,341.97,346.86,346.18,344.68,346.13,350.05,348.22,347.01,346.26,344.66,341.14,337.82,343.63,342.94,347.82,346.17,349.96,362.17,362.75,361.24,362.98,366.67,360.29,357.61,350.59,348.94,344.37,354.98,339.89,331.57,326.86,325.79,324.56,322.52,327.86,329.08,336.29,335.89,335.61,331.22,320.90,316.53,316.02,316.68,321.24,324.89,333.64,332.12,332.02,342.94,345.38,352.51,358.94,361.51,368.67,371.07,371.05,378.89,379.26,379.05,374.04,367.93,366.34,370.39,366.92,366.41,374.80,378.67,383.15,375.41,374.46,374.03,372.48,371.93,381.50,391.67,393.43,391.70,384.38,387.39,384.60,383.13,371.70,367.69,363.28,360.17,364.79,356.66,357.72,356.71,362.63,366.08,366.39,360.09,367.30,382.44,380.63,384.56,389.61
2000-11-07 22:11:29+00:00,L7,316.05,315.00,313.51,315.78,317.40,323.53,322.36,323.19,319.97,319.11,323.35,324.11,316.29,313.92,316.93,319.79,315.21,316.21,316.82,321.05,321.48,327.88,335.49,331.94,332.02,334.93,332.33,334.62,338.72,336.71,327.80,327.52,322.12,318.87,315.91,309.18,310.06,308.95,302.28,304.96,306.54,312.19,316.07,316.00,315.65,312.98,302.31,300.89,296.67,296.35,295.65,301.81,301.62,301.37,298.98,302.66,314.99,321.77,319.15,329.07,331.85,331.71,340.65,340.29,337.56,341.07,341.07,328.75,330.14,329.45,326.74,328.52,328.34,334.33,337.89,332.46,330.32,329.34,331.52,333.44,333.99,338.44,349.67,350.33,344.37,348.39,347.90,337.46,331.38,322.04,329.58,325.94,323.81,318.88,321.63,322.93,327.67,339.12,338.38,335.09,342.58,352.57,360.66,363.92,362.13
2000-12-25 22:11:38+00:00,L7,,,,,,,,,,,,,,,,,336.96,334.02,335.67,334.12,342.81,355.77,349.34,336.80,348.80,349.74,343.96,352.38,348.41,347.12,348.04,333.89,329.52,321.74,323.97,314.30,311.07,300.94,292.77,301.52,312.26,312.35,321.33,314.29,313.34,314.85,304.87,303.79,298.55,302.78,304.33,311.38,317.57,317.75,307.24,307.89,304.21,312.19,338.42,342.65,340.35,343.82,365.39,367.27,369.04,362.19,362.98,354.19,352.95,350.16,348.20,350.76,355.15,367.02,363.18,358.77,356.68,355.30,363.22,368.32,363.97,374.10,373.86,376.37,374.23,372.97,376.11,367.06,366.56,363.60,364.04,358.68,357.90,354.26,350.67,349.37,355.47,362.02,359.77,357.64,368.38,376.24,379.22,381.07,379.79
2001-02-11 22:11:36+00:00,L7,347.64,345.22,345.09,345.27,341.45,340.85,345.39,344.56,339.78,345.14,344.76,345.81,341.47,345.47,344.12,343.33,340.72,339.69,341.79,347.15,350.11,351.56,359.74,361.21,361.12,357.50,351.68,364.44,365.45,358.58,355.81,347.11,338.22,331.93,327.83,327.77,330.76,321.32,321.10,321.30,323.54,328.72,338.12,335.60,332.01,328.32,313.04,310.68,308.29,311.80,314.86,319.26,321.71,329.63,335.65,342.62,345.97,348.73,356.22,358.07,357.89,360.99,363.06,363.71,366.42,364.51,355.99,357.42,362.23,365.93,356.21,365.19,370.41,372.35,372.48,368.69,364.98,368.84,365.88,366.41,370.49,375.35,383.78,382.09,381.65,379.52,384.10,373.66,367.59,358.17,364.48,360.57,360.74,360.10,362.88,364.73,366.33,370.70,367.84,365.09,368.07,389.57,390.39,395.26,392.34
2001-03-06 22:17:18+00:00,L7,328.65,329.34,330.93,326.01,330.75,331.36,332.73,335.29,330.04,335.14,339.82,340.01,328.00,332.54,332.12,338.33,334.62,334.30,336.66,338.62,340.45,344.59,344.59,344.72,349.16,349.24,352.83,344.22,363.48,358.73,360.39,351.97,331.91,332.11,329.50,322.15,311.65,314.78,304.85,311.81,311.25,317.91,320.71,325.22,320.81,324.85,310.53,309.36,299.61,296.39,295.28,301.76,305.10,305.25,309.07,310.33,314.45,320.08,333.82,337.59,346.45,344.30,352.22,350.30,352.32,352.87,346.91,341.28,346.74,346.15,340.82,343.92,350.73,355.30,351.08,344.35,346.04,342.09,,,,,,,,,,354.78,349.59,345.12,342.34,335.43,337.03,335.11,333.30,334.39,339.08,345.12,347.46,338.39,357.05,366.32,370.97,371.03,373.10
2001-03-22 22:17:09+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.12,272.02,243.73,220.74,,338.79,347.41,347.82,353.76,354.77,359.08,360.46,363.16,360.01,356.76,353.70,355.89,353.61,345.37,351.52,356.95,362.99,358.29,351.74,352.40,,,,,,,,,,,,360.55,351.63,354.62,351.60,,,,,,,,,,,,,
2001-04-16 22:10:54+00:00,L7,320.25,315.95,319.09,317.66,319.49,325.47,323.07,325.26,327.65,323.63,327.89,325.48,322.17,319.19,321.44,324.62,317.85,326.89,324.56,327.23,332.57,335.72,338.32,333.91,337.89,344.24,339.96,342.26,343.96,344.03,337.69,331.39,322.25,319.17,320.38,312.53,309.76,306.52,302.17,302.83,304.38,310.86,321.20,319.06,319.01,315.11,307.85,306.70,303.68,304.89,303.03,302.06,303.43,306.16,308.72,312.56,318.40,326.87,336.29,340.98,341.11,346.68,347.65,348.13,352.20,354.15,344.17,342.06,344.07,342.22,340.16,337.01,345.19,347.54,346.47,343.16,338.36,,,,,,,,,,,,351.04,340.59,342.66,340.36,336.64,337.44,335.04,338.01,342.69,344.50,344.87,343.47,353.58,361.69,365.26,368.01,370.14
2001-07-05 22:10:33+00:00,L7,327.31,337.28,340.78,333.64,338.78,337.63,340.52,340.54,339.18,341.07,347.24,341.97,342.05,340.81,334.94,341.32,,,,,,,,,,,,,,,,,,,,,,316.17,304.57,305.78,309.94,317.30,328.14,324.95,318.22,314.34,295.01,300.40,295.44,296.45,301.72,300.52,316.98,320.83,325.98,,,,,,,,,,,,,,,365.13,356.65,369.58,364.98,368.95,364.36,367.39,348.12,351.24,350.53,,,,,,,,,,,,,,,,362.36,359.02,368.68,375.52,370.54,364.59,376.29,385.43,386.18,391.69,385.48
2001-11-26 22:09:21+00:00,L7,344.59,345.75,333.34,343.88,338.28,337.89,346.40,339.54,347.20,345.26,345.01,351.45,343.72,346.59,344.48,345.40,344.50,338.65,347.00,342.81,349.88,350.28,348.33,355.74,353.28,349.62,349.92,350.24,360.12,348.25,353.52,342.70,344.26,342.18,332.22,335.96,322.52,331.02,326.59,326.11,331.29,333.37,342.27,341.90,336.00,336.78,322.98,321.52,315.92,314.49,319.73,308.42,309.31,314.43,337.17,348.31,337.37,345.00,352.08,351.93,362.27,360.06,359.12,367.25,366.33,374.41,369.38,362.40,370.62,365.54,362.31,359.46,361.95,359.77,355.14,349.84,342.11,347.58,348.96,354.56,347.93,357.35,372.38,369.19,368.24,366.71,359.11,350.37,360.34,362.49,344.03,348.47,350.85,344.37,346.30,344.58,350.15,355.59,351.14,349.10,358.50,367.90,370.50,377.14,376.38
2001-12-19 22:15:37+00:00,L7,348.78,345.31,339.20,338.87,342.63,340.62,348.67,345.06,348.90,344.56,351.30,350.76,350.19,351.72,347.72,350.27,348.06,344.05,343.71,344.69,345.76,351.41,350.13,361.32,349.17,344.50,352.12,355.52,357.27,353.47,359.89,349.96,345.13,345.27,335.46,336.43,327.20,336.78,332.52,327.27,337.09,340.73,345.40,344.98,344.56,337.70,331.76,324.37,322.00,320.16,322.52,329.38,334.18,341.05,345.41,351.94,357.60,364.17,367.92,370.69,369.20,371.44,374.69,375.39,387.15,389.02,386.82,380.25,388.04,384.01,381.22,380.78,383.88,382.71,381.07,375.88,366.53,374.90,366.71,370.64,374.93,377.60,386.34,389.60,389.10,385.42,374.85,362.51,369.33,366.40,366.62,360.09,362.78,357.29,358.16,353.08,355.34,361.89,361.44,352.76,365.37,373.22,371.85,375.92,377.32
2002-02-14 22:10:05+00:00,L7,346.84,343.38,346.23,343.83,348.85,352.21,356.28,357.19,356.17,360.87,357.50,356.61,353.72,347.47,353.81,354.86,351.94,351.90,350.75,356.36,351.73,357.59,361.59,359.39,360.44,357.68,361.24,364.85,369.14,372.83,368.86,364.84,352.38,353.67,347.16,341.89,338.74,336.63,333.34,332.39,338.38,,,,,,,,,,,,,,,,,359.76,365.62,369.81,365.38,370.89,371.75,367.98,,317.15,331.89,,382.34,377.13,376.94,376.43,380.13,381.02,378.57,373.87,,370.39,366.98,363.42,60.48,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-18 22:09:57+00:00,L7,333.28,322.88,322.92,323.98,327.43,335.93,337.19,334.48,326.02,327.88,332.41,337.66,334.66,332.13,336.95,337.33,334.61,330.56,330.95,333.87,336.26,342.92,340.04,343.36,347.19,343.96,340.76,344.07,348.04,345.50,345.29,335.81,330.00,325.70,319.87,311.49,307.85,308.17,305.63,308.48,310.86,316.03,320.31,319.27,314.85,310.19,301.08,290.00,294.72,293.23,293.20,296.56,302.89,309.20,315.97,315.70,326.09,332.85,342.20,343.93,351.29,353.38,351.43,355.69,359.77,357.09,352.55,353.88,362.39,356.85,346.67,343.69,347.27,356.53,353.46,352.69,346.81,348.88,347.66,346.55,349.07,348.21,362.31,363.35,364.93,371.23,367.13,360.00,358.67,349.73,358.99,351.67,355.74,342.57,348.94,355.33,362.15,365.40,367.87,365.22,367.77,383.07,382.08,391.22,385.15
2002-03-25 22:15:47+00:00,L7,333.12,330.66,328.23,320.68,328.38,331.86,330.37,332.94,332.68,333.53,339.22,340.96,334.42,333.13,332.34,337.58,332.84,334.11,334.61,334.49,335.33,341.10,340.79,343.15,345.15,344.50,350.08,347.15,358.16,352.10,354.06,347.99,338.94,333.39,329.74,325.30,319.04,,,,,,,,,,,,304.41,306.73,,,,310.37,316.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.47,345.93,348.67,348.75,344.43,339.29,336.71,339.02,342.77,350.21,350.82,345.70,359.00,366.65,372.72,375.35,379.23
2002-05-21 22:09:29+00:00,L7,333.33,325.31,322.47,324.69,326.38,330.54,333.57,330.58,335.08,337.17,339.37,337.29,334.54,329.62,328.84,336.71,331.68,327.64,330.55,328.57,337.18,343.94,337.26,341.81,348.58,346.95,341.58,347.91,347.98,347.66,345.91,337.48,329.50,327.40,325.02,317.80,311.96,307.73,303.25,301.12,307.75,326.03,321.48,328.63,325.91,324.81,311.69,308.58,308.58,303.78,304.83,297.33,297.43,298.86,301.89,301.08,308.33,311.95,329.42,336.85,340.93,346.40,351.64,350.68,358.57,355.98,347.77,352.86,354.22,356.16,346.33,339.76,339.40,339.65,335.81,331.09,321.39,,,,,,,,,,,,,,,,,335.05,339.20,341.00,343.45,349.83,345.49,342.14,349.17,370.47,364.59,373.37,370.09
2002-07-31 22:15:11+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.86,335.11,337.87,340.92,332.94,328.85,314.33,311.93,307.09,305.90,315.92,317.08,319.68,332.42,336.24,337.28,,,,,,,,,,,,,,,,,,,,,359.40,,,,,,,,,,,,,,,,,,357.24,353.93,362.81,370.41,368.75,364.49,368.94,381.64,379.40,387.71,386.04
2002-09-17 22:14:43+00:00,L7,335.38,331.86,323.42,319.53,332.16,332.70,336.27,331.51,333.22,329.84,341.33,348.69,340.72,333.34,327.37,328.55,323.57,325.92,332.48,329.37,337.31,339.93,335.90,333.91,337.56,333.00,334.22,336.86,341.87,340.99,337.19,330.69,330.93,329.55,321.56,317.62,310.51,314.00,310.16,307.73,314.48,322.89,326.43,327.51,315.99,313.04,306.08,301.60,296.26,297.38,292.77,303.75,310.93,312.76,311.13,311.18,315.29,316.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-03 22:14:41+00:00,L7,335.13,331.01,325.53,325.98,328.72,334.20,332.07,332.08,331.21,333.04,338.16,341.28,335.14,332.32,333.75,336.64,335.44,335.90,334.38,332.42,336.89,338.73,339.52,334.15,338.55,336.00,336.89,342.43,345.53,344.23,343.39,332.39,330.51,329.71,324.97,318.27,315.40,310.89,312.04,309.88,316.89,328.30,334.57,336.98,332.79,332.66,318.90,315.29,308.12,305.33,306.71,307.30,313.36,314.85,329.45,322.95,333.29,338.54,348.72,354.30,357.83,363.93,365.60,365.22,366.93,368.28,364.47,365.01,365.24,365.29,356.37,356.07,357.06,356.78,358.38,346.47,345.33,345.69,,,,,,,,,,359.39,355.30,346.48,342.35,342.88,337.45,335.22,333.48,334.67,337.98,344.30,350.98,344.90,350.03,363.23,361.97,368.41,375.33
