dates,nzd0377-0000,nzd0377-0001,nzd0377-0002,nzd0377-0003,nzd0377-0004,nzd0377-0005,nzd0377-0006,nzd0377-0007,nzd0377-0008,nzd0377-0009,nzd0377-0010,nzd0377-0011,nzd0377-0012,nzd0377-0013,nzd0377-0014,nzd0377-0015,nzd0377-0016,nzd0377-0017,nzd0377-0018,nzd0377-0019,nzd0377-0020,nzd0377-0021,nzd0377-0022,nzd0377-0023,nzd0377-0024,nzd0377-0025,nzd0377-0026,nzd0377-0027,nzd0377-0028,nzd0377-0029,nzd0377-0030,nzd0377-0031,nzd0377-0032,nzd0377-0033,nzd0377-0034,nzd0377-0035,nzd0377-0036,nzd0377-0037,nzd0377-0038,nzd0377-0039,nzd0377-0040,nzd0377-0041,nzd0377-0042,nzd0377-0043,nzd0377-0044,nzd0377-0045,nzd0377-0046,nzd0377-0047,nzd0377-0048,nzd0377-0049,nzd0377-0050,nzd0377-0051,nzd0377-0052,nzd0377-0053,nzd0377-0054,nzd0377-0055,nzd0377-0056,nzd0377-0057,nzd0377-0058,nzd0377-0059,nzd0377-0060,nzd0377-0061,nzd0377-0062,nzd0377-0063,nzd0377-0064,nzd0377-0065,nzd0377-0066,nzd0377-0067,nzd0377-0068,nzd0377-0069,nzd0377-0070,nzd0377-0071,nzd0377-0072,nzd0377-0073,nzd0377-0074,nzd0377-0075,nzd0377-0076,nzd0377-0077,nzd0377-0078,nzd0377-0079,nzd0377-0080,nzd0377-0081,nzd0377-0082,nzd0377-0083,nzd0377-0084,nzd0377-0085,nzd0377-0086,nzd0377-0087,nzd0377-0088,nzd0377-0089,nzd0377-0090,nzd0377-0091,nzd0377-0092,nzd0377-0093,nzd0377-0094,nzd0377-0095,nzd0377-0096,nzd0377-0097,nzd0377-0098,nzd0377-0099,nzd0377-0100,nzd0377-0101,nzd0377-0102,nzd0377-0103,nzd0377-0104,nzd0377-0105,nzd0377-0106,nzd0377-0107,nzd0377-0108,nzd0377-0109,nzd0377-0110,nzd0377-0111,nzd0377-0112,nzd0377-0113,nzd0377-0114,nzd0377-0115,satname
2000-05-01 21:59:30+00:00,362.07,322.67,324.44,326.09,323.60,321.53,322.44,324.37,326.32,320.28,318.87,319.74,321.60,321.85,323.02,324.80,330.17,338.22,345.27,351.43,350.40,349.81,344.38,341.14,341.65,353.77,355.81,351.02,350.47,347.56,350.19,351.30,353.38,349.25,359.87,376.73,373.65,373.32,367.94,364.33,358.48,345.96,339.06,335.32,339.29,348.73,350.74,358.37,349.15,344.62,351.20,353.50,353.66,352.07,350.87,354.80,341.66,354.40,331.66,329.08,323.89,322.28,327.14,340.42,349.20,349.56,349.82,345.23,338.68,341.37,340.56,338.62,341.56,343.88,341.99,346.38,342.70,344.94,344.43,343.20,343.54,347.32,353.33,356.53,353.99,349.27,351.93,354.93,356.83,356.03,353.19,352.38,346.15,343.97,341.46,340.73,342.38,348.07,349.35,353.59,354.69,349.79,349.14,350.12,352.11,340.25,340.63,350.60,363.49,362.88,342.76,342.07,352.12,361.61,359.44,359.07,L7
2000-06-02 21:59:07+00:00,360.19,317.86,319.95,323.39,320.71,318.46,322.03,323.85,325.36,317.88,316.58,317.56,319.41,319.71,319.63,321.20,327.06,336.49,344.56,351.66,349.97,348.39,343.53,340.18,342.34,353.66,353.64,348.83,347.59,345.90,349.83,351.62,355.45,351.41,360.35,375.13,369.88,370.57,366.35,364.33,358.60,343.45,336.28,331.98,336.95,348.60,350.42,357.71,347.36,342.49,349.95,351.84,351.93,350.57,349.98,354.85,340.61,352.65,329.91,327.11,321.47,320.11,326.23,340.05,347.53,347.08,346.16,341.71,336.21,338.85,338.21,336.11,340.20,343.58,340.64,344.31,340.89,344.98,344.44,342.39,342.12,346.99,352.45,354.71,352.18,345.93,348.91,352.68,354.37,353.33,350.97,350.79,345.74,344.69,341.53,340.24,341.37,346.89,347.91,352.73,354.19,348.86,348.32,344.49,351.29,339.33,339.97,349.43,363.03,361.69,340.87,341.30,351.16,360.69,358.72,358.15,L7
2000-06-18 21:59:03+00:00,360.19,317.86,319.95,323.39,320.71,318.46,323.43,325.62,326.13,318.34,316.86,317.44,319.73,319.02,319.05,319.83,326.69,336.93,345.00,352.24,350.26,348.96,343.62,341.01,343.18,353.76,353.46,348.75,346.57,345.77,349.70,352.09,355.44,351.13,359.95,374.28,368.78,369.31,365.57,362.94,356.34,339.76,334.23,330.35,336.06,347.64,350.48,356.92,345.92,340.95,348.31,350.47,351.08,350.69,349.47,354.29,340.72,353.21,329.71,327.70,321.83,320.62,327.46,340.64,347.89,347.51,346.06,341.16,336.18,338.35,337.98,336.30,339.16,343.13,340.26,343.58,340.86,344.44,343.17,341.51,340.88,345.52,350.22,352.90,349.89,343.89,346.82,351.12,352.25,350.91,349.82,349.15,345.67,344.09,341.11,339.76,342.10,347.18,347.54,352.62,353.44,348.09,348.26,343.61,350.47,338.80,339.92,350.09,363.33,361.99,341.27,341.75,351.19,361.28,359.55,359.09,L7
2000-08-05 21:58:20+00:00,366.77,314.52,318.08,323.44,320.85,319.53,325.30,328.33,328.38,319.90,317.61,317.91,318.58,317.69,318.10,319.84,324.81,336.51,345.91,355.60,354.49,353.69,348.61,345.31,347.98,358.14,355.05,351.67,350.61,349.09,354.14,358.83,363.34,356.68,363.93,376.14,369.42,371.14,367.73,365.67,357.82,339.78,334.43,330.86,337.36,349.48,351.69,359.29,347.27,341.90,349.12,352.21,353.23,353.94,353.65,357.99,343.21,356.19,330.70,328.87,322.22,320.76,328.82,342.13,347.63,347.46,345.44,340.82,337.09,339.10,339.33,337.44,340.25,344.82,342.31,346.88,343.45,348.01,347.03,347.06,345.38,349.42,352.10,355.33,350.67,342.67,345.38,350.56,351.59,351.02,351.76,351.14,348.04,347.32,344.79,343.00,344.46,349.46,349.54,354.99,355.55,349.62,350.38,341.62,351.81,339.95,340.70,351.67,365.27,363.51,342.10,343.68,352.80,362.88,360.34,360.10,L7
2000-09-22 21:57:41+00:00,363.85,309.66,314.49,321.61,318.71,318.86,324.98,329.50,329.34,318.97,316.52,316.09,316.34,315.16,316.75,320.41,324.13,335.58,345.98,356.04,357.15,356.23,351.00,348.72,352.61,362.32,357.99,357.21,355.99,353.24,361.52,369.21,374.15,364.93,368.87,376.10,365.60,367.74,365.88,366.29,356.79,336.02,330.29,329.25,336.61,350.54,354.02,360.60,346.04,342.52,349.77,351.89,354.11,355.93,357.28,361.10,344.42,354.44,326.66,324.47,318.43,316.02,327.42,340.12,342.74,343.03,339.45,336.42,335.26,336.50,337.81,336.19,340.46,345.90,344.08,348.78,345.40,350.50,349.01,348.52,347.76,351.82,353.38,354.73,348.04,338.89,341.12,347.41,349.39,348.11,349.70,352.06,350.10,349.75,346.93,343.95,346.08,349.99,350.92,355.88,355.55,348.22,350.90,335.74,351.21,340.16,340.53,351.35,366.04,364.05,339.75,344.17,352.26,362.66,360.47,359.12,L7
2000-10-08 21:57:36+00:00,359.79,305.83,307.59,315.06,310.30,309.32,320.07,324.48,319.45,314.33,311.70,312.72,315.94,314.96,317.58,321.55,324.48,336.06,344.68,353.93,355.44,354.79,350.43,346.94,351.76,361.30,357.69,360.56,358.56,354.25,362.25,369.69,372.90,362.56,366.68,374.86,362.01,362.54,365.42,365.66,351.57,331.43,324.89,325.60,332.22,344.54,348.99,353.64,342.32,340.63,346.80,349.78,354.22,356.52,357.66,360.55,344.33,353.38,326.33,323.88,317.63,314.42,325.35,335.69,339.81,341.88,339.90,334.88,333.72,335.54,336.15,335.12,340.27,346.72,345.24,350.08,345.43,350.27,348.71,348.35,347.69,350.87,352.15,353.61,347.01,338.44,341.90,347.42,350.42,349.31,349.93,351.49,349.83,349.48,346.73,344.02,346.81,351.49,351.80,356.93,354.37,347.87,351.25,336.90,351.08,341.49,341.36,351.97,367.11,362.30,338.33,343.34,351.93,362.11,360.67,359.47,L7
2000-11-25 21:57:34+00:00,356.65,305.06,301.69,310.10,303.35,301.24,314.39,316.21,310.11,305.85,305.48,307.28,308.26,307.62,313.37,318.37,326.07,333.64,344.03,350.77,352.20,348.71,345.47,342.64,348.70,359.13,355.97,358.88,356.60,353.14,359.70,364.73,369.71,360.06,363.67,371.04,361.16,359.47,361.41,362.56,349.05,329.83,321.45,321.52,329.75,340.95,343.66,349.06,339.09,339.14,344.68,348.00,351.38,354.09,355.59,359.00,344.52,350.92,323.25,320.32,313.58,309.17,318.64,331.67,337.02,338.53,336.20,331.37,330.63,333.70,331.75,332.17,337.56,344.40,343.02,348.34,344.35,348.36,345.39,344.77,344.63,347.97,349.24,349.82,343.60,336.35,339.60,345.73,348.86,346.73,348.71,349.97,348.81,347.13,344.86,340.85,345.31,350.01,352.33,355.99,353.01,346.22,346.97,339.52,347.70,338.79,340.99,350.19,365.17,359.07,338.55,342.02,350.97,357.38,358.16,357.77,L7
2000-12-11 21:57:36+00:00,357.05,313.25,305.17,311.44,305.25,300.22,312.33,315.48,311.34,307.67,306.60,308.94,310.85,311.00,319.51,324.72,328.85,333.42,341.88,347.74,351.42,350.34,347.06,344.89,347.90,360.73,362.91,363.15,363.21,358.51,359.67,361.38,365.00,357.42,361.69,371.46,364.64,361.77,361.78,362.01,348.88,333.70,324.99,325.53,331.94,339.58,343.16,349.48,340.26,340.62,345.67,350.46,352.66,354.99,355.50,357.87,344.08,352.95,325.84,322.05,315.07,311.12,317.39,330.24,337.14,340.75,339.60,334.47,333.59,336.43,333.12,333.82,337.88,341.96,344.07,349.84,345.42,347.94,345.86,345.25,345.50,348.61,350.10,351.33,346.61,340.32,342.37,348.23,351.25,349.30,350.10,350.50,348.32,345.83,345.59,341.11,345.89,350.76,352.86,355.56,351.57,346.92,347.39,340.56,346.80,338.66,340.44,349.35,363.22,359.31,338.64,341.43,350.21,356.31,356.98,357.82,L7
2001-02-13 21:57:39+00:00,358.16,320.47,309.77,311.75,308.68,302.41,312.07,313.21,310.70,308.03,307.62,308.44,311.88,313.85,320.01,327.27,331.24,335.76,341.74,347.29,347.96,346.17,344.03,343.17,346.72,360.15,366.29,364.56,363.86,358.76,359.29,358.61,363.81,357.36,359.54,372.44,365.86,362.75,362.56,364.59,351.11,340.31,328.11,326.94,331.62,338.66,342.24,349.89,342.63,343.23,348.28,352.05,353.94,353.67,354.39,357.33,343.95,353.29,327.67,322.82,315.20,312.33,317.98,332.23,337.56,341.94,340.04,334.00,333.43,336.17,333.07,333.01,337.54,341.45,344.20,350.20,344.17,349.39,347.57,345.42,345.63,350.98,352.63,353.35,351.63,345.59,346.84,352.96,355.45,353.90,351.77,352.49,349.55,347.17,346.52,342.31,345.09,349.74,352.28,354.51,350.32,347.43,347.04,330.40,347.89,339.60,340.65,346.01,360.41,358.73,336.90,337.27,346.51,353.32,353.35,352.91,L7
2001-05-20 21:57:04+00:00,348.24,329.15,318.70,315.48,315.26,310.89,314.19,314.73,316.79,311.52,311.50,311.50,310.97,314.36,319.97,325.69,328.81,334.42,339.22,345.47,344.56,343.08,341.96,339.99,343.37,357.59,364.84,359.76,359.16,354.23,353.70,350.96,354.38,349.54,354.29,368.93,366.89,368.01,360.24,360.89,356.92,347.30,336.90,330.56,335.10,343.31,346.00,354.38,346.93,342.84,348.83,351.28,351.17,348.81,348.14,351.39,336.23,352.41,326.44,322.92,314.83,312.96,316.41,333.07,338.20,340.33,336.85,331.38,331.10,332.87,329.92,329.51,332.45,337.18,340.33,344.90,338.65,344.11,344.70,342.85,341.69,348.60,350.30,352.04,348.73,344.31,348.27,351.95,352.78,350.48,352.05,347.54,346.38,345.40,344.60,341.88,341.94,345.62,348.19,349.39,346.97,345.54,346.14,308.81,344.71,335.21,337.95,344.86,360.56,356.60,334.00,336.26,345.29,352.38,351.76,353.48,L7
2001-06-05 21:56:52+00:00,338.57,330.35,319.22,312.06,315.93,310.73,314.36,315.82,317.47,312.05,310.64,310.92,312.05,315.93,320.06,325.01,326.07,332.20,336.26,345.78,344.16,343.63,342.08,340.86,344.82,357.33,364.38,357.23,358.67,353.87,352.97,351.23,355.28,352.29,355.53,370.49,367.63,367.14,359.57,360.58,357.80,345.18,336.00,329.12,334.96,342.64,346.08,354.34,345.73,342.00,348.82,351.15,351.51,350.52,349.51,352.87,336.93,352.75,324.18,322.62,314.42,314.16,319.09,332.77,337.59,338.89,336.73,332.28,331.48,333.10,331.58,330.54,332.93,336.90,339.66,342.80,338.65,343.74,343.86,343.10,341.08,347.95,350.41,352.23,347.19,342.77,347.89,351.78,350.71,351.62,352.06,347.18,346.92,345.67,343.77,343.38,340.68,343.90,346.70,350.67,348.08,346.89,347.66,307.68,345.17,335.39,338.54,344.50,361.58,357.76,334.26,339.35,348.03,359.03,354.64,358.19,L7
2001-07-07 21:56:36+00:00,332.59,338.87,331.59,311.80,318.38,318.10,317.30,315.33,314.93,314.21,314.02,312.20,311.98,315.84,321.52,328.60,332.45,337.43,339.26,348.00,344.51,343.66,341.61,340.58,344.89,356.45,364.53,361.63,362.51,353.75,356.06,356.46,358.64,350.66,356.15,373.50,371.15,369.53,361.61,360.10,357.45,344.49,336.35,329.06,336.76,344.28,346.74,354.01,348.55,344.55,349.80,350.44,353.45,352.71,351.91,354.34,339.40,353.49,322.63,323.51,316.05,313.49,322.31,334.02,340.06,340.90,340.90,335.89,332.77,334.58,334.54,334.40,335.10,340.03,338.84,344.79,343.13,344.31,343.71,344.49,343.83,349.57,353.21,355.69,348.81,346.35,351.68,355.38,353.06,355.30,356.12,351.38,349.97,347.63,342.34,345.29,343.28,345.87,350.75,354.05,352.07,348.99,349.37,320.49,348.83,337.77,342.00,349.63,366.65,361.07,339.71,343.76,352.99,363.08,358.36,360.88,L7
2001-08-08 21:56:12+00:00,331.61,296.21,331.59,296.35,318.38,318.10,317.30,315.33,308.00,314.21,303.35,303.64,300.57,303.72,309.98,315.01,325.78,326.83,335.10,342.07,337.91,343.66,332.51,332.54,335.65,346.67,353.14,352.35,352.72,346.64,346.22,348.60,349.74,344.98,349.40,367.41,363.54,359.88,355.67,354.25,347.83,335.38,332.76,327.76,334.39,342.82,343.99,349.42,343.82,342.81,345.98,347.36,350.56,350.17,350.13,352.57,338.41,348.61,320.44,321.04,312.93,310.95,319.13,330.93,340.06,339.44,339.21,334.74,330.61,332.73,330.74,330.71,332.08,336.43,337.87,342.85,340.06,340.01,339.19,340.30,340.70,346.74,350.84,353.25,346.70,343.94,349.31,353.27,352.48,354.70,355.10,349.62,346.41,344.12,338.88,341.58,340.33,343.88,348.72,352.35,349.27,346.77,345.64,327.90,346.38,335.34,338.65,348.24,363.56,356.93,337.46,339.64,349.09,359.82,357.22,357.74,L7
2001-08-24 21:56:00+00:00,327.90,260.97,268.93,287.74,305.01,307.81,314.35,317.56,309.25,311.78,300.32,300.77,302.69,303.30,310.05,311.33,322.96,326.49,340.37,342.66,342.12,352.31,336.90,331.03,336.32,346.74,349.86,348.99,348.13,344.46,345.14,349.84,356.86,354.35,355.34,366.61,355.82,350.15,350.71,351.65,345.71,325.60,324.75,324.58,333.25,345.13,348.43,352.29,340.29,342.11,344.56,345.67,348.68,349.84,352.27,355.64,339.83,347.13,316.58,315.97,311.21,308.35,318.92,328.45,336.71,336.29,336.39,331.20,327.52,329.69,327.49,328.98,331.11,334.65,336.54,341.46,337.74,337.97,337.20,338.45,340.05,346.22,351.06,352.81,345.20,342.46,348.02,352.32,351.00,354.17,354.39,348.76,345.18,343.28,337.30,340.35,339.17,342.57,347.24,350.23,347.74,344.23,346.24,327.90,344.23,333.18,337.63,347.70,364.60,354.57,333.36,339.56,347.16,359.12,357.33,358.01,L7
2001-09-25 21:55:40+00:00,327.90,260.97,268.93,287.74,305.01,307.81,314.35,317.56,309.25,311.78,300.32,300.77,302.69,303.30,310.05,311.33,322.96,326.49,340.37,342.66,342.12,352.31,336.90,331.03,336.32,346.74,349.86,348.99,348.13,344.46,345.14,359.42,367.49,362.45,362.00,370.93,360.32,355.29,353.07,353.11,347.55,327.33,324.36,325.00,334.42,346.00,348.42,354.38,343.58,343.46,345.16,347.21,349.88,351.16,353.29,357.16,341.79,346.62,316.65,316.34,311.12,309.34,317.90,328.50,336.71,334.77,335.82,331.60,329.69,332.69,329.92,331.24,332.43,336.23,335.73,341.95,340.61,340.03,338.62,339.45,340.62,346.91,350.99,352.89,345.02,341.80,347.00,350.71,349.91,353.68,354.35,350.68,348.06,346.03,340.41,342.09,340.60,344.29,348.39,351.67,349.98,345.82,345.88,334.44,345.18,334.08,337.92,348.54,364.40,356.11,335.46,339.57,347.06,358.88,356.00,356.30,L7
