dates,satname,nzd0377-0000,nzd0377-0001,nzd0377-0002,nzd0377-0003,nzd0377-0004,nzd0377-0005,nzd0377-0006,nzd0377-0007,nzd0377-0008,nzd0377-0009,nzd0377-0010,nzd0377-0011,nzd0377-0012,nzd0377-0013,nzd0377-0014,nzd0377-0015,nzd0377-0016,nzd0377-0017,nzd0377-0018,nzd0377-0019,nzd0377-0020,nzd0377-0021,nzd0377-0022,nzd0377-0023,nzd0377-0024,nzd0377-0025,nzd0377-0026,nzd0377-0027,nzd0377-0028,nzd0377-0029,nzd0377-0030,nzd0377-0031,nzd0377-0032,nzd0377-0033,nzd0377-0034,nzd0377-0035,nzd0377-0036,nzd0377-0037,nzd0377-0038,nzd0377-0039,nzd0377-0040,nzd0377-0041,nzd0377-0042,nzd0377-0043,nzd0377-0044,nzd0377-0045,nzd0377-0046,nzd0377-0047,nzd0377-0048,nzd0377-0049,nzd0377-0050,nzd0377-0051,nzd0377-0052,nzd0377-0053,nzd0377-0054,nzd0377-0055,nzd0377-0056,nzd0377-0057,nzd0377-0058,nzd0377-0059,nzd0377-0060,nzd0377-0061,nzd0377-0062,nzd0377-0063,nzd0377-0064,nzd0377-0065,nzd0377-0066,nzd0377-0067,nzd0377-0068,nzd0377-0069,nzd0377-0070,nzd0377-0071,nzd0377-0072,nzd0377-0073,nzd0377-0074,nzd0377-0075,nzd0377-0076,nzd0377-0077,nzd0377-0078,nzd0377-0079,nzd0377-0080,nzd0377-0081,nzd0377-0082,nzd0377-0083,nzd0377-0084,nzd0377-0085,nzd0377-0086,nzd0377-0087,nzd0377-0088,nzd0377-0089,nzd0377-0090,nzd0377-0091,nzd0377-0092,nzd0377-0093,nzd0377-0094,nzd0377-0095,nzd0377-0096,nzd0377-0097,nzd0377-0098,nzd0377-0099,nzd0377-0100,nzd0377-0101,nzd0377-0102,nzd0377-0103,nzd0377-0104,nzd0377-0105,nzd0377-0106,nzd0377-0107,nzd0377-0108,nzd0377-0109,nzd0377-0110,nzd0377-0111,nzd0377-0112,nzd0377-0113,nzd0377-0114,nzd0377-0115
2000-05-01 21:59:30+00:00,L7,380.20,337.32,339.67,341.69,333.93,337.23,335.50,338.42,338.14,335.88,335.81,332.85,337.56,334.44,337.16,336.51,335.76,348.48,359.47,363.05,366.95,366.35,358.15,352.91,356.64,368.25,374.63,369.80,368.41,363.58,369.33,371.08,368.82,359.30,370.65,391.78,386.81,388.24,384.22,378.78,369.45,353.23,350.62,353.47,351.06,366.16,371.79,377.22,368.34,358.62,364.09,364.65,373.53,368.72,368.68,367.46,353.94,383.80,342.47,337.87,335.31,336.66,339.78,352.86,357.02,361.11,362.46,354.20,348.25,348.61,351.98,349.27,353.09,353.82,355.73,362.27,356.50,361.20,360.76,362.02,359.19,365.88,367.63,370.95,366.38,359.24,360.98,363.94,366.58,365.53,363.52,363.86,358.32,358.84,355.43,357.49,358.37,365.55,364.02,370.14,366.57,359.32,365.81,361.95,368.29,356.94,349.58,367.65,381.37,380.11,355.03,352.22,362.92,384.75,381.71,383.66
2000-06-02 21:59:07+00:00,L7,352.46,296.93,300.44,312.68,310.16,308.40,322.34,325.21,324.41,302.93,304.44,305.14,308.94,308.73,298.71,297.17,307.65,327.89,345.62,360.58,353.69,343.50,340.22,336.00,352.43,356.28,341.61,334.88,329.61,338.80,351.52,357.72,377.34,374.90,372.09,375.30,360.02,360.38,362.51,372.68,367.40,328.80,319.75,311.63,325.37,353.03,352.12,358.15,341.38,333.36,347.06,350.35,349.88,349.49,353.77,366.18,352.44,360.70,321.80,317.22,308.55,309.85,323.73,345.49,346.06,337.33,328.64,325.39,324.84,329.59,328.82,325.57,336.42,347.34,335.72,334.19,335.89,352.02,350.22,341.17,336.18,350.51,351.60,346.93,346.09,328.09,333.09,342.55,343.04,340.06,341.08,345.11,349.91,356.12,348.04,343.03,341.66,347.59,349.23,360.08,363.13,354.35,345.30,346.77,356.52,342.90,346.51,350.97,366.15,366.44,346.07,345.27,359.28,369.14,367.21,371.00
2000-06-18 21:59:03+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.56,337.82,353.83,366.60,363.52,360.20,353.90,350.51,343.96,319.57,321.31,317.22,332.55,340.75,343.96,348.52,335.04,332.54,339.38,343.66,343.58,349.50,346.42,348.09,340.28,,,,,,,,,,,,,,,,330.77,340.64,340.12,342.49,343.92,336.83,332.58,335.03,331.88,330.56,330.67,336.49,327.93,326.56,330.67,339.47,338.38,332.60,339.15,336.17,339.71,333.88,330.86,330.80,342.20,348.16,347.02,349.76,345.95,339.81,345.22,339.46,341.68,332.62,334.66,353.58,365.63,356.85,340.48,344.45,355.02,362.20,364.47,365.74
2000-08-05 21:58:20+00:00,L7,340.08,301.78,305.40,308.42,306.08,307.45,313.50,316.19,313.02,309.85,304.60,309.96,302.29,300.58,312.54,314.65,319.78,325.40,336.00,347.63,355.67,356.44,347.03,344.71,345.46,355.05,348.32,354.20,356.58,351.75,357.91,364.71,375.11,361.64,362.23,370.38,368.19,367.23,363.05,357.73,351.06,333.32,327.88,328.06,333.83,341.61,341.50,345.63,339.84,337.07,340.03,350.22,351.51,357.79,360.71,360.89,348.13,340.02,319.98,322.55,312.89,307.90,312.10,322.15,335.65,335.56,333.15,335.38,331.97,331.80,330.87,330.10,337.68,340.33,340.07,347.02,346.62,346.23,347.02,352.53,351.55,349.74,351.43,355.98,344.15,334.91,336.67,340.15,347.28,347.91,353.76,351.39,347.38,347.82,350.20,345.01,345.44,348.09,352.29,359.71,356.22,350.38,344.09,341.61,344.48,335.96,337.26,350.15,362.37,358.92,341.56,344.92,353.25,355.16,351.62,350.98
2000-09-22 21:57:41+00:00,L7,,,,,,,319.83,,,309.04,312.23,308.06,310.71,308.54,319.57,331.68,337.21,337.66,343.14,346.95,350.30,350.36,351.34,350.79,355.68,365.17,365.24,377.38,377.13,363.73,371.30,384.65,395.28,382.81,377.29,374.87,365.41,364.64,362.71,367.59,348.67,329.80,322.79,328.94,338.47,346.57,351.11,358.60,341.87,349.51,352.54,350.27,355.26,357.68,365.08,364.70,346.39,339.24,316.45,312.27,307.52,301.89,317.10,331.81,325.46,332.95,328.13,328.09,332.14,334.19,336.78,336.49,344.21,345.91,349.31,353.94,348.03,351.91,345.30,343.08,352.65,352.99,355.39,,,,334.32,,,,345.29,360.54,355.25,347.19,342.42,338.26,342.43,343.94,351.69,353.60,350.36,340.15,344.84,340.65,347.05,340.05,342.71,,,,,,,,,
2000-10-08 21:57:36+00:00,L7,357.30,295.88,284.34,294.32,284.84,278.87,301.53,312.76,289.23,296.25,290.18,298.51,,,,,,,,,,,,,,,,,,,,,,,,,342.86,332.40,297.82,305.74,328.04,313.22,296.74,307.65,311.98,317.81,327.08,328.35,324.92,333.94,336.81,345.73,356.06,362.93,361.41,365.66,351.43,355.69,330.42,323.70,318.73,314.97,326.67,328.13,339.80,345.50,350.39,335.78,331.77,337.53,334.54,339.47,344.47,353.48,349.86,360.50,351.93,359.40,354.63,352.75,353.86,356.32,356.66,358.91,354.32,347.32,353.53,355.09,360.35,362.95,356.98,352.29,352.27,353.02,351.80,349.32,355.69,364.32,363.70,365.85,358.20,355.57,356.43,354.03,355.47,348.46,348.98,354.56,371.02,365.28,344.27,347.22,353.48,357.85,358.31,357.40
2000-11-25 21:57:34+00:00,L7,380.07,332.97,323.54,330.04,318.60,317.99,316.50,315.77,320.07,313.31,318.97,317.22,313.30,314.52,324.57,331.43,341.36,345.24,353.44,350.13,351.36,346.53,344.39,340.18,342.63,361.14,370.36,370.16,364.63,360.19,359.50,352.95,355.83,346.17,356.78,374.43,380.67,379.96,369.27,368.42,360.50,357.97,344.10,339.96,341.13,349.64,349.13,358.95,357.12,353.75,357.07,355.75,360.02,354.56,353.54,355.90,342.14,368.94,330.54,328.77,323.38,314.73,315.91,334.86,343.94,346.30,346.54,338.02,336.56,340.78,332.41,333.89,336.61,342.87,347.01,356.27,346.11,348.36,346.44,347.61,345.34,351.90,353.88,358.31,354.81,354.75,354.94,360.15,364.56,359.40,361.35,359.14,353.40,348.59,349.83,343.27,350.09,354.80,358.76,356.52,352.91,345.80,348.36,346.59,349.02,340.15,343.80,353.84,368.18,363.64,342.94,339.55,351.39,360.12,364.98,366.30
2000-12-11 21:57:36+00:00,L7,353.57,328.61,313.28,317.27,316.83,303.16,311.53,321.51,328.35,311.43,309.17,312.72,318.30,321.41,322.42,321.91,317.98,326.27,336.07,347.43,349.55,349.11,346.07,344.47,348.62,362.16,368.60,351.47,355.36,359.41,350.73,343.82,353.07,360.84,361.08,375.56,378.03,372.53,363.10,368.74,365.27,351.25,340.17,334.79,337.46,344.06,348.48,359.89,347.27,341.14,351.97,363.45,355.85,353.33,351.71,357.81,346.94,367.99,333.89,325.03,315.08,318.59,316.84,337.18,345.01,347.01,343.98,339.25,338.45,341.72,334.33,332.48,337.33,331.83,341.24,342.27,340.97,348.51,352.24,343.29,340.63,353.44,355.87,353.52,359.98,346.69,348.58,353.97,353.78,351.74,348.29,347.30,345.93,347.51,351.59,343.62,343.94,350.67,350.57,355.55,352.68,356.73,347.28,346.33,349.41,340.55,341.54,345.22,355.46,365.65,343.64,340.89,353.27,361.54,359.31,368.41
2001-02-13 21:57:39+00:00,L7,344.09,329.76,322.96,309.04,319.03,315.26,311.79,306.48,309.71,311.13,309.04,306.90,305.60,311.25,313.84,324.34,328.73,334.17,334.70,345.06,341.03,339.07,334.51,337.46,340.22,352.31,361.25,359.45,358.61,352.06,355.90,353.22,351.36,339.95,343.47,365.63,367.17,367.03,355.64,354.08,354.98,350.63,338.11,324.92,330.78,336.55,336.43,345.03,343.99,339.72,344.70,347.87,345.32,342.47,342.81,345.21,337.72,339.42,328.46,325.73,312.86,313.16,314.51,331.19,336.44,340.35,333.98,331.67,330.22,329.25,329.54,324.99,326.78,334.64,335.02,339.59,336.09,340.38,340.60,341.64,336.99,341.71,342.83,347.22,343.07,339.60,344.81,347.98,348.77,347.15,348.83,344.86,342.68,340.92,338.37,338.69,335.31,337.42,339.74,344.42,340.52,342.00,339.14,337.93,341.32,331.39,329.05,337.79,351.55,349.94,330.47,328.29,338.56,344.43,340.39,333.23
2001-05-20 21:57:04+00:00,L7,320.04,,,312.93,315.74,318.47,321.76,322.55,318.15,316.02,317.17,316.01,316.26,318.59,327.38,331.46,334.56,339.13,341.81,348.85,345.89,346.35,347.66,342.65,348.21,359.53,366.26,362.77,364.91,353.60,354.87,358.66,364.38,359.54,366.50,377.55,369.13,368.52,364.96,363.64,357.60,336.72,332.91,331.31,340.63,350.38,355.77,361.31,350.65,347.43,351.18,354.05,359.50,359.64,359.27,361.41,345.53,360.72,320.85,320.16,316.73,314.98,324.77,340.34,343.41,341.36,338.91,332.59,330.48,334.47,336.19,339.47,338.69,347.71,346.04,350.20,344.23,348.34,347.22,345.96,351.16,355.68,356.97,358.24,348.34,348.22,356.04,356.39,355.33,354.94,360.38,348.47,353.62,352.26,346.60,351.09,349.73,353.28,361.14,360.27,359.22,355.06,354.57,352.17,355.08,343.53,353.41,357.35,376.21,366.35,346.37,350.01,359.27,364.76,361.56,373.39
2001-06-05 21:56:52+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.29,357.83,356.56,362.70,362.64,360.25,363.02,347.24,372.61,322.16,328.23,322.48,320.31,327.19,334.62,342.83,341.69,,,,,,,,,,,,347.65,343.68,349.23,343.54,350.01,355.03,359.85,349.61,349.56,354.38,360.35,357.19,364.88,362.29,358.49,356.39,350.29,347.18,350.04,346.00,349.08,354.26,363.24,358.82,352.68,354.84,348.55,352.21,342.09,347.51,353.63,373.00,369.92,346.30,353.04,364.16,388.51,378.12,387.43
2001-07-07 21:56:36+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.41,247.13,268.66,294.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.61,326.15,335.94,346.06,347.47,347.65,341.24,336.08,338.00,336.16,337.01,338.53,336.60,334.39,343.42,347.34,345.74,347.40,344.90,347.56,355.31,362.46,362.29,360.20,354.40,357.49,362.46,356.97,360.23,358.63,358.81,352.54,351.14,341.45,346.20,348.08,350.96,357.11,358.45,359.00,355.47,351.46,349.43,355.23,341.91,346.54,357.58,370.71,368.27,350.27,350.99,361.31,365.96,363.58,364.04
2001-08-08 21:56:12+00:00,L7,327.81,249.44,,262.60,245.49,246.94,256.54,266.27,290.63,257.66,278.80,283.87,274.04,276.28,283.68,285.36,309.58,302.91,323.27,326.49,321.02,,312.46,314.61,314.79,325.28,327.63,331.93,330.50,329.20,324.16,331.02,329.20,330.39,331.80,348.50,337.75,334.41,339.16,338.20,324.48,314.31,322.62,321.80,325.95,337.07,336.26,337.29,329.99,333.48,330.82,331.95,335.74,336.86,339.11,341.55,324.88,323.40,310.77,310.55,300.21,297.11,303.97,314.20,220.23,328.34,327.95,325.10,319.76,321.51,314.39,314.72,319.32,322.43,331.87,333.67,325.93,319.30,318.17,320.82,325.33,332.23,338.12,339.99,333.95,329.65,335.48,340.74,345.80,347.95,346.92,338.86,328.30,327.10,321.96,323.20,324.17,330.65,333.89,338.16,331.35,331.17,328.89,325.45,330.39,319.94,319.07,337.00,347.65,332.96,317.92,317.88,325.26,338.57,345.26,334.64
2001-08-24 21:56:00+00:00,L7,333.00,259.39,260.40,283.30,292.38,294.80,305.94,311.02,313.54,306.34,300.02,298.36,312.07,310.06,314.13,313.37,320.35,333.21,350.61,346.95,353.75,356.45,347.74,332.99,342.29,352.55,351.48,349.41,344.90,345.63,352.70,356.98,372.77,368.17,361.39,363.41,344.30,338.02,340.89,346.42,348.71,321.38,314.15,315.45,327.46,343.54,349.82,353.72,333.53,337.01,339.12,341.30,337.94,341.30,351.54,357.67,343.69,333.79,313.13,305.51,306.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-25 21:55:40+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.57,397.01,383.94,378.40,378.05,364.67,365.38,356.14,353.70,349.51,330.06,320.63,323.36,334.73,346.17,346.42,358.10,349.68,345.30,344.36,348.03,349.35,351.50,352.42,358.33,340.47,335.46,314.23,315.14,307.83,310.08,311.69,324.96,233.14,324.14,328.77,327.48,332.44,336.79,332.95,333.77,333.17,338.17,330.60,340.51,344.93,345.22,341.76,341.08,340.43,346.90,347.94,350.17,340.54,335.18,339.15,340.71,341.82,347.92,350.66,355.17,356.19,354.50,350.17,346.00,342.54,346.62,347.17,351.01,353.14,346.34,342.82,339.25,343.67,332.77,333.76,347.00,360.52,355.84,334.74,335.07,339.52,350.82,344.30,340.30
2001-10-11 21:55:21+00:00,L7,329.43,277.92,279.84,282.16,282.32,285.18,297.11,300.23,304.02,299.66,301.95,303.84,307.22,306.61,314.40,320.14,327.35,335.51,332.30,341.32,342.64,344.16,347.23,342.82,341.50,350.69,358.28,360.04,352.15,358.35,362.45,363.80,362.02,345.74,355.97,366.67,363.78,352.93,348.75,344.33,343.10,319.25,319.53,313.76,330.99,340.36,340.43,348.29,342.59,338.60,346.52,348.46,352.95,352.24,353.43,351.56,335.80,335.40,316.70,311.54,303.93,301.62,301.38,319.28,325.47,338.27,323.90,316.39,319.67,325.29,318.08,318.92,322.52,322.40,330.91,337.57,340.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-30 21:55:49+00:00,L7,357.26,299.55,301.37,307.67,308.66,308.25,311.20,317.10,319.47,308.86,310.83,311.87,315.93,319.21,322.36,330.07,343.44,350.37,345.87,345.65,344.42,352.54,347.35,347.16,346.46,364.58,363.14,370.93,366.77,356.36,357.88,366.05,367.76,355.21,365.12,379.02,377.16,372.50,366.10,366.16,361.51,336.36,328.74,329.34,339.37,347.77,356.30,363.07,348.77,348.31,355.15,363.26,359.41,357.36,355.96,356.63,338.48,349.64,321.66,319.84,313.94,313.34,321.02,328.25,333.15,339.44,338.97,333.06,324.63,323.66,321.48,325.69,333.83,341.48,337.33,347.03,341.85,350.74,346.76,344.10,344.15,346.39,346.49,352.20,346.66,344.94,345.21,346.35,352.29,352.86,348.81,351.62,344.02,338.61,344.29,346.12,346.25,346.52,355.23,356.50,350.06,346.56,350.12,346.39,347.86,336.36,343.53,354.37,370.48,366.85,345.20,343.73,357.22,362.93,362.17,363.47
