dates,satname,nzd0027-0000,nzd0027-0001,nzd0027-0002,nzd0027-0003,nzd0027-0004,nzd0027-0005,nzd0027-0006,nzd0027-0007,nzd0027-0008,nzd0027-0009,nzd0027-0010,nzd0027-0011,nzd0027-0012,nzd0027-0013,nzd0027-0014,nzd0027-0015,nzd0027-0016,nzd0027-0017,nzd0027-0018,nzd0027-0019,nzd0027-0020,nzd0027-0021,nzd0027-0022,nzd0027-0023,nzd0027-0024,nzd0027-0025,nzd0027-0026,nzd0027-0027,nzd0027-0028,nzd0027-0029,nzd0027-0030,nzd0027-0031,nzd0027-0032,nzd0027-0033,nzd0027-0034,nzd0027-0035,nzd0027-0036,nzd0027-0037,nzd0027-0038,nzd0027-0039,nzd0027-0040,nzd0027-0041,nzd0027-0042,nzd0027-0043,nzd0027-0044,nzd0027-0045,nzd0027-0046,nzd0027-0047,nzd0027-0048,nzd0027-0049,nzd0027-0050,nzd0027-0051,nzd0027-0052,nzd0027-0053,nzd0027-0054,nzd0027-0055,nzd0027-0056,nzd0027-0057,nzd0027-0058,nzd0027-0059,nzd0027-0060,nzd0027-0061,nzd0027-0062,nzd0027-0063,nzd0027-0064,nzd0027-0065,nzd0027-0066,nzd0027-0067,nzd0027-0068,nzd0027-0069,nzd0027-0070,nzd0027-0071,nzd0027-0072,nzd0027-0073,nzd0027-0074,nzd0027-0075,nzd0027-0076,nzd0027-0077,nzd0027-0078,nzd0027-0079,nzd0027-0080,nzd0027-0081,nzd0027-0082,nzd0027-0083,nzd0027-0084,nzd0027-0085,nzd0027-0086,nzd0027-0087,nzd0027-0088,nzd0027-0089,nzd0027-0090,nzd0027-0091,nzd0027-0092,nzd0027-0093,nzd0027-0094,nzd0027-0095,nzd0027-0096
2000-11-07 22:07:53+00:00,L7,,,,,,,,,416.39,423.77,427.84,427.19,416.70,418.90,427.96,439.86,434.89,441.08,448.01,449.81,445.69,461.65,468.87,465.16,456.65,449.45,449.36,455.24,458.85,450.09,431.99,,,448.19,458.19,465.35,474.67,477.48,,465.91,428.26,434.03,427.45,,425.29,426.58,433.00,441.57,,396.55,368.95,367.51,381.20,386.39,409.47,416.72,417.97,420.11,427.49,427.71,423.72,417.69,415.36,411.68,415.26,412.34,406.69,403.56,404.75,401.48,401.56,394.83,394.88,392.75,392.87,393.75,391.72,388.74,386.68,389.61,387.98,389.60,391.65,387.81,387.29,383.64,383.74,386.31,380.43,379.55,379.54,356.82,362.92,359.24,363.30,363.28,362.98
2001-01-26 22:08:07+00:00,L7,411.75,402.56,401.66,396.28,401.26,391.61,423.64,419.38,421.13,427.62,435.99,438.54,425.19,420.67,438.19,446.56,441.70,443.76,452.82,455.61,451.62,467.58,475.56,475.71,465.77,460.33,458.17,468.71,470.18,456.99,451.46,440.04,460.74,463.15,470.40,479.58,484.53,481.54,,,440.46,435.67,433.72,437.29,442.90,439.53,438.31,440.80,432.83,415.30,392.38,384.83,386.26,392.56,407.68,413.04,409.95,416.03,416.59,417.19,418.99,410.61,408.34,403.65,405.84,404.98,403.49,400.73,397.36,399.31,397.66,394.47,391.03,391.76,392.39,388.95,388.19,385.55,384.90,390.17,388.32,384.48,387.29,380.26,385.15,385.34,383.39,380.97,381.70,385.38,385.62,368.39,373.48,367.77,368.91,361.26,353.59
2001-06-03 22:07:16+00:00,L7,420.29,403.41,404.76,403.12,418.49,402.51,432.22,427.44,419.52,427.61,433.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.27,432.71,430.90,435.55,431.17,430.28,438.73,431.17,417.04,418.67,400.30,395.55,394.95,412.60,417.62,412.80,417.89,423.55,430.09,430.72,423.86,419.67,416.80,416.49,416.78,413.51,413.36,409.02,410.25,406.22,405.21,401.64,401.46,399.89,403.28,399.52,396.51,393.93,400.32,396.42,396.14,398.36,394.85,390.87,388.24,391.20,393.79,392.37,387.96,392.26,381.04,377.72,370.65,373.98,246.41,313.37
2001-06-19 22:07:05+00:00,L7,422.10,409.93,403.40,401.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.94,438.07,,439.84,434.54,437.31,445.43,431.58,417.28,396.64,409.12,400.94,394.94,412.74,416.41,412.70,418.95,422.15,422.23,421.03,417.20,410.28,409.37,407.57,412.89,407.42,406.93,403.76,402.89,400.58,397.69,394.39,392.65,389.48,392.41,393.90,390.57,387.90,393.84,393.82,391.20,395.66,388.09,390.13,,,385.03,381.93,378.92,381.15,363.40,368.48,362.26,368.54,240.66,296.70
2001-12-12 22:06:14+00:00,L7,388.12,386.05,387.68,382.59,395.06,377.49,416.17,408.12,407.76,418.17,422.02,420.34,411.77,409.96,424.39,435.13,431.13,439.21,440.82,448.24,443.23,458.52,464.83,462.54,455.31,447.45,445.57,452.10,456.33,446.92,437.76,,,454.00,456.74,465.96,481.02,479.93,477.29,457.20,429.35,428.32,421.12,,428.29,425.46,424.50,429.65,429.06,412.08,367.85,391.55,386.22,392.57,406.58,409.21,405.59,413.33,414.77,416.79,418.17,411.84,408.96,408.73,409.64,410.85,407.48,402.96,403.07,401.50,401.49,396.08,393.72,390.98,390.99,388.76,391.11,384.38,,,,,,,,,,,,,,,,,,,
2001-12-21 22:00:05+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.32,384.17,381.32,381.75,387.46,391.18,388.62,387.56,389.30,,387.92,390.45,389.56,392.29,388.70,376.90,379.57,364.30,359.95,359.26,367.01,231.62,275.42
2002-01-22 22:00:16+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.61,422.74,349.34,408.37,,,437.35,442.11,444.64,445.75,439.83,435.12,428.89,427.57,431.54,428.46,425.38,425.97,429.06,426.77,423.57,423.44,418.97,417.99,408.09,413.78,407.29,406.35,404.50,410.98,412.02,416.02,418.62,412.19,413.55,406.56,402.61,401.58,403.09,394.06,399.09,386.89,385.72,391.93,394.34,388.93,380.55
2002-01-29 22:06:21+00:00,L7,382.97,379.22,374.38,370.96,,366.43,407.38,402.69,403.79,411.55,418.62,418.06,406.36,407.85,417.49,427.49,422.73,429.20,436.17,441.10,435.53,450.00,459.71,458.45,449.23,441.92,437.74,442.36,444.45,439.07,421.77,334.99,,441.37,448.89,451.81,458.66,448.63,454.31,444.28,420.59,419.33,417.34,419.38,421.55,422.25,422.69,423.11,410.26,389.84,367.22,372.41,376.52,381.08,,,,406.59,409.64,410.46,409.40,,,398.02,,,,,,,,,,,,,,,380.27,381.94,382.80,381.29,386.06,380.65,378.74,372.90,367.39,365.51,366.06,374.99,369.81,352.09,362.02,358.19,361.18,353.76,353.49
2002-02-23 22:00:19+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.77,389.83,381.43,410.85,,,,,,,574.44,612.57,,405.70,440.51,462.23,538.40,,,422.56,,,415.50,404.78,406.42,402.34,407.49,388.47,381.46,371.67,379.27,375.76,
2002-04-28 22:00:14+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.50,,,,,398.45,394.90,389.11,389.50,385.56,385.06,381.31,378.90,373.16,,,379.82,374.18,374.86,381.19,372.53,377.23,375.58,373.31,371.82,370.62,,324.25,290.34,297.21,,153.02,171.33,181.31,196.30,348.02,
2002-06-22 22:06:03+00:00,L7,414.89,401.27,398.76,,,,429.04,419.50,416.48,425.71,430.74,429.46,420.90,419.30,432.95,442.10,440.18,439.68,447.35,449.15,446.29,460.94,468.46,466.85,452.41,449.54,448.62,457.86,462.00,456.44,448.27,,,453.47,473.07,470.43,478.47,328.86,,,,,,,,,,,,416.05,396.07,409.88,396.50,398.50,418.25,423.58,415.57,418.44,412.01,415.91,428.98,,,,,,,,,,,,,,,,,,,,,,,,,,,380.57,385.01,379.00,,369.99,370.52,364.90,371.03,234.28,
2002-08-18 21:59:33+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.57,,,,,
2002-12-24 21:59:45+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.60,405.58,391.46,392.10,385.56,385.49,391.65,389.04,383.73,,,373.79,400.68,392.00,398.85,382.94,385.08,386.01,373.59,370.27,370.21,,173.85,209.89
2003-01-16 22:06:02+00:00,L7,417.23,412.01,405.76,407.02,410.26,397.54,436.74,430.71,434.55,442.23,444.29,446.48,436.27,428.65,447.97,453.78,447.85,451.95,461.05,468.67,461.43,477.49,486.22,485.74,476.82,461.56,462.73,466.06,468.84,464.51,460.13,,,468.74,471.71,479.69,486.06,482.38,483.19,470.59,443.03,436.08,435.45,442.99,444.58,444.67,442.32,442.64,440.90,427.80,411.94,417.37,403.59,404.59,419.37,419.81,416.29,422.99,424.82,425.68,424.14,416.22,413.53,409.80,411.54,409.86,408.95,407.21,404.79,,,,,393.35,398.17,391.48,392.67,385.84,389.30,390.21,388.84,387.49,,,,,,,326.11,,,,,,,,
2003-02-10 22:00:05+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.41,418.03,400.99,401.11,397.97,402.12,395.01,392.78,,,,401.17,400.12,401.73,396.35,389.76,390.60,384.49,396.00,386.32,,,334.07,372.76,381.70,392.19,389.95,381.40
2003-04-22 22:06:19+00:00,L7,411.17,410.49,405.54,406.21,408.41,399.38,447.87,438.68,438.83,439.49,441.44,445.38,436.77,432.37,444.11,450.98,447.96,456.50,461.08,467.35,460.11,472.39,480.36,479.69,469.88,462.41,462.86,469.05,474.18,466.77,456.39,449.26,438.78,462.16,470.59,476.65,487.24,484.85,484.87,470.35,446.20,448.34,449.15,446.07,445.40,443.78,442.81,447.87,437.09,421.61,403.55,420.38,401.66,,,,,,,,,,,,,,,,,,172.65,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-08 22:06:20+00:00,L7,413.87,412.02,405.76,402.66,407.41,396.41,437.96,433.86,433.35,438.50,439.86,443.63,437.68,431.39,443.25,452.98,446.13,451.85,458.38,463.99,458.06,469.97,479.54,477.21,469.45,458.03,458.31,,,,,,,,,,,,,,442.10,441.09,437.73,439.87,442.52,441.67,440.53,444.41,435.48,420.15,400.00,409.82,398.09,400.66,418.00,419.13,417.09,423.17,427.57,429.99,431.90,425.74,419.58,417.52,419.93,418.81,416.50,415.20,412.75,408.78,407.90,403.09,400.69,399.40,400.55,397.82,393.70,396.10,391.89,401.09,395.33,401.78,403.11,399.43,397.91,393.87,396.20,398.78,396.59,392.64,395.90,387.84,382.25,373.21,384.81,374.46,348.71
2003-05-24 22:06:17+00:00,L7,426.25,411.55,404.02,407.16,416.61,404.80,436.24,433.91,427.88,437.51,438.79,,,,,,,,,,455.76,469.04,477.68,476.80,458.40,453.73,451.85,462.96,468.00,458.94,451.46,444.97,433.99,474.51,477.95,477.68,486.51,487.23,480.89,467.06,442.05,440.16,433.16,434.94,438.09,435.40,442.12,445.70,437.48,430.66,421.96,422.65,409.33,406.89,417.77,424.83,421.19,425.00,429.07,432.60,431.53,423.07,417.87,416.36,412.70,415.42,412.38,412.08,410.73,412.27,409.88,409.52,405.10,405.08,400.42,400.59,401.03,394.56,397.84,397.18,397.12,398.77,396.69,394.27,394.51,392.33,,394.88,393.84,389.07,,389.67,381.01,372.07,374.67,347.84,296.07
2003-08-29 21:48:38+00:00,L5,398.38,392.47,387.18,383.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.93,101.94,118.93,,,,,,,,,434.35,432.23,428.40,430.69,420.83,354.57,390.65,399.42,393.47,392.52,409.51,412.42,409.28,414.48,417.12,418.48,423.25,419.18,411.03,411.14,406.39,407.31,401.08,401.79,395.84,400.48,395.84,393.59,389.86,387.72,387.10,386.70,385.18,381.09,381.85,385.81,385.79,381.37,388.54,382.42,384.82,384.65,382.93,388.80,379.34,377.94,379.23,367.41,362.30,361.33,363.34,354.47,350.40
2003-09-30 21:49:06+00:00,L5,,,,,,,555.13,,531.97,,,,,248.92,210.85,,,,,,,,,,,,,,,,,,,,,,,,,,,425.70,413.76,,,,,,,,379.80,394.02,379.61,379.22,396.53,407.65,403.40,407.65,417.86,411.90,412.30,409.67,402.76,401.15,398.99,400.34,395.29,395.29,392.86,391.40,390.84,383.89,383.18,379.64,376.78,378.41,376.42,370.69,373.09,372.57,373.11,372.98,371.94,372.65,370.89,367.21,371.64,369.87,369.75,,,111.87,340.11,352.24,354.07,357.23,359.74
2003-12-19 21:50:03+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,481.75,,,,,,,,,,,,,,,,457.78,457.41,460.83,465.63,461.40,459.00,461.56,452.51,440.83,432.48,435.75,419.89,420.05,434.10,437.27,436.17,438.98,443.45,448.18,444.88,442.84,436.37,437.68,438.46,439.59,434.33,430.86,432.41,422.44,420.70,416.35,416.91,417.37,412.09,412.70,415.57,408.55,410.33,411.32,412.03,412.79,410.27,404.52,406.25,403.47,403.82,406.18,406.18,403.90,405.80,394.23,389.60,387.58,388.96,392.21,386.21
2003-12-26 21:56:18+00:00,L5,404.28,394.13,393.76,392.56,403.68,389.26,427.75,419.73,420.70,431.46,439.01,439.26,428.47,429.97,441.39,447.56,436.92,435.67,444.25,445.73,445.87,457.67,467.29,468.37,455.42,450.35,449.74,459.36,467.92,458.93,449.23,448.78,437.43,415.88,465.62,475.04,481.78,482.37,478.76,452.00,430.09,426.42,422.11,429.97,434.24,429.80,428.63,433.58,432.35,398.39,397.67,409.17,397.74,405.67,,424.09,410.40,409.14,413.04,413.52,415.27,411.70,405.12,406.99,416.78,416.93,412.57,411.39,407.42,410.63,412.77,391.04,389.59,386.84,391.62,385.01,386.56,394.48,396.24,396.61,397.13,397.44,402.28,394.32,388.29,384.56,383.96,385.60,384.05,390.31,397.92,386.75,382.38,376.04,383.17,380.05,365.72
2004-01-19 22:06:35+00:00,L7,416.31,412.72,408.74,406.87,418.20,403.90,451.25,,,,,,,430.48,442.49,453.43,447.15,448.72,458.07,463.09,458.47,470.90,480.07,,,,,,,,,,,,97.95,98.48,487.04,484.58,481.92,472.60,443.48,439.44,436.08,438.46,439.52,439.00,438.06,445.04,438.14,427.44,428.67,312.27,,,,420.82,416.86,420.07,422.20,422.64,424.15,419.85,416.78,414.17,415.82,414.95,,,,,405.33,400.47,399.23,398.74,397.64,397.07,394.47,389.53,390.71,391.94,,,,386.97,389.11,386.70,388.59,387.00,386.99,385.56,382.54,374.38,,,,378.56,370.53
2004-02-13 22:00:31+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-16 21:57:19+00:00,L5,425.51,408.02,404.63,404.69,,,,,,,,,438.21,437.76,446.89,463.08,453.15,455.62,464.78,468.19,458.31,470.75,480.17,481.23,475.54,466.01,466.34,466.88,471.40,464.28,462.25,467.32,468.74,471.96,475.87,478.31,489.40,491.72,488.58,472.69,451.39,449.22,440.29,440.23,444.38,443.26,443.22,447.25,443.85,430.93,416.49,422.31,408.22,412.34,424.83,429.89,422.75,434.08,433.44,427.40,426.20,420.23,417.17,413.17,417.75,417.20,422.21,422.35,418.23,421.06,418.98,417.05,417.20,404.51,403.83,400.17,397.90,393.48,397.17,404.76,405.06,405.01,406.46,402.59,400.35,401.94,396.47,399.27,397.09,391.88,396.81,393.24,396.49,392.14,395.81,392.18,376.53
2004-05-18 21:58:14+00:00,L5,394.02,389.43,386.63,378.68,378.89,385.44,413.85,409.32,411.59,423.06,425.94,430.30,415.71,415.86,429.65,439.81,431.78,438.91,443.22,448.51,,,,,,,,,,,,,,,,,,,,,,432.63,427.20,436.03,437.79,432.77,433.74,441.22,430.02,419.61,375.41,391.92,393.19,393.06,411.98,415.93,413.62,417.13,420.35,422.15,424.61,416.93,411.52,410.97,406.53,407.94,405.97,404.59,401.79,403.53,405.35,406.08,401.28,400.96,403.50,398.89,396.36,382.37,385.97,386.78,384.60,383.42,387.55,386.20,393.96,393.63,392.00,402.82,392.66,396.67,393.03,385.19,379.06,370.89,378.95,354.50,330.56
2004-06-11 22:06:38+00:00,L7,400.91,399.85,396.39,405.11,414.53,392.41,431.30,422.29,421.89,433.57,,,,,,,,,,,,,,,,,,,,,,,,,,369.70,371.75,102.60,,464.24,441.62,434.74,431.58,436.05,439.02,437.03,439.08,444.77,438.85,430.46,425.34,422.43,408.49,,,,,429.34,428.97,430.58,430.66,423.09,421.27,415.74,420.23,418.37,418.62,414.43,,,,,404.27,403.92,406.30,406.13,407.34,407.03,402.94,406.68,402.98,403.73,,,,,,389.47,392.46,385.32,,379.56,376.47,370.62,,,
2004-06-12 21:52:47+00:00,L5,410.77,406.45,405.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.99,100.56,112.95,118.38,87.16,,,441.89,440.59,434.36,441.79,446.69,443.15,444.55,448.92,440.83,428.71,425.32,424.58,403.26,406.98,424.88,431.95,425.31,428.30,432.39,432.83,432.23,426.62,421.39,422.28,425.22,422.05,421.68,417.81,419.20,418.82,417.55,415.18,411.58,413.90,413.76,414.67,414.83,406.06,407.25,407.55,407.66,409.08,408.54,401.87,406.20,402.21,401.87,405.65,402.03,395.00,395.02,393.42,390.85,382.89,385.36,253.75,290.56
2004-07-29 22:06:27+00:00,L7,390.09,379.79,382.67,387.54,,388.90,419.35,412.77,411.60,424.10,428.17,428.53,415.97,416.24,429.07,439.22,433.76,439.36,449.71,,,,,,,449.18,446.78,454.98,458.82,451.97,448.41,447.47,452.19,456.27,470.74,479.70,486.72,484.82,,468.23,443.25,,,,,,437.05,442.44,440.55,429.50,416.37,411.76,406.69,402.68,411.58,418.10,413.90,419.73,426.93,184.73,,,,407.64,411.29,411.00,409.31,406.64,404.75,404.77,404.36,400.27,396.82,,,,395.36,392.75,391.07,393.75,392.75,392.44,394.10,386.82,391.10,388.34,,,,385.78,387.26,379.57,373.63,369.46,377.10,369.93,
2004-08-06 22:00:22+00:00,L5,376.81,373.72,370.27,369.25,373.56,374.75,402.01,401.86,404.64,418.78,416.69,420.69,407.86,410.82,414.49,420.50,415.49,419.11,428.46,430.77,428.40,439.94,453.56,449.54,442.40,434.66,437.31,443.37,449.05,444.87,435.23,434.58,429.31,432.09,457.12,465.36,469.08,455.80,,436.67,416.48,415.33,413.64,414.45,416.02,416.85,420.90,426.03,417.03,408.50,383.71,391.20,386.84,389.36,405.86,399.72,398.56,404.49,407.60,407.25,406.56,403.06,404.38,402.99,403.12,405.25,407.48,402.27,400.10,395.53,389.97,385.20,382.43,378.24,378.48,376.31,381.55,378.61,381.37,385.08,383.66,381.69,379.61,373.04,371.94,367.52,371.14,371.02,379.65,379.79,384.66,375.07,371.41,363.99,366.07,348.81,343.14
2004-08-30 22:06:20+00:00,L7,390.28,380.26,380.19,381.29,389.71,,409.03,408.31,411.16,422.96,428.55,429.60,,,,,,,440.57,440.83,440.09,451.21,459.50,459.15,451.09,445.93,446.35,452.62,454.92,450.71,440.70,440.48,443.60,439.03,458.37,479.69,132.11,94.23,,,431.89,431.14,426.65,432.07,434.31,428.14,428.30,430.81,425.19,415.80,388.08,395.88,400.24,416.37,,,,,420.28,424.09,422.29,417.08,410.27,409.20,411.30,410.96,410.89,407.86,408.42,,,,,388.49,384.61,384.74,378.50,377.15,379.55,380.87,382.65,378.63,,,,379.98,378.83,379.90,379.34,380.37,375.87,371.99,363.67,359.85,359.38,,
