dates,satname,nzd0190-0000,nzd0190-0001,nzd0190-0002,nzd0190-0003,nzd0190-0004,nzd0190-0005,nzd0190-0006,nzd0190-0007,nzd0190-0008,nzd0190-0009,nzd0190-0010,nzd0190-0011,nzd0190-0012,nzd0190-0013,nzd0190-0014,nzd0190-0015,nzd0190-0016,nzd0190-0017,nzd0190-0018,nzd0190-0019,nzd0190-0020,nzd0190-0021,nzd0190-0022,nzd0190-0023,nzd0190-0024,nzd0190-0025,nzd0190-0026,nzd0190-0027,nzd0190-0028,nzd0190-0029,nzd0190-0030,nzd0190-0031,nzd0190-0032,nzd0190-0033,nzd0190-0034,nzd0190-0035,nzd0190-0036,nzd0190-0037,nzd0190-0038,nzd0190-0039,nzd0190-0040,nzd0190-0041,nzd0190-0042,nzd0190-0043,nzd0190-0044,nzd0190-0045,nzd0190-0046,nzd0190-0047,nzd0190-0048,nzd0190-0049,nzd0190-0050,nzd0190-0051,nzd0190-0052,nzd0190-0053,nzd0190-0054,nzd0190-0055,nzd0190-0056,nzd0190-0057,nzd0190-0058,nzd0190-0059,nzd0190-0060,nzd0190-0061,nzd0190-0062,nzd0190-0063,nzd0190-0064,nzd0190-0065,nzd0190-0066,nzd0190-0067,nzd0190-0068,nzd0190-0069,nzd0190-0070,nzd0190-0071,nzd0190-0072,nzd0190-0073,nzd0190-0074,nzd0190-0075,nzd0190-0076,nzd0190-0077,nzd0190-0078,nzd0190-0079,nzd0190-0080,nzd0190-0081,nzd0190-0082,nzd0190-0083,nzd0190-0084,nzd0190-0085,nzd0190-0086,nzd0190-0087,nzd0190-0088,nzd0190-0089,nzd0190-0090,nzd0190-0091,nzd0190-0092,nzd0190-0093,nzd0190-0094,nzd0190-0095,nzd0190-0096,nzd0190-0097,nzd0190-0098,nzd0190-0099,nzd0190-0100,nzd0190-0101,nzd0190-0102,nzd0190-0103,nzd0190-0104,nzd0190-0105,nzd0190-0106,nzd0190-0107,nzd0190-0108,nzd0190-0109,nzd0190-0110
2000-08-21 21:57:02+00:00,L7,374.59,376.66,345.32,,275.75,261.32,250.60,253.04,223.65,201.02,231.05,,,,,,,,,,,,,,,,,,,126.29,171.79,203.12,215.23,229.39,255.50,267.63,272.29,277.08,282.33,282.43,284.45,291.98,334.10,367.33,,,,,,,598.49,620.28,625.13,,,,,,,,,,,,508.15,,,481.32,442.99,416.93,362.26,346.82,,,,315.83,328.48,309.25,304.49,285.12,287.89,276.02,300.88,,,,,616.62,634.65,608.22,,,203.00,208.46,215.88,219.00,218.18,115.20,205.43,175.73,188.57,204.75,212.34,197.24,218.35,225.14,231.35,236.74,233.46,276.47,307.56
2000-10-15 22:02:20+00:00,L7,322.78,,302.91,268.39,240.32,,183.58,173.23,136.32,90.17,,,,,,,,,,,,,,,,,,,,77.70,118.52,145.85,166.20,183.97,187.58,197.70,201.78,214.99,216.31,229.79,221.24,235.38,282.35,324.78,361.43,395.24,425.99,464.28,489.98,510.78,540.00,551.46,568.70,572.21,567.97,566.20,,,,,,,,,,,414.28,406.33,378.07,367.07,346.67,333.55,327.28,311.30,299.81,285.49,265.44,243.95,253.77,240.19,217.25,217.29,217.56,212.35,204.57,198.18,174.50,161.71,142.23,128.20,124.98,122.56,125.78,124.69,125.73,150.40,158.52,128.32,191.36,157.08,115.76,126.78,128.92,120.10,142.44,148.81,160.93,173.46,187.07,204.84,233.85
2000-11-25 21:56:23+00:00,L7,294.59,,289.04,259.29,213.11,155.33,148.73,149.72,117.55,83.94,,,,,,,,,,,,,,,,,,,,,,,,84.34,,145.40,166.02,180.13,183.85,215.84,207.71,201.01,253.85,299.35,342.96,,394.75,,481.97,506.76,524.91,551.57,561.94,569.93,573.10,569.14,550.43,539.39,531.55,519.94,497.90,482.29,460.97,448.83,426.01,415.49,402.63,405.48,368.15,342.67,323.06,283.49,294.46,297.62,290.27,275.06,250.04,208.30,249.21,238.45,204.32,222.32,218.03,208.13,198.41,,,,,,,,,,,,,,182.49,153.23,102.37,113.57,129.08,102.36,136.53,151.03,153.33,168.05,185.05,194.80,224.47
2000-12-02 22:02:33+00:00,L7,354.25,,342.89,334.09,,,203.08,189.21,158.64,117.06,88.71,,,,,,,,,,,,,90.75,119.07,126.15,139.04,153.06,181.95,201.81,212.93,230.52,250.08,271.83,285.03,304.77,303.66,314.43,305.28,286.55,293.47,318.30,350.78,392.65,421.55,454.79,484.87,510.43,536.37,564.17,586.28,613.12,634.31,,641.91,621.08,611.25,606.98,590.99,576.96,565.25,535.25,524.39,494.75,487.70,470.97,475.62,465.28,447.28,435.50,423.13,405.59,390.25,373.87,382.48,356.92,333.58,328.99,313.08,313.86,311.72,287.19,266.83,258.12,254.90,247.19,251.60,248.51,227.58,195.04,184.36,190.72,196.98,195.39,200.97,214.42,241.81,255.83,235.14,188.73,190.29,204.34,206.34,200.87,209.34,203.69,224.54,227.77,254.15,274.63,311.32
2001-02-04 22:02:38+00:00,L7,357.20,361.94,361.30,317.14,,,171.52,160.37,128.17,91.60,,,,,,,,,,,,,,87.08,105.69,107.61,121.61,128.53,148.95,172.23,188.98,221.93,256.82,271.32,287.39,294.01,293.84,297.07,291.26,279.11,272.09,288.50,322.66,362.71,407.21,443.34,479.90,510.35,533.12,559.18,585.52,611.86,620.29,634.41,636.25,626.79,616.19,596.87,576.08,556.74,545.91,534.74,519.59,512.76,498.44,478.58,462.50,446.12,435.06,431.79,427.49,422.21,413.79,391.82,374.92,344.39,342.37,337.79,327.47,318.00,316.13,296.90,281.67,271.43,260.85,234.21,217.61,214.62,217.69,221.01,217.09,207.27,199.90,196.10,187.04,184.06,202.83,220.88,219.38,162.63,185.58,200.74,190.56,186.96,203.29,217.17,222.26,219.29,221.72,234.43,299.65
2001-06-12 22:01:48+00:00,L7,378.24,,287.25,246.83,199.15,,150.23,140.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.05,464.37,500.75,556.37,564.78,589.35,623.70,641.75,629.20,,636.48,630.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.28,,,,,,,,,,,244.52,
2001-06-21 21:55:29+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.88,253.00,239.44,228.97,239.43,274.11,315.16,359.52,,437.82,475.24,502.37,535.57,552.78,570.19,570.13,570.62,575.04,576.35,566.69,566.89,548.93,526.19,513.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-08 21:55:01+00:00,L7,285.65,,237.65,,,95.07,93.35,95.99,85.09,80.51,,,,,,,,,,,,,,,72.20,92.47,118.95,129.84,165.85,200.42,239.95,257.76,271.16,275.62,294.29,314.49,318.96,315.17,309.70,291.65,276.29,300.17,321.68,363.05,400.34,427.99,465.76,488.81,518.37,551.40,578.70,582.23,576.14,578.76,595.69,605.71,592.15,578.74,569.13,552.47,527.03,506.05,499.18,497.15,488.36,482.03,472.99,441.97,433.81,401.67,405.43,396.38,372.56,362.44,349.96,344.58,334.75,319.35,297.36,292.85,288.87,287.94,285.82,277.46,261.18,238.97,238.23,229.72,225.33,210.82,211.40,204.34,205.08,195.03,190.67,189.24,186.23,,191.42,158.31,176.04,185.96,184.37,189.17,196.17,203.95,205.60,214.23,224.25,240.93,257.90
2001-08-15 22:01:02+00:00,L7,291.64,,240.59,202.29,153.31,,105.94,106.13,96.63,96.64,97.78,80.25,,,,,,,,,,,,,94.23,117.82,146.51,152.98,186.45,223.87,262.71,286.40,294.55,309.85,315.29,331.57,335.35,331.77,322.40,315.35,290.53,317.38,346.55,379.57,418.86,454.67,483.89,505.68,525.45,561.12,593.27,597.47,589.89,586.95,597.72,608.32,606.20,588.33,576.05,554.47,535.20,518.03,509.05,512.39,499.48,485.13,475.59,467.02,446.89,437.85,421.20,412.20,392.34,375.75,365.81,343.64,346.79,340.31,328.81,310.88,303.41,303.42,297.71,301.71,284.13,269.76,250.44,230.06,230.60,235.45,224.57,217.60,196.38,201.43,207.41,203.44,200.47,,195.53,170.10,182.39,195.03,188.50,204.75,204.81,216.43,230.05,232.96,241.37,251.68,281.15
2001-09-09 21:54:36+00:00,L7,321.51,301.80,278.67,226.27,168.91,127.98,125.39,136.10,135.03,132.83,131.41,125.90,128.36,120.34,95.57,81.37,79.40,81.36,84.54,80.39,75.50,73.76,,151.76,162.26,199.88,223.84,227.92,248.12,246.77,302.65,331.31,345.34,360.82,374.55,381.89,378.01,365.34,357.48,339.85,,374.26,398.95,427.59,461.84,481.18,510.74,522.22,,,616.93,607.72,609.28,609.48,618.68,,,,,,,,,,,,,,,467.77,452.20,417.46,,,417.24,365.61,360.76,397.21,,381.24,332.03,306.05,311.17,316.17,296.12,300.45,298.54,287.17,278.70,272.46,268.26,266.48,258.46,249.13,251.88,265.44,281.77,280.33,251.54,255.53,267.97,278.61,,227.33,233.26,243.78,267.21,273.21,275.98,293.54,339.42
2002-01-06 22:00:55+00:00,L7,285.51,275.97,271.13,219.97,165.46,,,288.72,,,,,102.71,85.97,149.31,142.20,157.73,,181.45,176.78,175.34,183.87,195.20,210.70,,,250.18,249.96,,354.02,369.68,383.39,369.38,382.47,392.92,397.36,415.43,411.24,395.26,370.19,365.59,420.85,435.03,451.98,495.43,543.57,590.84,622.19,645.12,622.97,603.00,614.76,,,641.22,636.64,609.40,627.03,641.64,,601.21,559.39,539.18,521.36,,,,,,,,429.71,437.40,450.20,,,395.26,,,,,,334.96,386.52,388.72,361.06,340.38,330.86,271.07,251.66,230.97,239.65,258.91,269.49,264.20,275.66,292.82,279.01,273.26,292.45,284.96,,198.40,,236.35,277.24,,346.19,346.60,341.60,329.15
2002-01-15 21:54:47+00:00,L7,221.11,217.67,196.97,165.54,,82.38,82.03,92.59,106.19,98.98,87.18,,,,,,,,,,,,,,72.71,94.76,107.46,107.24,133.74,175.64,228.23,244.25,259.90,269.14,280.58,273.48,276.88,279.20,269.34,262.96,259.96,282.39,310.90,345.46,383.33,417.37,447.63,491.15,516.02,532.24,534.72,545.58,562.97,567.53,562.20,558.50,554.41,547.95,545.58,536.86,507.55,481.48,471.00,455.94,455.01,451.09,446.23,435.12,405.79,382.04,354.59,346.44,345.85,338.33,337.03,321.20,308.13,294.76,274.18,280.79,267.75,262.18,259.47,253.54,248.69,240.42,220.92,203.68,177.56,159.75,158.18,163.15,167.28,179.29,165.26,175.91,176.39,173.55,179.65,148.15,126.78,150.15,139.68,164.25,176.63,183.49,193.07,196.14,199.77,209.84,229.28
2002-02-16 21:54:54+00:00,L7,252.28,238.59,233.64,193.87,154.65,126.94,125.07,145.24,171.07,165.79,137.54,102.59,73.27,,,,,,,,,88.42,98.15,117.08,123.80,137.12,165.72,168.98,190.23,228.74,264.27,292.51,311.64,314.95,312.27,324.44,323.15,312.70,312.71,302.87,295.15,313.36,354.72,392.11,448.65,504.71,535.72,552.58,554.01,545.50,556.07,587.62,615.13,612.06,596.66,590.24,591.00,584.74,586.43,566.54,548.79,518.16,498.63,490.30,488.05,488.81,489.83,477.24,456.64,424.44,403.85,383.92,366.22,375.77,384.85,379.42,371.82,355.03,338.31,331.30,321.01,298.09,292.32,293.72,286.06,285.26,274.34,253.17,235.81,215.02,203.91,203.72,216.93,215.56,217.89,214.92,481.74,498.33,214.21,176.22,203.67,205.83,191.82,202.23,220.29,230.30,232.91,235.84,242.24,245.27,442.79
2002-03-11 22:01:07+00:00,L7,215.09,,200.89,170.86,132.90,109.03,107.79,128.55,137.62,120.62,101.28,72.93,,,,,,,,,,,81.47,86.28,102.70,116.82,125.40,130.70,151.04,192.24,228.62,249.68,268.94,290.22,307.98,306.70,304.12,294.56,284.49,274.92,268.73,288.55,329.36,362.78,413.86,461.11,499.71,521.57,530.98,525.14,541.08,566.86,587.79,583.48,575.84,558.34,561.09,567.31,557.67,541.46,525.48,502.37,486.41,472.25,467.00,468.23,462.73,451.93,430.00,401.25,380.24,368.17,355.84,353.78,359.08,363.61,354.28,344.13,327.22,312.88,302.69,293.19,279.31,272.59,262.71,257.74,249.11,232.87,224.08,206.89,189.01,188.95,188.37,185.05,187.82,194.40,199.34,201.99,164.01,164.69,175.09,177.11,167.96,179.45,194.99,202.83,207.10,217.07,224.59,239.39,276.64
2002-07-17 22:00:32+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.92,350.38,,384.71,397.17,402.86,389.07,,,370.06,398.45,448.80,478.53,,556.30,554.96,599.28,,626.46,630.12,,,604.78,,,,,,,,,,,538.11,535.41,,547.36,,389.96,412.14,369.98,429.59,,351.29,383.41,,,390.86,378.84,,357.09,367.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-27 21:54:00+00:00,L7,264.68,248.90,216.43,186.21,154.63,125.73,122.19,128.32,126.25,129.67,125.41,121.64,112.11,98.55,86.18,81.82,88.34,100.85,108.70,118.16,139.71,141.97,142.08,146.38,151.18,159.83,155.33,153.59,167.64,196.63,218.87,244.72,277.05,290.79,295.80,300.77,303.90,302.87,304.77,290.84,286.92,306.85,338.76,369.70,406.43,441.47,467.78,492.88,517.10,535.52,543.55,548.00,555.76,569.59,576.51,586.19,581.88,573.67,562.11,549.35,,,507.16,508.37,486.01,473.90,459.11,443.02,428.60,403.80,380.36,356.63,350.12,334.94,330.45,320.74,323.85,323.69,326.89,330.94,323.08,303.34,288.20,277.18,247.70,236.67,218.38,209.18,202.14,203.44,202.03,198.17,207.01,211.04,217.77,221.29,227.28,114.40,195.09,193.65,205.64,208.71,203.64,205.30,202.08,214.94,224.96,229.71,238.06,255.26,293.68
2002-10-05 21:59:55+00:00,L7,197.70,195.61,180.91,,97.41,73.11,73.17,79.13,,,,,,,,,,,,,,,85.80,94.59,107.65,113.45,110.45,108.50,123.35,152.36,175.68,202.02,224.37,242.34,256.72,259.93,266.57,262.71,256.12,244.43,236.75,250.09,283.65,325.19,361.12,391.91,418.83,441.86,466.43,479.93,494.81,502.89,510.92,531.13,539.58,528.01,529.35,516.34,508.08,499.40,490.52,478.97,465.28,459.19,438.79,433.87,412.75,391.63,371.57,346.65,327.99,315.69,287.86,293.93,291.11,292.23,279.20,280.18,,,,208.06,225.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-14 21:53:43+00:00,L7,301.65,280.71,263.02,215.58,169.98,142.64,141.38,153.43,163.85,168.39,185.90,170.82,156.93,160.72,160.17,163.68,177.18,193.35,219.93,225.85,214.54,221.19,222.48,231.81,224.05,218.29,213.94,200.66,211.84,242.29,261.95,289.54,307.81,327.90,336.51,351.52,353.13,350.40,349.13,343.21,337.73,357.04,376.41,407.51,448.22,472.48,512.39,530.08,545.60,557.75,565.00,568.27,588.59,609.66,617.08,620.68,606.42,594.29,580.95,580.25,581.88,588.39,591.91,558.05,537.38,519.75,509.44,499.84,475.22,448.63,422.74,409.35,394.22,360.49,355.48,364.47,368.95,343.15,361.82,359.48,341.71,332.59,318.40,323.94,295.24,269.27,248.51,240.96,247.08,229.56,224.86,216.32,213.11,230.45,256.18,282.53,295.05,277.10,260.31,266.11,261.51,263.33,267.89,279.68,275.90,254.18,263.82,,311.43,331.20,479.46
2003-01-18 21:54:30+00:00,L7,218.29,212.64,186.33,154.74,,69.45,73.59,82.38,78.35,,,,,,,,,,,75.69,85.58,101.67,117.79,120.20,128.61,129.80,121.77,115.18,134.22,155.73,172.55,193.18,212.68,239.20,258.14,262.34,268.99,261.95,250.54,242.02,238.65,243.08,296.55,320.21,353.61,382.43,421.20,455.91,468.86,477.73,482.35,498.43,519.37,528.16,534.27,531.63,529.15,524.56,524.63,518.15,501.09,483.82,482.81,476.01,455.75,429.09,416.81,397.75,369.36,357.89,344.56,326.43,,,295.25,295.82,277.04,275.42,258.90,269.07,270.75,261.82,249.80,239.26,229.67,217.87,198.99,201.47,173.87,160.91,155.84,158.11,163.57,168.71,171.02,174.70,186.85,185.63,179.21,153.89,148.53,167.66,177.21,178.10,185.46,181.23,170.60,187.34,193.76,201.68,230.15
2003-01-25 22:00:42+00:00,L7,304.55,296.14,,217.61,184.14,,146.79,143.06,154.98,148.04,172.87,164.75,169.37,186.47,187.56,214.31,226.70,233.36,235.91,240.17,239.26,235.31,232.34,232.58,237.41,240.15,227.98,215.97,220.84,250.45,262.28,272.35,294.58,308.32,310.52,340.80,342.48,323.44,342.09,346.73,356.42,379.56,393.91,407.89,426.57,451.72,497.88,511.72,538.88,546.02,553.31,572.03,590.99,600.01,598.87,593.19,573.00,580.91,575.98,580.02,572.07,565.42,555.44,549.60,546.85,534.93,517.59,467.66,445.14,442.47,423.40,405.47,380.04,374.88,374.79,357.11,367.34,335.64,337.20,326.27,313.25,334.01,303.04,311.84,291.17,294.42,285.94,263.62,271.19,247.57,212.40,214.89,231.98,259.31,266.08,263.34,273.75,271.55,241.63,222.02,220.12,260.70,282.55,297.37,303.36,309.14,,270.71,256.39,272.71,325.71
2003-05-26 21:54:43+00:00,L7,255.20,256.58,233.83,201.48,143.70,106.79,105.55,115.29,122.78,124.53,128.78,136.38,131.77,127.60,125.68,126.61,126.90,138.82,163.68,177.60,188.71,206.24,218.50,232.73,236.67,233.67,222.30,206.09,215.98,227.08,235.50,247.03,254.19,262.39,268.73,274.54,275.69,284.90,303.40,304.00,294.21,319.31,354.30,390.28,421.19,448.29,469.78,492.75,518.38,529.76,543.55,544.38,554.00,561.81,566.02,,,,,,,,,,,,,,,,,,358.66,363.96,365.40,354.62,348.93,334.46,327.24,313.86,,,,,,,,,,,,,,,227.48,,234.29,,188.15,166.39,211.54,225.13,228.31,230.63,235.40,243.65,245.11,257.31,246.89,254.58,256.40
2003-07-21 21:42:33+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.40,255.36,258.50,272.33,278.07,302.34,303.91,316.92,360.74,376.90,413.38,441.36,461.23,499.84,516.35,533.99,538.43,548.13,551.99,553.44,549.20,565.95,573.93,566.78,560.63,572.42,578.25,570.89,568.65,552.28,,,,,,,,,407.63,383.94,381.78,388.08,365.71,379.23,346.53,340.33,328.89,331.30,326.44,321.29,330.86,307.70,302.08,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-06 21:42:51+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.80,262.35,257.47,261.39,261.19,274.41,282.86,293.10,304.44,327.74,372.36,,415.54,443.66,456.32,497.92,509.36,527.30,552.90,564.35,562.61,558.25,561.65,576.82,582.28,581.87,570.41,553.31,560.01,567.60,566.15,543.13,551.05,549.64,542.29,,471.03,435.24,440.51,409.37,393.03,373.31,378.08,392.63,368.96,389.03,361.27,352.36,334.19,329.65,321.34,308.94,324.80,294.85,306.19,292.27,254.62,252.21,,228.65,245.34,261.97,267.76,290.50,282.82,282.67,,183.58,230.16,246.77,263.79,247.88,264.77,254.51,234.80,252.90,248.01,248.52,266.49,278.61
