dates,nzd0190-0000,nzd0190-0001,nzd0190-0002,nzd0190-0003,nzd0190-0004,nzd0190-0005,nzd0190-0006,nzd0190-0007,nzd0190-0008,nzd0190-0009,nzd0190-0010,nzd0190-0011,nzd0190-0012,nzd0190-0013,nzd0190-0014,nzd0190-0015,nzd0190-0016,nzd0190-0017,nzd0190-0018,nzd0190-0019,nzd0190-0020,nzd0190-0021,nzd0190-0022,nzd0190-0023,nzd0190-0024,nzd0190-0025,nzd0190-0026,nzd0190-0027,nzd0190-0028,nzd0190-0029,nzd0190-0030,nzd0190-0031,nzd0190-0032,nzd0190-0033,nzd0190-0034,nzd0190-0035,nzd0190-0036,nzd0190-0037,nzd0190-0038,nzd0190-0039,nzd0190-0040,nzd0190-0041,nzd0190-0042,nzd0190-0043,nzd0190-0044,nzd0190-0045,nzd0190-0046,nzd0190-0047,nzd0190-0048,nzd0190-0049,nzd0190-0050,nzd0190-0051,nzd0190-0052,nzd0190-0053,nzd0190-0054,nzd0190-0055,nzd0190-0056,nzd0190-0057,nzd0190-0058,nzd0190-0059,nzd0190-0060,nzd0190-0061,nzd0190-0062,nzd0190-0063,nzd0190-0064,nzd0190-0065,nzd0190-0066,nzd0190-0067,nzd0190-0068,nzd0190-0069,nzd0190-0070,nzd0190-0071,nzd0190-0072,nzd0190-0073,nzd0190-0074,nzd0190-0075,nzd0190-0076,nzd0190-0077,nzd0190-0078,nzd0190-0079,nzd0190-0080,nzd0190-0081,nzd0190-0082,nzd0190-0083,nzd0190-0084,nzd0190-0085,nzd0190-0086,nzd0190-0087,nzd0190-0088,nzd0190-0089,nzd0190-0090,nzd0190-0091,nzd0190-0092,nzd0190-0093,nzd0190-0094,nzd0190-0095,nzd0190-0096,nzd0190-0097,nzd0190-0098,nzd0190-0099,nzd0190-0100,nzd0190-0101,nzd0190-0102,nzd0190-0103,nzd0190-0104,nzd0190-0105,nzd0190-0106,nzd0190-0107,nzd0190-0108,nzd0190-0109,nzd0190-0110,satname
2000-10-15 22:02:20+00:00,359.43,351.55,342.86,318.35,272.45,238.38,226.04,222.25,198.33,168.49,181.51,115.47,82.66,,,,,,,,,,,,,,,,,109.85,133.76,182.34,186.85,207.84,219.18,201.43,226.39,237.65,239.40,249.74,244.96,266.49,304.96,345.20,379.31,430.59,462.63,505.77,540.61,568.51,589.17,594.59,601.71,596.96,593.49,594.35,590.86,589.08,580.39,565.68,553.41,513.51,494.57,501.16,496.21,463.14,448.30,443.88,413.85,384.06,357.36,337.33,344.97,337.11,324.72,311.54,306.18,286.13,279.60,263.44,254.37,253.89,261.06,244.98,238.93,229.76,215.88,184.86,181.23,167.20,163.98,166.56,176.12,179.76,175.64,190.19,202.79,,194.23,169.71,161.33,170.87,179.79,167.83,189.00,196.63,201.01,208.88,217.16,246.21,270.57,L7
2000-11-25 21:56:23+00:00,350.93,351.55,336.96,304.84,267.59,221.73,211.83,196.71,172.57,128.11,,89.20,,,,,,,,,,,,,,,,,,109.85,133.76,182.34,186.85,207.84,219.18,197.08,222.05,234.75,236.89,253.73,249.14,265.04,306.55,347.97,381.90,430.59,452.58,494.61,524.83,553.26,580.63,593.38,599.09,604.31,603.35,599.64,586.02,577.50,568.11,556.37,540.30,516.33,496.20,488.04,476.65,447.15,438.16,444.32,405.74,384.78,360.39,328.20,341.59,341.00,324.74,310.46,298.85,269.17,278.39,264.15,250.00,253.88,260.82,245.68,240.74,229.76,215.88,184.86,181.23,167.20,163.98,166.56,176.12,179.76,184.76,192.56,196.21,,210.62,179.54,156.01,169.45,177.22,160.34,186.63,195.98,199.84,205.53,216.82,238.97,275.56,L7
2000-12-02 22:02:33+00:00,348.26,351.55,333.44,309.03,267.59,221.73,206.07,193.88,169.28,124.72,86.21,89.20,,,,,,,,,,,,70.75,99.07,106.15,119.04,136.39,165.28,135.74,149.98,193.64,199.08,220.27,231.47,219.84,235.03,245.25,245.51,256.82,254.14,271.13,311.15,352.63,386.50,432.47,455.71,494.33,524.14,552.41,578.43,593.99,603.63,604.31,608.82,601.43,589.67,582.56,570.97,558.47,543.06,517.87,500.83,486.15,475.57,450.33,443.95,445.66,411.55,392.43,369.61,343.38,349.59,344.22,335.60,316.89,303.96,281.00,282.83,271.59,259.49,259.08,259.20,245.66,240.70,231.87,223.02,201.91,196.07,172.78,165.83,169.06,177.17,179.50,184.65,195.08,206.65,246.74,213.18,178.26,160.41,172.43,180.33,166.31,187.84,194.19,201.45,207.12,221.43,242.53,278.71,L7
2001-02-04 22:02:38+00:00,349.15,357.80,338.45,310.48,267.59,221.73,198.76,187.07,162.37,118.03,86.21,89.20,,,,,,,,,,,,77.52,100.98,105.48,118.93,131.29,155.95,144.37,157.38,200.21,210.23,230.08,242.19,238.03,244.45,256.24,254.48,262.02,258.19,273.48,314.42,353.76,389.69,434.17,455.01,497.75,525.54,553.37,579.22,596.58,606.12,611.25,613.84,606.10,595.80,585.64,571.75,557.53,543.19,521.59,505.02,485.77,480.79,456.89,447.26,445.40,415.17,398.69,378.87,358.68,361.96,353.18,343.06,321.14,311.24,292.01,289.98,279.03,268.59,266.29,263.34,249.32,243.18,230.97,220.28,213.28,202.50,188.08,182.14,180.18,181.25,180.99,182.24,191.83,205.19,233.18,214.02,174.74,164.98,176.68,181.91,169.97,190.03,197.63,204.53,208.82,221.15,239.96,281.73,L7
2001-06-12 22:01:48+00:00,357.72,359.61,312.27,271.99,177.95,,152.31,148.29,127.82,91.25,,,,,,,,,,,,,,84.28,102.89,104.81,118.81,126.20,146.62,170.23,186.98,219.93,254.82,269.32,285.06,291.68,291.51,294.74,288.93,277.11,270.09,286.17,320.33,360.38,407.63,443.86,480.32,523.36,540.38,565.69,594.61,616.81,617.25,632.08,626.37,619.83,614.19,594.87,574.08,554.74,543.58,532.74,517.59,510.76,496.44,476.58,460.50,444.12,433.31,430.04,425.16,419.88,411.46,389.02,372.92,342.39,340.37,336.04,325.72,316.25,314.13,295.15,279.92,269.68,258.85,232.65,215.61,212.87,215.36,218.68,214.76,204.94,197.57,193.77,184.71,182.06,200.83,219.61,207.26,160.63,183.25,197.94,188.23,184.63,200.96,214.84,219.93,217.29,219.72,230.91,296.85,L7
2001-06-21 21:55:29+00:00,357.72,359.61,312.27,271.99,177.95,,152.31,148.29,127.82,91.25,,,,,,,,,,,,,,84.28,102.89,104.81,118.81,126.20,146.62,170.23,186.98,219.93,254.82,269.32,285.06,291.68,291.51,307.31,294.97,278.85,270.10,286.80,321.22,361.77,407.59,443.86,482.16,523.32,541.42,569.37,596.67,617.27,613.54,625.35,625.26,619.05,611.01,601.45,582.08,561.04,552.30,532.74,517.59,510.76,496.44,476.58,460.50,444.12,433.31,430.04,425.16,419.88,411.46,389.02,372.92,342.39,340.37,336.04,325.72,316.25,314.13,295.15,279.92,269.68,258.85,232.65,215.61,212.87,215.36,218.68,214.76,204.94,197.57,193.77,184.71,182.06,200.83,219.61,207.26,160.63,183.25,197.94,188.23,184.63,200.96,214.84,219.93,217.29,219.72,230.91,296.85,L7
2001-08-08 21:55:01+00:00,326.94,,256.45,229.16,177.95,104.27,117.50,117.25,86.24,81.66,,,,,,,,,,,,,,,81.40,101.67,128.15,137.51,173.52,206.99,246.52,264.33,277.73,282.19,301.96,322.16,326.63,321.36,309.19,289.40,276.49,297.63,325.73,366.94,408.64,441.18,480.78,519.47,539.36,569.63,597.73,610.72,601.32,602.52,615.07,614.88,603.28,596.67,582.88,563.18,547.86,512.62,505.75,503.72,494.93,488.60,479.56,448.54,439.56,407.42,413.10,404.05,380.23,371.64,356.53,351.15,341.32,325.10,303.11,298.60,295.44,293.69,291.57,283.21,267.75,244.08,244.80,235.47,233.00,218.49,219.07,212.01,212.75,202.70,198.34,195.81,192.80,,197.56,164.88,183.71,195.16,192.04,196.84,203.84,211.62,213.27,220.80,230.82,238.44,267.10,L7
2001-08-15 22:01:02+00:00,312.95,,248.50,212.39,161.63,104.27,111.75,113.03,90.94,88.65,96.78,74.54,,,,,,,,,,,,,83.81,105.75,133.33,141.91,176.65,212.57,251.76,272.51,283.28,293.16,305.29,323.53,327.65,322.61,311.37,296.15,279.26,301.99,330.45,368.93,409.52,443.45,479.89,514.36,534.46,566.08,594.94,605.74,597.22,595.11,609.06,611.81,602.35,591.99,578.70,558.38,541.41,512.47,504.54,505.20,494.35,484.01,474.72,454.93,440.73,420.13,413.81,404.79,382.95,369.69,358.31,344.54,341.20,330.21,313.46,302.24,296.57,296.06,292.14,289.96,273.09,254.70,244.76,230.26,228.47,223.63,218.49,211.47,201.23,198.73,199.54,196.77,193.78,,194.98,164.63,179.72,191.09,186.94,197.46,200.99,210.69,218.32,224.03,233.24,240.95,270.12,L7
2001-09-09 21:54:36+00:00,310.18,282.13,250.14,210.46,156.19,104.32,110.94,117.67,104.65,102.39,112.62,91.79,111.50,113.40,,,,64.50,,,,,,,102.10,105.75,133.33,141.91,176.65,218.35,263.10,286.49,298.35,310.10,305.29,336.43,337.88,328.37,317.98,302.86,279.26,301.99,342.65,378.68,416.05,447.97,482.12,512.00,534.46,566.08,595.41,602.20,596.68,593.78,607.05,611.81,602.35,591.99,578.70,558.38,541.41,512.47,504.54,505.20,494.35,484.01,474.72,454.93,440.73,431.10,420.05,402.46,382.95,369.69,372.34,345.94,342.10,330.21,313.46,302.24,302.77,294.47,293.57,293.78,275.14,265.58,257.07,230.26,238.65,233.35,228.52,223.25,213.75,208.97,210.43,196.77,193.78,,204.91,164.63,179.72,191.09,186.94,200.86,205.19,215.16,228.06,234.80,241.87,249.88,285.36,L7
2002-01-06 22:00:55+00:00,282.99,262.22,241.31,196.17,138.56,104.32,102.89,111.30,104.65,102.39,112.62,91.79,92.67,93.75,,,,64.50,,143.11,141.67,,,,102.10,105.75,133.33,141.91,176.65,218.35,263.10,286.49,308.89,320.98,305.29,343.24,348.85,342.80,333.12,318.05,283.84,309.27,362.47,392.46,431.03,448.39,480.57,499.35,522.34,569.16,584.89,587.46,587.10,585.51,600.24,607.56,593.25,588.70,573.02,553.90,543.59,518.49,506.47,500.97,494.35,484.01,474.72,454.93,440.73,431.10,420.05,400.85,389.88,383.06,372.34,345.94,348.17,330.21,313.46,302.24,302.77,294.47,297.60,293.78,275.14,265.58,270.68,230.26,238.34,229.51,220.72,218.93,216.62,215.69,215.46,196.77,193.78,,216.72,164.63,179.72,191.09,179.53,200.86,204.56,222.26,228.06,234.80,241.87,270.72,286.20,L7
2002-01-15 21:54:47+00:00,276.55,257.26,239.56,195.93,138.56,108.88,104.03,108.34,106.15,102.65,105.62,91.79,92.67,93.75,,,,64.50,,143.11,141.67,,,,103.65,113.95,136.57,140.24,172.24,214.03,260.74,282.29,304.18,315.69,306.94,335.22,340.39,336.01,326.30,312.11,284.36,310.20,358.09,389.00,431.03,448.05,479.75,504.72,528.71,566.29,580.79,585.02,586.63,588.43,598.57,601.65,589.90,584.87,572.35,556.70,542.00,515.60,503.96,496.07,489.71,481.51,473.70,456.80,436.50,424.39,411.11,395.90,386.29,380.78,369.87,346.12,345.25,325.81,307.78,302.51,300.37,291.96,294.43,289.28,274.89,264.24,265.82,228.82,232.12,221.49,214.14,213.71,212.69,214.34,211.35,198.29,196.46,189.73,214.39,167.62,171.96,189.31,176.99,199.12,204.91,220.44,226.73,231.49,237.70,263.63,281.94,L7
2002-02-16 21:54:54+00:00,265.77,254.17,239.90,197.08,144.21,118.97,115.50,125.90,138.25,116.66,119.53,108.53,88.02,93.75,,,,64.50,,143.11,141.67,,104.48,124.68,126.12,137.54,158.19,156.11,179.99,221.72,269.72,294.02,317.85,328.13,314.43,339.96,344.03,337.78,329.36,315.25,292.99,315.88,370.57,399.95,452.97,454.28,503.47,527.43,550.45,567.57,573.35,584.59,599.88,601.80,600.36,595.79,585.60,587.24,581.43,567.13,553.29,520.34,503.60,489.87,486.96,485.38,483.46,471.61,444.72,428.83,408.99,390.05,383.93,389.03,384.37,360.08,355.28,317.01,319.75,319.55,311.60,292.86,296.23,291.89,281.62,279.01,279.83,241.93,236.45,220.39,211.00,213.91,221.06,224.03,220.47,210.84,201.82,189.73,225.95,177.62,183.22,199.59,177.41,203.38,212.30,229.37,236.51,239.73,244.00,268.85,289.82,L7
2002-03-11 22:01:07+00:00,251.91,244.85,235.76,195.97,152.60,133.05,124.20,127.31,141.66,114.38,112.03,103.91,76.28,74.09,,,,,,143.11,141.67,,108.64,124.28,126.67,143.17,159.79,158.08,180.78,218.11,259.61,281.39,309.68,321.41,322.72,333.91,338.31,332.84,323.87,309.95,293.85,317.21,365.92,396.50,453.98,447.04,516.80,544.21,552.91,563.68,567.13,587.12,605.46,610.13,602.39,593.14,586.19,588.97,582.47,567.53,554.17,522.57,506.02,492.18,489.26,488.62,485.50,474.00,447.64,419.41,402.00,390.48,384.74,389.62,379.56,373.98,364.59,317.01,330.07,325.16,316.39,301.32,297.83,290.12,285.06,276.10,278.40,246.74,235.54,216.75,203.93,207.28,216.29,220.76,217.21,214.32,214.01,204.41,215.00,182.26,190.96,204.63,182.88,204.42,215.48,231.88,233.47,235.59,241.44,266.24,289.29,L7
2002-07-17 22:00:32+00:00,252.52,244.92,239.87,201.19,166.38,140.58,132.58,141.24,157.17,125.32,122.24,103.91,78.70,,,,,,,,,,108.64,124.28,135.85,149.57,168.16,168.67,189.47,226.63,262.59,287.24,309.07,319.09,328.96,339.28,342.14,322.46,329.42,305.04,298.08,324.65,361.51,401.89,447.68,,531.24,543.70,562.00,551.47,575.20,595.53,615.59,616.60,593.09,590.43,592.19,592.17,588.20,570.14,555.97,526.41,508.66,497.42,493.67,498.96,496.56,480.73,457.45,426.97,392.01,388.74,364.68,387.18,388.11,365.35,370.41,,346.89,345.51,334.75,309.76,310.07,297.28,290.53,284.06,277.87,257.14,248.78,229.78,215.29,215.17,221.48,219.13,221.69,220.81,226.20,219.08,205.25,186.60,208.21,214.07,198.72,209.67,226.47,235.39,238.84,242.60,249.56,258.48,314.24,L7
2002-08-27 21:54:00+00:00,256.72,251.23,228.86,195.37,163.97,137.58,129.42,132.32,134.46,127.67,115.87,111.72,114.11,99.37,,,,102.85,,120.49,142.04,,128.60,136.53,147.14,158.52,160.56,158.97,176.17,208.87,238.18,261.63,296.40,309.89,318.72,330.06,334.39,315.54,325.44,297.31,292.25,321.15,354.85,393.09,432.27,443.80,507.26,522.47,548.55,544.76,569.69,580.99,584.40,593.37,585.04,586.70,585.91,584.92,574.32,559.84,556.81,529.23,511.22,504.74,490.94,492.84,485.18,461.90,441.93,415.15,382.85,378.31,357.98,371.97,359.19,344.64,353.28,325.44,339.68,344.39,334.30,310.89,316.58,287.51,269.63,258.43,248.18,233.65,229.94,222.00,212.35,210.39,214.52,214.88,219.62,222.27,227.74,219.08,193.98,193.60,207.19,213.11,202.63,209.20,215.37,225.72,232.86,237.82,245.75,261.75,305.36,L7
2002-10-05 21:59:55+00:00,255.86,246.92,228.27,188.54,155.62,129.02,118.83,109.42,126.60,130.02,125.76,123.64,114.11,99.37,,,,102.85,,120.49,142.04,,138.61,150.09,159.01,166.24,162.49,155.71,170.16,195.64,218.42,244.51,286.02,298.41,300.93,319.69,327.10,307.45,321.21,288.78,282.98,313.55,344.84,385.78,419.91,441.36,485.52,501.12,531.51,528.87,559.49,564.89,551.84,575.02,578.18,578.25,576.76,566.15,556.24,545.52,537.52,519.26,507.37,504.93,483.54,485.87,473.00,438.47,418.59,393.73,370.66,366.04,340.54,358.29,331.92,325.33,332.73,320.44,328.64,348.40,336.67,305.09,330.34,278.93,249.70,238.23,220.38,210.93,204.47,205.77,204.36,200.50,209.34,213.37,220.10,223.29,229.28,,197.09,195.65,207.97,211.51,205.97,207.63,204.41,217.27,227.29,231.71,240.06,257.26,296.48,L7
2002-10-14 21:53:43+00:00,263.79,250.85,231.05,191.06,151.61,124.76,120.06,109.42,143.57,147.56,154.18,137.80,126.09,99.37,156.87,,,102.85,203.43,120.49,142.04,,159.23,168.53,171.89,174.79,170.84,163.36,176.72,204.90,226.64,253.24,286.75,301.07,305.45,322.15,328.11,314.44,322.69,300.64,282.98,318.93,347.23,385.71,421.49,444.40,486.74,502.86,530.32,532.21,555.37,560.24,558.59,579.24,582.40,586.10,580.36,569.24,558.19,550.81,548.70,519.26,507.37,516.35,495.20,489.62,477.39,438.47,418.59,393.73,378.18,371.37,348.46,352.24,333.49,330.40,337.07,322.51,336.98,346.59,332.07,310.59,316.12,293.19,263.04,246.42,225.01,217.69,214.78,206.67,203.61,197.41,200.23,210.91,227.14,223.29,229.28,,219.27,195.65,223.74,224.22,225.93,232.66,229.16,224.73,234.56,231.71,240.06,257.26,296.48,L7
2003-01-18 21:54:30+00:00,263.58,252.46,233.27,193.84,151.61,124.33,118.01,103.84,143.57,147.56,154.18,137.80,126.09,99.37,156.87,,,102.85,203.43,120.42,136.14,,160.04,169.84,174.47,176.94,171.97,162.48,177.26,202.18,222.69,247.79,270.91,290.49,304.79,311.64,316.15,312.48,308.14,295.56,280.97,313.77,341.84,373.65,410.35,440.07,473.05,498.18,514.93,528.16,539.43,547.40,557.16,577.63,584.86,582.06,577.13,567.64,559.37,552.22,547.72,520.68,511.94,515.84,494.91,479.58,464.96,437.66,413.34,392.95,386.91,370.03,353.18,340.72,333.50,333.75,327.69,319.11,322.12,326.08,318.99,305.50,292.60,286.38,264.68,246.83,229.10,223.45,216.03,206.30,202.58,199.20,202.90,211.73,223.32,218.14,227.21,209.99,218.68,193.92,213.56,223.23,224.58,229.36,229.48,225.12,228.13,228.67,236.06,248.62,290.12,L7
