dates,nzd0202-0000,nzd0202-0001,nzd0202-0002,nzd0202-0003,nzd0202-0004,nzd0202-0005,nzd0202-0006,nzd0202-0007,nzd0202-0008,nzd0202-0009,nzd0202-0010,nzd0202-0011,nzd0202-0012,nzd0202-0013,nzd0202-0014,nzd0202-0015,nzd0202-0016,nzd0202-0017,nzd0202-0018,nzd0202-0019,nzd0202-0020,nzd0202-0021,nzd0202-0022,nzd0202-0023,nzd0202-0024,nzd0202-0025,nzd0202-0026,nzd0202-0027,nzd0202-0028,nzd0202-0029,nzd0202-0030,nzd0202-0031,nzd0202-0032,nzd0202-0033,nzd0202-0034,nzd0202-0035,nzd0202-0036,nzd0202-0037,nzd0202-0038,nzd0202-0039,nzd0202-0040,nzd0202-0041,nzd0202-0042,nzd0202-0043,satname
2002-01-06 22:00:55+00:00,,,,,,468.11,462.86,451.77,449.85,452.06,439.04,425.88,427.49,443.05,445.07,439.54,437.31,437.45,437.57,429.89,442.54,,,,,,,,,453.34,,,,,354.75,,315.91,235.95,,,,320.08,346.89,,L7
2002-01-22 22:01:04+00:00,424.30,446.79,463.10,465.18,462.03,465.31,463.73,462.66,450.70,443.49,439.20,438.45,448.57,459.65,456.17,452.18,452.04,460.89,462.77,453.30,451.00,447.45,443.26,438.47,452.00,426.72,411.07,404.40,417.58,428.36,,,,,,325.13,288.55,264.50,215.15,,,303.11,333.64,,L7
2002-02-07 22:01:06+00:00,431.41,441.48,449.41,461.89,461.00,462.74,457.79,453.08,442.19,440.58,437.23,444.07,451.70,459.39,454.98,449.74,450.34,450.33,453.18,447.67,443.56,443.81,438.72,436.07,434.09,430.66,425.63,415.89,417.39,430.73,431.69,438.38,423.13,378.06,355.46,298.68,266.20,243.56,,,,,,,L7
2002-02-16 21:54:54+00:00,435.45,441.95,463.09,478.02,474.58,471.15,470.20,456.65,443.82,448.50,453.45,450.52,465.27,468.43,457.11,449.70,450.72,458.53,461.82,463.34,452.82,450.95,451.83,444.96,445.43,447.84,449.35,436.16,436.17,444.11,452.35,450.54,447.51,,348.29,302.59,275.03,247.53,202.26,,,,,,L7
2002-05-14 22:00:55+00:00,441.78,435.15,443.81,447.38,446.19,442.07,445.91,450.30,456.54,467.46,466.09,459.02,458.18,450.69,445.10,441.09,443.72,437.70,441.22,455.78,455.84,453.93,453.93,447.88,416.53,426.69,443.60,453.06,450.47,458.85,451.41,444.53,414.94,389.10,364.10,,257.12,226.15,,,,,,,L7
2002-08-02 22:00:25+00:00,,460.59,473.67,471.63,432.59,414.64,409.53,421.41,451.36,470.23,471.29,472.39,456.64,442.29,433.54,421.68,436.15,458.67,461.77,449.62,449.33,457.64,456.72,442.50,456.47,423.72,420.51,420.79,440.60,446.73,444.13,442.15,438.22,435.33,,,,,,,,,,,L7
2002-08-27 21:54:00+00:00,441.14,446.77,452.50,452.68,444.82,428.78,418.23,422.18,448.05,464.72,462.25,450.79,440.38,432.59,422.46,425.65,432.79,441.25,437.85,435.90,436.02,438.54,433.48,431.32,427.71,425.41,426.32,427.39,432.24,443.55,447.51,437.06,437.03,412.50,375.97,331.71,292.23,220.71,,,,,,,L7
2002-09-19 21:59:59+00:00,,,,,456.15,435.81,,407.37,432.63,459.64,,438.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-10-05 21:59:55+00:00,457.72,445.82,449.75,459.88,456.89,451.87,446.53,451.39,450.78,454.61,460.21,448.84,455.98,450.44,445.08,453.16,454.86,447.31,442.56,450.27,439.60,436.64,444.71,453.94,433.85,445.74,457.43,451.00,441.06,442.63,442.62,440.32,438.65,412.90,384.08,335.13,277.58,,,,,,,,L7
2002-10-14 21:53:43+00:00,441.44,450.65,472.11,471.43,449.21,430.13,425.20,426.40,436.70,445.08,440.54,440.05,436.85,440.97,453.75,459.91,449.44,431.99,419.92,412.34,417.89,425.50,426.45,443.37,454.04,429.00,421.26,433.22,442.43,445.06,444.61,448.59,439.44,428.26,404.20,365.99,,253.74,,,420.07,,,552.71,L7
2003-01-18 21:54:30+00:00,440.87,431.12,441.97,470.33,471.43,463.89,454.17,453.39,444.91,458.30,465.16,448.88,455.54,460.09,458.37,463.19,448.86,438.42,432.25,438.82,433.14,439.02,453.00,458.81,438.10,444.16,446.79,449.65,431.86,432.70,440.02,438.28,425.39,397.55,378.41,340.34,280.10,220.14,,,,,,,L7
2003-01-25 22:00:42+00:00,411.67,408.97,426.62,452.64,451.03,445.22,435.01,420.44,422.63,426.28,427.56,432.11,425.96,430.09,441.90,432.51,417.52,400.43,,,410.92,436.76,447.67,442.27,440.91,416.43,,,418.97,414.56,,,400.64,388.38,,,287.59,,,,314.13,,369.02,,L7
2003-03-23 21:54:40+00:00,434.42,446.99,465.30,473.69,471.06,466.45,468.07,468.52,477.41,481.54,468.80,465.54,446.96,447.11,477.24,467.34,457.08,456.37,467.50,469.59,,470.06,468.87,,,,491.03,485.59,456.03,445.51,444.75,445.00,415.83,,,,304.88,,,,298.40,312.85,367.91,,L7
2003-04-24 21:54:46+00:00,413.90,422.89,435.65,449.09,453.23,450.58,448.34,450.94,457.21,458.89,452.76,444.77,436.91,423.79,427.65,433.55,438.06,441.25,446.21,445.18,446.15,438.90,418.29,418.23,442.23,452.01,455.24,448.52,,,,,,,,,,,,,,,,,L7
2003-05-26 21:54:43+00:00,430.62,447.49,448.65,457.94,452.34,445.00,451.14,442.81,456.79,471.94,463.01,451.24,444.64,447.24,447.90,429.48,427.34,430.78,449.98,458.95,440.99,434.67,437.86,435.51,440.50,443.29,467.41,470.02,475.24,461.10,439.79,413.66,397.29,373.27,355.11,321.07,288.51,247.95,185.74,,,,,,L7
2003-07-29 21:54:29+00:00,,,410.83,435.45,436.25,448.42,459.36,450.77,442.11,,,,,439.91,430.29,438.20,437.78,442.63,436.07,455.16,457.72,446.15,444.60,,,,,,,,,,,,,,,,,,,,,,L7
2003-08-05 22:00:35+00:00,,,,,,,418.12,416.99,416.84,,,,,,,,,,,,458.51,458.38,420.86,411.80,429.25,,,,432.49,,,,,,380.62,365.65,,,,,331.28,,,,L7
2003-08-13 21:49:09+00:00,451.10,442.75,453.31,468.33,455.70,460.44,456.90,463.15,457.59,461.00,471.56,466.30,472.77,466.85,448.63,443.47,436.35,440.04,445.78,468.32,457.63,452.53,450.79,452.62,442.06,459.52,482.13,489.58,472.25,470.02,460.47,446.49,426.46,397.74,377.26,333.17,289.85,267.72,237.87,,,,,,L5
2003-08-30 21:54:22+00:00,,,430.71,443.39,447.65,450.40,457.87,463.77,456.58,450.16,446.08,438.51,,,,,425.55,427.79,429.78,450.40,447.50,442.93,448.10,446.83,428.17,440.67,,,,,445.31,427.09,417.87,392.64,370.23,332.09,289.20,249.27,216.15,,,,,,L7
2003-09-14 21:49:42+00:00,412.76,414.73,422.22,434.18,442.36,447.55,450.20,444.21,445.58,443.39,445.17,440.81,439.37,435.18,427.12,427.22,417.94,425.17,433.61,440.03,449.46,451.59,452.96,452.92,439.33,436.22,448.22,452.50,452.51,446.27,436.82,426.52,410.22,391.85,367.54,328.48,282.74,253.41,218.38,,,,,,L5
2003-10-16 21:50:08+00:00,,,,,,446.20,430.26,430.55,442.40,448.21,446.52,454.24,443.16,435.26,432.63,433.23,437.42,446.97,439.75,441.98,449.16,446.63,445.34,445.06,459.57,461.90,449.29,452.13,438.22,430.94,424.88,417.12,399.66,381.89,364.90,317.37,283.27,269.60,246.09,210.18,,,,,L5
2003-10-25 21:44:04+00:00,432.62,427.50,433.15,451.36,455.64,458.93,465.86,470.20,462.61,468.20,473.02,459.67,461.20,450.85,440.46,447.20,446.33,453.02,454.58,463.66,461.45,453.65,463.38,471.79,448.80,464.85,474.87,461.37,442.47,441.82,435.21,426.76,412.88,385.95,373.08,347.31,279.41,232.67,207.73,,,,,,L5
2003-11-17 21:50:33+00:00,395.94,414.27,445.09,466.71,475.91,470.17,471.74,471.61,473.03,459.81,436.53,420.56,418.14,427.84,428.17,426.27,433.52,448.54,448.57,450.94,460.86,464.92,464.16,463.38,460.98,435.19,413.50,413.84,412.55,408.84,416.51,415.07,410.83,413.89,376.96,343.47,,,,,,,,499.27,L5
2003-11-18 21:54:39+00:00,,,444.84,459.88,463.09,461.69,464.77,461.57,463.20,460.62,442.26,434.40,427.61,,,,,438.10,440.23,442.97,455.42,460.05,462.13,461.37,465.58,444.66,426.19,423.39,,,,403.79,399.31,403.31,365.60,333.65,,,,196.32,,,,483.55,L7
2003-12-03 21:50:43+00:00,397.05,408.92,444.59,455.81,461.74,460.94,459.75,462.50,461.11,443.70,425.36,414.95,407.52,411.63,420.86,424.40,436.42,432.88,431.83,432.65,436.36,441.23,444.07,428.99,428.25,421.16,415.64,407.38,406.99,406.47,403.71,398.09,392.29,380.72,367.22,320.77,279.91,245.13,186.70,,,,,,L5
2003-12-04 21:54:43+00:00,411.41,418.19,,,,,465.37,458.62,458.53,452.69,442.90,427.86,424.44,426.74,436.87,446.82,,,,,440.74,440.71,443.55,443.53,440.74,444.64,445.59,436.41,426.77,421.54,,,,377.93,366.01,319.86,288.27,251.66,216.80,,,,,,L7
2003-12-19 21:50:51+00:00,,429.58,442.68,461.14,467.87,469.26,470.10,457.90,454.76,447.44,429.92,420.49,406.68,415.70,451.20,456.62,451.30,443.22,439.31,447.56,452.70,,440.63,433.41,431.77,432.84,419.12,418.22,431.91,429.36,416.76,404.37,397.45,387.05,365.58,321.63,280.23,256.49,217.80,204.27,,,,,L5
2004-01-04 21:50:58+00:00,412.83,419.79,427.99,453.16,456.77,460.21,464.44,471.69,470.40,468.84,457.21,444.80,444.06,439.80,444.16,446.08,444.48,443.75,438.69,444.01,447.86,459.81,461.89,460.64,441.88,452.23,456.71,440.46,423.41,420.47,414.67,404.40,397.34,376.57,378.30,339.66,297.56,253.59,215.92,,,,,,L5
2004-02-05 21:51:05+00:00,431.53,427.71,432.91,449.09,458.89,471.97,463.04,463.57,464.19,467.22,468.59,448.19,444.22,449.36,450.77,459.09,453.31,449.23,449.44,465.80,461.33,449.36,457.29,465.42,441.14,443.77,452.25,458.84,435.91,430.39,421.34,422.39,417.04,391.04,388.20,364.36,315.58,265.84,224.39,,,,,,L5
2004-02-13 22:01:19+00:00,396.15,416.82,431.57,,,,,,,447.34,438.02,428.31,423.66,436.44,440.94,433.74,433.30,,,,,,,,438.90,414.95,403.10,409.11,413.04,419.90,430.64,453.33,,,,,,,,167.24,,,132.21,73.14,L7
2004-02-21 21:51:11+00:00,422.14,413.25,421.51,435.66,437.28,438.06,444.12,447.09,442.55,448.13,449.29,441.94,439.74,437.67,435.47,441.84,438.02,436.42,440.97,443.50,444.58,435.23,434.12,434.55,415.90,431.40,440.58,435.89,417.10,412.87,407.59,406.65,401.84,380.16,364.10,331.47,,,,,,,,,L5
2004-03-01 21:45:02+00:00,431.01,427.20,430.77,445.91,449.11,444.35,442.70,435.67,437.13,449.92,452.71,453.14,448.41,449.81,451.37,452.22,453.23,452.98,451.55,456.79,458.26,461.66,462.86,459.75,450.55,439.60,443.22,448.77,447.30,429.56,414.57,412.34,410.15,401.10,378.54,345.80,317.61,266.60,226.82,174.11,,,81.58,72.73,L5
2004-03-09 21:55:15+00:00,430.90,421.86,430.81,447.75,449.43,454.14,453.87,448.85,446.72,458.02,,,,,448.40,455.73,459.30,454.40,453.10,463.60,462.70,460.31,466.49,463.18,444.86,,,,,444.60,427.78,422.77,420.19,405.44,387.79,353.76,295.73,247.46,,,,,,,L7
2004-03-17 21:45:08+00:00,426.74,420.48,431.09,451.26,453.31,449.49,447.20,443.47,442.68,446.15,443.73,440.82,451.11,448.37,443.07,441.75,448.37,451.10,448.08,452.34,449.29,448.86,451.59,453.62,432.55,435.29,436.37,436.28,422.80,419.96,410.29,389.19,397.24,389.31,366.93,335.41,293.50,245.68,203.00,,,,62.19,,L5
2004-03-25 21:55:18+00:00,434.21,430.08,435.46,449.97,452.92,453.19,448.20,,,,,453.55,462.85,464.94,456.33,454.54,456.39,459.67,464.99,462.03,463.64,466.09,,,,,444.09,442.54,444.64,439.74,428.43,428.13,415.39,405.81,397.36,,,,248.89,176.01,,,89.37,88.97,L7
2004-04-02 21:45:18+00:00,441.47,429.99,426.98,438.32,445.78,443.34,441.28,434.04,435.75,450.92,454.47,447.36,456.39,459.82,450.81,453.18,447.69,449.13,448.52,456.59,452.26,448.68,447.88,455.72,445.79,448.43,444.17,444.81,436.95,427.36,415.95,411.44,402.98,391.13,382.14,352.70,304.49,252.33,210.13,,,,,,L5
2004-04-10 21:55:14+00:00,,,,427.15,431.30,438.79,444.51,435.21,434.53,446.95,442.16,449.78,445.35,451.57,,,,437.24,437.61,442.93,455.70,456.82,455.57,453.46,454.88,441.82,420.20,417.24,,,,,,,,,,,,,,,,,L7
2004-04-18 21:45:49+00:00,445.97,431.64,433.00,448.66,449.55,451.86,438.47,442.43,448.31,453.44,456.78,452.92,464.74,471.90,462.73,465.64,461.57,463.39,465.35,474.85,462.01,459.53,459.28,467.63,447.25,458.95,465.78,459.13,440.98,433.62,433.73,435.71,428.80,404.80,384.58,364.42,314.79,265.20,224.09,,,,,,L5
2004-04-25 21:52:11+00:00,432.42,428.43,433.08,437.24,444.86,445.30,445.79,446.73,454.62,463.79,458.21,453.36,454.77,459.31,461.07,449.63,439.80,449.65,458.62,461.92,474.61,473.62,479.45,472.12,466.38,451.32,442.28,430.08,426.13,422.16,424.95,431.35,439.40,424.00,398.31,375.57,344.23,,,,327.46,306.95,,114.67,L5
2004-05-19 22:01:23+00:00,,,447.13,453.77,447.08,449.29,452.14,462.52,464.45,,,,,,,,467.22,468.54,474.95,484.45,474.45,470.35,474.62,478.15,,,,,,,448.18,449.49,441.61,419.19,405.19,371.40,327.19,,,,,,,,L7
2004-06-04 22:01:19+00:00,,,428.33,412.68,435.17,425.23,422.28,,,,,,,,,473.79,445.13,444.56,,,,,,,,,,,,430.61,414.72,393.09,,,,295.73,,,,,,,,,L7
2004-06-21 21:47:40+00:00,426.01,416.25,425.23,436.86,433.01,430.14,420.96,407.62,405.37,412.06,411.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-07-14 21:54:31+00:00,431.33,426.22,423.19,441.10,452.78,449.89,448.75,427.85,421.73,424.71,432.11,445.03,452.57,452.81,452.21,456.20,454.22,457.45,453.34,455.10,446.46,442.17,433.81,437.92,433.13,437.08,443.54,442.84,,,,,,,,,,,,,,,,,L5
2004-07-30 21:54:52+00:00,430.17,417.74,416.75,432.09,433.91,437.12,435.34,447.22,448.39,457.77,440.13,422.71,433.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-07-31 21:54:51+00:00,440.64,428.65,428.61,438.92,440.91,442.57,,,,,456.04,437.37,447.33,450.18,437.80,448.06,454.68,461.57,463.76,467.34,456.54,,,,,,,,,,,,,,,,,,,,,,,,L7
2004-08-23 22:00:59+00:00,,405.02,406.16,,,,,,,443.49,431.73,419.91,418.52,430.19,440.26,433.45,432.91,,,,,,,408.67,423.21,404.05,398.03,412.72,431.07,417.66,425.38,424.85,,,,,300.29,271.84,,,323.86,329.69,,,L7
2004-08-24 21:49:18+00:00,,412.47,415.43,408.36,413.75,422.01,441.19,451.80,452.48,450.66,432.90,428.72,423.40,433.12,439.33,446.58,446.95,441.14,432.35,422.95,435.00,434.20,426.70,414.27,440.38,420.61,424.15,427.47,440.70,429.63,434.28,432.20,425.47,395.25,369.46,331.76,312.43,298.79,,,,,,,L5
2004-09-17 21:54:39+00:00,,,,,426.20,433.43,442.15,447.62,443.84,444.73,439.46,430.34,434.24,437.97,,,,,425.15,436.39,429.51,420.73,428.29,432.82,428.09,436.03,440.79,434.88,,,,,411.48,381.87,353.19,324.22,285.82,257.01,227.22,180.79,,,83.04,,L7
2004-09-25 21:50:07+00:00,439.93,425.97,419.72,426.91,430.08,434.38,437.60,448.37,453.98,457.06,448.64,442.02,445.94,454.17,450.40,454.69,453.54,448.61,441.83,440.65,438.39,444.27,450.78,,,,,,,,,,,,,344.98,310.62,294.68,259.83,226.36,,,118.64,107.40,L5
2004-10-02 21:56:26+00:00,441.87,433.00,435.12,443.32,444.29,445.37,450.72,451.83,461.96,459.47,447.86,441.21,442.57,444.90,460.45,465.24,461.93,449.04,442.97,440.58,444.94,444.67,445.30,450.70,446.14,453.26,455.46,461.67,461.33,459.05,452.63,452.69,439.57,416.52,394.09,,303.82,292.57,268.71,228.79,,,,,L5
2004-10-10 22:00:44+00:00,430.32,430.08,424.09,429.62,,,,,,,446.60,438.84,441.54,443.00,448.31,442.72,437.40,438.92,,,,,,,438.78,443.51,445.95,447.76,446.22,441.25,436.36,432.27,,,,,,282.62,266.31,213.85,,,116.89,111.54,L7
2004-10-18 21:56:47+00:00,431.56,439.28,444.70,447.67,438.76,440.26,446.10,450.61,454.28,457.38,444.77,440.64,436.20,407.28,411.65,435.76,404.66,,,,,423.22,444.01,436.36,437.82,439.72,450.48,449.46,449.83,451.95,452.57,448.20,433.07,417.14,389.32,346.31,307.84,286.39,280.33,249.57,,,,148.83,L5
2004-10-26 22:01:00+00:00,444.85,432.74,,,,,,,461.35,466.78,466.87,459.26,457.28,456.41,458.41,460.84,,,,,,,443.92,451.48,439.34,453.72,465.27,461.69,449.81,448.81,,,,,,340.76,293.90,261.87,242.39,,,,,,L7
2004-10-27 21:50:47+00:00,444.48,423.18,424.48,431.95,430.46,430.05,434.04,451.18,462.88,468.43,467.96,450.20,451.34,450.74,446.40,450.61,447.96,440.80,437.09,443.36,439.85,436.52,451.44,457.50,441.10,456.29,468.49,470.39,453.30,439.10,428.07,420.87,415.65,389.26,372.76,348.56,290.82,255.64,219.01,,,,,,L5
2004-11-03 21:57:06+00:00,462.98,456.03,458.91,466.92,461.83,440.85,449.76,456.15,466.72,472.16,463.34,455.04,,,,,,,,,,421.12,451.84,455.49,461.73,467.02,475.67,486.39,492.37,479.12,465.85,460.73,,441.74,408.60,390.24,,,,,,,,,L5
2004-11-04 21:54:55+00:00,,451.71,460.68,,,,450.52,454.45,464.33,471.17,462.06,456.96,449.35,447.98,458.47,461.41,450.30,,,,,461.77,464.47,452.44,463.94,465.58,468.85,473.68,474.67,466.03,448.33,,,,,388.02,,,,,,,,,L7
2004-12-06 21:55:11+00:00,449.84,434.05,434.09,449.80,466.76,461.91,450.74,,,,456.34,460.32,448.04,445.51,454.14,449.18,444.95,443.62,436.21,428.25,444.32,,,,,437.57,438.41,453.30,459.03,442.22,428.33,420.25,414.37,410.79,393.77,,,,255.28,,346.56,,,,L7
2005-02-08 21:55:35+00:00,448.45,426.09,437.37,453.96,,,,,461.55,465.56,467.69,455.47,458.92,461.99,450.38,457.77,455.72,453.52,,,,,443.95,454.21,438.26,454.33,469.12,471.85,457.93,454.56,440.78,430.96,,,,,303.03,252.40,,,,,,,L7
