dates,nzd0016-0000,nzd0016-0001,nzd0016-0002,nzd0016-0003,nzd0016-0004,nzd0016-0005,nzd0016-0006,nzd0016-0007,nzd0016-0008,nzd0016-0009,nzd0016-0010,nzd0016-0011,nzd0016-0012,nzd0016-0013,nzd0016-0014,nzd0016-0015,nzd0016-0016,nzd0016-0017,nzd0016-0018,nzd0016-0019,nzd0016-0020,nzd0016-0021,nzd0016-0022,nzd0016-0023,nzd0016-0024,nzd0016-0025,nzd0016-0026,nzd0016-0027,nzd0016-0028,nzd0016-0029,nzd0016-0030,nzd0016-0031,nzd0016-0032,nzd0016-0033,nzd0016-0034,nzd0016-0035,nzd0016-0036,nzd0016-0037,nzd0016-0038,nzd0016-0039,nzd0016-0040,nzd0016-0041,nzd0016-0042,nzd0016-0043,nzd0016-0044,nzd0016-0045,nzd0016-0046,nzd0016-0047,nzd0016-0048,nzd0016-0049,nzd0016-0050,nzd0016-0051,nzd0016-0052,nzd0016-0053,nzd0016-0054,nzd0016-0055,nzd0016-0056,nzd0016-0057,satname
2001-11-26 22:06:09+00:00,398.42,372.05,361.72,340.79,336.51,352.56,346.92,346.40,356.93,359.76,349.96,347.18,352.69,343.54,340.26,327.73,319.69,318.27,320.20,319.93,333.23,346.25,327.54,330.07,331.06,326.42,326.13,317.21,328.19,339.96,334.55,329.88,327.26,325.22,324.64,331.11,326.29,336.63,332.72,339.78,343.42,343.57,346.59,352.46,341.49,339.43,335.99,336.44,328.15,315.57,321.70,332.34,351.51,362.16,371.64,375.20,378.77,372.01,L7
2002-01-29 22:06:21+00:00,394.62,367.68,359.53,335.58,334.32,348.86,341.97,338.45,348.30,354.06,350.00,344.71,349.49,336.44,335.05,326.87,316.31,315.24,318.46,319.70,330.91,342.38,325.67,328.15,325.92,323.10,325.90,314.89,324.62,337.52,328.50,325.59,322.98,326.33,325.06,329.49,317.88,327.71,328.55,338.19,340.15,335.76,341.60,349.39,341.32,339.65,335.95,332.38,328.53,315.15,316.40,325.24,349.44,363.05,372.36,375.30,379.53,370.86,L7
2002-02-14 22:06:29+00:00,400.35,373.55,363.03,340.99,336.50,350.69,342.94,341.63,350.75,356.17,351.57,346.69,351.64,338.24,336.56,327.26,317.53,317.62,321.13,323.22,333.79,344.22,327.61,329.99,327.97,324.75,325.99,316.33,327.06,339.28,330.50,326.71,324.45,328.92,327.67,333.19,322.29,330.98,330.99,338.81,342.36,338.28,344.00,350.65,344.03,342.53,337.51,333.37,329.61,317.02,317.98,327.36,352.28,365.60,375.12,377.13,381.88,377.88,L7
2002-03-18 22:06:22+00:00,403.41,376.94,363.37,346.99,340.27,351.66,344.21,340.62,352.88,358.16,354.15,348.13,354.22,339.88,337.63,327.88,319.69,320.64,324.88,327.84,338.11,347.38,329.59,331.45,330.46,325.38,325.00,317.17,331.19,342.00,333.76,330.08,328.80,333.64,331.81,336.22,324.13,336.38,334.48,339.48,345.76,342.21,349.52,354.94,348.60,344.64,339.15,334.01,331.65,320.18,320.72,331.60,357.60,368.26,376.43,378.81,382.66,381.18,L7
2002-07-24 22:05:50+00:00,409.10,380.69,369.68,357.06,343.69,355.77,346.65,344.78,355.24,359.58,355.04,350.50,356.33,340.13,341.38,333.36,321.88,322.08,328.18,335.23,342.19,351.79,334.84,334.86,336.14,331.75,330.10,322.22,336.47,346.92,337.38,334.66,332.39,337.40,335.82,339.95,325.67,339.71,337.50,341.44,348.23,344.10,349.90,355.49,350.45,348.10,344.20,338.98,333.06,321.11,323.58,333.50,360.31,370.50,377.03,377.97,383.78,381.12,L7
2002-12-31 22:05:56+00:00,402.72,367.83,364.77,347.60,341.44,353.11,346.98,342.48,352.84,355.13,350.75,339.90,344.44,327.80,333.00,334.93,323.54,319.46,331.63,346.19,347.88,349.67,335.38,337.88,340.58,338.52,339.14,335.62,342.46,345.47,336.08,336.38,336.03,343.30,341.98,346.29,327.09,340.34,337.37,345.30,349.61,342.20,351.12,359.64,345.73,344.26,343.97,339.15,333.66,317.03,320.18,331.17,360.77,374.29,379.27,378.86,384.83,374.38,L7
2003-01-16 22:06:02+00:00,405.63,369.67,366.59,347.60,341.44,353.11,346.98,342.48,352.84,355.13,350.75,339.90,344.44,327.80,333.00,334.93,323.54,323.75,335.45,347.18,349.83,352.79,338.26,337.40,339.61,338.79,340.99,338.52,342.46,346.23,337.14,338.15,336.03,343.30,341.98,346.29,327.09,340.34,337.37,345.30,349.61,342.20,351.12,359.64,345.73,344.26,343.97,339.15,333.66,321.13,321.89,335.65,362.17,378.46,382.12,383.61,384.78,375.67,L7
2003-05-24 22:06:17+00:00,406.89,373.04,368.16,345.91,350.09,352.69,350.31,344.30,354.72,354.83,350.16,339.94,341.62,330.38,333.18,332.35,328.59,326.83,336.74,342.88,348.83,350.83,337.87,334.42,336.58,335.99,339.67,337.40,340.98,344.88,336.31,336.03,333.39,341.98,342.26,351.50,337.81,336.94,334.37,348.08,353.74,344.42,352.34,364.25,347.12,338.19,337.56,333.68,331.63,321.35,319.50,334.33,359.85,378.33,381.63,383.94,381.80,375.46,L7
2004-04-08 22:06:49+00:00,424.25,376.91,370.37,360.52,353.86,363.99,349.32,,,365.79,359.16,359.22,359.83,347.78,357.35,351.73,336.15,348.95,357.89,366.76,367.17,375.91,,,,364.27,360.05,351.61,365.94,370.99,357.49,359.34,356.76,356.23,359.13,369.19,,319.92,352.57,363.48,368.87,,,,374.66,359.23,354.88,350.26,338.62,330.12,332.60,345.59,376.59,388.82,392.16,402.96,396.58,391.37,L7
2004-05-18 21:58:14+00:00,406.34,370.82,366.00,353.85,349.65,356.94,344.19,345.00,347.86,354.64,342.93,344.49,349.58,339.61,345.81,339.26,329.78,338.85,347.42,353.06,356.95,367.72,341.76,344.46,348.39,355.01,350.05,341.30,354.26,360.77,347.12,348.03,344.98,347.08,350.62,359.93,348.44,334.89,344.85,356.05,359.76,352.81,353.53,360.21,359.89,350.17,343.90,338.44,331.32,320.63,325.25,336.44,364.65,378.06,383.99,390.07,387.16,383.37,L5
2004-06-11 22:06:38+00:00,410.77,376.15,366.00,354.68,350.47,359.42,344.19,352.73,356.15,356.47,345.44,345.44,354.23,347.52,353.57,343.20,329.78,338.85,348.51,353.68,357.42,370.08,353.16,351.79,356.53,357.50,354.08,345.88,358.30,364.78,350.74,349.68,346.72,347.08,350.62,359.93,350.37,343.03,347.43,357.60,361.36,357.90,359.66,363.66,357.45,350.42,344.82,339.78,333.26,322.82,327.21,338.57,365.47,375.71,382.87,389.58,391.11,386.26,L7
2004-07-13 22:06:34+00:00,402.91,375.27,360.60,349.61,345.68,355.71,344.19,346.48,347.45,353.13,342.29,341.01,354.23,347.52,349.03,339.21,322.60,329.17,341.18,346.66,352.33,366.15,350.94,351.28,356.01,354.25,352.03,343.29,358.30,364.78,350.74,345.93,342.96,343.75,346.11,353.41,346.02,343.18,344.66,354.23,358.52,354.92,356.97,360.56,353.09,347.96,342.69,336.78,329.32,322.82,327.21,338.57,365.47,375.71,382.87,389.58,391.11,386.26,L7
2004-07-29 22:06:27+00:00,399.73,372.98,361.69,349.36,344.53,354.88,346.63,347.76,344.68,352.82,343.72,341.01,351.12,343.34,348.45,336.31,320.46,325.61,338.29,344.31,349.79,363.20,348.48,348.82,353.21,351.47,351.37,343.29,358.30,362.55,349.37,345.18,342.04,342.11,343.75,349.86,343.61,343.43,344.47,353.76,358.92,355.76,357.67,359.51,350.66,347.47,341.45,336.78,329.32,322.82,327.21,338.57,365.14,376.18,381.10,388.48,388.24,383.18,L7
2004-08-30 22:06:20+00:00,403.12,372.98,364.25,350.74,346.55,355.66,349.41,351.39,347.41,356.40,345.26,343.21,353.16,345.96,349.95,336.31,322.76,328.19,339.96,345.97,351.01,364.38,350.54,350.46,355.08,353.63,354.49,346.38,359.40,364.33,351.23,347.04,342.04,342.11,347.31,352.64,348.02,348.06,347.57,357.10,361.94,360.26,362.14,363.92,352.68,349.98,344.32,340.05,332.78,325.49,329.60,342.34,367.49,378.24,383.52,390.46,390.52,384.14,L7
2004-11-02 22:06:28+00:00,400.15,373.28,362.53,348.87,345.22,354.69,349.20,352.35,347.41,354.52,344.42,341.34,353.41,346.23,349.10,333.07,320.96,324.87,337.06,342.42,347.88,362.10,350.02,349.09,355.08,351.51,355.24,345.79,355.34,360.67,347.91,344.19,338.92,340.52,345.61,349.37,347.81,352.64,345.85,355.87,360.52,360.45,362.93,363.92,348.29,348.13,342.21,340.39,333.68,325.79,331.33,344.89,369.35,378.57,385.07,389.26,391.69,384.74,L7
2005-01-13 22:03:41+00:00,407.15,373.57,366.45,352.05,346.52,356.86,354.66,361.63,357.15,368.33,355.09,355.62,359.45,346.48,351.02,333.87,324.28,328.01,338.77,342.72,349.99,363.56,351.06,347.91,353.93,352.17,361.02,353.96,358.83,359.58,346.26,344.64,339.45,344.08,349.90,352.35,347.74,353.55,348.84,362.10,366.05,368.07,370.02,372.80,359.37,356.81,350.72,353.99,348.02,335.11,339.42,355.99,378.37,385.81,394.30,397.53,398.78,391.77,L5
2005-01-21 22:06:59+00:00,407.05,375.35,366.86,352.65,346.58,357.61,354.46,360.95,360.56,369.72,355.09,355.62,361.34,347.29,351.62,337.57,325.41,328.82,339.51,342.94,349.59,363.01,350.96,348.01,353.05,351.46,360.04,353.96,358.83,361.81,348.67,345.70,341.50,346.52,350.71,353.93,348.10,354.00,349.27,361.71,365.74,367.09,369.35,372.75,360.75,357.85,352.30,353.99,348.02,335.11,339.42,360.50,383.89,392.25,397.42,399.48,400.58,394.87,L7
2005-02-22 22:07:14+00:00,407.25,376.65,365.70,350.36,345.00,355.94,351.30,358.14,362.14,369.41,352.35,355.62,366.23,347.30,349.65,338.60,326.27,329.81,338.60,341.13,347.91,362.01,349.77,347.87,352.87,352.04,360.19,351.56,358.83,363.30,350.17,346.15,340.38,345.81,349.82,354.62,348.28,354.46,348.17,360.86,364.04,364.96,367.71,373.42,362.69,357.59,351.59,348.00,340.77,335.11,339.42,360.50,388.82,395.93,402.82,403.06,405.82,400.10,L7
2005-04-03 22:04:40+00:00,409.75,376.65,366.85,352.33,348.81,355.14,353.61,359.62,363.42,371.16,352.14,363.99,370.69,349.98,351.56,343.04,330.78,331.92,338.61,339.99,347.77,362.28,350.10,348.61,354.45,354.86,360.90,352.23,362.35,364.31,351.95,348.63,342.18,347.26,348.69,354.16,345.44,350.68,346.98,357.85,360.56,364.63,371.00,379.83,373.17,366.95,349.22,346.29,338.82,342.56,344.46,363.93,392.97,399.91,406.88,406.28,408.60,405.05,L5
2005-04-19 22:04:43+00:00,409.53,377.50,366.63,353.58,348.96,356.42,355.47,362.46,367.43,372.51,352.14,366.75,369.31,350.26,352.44,344.95,333.41,333.51,339.56,341.49,348.84,363.17,350.78,349.75,355.47,355.05,361.18,353.55,363.87,364.87,351.90,350.90,342.96,346.61,349.24,353.02,344.16,351.17,349.49,359.12,361.64,366.43,372.07,381.47,375.94,368.62,349.22,346.29,338.82,344.20,345.86,363.40,391.12,399.05,405.16,404.66,407.14,403.31,L5
2005-06-14 22:07:02+00:00,410.14,373.80,365.15,350.59,346.48,352.65,353.08,359.22,360.70,368.86,347.26,364.28,365.83,350.48,352.48,342.75,330.95,329.99,336.32,337.88,345.42,359.61,347.64,348.03,352.48,351.86,355.67,348.67,361.40,364.48,354.09,352.63,341.25,344.32,347.04,350.38,341.18,350.46,349.29,357.98,360.55,364.33,369.95,378.23,371.15,363.86,345.71,337.16,330.96,338.56,339.98,357.86,385.37,401.19,406.47,406.58,408.32,405.54,L7
2005-08-01 22:06:59+00:00,403.40,369.76,362.97,349.10,345.47,349.67,350.99,355.36,355.14,365.71,344.17,364.05,362.22,347.31,353.32,342.56,333.33,330.44,331.22,336.70,342.02,355.72,345.80,346.83,350.03,350.04,349.60,343.47,360.51,364.45,352.62,352.95,339.24,341.33,343.53,347.28,339.27,350.32,349.33,355.38,358.41,360.27,366.50,373.86,366.29,360.64,335.09,328.48,319.28,337.92,339.32,352.24,378.10,399.00,403.84,404.70,406.04,402.06,L7
2005-09-02 22:06:46+00:00,406.41,370.12,363.79,351.04,349.65,353.63,356.82,360.45,361.77,371.90,347.02,361.83,358.06,348.02,355.20,343.56,333.71,330.29,333.36,338.83,344.40,357.02,347.10,347.89,351.07,351.88,349.62,343.41,357.90,361.94,349.13,350.73,338.10,341.02,345.67,347.48,339.60,350.90,351.49,357.69,360.22,361.01,366.98,373.56,364.35,364.68,335.81,327.71,322.28,329.86,330.68,348.42,373.29,389.94,393.47,398.42,398.57,395.52,L7
2005-09-26 22:05:42+00:00,406.41,370.12,366.67,354.53,350.85,356.11,358.36,359.43,363.36,373.52,355.91,362.17,360.27,350.54,357.21,346.85,335.70,333.35,336.84,341.44,347.50,358.87,348.79,347.93,350.71,352.30,353.09,347.94,361.04,363.98,351.95,351.96,339.28,343.43,349.89,352.07,340.19,351.11,351.21,359.28,362.68,361.33,366.06,371.75,361.28,361.59,342.64,337.17,327.96,327.82,329.86,348.69,373.03,387.40,393.04,400.79,399.92,396.23,L5
2006-01-08 22:07:25+00:00,403.90,373.57,369.52,357.85,355.93,365.24,363.04,360.54,370.64,376.70,364.14,359.36,363.14,346.92,355.56,351.21,336.39,334.90,339.34,345.57,350.50,360.47,352.35,349.13,350.62,350.55,348.88,347.69,361.82,365.39,348.89,344.79,339.18,346.74,355.22,358.46,342.45,352.86,350.53,362.20,366.21,358.69,357.51,360.65,346.53,348.87,347.97,343.47,332.16,312.67,315.68,343.38,378.06,383.65,388.22,399.41,398.79,394.28,L7
2006-02-01 22:07:49+00:00,404.49,372.32,369.11,354.32,354.44,362.68,353.27,363.51,372.64,369.65,348.49,345.99,357.56,344.66,350.06,344.54,329.21,328.77,338.28,342.15,347.43,357.00,345.01,343.11,346.90,344.68,344.45,342.28,349.86,357.76,346.01,340.89,334.82,341.87,350.30,350.66,342.94,351.89,344.35,356.74,360.71,354.82,353.30,356.98,341.88,341.04,343.73,336.74,325.24,309.57,312.84,333.94,371.73,383.65,388.22,399.41,398.79,394.28,L5
2006-02-09 22:07:38+00:00,408.23,372.06,370.69,355.52,354.44,362.68,354.88,362.63,372.30,368.95,352.57,349.11,358.34,345.10,349.85,343.91,329.67,328.35,337.90,342.15,347.43,355.99,344.22,342.28,347.02,343.60,341.89,339.72,349.28,357.86,346.27,340.67,335.17,341.84,349.53,351.84,343.34,351.89,344.35,356.74,362.01,354.53,353.38,358.00,343.16,342.37,343.12,337.88,328.28,313.80,316.89,337.04,372.06,383.98,388.09,396.82,395.86,390.46,L7
2006-02-17 22:08:11+00:00,407.53,373.47,371.30,355.55,352.97,361.87,353.89,361.36,370.75,367.66,352.94,349.45,357.46,343.52,347.72,342.61,328.31,327.17,336.37,340.47,345.16,354.95,342.62,341.17,346.37,341.93,340.84,336.89,347.20,356.84,345.55,340.09,335.08,340.49,348.23,351.80,342.71,353.14,343.48,355.82,359.83,353.30,352.18,357.78,343.34,341.53,342.57,336.71,328.05,314.51,317.57,336.13,369.95,381.62,385.60,393.95,393.28,388.45,L5
2006-03-13 22:07:41+00:00,409.40,372.70,370.21,353.97,352.98,361.58,349.49,356.27,364.39,361.78,350.42,345.45,356.29,342.72,345.96,341.68,328.08,326.40,334.60,341.45,345.68,354.50,340.07,338.24,343.99,340.08,338.61,333.78,345.15,356.04,346.19,340.36,335.56,341.45,349.83,353.33,341.41,354.31,342.10,354.97,358.65,352.10,352.15,356.99,344.04,341.05,340.55,335.76,328.30,317.26,319.80,335.33,370.27,381.87,386.48,392.88,392.56,387.83,L7
2006-04-14 22:07:36+00:00,411.75,372.70,368.05,350.38,351.70,361.49,348.60,356.75,364.21,359.37,347.52,343.42,354.97,342.27,345.99,341.92,327.57,324.61,333.91,339.58,342.64,353.32,336.64,338.20,344.62,339.26,334.60,328.32,340.99,354.73,344.56,338.94,335.32,341.65,348.20,351.33,342.59,356.03,343.34,353.38,355.39,349.94,350.29,355.85,345.71,342.25,339.37,335.47,330.08,320.36,321.24,334.40,369.21,382.04,382.00,386.02,389.00,382.30,L7
2006-05-16 22:07:40+00:00,411.75,372.19,369.03,352.80,351.79,363.96,348.60,356.91,365.88,360.90,348.48,343.32,354.76,342.27,345.99,341.73,327.45,324.59,334.33,339.18,343.36,354.57,338.42,339.02,344.89,339.19,336.35,328.67,341.18,354.39,344.56,338.94,335.32,344.30,349.13,353.13,345.01,358.30,345.88,354.52,356.15,350.42,352.57,357.77,346.84,343.43,340.25,336.66,330.43,320.99,321.19,335.07,367.88,381.94,382.00,386.02,389.00,382.30,L7
2006-06-17 22:07:34+00:00,410.75,371.44,369.15,352.82,351.97,364.02,348.60,357.15,366.36,362.54,348.48,343.32,356.73,343.53,346.52,339.98,326.31,323.73,333.35,338.67,343.19,354.50,339.30,339.29,345.12,339.55,336.35,328.67,341.55,353.62,343.92,339.33,335.83,343.33,347.93,352.47,346.17,359.17,348.12,355.87,357.29,350.72,351.40,357.51,346.24,342.40,340.25,336.66,330.43,320.99,321.72,334.65,366.40,379.76,380.64,384.33,387.26,380.04,L7
2006-06-25 22:10:20+00:00,407.04,371.43,368.82,352.16,351.28,363.25,350.08,357.54,364.28,362.67,347.76,341.55,356.03,342.78,345.30,338.70,325.45,323.58,333.16,337.93,341.95,354.14,339.40,339.36,345.14,338.28,335.55,327.23,340.02,352.36,342.43,339.21,335.93,342.34,347.14,351.84,345.42,355.94,346.07,353.96,356.76,350.37,350.54,357.23,346.07,341.58,339.32,336.08,330.09,320.46,321.07,333.40,364.95,378.40,380.18,384.25,385.95,379.70,L5
2006-07-03 22:07:28+00:00,407.04,370.78,366.98,349.62,348.61,361.11,350.08,358.09,363.29,362.72,347.29,339.91,356.03,342.78,344.29,337.18,324.28,322.43,331.73,336.41,340.74,353.26,338.69,338.93,344.81,338.03,335.21,326.62,339.29,352.36,342.43,339.21,335.76,341.97,346.19,351.45,344.79,353.79,345.05,352.62,355.59,349.05,350.26,356.55,345.35,340.99,338.06,335.01,329.02,319.63,319.67,333.40,364.95,378.40,380.18,384.25,385.95,379.70,L7
2006-07-19 22:07:20+00:00,399.07,369.41,365.76,347.97,344.19,355.86,347.50,355.93,359.53,361.30,347.29,338.16,351.43,338.54,340.20,332.19,320.45,318.96,328.20,332.15,337.28,350.38,335.56,336.96,344.25,335.85,335.21,325.27,337.92,348.52,339.30,337.55,334.04,338.91,342.97,348.58,343.07,351.00,342.17,348.79,352.27,344.79,348.15,354.38,343.09,339.55,336.41,335.01,328.56,318.31,318.14,332.46,358.56,373.38,375.22,378.91,379.77,373.37,L7
2006-09-21 22:07:05+00:00,398.01,370.37,369.32,352.65,349.31,359.85,364.01,362.63,362.50,370.28,354.98,339.62,353.80,342.27,345.07,335.22,323.97,323.17,332.53,336.48,342.30,354.91,342.37,343.99,350.57,343.41,344.55,331.04,337.84,348.45,338.87,344.94,339.73,343.85,345.85,352.92,346.70,350.71,346.61,351.84,354.15,347.12,352.53,358.36,347.12,345.62,342.91,341.83,332.94,321.43,318.16,333.06,356.15,371.38,371.51,375.07,377.10,368.70,L7
2006-11-24 22:07:37+00:00,396.12,372.54,372.71,353.36,352.87,360.01,369.11,367.54,358.89,371.11,358.52,341.79,354.97,342.97,344.30,330.88,322.82,322.66,331.44,337.72,343.83,355.19,342.32,343.22,350.96,343.16,343.56,328.14,333.03,341.87,334.00,344.08,338.93,338.02,341.01,351.12,346.82,348.24,343.47,349.24,353.30,347.61,352.54,356.56,344.04,341.70,339.92,340.49,332.22,319.53,316.83,329.33,357.00,369.56,377.91,377.76,378.12,373.50,L7
2006-12-02 22:12:34+00:00,389.66,372.54,372.71,353.36,352.87,357.70,361.21,367.54,355.08,371.11,358.52,341.79,354.97,342.97,344.30,330.88,322.82,322.66,331.44,337.72,343.83,355.19,342.32,343.22,347.79,341.24,341.97,328.78,333.03,341.87,334.00,344.08,338.93,338.02,341.01,351.12,346.82,348.24,343.47,349.24,353.30,347.61,352.54,356.56,344.04,341.70,339.92,340.49,332.22,319.53,316.83,329.33,357.00,369.56,377.91,377.76,378.12,373.50,L5
2006-12-10 22:07:44+00:00,389.66,375.41,375.12,356.34,354.88,360.42,364.17,371.03,355.08,374.77,363.72,348.27,360.55,342.97,344.30,334.01,325.86,325.56,333.81,340.29,346.81,358.74,344.88,345.73,350.70,346.86,348.01,334.17,341.76,341.87,334.00,344.08,342.05,342.78,345.55,354.96,350.70,351.70,345.50,350.88,355.47,350.26,355.25,361.25,350.03,348.83,348.17,345.67,337.04,323.62,321.39,334.71,357.00,369.56,377.91,377.76,378.12,373.50,L7
2007-02-12 22:08:00+00:00,390.05,385.09,378.04,358.82,357.87,363.51,361.36,375.51,353.50,377.58,371.85,361.67,365.21,350.75,359.99,348.99,339.18,336.18,344.90,350.21,358.59,367.21,349.76,349.89,354.22,356.06,356.32,346.88,363.59,359.84,347.52,350.24,354.82,359.40,356.88,363.37,356.19,360.24,350.81,356.18,359.97,358.77,365.72,373.73,364.23,363.18,359.36,351.77,345.96,330.90,332.30,340.53,369.69,381.20,390.22,380.22,382.30,389.90,L7
2007-02-28 22:08:05+00:00,390.05,385.09,378.04,358.82,357.87,363.17,361.74,372.89,355.13,375.17,371.85,361.67,362.49,346.62,354.98,347.00,336.73,334.21,342.98,347.57,356.67,365.96,349.19,349.69,353.41,353.46,356.32,346.88,363.59,359.84,347.52,350.24,354.82,359.40,356.88,363.37,356.19,360.24,350.81,356.18,358.83,358.38,364.56,371.96,362.06,359.70,355.76,351.77,345.96,330.90,332.30,340.53,369.64,380.42,388.47,382.18,384.06,384.38,L7
