dates,satname,nzd0559-0000,nzd0559-0001,nzd0559-0002,nzd0559-0003,nzd0559-0004,nzd0559-0005,nzd0559-0006,nzd0559-0007,nzd0559-0008,nzd0559-0009,nzd0559-0010,nzd0559-0011,nzd0559-0012,nzd0559-0013,nzd0559-0014,nzd0559-0015,nzd0559-0016,nzd0559-0017,nzd0559-0018,nzd0559-0019,nzd0559-0020,nzd0559-0021,nzd0559-0022,nzd0559-0023,nzd0559-0024,nzd0559-0025,nzd0559-0026,nzd0559-0027,nzd0559-0028,nzd0559-0029,nzd0559-0030,nzd0559-0031,nzd0559-0032,nzd0559-0033,nzd0559-0034,nzd0559-0035,nzd0559-0036,nzd0559-0037,nzd0559-0038,nzd0559-0039,nzd0559-0040,nzd0559-0041,nzd0559-0042,nzd0559-0043,nzd0559-0044,nzd0559-0045,nzd0559-0046,nzd0559-0047,nzd0559-0048,nzd0559-0049,nzd0559-0050,nzd0559-0051,nzd0559-0052,nzd0559-0053,nzd0559-0054,nzd0559-0055,nzd0559-0056,nzd0559-0057,nzd0559-0058,nzd0559-0059,nzd0559-0060,nzd0559-0061,nzd0559-0062,nzd0559-0063,nzd0559-0064,nzd0559-0065,nzd0559-0066,nzd0559-0067,nzd0559-0068,nzd0559-0069,nzd0559-0070,nzd0559-0071,nzd0559-0072,nzd0559-0073,nzd0559-0074,nzd0559-0075,nzd0559-0076,nzd0559-0077,nzd0559-0078,nzd0559-0079,nzd0559-0080,nzd0559-0081,nzd0559-0082,nzd0559-0083,nzd0559-0084,nzd0559-0085,nzd0559-0086,nzd0559-0087,nzd0559-0088,nzd0559-0089,nzd0559-0090,nzd0559-0091,nzd0559-0092,nzd0559-0093,nzd0559-0094,nzd0559-0095,nzd0559-0096,nzd0559-0097,nzd0559-0098,nzd0559-0099,nzd0559-0100,nzd0559-0101,nzd0559-0102,nzd0559-0103,nzd0559-0104,nzd0559-0105,nzd0559-0106
2001-04-16 22:11:18+00:00,L7,277.29,,288.78,297.47,304.46,307.72,320.41,316.01,321.26,323.85,319.59,328.05,330.61,338.87,331.95,324.63,314.76,317.44,328.84,329.57,339.65,,,,,,,,,,,,,,,,,331.95,,,,,,,,,,,,,,,,,302.64,309.65,317.83,326.69,330.44,330.07,338.40,,333.01,317.62,316.56,316.57,318.88,322.12,325.99,,,,310.78,300.76,298.22,289.96,294.60,293.95,300.68,297.97,298.47,294.49,286.11,286.56,276.87,268.71,263.32,255.95,248.18,247.51,248.06,250.42,254.60,259.10,263.90,281.15,293.22,319.15,331.91,339.43,331.69,339.49,301.33,279.22,273.02,289.59,302.30
2001-07-05 22:10:09+00:00,L7,,,326.86,,317.29,318.58,332.52,339.53,344.56,341.11,352.54,345.04,328.03,327.56,341.55,358.55,352.46,345.66,349.35,362.10,369.80,381.85,395.29,391.79,382.74,381.71,371.23,361.48,344.69,342.55,341.87,339.87,334.41,336.64,360.46,358.52,354.35,360.02,344.63,348.88,347.93,342.65,341.60,340.11,344.21,347.78,350.29,349.93,346.08,328.47,311.47,291.44,300.76,323.31,330.33,351.60,353.02,373.82,377.56,368.71,354.49,352.96,360.27,364.24,333.21,321.25,322.50,,,330.18,,351.57,351.24,335.90,329.30,321.91,309.67,297.00,312.27,324.47,329.89,329.97,311.22,311.90,,233.59,240.58,236.94,238.19,241.95,249.04,260.58,259.48,260.60,262.02,285.25,286.45,364.58,376.80,376.52,374.25,372.58,396.37,272.20,257.75,333.95,380.73
2001-11-26 22:09:21+00:00,L7,315.74,323.31,324.31,317.47,315.60,316.49,307.10,309.20,298.59,297.08,301.26,322.51,348.66,359.65,370.17,362.06,356.36,346.19,343.27,361.91,362.55,352.88,353.25,351.41,352.44,355.41,359.05,351.26,335.95,325.40,329.28,334.90,325.39,314.29,319.59,316.52,321.34,334.30,352.02,347.46,343.48,338.84,331.77,312.53,311.14,312.52,321.43,319.73,316.41,320.44,320.31,302.08,295.89,292.42,294.02,308.61,330.54,337.15,357.80,349.85,336.42,334.24,344.31,340.75,339.77,340.11,343.14,345.84,342.00,346.01,343.06,346.35,333.80,315.46,302.67,291.73,296.67,309.21,317.36,322.38,315.93,315.08,317.66,302.64,295.46,290.95,283.64,280.36,285.17,288.53,294.07,298.59,300.09,307.84,306.17,316.84,334.32,347.83,362.46,376.84,373.19,368.06,331.07,314.02,303.30,317.42,335.07
2002-05-21 22:09:29+00:00,L7,210.88,,294.71,291.61,288.66,291.92,275.49,281.30,276.21,270.94,291.82,309.30,322.10,328.56,329.38,325.34,,,,,,,,,,,,,,,,,,,,,,,,299.53,303.38,300.93,,,295.09,297.43,286.08,271.83,281.81,274.04,280.70,297.90,286.85,287.40,292.98,300.35,294.17,291.45,317.55,331.50,327.43,323.22,306.52,312.71,323.71,314.26,315.84,314.56,311.83,310.49,312.86,307.94,301.84,293.95,273.82,,286.25,290.69,303.09,291.22,285.48,271.18,263.26,268.71,249.25,237.48,247.91,242.61,244.08,246.45,246.52,256.38,256.01,262.08,267.92,304.12,345.73,353.93,343.26,328.79,317.29,310.87,302.18,277.03,265.44,272.78,286.65
2002-10-28 22:08:34+00:00,L7,,,257.34,,,262.09,270.79,285.09,293.27,302.39,307.12,314.53,315.51,326.01,339.48,352.77,360.19,347.64,329.76,323.32,314.15,328.92,,,,,331.97,331.75,334.02,333.63,326.85,328.68,329.62,318.87,,,323.26,324.65,322.13,322.59,317.73,303.25,297.24,299.55,310.76,310.62,304.65,301.92,308.16,314.51,316.44,318.11,302.20,283.97,287.38,294.23,308.13,310.11,322.83,310.38,300.96,317.20,335.02,341.11,342.21,340.14,331.21,316.52,315.84,330.18,328.14,311.49,305.61,305.15,313.52,323.09,325.84,322.83,307.25,298.39,306.16,307.56,307.40,297.49,289.21,275.75,269.45,269.09,276.07,281.04,279.87,281.42,290.85,302.90,319.24,336.12,346.45,349.90,360.00,364.37,357.53,343.27,317.36,283.92,285.06,294.40,321.64
2002-11-29 22:09:25+00:00,L7,259.97,229.65,254.51,256.27,253.40,276.32,276.25,282.88,289.97,297.77,307.89,311.72,313.78,313.33,324.91,342.31,345.24,327.10,314.49,304.94,,,,,,,313.42,299.38,306.32,303.28,304.42,,,,,,320.74,314.27,316.47,303.24,289.30,279.31,287.13,298.52,301.94,289.40,286.41,286.53,286.80,287.02,280.25,271.73,261.18,259.20,266.60,285.09,283.95,287.23,304.28,298.74,316.73,317.97,324.19,332.12,329.60,325.59,320.12,307.91,302.92,311.69,319.72,310.77,301.38,304.38,302.91,291.79,295.18,298.49,298.25,299.98,302.74,292.63,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-21 22:09:51+00:00,L7,306.04,324.63,312.26,317.29,316.76,306.36,346.98,,334.21,322.05,311.48,324.17,381.00,399.23,397.98,399.04,386.51,364.12,365.95,379.30,399.00,377.04,360.93,350.80,350.68,368.18,379.83,380.93,372.73,353.94,348.36,339.22,340.96,348.89,356.59,359.86,359.25,357.07,344.07,341.64,362.47,361.50,354.68,360.98,361.01,351.72,341.42,334.25,330.36,325.24,325.48,322.07,323.67,326.67,329.47,332.23,340.52,346.86,357.01,359.06,359.00,363.70,363.74,362.74,369.53,356.02,359.31,355.54,360.29,361.04,357.30,350.33,342.43,333.70,335.48,332.16,335.32,339.53,346.10,341.64,348.43,337.87,348.74,342.40,345.17,348.66,350.03,331.76,333.93,333.67,324.11,315.67,338.25,344.35,337.98,355.79,363.43,379.18,384.48,380.12,374.28,376.75,382.98,310.12,312.87,323.54,381.93
2003-05-24 22:09:52+00:00,L7,,214.89,276.91,274.11,275.59,267.21,269.00,282.38,301.43,321.25,325.79,336.43,329.17,331.68,331.81,329.52,329.81,339.23,341.26,348.28,347.38,342.99,342.50,340.39,328.14,320.29,331.18,333.73,334.48,337.62,336.62,319.46,308.19,304.44,314.44,331.93,335.30,336.78,,,,468.12,,,372.16,,,,,,,,,,,,,,,,,,,,,,,,,617.29,,,,,,,,,,,,,,,,,,,625.76,,526.87,,,341.11,579.44,551.71,,522.76,488.35,392.85,,,,345.20,343.20,,
2003-08-12 22:09:11+00:00,L7,,,316.49,269.64,299.62,291.22,323.68,341.00,376.98,379.56,385.67,372.20,355.97,349.33,341.22,335.93,331.95,344.09,351.48,356.38,370.92,388.98,,,,,345.29,365.50,365.64,348.36,348.04,336.30,330.69,339.33,,,345.87,354.89,350.61,331.30,328.83,341.59,340.70,327.61,316.73,326.68,343.13,,320.02,307.44,,,,,,,,359.48,380.03,376.13,356.00,334.14,333.50,346.57,353.32,348.53,353.49,350.25,356.83,353.83,358.73,369.62,363.31,335.97,293.60,293.19,328.29,332.80,325.68,328.05,320.12,318.80,316.18,280.96,340.02,,256.01,,323.41,325.42,329.98,331.88,333.21,,,,,,367.18,375.81,368.28,360.66,319.13,283.14,295.10,316.86,384.88
2003-08-28 22:09:09+00:00,L7,224.02,208.43,172.68,,246.37,243.97,246.02,247.24,258.98,253.20,,,319.59,,306.26,,,,337.74,349.31,,,339.81,,,,347.27,373.44,363.58,349.42,326.87,319.19,326.28,336.27,337.81,334.23,337.21,345.17,326.88,,,,,,,,,,,,,,,,,,,,,,,,,,,338.27,337.19,329.55,332.93,,,,,,,,,,,,,,,,,,,,,,292.77,287.08,282.70,291.46,291.56,296.90,315.50,328.74,337.00,351.89,374.76,364.62,379.56,288.22,295.58,319.21,
2003-10-07 21:58:35+00:00,L5,276.87,277.33,257.33,276.93,277.37,279.54,283.89,299.28,311.72,332.48,343.59,356.57,360.24,356.73,352.56,348.00,341.11,327.38,322.53,328.35,341.44,348.11,343.86,339.21,335.65,341.01,350.43,351.56,346.88,337.95,332.85,325.81,319.20,324.85,328.50,342.26,354.64,351.53,338.55,327.88,325.59,328.48,314.03,302.70,313.21,323.00,326.99,324.98,317.06,312.73,307.24,307.29,308.28,303.83,316.57,328.18,344.24,345.23,334.36,331.21,343.41,346.82,346.21,347.99,349.77,344.60,338.06,338.67,335.75,340.06,343.34,335.20,325.44,317.29,314.64,309.68,304.28,315.70,316.66,316.88,316.46,309.03,298.91,290.62,278.38,277.81,274.77,270.15,267.27,265.41,265.86,272.00,275.58,279.90,293.68,314.52,331.08,359.15,366.74,374.50,365.42,357.57,329.13,310.94,302.90,316.82,341.58
2003-10-15 22:08:58+00:00,L7,274.77,282.74,278.40,281.60,284.37,287.05,294.86,313.05,321.78,333.96,341.53,348.88,354.52,354.08,354.45,344.37,337.07,320.45,314.41,327.64,339.61,348.67,352.03,349.26,348.46,346.82,351.41,352.40,346.71,339.73,336.13,334.40,329.13,326.52,340.04,348.18,352.55,347.82,339.47,335.05,330.11,327.45,319.58,307.69,311.93,324.63,334.02,324.59,318.91,314.66,304.50,308.28,310.84,314.15,318.19,330.53,345.98,334.68,345.57,343.56,344.39,347.46,349.92,350.40,346.64,345.21,340.63,337.30,335.10,338.31,336.86,338.97,329.16,322.10,312.37,307.09,309.00,312.36,315.37,323.17,318.22,309.14,,,,279.43,281.68,272.66,268.17,269.58,272.19,273.13,274.67,276.15,291.85,309.98,332.07,359.01,379.65,377.04,372.00,364.06,340.61,311.79,308.82,323.61,346.94
2003-12-26 21:59:54+00:00,L5,300.44,,282.24,294.66,319.55,315.78,312.86,309.10,326.94,338.60,348.44,362.55,358.67,353.66,349.37,341.87,344.93,347.66,341.43,337.03,348.80,365.26,363.93,344.26,345.51,336.12,339.35,348.43,348.39,327.45,338.33,332.85,326.74,338.17,335.58,337.07,335.71,335.21,329.13,319.92,326.40,320.84,316.55,322.38,327.24,328.60,325.47,312.28,307.51,316.61,316.06,314.28,308.32,308.10,324.59,335.33,326.08,314.06,332.97,362.43,371.38,356.61,350.40,345.19,342.30,338.87,345.09,347.02,356.14,358.18,352.91,325.17,312.04,312.52,315.84,324.90,314.05,313.66,318.89,326.12,325.13,318.80,314.03,297.67,288.44,277.04,265.13,263.62,263.34,270.36,269.56,272.48,278.70,307.95,307.43,322.83,353.22,363.68,381.39,390.62,375.43,374.96,373.09,308.65,311.10,320.88,387.86
2004-01-27 21:59:38+00:00,L5,291.72,276.27,279.76,292.39,311.58,322.04,330.14,331.70,329.00,334.38,346.27,366.97,374.01,363.33,355.79,353.11,351.98,346.68,358.19,367.68,371.64,372.68,372.95,365.91,361.52,362.95,363.12,350.71,347.51,340.94,337.98,336.56,333.03,337.68,358.02,354.71,348.02,341.18,338.04,337.54,320.69,303.01,318.60,336.33,341.27,335.30,324.38,317.97,318.76,325.76,325.02,306.73,301.22,316.07,329.84,333.14,328.65,328.08,349.63,369.74,371.03,363.41,356.27,361.97,350.05,346.95,345.06,348.80,356.54,358.43,360.51,349.98,312.41,299.63,300.53,318.01,321.95,318.95,321.71,327.09,327.37,329.30,313.92,294.65,290.60,286.35,283.69,294.86,302.54,315.01,322.04,314.50,322.02,322.91,324.21,333.71,343.58,359.58,366.33,378.53,378.68,383.10,372.22,318.51,313.95,326.60,355.25
2004-03-23 22:10:28+00:00,L7,272.98,,289.40,289.63,292.36,298.28,311.81,311.62,317.69,342.20,,294.20,330.72,336.95,343.97,339.33,343.92,350.04,346.79,356.98,362.24,,,,,,,,,,,,,,,328.28,,,,323.23,331.51,328.21,328.70,326.91,326.27,319.36,323.49,319.24,318.79,312.36,309.53,307.12,319.01,319.32,316.02,324.16,346.72,348.24,344.69,342.54,347.19,,,355.84,348.80,347.28,,,,,,336.69,325.58,319.02,320.53,321.92,320.06,313.97,313.90,310.67,,,,,,284.43,303.10,304.09,304.60,303.17,293.47,288.09,291.79,290.40,292.19,295.35,,210.73,204.65,150.85,192.90,209.34,261.60,290.79,298.91,311.58,334.79
2004-04-24 22:10:19+00:00,L7,,,307.35,300.48,291.04,290.63,304.37,330.34,349.26,347.91,339.29,339.63,347.55,345.67,353.62,,,,,,,,,,,,384.48,363.51,339.52,334.84,341.14,353.97,362.38,353.88,351.44,360.84,408.23,,366.33,343.61,349.15,335.27,320.46,326.32,330.44,317.00,324.43,333.30,338.34,335.04,325.20,326.28,,,,,,,,,,,,,,,,335.24,345.74,350.35,355.18,352.83,346.42,338.81,,,,,331.42,326.72,333.66,333.13,328.02,311.04,,,,,,280.21,641.26,,,,301.27,539.24,,539.58,490.37,388.61,359.54,372.07,349.64,275.71,297.83,328.89,324.01
2004-05-02 22:01:21+00:00,L5,277.26,216.02,285.39,284.64,284.02,278.53,299.16,318.98,335.47,333.79,330.19,330.94,328.45,336.80,335.68,341.14,351.62,348.89,351.26,353.73,354.46,347.42,345.78,353.24,364.91,382.41,370.71,353.81,333.74,326.02,328.77,331.22,331.96,330.89,339.96,341.01,342.56,339.54,333.41,325.42,330.04,330.18,322.33,330.98,335.57,320.70,308.20,302.84,307.01,309.19,296.22,294.57,298.78,305.00,311.82,320.55,326.04,322.64,348.19,353.23,356.33,352.98,349.27,333.49,318.87,312.36,315.04,318.10,339.98,347.49,353.19,341.97,327.86,328.40,322.50,301.28,301.79,322.17,319.83,313.86,320.17,326.59,321.55,305.42,300.25,303.79,291.80,271.27,266.38,273.84,261.28,257.82,257.53,262.20,270.82,300.03,310.14,349.83,355.95,368.47,370.70,357.17,345.09,298.44,304.98,316.87,332.10
2004-05-18 22:01:26+00:00,L5,,,,,,,,,,,,,,,,369.77,368.41,371.94,375.60,374.25,376.05,370.61,371.84,397.86,393.82,391.92,378.45,361.18,353.02,349.68,342.58,337.83,345.85,360.20,359.61,359.34,360.09,358.73,358.51,347.28,348.62,337.08,343.07,348.63,360.36,348.75,333.71,,,,,,,,,,,,,,,,372.92,364.33,344.90,326.86,325.93,344.11,364.32,363.87,366.77,364.92,350.58,347.75,345.62,335.67,332.42,329.87,339.40,340.00,347.45,338.86,328.85,328.77,333.00,307.28,289.81,272.17,277.36,285.84,289.14,290.85,304.02,317.65,310.30,305.11,293.05,331.29,364.62,384.53,389.14,385.68,386.39,289.16,324.75,341.64,390.19
2004-05-26 22:09:57+00:00,L7,,,283.36,,,,,,,,,,,,,,,340.82,354.91,347.63,345.25,341.22,345.34,356.44,362.82,368.07,362.26,339.36,325.44,331.14,329.21,318.78,314.79,322.89,324.71,331.75,328.77,330.72,327.14,328.16,317.47,313.87,322.24,325.84,321.43,310.36,,276.97,,,,,,,,,,,,,,,,,,309.90,307.97,311.30,311.27,326.60,327.68,337.58,321.81,323.87,,,,,302.38,314.99,306.78,306.72,294.76,290.78,,235.59,248.00,240.11,246.57,251.90,253.96,263.21,261.26,265.91,273.18,286.24,289.09,313.15,342.26,361.62,363.21,357.93,334.48,277.44,262.97,305.83,329.84
2004-06-27 22:10:12+00:00,L7,,209.62,180.84,,257.97,263.66,277.95,284.74,298.49,307.20,302.42,301.09,292.88,299.74,302.59,314.14,315.13,333.13,,,,,120.04,,125.71,,141.28,118.48,136.18,115.34,109.37,278.98,274.38,268.76,,,274.94,280.67,283.85,278.09,271.22,271.64,280.98,273.71,286.67,284.42,275.17,271.16,263.76,269.71,269.86,267.77,268.30,269.07,284.91,292.88,281.84,265.69,327.82,327.92,323.33,323.67,320.09,310.95,316.14,313.24,315.08,315.89,314.74,314.32,311.67,304.27,299.41,288.23,264.45,,286.78,252.50,262.13,271.33,262.35,262.45,254.89,268.27,250.41,238.70,,,,239.72,254.57,256.77,256.67,262.28,260.29,286.66,289.97,312.68,327.11,341.12,320.43,314.44,297.89,285.17,275.71,273.21,294.24
