dates,nzd0559-0000,nzd0559-0001,nzd0559-0002,nzd0559-0003,nzd0559-0004,nzd0559-0005,nzd0559-0006,nzd0559-0007,nzd0559-0008,nzd0559-0009,nzd0559-0010,nzd0559-0011,nzd0559-0012,nzd0559-0013,nzd0559-0014,nzd0559-0015,nzd0559-0016,nzd0559-0017,nzd0559-0018,nzd0559-0019,nzd0559-0020,nzd0559-0021,nzd0559-0022,nzd0559-0023,nzd0559-0024,nzd0559-0025,nzd0559-0026,nzd0559-0027,nzd0559-0028,nzd0559-0029,nzd0559-0030,nzd0559-0031,nzd0559-0032,nzd0559-0033,nzd0559-0034,nzd0559-0035,nzd0559-0036,nzd0559-0037,nzd0559-0038,nzd0559-0039,nzd0559-0040,nzd0559-0041,nzd0559-0042,nzd0559-0043,nzd0559-0044,nzd0559-0045,nzd0559-0046,nzd0559-0047,nzd0559-0048,nzd0559-0049,nzd0559-0050,nzd0559-0051,nzd0559-0052,nzd0559-0053,nzd0559-0054,nzd0559-0055,nzd0559-0056,nzd0559-0057,nzd0559-0058,nzd0559-0059,nzd0559-0060,nzd0559-0061,nzd0559-0062,nzd0559-0063,nzd0559-0064,nzd0559-0065,nzd0559-0066,nzd0559-0067,nzd0559-0068,nzd0559-0069,nzd0559-0070,nzd0559-0071,nzd0559-0072,nzd0559-0073,nzd0559-0074,nzd0559-0075,nzd0559-0076,nzd0559-0077,nzd0559-0078,nzd0559-0079,nzd0559-0080,nzd0559-0081,nzd0559-0082,nzd0559-0083,nzd0559-0084,nzd0559-0085,nzd0559-0086,nzd0559-0087,nzd0559-0088,nzd0559-0089,nzd0559-0090,nzd0559-0091,nzd0559-0092,nzd0559-0093,nzd0559-0094,nzd0559-0095,nzd0559-0096,nzd0559-0097,nzd0559-0098,nzd0559-0099,nzd0559-0100,nzd0559-0101,nzd0559-0102,nzd0559-0103,nzd0559-0104,nzd0559-0105,nzd0559-0106,satname
2001-04-16 22:11:18+00:00,242.67,215.26,280.06,284.31,287.65,293.69,302.68,306.86,318.88,324.46,324.64,330.26,335.88,338.57,340.27,338.87,335.56,330.68,337.54,332.53,337.92,327.89,328.40,333.01,332.65,334.37,333.79,334.46,315.12,310.77,297.40,309.16,305.59,306.80,336.18,333.06,327.90,334.08,327.71,334.30,335.99,334.17,324.72,310.04,314.30,328.40,345.02,317.16,299.33,290.46,292.08,292.94,293.38,310.68,312.23,316.78,329.22,335.77,334.96,337.93,344.28,347.69,343.69,336.64,332.19,330.31,330.89,330.42,336.39,328.79,328.25,321.28,320.69,310.43,302.12,298.96,299.49,303.39,310.30,309.06,308.70,302.39,291.34,288.67,277.15,275.57,273.38,267.13,267.69,264.82,267.10,306.23,307.18,286.70,310.32,298.11,307.32,326.27,338.84,344.29,341.42,344.96,314.44,292.55,285.37,295.00,332.93,L7
2001-07-05 22:10:09+00:00,242.67,215.26,289.66,284.31,294.03,298.99,310.15,314.75,323.62,326.51,329.74,331.69,329.76,331.40,337.20,342.81,337.97,332.67,338.68,339.16,345.75,349.62,356.60,356.67,350.69,350.16,344.63,340.97,323.61,320.94,312.63,320.01,312.12,314.72,343.07,338.79,335.40,339.23,329.17,336.34,337.12,333.56,327.44,318.08,324.41,333.25,342.40,328.30,318.50,304.62,297.27,286.47,290.07,311.75,313.60,324.57,331.90,343.21,345.34,343.99,345.21,345.07,345.40,342.03,327.86,323.09,323.89,330.42,336.39,322.49,328.25,330.12,327.38,315.92,306.98,302.79,298.68,297.06,306.29,309.53,311.57,308.08,294.15,292.92,277.15,275.57,259.65,254.44,254.85,253.97,255.83,306.23,307.18,275.20,310.32,290.01,296.86,337.04,348.69,352.56,350.81,351.16,348.40,282.77,273.95,304.75,341.86,L7
2001-11-26 22:09:21+00:00,,,325.59,325.87,316.45,317.53,319.81,324.37,321.58,319.10,326.90,333.77,338.35,343.61,355.86,360.31,354.41,345.93,346.31,362.00,366.17,367.37,374.27,371.60,367.59,368.56,365.14,356.37,340.32,333.98,335.57,337.38,329.90,325.47,340.02,337.52,337.85,347.16,348.32,348.17,345.71,340.75,336.69,326.32,327.67,330.15,335.86,334.83,331.25,324.45,315.89,296.76,298.32,307.87,312.17,330.11,341.78,355.49,367.68,359.28,345.45,343.60,352.29,352.50,336.49,330.68,332.82,356.34,354.60,338.10,358.81,348.96,342.52,325.68,315.99,306.82,303.17,303.11,314.81,323.43,322.91,322.52,314.44,307.27,306.91,299.95,262.11,258.65,261.68,265.24,271.55,306.46,309.09,252.20,311.02,301.05,310.38,356.20,369.63,376.68,373.72,370.32,363.72,293.11,280.52,325.69,357.90,L7
2002-05-21 22:09:29+00:00,243.55,,332.51,315.27,315.55,315.71,300.76,306.75,302.03,297.42,312.64,329.32,348.80,357.52,363.19,353.76,366.05,355.19,351.67,371.60,370.95,363.38,363.75,362.86,366.44,371.16,374.80,365.26,348.55,336.85,343.28,343.90,341.14,328.29,330.09,330.52,332.79,344.80,366.02,336.91,335.81,332.27,343.22,326.53,315.50,317.36,317.17,309.20,309.85,309.62,312.00,314.62,309.26,303.33,311.39,319.12,332.48,334.42,352.31,356.77,341.39,342.14,340.05,341.37,349.63,343.28,345.59,343.62,343.01,346.14,348.09,343.25,331.24,316.20,304.35,303.18,307.56,316.05,328.12,324.69,316.80,306.54,305.10,299.09,286.99,299.95,276.51,271.55,276.12,279.88,290.42,287.54,289.55,275.15,293.24,325.12,353.44,358.54,363.60,362.28,351.21,350.97,334.51,307.02,292.85,307.49,337.69,L7
2002-10-28 22:08:34+00:00,243.55,,294.74,304.68,304.99,286.36,280.85,292.55,296.65,297.58,312.57,322.83,329.72,338.20,345.35,347.24,365.27,352.35,334.16,,,334.42,,,,,340.22,339.08,340.62,339.63,334.18,333.39,337.87,326.20,,,329.26,330.15,329.46,321.98,320.63,312.17,303.24,306.88,313.00,314.11,306.28,297.79,303.72,304.36,307.92,319.92,309.08,296.60,304.74,309.20,317.52,317.15,332.10,334.04,321.90,331.12,332.68,338.82,347.51,340.30,336.62,326.45,326.94,334.89,336.88,322.81,314.64,308.90,306.77,329.09,319.14,319.86,319.73,309.36,308.92,300.28,297.24,294.01,281.14,280.46,267.42,264.03,269.43,273.82,279.57,277.09,282.78,291.23,275.46,332.03,357.00,358.15,360.37,354.28,342.26,336.43,324.32,289.83,282.14,293.67,325.98,L7
2002-11-29 22:09:25+00:00,,271.65,275.64,270.27,270.90,279.06,281.63,293.84,304.16,311.58,321.31,324.62,326.14,331.17,343.70,356.16,363.33,347.23,331.33,,,334.42,,,,,339.95,330.89,333.97,331.00,330.97,333.39,337.87,326.20,,,334.54,330.96,334.63,324.41,314.13,301.89,304.73,314.37,316.96,310.62,307.03,305.73,306.68,311.38,308.20,307.47,297.02,283.09,292.32,302.21,313.29,315.92,326.10,318.36,316.96,329.09,342.15,349.16,351.24,346.66,339.47,323.72,323.18,336.26,341.18,324.93,315.00,314.62,322.01,319.99,324.31,324.46,318.08,314.51,318.25,311.60,313.40,302.99,295.21,280.46,273.85,273.21,280.78,286.12,288.12,285.55,295.56,307.30,,342.12,351.95,353.04,364.40,368.25,359.97,347.98,324.69,288.63,288.53,299.48,332.64,L7
2003-03-21 22:09:51+00:00,270.71,276.94,277.75,286.72,285.00,283.11,281.63,293.84,307.76,309.18,310.96,318.58,338.54,347.97,355.90,366.04,365.62,347.81,338.16,362.99,384.87,346.89,343.26,331.53,327.12,341.68,344.41,339.72,339.82,332.22,328.91,328.74,326.16,325.76,338.92,336.30,336.36,333.77,329.92,324.27,324.81,301.89,314.96,322.05,326.21,318.89,312.60,309.34,309.86,310.56,308.91,305.91,298.05,291.72,296.85,305.79,313.53,317.40,329.98,324.86,326.82,334.73,342.92,347.26,349.48,342.72,339.01,328.43,328.48,336.67,337.72,326.33,318.25,315.93,319.44,317.62,320.91,322.42,319.57,315.70,321.24,314.46,321.44,313.86,310.55,280.46,273.85,273.21,299.78,301.74,292.87,293.99,309.34,318.76,,339.32,348.86,361.06,367.38,367.95,363.20,354.80,342.06,291.81,295.12,303.36,339.62,L7
2003-05-24 22:09:52+00:00,270.71,266.39,288.37,285.89,286.08,286.87,283.27,295.56,313.08,317.86,320.05,328.27,345.48,352.25,355.73,360.08,357.70,347.06,343.90,361.48,371.19,357.51,349.22,342.87,336.07,340.49,347.73,343.57,342.84,336.16,335.35,327.20,320.82,323.33,333.01,342.56,342.98,340.21,330.15,322.36,325.81,295.46,320.82,329.64,348.88,320.48,313.83,310.30,308.51,306.05,302.80,296.81,292.31,292.85,297.92,308.57,312.11,316.92,330.56,328.80,337.80,340.75,343.88,347.34,349.45,340.71,339.62,331.64,331.50,336.25,338.39,330.45,321.82,318.97,319.09,311.88,315.15,318.91,322.06,320.69,325.49,315.16,329.47,324.73,325.90,,,,318.79,317.36,297.61,302.42,323.11,340.73,,336.52,345.76,369.08,370.35,384.72,366.43,361.61,359.42,294.98,301.71,307.23,346.60,L7
2003-08-12 22:09:11+00:00,270.71,263.76,291.22,282.04,291.10,282.93,295.99,311.26,315.10,334.73,333.51,338.04,349.16,353.86,350.78,350.16,343.68,343.82,347.92,355.57,367.46,363.45,349.22,342.87,336.07,340.49,342.77,351.76,350.15,339.85,336.04,326.33,317.28,322.59,333.01,342.56,340.02,343.36,326.45,320.80,331.19,328.97,330.60,323.40,344.22,324.74,326.61,316.58,312.66,301.88,310.34,302.80,300.11,309.00,305.91,312.96,314.02,329.67,351.43,348.80,346.44,333.25,331.53,337.57,340.54,333.48,337.60,337.23,339.76,336.55,334.51,341.18,337.20,321.41,295.74,295.58,313.00,317.37,315.00,313.95,315.48,312.66,315.37,296.01,325.50,,245.08,,315.25,315.08,303.54,312.02,322.31,340.73,,336.52,345.76,369.08,363.30,378.53,364.32,355.28,359.42,283.21,294.09,305.74,352.08,L7
2003-08-28 22:09:09+00:00,270.71,263.76,291.22,282.04,291.10,282.93,295.99,311.26,315.10,334.73,333.51,338.04,337.85,353.86,335.73,350.16,343.68,343.82,342.24,350.39,367.46,363.45,340.86,342.87,336.07,340.49,338.02,351.95,348.81,337.97,328.53,321.19,313.65,320.79,329.39,332.82,335.05,339.89,319.63,320.80,331.19,328.97,330.60,323.40,344.22,324.74,326.61,316.58,312.66,301.88,310.34,302.80,300.11,309.00,305.91,312.96,314.02,329.67,351.43,348.80,346.44,333.25,331.53,337.57,340.54,328.81,331.20,329.44,331.22,336.55,334.51,341.18,337.20,321.41,295.74,295.58,313.00,317.37,315.00,313.95,315.48,312.66,315.37,296.01,325.50,,245.08,,315.25,315.08,292.12,299.79,304.63,320.13,284.33,308.16,322.79,369.08,350.36,369.11,365.48,353.92,359.05,280.40,291.29,305.41,352.08,L7
2003-10-07 21:58:35+00:00,284.20,265.71,285.10,274.27,285.08,280.09,292.82,308.32,315.49,345.32,352.75,355.96,337.99,346.80,329.71,338.48,335.11,337.66,335.65,342.58,353.96,360.92,342.28,348.71,342.78,342.90,338.67,351.72,348.75,339.79,331.76,322.40,316.21,321.89,327.14,336.44,339.71,343.84,327.27,324.59,322.59,330.42,321.91,308.49,334.85,320.22,330.06,328.65,314.54,305.47,310.38,311.29,313.17,307.50,321.46,332.18,349.74,344.86,351.74,347.67,346.18,335.48,334.40,341.83,344.88,333.53,332.65,330.93,331.57,340.28,343.53,346.41,339.38,322.35,298.12,295.98,310.28,318.25,314.50,315.80,312.29,308.91,302.09,280.79,303.75,280.95,261.39,272.90,291.06,290.80,283.37,290.57,289.83,304.33,289.85,299.16,317.29,361.25,350.13,371.47,365.69,353.62,346.35,286.77,292.46,309.73,353.23,L5
2003-10-15 22:08:58+00:00,274.65,267.52,281.35,275.13,283.70,280.79,292.48,308.47,315.83,341.27,348.50,352.98,340.33,347.42,333.69,339.05,334.48,332.32,330.63,338.70,349.40,356.65,343.51,347.14,342.53,341.79,339.77,350.57,347.18,338.73,331.35,323.98,317.35,321.53,329.16,337.76,341.22,343.67,328.71,326.47,323.61,327.94,319.38,306.08,328.00,320.20,329.77,324.20,314.71,307.04,305.37,307.15,308.78,308.41,316.61,328.72,344.24,339.05,347.93,344.37,344.44,337.86,337.82,342.93,343.32,335.00,333.19,331.32,331.00,337.48,338.89,342.00,334.36,320.88,300.94,297.93,307.92,314.35,312.65,316.11,312.33,307.38,302.09,280.79,303.75,278.12,266.86,270.97,282.05,282.24,278.76,285.30,285.00,296.32,289.77,301.01,320.61,358.75,356.54,371.90,366.73,355.19,342.29,291.99,295.79,312.08,347.91,L7
2003-12-26 21:59:54+00:00,273.47,278.63,270.97,274.81,287.85,287.08,298.62,309.29,314.39,338.77,345.96,352.68,340.76,346.07,331.74,337.01,331.95,328.57,326.29,331.40,344.29,355.38,342.03,338.49,336.17,333.40,333.20,346.22,343.40,330.73,324.40,321.97,312.86,320.98,327.61,329.94,335.34,337.89,324.88,321.16,320.92,322.78,314.67,305.26,310.47,318.92,325.03,315.34,309.98,306.05,304.74,304.19,302.11,303.42,312.75,325.59,330.85,327.30,340.19,344.48,348.59,338.88,336.96,339.49,338.18,332.26,332.05,331.52,332.51,337.76,336.90,333.39,325.11,315.65,300.26,300.67,305.06,309.78,309.32,313.72,311.13,306.57,300.74,281.53,293.31,273.57,263.50,264.85,274.23,275.88,272.52,280.54,281.23,282.56,292.50,302.47,325.09,357.60,359.17,367.60,367.16,356.63,345.10,292.81,297.00,311.14,350.56,L5
2004-01-27 21:59:38+00:00,278.70,278.91,273.19,278.54,292.86,294.30,305.11,314.00,318.40,338.16,346.34,355.80,346.53,349.79,335.97,340.43,336.21,332.42,331.79,337.65,349.98,359.11,348.48,345.70,342.95,341.29,338.52,347.27,344.35,332.67,326.96,324.59,316.55,324.06,333.96,335.25,337.70,338.66,327.37,324.70,321.12,319.07,315.75,311.83,316.87,322.44,325.16,316.33,311.95,310.24,310.10,305.19,302.33,306.91,317.46,327.84,330.80,327.86,342.37,349.85,353.27,344.05,341.11,344.28,340.91,334.97,334.49,334.62,336.78,342.25,342.02,337.03,322.84,312.67,300.64,304.43,308.75,311.93,312.15,316.75,314.70,311.38,304.39,285.14,293.00,277.05,267.75,272.61,280.12,283.95,272.52,286.37,281.23,290.85,298.96,309.01,329.06,358.28,360.54,369.57,369.18,361.23,350.88,297.28,299.96,313.92,352.04,L5
2004-03-23 22:10:28+00:00,278.70,278.91,266.86,282.11,290.88,295.25,302.36,307.66,314.70,330.16,340.61,355.12,349.47,346.78,345.06,340.71,338.11,333.16,331.74,337.84,347.81,355.05,354.57,345.70,342.95,341.29,345.64,345.94,343.02,332.56,331.49,329.30,321.59,326.97,336.91,340.72,343.77,340.31,331.47,322.56,321.17,315.90,312.76,310.98,318.29,320.48,320.70,313.65,311.27,310.73,307.18,302.01,301.31,306.13,312.82,323.54,329.08,324.81,334.72,342.50,351.13,349.95,346.75,345.55,339.29,337.18,337.86,339.32,341.53,343.91,342.97,329.80,314.76,308.83,305.38,309.59,306.47,307.53,309.08,312.56,317.44,312.94,305.44,291.09,282.29,275.73,276.74,276.45,275.90,279.01,263.21,279.41,273.29,293.83,299.03,316.31,336.36,358.28,370.63,377.61,371.27,366.82,348.93,302.85,303.24,314.20,340.95,L7
2004-04-24 22:10:19+00:00,282.75,279.47,274.55,287.23,294.80,299.11,308.56,313.12,321.08,331.94,337.07,350.05,343.90,341.07,341.85,337.35,337.81,339.65,340.89,344.77,352.98,362.30,361.77,347.81,344.62,339.54,352.82,345.77,337.54,327.50,330.70,335.70,331.22,334.80,342.01,342.43,334.59,331.53,336.05,322.24,323.78,313.68,311.44,316.20,323.15,316.91,315.61,311.86,313.78,314.29,311.38,303.97,296.33,304.61,310.30,320.09,318.98,315.29,331.64,346.37,356.22,353.34,346.06,343.54,333.86,332.50,337.08,337.35,345.21,347.21,346.70,330.57,315.28,309.92,300.43,310.82,306.82,303.66,309.70,310.87,321.12,320.74,311.75,294.78,282.25,274.13,276.06,280.11,281.68,284.03,258.26,284.27,271.96,310.10,302.20,321.00,341.73,357.82,368.53,381.45,368.40,371.28,356.54,290.84,299.87,313.83,332.81,L7
2004-05-02 22:01:21+00:00,282.92,251.35,277.74,287.19,293.24,295.51,307.10,314.80,324.62,332.91,336.25,346.02,341.41,340.81,341.22,338.86,341.96,342.60,344.09,347.70,353.95,358.34,357.44,350.71,352.72,355.33,358.42,348.78,337.49,327.95,331.22,335.22,332.53,334.82,342.25,343.07,338.34,335.20,336.39,323.48,325.59,317.53,314.27,319.96,326.19,318.22,314.73,310.66,312.91,313.82,308.86,302.74,297.94,305.46,311.68,321.02,321.87,318.25,336.60,348.99,356.78,354.22,348.22,341.85,331.12,328.37,330.93,333.29,344.80,348.28,349.45,333.57,318.39,314.13,306.85,309.25,306.46,309.19,312.53,312.27,321.78,322.95,315.01,298.19,289.34,282.19,280.60,278.46,278.50,282.55,260.77,278.22,268.01,310.10,296.20,315.10,332.20,355.73,365.14,378.74,369.31,368.39,354.67,292.88,301.27,314.99,333.87,L5
