dates,satname,nzd0518-0000,nzd0518-0001,nzd0518-0002,nzd0518-0003,nzd0518-0004,nzd0518-0005,nzd0518-0006,nzd0518-0007,nzd0518-0008,nzd0518-0009,nzd0518-0010,nzd0518-0011,nzd0518-0012,nzd0518-0013,nzd0518-0014,nzd0518-0015,nzd0518-0016,nzd0518-0017,nzd0518-0018,nzd0518-0019,nzd0518-0020,nzd0518-0021,nzd0518-0022,nzd0518-0023,nzd0518-0024,nzd0518-0025,nzd0518-0026,nzd0518-0027,nzd0518-0028,nzd0518-0029,nzd0518-0030,nzd0518-0031,nzd0518-0032,nzd0518-0033,nzd0518-0034,nzd0518-0035,nzd0518-0036,nzd0518-0037,nzd0518-0038,nzd0518-0039,nzd0518-0040,nzd0518-0041,nzd0518-0042,nzd0518-0043,nzd0518-0044,nzd0518-0045,nzd0518-0046,nzd0518-0047,nzd0518-0048,nzd0518-0049,nzd0518-0050,nzd0518-0051,nzd0518-0052,nzd0518-0053,nzd0518-0054,nzd0518-0055,nzd0518-0056,nzd0518-0057,nzd0518-0058,nzd0518-0059,nzd0518-0060,nzd0518-0061,nzd0518-0062,nzd0518-0063,nzd0518-0064,nzd0518-0065,nzd0518-0066,nzd0518-0067,nzd0518-0068,nzd0518-0069,nzd0518-0070,nzd0518-0071,nzd0518-0072,nzd0518-0073,nzd0518-0074,nzd0518-0075,nzd0518-0076,nzd0518-0077,nzd0518-0078,nzd0518-0079,nzd0518-0080,nzd0518-0081,nzd0518-0082,nzd0518-0083,nzd0518-0084,nzd0518-0085,nzd0518-0086,nzd0518-0087,nzd0518-0088,nzd0518-0089,nzd0518-0090,nzd0518-0091,nzd0518-0092,nzd0518-0093,nzd0518-0094,nzd0518-0095,nzd0518-0096,nzd0518-0097,nzd0518-0098,nzd0518-0099,nzd0518-0100,nzd0518-0101,nzd0518-0102,nzd0518-0103,nzd0518-0104,nzd0518-0105,nzd0518-0106,nzd0518-0107,nzd0518-0108,nzd0518-0109,nzd0518-0110,nzd0518-0111,nzd0518-0112,nzd0518-0113,nzd0518-0114,nzd0518-0115,nzd0518-0116,nzd0518-0117,nzd0518-0118,nzd0518-0119,nzd0518-0120,nzd0518-0121,nzd0518-0122,nzd0518-0123,nzd0518-0124,nzd0518-0125,nzd0518-0126,nzd0518-0127,nzd0518-0128,nzd0518-0129,nzd0518-0130,nzd0518-0131,nzd0518-0132,nzd0518-0133,nzd0518-0134,nzd0518-0135,nzd0518-0136,nzd0518-0137,nzd0518-0138,nzd0518-0139,nzd0518-0140,nzd0518-0141,nzd0518-0142,nzd0518-0143,nzd0518-0144,nzd0518-0145,nzd0518-0146,nzd0518-0147,nzd0518-0148,nzd0518-0149,nzd0518-0150,nzd0518-0151,nzd0518-0152,nzd0518-0153,nzd0518-0154,nzd0518-0155,nzd0518-0156,nzd0518-0157,nzd0518-0158,nzd0518-0159,nzd0518-0160,nzd0518-0161,nzd0518-0162,nzd0518-0163,nzd0518-0164,nzd0518-0165,nzd0518-0166,nzd0518-0167,nzd0518-0168,nzd0518-0169,nzd0518-0170,nzd0518-0171,nzd0518-0172,nzd0518-0173,nzd0518-0174,nzd0518-0175,nzd0518-0176,nzd0518-0177,nzd0518-0178,nzd0518-0179,nzd0518-0180,nzd0518-0181,nzd0518-0182,nzd0518-0183,nzd0518-0184
2000-09-27 22:17:24+00:00,L7,339.81,339.42,337.81,339.58,342.32,340.74,344.67,343.14,341.49,339.18,345.27,345.35,350.09,344.20,347.28,341.56,179.28,194.81,257.42,265.34,277.27,351.67,384.70,390.74,377.61,377.29,385.91,389.05,388.32,384.33,377.75,373.64,371.49,370.08,367.61,366.74,364.91,361.31,360.34,359.66,356.87,355.71,360.41,357.63,358.76,359.93,356.62,359.03,353.38,353.78,349.15,345.07,341.29,333.72,333.50,327.34,321.68,324.38,330.37,328.09,332.60,330.00,330.52,330.35,330.40,327.86,326.95,326.76,322.28,547.65,560.63,328.62,326.25,330.32,328.23,326.57,326.48,346.60,340.41,343.49,347.65,354.19,346.41,335.32,343.70,347.45,336.58,330.64,332.42,314.28,307.07,308.05,303.31,306.30,,,286.51,291.61,285.28,304.77,314.35,306.17,327.17,353.87,358.36,365.53,359.73,362.07,348.85,340.11,351.74,363.23,358.88,362.62,361.09,361.07,367.82,360.41,351.88,358.74,362.59,365.59,369.01,370.01,363.36,367.09,361.90,364.05,,,361.58,363.91,362.37,357.13,350.47,345.87,339.57,330.39,329.60,320.75,324.35,313.78,317.17,329.88,334.79,342.62,354.41,360.50,352.85,354.07,341.79,316.88,334.05,336.50,,297.36,308.90,301.61,301.68,303.92,306.00,304.76,298.12,299.63,300.18,307.34,301.36,312.76,302.36,292.70,306.47,279.86,280.59,283.19,275.30,,,,,,,,,,
2000-10-29 22:17:19+00:00,L7,341.74,338.03,337.78,338.78,342.75,341.02,349.99,351.84,353.92,347.08,351.75,341.62,352.35,340.08,347.25,176.67,186.39,185.20,258.17,253.97,244.77,238.77,265.56,345.08,393.07,462.94,,395.18,383.68,388.60,397.61,401.89,396.52,390.92,380.88,381.38,374.42,372.10,370.00,367.34,363.41,366.64,364.44,368.78,367.38,365.39,365.48,364.77,359.65,358.45,355.96,348.21,349.81,343.00,342.87,338.57,333.01,332.71,338.09,336.89,340.25,338.36,341.78,337.56,336.17,334.22,336.35,334.14,336.17,333.74,334.35,336.34,338.15,338.60,339.70,340.75,336.94,337.65,342.81,349.23,354.10,360.41,354.34,350.07,356.30,355.57,350.88,348.92,347.32,346.26,338.38,330.53,328.71,324.13,327.88,323.39,330.31,318.93,331.43,331.91,341.40,334.89,354.44,357.69,367.28,370.38,373.93,371.38,373.70,366.94,367.35,374.18,371.21,379.86,377.20,377.94,379.66,377.03,375.97,381.17,380.18,380.64,387.46,389.26,391.97,391.78,388.18,388.19,383.47,384.73,378.92,378.05,372.06,367.56,360.71,365.38,357.04,358.86,347.23,335.95,335.22,335.91,343.00,341.10,348.78,349.31,356.10,358.53,360.20,363.33,363.80,361.64,358.36,356.53,358.23,353.59,,302.40,303.23,,305.29,309.99,308.83,307.96,308.38,309.69,333.54,325.47,322.31,341.86,347.82,327.96,330.79,333.13,341.15,333.66,333.68,328.89,339.43,334.62,339.05,349.04,350.40,356.63,365.64
2001-03-22 22:17:09+00:00,L7,,,,,,,,,,,,,,,,258.39,196.31,326.44,341.38,347.08,365.80,382.05,395.85,402.31,410.58,417.50,419.18,418.15,413.09,409.54,400.05,392.33,388.47,389.91,386.75,379.75,377.56,374.01,372.13,367.16,369.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.41,347.28,356.11,360.87,363.86,360.12,341.97,358.33,351.23,351.16,342.70,340.60,335.72,312.41,327.55,313.42,306.86,308.97,302.13,303.97,293.15,302.49,338.29,339.87,340.17,326.34,350.94,369.73,372.40,373.49,374.14,372.09,365.27,370.41,366.21,369.00,366.05,375.77,379.89,379.48,371.18,370.51,375.56,375.63,379.17,383.88,378.40,,,,,,,,377.62,376.50,364.73,356.89,356.09,351.24,352.71,344.53,336.55,,,,,,,,,,,,,,,,,,305.16,300.06,307.36,298.26,306.77,299.40,300.52,295.59,305.70,305.16,313.97,307.32,298.26,316.76,283.82,289.18,289.27,274.48,281.21,260.25,267.61,259.92,256.90,261.88,253.40,350.51,362.49,354.27
2001-04-07 22:17:01+00:00,L7,,,,,,,,,,,,,,,,,,,,201.79,345.44,355.50,350.72,378.71,394.02,408.51,410.63,409.11,409.12,401.48,397.27,390.57,388.09,390.24,382.81,375.18,373.23,374.50,369.02,363.13,362.36,359.45,363.22,366.08,364.86,365.07,365.16,361.83,360.13,363.37,356.75,355.23,348.84,343.93,340.87,338.22,333.22,333.49,336.53,339.26,331.11,331.72,336.11,337.35,331.99,333.72,333.21,334.40,331.78,332.04,333.96,333.10,331.22,331.51,332.71,333.33,341.72,340.83,343.04,347.55,347.28,354.02,358.42,337.23,353.75,343.42,331.22,331.34,322.93,301.13,310.62,304.67,309.24,306.19,300.71,293.05,287.97,283.13,293.61,283.01,307.47,319.18,312.27,338.43,,364.89,367.64,362.71,,,360.92,,,,363.03,365.60,,,302.07,,,361.40,341.48,293.21,292.33,285.21,284.15,291.75,290.35,288.35,,368.50,,355.87,263.15,255.03,252.89,248.90,250.12,249.56,247.03,256.65,257.21,275.82,261.12,329.58,,357.50,359.26,,309.31,293.16,306.37,300.00,287.97,315.00,298.77,291.74,287.98,297.27,289.95,297.17,287.09,287.67,289.63,284.34,291.88,301.28,298.28,283.39,299.66,269.34,275.87,276.70,264.09,271.19,254.15,246.60,247.74,241.02,246.58,238.39,259.67,267.53,355.02
2001-09-05 22:21:44+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.13,,294.59,305.80,298.95,289.91,301.50,304.65,302.22,291.93,299.97,291.62,297.46,287.97,286.73,287.49,295.40,292.43,304.85,296.78,283.45,300.27,276.94,279.69,274.79,260.85,269.93,244.81,249.37,248.15,239.87,246.54,244.35,260.62,358.50,396.41
2001-12-19 22:15:37+00:00,L7,366.24,361.00,358.45,352.90,350.09,344.91,339.68,342.23,345.11,349.69,337.54,338.60,343.03,343.85,343.57,335.34,332.47,332.14,341.11,358.32,368.53,380.48,403.44,413.24,409.42,422.45,431.10,432.83,427.79,423.07,407.03,375.89,365.61,399.24,396.79,385.59,389.31,381.98,396.68,,,,,,,,,,,,,,,,,,,,,,,,,371.71,371.52,372.04,374.42,381.29,383.42,380.08,378.67,379.83,382.29,378.40,389.92,388.28,398.82,396.41,407.65,420.17,412.35,423.11,439.20,,,,,,,,,,,,,,,,,404.86,407.14,420.32,,,,,,,,,,425.60,428.18,423.14,419.30,411.68,417.36,431.43,434.98,433.36,439.83,440.13,432.54,421.84,429.97,420.35,419.95,417.49,411.02,404.48,398.29,398.10,389.68,377.43,381.73,397.41,403.43,412.89,409.01,407.99,400.25,395.17,409.84,411.89,409.13,405.90,386.62,392.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-01 22:21:54+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.16,393.83,,383.50,388.64,385.51,371.63,382.15,,,,,,,,,,380.53,430.92,442.04
2002-07-15 22:15:19+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.97,288.31,265.73,262.32,,273.24,262.54,256.71,253.91,234.84,,233.28,241.37,254.70,246.83,256.02,261.79,266.46,278.79,248.97,312.38,305.72,319.59,303.21,,380.82,385.69,386.28,,,286.11,,275.93,,,271.84,,,,,294.35,268.08,302.92,,274.37,266.05,241.95,256.21,244.91,230.93,233.95,231.61,,223.69,254.98,257.67,240.82
2002-07-31 22:15:11+00:00,L7,344.05,332.26,327.54,335.10,331.13,333.57,333.07,,,,,,,,,,,,,,,,,,383.98,395.24,,,,,,,,,,,378.64,373.22,365.64,365.65,369.15,,,366.06,372.68,373.65,367.82,,365.35,360.66,350.98,352.03,346.24,345.75,349.15,342.01,339.18,338.89,342.44,345.85,347.69,349.93,348.87,353.28,355.59,351.62,352.52,351.73,356.08,359.36,357.84,358.08,359.70,353.13,362.14,360.17,363.91,368.90,,,,377.91,381.08,383.85,,,,,,284.97,297.22,300.83,297.52,295.97,283.41,287.59,275.10,277.66,275.10,282.41,,366.05,378.02,394.55,408.72,410.59,412.95,408.83,,,,,284.09,,,,,295.69,298.44,301.16,281.70,278.88,268.10,269.91,276.14,263.34,270.63,262.59,271.53,273.25,254.04,248.66,,265.35,250.21,251.02,234.90,232.54,223.28,207.50,235.77,243.13,240.84,251.49,254.38,256.03,266.90,244.14,304.35,294.73,302.96,287.07,286.69,292.41,274.42,312.40,296.55,284.33,272.66,284.05,289.80,,,280.13,275.00,,300.68,287.09,283.12,267.70,295.12,257.91,271.66,263.78,249.34,255.86,240.37,238.62,235.65,227.67,234.30,217.31,247.60,248.79,231.55
2002-08-07 22:21:18+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.45,323.37,322.43,319.62,329.70,369.75
2002-10-03 22:14:41+00:00,L7,338.30,334.82,331.30,330.68,331.61,328.82,322.66,319.52,321.18,317.72,315.22,319.62,320.95,139.21,164.53,315.26,344.37,341.92,340.57,347.61,356.32,367.22,374.39,379.27,390.21,392.12,394.53,396.10,394.61,395.60,390.87,386.57,384.79,385.93,386.12,379.62,375.93,374.40,376.51,373.89,370.56,371.92,366.82,369.77,369.96,367.79,367.58,366.31,364.90,361.62,361.96,358.52,350.28,346.98,343.25,337.97,329.94,335.09,336.56,339.41,337.90,339.10,335.99,336.05,341.27,335.95,339.93,338.35,339.77,333.58,331.31,333.29,335.57,333.79,335.52,331.53,334.78,345.86,344.61,349.47,353.91,362.62,358.73,329.05,339.64,350.11,337.22,335.33,333.86,330.26,307.92,312.26,303.40,311.31,304.90,305.69,321.98,302.71,301.13,319.68,332.43,336.90,335.06,311.95,,353.09,368.19,368.09,366.57,364.87,359.75,371.42,372.14,366.26,361.42,368.66,373.03,362.87,357.19,358.53,365.72,363.89,373.64,375.66,377.73,373.47,373.10,371.57,374.10,370.47,365.99,366.54,360.06,359.76,358.89,361.21,353.52,349.92,340.66,334.49,330.10,328.35,326.88,334.68,345.49,358.32,354.60,361.70,371.40,370.67,355.20,346.35,344.61,320.47,336.73,339.29,309.41,309.35,303.88,309.70,306.82,309.72,300.99,303.16,303.65,307.51,315.24,316.89,309.55,299.05,311.33,286.09,289.77,287.22,287.37,281.97,275.11,,,,352.68,347.29,341.95,352.33,357.67
