dates,nzd0518-0000,nzd0518-0001,nzd0518-0002,nzd0518-0003,nzd0518-0004,nzd0518-0005,nzd0518-0006,nzd0518-0007,nzd0518-0008,nzd0518-0009,nzd0518-0010,nzd0518-0011,nzd0518-0012,nzd0518-0013,nzd0518-0014,nzd0518-0015,nzd0518-0016,nzd0518-0017,nzd0518-0018,nzd0518-0019,nzd0518-0020,nzd0518-0021,nzd0518-0022,nzd0518-0023,nzd0518-0024,nzd0518-0025,nzd0518-0026,nzd0518-0027,nzd0518-0028,nzd0518-0029,nzd0518-0030,nzd0518-0031,nzd0518-0032,nzd0518-0033,nzd0518-0034,nzd0518-0035,nzd0518-0036,nzd0518-0037,nzd0518-0038,nzd0518-0039,nzd0518-0040,nzd0518-0041,nzd0518-0042,nzd0518-0043,nzd0518-0044,nzd0518-0045,nzd0518-0046,nzd0518-0047,nzd0518-0048,nzd0518-0049,nzd0518-0050,nzd0518-0051,nzd0518-0052,nzd0518-0053,nzd0518-0054,nzd0518-0055,nzd0518-0056,nzd0518-0057,nzd0518-0058,nzd0518-0059,nzd0518-0060,nzd0518-0061,nzd0518-0062,nzd0518-0063,nzd0518-0064,nzd0518-0065,nzd0518-0066,nzd0518-0067,nzd0518-0068,nzd0518-0069,nzd0518-0070,nzd0518-0071,nzd0518-0072,nzd0518-0073,nzd0518-0074,nzd0518-0075,nzd0518-0076,nzd0518-0077,nzd0518-0078,nzd0518-0079,nzd0518-0080,nzd0518-0081,nzd0518-0082,nzd0518-0083,nzd0518-0084,nzd0518-0085,nzd0518-0086,nzd0518-0087,nzd0518-0088,nzd0518-0089,nzd0518-0090,nzd0518-0091,nzd0518-0092,nzd0518-0093,nzd0518-0094,nzd0518-0095,nzd0518-0096,nzd0518-0097,nzd0518-0098,nzd0518-0099,nzd0518-0100,nzd0518-0101,nzd0518-0102,nzd0518-0103,nzd0518-0104,nzd0518-0105,nzd0518-0106,nzd0518-0107,nzd0518-0108,nzd0518-0109,nzd0518-0110,nzd0518-0111,nzd0518-0112,nzd0518-0113,nzd0518-0114,nzd0518-0115,nzd0518-0116,nzd0518-0117,nzd0518-0118,nzd0518-0119,nzd0518-0120,nzd0518-0121,nzd0518-0122,nzd0518-0123,nzd0518-0124,nzd0518-0125,nzd0518-0126,nzd0518-0127,nzd0518-0128,nzd0518-0129,nzd0518-0130,nzd0518-0131,nzd0518-0132,nzd0518-0133,nzd0518-0134,nzd0518-0135,nzd0518-0136,nzd0518-0137,nzd0518-0138,nzd0518-0139,nzd0518-0140,nzd0518-0141,nzd0518-0142,nzd0518-0143,nzd0518-0144,nzd0518-0145,nzd0518-0146,nzd0518-0147,nzd0518-0148,nzd0518-0149,nzd0518-0150,nzd0518-0151,nzd0518-0152,nzd0518-0153,nzd0518-0154,nzd0518-0155,nzd0518-0156,nzd0518-0157,nzd0518-0158,nzd0518-0159,nzd0518-0160,nzd0518-0161,nzd0518-0162,nzd0518-0163,nzd0518-0164,nzd0518-0165,nzd0518-0166,nzd0518-0167,nzd0518-0168,nzd0518-0169,nzd0518-0170,nzd0518-0171,nzd0518-0172,nzd0518-0173,nzd0518-0174,nzd0518-0175,nzd0518-0176,nzd0518-0177,nzd0518-0178,nzd0518-0179,nzd0518-0180,nzd0518-0181,nzd0518-0182,nzd0518-0183,nzd0518-0184,satname
2000-10-29 22:17:19+00:00,340.64,336.93,336.68,337.68,340.84,339.92,348.89,350.74,350.78,342.68,348.08,336.12,347.46,335.68,341.75,,181.50,180.80,,249.08,,,,,389.69,459.56,,393.27,381.48,386.40,394.23,398.96,394.32,389.23,379.50,380.09,371.83,368.72,367.25,365.34,361.65,365.01,363.34,366.46,365.28,363.07,363.04,362.18,356.27,355.52,352.58,344.54,345.81,338.60,338.47,335.82,330.42,330.88,334.42,332.49,335.36,335.61,337.78,332.67,331.28,329.82,331.46,328.64,330.67,328.85,329.95,331.45,334.48,335.22,334.81,334.46,332.05,331.36,337.31,343.73,349.21,354.91,348.84,344.57,351.41,350.07,344.59,342.63,341.82,341.37,334.71,326.53,324.71,320.46,324.74,320.25,326.64,315.26,326.54,327.51,335.11,327.56,348.94,352.19,362.39,367.79,369.93,365.88,369.30,362.54,363.35,371.04,368.07,376.72,374.27,374.56,376.73,,,,,377.89,384.32,,,,,385.05,,,,375.12,369.96,364.18,,,,,,,,,,,,,,354.53,356.20,,,,,,,352.49,,300.98,301.66,,304.19,308.89,307.73,306.86,307.28,308.59,332.28,324.37,320.84,340.60,346.72,326.86,329.69,331.22,,,,,,,,,,,354.64,L7
2001-03-22 22:17:09+00:00,,,,,,,,,,,,,,,,,212.75,341.24,356.18,,379.25,396.85,407.23,414.64,421.96,428.88,429.75,424.58,420.49,416.94,411.43,402.20,395.87,395.60,391.38,384.10,386.27,385.39,381.38,373.89,375.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.55,365.78,374.61,377.31,382.36,378.62,360.47,374.77,369.73,372.30,363.84,359.10,352.16,324.74,341.00,326.87,319.19,319.54,312.70,316.30,305.48,318.93,353.09,361.01,364.84,344.84,369.44,386.17,381.11,386.94,392.64,386.89,380.07,383.86,376.78,379.57,376.62,385.64,391.27,389.35,,,,,388.42,394.45,,,,,,,,,387.49,383.55,376.11,,,,,,,,,,,,,,,,,,,,,,,,309.93,305.35,312.46,301.96,310.47,303.10,304.22,299.29,309.40,309.39,317.67,312.25,302.49,320.46,287.52,292.88,295.70,281.88,288.61,265.02,276.86,271.30,269.23,273.26,265.73,,,391.27,L7
2001-04-07 22:17:01+00:00,,,,,,,,,,,,,,,,,,,,218.90,359.44,370.90,362.57,391.54,405.87,420.36,421.63,415.81,416.82,409.18,409.12,400.84,395.79,396.16,387.62,379.71,382.29,386.35,378.64,370.13,368.52,365.15,367.07,374.19,372.19,373.18,373.72,370.89,371.98,373.64,368.60,368.06,362.84,359.33,356.27,347.85,342.28,339.91,349.36,354.66,348.22,341.35,350.11,354.46,349.10,349.12,350.32,353.65,351.03,349.15,349.36,350.21,344.05,343.36,349.82,355.33,358.83,362.83,362.29,366.80,364.39,373.27,377.67,356.48,370.86,362.67,353.22,353.34,342.18,318.24,323.45,318.67,323.24,319.02,311.71,304.05,300.80,295.96,310.72,,329.47,344.85,331.52,357.68,,373.95,381.64,381.96,,,374.92,,,,373.30,377.45,,,310.63,,,371.02,,301.32,301.95,292.21,293.21,,299.41,296.91,,378.77,,367.72,273.42,262.03,258.02,256.23,255.43,259.19,250.88,262.15,266.27,,273.95,,,371.50,373.26,,316.31,304.16,313.70,303.85,293.89,318.85,302.62,296.71,293.48,302.58,293.80,301.02,290.94,291.52,293.48,288.19,296.28,305.13,303.41,287.79,303.51,273.19,279.72,283.40,271.79,278.89,259.12,256.23,259.59,253.85,258.43,251.22,276.78,284.64,393.52,L7
2001-09-05 22:21:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.02,302.75,297.35,287.45,299.90,303.05,300.16,289.64,297.76,290.02,295.86,286.37,285.13,285.89,293.80,290.60,303.25,294.65,281.62,298.67,275.34,278.09,272.01,257.65,266.73,242.75,245.37,243.23,234.54,241.62,239.02,253.51,,380.41,L7
2001-12-19 22:15:37+00:00,362.64,357.40,354.85,349.30,343.83,341.31,336.08,338.63,334.82,335.29,325.54,320.60,327.03,329.45,325.57,325.05,316.47,317.74,326.71,342.32,355.44,366.08,392.36,401.24,398.34,411.37,420.81,426.57,420.59,415.87,395.95,366.29,358.41,393.70,392.29,381.35,380.84,370.90,387.68,,,,,,,,,,,,,,,,,,,,,,,,,355.71,355.52,357.64,358.42,363.29,365.42,364.08,364.27,363.83,370.29,367.32,373.92,367.71,382.82,375.84,389.65,402.17,396.35,405.11,,,,,,,,,,,,,,,,,,390.46,386.57,,,,,,,,,,,415.31,417.89,412.85,409.70,400.60,407.76,,,,,,422.25,,,,,407.20,,,,388.50,382.82,366.35,,,,,,,,,,,,,,379.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-04-01 22:21:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.54,L7
2002-07-15 22:15:19+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.21,277.20,250.35,,,,249.21,247.62,247.24,225.32,,220.78,236.37,247.56,235.07,244.91,245.12,249.79,270.79,,,294.61,310.50,288.92,,,,,,,278.97,,270.93,,,266.84,,,,,287.68,262.37,297.92,,269.37,257.35,231.95,246.21,238.46,218.43,218.57,214.94,,207.02,232.76,,,L7
2002-07-31 22:15:11+00:00,341.60,329.81,325.09,332.65,326.87,331.12,330.62,,,,,,,,,,,,,,,,,,376.44,387.70,,,,,,,,,,,372.88,365.68,359.51,361.20,365.23,,,360.90,368.01,368.49,362.38,,357.81,354.13,343.44,343.86,337.33,335.95,339.35,335.88,333.42,334.81,334.27,336.05,336.80,343.81,339.96,342.39,344.70,341.82,341.63,339.48,343.83,348.47,348.04,347.19,351.53,345.59,351.25,346.17,353.02,354.90,,,,365.66,368.83,371.60,,,,,,,289.05,291.92,288.61,287.80,276.41,280.59,266.93,269.49,,,,349.72,365.77,382.30,397.83,404.83,404.04,396.58,,,,,,,,,,289.93,293.00,295.72,276.54,,,264.75,270.01,258.89,264.87,,265.77,267.81,246.50,,,,243.68,246.57,231.63,227.87,219.90,201.38,233.32,239.63,235.08,246.05,246.21,247.86,262.98,,,289.29,298.51,280.07,282.02,289.96,270.65,309.95,294.10,281.17,269.16,280.67,287.35,,,277.68,272.55,,297.88,284.64,279.85,264.90,292.67,255.46,269.21,259.52,244.44,250.96,237.21,232.50,228.11,219.50,226.76,209.14,236.71,,,L7
2002-08-07 22:21:18+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.25,L7
2002-10-03 22:14:41+00:00,343.70,340.22,336.70,336.08,341.00,334.22,328.06,324.92,336.61,339.32,333.22,346.62,344.95,,,330.69,368.37,363.52,362.17,371.61,375.96,388.82,391.01,397.27,406.83,408.74,409.96,405.49,405.41,406.40,407.49,400.97,395.59,394.24,392.87,385.97,388.64,391.02,390.01,383.71,379.20,379.92,372.22,381.14,380.25,379.16,379.58,379.02,381.52,376.02,378.58,376.52,369.92,368.58,364.85,351.47,342.65,344.09,354.56,361.01,361.90,352.60,355.63,360.05,365.27,357.55,363.93,365.35,366.77,357.58,352.91,357.29,353.57,350.41,359.52,362.39,358.78,376.72,371.61,376.47,377.91,389.62,385.73,356.05,363.64,377.11,368.08,366.19,360.86,354.26,325.92,331.90,323.04,329.31,320.33,321.12,339.98,320.71,325.13,341.28,363.29,372.90,362.06,338.95,,365.80,387.83,395.09,388.17,386.47,379.39,386.85,387.57,381.69,375.82,385.28,387.43,,,,,377.39,389.07,,,,,387.00,,,,380.94,370.35,376.38,,,,,,,,,,,,,,381.34,391.04,,,,,325.87,,344.69,314.81,316.32,311.59,317.15,312.22,315.12,306.39,308.56,309.05,312.91,321.41,322.29,316.75,305.22,316.73,291.49,295.17,296.61,,292.77,,,,,,,,,411.67,L7
2003-04-13 22:15:43+00:00,338.13,336.99,331.81,331.47,335.85,327.82,331.31,323.87,330.83,334.51,330.15,341.11,341.11,337.67,329.10,330.14,358.41,361.31,367.67,374.43,384.02,386.99,386.19,389.38,391.67,390.48,395.00,392.27,395.86,396.97,398.95,400.12,394.67,389.29,386.33,,382.05,385.54,381.08,372.02,369.02,368.94,367.65,375.60,374.84,372.83,374.59,370.45,372.34,371.60,371.07,364.16,367.27,363.60,358.58,345.44,337.54,341.46,345.03,356.99,356.54,350.45,354.77,361.49,354.90,353.07,357.43,364.00,364.68,361.00,351.34,357.74,348.80,352.80,355.76,365.20,360.73,372.91,368.19,371.53,374.80,376.95,379.09,335.99,361.03,364.35,361.96,361.49,324.31,321.66,321.77,322.50,320.66,319.70,311.22,302.97,302.79,297.98,310.79,300.18,335.57,366.77,354.96,332.69,,359.47,379.15,369.69,,,371.59,,,,,369.68,,,317.69,328.22,309.92,368.00,,307.24,303.18,297.86,297.21,307.57,300.30,299.24,294.34,280.71,272.45,294.15,285.44,265.03,,,260.34,,250.77,263.28,269.80,,,,,372.34,379.60,302.62,316.04,306.46,309.38,303.41,297.42,323.02,309.30,295.75,295.13,300.91,295.34,297.77,289.94,296.49,292.99,296.53,295.10,308.02,306.20,289.21,310.54,276.54,284.91,274.77,268.64,279.14,,258.78,266.90,256.46,261.46,,280.54,284.35,397.38,L7
2003-05-15 22:15:40+00:00,332.46,332.53,328.18,325.23,325.02,327.41,324.66,324.63,333.54,338.57,335.80,341.99,336.92,334.37,341.89,,347.58,344.14,359.17,363.59,373.20,388.57,386.10,383.49,391.82,388.69,,,,,,,,,,,378.82,375.81,370.70,372.71,371.75,,,,363.02,369.18,365.31,,370.07,369.38,363.46,362.63,358.57,357.67,353.82,346.15,339.11,333.66,341.18,351.62,355.23,,,,361.15,371.29,362.69,360.73,355.09,357.40,351.39,347.31,347.45,343.62,355.79,352.38,351.21,,,349.75,,,,300.76,,,,,307.63,306.45,317.29,317.08,314.79,311.59,300.00,301.97,291.14,293.75,296.91,295.74,331.85,,338.06,327.89,,350.53,361.77,,,,,,,,,,,306.37,307.95,307.52,291.42,,,278.52,286.38,276.75,284.23,273.97,283.48,287.05,272.11,251.87,253.81,282.03,263.98,254.33,240.08,232.63,220.37,209.38,229.66,249.20,248.16,252.71,266.95,269.82,280.69,,,302.07,309.76,298.13,294.94,295.74,280.83,266.92,287.27,287.88,275.00,284.89,279.70,289.90,277.10,282.72,275.50,277.98,271.09,292.94,279.42,253.59,290.75,260.47,268.07,264.09,,247.65,229.96,228.01,,,,210.01,268.26,267.63,,L7
2003-08-03 22:15:22+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.79,354.32,359.57,368.69,368.33,,,357.56,357.70,362.53,363.37,,359.42,350.34,343.20,342.29,344.72,343.72,336.83,335.50,338.43,340.90,329.95,321.95,321.99,335.57,336.27,333.75,334.53,330.79,328.57,337.73,345.29,333.36,,,,,,346.70,362.50,358.82,,346.91,,351.77,390.98,395.25,,,,,,,284.18,,281.91,274.01,272.30,273.66,,,,,,,,,,,,,,,,,,,,,,282.73,283.66,281.34,272.59,,,263.92,256.76,255.53,256.13,254.69,260.96,261.68,,227.83,233.37,250.25,238.52,237.05,230.50,221.22,203.41,235.02,224.05,233.78,223.43,244.10,231.97,236.46,253.73,,,279.28,289.51,265.12,279.47,285.06,264.26,251.39,268.95,269.15,264.26,270.96,268.66,273.16,266.97,262.51,261.53,268.08,265.53,278.13,276.40,248.37,289.07,250.39,268.75,248.02,,247.31,238.58,219.30,,,,202.11,231.72,,394.52,L7
