dates,satname,nzd0371-0000,nzd0371-0001,nzd0371-0002,nzd0371-0003,nzd0371-0004,nzd0371-0005,nzd0371-0006,nzd0371-0007,nzd0371-0008,nzd0371-0009,nzd0371-0010,nzd0371-0011,nzd0371-0012,nzd0371-0013,nzd0371-0014,nzd0371-0015,nzd0371-0016,nzd0371-0017,nzd0371-0018,nzd0371-0019,nzd0371-0020,nzd0371-0021,nzd0371-0022,nzd0371-0023,nzd0371-0024,nzd0371-0025,nzd0371-0026,nzd0371-0027,nzd0371-0028,nzd0371-0029,nzd0371-0030,nzd0371-0031,nzd0371-0032,nzd0371-0033,nzd0371-0034,nzd0371-0035,nzd0371-0036,nzd0371-0037,nzd0371-0038,nzd0371-0039,nzd0371-0040,nzd0371-0041,nzd0371-0042,nzd0371-0043,nzd0371-0044,nzd0371-0045,nzd0371-0046,nzd0371-0047,nzd0371-0048,nzd0371-0049,nzd0371-0050,nzd0371-0051
2000-08-03 22:10:43+00:00,L7,,,,,,,,416.47,401.30,397.98,388.92,385.54,386.67,393.46,,,,,,,,,,,,,,,,,,382.44,376.06,398.53,412.04,419.33,400.48,382.78,379.30,386.39,413.50,422.91,401.60,384.09,386.84,390.82,384.54,396.15,398.29,395.93,397.70,468.82
2000-08-19 22:10:38+00:00,L7,571.04,419.81,419.60,411.12,421.65,426.98,422.58,405.94,395.39,391.32,388.78,383.24,385.77,385.82,385.11,389.11,390.08,390.05,388.88,372.20,376.75,391.20,400.77,407.27,411.65,413.50,408.30,407.10,404.59,399.24,398.45,392.96,389.74,400.01,395.10,387.86,367.28,366.74,377.41,396.76,400.08,399.26,386.81,377.85,380.17,383.66,390.14,388.49,400.66,388.74,377.19,471.44
2000-09-04 22:10:22+00:00,L7,630.35,586.79,463.79,468.82,432.25,433.09,426.18,414.95,404.34,397.86,398.44,399.66,401.50,402.18,401.64,403.91,402.99,401.63,395.28,395.53,399.17,403.46,416.97,424.58,440.79,446.78,425.46,417.74,419.99,404.14,424.56,418.90,397.48,406.90,403.08,392.65,388.81,382.17,407.96,420.43,434.23,410.76,385.35,380.14,393.71,400.84,393.50,397.01,397.07,395.34,401.07,472.54
2000-09-13 22:04:02+00:00,L7,313.15,320.89,328.05,310.11,,339.81,,,,,,,,,,,,312.68,316.98,,,,,,,,326.34,331.60,,334.15,,347.22,339.18,,,,,,,,,,,,,305.91,312.02,315.99,324.66,,313.61,325.59
2000-09-20 22:10:03+00:00,L7,623.22,540.18,477.21,,,607.92,,,,,,,,,,420.99,,429.43,460.66,,,,,,,,,508.03,532.09,556.70,,,,,,,,,,,,,400.89,,,,464.27,461.76,465.38,,470.26,471.26
2000-11-07 22:09:53+00:00,L7,382.12,394.90,399.59,387.45,392.12,390.47,380.45,363.46,360.15,354.13,346.53,350.40,351.18,347.33,344.51,350.27,351.99,353.57,366.06,368.82,374.91,372.80,369.77,371.54,373.26,375.60,380.28,381.68,384.56,385.20,383.33,375.42,374.72,372.62,372.72,375.57,387.52,381.96,373.59,358.92,356.93,358.09,358.23,362.22,358.99,356.22,352.18,359.12,366.27,352.56,349.42,468.56
2000-12-18 22:03:49+00:00,L7,454.15,483.63,636.87,432.29,428.53,441.46,444.92,427.71,409.59,398.66,397.38,397.32,393.20,393.76,393.50,392.45,392.39,396.98,404.27,415.38,411.70,410.06,416.95,424.37,421.17,418.92,413.36,415.16,415.61,422.30,433.06,458.34,412.31,408.31,395.17,396.47,414.82,426.48,423.05,412.17,399.10,388.51,393.48,396.48,389.36,392.05,395.83,395.96,398.97,394.53,395.13,493.05
2001-01-10 22:10:03+00:00,L7,360.46,369.51,369.83,353.87,363.29,367.43,364.22,354.83,351.80,352.50,348.60,344.64,340.05,337.36,337.15,333.40,335.39,341.50,345.26,349.98,351.07,352.82,356.03,362.94,363.17,370.19,360.95,367.59,369.23,368.85,367.39,365.49,367.05,369.26,372.01,368.16,366.63,365.29,370.22,369.18,362.94,358.32,347.27,341.69,341.80,349.66,347.96,356.03,363.94,354.85,351.55,471.58
2001-02-20 22:03:48+00:00,L7,369.83,379.24,378.69,370.02,384.48,389.33,385.76,370.78,362.20,361.75,359.62,355.16,355.22,354.25,359.43,361.82,360.34,362.27,359.92,354.84,356.10,361.14,367.11,374.24,380.93,382.72,382.50,380.10,376.48,376.64,371.84,379.67,377.20,376.40,383.09,383.44,380.83,372.25,375.33,375.78,370.13,366.99,363.80,355.44,354.47,356.53,358.74,363.32,370.75,361.93,361.38,474.11
2001-03-08 22:03:44+00:00,L7,327.67,337.40,342.15,333.07,342.18,345.50,344.01,339.62,332.17,328.11,328.77,327.57,326.46,325.00,329.41,327.16,325.43,326.30,328.81,327.69,327.14,333.16,339.13,342.37,340.86,343.78,341.30,345.18,344.87,349.10,341.71,342.28,337.10,336.92,335.54,342.01,341.00,337.60,332.35,334.30,324.40,331.57,332.32,325.03,327.63,327.82,328.84,331.95,345.35,333.71,333.77,448.54
2001-03-15 22:09:51+00:00,L7,,,,,,,,,,,,,,,282.06,285.58,271.68,269.19,278.00,266.73,276.68,275.22,,,,,284.48,147.57,,397.97,,425.96,407.00,409.08,419.38,421.99,418.91,419.74,416.47,414.24,413.72,416.93,406.50,392.64,384.82,395.71,394.65,399.43,411.31,407.30,408.30,476.19
2001-06-28 22:02:45+00:00,L7,501.04,418.54,404.65,398.71,424.29,413.88,415.82,395.68,396.23,,,,,,,,,,,,,,,,,,,403.29,402.48,407.12,401.37,393.51,380.70,386.40,379.23,391.30,395.79,398.92,404.98,406.78,416.31,395.31,389.37,380.99,379.51,375.19,372.86,368.80,379.33,368.95,340.20,410.08
2001-07-05 22:08:57+00:00,L7,341.08,359.55,364.57,348.95,354.10,353.80,351.22,342.34,338.80,339.36,347.01,346.21,349.34,352.49,348.45,350.11,339.29,330.97,337.71,334.81,337.77,327.12,335.50,350.14,357.61,350.52,348.44,353.25,354.78,356.55,356.39,355.37,350.48,353.37,347.77,355.59,355.99,355.13,354.68,355.54,359.09,363.14,359.46,354.32,348.51,343.16,345.01,345.52,354.75,339.07,336.54,444.10
2001-07-14 22:02:45+00:00,L7,,,,,,,402.41,398.01,393.22,392.63,394.96,400.00,403.92,404.73,407.98,401.20,394.34,392.94,392.75,394.76,390.31,389.73,393.92,400.69,402.29,410.00,412.00,410.03,400.20,398.55,399.06,404.58,395.54,398.07,397.53,393.94,394.45,403.88,399.16,393.01,401.45,399.24,400.89,400.21,393.81,388.75,380.82,375.27,381.34,373.71,379.22,449.98
2001-08-15 22:02:14+00:00,L7,356.97,369.69,373.10,364.73,372.69,372.36,367.36,353.14,349.52,356.44,354.27,348.95,351.24,346.50,343.73,348.45,349.69,352.21,353.28,356.55,357.57,351.67,353.26,353.93,359.70,364.22,367.25,364.31,363.03,369.35,364.61,362.65,359.73,363.29,366.28,363.50,363.54,362.89,360.54,365.37,362.05,365.14,358.05,356.00,349.97,351.56,345.51,352.36,361.28,348.53,349.75,446.93
2001-08-31 22:02:05+00:00,L7,345.77,351.72,348.24,337.00,358.02,361.08,354.02,339.03,338.26,340.21,335.15,333.99,336.69,338.45,336.00,335.60,334.59,337.06,335.55,338.91,339.50,337.40,342.62,347.76,349.12,353.45,350.95,349.10,352.18,351.84,349.83,344.02,343.04,346.08,344.61,343.05,347.50,343.98,348.05,350.31,348.84,350.94,344.74,335.94,331.22,330.00,336.09,340.77,352.72,336.85,330.61,449.33
2001-09-23 22:08:02+00:00,L7,617.57,570.01,461.43,,,462.20,,,,,,,,,,,,424.00,414.16,,,,,,,,432.99,437.09,,427.82,,416.42,411.28,,,,,,,,,,,,,394.76,392.64,401.92,408.56,,399.52,471.92
2001-10-02 22:01:40+00:00,L7,366.75,371.00,373.41,365.10,377.89,384.81,379.05,367.49,362.57,354.39,351.60,351.60,351.82,351.20,355.33,356.80,358.15,356.73,360.52,365.87,360.80,366.95,369.49,367.63,365.66,366.04,369.86,374.61,374.21,369.42,377.18,372.02,370.96,367.07,365.04,364.61,366.21,364.04,367.51,371.27,371.17,368.81,364.70,359.68,356.19,349.94,351.20,355.03,365.88,355.36,352.28,470.08
2001-11-03 22:01:46+00:00,L7,384.92,387.28,388.74,379.98,385.54,383.11,,,,,,,,,,,,607.44,627.27,,,,,,,,539.74,562.55,,614.22,,523.37,624.65,,,,,,,,,,,,,549.43,638.81,592.39,641.44,,640.91,612.21
2001-12-21 22:02:05+00:00,L7,474.46,504.36,613.91,448.84,471.99,480.64,471.63,460.59,436.64,427.07,421.87,428.99,438.71,453.41,458.05,458.15,450.40,447.40,447.89,449.27,444.06,441.46,449.30,448.40,451.95,457.45,445.43,434.01,437.13,438.70,453.16,457.06,414.90,408.48,410.33,436.49,447.28,446.86,438.28,433.33,450.99,441.82,430.09,418.58,399.75,402.06,416.18,422.87,442.16,432.45,424.04,496.47
2002-02-14 22:08:29+00:00,L7,421.33,417.40,409.02,398.46,404.04,408.00,397.26,386.40,377.18,381.04,380.57,385.96,386.72,393.30,390.05,389.02,386.97,387.64,387.46,393.96,399.81,401.93,401.83,398.24,400.32,396.54,396.55,393.57,396.96,394.95,394.63,388.60,383.93,377.36,383.62,389.73,388.63,388.49,386.08,389.92,387.17,385.05,384.09,379.37,374.11,376.55,374.25,370.40,374.65,369.16,372.31,473.20
2002-03-11 22:02:19+00:00,L7,350.27,363.48,368.03,360.36,368.03,375.22,363.16,349.68,346.78,349.40,351.74,354.90,362.01,359.45,357.76,360.66,368.06,361.42,366.44,378.71,369.95,372.02,377.51,375.53,377.20,374.11,368.43,366.81,363.52,361.63,361.21,358.12,359.43,359.59,357.45,360.89,362.15,357.59,350.57,359.80,362.15,362.41,350.85,347.30,341.65,348.12,348.11,354.58,354.75,345.41,341.65,450.50
2002-06-15 22:01:55+00:00,L7,618.90,610.93,434.69,,,460.15,,,,,,,,,,,,385.79,400.01,,,387.04,,,,,381.94,405.41,,397.73,,404.60,362.44,,,,373.81,412.92,,,,412.66,416.68,395.04,385.50,405.53,577.36,623.33,424.04,389.10,549.03,540.54
2002-07-08 22:08:00+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-17 22:01:44+00:00,L7,444.64,536.36,611.68,400.19,408.56,412.11,406.21,403.35,400.92,396.32,378.62,387.58,390.41,389.98,389.34,403.69,413.60,417.29,428.54,426.39,437.20,429.12,425.00,422.49,404.33,400.03,388.35,387.23,390.41,387.09,383.96,389.27,386.19,393.33,388.24,393.45,405.20,,,411.01,,,415.08,,,,,,,,,
2002-08-09 22:07:45+00:00,L7,,,,,,,,,,,92.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.46,,148.54,
2002-08-25 22:07:36+00:00,L7,,103.20,,,,,,,,,,,79.62,,,220.98,,104.29,156.45,,,,,,,,,280.87,,273.77,,,,,214.44,,,,,,,,,,,276.64,289.74,285.18,288.36,,272.92,313.85
2002-10-05 22:01:07+00:00,L7,328.60,345.05,345.80,340.85,347.54,346.37,341.45,328.05,322.31,318.35,319.59,323.88,318.56,,253.99,268.46,303.85,303.16,334.48,342.64,345.02,342.37,348.89,351.18,345.28,342.99,338.44,335.89,328.83,332.51,333.22,336.09,332.32,339.84,336.07,338.49,342.46,340.50,339.16,339.33,338.27,334.46,333.60,336.30,331.31,323.55,320.05,324.39,331.67,320.01,320.93,449.05
2002-11-13 22:07:30+00:00,L7,409.08,420.36,419.15,406.39,410.26,409.62,400.85,387.35,377.76,372.51,375.76,373.87,375.50,375.69,377.57,386.13,387.38,386.65,389.70,394.18,394.27,403.50,403.14,401.10,396.20,395.58,392.87,396.67,399.77,398.47,400.24,396.21,387.39,389.52,384.34,386.73,388.08,395.64,390.63,384.41,372.06,368.27,376.79,385.36,379.73,371.98,367.13,372.85,383.99,375.54,371.23,473.87
2002-11-29 22:07:49+00:00,L7,400.92,427.41,432.65,417.12,406.40,404.03,398.19,387.18,376.51,371.17,367.29,368.95,373.53,373.04,371.90,376.33,381.50,383.20,384.80,383.04,380.75,388.25,393.29,393.21,396.53,401.85,391.56,393.89,395.09,390.52,390.50,385.90,379.56,374.75,382.18,383.72,388.90,386.84,382.57,382.99,378.37,365.85,371.01,382.72,385.43,371.10,365.06,368.00,375.11,374.99,368.46,473.82
2003-02-01 22:08:09+00:00,L7,357.06,364.92,363.64,355.66,361.92,366.20,361.48,352.91,349.17,350.15,350.48,346.34,340.28,344.07,342.61,341.60,340.48,345.49,344.88,347.39,347.73,356.98,353.74,357.11,361.61,359.92,355.70,343.75,339.42,340.88,349.73,346.44,341.69,338.70,342.72,355.23,361.59,360.29,365.05,358.86,353.91,351.29,348.15,344.91,344.94,345.84,341.71,344.00,356.78,347.51,351.42,469.32
2003-02-26 22:02:04+00:00,L7,370.82,387.33,392.00,391.56,396.72,397.04,383.60,374.15,365.29,364.95,364.33,369.83,373.14,373.28,372.00,373.70,374.19,381.85,381.03,380.25,375.52,371.62,372.13,377.70,382.12,378.56,376.47,376.93,367.52,364.33,362.64,354.86,362.10,367.16,375.62,362.64,358.94,362.04,375.64,378.27,376.77,371.74,364.34,361.43,362.38,355.30,357.06,368.12,369.78,365.65,366.58,469.93
2003-03-05 22:08:19+00:00,L7,413.81,413.94,416.37,405.23,405.63,408.89,398.37,383.17,381.82,381.59,382.54,379.45,379.97,384.75,385.13,389.25,388.81,392.37,389.07,390.31,379.25,385.98,382.37,392.84,399.12,404.91,398.19,394.62,395.78,395.10,389.64,380.34,365.55,372.24,393.29,398.03,394.76,397.92,392.18,404.30,394.42,395.59,389.40,379.91,372.15,369.18,371.26,376.86,391.58,386.96,384.35,475.08
2003-03-21 22:08:15+00:00,L7,,,,,,,,,,,,391.32,401.33,,,,,251.55,398.30,404.21,399.48,402.11,402.32,405.60,418.73,415.71,323.15,301.02,,394.60,,,,,,,418.82,414.46,410.88,421.34,430.16,412.07,399.94,,,,368.25,391.27,393.72,,192.12,468.55
2003-05-24 22:08:16+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.68,386.44,388.87,389.42,386.89,388.45,394.14,387.45,394.28,390.68,382.89,379.18,373.88,378.30,379.82,388.88,372.78,368.63,448.49
2003-07-20 22:01:56+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,406.69,402.01,403.21,401.58,395.95,403.42,401.04,401.36,394.06,,,,,,399.12,404.68,402.08,394.79,374.86,392.21,392.27,395.13,399.90,,,,,,360.73,449.02
2003-07-28 21:50:04+00:00,L5,331.93,354.23,356.78,346.87,342.27,333.24,321.36,313.99,304.57,314.70,310.94,315.72,319.36,322.83,317.83,321.33,326.34,332.53,333.92,332.83,332.75,332.77,330.25,332.75,333.91,334.58,338.35,337.45,339.43,335.66,333.69,335.67,340.01,337.69,338.13,342.95,348.42,348.54,344.35,335.07,328.80,330.59,325.19,337.07,333.68,327.28,318.86,321.50,327.90,317.67,314.44,439.09
2003-08-28 22:07:57+00:00,L7,357.82,373.53,374.05,,,355.03,,,,,,,,,,,,358.28,355.06,,,,,,,,353.80,361.25,,354.01,,345.37,344.61,,,,,,,,,,,,,337.59,316.92,327.58,,,97.38,
2003-08-29 21:50:38+00:00,L5,395.05,402.46,396.59,383.69,370.53,357.41,348.69,336.74,338.88,337.72,343.79,341.90,341.61,339.40,339.38,342.51,352.29,352.01,353.55,354.68,,,,,,,,,,,,,,,,,,374.59,365.80,363.38,358.89,363.10,357.88,355.41,352.67,350.54,346.64,350.39,357.33,353.75,341.77,438.02
2003-09-14 21:50:54+00:00,L5,530.71,504.20,470.99,425.38,410.73,403.44,381.68,370.09,362.33,365.02,367.39,369.19,371.13,376.16,376.74,381.53,385.90,392.99,396.50,389.76,396.88,395.64,397.59,386.93,377.49,380.87,385.32,387.91,393.46,387.11,379.24,368.87,374.57,376.80,390.68,395.82,392.97,393.75,387.13,384.87,382.74,387.72,391.59,385.82,379.82,375.39,373.04,369.59,373.08,369.46,368.12,479.72
2003-10-16 21:51:19+00:00,L5,,545.77,632.38,478.31,440.71,425.38,407.93,393.18,387.52,385.67,396.16,407.26,419.13,428.62,426.13,430.99,423.73,419.34,419.15,421.46,418.12,417.72,418.92,425.16,422.17,416.40,407.53,399.66,403.89,407.12,416.24,417.85,398.94,412.11,417.96,428.59,417.29,421.29,424.36,429.55,,,,,,,,,,,,
2003-11-17 21:51:45+00:00,L5,588.03,470.47,454.75,436.59,427.45,408.84,399.83,384.22,387.59,391.86,394.73,396.00,401.16,401.95,407.35,408.37,407.35,418.34,411.92,408.61,408.23,406.38,406.32,407.88,400.90,402.43,395.90,399.35,403.88,397.51,394.09,390.58,395.20,403.06,401.96,410.32,401.41,394.06,397.16,407.84,410.23,404.45,396.86,394.96,391.39,390.31,385.19,389.23,397.36,391.65,386.31,482.12
2003-11-25 22:02:05+00:00,L7,,,,,,,350.48,339.82,339.94,343.54,345.37,347.58,349.93,351.00,355.08,,,,,,350.04,350.34,353.86,357.55,353.76,354.13,354.14,351.33,356.51,,,,,,351.51,357.80,359.22,354.21,352.35,356.30,362.38,359.73,356.92,,,,,354.77,361.79,353.03,348.52,468.56
2003-12-02 22:08:15+00:00,L7,401.95,406.50,406.40,390.50,383.54,,,,,364.22,364.45,361.40,369.19,374.23,376.69,375.02,375.90,371.91,379.40,,,,,387.36,387.80,383.35,379.23,376.02,380.61,383.51,379.87,368.48,,,,,,377.33,368.44,369.19,372.22,376.07,370.74,361.97,359.46,356.10,,,,,,
2003-12-10 21:58:05+00:00,L5,404.65,413.22,412.14,395.03,383.82,378.16,361.86,351.99,347.29,353.15,362.75,363.38,363.13,376.69,387.40,382.69,375.94,369.57,372.46,376.82,368.37,365.91,354.31,359.22,358.16,363.46,371.06,386.49,388.89,387.64,385.81,382.60,376.03,366.76,365.23,379.97,384.29,383.66,373.77,366.17,375.45,377.67,379.41,375.17,372.00,366.41,373.84,363.52,371.66,363.01,360.43,481.77
2004-01-03 22:08:30+00:00,L7,380.33,384.35,382.59,366.55,360.10,353.72,,,,,346.23,353.14,354.36,362.84,361.24,361.25,358.29,355.02,356.03,356.15,,,,,360.58,359.58,362.84,366.52,367.56,366.03,361.04,354.01,351.47,354.90,,,,,370.20,369.10,366.49,365.18,359.40,363.11,360.57,357.64,353.96,,,,,113.96
2004-01-12 22:02:19+00:00,L7,645.66,588.36,461.53,434.37,430.09,415.35,401.39,,,,,,408.16,409.91,407.27,412.04,413.09,420.77,419.15,414.23,412.85,,,,,,413.04,419.40,419.82,412.00,413.45,405.55,396.68,398.48,398.48,,,,,,409.09,403.86,398.94,410.15,409.73,398.00,389.18,389.61,404.61,401.81,,
2004-01-19 22:08:35+00:00,L7,353.80,374.41,374.86,,,347.43,339.79,,,,,,,,,,,343.29,341.32,,,,,,,,346.16,345.54,,349.95,,341.52,337.88,,,,,,,,,,,,,351.17,348.74,345.86,,,174.07,216.06
2004-03-23 22:08:52+00:00,L7,,,,,,423.63,,393.33,,,,,,,,,,392.27,393.15,,,,,,,,415.50,424.19,,434.19,,407.06,407.90,,,,,,,,,,,,,,,,,,,
2004-04-08 22:08:48+00:00,L7,,,,,,620.90,,,,,,,,,,,,633.03,628.15,,,,,,,,513.93,541.41,,,,636.51,625.60,,,,,,,,,,,,,537.15,522.13,556.26,554.67,,493.01,476.82
2004-04-25 21:53:23+00:00,L5,611.24,586.12,528.54,429.59,442.29,441.70,429.74,409.29,396.49,391.19,387.79,391.23,392.31,395.03,394.10,401.15,402.56,399.24,402.19,397.07,388.45,388.51,384.39,392.20,398.31,407.53,409.65,409.95,405.34,408.57,403.65,415.18,406.37,408.03,411.24,412.89,411.06,418.94,421.49,411.02,415.68,415.05,412.95,394.02,391.56,399.85,410.77,408.53,408.68,409.48,401.91,460.53
2004-05-18 22:00:14+00:00,L5,347.56,361.44,371.85,369.66,372.04,374.58,360.81,338.75,330.87,331.53,325.90,330.05,347.41,350.02,354.67,350.13,347.26,347.02,343.99,335.00,335.05,334.54,335.03,337.96,336.79,343.18,357.08,356.88,357.80,358.33,352.26,348.89,348.33,352.53,351.41,356.36,364.85,367.57,375.00,372.68,370.29,372.44,370.62,356.23,349.69,352.35,352.29,353.23,362.97,356.99,365.56,457.13
2004-05-19 22:02:35+00:00,L7,349.48,367.64,381.27,373.12,,,,,,333.03,328.07,339.50,343.51,347.72,354.46,355.99,352.59,345.32,,,,,,336.96,333.89,348.66,354.85,360.04,356.31,361.70,358.43,356.07,,,,,,367.34,370.03,374.64,371.07,369.73,370.12,365.38,364.79,,,,,,,
2004-05-26 22:08:45+00:00,L7,445.96,483.22,562.74,459.56,461.84,458.44,433.98,419.27,407.41,400.10,396.46,,,,,416.40,412.07,408.73,411.19,413.47,418.32,414.92,410.77,420.11,,,,,439.00,441.22,441.78,441.25,403.18,409.91,404.44,414.92,415.65,426.70,,,,,430.92,424.65,401.03,394.11,404.50,419.76,432.37,418.25,419.96,450.07
2004-06-12 21:54:47+00:00,L5,,,,,,,,,,,,,,,,356.62,349.31,347.03,350.46,357.21,369.27,364.46,353.91,358.82,361.78,364.41,374.02,378.06,376.20,375.35,382.64,378.93,,,,,,,,,,,,,,,363.16,367.22,380.12,367.42,364.99,442.35
2004-07-13 22:08:34+00:00,L7,374.43,379.98,383.06,377.79,,,,,370.32,368.48,363.08,358.06,352.90,345.49,348.81,348.44,353.65,353.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.39,366.04,454.58
2004-09-08 22:02:05+00:00,L7,609.05,444.06,,,,,,416.18,408.27,404.41,397.94,392.80,388.57,391.48,385.89,380.41,,,,,,401.57,405.33,404.07,400.70,395.79,396.42,403.87,402.60,404.05,,,,,,392.10,390.19,386.69,389.84,392.46,397.18,399.64,396.82,,,,,,,390.05,388.96,472.72
2004-09-24 22:02:01+00:00,L7,382.70,392.55,388.99,381.80,385.19,,,,,,357.55,352.98,345.97,342.17,338.93,340.87,344.40,347.37,352.44,,,,,,365.91,366.43,363.82,365.02,364.87,362.18,355.91,359.67,362.03,,,,,,351.05,359.26,364.28,361.83,359.13,353.96,344.53,339.30,,,,,,
2004-10-01 22:08:09+00:00,L7,115.58,130.23,,306.45,,379.25,,,,,,,,,,,,325.43,328.69,,,,,,,,356.46,,,,,333.62,342.16,,,,,,,,,,,,,347.67,348.82,353.78,367.04,,357.61,372.77
2004-10-10 22:01:56+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.51,324.04,,,
2004-10-18 21:57:59+00:00,L5,395.89,432.81,438.07,455.21,446.20,440.23,428.11,418.77,411.59,412.04,384.76,392.14,,363.02,379.92,376.10,372.40,380.16,390.40,395.02,398.84,409.27,407.50,409.02,421.71,410.34,403.99,402.07,399.71,392.35,402.11,389.80,385.88,406.54,419.07,426.42,420.34,405.12,382.65,377.19,376.77,398.67,413.46,405.74,392.21,388.82,376.15,375.78,417.69,407.68,405.65,482.14
