dates,nzd0371-0000,nzd0371-0001,nzd0371-0002,nzd0371-0003,nzd0371-0004,nzd0371-0005,nzd0371-0006,nzd0371-0007,nzd0371-0008,nzd0371-0009,nzd0371-0010,nzd0371-0011,nzd0371-0012,nzd0371-0013,nzd0371-0014,nzd0371-0015,nzd0371-0016,nzd0371-0017,nzd0371-0018,nzd0371-0019,nzd0371-0020,nzd0371-0021,nzd0371-0022,nzd0371-0023,nzd0371-0024,nzd0371-0025,nzd0371-0026,nzd0371-0027,nzd0371-0028,nzd0371-0029,nzd0371-0030,nzd0371-0031,nzd0371-0032,nzd0371-0033,nzd0371-0034,nzd0371-0035,nzd0371-0036,nzd0371-0037,nzd0371-0038,nzd0371-0039,nzd0371-0040,nzd0371-0041,nzd0371-0042,nzd0371-0043,nzd0371-0044,nzd0371-0045,nzd0371-0046,nzd0371-0047,nzd0371-0048,nzd0371-0049,nzd0371-0050,nzd0371-0051,satname
2000-08-19 22:10:38+00:00,432.24,414.08,398.45,427.58,407.65,416.94,415.88,402.40,390.70,387.25,380.99,380.18,377.67,373.84,368.06,368.22,369.38,368.64,371.33,378.44,387.56,394.78,404.27,408.30,401.94,400.38,387.86,388.10,390.97,389.58,392.64,384.55,373.34,387.01,388.32,388.16,380.73,381.06,384.13,395.80,404.84,392.59,388.60,379.52,379.69,377.54,378.38,380.85,387.64,382.01,376.39,445.97,L7
2000-09-04 22:10:22+00:00,432.24,402.19,402.72,427.70,402.35,410.26,406.66,394.22,382.80,377.85,372.85,372.34,372.96,369.55,368.43,370.53,372.23,367.24,369.21,372.91,378.49,383.49,393.18,400.60,402.67,404.37,389.52,383.77,391.94,383.70,393.73,383.51,373.99,385.38,385.92,383.27,376.11,372.04,377.98,389.15,400.43,391.63,382.18,375.36,376.12,374.47,373.00,374.25,381.20,377.00,374.08,449.10,L7
2000-09-13 22:04:02+00:00,432.54,401.86,401.11,415.37,402.35,402.02,403.88,394.23,381.75,376.87,371.94,370.87,371.49,369.29,367.35,370.97,373.97,364.48,366.91,370.64,375.23,381.58,389.43,394.03,398.79,401.38,383.17,379.16,388.93,379.59,393.16,381.61,371.40,384.38,385.31,382.41,373.36,367.36,373.00,381.89,394.40,391.63,376.38,368.49,373.70,370.45,370.40,370.69,378.27,376.65,367.22,447.70,L7
2000-09-20 22:10:03+00:00,436.26,401.92,406.51,415.37,402.35,401.50,403.88,394.23,381.75,376.87,371.94,370.87,371.49,369.29,367.35,376.33,373.97,371.69,368.99,370.64,375.23,381.58,389.43,394.03,398.79,401.38,383.84,380.92,388.93,381.00,393.16,383.10,371.86,384.38,385.31,382.41,373.36,367.36,373.00,381.89,394.40,391.63,376.28,368.49,373.70,371.39,370.81,371.62,377.52,376.65,365.63,453.33,L7
2000-11-07 22:09:53+00:00,428.21,405.17,407.86,410.06,402.94,401.69,399.40,389.04,379.43,374.32,368.86,368.49,369.14,366.90,363.78,372.83,370.62,370.53,370.17,372.33,377.29,381.53,386.66,390.55,394.55,397.08,384.92,382.71,389.98,383.13,392.58,383.22,373.22,383.36,384.12,382.54,377.53,371.78,374.84,379.01,388.62,386.42,374.53,368.74,372.26,370.45,369.37,370.90,377.14,373.33,364.54,456.87,L7
2000-12-18 22:03:49+00:00,406.47,410.64,410.35,407.62,401.34,402.12,404.12,391.44,379.89,373.72,369.74,371.00,371.44,370.24,368.83,375.75,372.00,372.22,370.76,375.62,378.27,382.02,388.76,394.58,399.36,401.34,387.21,387.12,393.83,385.98,399.04,391.40,378.10,387.76,386.11,383.68,382.27,377.33,380.03,382.71,388.54,385.21,374.64,369.46,371.11,367.11,366.89,371.54,376.51,374.72,367.88,463.81,L7
2001-01-10 22:10:03+00:00,406.47,417.88,413.26,406.15,403.01,404.07,403.87,391.78,381.65,376.63,372.66,372.13,371.73,371.21,369.12,374.21,371.31,373.36,372.95,377.12,379.46,382.81,388.84,394.88,398.75,401.74,389.28,390.31,395.54,388.65,398.51,392.44,380.20,388.97,388.06,385.92,383.96,380.15,383.92,385.97,389.80,385.56,374.88,369.66,371.06,369.35,368.92,373.46,379.45,376.24,370.28,468.24,L7
2001-02-20 22:03:48+00:00,406.47,427.77,417.69,408.73,406.37,406.80,405.51,391.55,382.82,378.18,375.31,373.89,372.69,372.18,371.70,376.09,373.08,375.82,375.63,381.37,383.05,384.51,389.82,395.99,400.32,403.30,392.48,393.31,397.63,391.31,399.94,400.27,385.32,390.16,388.68,387.16,391.19,389.53,394.49,391.75,389.12,380.43,373.92,371.09,371.57,369.63,369.47,372.82,379.70,375.74,371.45,474.45,L7
2001-03-08 22:03:44+00:00,406.47,430.60,418.17,401.50,408.28,408.80,405.67,393.08,384.98,380.83,377.98,373.70,371.91,373.34,371.48,375.16,371.79,376.91,378.38,382.03,382.87,384.68,388.48,393.78,394.56,396.93,392.29,395.05,396.83,393.99,395.82,399.36,384.48,387.24,386.24,389.48,392.69,393.07,393.59,388.75,381.38,377.05,375.46,372.52,370.80,369.32,370.55,372.35,382.94,375.87,372.09,478.75,L7
2001-03-15 22:09:51+00:00,393.14,436.54,424.19,401.50,408.28,413.00,405.67,393.08,384.98,380.83,377.98,373.70,371.91,373.34,371.48,375.16,371.79,380.95,382.66,382.03,382.87,384.68,388.48,393.78,394.56,396.93,397.48,399.74,396.83,394.82,395.82,402.67,388.16,387.69,388.58,391.32,393.88,393.93,393.31,388.91,382.68,380.11,376.82,372.29,369.55,374.47,374.51,377.68,387.57,377.52,378.07,475.93,L7
2001-06-28 22:02:45+00:00,,445.83,426.39,393.52,408.16,408.63,402.12,389.89,385.27,389.34,387.55,378.36,376.48,380.76,377.90,376.70,376.29,385.25,386.55,380.07,380.67,384.94,389.99,395.75,397.56,401.47,403.47,398.71,394.41,391.94,389.08,393.38,383.14,384.95,387.18,391.88,389.97,389.26,391.87,392.06,389.50,384.32,378.35,369.66,368.15,372.98,372.61,374.41,386.14,375.85,384.53,482.15,L7
2001-07-05 22:08:57+00:00,,443.09,425.06,393.64,406.39,406.71,399.47,387.92,383.51,386.26,386.83,378.39,377.77,383.11,378.61,378.12,375.11,381.10,383.76,376.83,378.02,378.56,384.44,392.42,395.64,396.80,399.13,397.15,392.94,391.42,388.19,392.43,381.88,383.87,384.80,390.54,388.49,388.28,391.05,391.35,389.81,385.50,379.91,371.81,369.58,373.39,373.39,374.30,386.29,374.43,381.39,479.06,L7
2001-07-14 22:02:45+00:00,,441.84,424.14,391.99,405.56,404.93,395.44,384.89,380.12,381.71,383.84,379.74,381.24,385.37,383.82,382.57,377.35,379.37,381.05,375.53,375.33,375.29,381.41,389.36,392.92,394.25,397.31,393.97,389.13,388.04,385.77,390.61,380.15,382.19,382.57,387.55,386.64,387.42,387.54,386.99,387.90,385.03,381.56,374.27,370.96,371.57,370.54,370.21,380.85,370.28,376.93,467.74,L7
2001-08-15 22:02:14+00:00,409.97,432.63,418.00,390.78,403.23,402.65,393.71,382.54,377.97,380.19,381.46,376.61,378.26,381.13,378.83,378.78,374.85,377.47,379.03,374.76,374.81,373.59,378.81,385.30,389.31,391.28,394.83,391.97,387.31,387.53,384.45,388.78,378.92,381.17,381.93,386.00,385.03,385.81,385.85,386.06,386.37,384.08,380.09,373.55,369.85,370.88,369.12,369.56,380.22,369.06,374.92,466.04,L7
2001-08-31 22:02:05+00:00,409.97,427.42,411.64,384.97,398.74,397.80,388.97,377.81,374.54,376.55,377.23,372.94,375.13,378.64,374.71,374.10,370.27,373.10,374.82,372.14,372.06,369.42,374.49,380.58,383.52,385.99,389.19,387.36,383.73,384.40,381.20,384.09,374.35,377.16,376.75,380.59,380.58,382.13,382.36,382.83,383.74,382.15,377.73,371.13,366.89,367.50,366.30,366.69,378.05,365.84,370.27,462.24,L7
2001-09-23 22:08:02+00:00,409.97,421.65,410.09,381.85,396.77,401.06,387.23,374.71,372.27,375.25,375.93,372.79,375.80,378.63,374.54,374.34,369.98,375.90,375.16,371.76,371.79,366.98,371.82,378.63,382.68,385.05,390.79,388.73,382.31,387.40,381.05,381.62,375.16,375.49,373.13,376.28,377.50,379.76,381.25,381.97,385.32,381.55,377.30,372.29,367.40,366.10,364.35,366.02,375.19,360.22,366.39,457.53,L7
2001-10-02 22:01:40+00:00,409.97,427.65,413.95,387.46,401.96,405.82,392.09,379.73,376.88,378.54,378.53,374.95,377.40,380.61,377.10,377.23,374.01,378.93,378.94,376.98,375.99,373.37,377.76,382.83,385.68,387.65,393.53,392.05,386.29,389.40,385.07,384.82,378.12,378.23,375.93,379.00,379.77,381.81,384.30,385.52,388.30,384.10,379.87,374.86,370.20,368.36,367.04,368.45,378.43,364.08,369.37,463.36,L7
2001-11-03 22:01:46+00:00,417.95,425.05,413.17,388.94,401.95,404.92,392.09,379.73,376.88,378.54,378.53,374.95,377.40,380.61,377.10,377.23,374.01,378.93,378.94,376.98,375.99,373.37,377.76,382.83,385.68,387.65,393.53,392.05,386.29,389.40,385.07,384.82,378.12,378.23,375.93,379.00,379.77,381.81,384.30,385.52,388.30,384.10,379.87,374.86,370.20,368.36,367.04,368.45,378.43,364.08,369.37,463.36,L7
2001-12-21 22:02:05+00:00,409.12,429.04,413.17,392.76,407.22,410.24,399.50,387.33,381.46,382.02,381.14,380.00,383.67,388.13,386.64,386.77,382.79,384.76,384.84,385.08,383.38,380.77,385.73,389.81,392.77,395.33,396.99,393.84,390.17,392.60,391.84,390.88,380.41,379.92,378.21,384.25,386.78,388.14,388.62,388.97,393.86,389.38,384.08,378.14,371.46,369.61,370.22,372.66,383.43,370.88,373.79,465.72,L7
2002-02-14 22:08:29+00:00,408.69,434.75,416.77,402.92,416.54,421.51,414.82,402.71,393.00,390.01,386.63,387.42,390.77,398.42,397.14,397.18,394.81,396.03,394.58,399.29,398.33,399.22,403.10,402.79,404.05,405.66,404.62,403.14,402.41,401.23,404.45,400.31,388.47,384.30,385.45,394.22,396.96,396.59,397.27,398.50,401.83,397.40,391.65,384.14,376.07,375.35,378.76,382.30,393.48,384.21,380.44,475.48,L7
2002-03-11 22:02:19+00:00,408.69,437.10,420.73,407.59,418.54,423.86,417.11,405.37,395.12,392.31,390.78,392.65,397.10,403.67,402.58,403.44,403.18,400.90,400.76,409.24,405.94,407.88,411.82,409.74,411.07,410.82,408.12,406.68,405.24,403.19,407.30,403.13,391.74,387.68,388.66,398.68,400.62,400.00,397.90,400.87,405.16,400.27,393.18,386.98,378.68,378.97,381.16,385.06,393.89,386.35,382.65,475.71,L7
2002-06-15 22:01:55+00:00,391.46,441.75,414.08,410.55,422.69,428.80,417.35,405.56,393.53,392.50,391.39,395.67,401.53,408.72,407.67,408.33,407.53,393.73,398.62,413.03,410.32,399.04,415.26,413.11,415.54,415.08,396.25,398.12,404.92,396.68,408.00,400.53,378.95,386.25,388.24,400.70,391.75,400.09,397.36,400.07,405.82,399.11,394.05,383.70,373.88,381.50,385.23,387.62,397.33,382.66,385.05,477.39,L7
2002-07-17 22:01:44+00:00,354.64,450.86,414.08,408.01,400.61,410.97,394.77,385.70,380.85,381.48,376.20,381.20,384.76,386.80,384.10,389.51,394.59,385.62,393.20,404.74,407.37,395.46,406.50,403.80,399.00,395.28,381.40,385.84,388.68,383.28,384.35,383.08,371.38,380.68,380.36,385.77,380.83,391.42,388.76,391.96,395.09,391.79,389.86,378.99,372.17,382.54,381.61,380.37,390.29,372.97,377.41,476.15,L7
2002-10-05 22:01:07+00:00,354.64,467.04,412.00,408.45,393.85,405.81,387.00,378.87,374.78,370.50,362.27,367.02,365.77,359.98,363.63,377.98,370.01,368.41,387.34,395.81,402.40,385.89,398.24,398.12,386.10,382.80,369.24,375.84,370.91,372.16,368.47,376.37,360.10,375.37,370.94,375.85,373.60,387.59,387.45,386.46,386.56,384.44,388.20,376.55,369.28,376.97,368.34,366.64,390.28,365.43,369.22,482.85,L7
2002-11-13 22:07:30+00:00,369.36,445.92,410.21,402.42,395.99,404.26,388.84,378.92,373.00,368.39,363.99,366.92,366.64,363.67,367.03,378.49,373.42,370.89,385.85,392.88,397.31,388.51,397.49,396.74,387.08,384.68,373.07,378.97,378.15,376.95,376.97,379.55,365.53,378.23,373.55,377.39,375.83,388.19,385.47,383.40,375.74,376.96,383.79,377.40,370.68,372.93,364.16,366.62,385.81,366.72,366.65,475.86,L7
2002-11-29 22:07:49+00:00,371.88,437.30,412.82,404.12,396.19,402.30,389.17,378.98,371.88,367.09,362.81,365.72,366.64,364.13,366.37,375.48,373.73,371.75,384.04,388.71,391.45,387.09,394.73,394.14,387.73,387.26,375.17,380.35,380.67,378.29,378.86,379.44,367.27,376.03,374.38,377.47,377.38,386.35,382.22,381.58,374.33,372.69,380.03,377.23,372.87,370.75,362.18,365.08,381.42,367.29,364.97,473.58,L7
2003-02-01 22:08:09+00:00,380.50,427.44,418.81,402.81,404.33,404.36,394.49,382.87,375.44,372.05,372.28,369.55,368.25,370.82,369.65,373.64,369.59,373.62,382.47,383.10,383.23,389.06,391.05,391.94,391.19,391.37,388.64,386.55,382.06,381.88,382.67,382.45,372.91,373.37,374.00,380.29,382.92,385.07,385.64,382.69,376.94,369.22,371.64,376.57,374.60,369.41,364.77,366.56,378.17,368.76,369.30,477.92,L7
2003-02-26 22:02:04+00:00,391.94,425.28,417.85,404.08,406.33,406.41,395.25,384.06,376.34,373.56,373.62,372.12,371.75,375.11,373.38,376.80,373.02,378.20,385.11,385.04,384.20,388.09,389.78,391.60,391.89,391.32,389.14,387.56,381.67,380.89,380.87,379.44,372.70,374.08,376.28,378.96,380.08,382.66,386.15,384.32,379.42,371.92,372.38,375.74,374.36,369.10,365.75,369.07,379.01,370.34,371.27,478.08,L7
2003-03-05 22:08:19+00:00,405.16,426.84,420.18,406.34,408.28,408.89,397.49,385.63,378.98,376.62,376.83,374.82,374.59,379.10,377.50,381.06,377.13,382.29,387.49,387.40,384.85,389.21,390.02,393.29,394.57,395.06,392.37,390.46,385.50,384.73,383.62,381.07,372.66,374.93,380.26,383.43,383.68,386.50,388.63,389.12,383.40,377.16,376.51,377.73,375.28,370.59,368.14,371.66,382.58,374.40,374.93,478.61,L7
2003-03-21 22:08:15+00:00,405.16,426.84,420.18,406.34,408.28,408.89,397.49,385.63,378.98,376.62,376.83,376.24,377.47,379.10,377.50,381.06,377.13,382.29,387.94,388.86,386.00,390.12,390.84,394.11,397.09,397.08,392.37,390.46,385.50,385.20,383.62,381.07,372.66,374.93,380.26,383.43,387.97,389.67,390.87,392.79,389.14,381.32,379.03,377.73,375.28,370.59,367.22,373.64,383.23,374.40,374.93,476.52,L7
2003-05-24 22:08:16+00:00,412.18,424.90,421.04,408.29,408.57,409.94,398.66,387.60,381.45,380.22,379.41,378.95,381.42,382.03,379.27,381.58,382.60,388.98,388.68,388.81,384.32,388.76,388.54,393.06,399.39,399.96,393.73,390.55,385.81,384.86,383.06,378.24,371.06,373.69,382.23,384.65,389.70,389.57,391.32,395.51,392.37,386.64,382.09,377.32,375.77,371.00,369.13,376.18,384.83,376.53,375.83,471.40,L7
2003-07-20 22:01:56+00:00,429.82,429.40,421.17,408.55,412.49,415.11,401.48,390.41,385.76,385.90,386.12,383.16,385.11,387.70,384.01,385.61,385.26,393.57,391.65,391.97,386.92,390.60,387.79,391.40,397.30,396.48,389.83,387.93,383.01,383.60,380.20,377.98,370.00,374.75,383.57,386.38,389.18,390.05,391.71,394.62,388.93,388.53,383.13,376.80,375.66,372.69,371.32,379.01,388.15,378.41,370.86,465.26,L7
2003-07-28 21:50:04+00:00,435.52,429.77,419.45,404.63,406.44,406.14,391.04,380.89,375.04,377.68,376.91,376.25,378.53,381.06,375.68,377.76,378.74,387.89,387.77,386.71,382.66,385.61,383.68,387.10,392.21,391.64,387.20,385.50,380.87,381.08,376.65,375.62,368.89,372.45,379.60,383.44,387.01,388.22,389.64,390.81,385.03,384.36,378.96,374.97,373.45,370.18,368.05,374.22,383.58,372.01,366.93,464.81,L5
2003-08-28 22:07:57+00:00,455.19,438.79,426.07,405.25,403.15,400.65,384.19,372.91,367.52,372.47,371.07,373.88,378.60,378.12,372.34,376.15,378.43,390.17,389.00,387.50,382.21,385.34,383.19,386.09,391.53,391.98,386.40,389.02,384.66,385.00,377.63,378.75,369.47,374.21,381.96,387.12,390.95,391.45,388.68,391.02,384.23,385.90,380.45,376.38,373.85,369.27,363.23,370.36,382.88,369.64,360.04,456.81,L7
2003-08-29 21:50:38+00:00,452.15,437.71,424.70,404.46,398.68,394.64,377.69,366.19,363.31,366.22,367.31,369.31,372.78,370.55,365.92,369.51,374.29,384.63,385.11,382.72,382.21,385.34,383.19,386.09,391.53,391.98,386.40,389.02,384.66,385.00,377.63,378.75,369.47,374.21,381.96,387.12,390.95,390.64,387.15,388.69,382.29,384.10,378.69,374.58,372.02,368.27,362.75,369.03,380.51,368.67,359.13,455.28,L5
2003-09-14 21:50:54+00:00,454.60,438.74,430.85,403.18,392.38,387.28,365.46,355.16,350.15,354.03,355.59,362.46,366.28,361.02,357.41,361.22,367.60,379.78,382.60,378.30,382.37,382.84,382.71,380.32,381.84,381.69,378.19,382.34,378.17,379.98,369.16,369.21,368.03,371.28,376.64,381.38,387.93,387.44,383.45,382.60,377.48,380.29,376.55,372.76,370.55,366.08,360.19,365.32,373.38,360.54,352.45,454.05,L5
2003-10-16 21:51:19+00:00,454.60,438.74,430.85,415.46,397.96,389.70,370.66,359.25,354.07,356.52,360.32,363.44,367.74,372.50,369.95,374.02,376.99,383.36,383.97,379.61,384.58,384.04,383.86,382.21,379.69,378.86,379.72,381.47,379.96,380.08,376.87,376.72,372.15,377.88,383.36,389.12,385.76,386.83,383.69,381.97,368.26,375.08,373.02,372.76,370.55,366.08,359.89,361.28,369.94,360.54,352.45,452.07,L5
2003-11-17 21:51:45+00:00,454.60,436.34,429.43,414.73,398.90,388.76,372.36,360.11,356.64,359.46,363.07,366.41,370.88,374.26,373.89,377.35,379.52,385.75,385.18,381.87,386.07,385.20,384.81,383.80,380.39,380.03,378.97,381.00,381.20,380.03,377.21,375.95,374.00,380.16,384.33,390.26,386.07,385.65,383.09,383.13,372.31,377.39,374.41,373.88,371.44,367.16,361.16,363.35,371.88,363.66,355.14,455.01,L5
2003-11-25 22:02:05+00:00,454.60,436.34,429.43,414.73,398.90,388.76,372.44,360.45,357.58,360.53,363.84,366.46,370.58,374.10,373.94,377.35,379.52,385.75,385.18,381.87,382.69,382.06,382.84,382.62,379.14,378.90,378.62,379.96,380.27,380.03,377.21,375.95,374.00,380.14,381.21,388.40,384.26,384.09,381.48,381.28,372.27,375.26,372.41,373.08,370.89,366.96,358.87,362.80,371.43,364.06,355.93,461.25,L7
2003-12-02 22:08:15+00:00,454.60,427.04,423.51,409.02,394.67,388.76,372.44,360.45,357.58,359.86,362.74,364.72,369.36,372.93,373.31,375.77,377.73,382.58,383.17,381.87,382.69,382.06,382.84,382.28,379.36,378.52,377.65,378.42,379.30,379.51,376.62,373.52,374.00,380.14,381.21,388.40,384.26,382.46,378.96,378.87,371.24,374.48,371.28,370.19,367.94,363.96,358.87,362.80,371.43,364.06,355.93,461.25,L7
2003-12-10 21:58:05+00:00,453.36,429.73,425.10,409.60,395.69,389.81,373.07,361.38,358.25,360.90,364.61,366.16,370.19,375.27,376.68,378.59,379.31,382.83,383.70,383.17,382.45,381.51,380.60,381.00,378.32,378.24,378.59,380.99,382.11,382.13,379.54,376.65,376.01,379.46,380.21,388.87,385.69,383.85,379.81,378.89,373.38,376.29,373.70,372.50,370.13,366.15,363.51,364.51,373.62,365.76,358.41,465.47,L5
2004-01-03 22:08:30+00:00,448.96,428.11,422.97,406.76,393.79,387.85,373.07,361.38,358.25,360.90,364.46,366.33,370.05,375.78,376.59,378.25,378.50,381.63,382.52,381.39,382.45,381.51,380.60,381.00,377.97,377.79,378.71,381.24,382.11,381.96,378.82,375.64,374.12,377.26,380.21,388.87,385.69,383.85,380.31,379.37,374.23,376.47,373.53,372.92,370.53,366.91,364.23,364.51,373.62,365.76,358.41,465.47,L7
2004-01-12 22:02:19+00:00,448.96,428.11,423.04,406.45,394.45,387.53,373.44,361.38,358.25,360.90,364.46,366.33,371.69,376.66,377.48,379.59,379.93,383.01,383.65,382.78,383.69,381.51,380.60,381.00,377.97,377.79,379.53,382.41,383.71,382.80,380.55,376.55,374.83,377.88,380.41,388.87,385.69,383.85,380.31,379.37,375.54,377.31,374.17,374.95,372.77,367.95,364.63,365.27,374.94,368.20,358.41,465.47,L7
2004-01-19 22:08:35+00:00,451.43,430.56,423.72,406.45,394.45,387.92,373.78,361.38,358.25,360.90,364.46,366.33,371.69,376.66,377.48,379.59,379.93,382.73,383.13,382.78,383.69,381.51,380.26,381.43,377.81,377.81,380.88,383.02,384.45,383.20,381.49,376.19,373.44,377.88,380.41,388.87,386.57,383.87,380.55,380.32,378.29,377.99,374.49,375.05,372.01,369.42,366.36,366.17,374.94,368.20,362.03,471.01,L7
2004-03-23 22:08:52+00:00,448.26,425.66,418.96,408.09,395.48,388.35,377.94,373.51,364.33,365.02,368.89,371.98,378.07,383.37,386.09,388.78,386.10,386.65,386.91,389.34,386.32,384.02,382.28,385.15,381.09,380.42,380.61,382.41,386.09,385.36,386.25,379.19,376.14,382.31,382.98,393.23,389.72,384.11,381.57,383.55,382.64,381.16,377.05,377.72,375.28,371.99,374.07,372.80,382.00,375.75,369.85,480.82,L7
2004-04-08 22:08:48+00:00,448.26,425.66,418.96,408.09,395.48,388.35,377.94,373.51,364.33,365.02,368.89,371.98,378.07,383.37,386.09,388.78,386.10,386.65,386.91,389.34,386.32,384.02,382.28,385.15,381.09,380.42,380.61,382.41,386.09,385.36,386.25,379.19,376.14,382.31,382.98,393.23,389.72,384.11,381.57,383.55,382.64,381.16,377.05,377.72,375.28,371.99,374.07,372.80,382.00,375.75,369.85,479.42,L7
2004-04-25 21:53:23+00:00,448.26,425.66,418.96,400.37,396.15,391.47,381.90,377.13,367.08,366.52,367.83,369.60,374.48,378.85,381.75,384.09,382.86,384.38,385.04,384.81,380.73,377.14,374.08,378.90,377.39,379.22,381.13,383.95,386.54,385.81,384.40,379.05,377.60,381.76,381.91,389.68,388.50,383.94,381.38,380.75,384.96,383.89,380.07,377.98,375.54,373.56,377.38,376.30,383.96,379.55,373.65,473.28,L5
