dates,nzd0300-0000,nzd0300-0001,nzd0300-0002,nzd0300-0003,nzd0300-0004,nzd0300-0005,nzd0300-0006,nzd0300-0007,nzd0300-0008,nzd0300-0009,nzd0300-0010,nzd0300-0011,nzd0300-0012,nzd0300-0013,nzd0300-0014,nzd0300-0015,nzd0300-0016,nzd0300-0017,nzd0300-0018,nzd0300-0019,nzd0300-0020,nzd0300-0021,nzd0300-0022,nzd0300-0023,nzd0300-0024,nzd0300-0025,nzd0300-0026,nzd0300-0027,nzd0300-0028,nzd0300-0029,nzd0300-0030,nzd0300-0031,nzd0300-0032,nzd0300-0033,nzd0300-0034,nzd0300-0035,nzd0300-0036,nzd0300-0037,nzd0300-0038,nzd0300-0039,nzd0300-0040,nzd0300-0041,nzd0300-0042,nzd0300-0043,nzd0300-0044,nzd0300-0045,nzd0300-0046,nzd0300-0047,nzd0300-0048,nzd0300-0049,nzd0300-0050,nzd0300-0051,nzd0300-0052,nzd0300-0053,nzd0300-0054,nzd0300-0055,nzd0300-0056,nzd0300-0057,nzd0300-0058,nzd0300-0059,nzd0300-0060,nzd0300-0061,nzd0300-0062,nzd0300-0063,nzd0300-0064,satname
2001-07-07 21:56:12+00:00,328.77,327.90,325.47,318.04,323.02,319.63,300.62,304.35,299.93,296.43,288.38,288.44,277.79,269.72,223.43,259.64,262.59,270.06,259.26,260.56,268.11,272.12,281.24,287.14,293.41,286.54,292.34,296.13,296.53,291.82,274.11,285.13,285.19,288.05,278.68,257.37,287.19,266.36,267.95,274.79,271.62,255.00,254.70,252.89,254.29,247.79,254.27,247.40,249.20,267.44,289.36,293.30,285.52,282.55,282.11,279.51,272.18,275.21,300.60,308.08,296.11,316.32,267.90,267.84,311.44,L7
2001-09-09 21:55:24+00:00,310.33,303.75,306.93,300.42,359.44,327.83,310.48,300.60,296.85,290.45,283.39,282.66,267.85,255.99,223.43,246.52,247.19,259.17,249.75,251.32,260.25,261.87,270.57,280.18,290.04,277.73,277.67,288.17,278.78,266.69,251.72,277.67,,277.66,266.97,239.38,,236.74,235.54,246.55,243.05,231.78,246.71,239.63,243.85,230.85,242.90,236.72,240.49,252.53,274.72,285.52,276.35,269.22,267.65,251.98,251.53,260.43,,307.00,278.07,,246.89,246.30,,L7
2001-09-25 21:55:16+00:00,307.33,304.18,306.93,300.42,359.44,336.64,319.91,300.60,298.67,294.50,283.86,291.62,267.85,255.99,253.09,268.35,260.07,281.67,249.75,251.32,260.25,277.75,273.12,285.96,291.34,278.17,278.03,288.69,279.59,267.73,251.72,279.56,289.49,282.68,271.61,248.47,270.83,248.37,249.03,246.55,241.16,233.87,246.71,241.87,246.10,230.85,242.90,238.80,243.21,264.37,287.73,293.95,277.00,273.24,268.58,254.35,251.53,260.43,331.71,309.55,290.99,317.14,246.89,255.07,,L7
2002-02-16 21:55:42+00:00,315.60,311.33,318.90,337.18,344.56,356.11,347.82,319.53,314.31,302.58,298.36,313.43,325.63,327.69,313.91,306.66,278.08,299.18,299.08,305.41,308.51,310.38,284.82,303.64,297.06,292.22,291.39,292.36,287.15,266.93,275.88,283.81,286.98,282.80,273.25,275.22,278.55,263.44,264.12,231.35,241.68,243.65,258.95,249.57,248.70,266.54,281.95,256.20,261.49,285.49,307.66,300.26,287.86,277.26,275.78,264.22,279.45,302.24,321.64,313.74,313.35,315.26,275.14,280.21,316.52,L7
2002-03-04 21:55:45+00:00,315.60,307.18,318.90,337.18,347.44,356.36,351.14,332.39,314.31,315.18,310.86,313.43,332.00,328.88,314.43,305.98,287.01,302.87,301.22,307.71,307.64,306.77,293.26,307.04,298.13,304.28,291.39,292.36,287.15,266.93,275.88,284.00,286.16,281.81,271.86,272.78,273.51,270.38,264.12,243.62,241.68,243.65,258.95,249.57,248.70,273.75,282.13,256.20,261.49,285.49,307.66,295.57,289.35,275.32,276.24,270.34,282.88,284.81,321.64,311.55,315.28,318.65,274.28,281.53,316.52,L7
2002-10-14 21:54:31+00:00,,279.01,283.01,270.82,,283.76,300.62,325.12,286.11,291.99,304.56,330.49,323.57,313.95,316.39,303.82,293.99,293.03,305.01,329.42,326.81,324.00,319.22,328.54,310.88,314.35,316.82,327.39,,274.91,275.81,294.17,292.96,304.17,301.37,309.74,313.80,306.68,310.82,310.05,276.87,276.55,274.56,273.97,256.39,287.97,298.96,268.33,281.12,307.23,317.02,295.76,303.14,289.61,284.30,320.11,315.01,,,294.11,302.32,306.43,290.49,301.38,328.57,L7
2002-10-23 21:48:27+00:00,325.31,295.80,302.13,289.13,304.26,295.86,301.88,317.28,294.12,291.99,304.56,330.49,323.57,313.95,316.39,303.82,293.99,293.03,305.01,329.42,326.81,324.00,319.22,328.54,310.88,314.35,316.82,327.39,,274.91,275.81,294.17,292.96,304.17,301.37,309.74,313.80,306.68,310.82,310.05,276.87,276.55,274.56,273.97,256.39,287.97,298.96,268.33,281.12,307.23,317.02,295.76,303.14,289.61,284.30,320.11,315.01,,,294.11,302.32,306.43,290.49,301.38,328.57,L7
2002-11-24 21:48:50+00:00,328.65,306.91,312.40,301.76,298.64,295.86,301.88,317.28,294.12,291.99,304.56,330.49,323.57,313.95,316.39,303.82,293.99,293.03,305.01,329.42,326.81,324.00,319.22,328.54,310.88,314.35,316.82,327.39,,274.91,275.81,294.17,292.96,304.17,301.37,309.74,313.80,306.68,310.82,310.05,276.87,276.55,274.56,273.97,256.39,287.97,298.96,268.33,281.12,307.23,317.02,295.76,303.14,289.61,284.30,320.11,315.01,,,294.11,302.32,306.43,290.49,301.38,328.57,L7
2003-01-02 21:55:10+00:00,331.64,315.43,317.30,305.32,301.09,303.87,304.77,319.11,300.22,301.71,303.46,315.98,308.34,306.46,307.69,299.14,290.50,293.35,295.62,311.84,317.01,315.75,319.68,330.08,315.93,315.70,313.99,314.76,311.46,288.51,289.46,295.51,293.24,295.46,295.59,305.23,304.80,301.62,303.74,299.58,280.18,277.87,275.90,279.31,264.59,280.51,290.28,271.63,280.32,300.50,312.53,297.25,305.10,292.90,284.02,303.68,301.14,298.22,299.64,304.87,304.62,307.76,292.63,303.59,327.54,L7
2003-03-07 21:55:34+00:00,326.10,313.55,315.65,303.63,308.44,311.66,306.35,318.08,299.69,301.47,298.24,305.27,299.23,291.88,303.54,298.16,290.59,288.29,284.72,303.29,304.99,304.41,313.32,324.28,312.03,315.70,301.55,306.14,296.89,284.71,289.46,295.34,293.61,294.37,294.12,301.11,305.61,301.61,303.56,297.91,287.91,282.63,274.81,279.31,260.79,281.76,288.77,270.83,279.98,295.65,307.75,294.24,299.06,288.67,282.76,289.16,289.09,289.71,299.64,312.22,311.74,311.89,296.36,309.14,328.91,L7
2003-04-08 21:55:35+00:00,326.10,313.55,315.65,303.63,308.44,311.66,306.35,318.08,299.69,301.47,294.74,298.58,293.01,283.66,303.54,298.16,278.18,280.30,277.31,289.18,289.60,290.37,313.32,322.24,311.96,303.63,295.10,299.81,290.97,280.54,282.80,292.10,292.90,292.97,292.60,299.19,304.74,297.63,301.61,297.91,287.91,282.63,264.48,279.31,249.26,281.76,288.77,270.83,279.98,283.76,303.51,291.14,293.81,284.10,276.15,279.84,280.19,275.45,299.64,312.85,311.74,311.89,296.36,309.14,328.91,L7
2003-07-29 21:55:17+00:00,310.92,306.40,308.96,298.52,316.57,323.29,297.73,308.12,299.62,297.67,286.21,282.11,277.35,261.40,295.23,296.18,261.82,264.16,259.52,262.89,263.34,264.43,284.37,314.39,302.48,282.23,278.28,284.05,281.35,269.97,266.72,285.56,292.57,290.47,289.60,293.15,304.67,293.64,299.49,294.56,303.37,292.16,253.05,,233.94,284.25,285.75,269.23,279.29,267.03,294.49,285.04,282.52,275.30,268.29,256.01,259.24,264.06,,320.83,325.97,320.14,303.81,320.26,331.65,L7
2003-07-30 21:37:21+00:00,310.55,307.30,307.31,297.28,311.78,319.20,293.57,304.88,297.96,295.37,286.51,281.52,274.85,261.32,295.23,296.18,258.97,261.78,257.51,259.55,261.21,262.39,276.80,302.05,297.39,281.64,276.89,283.80,278.98,268.77,265.31,282.61,292.57,290.47,289.60,293.15,304.67,293.64,299.49,294.56,303.37,292.16,253.05,,233.94,284.25,285.75,269.23,279.29,267.03,294.49,285.04,282.52,275.30,268.29,256.01,259.24,264.06,,320.83,325.97,320.14,303.81,320.26,331.65,L5
2003-10-17 21:55:03+00:00,311.09,307.92,306.45,297.50,317.72,326.09,309.21,315.46,314.17,309.15,304.18,296.83,272.02,280.61,309.09,303.07,266.94,268.03,269.81,269.29,275.27,277.42,284.03,309.80,286.79,282.70,294.79,291.15,289.77,264.97,274.87,279.70,284.38,287.46,291.27,278.69,278.03,287.16,311.48,340.08,323.06,299.70,308.10,309.14,,302.07,290.40,269.87,,305.68,315.88,322.29,323.51,316.85,324.09,333.69,337.66,334.83,318.01,313.90,295.76,307.20,297.20,303.37,323.70,L7
2003-10-26 21:49:02+00:00,311.09,307.92,306.45,297.50,317.72,326.09,309.21,315.46,314.17,309.15,304.18,296.83,276.07,281.04,303.41,297.53,270.26,272.00,272.24,271.13,277.90,280.72,287.72,308.60,293.42,282.70,293.78,289.89,290.93,264.97,274.87,279.70,284.38,287.46,291.27,278.69,278.03,287.16,311.48,340.08,323.06,299.70,308.10,309.14,,302.07,290.40,269.87,,305.68,315.88,322.29,323.51,316.85,324.09,333.69,337.66,334.83,318.01,313.90,295.76,307.20,297.20,303.37,323.70,L7
2003-11-18 21:55:27+00:00,325.29,307.92,306.45,297.50,318.77,328.49,315.82,322.99,321.79,315.07,309.00,304.58,288.45,285.53,303.63,301.71,276.70,277.33,278.91,277.42,282.40,286.50,294.51,314.68,293.42,282.70,293.78,294.64,296.01,264.97,283.47,280.61,283.32,284.93,283.14,285.96,296.83,300.02,316.78,327.16,310.04,304.31,299.40,299.95,,301.53,291.77,275.61,293.89,302.89,318.91,315.70,315.75,314.97,316.55,325.58,327.55,323.66,318.63,320.90,316.33,320.13,303.77,312.26,326.44,L7
2004-02-23 21:39:37+00:00,353.69,,,,335.12,345.71,336.99,334.95,334.29,325.23,320.84,314.94,299.07,295.77,296.90,301.71,293.12,291.34,294.17,293.97,297.18,304.30,314.25,327.13,306.67,,310.00,302.57,308.54,,303.71,284.70,283.32,284.93,283.14,285.96,296.83,300.02,316.78,327.16,310.04,304.31,299.40,299.95,,301.53,291.77,275.61,293.89,302.89,318.91,315.70,315.75,314.97,316.55,325.58,327.55,323.66,318.63,320.90,316.33,320.13,303.77,312.26,326.44,L5
2004-03-01 21:45:50+00:00,334.11,308.33,310.67,308.01,320.58,335.85,333.41,329.57,328.97,318.95,315.06,309.88,294.58,291.67,292.50,293.71,284.23,284.10,287.93,287.09,290.59,296.74,309.23,322.84,301.88,286.09,300.98,299.68,303.81,279.49,294.82,283.31,279.34,280.41,280.27,282.88,292.68,296.14,306.97,314.88,296.77,296.22,287.91,287.45,253.42,287.70,282.04,267.44,272.93,291.99,309.66,305.20,307.38,303.94,306.35,314.03,324.95,325.30,322.14,320.75,313.16,308.37,297.28,305.54,321.15,L5
2004-03-09 21:56:03+00:00,326.37,311.56,308.21,309.19,318.18,330.79,327.60,324.82,323.43,314.82,309.60,306.48,291.51,288.66,292.50,289.89,278.77,281.43,283.35,282.17,287.72,293.53,305.27,319.24,301.13,287.13,296.76,297.63,301.04,278.97,289.87,284.87,278.91,279.49,280.27,282.88,292.68,296.14,306.97,314.88,296.77,296.22,287.91,287.45,253.42,287.70,282.04,267.44,272.93,291.99,309.66,305.20,307.38,303.94,306.35,314.03,324.95,325.30,322.14,320.75,313.16,308.37,292.36,305.54,321.15,L7
2004-03-25 21:56:06+00:00,320.65,309.43,304.67,305.23,312.68,327.70,325.61,321.12,319.03,311.34,305.60,301.92,287.69,288.66,292.50,289.89,278.77,281.43,283.35,282.17,287.72,293.53,305.27,319.24,301.13,287.13,296.76,297.63,301.04,278.97,289.87,284.87,278.91,279.49,280.27,282.88,292.68,296.14,288.44,314.88,295.27,292.31,287.91,275.81,249.76,276.02,269.86,260.96,262.58,283.07,305.01,300.08,301.67,297.31,298.26,314.03,324.01,324.97,318.44,318.32,307.01,298.28,284.80,305.54,321.09,L7
2004-04-18 21:46:37+00:00,319.76,310.76,307.35,305.38,303.25,319.55,315.37,314.88,312.48,304.87,298.26,296.42,286.25,281.10,280.57,280.50,271.50,275.78,275.76,274.75,281.98,285.20,296.73,310.50,300.72,289.16,285.78,293.20,295.66,275.17,285.21,284.06,277.09,263.70,263.18,273.20,283.98,284.46,275.34,291.56,281.29,281.02,273.39,264.83,253.06,264.19,263.77,255.59,262.78,274.47,300.72,292.59,294.94,291.03,287.29,297.44,310.14,312.47,313.45,318.30,309.01,293.92,278.78,294.55,310.04,L5
2004-05-04 21:47:03+00:00,318.87,310.69,308.66,304.65,301.65,317.49,311.60,312.80,310.30,303.66,297.36,295.42,285.67,279.62,269.36,273.21,266.97,272.66,272.07,271.30,278.99,281.40,292.69,306.52,298.17,288.51,284.55,294.54,293.34,275.76,281.27,283.62,277.09,255.13,257.95,266.85,277.57,276.45,271.96,285.78,279.61,276.25,271.65,264.34,256.13,261.47,264.49,255.02,262.28,273.78,298.44,293.00,295.39,289.79,286.51,291.75,307.26,307.51,310.86,315.43,306.68,292.61,275.82,286.50,301.76,L5
2004-06-05 21:48:00+00:00,311.02,309.07,307.38,303.34,297.60,313.85,302.81,306.21,301.60,295.05,288.06,286.32,279.01,272.41,250.69,264.94,258.09,266.17,263.69,263.49,273.64,274.34,285.45,299.92,298.17,288.51,284.55,289.77,287.59,275.76,274.26,283.69,274.50,248.31,252.26,245.40,264.88,253.36,259.43,276.29,268.59,252.40,265.30,257.74,256.13,243.23,257.33,248.44,254.38,262.46,292.56,288.98,292.24,283.96,280.88,283.17,304.71,306.27,308.76,312.31,299.13,282.50,268.92,274.95,294.91,L5
2004-06-21 21:48:28+00:00,311.02,309.07,307.38,303.34,299.72,313.85,301.84,298.85,301.60,295.05,283.71,280.94,273.31,272.41,252.36,264.94,258.09,262.28,263.69,263.49,273.64,274.34,285.45,299.92,298.17,288.51,284.55,289.77,287.59,275.76,274.26,283.69,274.50,248.31,252.26,245.40,264.88,253.36,259.43,276.29,268.59,252.40,265.30,257.74,256.13,243.23,257.33,248.44,254.38,262.46,292.56,288.98,292.24,283.96,280.88,283.17,304.71,306.27,308.76,312.31,299.13,282.50,268.92,274.95,294.91,L5
2004-06-30 21:42:34+00:00,310.45,308.20,306.33,301.88,298.92,312.92,299.50,297.21,301.03,294.32,283.78,280.33,272.46,270.89,248.18,260.98,255.16,260.70,260.83,258.66,270.73,271.48,280.33,294.05,293.13,285.89,283.07,287.18,286.05,270.48,268.42,283.69,274.50,248.31,252.26,245.40,264.88,253.36,259.43,276.29,268.59,252.40,265.30,257.74,256.13,243.23,257.33,248.44,254.38,262.46,292.56,288.98,292.24,283.96,280.88,283.17,304.71,306.27,308.76,312.31,299.13,282.50,268.92,274.95,294.91,L5
2004-07-23 21:49:20+00:00,308.93,306.81,305.09,299.62,295.23,310.37,297.47,296.61,299.24,293.32,283.24,279.35,270.59,267.54,242.58,255.77,249.84,256.07,257.28,254.86,265.54,267.43,273.72,288.11,290.18,281.56,279.56,284.15,280.00,267.04,264.05,278.69,274.50,236.19,237.34,236.04,250.80,244.76,250.75,263.20,261.14,245.59,254.51,250.21,251.09,238.40,249.08,241.82,249.12,259.80,287.06,286.65,289.90,280.40,276.75,271.78,292.05,293.97,295.14,311.81,299.13,276.19,263.74,267.75,294.91,L5
2004-08-08 21:49:38+00:00,307.72,306.47,304.26,298.98,293.56,308.76,296.46,296.83,298.98,292.85,283.30,278.88,269.98,265.61,239.01,252.66,247.86,253.10,255.87,252.69,263.33,265.92,270.84,284.37,288.80,279.92,277.99,282.44,277.78,264.88,260.62,276.16,274.50,228.09,227.45,229.43,242.32,238.98,245.19,255.41,255.90,241.41,249.09,246.39,247.84,236.88,245.41,240.04,249.12,259.80,287.06,286.65,289.90,280.40,276.75,271.78,292.05,293.97,295.14,311.81,299.13,276.19,263.74,267.75,294.91,L5
2004-09-01 21:55:33+00:00,307.26,306.34,303.43,298.33,293.31,307.52,290.71,293.56,295.52,291.11,280.24,276.49,267.22,261.93,228.50,250.22,246.24,251.77,253.66,250.40,262.07,264.57,266.95,280.10,287.42,278.90,277.17,281.02,275.81,262.45,257.88,275.29,277.61,219.44,216.71,221.83,231.69,230.81,239.68,248.19,254.02,235.61,247.21,243.57,247.49,234.70,242.68,238.43,248.54,258.12,286.50,286.33,289.47,280.52,273.31,266.31,280.00,282.04,283.08,306.87,293.83,274.27,258.80,259.11,285.44,L7
2004-09-25 21:50:55+00:00,308.43,306.74,305.15,298.45,293.08,306.38,287.81,292.53,295.38,291.15,280.05,276.49,267.88,261.77,232.89,248.60,246.56,251.64,253.79,251.65,261.94,264.19,267.92,279.56,287.70,279.01,277.58,280.71,275.38,262.77,257.57,275.09,282.15,219.43,226.86,230.67,231.69,240.03,250.54,254.30,250.04,232.89,251.90,247.87,251.48,236.81,249.23,241.84,252.75,260.73,287.10,287.16,290.95,282.37,273.43,267.37,272.72,273.02,278.30,305.25,295.86,281.54,258.45,265.73,282.15,L5
2005-01-15 21:52:57+00:00,313.25,314.72,310.77,308.71,293.07,312.58,295.51,302.35,301.12,297.70,289.09,283.69,275.39,262.86,243.75,256.03,254.73,255.89,262.08,263.43,268.87,276.46,276.48,287.25,296.50,285.09,281.75,282.49,278.55,275.51,265.25,277.83,283.71,233.02,230.96,227.44,216.06,256.86,246.44,246.81,257.05,232.22,245.10,249.92,257.77,235.65,252.03,237.47,251.78,266.95,291.81,290.30,292.45,287.53,267.85,259.42,279.59,277.29,268.84,305.63,300.73,291.70,254.70,288.77,308.99,L5
2005-02-08 21:56:22+00:00,322.70,323.01,318.52,320.38,304.29,320.79,303.23,307.16,306.57,303.58,293.77,290.58,284.16,274.29,279.16,279.59,275.34,282.22,277.69,286.26,293.80,299.99,305.30,312.91,311.83,303.17,296.66,292.46,299.55,298.58,291.37,294.50,285.18,278.52,265.00,269.90,231.24,292.15,284.91,277.12,280.34,258.75,265.43,267.40,275.44,250.27,272.34,251.71,259.68,273.76,300.73,294.62,296.41,294.65,271.68,270.32,292.32,288.13,278.24,304.23,300.73,305.29,263.12,302.97,308.99,L7
2005-03-12 21:56:32+00:00,323.49,325.02,319.65,323.10,307.66,324.55,307.46,309.09,308.52,304.20,294.99,291.14,284.75,277.36,277.62,278.81,270.81,277.38,274.34,280.52,290.01,294.94,301.49,310.20,308.58,300.73,294.82,291.12,296.82,294.31,286.89,292.71,283.88,278.22,281.83,292.29,,311.41,305.82,288.58,288.40,279.21,275.32,289.50,280.98,258.13,273.91,256.23,261.15,274.63,301.97,297.19,298.65,294.83,278.72,271.59,309.87,295.47,293.28,314.84,316.49,323.85,271.56,324.54,325.99,L7
2005-04-21 21:53:58+00:00,323.71,324.03,319.86,321.77,303.50,322.94,304.91,307.96,308.71,302.55,294.93,288.93,281.93,275.86,274.02,275.88,270.39,277.45,273.60,279.34,289.21,293.58,298.70,308.17,308.05,301.71,294.71,290.98,296.25,293.23,287.75,291.07,267.52,264.34,272.57,278.63,249.79,299.09,309.72,278.06,288.38,275.80,260.64,285.70,276.09,254.59,269.79,247.13,259.77,274.97,301.43,299.32,299.85,294.30,281.30,269.51,306.47,294.91,293.37,320.72,319.79,320.05,261.65,321.55,328.18,L5
2005-05-23 21:54:12+00:00,324.59,324.31,318.11,320.68,302.73,322.11,303.18,309.25,308.71,302.55,294.93,288.93,281.93,275.86,274.02,275.88,270.39,277.45,273.60,273.32,279.10,283.23,287.07,308.17,308.05,301.71,285.05,290.98,296.25,281.11,277.21,291.07,248.25,264.34,272.57,261.41,227.63,281.56,309.72,262.13,279.56,266.47,248.72,276.17,267.55,245.29,262.68,245.17,259.37,273.80,299.61,298.91,299.01,290.69,282.12,275.43,302.18,295.72,294.81,321.14,318.03,313.62,268.05,308.96,318.14,L5
2005-05-31 21:56:23+00:00,317.43,318.36,312.75,320.68,297.42,315.31,298.24,304.62,304.83,298.09,290.69,283.69,274.65,267.26,259.30,264.49,261.99,267.25,267.02,266.55,271.55,276.27,278.81,308.17,299.50,294.20,280.64,284.61,288.07,273.63,269.16,282.92,236.05,247.11,254.71,248.75,217.61,268.62,309.72,248.44,267.40,253.18,248.72,276.17,267.55,245.29,262.68,245.17,259.37,273.80,299.61,298.91,299.01,290.69,282.12,275.43,302.18,295.72,294.81,321.14,318.03,313.62,268.05,308.96,318.14,L7
2005-06-08 21:54:20+00:00,316.36,316.89,311.15,314.77,296.50,314.54,295.76,303.35,302.85,296.38,288.67,282.50,273.54,264.40,253.04,261.35,258.39,265.23,263.96,262.93,269.87,272.98,275.83,300.98,295.79,292.40,280.00,283.36,286.18,272.99,266.05,281.29,232.69,240.98,249.00,246.05,221.30,265.14,309.72,248.44,265.91,250.95,251.95,271.07,264.37,244.42,259.59,244.69,257.69,271.63,297.47,295.98,297.17,288.37,280.86,272.08,292.85,291.03,290.55,320.49,310.70,305.67,263.24,297.41,306.96,L5
