dates,satname,nzd0300-0000,nzd0300-0001,nzd0300-0002,nzd0300-0003,nzd0300-0004,nzd0300-0005,nzd0300-0006,nzd0300-0007,nzd0300-0008,nzd0300-0009,nzd0300-0010,nzd0300-0011,nzd0300-0012,nzd0300-0013,nzd0300-0014,nzd0300-0015,nzd0300-0016,nzd0300-0017,nzd0300-0018,nzd0300-0019,nzd0300-0020,nzd0300-0021,nzd0300-0022,nzd0300-0023,nzd0300-0024,nzd0300-0025,nzd0300-0026,nzd0300-0027,nzd0300-0028,nzd0300-0029,nzd0300-0030,nzd0300-0031,nzd0300-0032,nzd0300-0033,nzd0300-0034,nzd0300-0035,nzd0300-0036,nzd0300-0037,nzd0300-0038,nzd0300-0039,nzd0300-0040,nzd0300-0041,nzd0300-0042,nzd0300-0043,nzd0300-0044,nzd0300-0045,nzd0300-0046,nzd0300-0047,nzd0300-0048,nzd0300-0049,nzd0300-0050,nzd0300-0051,nzd0300-0052,nzd0300-0053,nzd0300-0054,nzd0300-0055,nzd0300-0056,nzd0300-0057,nzd0300-0058,nzd0300-0059,nzd0300-0060,nzd0300-0061,nzd0300-0062,nzd0300-0063,nzd0300-0064
2001-07-07 21:56:12+00:00,L7,298.33,292.55,294.05,289.47,279.34,301.81,277.59,297.61,293.78,286.26,275.80,272.96,261.31,242.85,207.43,236.00,237.45,247.34,238.77,241.56,247.55,252.42,250.51,267.39,281.27,272.16,268.35,280.51,262.59,,234.31,269.76,187.01,180.41,199.59,208.90,212.29,225.59,223.41,236.08,237.21,223.54,236.89,230.43,239.92,226.81,226.66,229.22,234.95,250.64,275.85,278.05,276.99,268.81,263.19,251.35,241.92,251.91,244.28,286.17,271.83,261.09,245.97,241.15,253.14
2001-09-09 21:55:24+00:00,L7,,,,,367.61,374.75,364.10,,,,,,,,,,245.09,,,,,,277.38,289.96,296.77,277.16,275.41,291.55,278.61,270.20,261.01,283.74,,284.66,279.22,270.63,,234.08,225.60,242.24,235.73,228.37,244.22,232.99,247.82,,,,,,,,288.50,272.69,277.93,250.77,260.43,,,321.53,,,257.56,258.63,
2001-09-25 21:55:16+00:00,L7,305.04,308.13,,,294.06,367.42,350.04,,304.17,304.43,286.70,312.49,,,318.12,316.63,303.31,310.33,,,,312.88,285.71,307.64,297.48,283.61,283.23,293.64,286.62,274.41,,287.97,295.66,292.99,285.49,285.01,279.05,291.46,297.72,,244.71,247.53,,256.79,259.58,,,249.70,254.34,292.98,318.38,306.28,283.32,288.63,275.07,267.63,,353.10,340.96,325.23,324.24,323.31,,284.45,
2001-10-20 21:48:57+00:00,L7,,,,,,,,,,514.90,506.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-16 21:55:42+00:00,L7,329.15,317.03,318.29,336.40,328.52,335.44,333.28,319.18,325.95,,311.56,316.78,325.05,326.82,314.31,300.45,295.70,293.03,298.56,304.83,307.51,310.60,301.89,322.60,301.71,324.67,324.29,299.06,306.08,,297.21,285.57,283.30,282.04,274.78,289.77,284.71,282.33,286.58,,264.35,270.86,283.01,276.47,253.07,265.37,280.39,268.15,273.25,282.00,300.70,297.39,301.06,277.64,282.24,287.43,306.11,300.84,309.83,317.02,308.45,312.21,295.96,304.12,315.70
2002-03-04 21:55:45+00:00,L7,,303.22,,,361.86,363.23,363.69,347.85,,330.38,338.53,,342.70,336.56,323.47,311.11,320.31,318.91,307.20,314.34,314.21,304.28,325.52,323.37,304.49,346.23,,,,,,288.40,293.20,286.26,280.70,278.46,275.00,302.74,,267.44,237.63,,,,,289.63,293.87,,,,,291.66,299.91,274.24,282.81,297.36,299.20,277.77,,319.84,329.56,334.10,276.55,289.84,
2002-05-23 21:55:30+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-14 21:54:31+00:00,L7,278.18,281.51,285.62,274.15,235.52,287.29,302.12,326.62,287.61,293.49,306.10,332.89,326.07,317.70,321.01,307.57,297.74,298.03,307.23,331.92,331.10,326.73,323.22,332.07,312.70,317.68,320.15,330.12,,278.66,280.43,296.39,297.96,308.46,308.87,317.24,320.47,313.35,317.49,316.72,284.37,282.55,281.23,280.64,261.84,292.97,305.63,273.78,285.74,311.23,320.77,298.92,306.67,292.34,287.30,325.11,320.46,,,302.68,308.32,311.43,292.80,303.88,332.10
2002-10-23 21:48:27+00:00,L7,318.51,306.92,315.34,299.88,292.93,299.95,299.74,306.04,298.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-24 21:48:50+00:00,L7,333.30,330.22,334.06,328.45,295.20,,,,,,,,,,,,,,,244.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-02 21:55:10+00:00,L7,326.82,331.97,322.62,304.01,287.98,307.18,305.15,317.37,307.03,306.03,296.82,292.82,284.11,285.47,282.37,280.97,273.51,275.67,278.23,285.26,291.78,297.67,305.74,318.91,314.43,305.05,299.15,292.32,297.96,288.61,286.48,288.85,275.51,271.32,262.81,273.71,271.80,272.55,272.65,265.11,256.48,257.58,253.24,260.64,253.15,255.05,257.61,255.29,262.90,279.36,294.54,287.37,294.34,286.38,272.94,269.24,267.63,276.62,272.64,284.77,285.33,291.09,286.46,296.79,313.80
2003-03-07 21:55:34+00:00,L7,308.77,305.47,308.42,296.07,329.31,334.24,310.72,314.65,297.74,300.63,287.44,283.30,280.44,261.84,294.15,295.30,289.89,277.01,262.39,285.62,279.94,281.09,299.66,311.87,303.81,,275.91,288.26,281.46,276.22,,294.47,293.19,291.20,289.43,291.12,305.67,300.04,301.64,293.00,301.62,290.76,271.08,,251.92,283.08,284.19,267.96,278.21,285.02,297.30,287.48,286.18,279.55,279.53,258.96,263.72,279.80,,324.93,324.57,318.97,303.27,319.68,330.83
2003-04-08 21:55:35+00:00,L7,,,,,,,,,,,285.71,280.83,276.76,262.63,,,244.58,261.16,257.26,249.25,247.57,250.88,,319.51,313.50,282.72,278.97,283.47,282.74,271.67,273.96,284.53,295.62,292.89,295.28,300.68,308.55,292.12,302.22,,230.61,217.64,239.90,232.76,219.96,215.65,220.14,216.84,232.56,251.99,294.42,284.90,281.45,273.05,259.24,256.72,258.76,252.72,,323.01,,255.92,240.83,238.52,250.90
2003-07-29 21:55:17+00:00,L7,301.66,297.84,299.60,288.30,284.83,298.93,279.04,295.90,295.81,289.01,281.13,275.39,267.77,249.10,225.93,227.23,240.38,240.14,252.60,246.71,250.36,253.59,253.87,,284.99,273.06,270.52,272.69,269.23,251.38,247.48,271.39,199.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.34,
2003-07-30 21:37:21+00:00,L5,301.91,302.50,297.13,286.02,289.03,301.73,281.30,294.44,290.68,286.83,283.37,273.46,260.78,251.23,210.04,225.53,240.53,241.47,245.64,242.96,243.54,249.10,251.14,268.06,277.32,271.68,263.92,275.88,261.97,255.30,250.35,267.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-10-17 21:55:03+00:00,L7,,,358.40,354.10,354.64,360.20,359.88,348.63,348.63,344.20,340.44,329.80,327.41,322.99,314.94,307.82,301.40,297.82,300.22,305.87,310.75,316.11,327.35,346.72,350.63,356.59,333.48,311.41,319.59,321.39,304.01,288.87,290.71,292.89,300.77,288.19,286.47,295.60,319.92,348.52,332.56,307.30,316.54,317.58,296.88,308.40,298.84,276.78,,310.75,320.63,326.29,327.98,320.30,327.89,340.02,344.57,342.43,327.51,324.76,303.36,313.53,300.12,306.54,328.17
2003-10-26 21:49:02+00:00,L7,,,,,,,,,,,,,274.40,267.70,279.73,277.38,265.60,264.41,270.87,266.92,269.10,279.96,283.20,292.45,299.58,301.29,277.75,275.47,279.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-18 21:55:27+00:00,L7,357.89,357.66,356.57,356.44,328.92,340.62,337.75,347.67,346.75,334.96,325.61,331.18,329.12,308.75,310.53,315.32,307.72,305.62,308.68,306.04,306.40,313.47,327.26,337.86,352.49,356.41,340.39,317.46,321.59,326.19,315.73,286.45,289.26,288.40,285.52,303.73,324.97,322.22,331.41,323.57,307.53,317.32,300.04,300.09,308.98,308.00,302.48,288.99,300.35,305.70,327.19,313.52,312.94,316.91,313.21,324.47,325.07,320.89,329.76,339.90,345.30,340.07,313.58,324.65,334.11
2004-02-23 21:39:37+00:00,L5,,,,,,,316.84,312.05,310.98,300.02,300.07,289.45,286.62,277.79,275.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-01 21:45:50+00:00,L5,314.32,308.16,310.50,307.79,291.17,315.91,322.56,313.35,312.91,300.03,297.62,294.51,280.94,275.00,274.59,269.45,257.32,262.06,269.03,266.28,270.56,273.86,293.89,309.75,296.97,285.87,282.71,290.82,289.38,279.24,276.72,280.38,271.06,271.08,274.03,276.21,283.92,287.92,286.91,289.88,269.72,279.63,264.48,262.01,253.06,259.71,262.14,250.75,251.66,269.91,290.91,284.00,290.39,281.71,285.74,290.61,319.39,328.19,328.64,319.87,306.42,284.51,284.14,291.93,310.34
2004-03-09 21:56:03+00:00,L7,305.30,310.12,300.87,304.15,301.64,309.02,301.59,303.02,298.48,295.49,284.86,288.42,274.53,266.61,,267.61,249.92,261.39,260.90,257.83,268.24,275.61,281.96,298.25,296.24,281.96,277.90,284.33,282.96,271.44,266.39,285.41,268.28,268.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.28,,
2004-03-25 21:56:06+00:00,L7,302.89,304.68,297.07,296.65,289.72,314.63,315.36,302.29,296.73,293.65,285.30,278.65,268.10,,,,,,,,,,,,,,,,,,,,,,,,,,231.52,,289.29,279.39,,239.56,245.01,239.99,231.97,240.40,240.97,255.51,290.31,284.09,283.82,276.84,273.42,,320.11,322.78,305.83,309.32,287.37,267.03,254.09,,320.19
2004-04-18 21:46:37+00:00,L5,304.38,304.90,305.15,292.69,281.48,301.08,290.62,303.37,301.54,297.55,288.41,284.29,267.76,258.15,231.28,241.38,245.58,243.59,250.70,255.77,259.75,260.28,263.89,284.65,292.33,280.10,272.22,275.10,273.21,252.82,261.39,274.05,198.01,207.45,210.50,220.15,225.71,225.90,232.84,243.89,237.62,230.94,238.31,239.02,238.20,235.04,239.84,226.96,245.21,255.56,283.97,279.89,282.73,281.02,268.37,264.23,260.75,261.20,268.59,280.13,280.14,270.08,258.03,260.58,265.64
2004-05-04 21:47:03+00:00,L5,300.41,298.73,301.70,286.17,270.32,290.73,281.99,293.37,290.24,289.45,284.79,278.24,268.45,255.93,220.14,238.06,240.04,245.00,250.72,247.74,250.85,258.87,259.92,269.87,287.99,270.99,270.27,280.10,265.32,260.05,243.94,271.53,210.80,200.87,207.26,212.82,227.23,221.33,227.33,237.34,237.87,229.17,235.34,231.25,239.91,227.28,236.26,227.30,238.76,252.35,271.80,279.93,280.71,272.08,269.40,251.34,270.25,259.71,265.49,263.92,269.39,264.04,250.27,250.67,252.18
2004-06-05 21:48:00+00:00,L5,302.30,297.40,297.26,292.01,207.02,,271.99,297.30,281.54,270.41,256.15,260.71,,254.86,204.11,263.34,,,,,,,,,,,,,,,,,,,,196.68,,210.95,,,231.21,181.05,,,,202.61,,,,237.77,,,,,,,,,,,,,,,
2004-06-21 21:48:28+00:00,L5,227.54,235.98,,227.81,307.82,,294.27,246.53,,,252.49,242.08,237.83,,258.39,330.04,,244.19,205.14,154.25,159.76,,,,,,,,,,93.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30 21:42:34+00:00,L5,296.64,294.32,290.99,281.58,276.83,295.99,275.54,278.89,291.87,284.03,279.01,267.06,257.88,248.75,207.14,228.16,230.42,235.50,241.71,230.69,244.25,250.61,246.00,258.30,266.67,263.84,265.57,267.37,266.90,236.33,229.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.74,150.64,160.83,163.12,168.88,170.66
2004-07-23 21:49:20+00:00,L5,304.29,302.05,301.62,290.49,279.39,302.14,282.21,294.23,287.92,288.33,281.44,275.35,260.59,251.59,212.58,231.99,230.74,238.26,243.98,240.84,248.12,252.62,248.67,265.50,279.06,266.60,268.67,274.48,257.22,257.34,251.40,263.10,196.47,196.27,207.56,213.57,221.90,223.72,229.37,237.24,238.86,223.59,235.49,233.45,241.83,224.25,229.44,226.23,237.31,254.52,272.56,283.65,287.62,271.62,266.20,247.62,252.31,256.77,255.66,326.98,,260.95,242.46,251.16,
2004-08-08 21:49:38+00:00,L5,303.36,308.19,302.26,299.75,289.00,303.79,289.00,301.70,299.29,291.26,286.59,278.49,268.94,256.82,218.62,237.53,242.62,241.16,251.34,244.12,257.64,261.70,260.61,268.15,283.77,276.00,274.48,277.00,271.12,258.58,248.21,267.48,190.63,195.17,201.14,209.66,220.16,221.81,229.18,236.06,237.71,226.88,239.16,239.04,241.24,236.63,238.81,240.79,,,,,,,,,,,,,,,,,
2004-09-01 21:55:33+00:00,L7,303.70,301.61,297.36,294.66,278.07,298.30,282.73,293.15,291.06,288.74,280.97,276.70,268.18,250.83,,,,,,,,,,,,,,,,,,,,,204.07,214.34,216.35,224.46,239.42,239.30,240.36,226.06,240.66,230.64,239.12,233.60,231.32,229.29,238.78,251.14,280.00,275.58,280.61,276.41,262.04,257.88,247.30,255.53,252.09,276.60,272.21,264.10,249.54,251.93,264.83
2004-09-25 21:50:55+00:00,L5,309.28,310.79,307.38,302.37,294.57,307.02,299.64,301.96,298.01,297.85,287.76,289.78,279.80,263.33,252.54,254.23,249.80,257.75,260.51,264.00,265.17,271.87,285.65,293.14,296.93,280.89,278.63,281.05,278.36,271.38,262.07,283.22,270.15,266.38,259.64,265.69,264.50,279.34,282.01,268.85,244.91,247.15,259.32,250.68,256.98,243.77,256.62,248.86,251.83,262.36,285.04,281.28,283.44,280.08,267.42,259.59,271.73,264.47,265.41,282.35,282.31,292.35,266.02,286.24,299.24
2004-11-29 21:49:45+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-15 21:52:57+00:00,L5,349.64,354.30,348.71,360.74,330.97,356.35,325.97,322.70,331.30,324.34,310.73,301.31,302.79,296.71,307.71,313.73,309.11,304.23,300.41,313.69,319.81,329.36,325.26,334.78,332.74,328.77,317.12,307.15,320.88,328.13,315.79,305.43,296.27,289.54,292.38,,351.94,343.88,,363.98,333.40,345.82,344.92,304.67,316.96,314.31,312.86,,277.19,298.05,328.01,319.32,316.59,320.82,,375.39,344.67,329.79,298.96,332.88,333.07,347.24,342.07,364.66,354.31
2005-02-08 21:56:22+00:00,L7,308.47,308.93,303.49,301.88,280.72,298.30,294.71,300.98,296.06,293.55,285.50,278.75,269.46,261.65,257.23,254.57,250.85,263.00,262.52,270.25,277.85,286.93,287.66,295.50,297.95,285.41,279.78,277.36,283.15,279.98,276.24,285.22,267.44,261.08,254.66,263.93,262.37,277.13,274.84,264.75,253.42,250.45,,,,,,,,,,,,,,,,,,,,,,,
2005-03-12 21:56:32+00:00,L7,306.36,309.22,301.45,304.96,290.70,312.77,299.40,300.61,298.61,290.97,285.62,278.57,270.11,262.48,261.89,267.48,248.23,250.85,258.98,257.30,268.34,273.22,280.44,293.61,294.46,285.40,281.32,280.54,279.63,272.48,262.36,282.00,267.98,267.00,270.14,280.24,294.13,300.40,301.04,,271.36,286.44,300.25,295.82,254.83,248.50,234.92,237.42,242.43,253.08,283.10,282.75,286.74,276.50,275.61,,299.02,276.55,295.97,307.01,318.50,318.97,315.77,316.23,315.23
2005-04-21 21:53:58+00:00,L5,309.06,305.91,307.27,295.85,276.10,299.28,288.91,296.90,298.20,290.69,286.92,280.06,267.61,255.97,236.48,241.12,246.74,256.20,256.70,258.37,260.42,265.44,273.03,283.71,294.14,283.61,276.96,279.49,274.72,265.71,263.81,275.85,202.91,209.32,219.84,221.96,231.35,227.62,237.37,245.36,242.11,234.72,242.20,236.85,240.30,234.85,241.82,228.66,245.99,261.90,282.04,286.52,285.75,277.48,271.49,255.68,259.55,260.58,262.93,296.86,289.99,279.12,255.27,276.33,304.53
2005-05-23 21:54:12+00:00,L5,315.53,314.94,300.14,302.32,278.65,303.99,289.96,308.10,,,,,,,,,,,,238.76,220.64,230.37,223.74,,,,232.40,,,216.89,215.70,,150.14,,,178.27,177.48,183.44,187.26,202.27,212.74,213.28,208.81,219.57,219.03,205.69,213.37,218.33,238.80,253.51,278.40,284.40,281.66,268.39,271.15,260.35,266.38,272.96,267.62,286.40,287.58,273.33,264.76,260.69,273.22
2005-05-31 21:56:23+00:00,L7,286.53,292.71,290.23,278.54,279.03,287.02,275.98,283.92,291.80,282.68,276.26,266.64,249.59,238.98,207.94,225.05,234.50,234.63,244.33,236.76,240.82,245.91,244.09,,268.27,269.58,264.02,263.58,261.47,242.37,236.43,253.96,183.23,185.18,195.52,210.35,208.44,214.84,209.67,218.26,218.89,209.79,,,,,,,,,,,,,,,,,,,,,,,
2005-06-01 21:48:06+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-08 21:54:20+00:00,L5,302.53,301.91,295.09,276.97,278.68,301.24,277.18,292.06,289.25,284.14,274.79,270.61,261.82,240.88,210.35,236.37,231.16,242.81,243.19,235.03,249.18,246.56,248.02,263.53,272.74,275.20,267.94,270.36,267.46,259.84,236.04,267.66,200.17,199.75,201.93,214.08,215.92,227.77,232.37,237.79,238.46,225.01,241.96,234.22,238.18,229.49,230.75,229.79,239.56,253.07,279.66,276.48,281.10,272.39,269.67,253.06,242.09,257.46,255.00,296.75,266.57,261.53,247.94,245.05,253.49
2005-06-24 21:54:25+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,558.47,576.31,589.08,579.85,,457.01,,,243.28,221.17,219.02,216.43,,,,606.16,,371.03,369.17,376.07,,,,,,,,,,,,,,,,,,,,,
2005-07-03 21:48:16+00:00,L5,328.70,337.79,351.14,361.54,373.65,387.38,397.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-03 21:56:13+00:00,L7,299.12,296.41,296.51,279.58,279.25,289.89,280.35,293.85,293.13,286.24,280.52,272.91,266.64,247.12,219.25,231.06,240.26,239.39,252.32,245.03,249.22,253.87,254.67,265.45,278.96,276.99,266.61,269.18,266.15,250.96,245.37,269.80,193.53,201.66,201.62,215.07,,,225.66,238.31,236.02,213.59,,,,,,,,,,,,,,,,,,,,,,,
2005-08-20 21:48:42+00:00,L5,300.99,301.05,299.54,293.41,278.11,294.02,285.83,294.27,293.27,284.58,283.63,273.55,264.87,256.03,236.72,237.66,245.72,249.93,255.27,258.16,255.19,261.89,268.09,285.05,293.26,279.17,277.49,278.02,272.75,269.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-27 21:54:55+00:00,L5,303.62,301.36,297.17,291.46,309.71,311.61,305.08,297.53,293.77,288.19,287.54,281.94,269.09,264.55,235.48,238.10,245.56,253.80,257.28,253.72,253.36,264.78,272.96,286.49,294.84,279.87,274.63,278.29,277.93,265.49,256.21,284.56,,299.01,305.42,305.30,310.49,316.50,322.09,,242.58,244.63,243.56,242.99,243.37,233.32,247.24,231.84,247.24,259.85,286.61,286.51,284.36,282.56,270.00,261.08,290.71,315.07,360.36,365.18,358.61,349.22,337.91,338.95,339.02
2005-09-12 21:54:58+00:00,L5,311.60,304.65,310.01,298.71,372.08,372.90,,,315.57,303.16,295.00,284.50,277.20,254.85,,257.88,245.36,257.67,256.49,260.82,263.48,261.61,292.95,289.60,294.49,285.06,279.00,288.46,275.79,275.45,278.58,286.48,298.56,304.91,308.20,305.59,312.52,315.54,320.12,330.35,343.85,330.41,322.53,,,251.60,263.20,258.47,251.55,270.32,300.72,294.22,303.20,293.91,,323.12,333.69,363.91,368.73,371.04,368.63,365.22,349.18,352.82,353.05
2005-09-20 21:55:54+00:00,L7,303.89,305.04,,,,,,,,,,,,261.70,247.53,260.48,243.80,245.15,257.89,258.67,260.19,263.01,272.31,290.10,292.76,280.07,273.52,272.79,277.50,268.77,262.42,282.65,276.56,279.78,275.65,285.07,289.94,291.74,296.48,282.86,,,259.93,241.95,244.71,234.63,238.72,231.48,245.08,257.08,279.89,282.09,280.36,277.78,266.46,261.32,,301.74,312.02,323.51,322.03,318.01,311.56,320.11,322.34
2005-09-28 21:54:56+00:00,L5,311.33,313.27,301.48,298.89,291.05,318.09,300.27,303.88,298.69,297.23,290.28,282.26,273.14,263.62,274.88,273.17,268.81,272.76,274.19,287.22,298.26,290.57,289.79,297.50,298.82,288.73,285.56,283.60,283.21,278.09,273.02,291.83,296.11,294.24,291.24,301.86,311.74,314.01,315.79,307.23,307.12,308.97,294.89,280.24,254.52,242.71,256.49,248.60,257.14,275.05,289.61,287.89,286.18,286.26,277.62,290.62,329.75,331.73,332.72,343.42,339.07,336.38,332.38,340.36,344.28
