dates,nzd0300-0000,nzd0300-0001,nzd0300-0002,nzd0300-0003,nzd0300-0004,nzd0300-0005,nzd0300-0006,nzd0300-0007,nzd0300-0008,nzd0300-0009,nzd0300-0010,nzd0300-0011,nzd0300-0012,nzd0300-0013,nzd0300-0014,nzd0300-0015,nzd0300-0016,nzd0300-0017,nzd0300-0018,nzd0300-0019,nzd0300-0020,nzd0300-0021,nzd0300-0022,nzd0300-0023,nzd0300-0024,nzd0300-0025,nzd0300-0026,nzd0300-0027,nzd0300-0028,nzd0300-0029,nzd0300-0030,nzd0300-0031,nzd0300-0032,nzd0300-0033,nzd0300-0034,nzd0300-0035,nzd0300-0036,nzd0300-0037,nzd0300-0038,nzd0300-0039,nzd0300-0040,nzd0300-0041,nzd0300-0042,nzd0300-0043,nzd0300-0044,nzd0300-0045,nzd0300-0046,nzd0300-0047,nzd0300-0048,nzd0300-0049,nzd0300-0050,nzd0300-0051,nzd0300-0052,nzd0300-0053,nzd0300-0054,nzd0300-0055,nzd0300-0056,nzd0300-0057,nzd0300-0058,nzd0300-0059,nzd0300-0060,nzd0300-0061,nzd0300-0062,nzd0300-0063,nzd0300-0064,satname
2004-03-25 21:56:06+00:00,303.49,305.18,297.59,297.32,290.72,315.34,315.66,302.59,297.03,293.95,285.61,279.13,268.60,,,,,,,,,,,,,,,,,,,,,,,,,,232.85,,290.79,280.59,,240.89,246.10,240.99,233.30,241.49,241.89,256.31,291.06,284.72,284.53,277.39,274.02,,321.20,323.98,307.33,311.03,288.57,268.03,254.55,,320.90,L7
2004-04-18 21:46:37+00:00,316.18,314.73,315.41,305.80,301.15,314.96,296.52,309.27,307.44,303.45,294.46,293.73,277.59,272.90,249.43,256.13,260.33,263.26,259.44,265.60,276.61,271.01,279.62,298.53,299.48,293.21,285.33,285.83,287.96,267.57,279.54,282.79,,224.31,240.00,249.65,251.93,252.12,259.06,270.11,267.12,254.54,264.53,265.24,259.65,254.71,266.06,248.41,263.36,271.29,298.72,292.31,296.61,291.75,280.17,283.90,282.20,284.80,298.09,313.84,303.74,289.75,267.11,270.41,279.52,L5
2004-05-04 21:47:03+00:00,314.41,310.40,313.87,301.73,293.65,307.20,288.99,300.37,297.24,296.45,291.97,289.44,280.12,273.43,241.68,255.56,257.54,268.33,261.09,259.41,270.85,271.60,278.59,286.34,296.47,286.55,285.83,292.83,282.82,277.55,265.48,281.90,,220.87,242.26,247.82,258.34,252.44,258.44,268.45,272.87,257.17,266.45,262.36,265.36,250.61,267.37,252.75,260.30,271.02,289.30,294.67,297.18,284.81,283.40,274.67,295.70,287.71,300.49,303.92,297.39,287.37,261.04,262.34,268.65,L5
2004-06-05 21:48:00+00:00,306.60,300.98,301.00,296.79,,,274.14,299.45,283.69,272.56,258.36,264.15,,260.24,210.73,268.71,,,,,,,,,,,,,,,,,,,,207.43,,220.51,,,241.96,189.65,,,,209.78,,,,243.50,,,,,,,,,,,,,,,,L5
2004-06-21 21:48:28+00:00,,,,,310.32,,295.02,247.28,,,253.26,243.28,239.08,,260.70,,,246.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-06-30 21:42:34+00:00,307.04,302.99,300.03,293.14,294.16,308.23,280.74,284.09,297.07,289.23,284.34,275.38,266.55,261.75,223.14,241.16,243.42,252.83,249.41,239.36,259.11,260.06,259.87,270.54,272.97,275.40,277.13,276.82,279.90,249.33,245.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2004-07-23 21:49:20+00:00,298.29,297.05,296.40,283.82,269.39,295.08,279.21,291.23,284.92,285.33,278.36,270.55,255.59,244.09,203.35,224.49,223.24,228.26,239.54,235.84,239.55,247.17,240.67,258.44,275.42,259.93,262.00,269.03,249.72,249.84,242.17,258.66,,187.70,192.56,198.57,208.57,210.39,216.04,223.91,223.86,211.59,222.16,220.12,230.92,214.25,216.11,215.32,228.08,246.52,265.06,277.33,280.56,266.17,260.20,237.62,241.40,244.77,240.66,309.84,,250.95,237.84,246.16,,L5
2004-08-08 21:49:38+00:00,298.06,303.77,297.65,293.86,280.17,297.55,286.35,299.05,296.64,288.61,283.87,274.25,264.52,250.19,210.47,230.91,236.00,232.33,247.41,239.70,250.07,256.88,253.54,261.91,280.56,270.11,268.59,272.18,264.50,251.95,240.06,263.55,,187.60,187.89,196.41,208.38,210.03,217.40,224.28,224.46,216.28,227.38,227.26,231.60,227.80,227.03,231.15,,,,,,,,,,,,,,,,,,L5
2004-09-01 21:55:33+00:00,310.40,307.19,303.19,302.10,289.24,306.18,286.08,296.50,294.41,292.09,284.41,282.06,273.76,259.21,,,,,,,,,,,,,,,,,,,,,220.82,231.09,231.24,239.35,254.31,254.19,257.11,239.46,255.55,245.53,251.30,244.77,246.21,241.47,249.09,260.07,288.38,282.63,288.49,282.50,268.74,269.05,259.48,268.93,268.84,295.74,285.61,275.27,254.69,257.51,272.71,L7
2004-09-25 21:50:55+00:00,316.48,316.79,313.64,310.37,306.57,315.49,303.24,305.56,301.61,301.45,291.45,295.54,285.80,272.33,263.62,263.23,258.80,269.75,265.84,270.00,275.46,278.42,295.25,301.61,301.29,288.89,286.63,287.60,287.36,280.38,273.15,288.55,282.15,276.67,277.64,283.69,,295.34,298.01,284.85,262.91,261.55,275.32,266.68,270.07,255.77,272.62,261.95,262.91,271.96,294.04,288.86,291.91,286.63,274.62,271.59,284.82,278.87,283.41,302.92,296.71,304.35,271.56,292.24,307.71,L5
2005-01-15 21:52:57+00:00,343.04,348.80,342.97,353.41,319.97,348.59,322.67,319.40,328.00,321.04,307.35,296.03,297.29,288.46,297.56,305.48,300.86,293.23,295.52,308.19,310.38,323.36,316.46,327.02,328.74,321.44,309.79,301.15,312.63,319.88,305.64,300.54,285.27,280.11,275.88,,,329.21,,,316.90,,,290.00,304.96,,298.19,,267.04,289.25,319.76,312.37,308.83,314.82,,,332.67,316.59,282.46,314.02,319.87,336.24,,359.16,346.55,L5
2005-02-08 21:56:22+00:00,320.87,319.26,314.27,315.66,301.39,312.89,300.91,307.18,302.26,299.75,291.86,288.67,279.79,277.15,276.31,270.07,266.35,283.67,271.71,280.58,295.56,298.20,304.19,310.09,305.47,299.19,293.56,288.63,298.65,295.48,295.32,294.41,288.11,278.79,285.66,294.93,,304.69,302.40,292.31,284.42,275.25,,,,,,,,,,,,,,,,,,,,,,,,L7
2005-03-12 21:56:32+00:00,313.56,315.22,307.71,312.96,302.70,321.24,303.00,304.21,302.21,294.57,289.31,284.33,276.11,271.48,272.97,276.48,257.23,262.85,264.31,263.30,278.63,279.77,290.04,302.08,298.82,293.40,289.32,287.09,288.63,281.48,273.44,287.33,279.98,277.29,288.14,298.24,,316.40,317.04,,289.36,300.84,,311.82,267.92,260.50,250.92,250.51,253.51,262.68,292.10,290.33,295.21,283.05,282.81,,312.11,290.95,313.97,327.58,332.90,330.97,,322.23,323.70,L7
2005-04-21 21:53:58+00:00,317.36,312.83,314.49,305.07,289.93,309.04,293.06,301.05,302.35,294.84,291.18,286.70,274.53,266.35,249.25,251.50,257.12,270.03,262.85,265.29,272.28,272.99,284.10,293.47,299.17,292.83,286.18,287.04,285.10,276.08,276.58,282.00,216.74,221.18,240.59,242.71,249.79,246.06,,263.80,262.86,251.32,260.64,255.29,255.39,248.68,260.26,243.75,258.76,272.97,292.42,295.26,295.51,285.03,279.79,269.51,274.64,277.18,283.68,320.57,306.59,292.95,261.65,283.25,314.29,L5
2005-05-23 21:54:12+00:00,328.13,325.44,311.10,316.32,299.65,318.81,296.26,314.40,,,,,,,,,,,,249.26,238.64,241.82,240.54,,,,246.40,,,232.64,235.08,,171.14,,,209.77,205.48,211.44,,230.27,244.24,238.48,236.81,247.57,241.94,226.69,241.37,241.24,258.18,270.31,294.15,297.66,296.48,279.84,283.75,281.35,289.29,298.16,299.12,322.40,312.78,294.33,274.45,271.19,288.04,L5
2005-05-31 21:56:23+00:00,281.63,288.63,285.97,,270.86,281.26,273.53,281.47,289.35,280.23,273.75,262.72,245.51,232.85,200.40,218.93,228.38,226.46,240.70,232.68,233.82,241.46,237.56,,265.30,264.14,258.58,259.13,255.35,236.25,228.89,250.33,175.06,178.18,183.27,198.10,197.55,203.95,,207.37,206.64,199.99,,,,,,,,,,,,,,,,,,,,,,,,L7
2005-06-08 21:54:20+00:00,309.93,308.08,301.52,285.19,291.01,309.95,280.88,295.76,292.95,287.84,278.58,276.53,267.99,250.13,221.73,245.62,240.41,255.14,248.67,241.20,259.75,253.29,257.89,272.24,277.22,283.42,276.16,277.09,276.71,269.09,247.42,273.14,212.50,210.32,220.43,232.58,232.36,244.21,,,256.96,239.81,258.40,250.66,251.63,241.82,247.19,243.24,250.94,262.94,288.91,284.27,289.81,279.12,277.07,265.39,255.54,272.26,273.50,317.89,281.37,273.86,253.63,251.22,262.20,L5
2005-06-24 21:54:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.78,226.74,228.77,226.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-07-03 21:48:16+00:00,334.70,342.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-08-03 21:56:13+00:00,307.92,303.74,304.16,289.36,293.92,300.24,284.75,298.25,297.53,290.64,285.03,279.95,273.97,258.12,232.79,242.06,251.26,254.06,258.84,252.36,261.79,261.87,266.40,275.80,284.29,286.77,276.39,277.18,277.15,261.96,258.91,276.32,,214.23,223.62,237.07,,,,257.87,258.02,231.19,,,,,,,,,,,,,,,,,,,,,,,,L7
2005-08-20 21:48:42+00:00,312.69,310.80,309.71,306.41,297.61,307.78,291.68,300.12,299.12,290.43,289.63,282.91,274.62,270.65,254.72,252.28,260.34,269.43,263.94,267.91,271.90,272.53,283.69,298.81,300.35,292.17,290.49,288.66,287.38,284.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L5
2005-08-27 21:54:55+00:00,299.12,297.61,293.26,286.46,302.21,306.32,302.83,295.28,291.52,285.94,285.23,278.34,265.34,258.93,228.56,232.47,239.94,246.30,253.95,249.97,246.93,260.69,266.96,281.20,292.11,274.87,269.63,274.20,272.31,259.87,249.29,281.23,,292.58,294.17,294.05,300.49,306.50,312.09,,231.33,235.63,233.56,232.99,235.19,225.82,237.24,223.66,240.32,253.85,280.99,281.77,279.07,278.47,265.50,253.58,282.53,306.07,349.11,352.32,349.61,341.72,334.45,335.20,333.73,L5
2005-09-12 21:54:58+00:00,307.30,301.07,306.27,293.93,,,,,313.42,301.01,292.79,281.06,273.62,249.47,,252.50,239.99,250.50,253.30,257.24,257.34,257.70,287.22,284.54,291.88,280.28,274.22,284.55,270.42,270.07,271.96,283.29,291.39,298.77,297.45,294.84,302.96,305.98,310.56,320.79,333.10,321.81,312.97,,,244.43,253.64,250.65,244.93,264.59,295.35,289.69,298.14,290.00,,,325.87,355.31,357.98,358.75,360.03,358.05,345.87,349.24,347.99,L5
2005-09-20 21:55:54+00:00,310.99,310.96,,,,,,,,,,,,270.57,258.45,269.36,252.68,256.98,263.15,264.59,270.33,269.46,281.78,298.45,297.06,287.96,281.41,279.24,286.38,277.64,273.34,287.91,288.39,289.92,293.40,302.82,305.72,307.52,312.26,298.64,,,275.71,257.73,257.62,246.46,254.50,244.39,256.00,266.55,288.76,289.56,288.71,284.23,273.56,273.15,,315.94,329.77,343.80,336.23,329.84,317.02,326.03,330.69,L7
2005-09-28 21:54:56+00:00,313.63,315.19,303.48,301.45,294.88,320.80,301.42,305.03,299.84,298.38,291.46,284.10,275.06,266.50,278.42,276.05,271.69,276.59,275.89,289.14,301.55,292.66,292.86,300.21,300.21,291.29,288.12,285.69,286.08,280.96,276.56,293.53,299.94,297.53,296.99,307.61,316.85,319.12,320.90,312.34,312.87,313.57,300.00,285.35,258.70,246.54,261.60,252.78,260.68,278.12,292.49,290.31,288.89,288.35,279.92,294.45,333.93,336.33,338.47,349.99,343.67,340.21,334.15,342.28,346.99,L5
2005-10-22 21:56:03+00:00,,337.27,347.25,,303.02,331.06,326.66,317.72,300.92,306.89,287.48,297.48,284.60,298.19,295.46,295.45,292.38,288.71,286.93,295.58,293.70,303.65,299.37,312.34,306.75,326.15,308.20,308.06,305.76,295.55,277.41,288.29,291.19,290.38,293.78,300.44,309.47,313.45,314.81,310.96,305.72,297.30,289.02,279.87,269.59,262.73,262.75,261.13,260.22,280.27,307.70,297.21,295.81,317.79,323.62,325.97,336.53,338.79,331.54,338.42,341.86,341.60,348.08,348.68,354.58,L7
2005-10-30 21:54:51+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,344.44,,,,,,,,,,,,,,313.24,295.24,290.02,294.39,283.11,267.82,305.69,279.27,268.04,275.90,293.99,321.85,307.77,310.11,312.72,323.01,326.47,335.68,337.79,330.14,336.26,337.25,,,,L5
2005-10-31 21:49:59+00:00,344.98,353.36,333.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2005-11-07 21:56:15+00:00,352.60,364.32,354.81,,,353.44,347.45,337.62,333.16,330.75,322.55,317.85,314.10,308.01,300.57,,,,,,,,,,,,,,,,,,,,,,,,,,,301.54,296.20,287.89,286.27,273.98,293.39,312.46,312.28,312.50,318.71,321.18,321.75,325.92,325.02,321.06,338.80,346.10,339.67,338.93,342.38,342.07,346.03,347.93,352.24,L7
2006-01-10 21:56:40+00:00,338.03,341.32,327.75,323.01,305.13,,308.49,315.93,305.56,303.71,298.06,287.68,286.15,285.71,279.78,278.56,271.58,277.53,277.46,283.19,290.55,291.33,303.37,318.06,309.03,302.62,300.44,292.33,298.50,294.55,288.41,290.33,285.85,278.63,287.25,290.62,296.11,302.97,300.77,290.99,288.13,,,,,,,,,,,,296.82,298.75,307.61,307.50,315.95,329.37,326.31,336.00,333.94,333.59,324.10,323.96,335.36,L7
