dates,satname,nzd0213-0000,nzd0213-0001,nzd0213-0002,nzd0213-0003,nzd0213-0004,nzd0213-0005,nzd0213-0006,nzd0213-0007,nzd0213-0008,nzd0213-0009,nzd0213-0010,nzd0213-0011,nzd0213-0012,nzd0213-0013,nzd0213-0014,nzd0213-0015,nzd0213-0016,nzd0213-0017,nzd0213-0018,nzd0213-0019,nzd0213-0020,nzd0213-0021,nzd0213-0022,nzd0213-0023,nzd0213-0024,nzd0213-0025,nzd0213-0026,nzd0213-0027,nzd0213-0028,nzd0213-0029,nzd0213-0030,nzd0213-0031,nzd0213-0032,nzd0213-0033,nzd0213-0034,nzd0213-0035,nzd0213-0036,nzd0213-0037,nzd0213-0038,nzd0213-0039,nzd0213-0040,nzd0213-0041,nzd0213-0042,nzd0213-0043,nzd0213-0044,nzd0213-0045,nzd0213-0046,nzd0213-0047,nzd0213-0048,nzd0213-0049,nzd0213-0050
2001-06-07 21:43:18+00:00,L7,399.74,382.75,366.94,362.00,360.09,363.59,369.02,373.50,360.47,372.20,366.73,367.63,364.44,364.13,363.58,362.50,364.97,364.01,363.96,367.66,369.28,376.06,378.87,383.56,,,,,,,,,,,,,,,,,,373.26,377.38,382.15,385.64,393.19,396.09,409.45,400.30,386.27,386.81
2001-06-30 21:49:12+00:00,L7,409.50,388.87,377.20,373.37,373.07,377.76,381.11,385.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-25 21:42:54+00:00,L7,404.73,385.61,374.00,366.12,367.80,369.24,374.64,377.78,357.56,376.37,371.24,372.76,369.88,369.64,365.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.02,416.40,406.96,388.23,401.40
2001-08-10 21:42:36+00:00,L7,398.11,375.08,361.29,356.23,361.18,366.56,369.48,371.38,362.88,366.89,366.36,360.23,356.89,359.97,367.75,367.97,360.85,364.12,362.75,366.82,365.97,363.18,365.03,371.24,371.44,364.92,358.63,355.51,330.84,241.24,,,228.90,354.06,358.71,285.32,302.98,353.33,351.51,354.15,350.66,359.35,355.90,366.24,363.33,374.78,377.60,395.77,385.36,367.28,
2001-08-26 21:42:25+00:00,L7,403.49,381.37,362.30,362.27,367.76,370.97,375.42,379.12,369.88,371.51,365.25,366.78,363.12,365.37,365.84,365.17,366.84,372.00,372.12,371.64,372.47,378.18,382.44,383.23,387.13,395.89,408.06,377.79,365.91,366.99,378.98,383.75,386.71,385.66,385.41,382.34,381.96,384.73,378.69,376.52,375.71,377.20,382.18,389.18,393.10,400.07,401.89,416.25,407.20,389.84,399.41
2001-09-11 21:42:14+00:00,L7,407.73,381.70,372.92,372.44,370.36,373.50,378.73,384.80,373.59,387.44,381.09,378.67,372.30,370.58,371.32,372.49,372.52,379.11,379.07,381.34,383.35,386.90,387.24,387.89,399.99,405.12,382.75,313.06,305.11,268.79,353.33,377.55,381.24,385.36,386.21,389.38,393.02,,,,,,,,,,,,,,
2001-09-27 21:42:05+00:00,L7,403.17,382.96,369.99,366.22,367.97,370.34,373.87,373.50,366.95,379.96,371.41,373.29,369.45,368.13,366.00,368.83,370.02,373.66,375.36,376.10,379.80,383.69,384.00,387.47,404.13,408.72,380.02,363.15,326.59,379.68,,,,,381.24,381.79,379.50,383.67,382.34,374.40,374.53,376.34,380.69,384.07,391.12,406.80,408.44,433.71,414.59,397.05,405.20
2001-10-13 21:41:51+00:00,L7,410.67,386.28,376.48,377.41,373.45,376.11,381.51,383.73,371.77,383.36,382.10,379.04,376.48,375.94,372.51,375.24,377.34,382.19,382.43,384.32,386.64,390.20,390.59,395.75,411.80,411.71,364.88,350.25,373.07,383.98,386.67,387.31,388.36,386.62,385.58,384.98,384.13,381.87,381.67,379.32,379.24,377.71,386.34,392.24,401.08,407.16,408.24,428.97,,395.03,407.54
2002-04-07 21:42:28+00:00,L7,409.51,390.24,379.80,372.92,367.71,369.88,373.37,384.58,381.85,377.04,372.76,371.52,369.20,366.68,368.24,367.53,369.51,373.08,375.30,380.88,380.63,382.93,384.21,382.54,385.03,382.39,383.58,393.90,393.48,384.97,371.95,362.40,363.32,368.00,369.59,357.26,328.69,349.08,364.00,364.50,362.73,358.38,360.90,368.25,377.91,391.46,395.99,415.50,405.93,386.05,401.51
2002-08-29 21:41:39+00:00,L7,405.77,385.74,365.87,363.54,369.40,372.87,379.90,386.24,384.91,384.37,376.52,376.13,378.70,381.70,378.15,377.38,382.07,384.42,389.50,392.98,395.05,406.13,,,,,,,,,,,,,,,374.86,374.06,378.15,374.59,372.89,373.34,375.66,378.79,392.26,395.57,396.05,412.95,407.54,396.40,402.17
2002-09-14 21:41:31+00:00,L7,403.14,382.71,361.77,362.33,368.82,372.87,377.92,383.82,380.99,381.50,376.04,378.95,378.57,377.22,375.93,377.72,382.02,386.48,390.55,391.60,397.56,408.90,412.76,,,,,,,,,,,,,,374.66,378.13,378.08,371.72,367.46,371.51,372.23,379.90,387.11,394.56,396.75,415.37,407.89,382.26,398.32
2002-10-16 21:41:24+00:00,L7,386.17,370.18,340.75,342.43,345.56,352.49,356.14,363.41,362.87,367.13,350.25,347.39,346.66,357.13,359.58,358.38,362.63,368.09,372.63,378.62,380.64,388.13,397.20,396.98,349.20,312.25,319.63,289.39,216.49,,,,268.36,356.83,357.55,290.76,301.60,353.67,360.83,,,,358.84,369.37,372.73,384.08,381.45,405.09,385.21,369.10,378.66
2002-11-01 21:41:30+00:00,L7,394.44,368.42,343.01,334.50,338.66,348.49,357.36,367.00,,,344.88,347.55,349.38,353.14,356.97,359.97,360.00,368.31,369.39,378.70,383.26,385.58,387.17,389.29,370.66,323.95,321.18,291.29,201.67,,,,353.51,355.91,359.49,300.59,314.79,357.24,361.84,,,,361.90,370.68,376.05,390.78,385.85,410.75,387.40,373.27,383.14
2003-04-10 21:42:26+00:00,L7,386.83,366.69,360.92,355.99,355.44,355.35,360.81,368.40,367.19,367.96,367.36,370.09,377.34,376.45,376.00,377.26,382.79,388.34,386.74,382.86,388.35,384.17,382.68,392.55,,,,,,,,,,,,,352.70,349.30,359.26,351.20,354.73,360.45,359.82,364.26,374.57,385.59,387.92,405.58,392.34,378.40,384.21
2003-04-26 21:42:25+00:00,L7,402.12,386.13,376.09,366.91,364.70,370.03,376.45,381.49,375.99,387.92,383.25,387.64,381.86,383.35,385.19,386.95,393.22,394.07,394.89,392.26,394.08,,,,,,,,,,,,,,,,,378.61,378.00,370.79,367.61,369.23,370.99,375.33,386.13,392.15,398.24,415.79,398.60,381.26,388.89
2003-05-28 21:42:22+00:00,L7,419.43,405.26,388.35,386.05,383.11,385.03,389.56,395.74,383.22,398.27,393.99,394.97,395.59,395.93,399.07,399.64,403.25,401.90,403.16,402.50,402.15,408.07,409.73,,,,,,,,,,,,,,,,378.38,376.84,373.77,373.46,379.79,384.68,390.75,395.65,401.02,415.23,407.92,389.67,387.16
2003-09-09 21:31:05+00:00,L5,392.25,377.07,358.91,358.41,363.16,365.64,371.95,378.10,366.22,372.07,371.29,371.80,371.23,372.14,374.56,374.02,377.83,384.31,382.98,381.38,381.98,392.12,395.65,400.44,399.32,416.94,380.92,324.96,223.12,187.46,359.03,364.21,352.23,351.17,349.94,344.75,335.34,352.31,359.32,355.05,351.45,350.73,355.12,358.61,368.47,383.00,391.55,404.03,386.27,371.70,378.64
2003-10-18 21:37:48+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-04 21:42:03+00:00,L7,398.04,382.49,362.41,362.18,361.91,371.17,380.07,388.27,,,,,379.25,382.46,380.93,385.64,388.43,392.10,393.57,395.59,394.81,400.48,407.87,408.63,411.03,410.87,416.26,414.00,393.55,318.00,146.77,,,,368.44,365.75,370.06,372.88,372.26,368.23,366.98,365.37,371.45,373.74,385.46,396.69,393.26,,,,
2003-11-20 21:42:19+00:00,L7,398.58,382.98,359.35,357.22,358.90,368.43,373.67,382.08,377.32,375.45,373.88,,,,,377.12,377.99,383.80,385.38,387.82,390.82,390.83,401.27,400.74,404.72,404.96,400.79,399.03,370.30,368.58,357.35,359.71,,,,,353.38,360.40,361.97,355.75,355.19,356.13,356.10,365.33,374.94,389.25,384.04,411.75,388.44,370.81,
2003-11-28 21:32:10+00:00,L5,375.68,361.53,346.19,341.88,347.86,357.56,364.16,372.31,363.16,360.21,362.29,357.88,364.77,368.23,365.67,366.48,370.80,373.94,372.79,379.62,383.31,395.39,400.08,400.12,399.74,391.17,307.80,291.38,146.14,110.33,,339.67,351.06,346.33,344.85,331.80,316.77,335.51,345.21,348.03,347.03,345.33,342.04,339.76,353.73,372.74,379.57,392.26,380.92,369.18,369.41
2003-12-05 21:38:22+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-30 21:32:24+00:00,L5,386.81,365.81,356.59,347.44,352.66,360.75,368.24,377.37,377.04,372.25,367.82,371.19,372.85,379.45,383.35,382.90,387.83,389.18,394.40,396.11,402.55,410.13,411.89,406.51,403.70,406.17,404.35,279.57,359.69,366.97,368.47,363.55,362.68,362.49,366.10,362.43,364.18,368.22,368.33,362.56,362.30,362.14,364.47,363.30,371.85,382.05,383.85,403.16,386.37,375.82,396.02
2004-01-22 21:38:40+00:00,L5,344.60,329.97,308.14,309.82,313.49,309.42,323.43,291.72,,,,,,,,,,411.44,380.92,358.36,360.56,365.85,375.44,364.32,377.22,298.82,278.00,249.81,,,,,,,,,,,,,,,,,,,,,,,
2004-01-23 21:42:42+00:00,L7,379.79,360.32,344.16,341.36,345.17,357.58,361.31,371.98,369.49,354.23,365.20,367.01,371.01,373.15,377.42,,,,,388.10,391.25,395.21,400.78,398.21,403.25,399.26,391.13,287.63,350.71,355.13,357.18,359.32,360.89,351.29,353.93,333.78,,,,352.34,,,351.90,348.86,357.41,366.75,376.70,387.04,372.84,368.77,375.55
2004-02-23 21:38:50+00:00,L5,,,,,,,,,,,,,,,,,,196.16,,,181.89,171.98,171.91,161.47,148.92,,,,,,,595.68,514.88,477.97,394.23,334.68,291.42,262.39,169.45,,,,,,,,,,,,
2004-02-24 21:42:45+00:00,L7,370.76,349.71,332.39,324.85,331.13,346.80,,,,,,356.79,359.05,362.08,363.01,366.18,367.74,372.26,374.57,376.11,376.34,381.39,385.87,385.88,384.93,385.14,303.17,293.01,141.00,99.93,,,339.57,339.00,338.45,305.36,316.27,333.24,343.39,341.71,333.87,,270.84,336.74,353.09,362.69,,,,364.51,367.56
2004-03-27 21:42:57+00:00,L7,,,,,,341.18,351.98,353.66,352.93,361.47,359.56,362.77,363.02,362.98,364.18,368.08,367.56,374.06,372.87,374.35,380.00,385.30,,,,,,,,,,256.74,343.67,342.52,339.11,341.05,326.94,342.49,350.68,342.98,337.72,,271.30,,,363.82,363.31,382.79,367.72,357.45,363.02
2004-05-14 21:42:51+00:00,L7,,,372.44,365.26,371.88,375.12,371.97,375.34,382.26,385.04,383.19,381.15,386.66,381.71,377.98,381.50,380.29,377.07,381.52,398.28,,,,,400.11,394.10,356.26,279.91,266.64,183.34,,360.64,355.58,353.71,352.09,354.13,341.04,352.04,354.26,347.26,,,,,371.44,386.68,385.44,405.20,390.19,370.30,364.56
2004-05-22 21:34:26+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.03,,,,,,,,,,,,
2004-06-22 21:48:52+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-23 21:35:22+00:00,L5,391.71,374.58,361.65,358.56,361.61,368.86,377.46,382.32,379.43,373.07,379.18,382.25,383.19,383.68,385.20,390.62,393.07,398.36,394.15,400.99,402.48,402.13,413.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-02 21:43:21+00:00,L5,493.45,,406.46,368.47,333.24,318.22,320.06,,277.84,266.45,278.09,,336.95,326.14,340.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-03 21:42:23+00:00,L7,378.87,365.39,351.52,345.08,353.92,373.92,,,,,,374.56,380.05,383.08,379.11,384.81,388.02,392.99,397.51,395.84,395.68,397.13,389.78,389.59,393.92,396.77,403.07,342.28,197.40,191.23,163.40,,368.32,369.01,368.21,368.97,370.48,373.10,369.08,363.17,358.45,356.62,358.52,362.18,369.85,376.51,,,,,380.56
2004-09-10 21:48:31+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-18 21:43:46+00:00,L5,,,,,,,,643.49,604.72,543.22,496.76,433.42,391.74,367.14,367.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-19 21:42:17+00:00,L7,,,,,356.60,364.25,373.61,381.18,375.70,377.78,377.58,380.25,378.92,380.38,380.21,381.98,384.84,392.62,394.25,396.20,,,,,,389.97,392.90,386.49,375.40,376.95,376.80,380.70,375.03,375.33,368.98,366.55,365.97,366.56,368.29,363.78,359.05,,,,,381.32,384.16,398.50,383.59,381.60,391.49
2004-10-04 21:44:07+00:00,L5,,,,,,,622.38,594.02,542.12,498.76,435.85,389.61,338.74,308.47,262.07,211.36,153.59,111.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-13 21:38:08+00:00,L5,380.79,352.81,339.19,329.27,334.40,339.61,352.89,364.44,356.20,365.65,359.71,365.58,368.16,374.67,376.36,376.07,382.07,390.80,389.23,389.01,389.61,392.43,386.14,370.92,369.64,373.27,374.64,373.18,256.39,229.07,178.98,380.38,377.46,364.09,364.10,361.88,362.08,371.26,365.25,356.81,353.13,348.64,349.04,352.50,358.71,372.42,375.79,393.83,378.29,369.32,380.62
2004-10-20 21:44:28+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-07 21:45:24+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-18 21:40:18+00:00,L5,379.45,361.24,350.70,348.96,352.08,351.88,358.13,362.49,356.07,366.06,366.87,372.40,373.00,370.40,373.92,373.59,380.69,382.92,380.46,375.51,378.84,382.03,377.70,374.63,359.80,350.50,315.42,293.13,,316.52,331.14,340.56,345.08,385.89,388.38,380.47,383.68,381.39,379.09,377.06,368.62,366.78,373.49,380.07,378.79,382.02,387.05,405.80,390.72,379.64,391.87
2005-02-25 21:46:35+00:00,L5,474.84,432.21,389.25,350.86,322.91,280.32,252.71,192.13,,,,206.00,211.25,214.38,192.47,179.95,184.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-26 21:43:20+00:00,L7,,,,,,346.71,355.61,357.83,352.66,366.65,374.90,368.85,369.66,370.25,372.24,373.05,377.21,378.35,379.73,384.69,381.97,384.68,,,,,,,348.60,344.06,344.46,349.53,357.62,383.85,381.75,381.61,377.55,381.27,380.18,369.44,365.76,372.99,,,,,,,,,
2005-03-14 21:43:22+00:00,L7,,366.68,357.84,353.01,358.81,365.43,353.19,346.54,340.73,,357.64,367.51,384.85,,,,,,369.94,373.47,377.96,381.07,378.05,376.59,371.00,371.35,373.61,371.84,365.94,360.19,358.42,363.16,370.55,389.06,322.23,305.53,,,368.08,363.51,357.51,362.00,368.08,372.57,374.24,382.34,383.68,394.12,382.42,366.86,371.24
2005-03-22 21:40:41+00:00,L5,,,,357.12,359.95,366.33,369.84,370.33,365.61,374.13,381.21,385.45,384.88,384.12,387.61,386.45,386.03,389.50,391.44,391.19,388.66,388.18,391.69,382.62,372.34,377.24,369.70,295.90,,334.04,354.52,360.73,345.91,374.98,384.82,385.52,386.48,384.60,382.72,,,,370.83,376.17,384.31,384.87,388.59,407.27,388.42,375.66,392.18
2005-03-29 21:46:54+00:00,L5,,,,,,,,,,,,,,,512.72,,420.29,378.97,331.89,286.98,225.64,184.25,130.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-30 21:43:20+00:00,L7,410.22,,,,,,,374.29,368.57,372.31,377.79,380.26,378.21,376.52,377.46,375.23,380.17,384.62,386.63,387.71,388.15,387.69,384.24,375.59,,,,,,347.70,346.14,349.20,353.75,372.87,377.96,377.78,378.28,378.13,374.76,368.87,361.71,359.44,359.35,375.11,301.66,,,395.32,381.64,370.68,381.32
2005-04-06 21:49:28+00:00,L7,396.74,372.94,357.29,354.59,362.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-22 21:49:23+00:00,L7,394.62,373.51,359.71,356.18,361.06,367.20,374.05,379.74,372.55,381.52,,,,,,,,,,,392.37,391.17,385.45,384.31,380.31,377.27,376.51,373.06,370.07,370.59,368.82,,,,,,,,,,,,,,,,,,,,
2005-04-30 21:47:03+00:00,L5,371.40,346.43,333.81,326.19,331.14,334.80,342.69,353.98,345.57,352.69,360.04,364.59,365.37,365.65,366.90,365.43,365.36,365.76,361.29,363.60,364.03,367.11,360.83,344.90,322.12,310.70,294.69,276.96,,,,,292.11,301.08,283.72,300.88,317.06,346.70,355.08,343.87,,,245.79,221.90,244.23,360.05,,,,,
2005-05-08 21:49:28+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-09 21:40:56+00:00,L5,388.37,369.15,357.75,357.21,360.89,365.60,372.43,379.43,375.27,380.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.02,380.90,365.05,364.07,367.13,371.55,375.19,381.57,385.28,399.48,384.40,376.77,389.10
2005-06-09 21:49:20+00:00,L7,379.23,364.20,346.85,343.12,355.85,362.17,363.13,381.13,379.96,379.75,382.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-26 21:41:16+00:00,L5,385.92,369.42,357.65,346.57,357.16,364.30,371.78,379.25,378.65,378.92,386.50,386.55,385.94,387.62,388.63,381.91,384.50,385.93,386.79,378.35,,,,,,,,,,,,,,,,,,,382.03,376.33,367.14,363.34,365.90,369.22,370.31,379.82,383.06,396.51,387.09,375.38,373.74
2005-07-11 21:49:16+00:00,L7,,363.65,359.69,364.45,380.00,390.89,405.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-19 21:47:39+00:00,L5,,,,,,,,,485.88,434.12,394.16,354.57,312.11,262.85,207.41,158.61,99.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-28 21:49:05+00:00,L7,395.97,372.20,357.15,353.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-29 21:41:46+00:00,L5,406.28,374.94,363.70,361.60,371.67,380.34,384.63,380.53,376.61,384.02,383.34,389.90,391.15,383.95,393.54,395.57,396.56,400.14,401.19,398.21,399.97,397.10,398.29,397.42,396.85,398.18,396.42,387.45,377.13,380.57,384.00,380.48,377.95,358.40,382.51,395.71,402.78,413.44,414.24,401.54,391.65,389.92,394.69,398.67,401.42,413.34,394.94,413.66,,376.46,387.21
2005-09-21 21:47:59+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-08 21:42:41+00:00,L7,384.30,350.57,329.99,325.58,332.81,333.67,350.09,,,,,,359.46,360.33,362.54,364.92,368.63,367.32,366.73,363.74,363.16,358.58,352.05,346.35,338.23,338.96,296.26,277.73,,,,,,,268.40,312.73,363.59,378.55,376.50,365.96,355.26,,349.62,348.65,354.01,362.05,366.63,,,,360.74
2005-10-24 21:42:55+00:00,L7,345.70,351.19,350.05,351.20,354.21,361.63,378.89,385.10,,,,,,,,,,,,,,,,373.30,367.79,361.93,361.80,367.42,364.76,362.78,361.40,365.96,329.79,,,,350.03,408.06,413.71,399.40,382.16,373.70,373.08,374.05,380.62,382.03,384.04,401.25,380.32,372.62,
2005-11-17 21:42:07+00:00,L5,382.09,362.69,356.67,350.86,353.72,359.51,366.69,362.67,356.80,364.07,366.00,369.46,371.04,371.41,372.78,373.02,377.00,373.81,378.52,375.50,376.36,379.05,374.52,366.60,362.78,363.12,362.08,359.98,349.00,342.02,348.09,351.95,347.28,282.22,280.70,313.77,348.53,404.45,400.47,387.88,377.84,373.92,370.80,370.11,376.84,380.58,378.29,386.79,375.42,362.03,373.41
2005-11-24 21:48:28+00:00,L5,,,,,279.60,271.52,283.08,,,,,,640.63,596.46,,482.06,427.19,389.56,353.55,303.82,288.78,295.85,296.84,290.04,267.01,268.31,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-05 21:44:00+00:00,L5,379.46,363.47,362.85,355.97,352.99,362.52,367.51,368.43,364.64,372.76,371.26,373.91,369.42,370.67,375.25,369.19,374.03,380.05,369.80,372.66,378.95,377.38,371.91,373.01,372.97,373.75,297.34,269.71,366.22,359.40,349.64,355.56,355.86,262.19,259.26,278.12,303.11,385.18,399.86,386.42,376.89,375.50,382.61,377.95,378.82,381.29,384.34,394.30,375.36,362.50,376.93
2006-02-12 21:50:20+00:00,L5,342.44,333.28,319.38,321.44,317.59,317.11,323.97,321.11,288.90,317.57,,,,,,,,339.46,343.61,337.32,333.57,335.32,327.81,325.48,316.33,287.67,283.56,150.42,,,,,,,606.48,525.85,485.60,411.27,372.13,327.41,319.99,271.02,261.10,212.45,280.62,,,,,,
2006-03-01 21:43:46+00:00,L7,380.81,362.87,357.68,368.50,,,,,,,364.76,369.48,369.73,372.66,370.58,373.35,370.37,372.81,372.50,372.44,369.37,370.37,368.16,364.95,367.68,372.24,300.13,295.49,,,,356.89,351.14,279.15,276.05,351.35,366.81,375.35,381.73,374.79,366.17,363.88,363.20,361.43,365.99,364.06,,,,354.56,362.37
2006-04-02 21:43:44+00:00,L7,401.26,,,,,,,365.88,356.92,364.64,371.56,372.41,369.02,370.16,373.70,372.52,366.16,372.57,371.66,369.93,372.36,370.77,364.59,365.29,,,,,,361.59,361.30,363.24,351.28,274.28,267.66,284.83,310.10,374.08,380.72,374.23,364.64,363.93,365.33,380.02,275.52,,,383.50,370.31,359.12,364.17
