dates,satname,nzd0295-0000,nzd0295-0001,nzd0295-0002,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0048,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0070,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,nzd0295-0082,nzd0295-0083,nzd0295-0084,nzd0295-0085,nzd0295-0086,nzd0295-0087,nzd0295-0088,nzd0295-0089,nzd0295-0090,nzd0295-0091,nzd0295-0092,nzd0295-0093,nzd0295-0094,nzd0295-0095,nzd0295-0096,nzd0295-0097,nzd0295-0098,nzd0295-0099,nzd0295-0100,nzd0295-0101,nzd0295-0102,nzd0295-0103,nzd0295-0104,nzd0295-0105,nzd0295-0106,nzd0295-0107,nzd0295-0108,nzd0295-0109,nzd0295-0110,nzd0295-0111,nzd0295-0112,nzd0295-0113,nzd0295-0114
2000-05-03 21:46:43+00:00,L7,379.31,392.73,401.38,379.22,372.80,363.42,360.31,361.26,362.32,367.72,369.09,372.86,373.71,384.24,385.95,390.65,390.39,387.89,385.51,385.04,379.52,381.27,386.31,391.03,395.37,394.79,397.99,401.91,395.17,381.80,379.43,369.42,376.50,370.85,377.24,389.02,384.47,384.56,388.25,377.98,379.06,387.88,386.09,405.52,397.70,392.52,395.93,408.62,412.07,400.67,394.73,400.02,398.19,394.40,396.03,397.18,396.57,402.83,400.70,395.02,390.20,381.40,383.47,375.29,372.93,376.68,389.10,371.43,368.15,371.63,369.58,373.52,363.38,355.48,354.25,344.79,341.72,338.46,337.56,343.72,348.90,337.59,342.23,352.13,365.89,368.89,367.85,363.16,363.06,356.95,357.32,376.26,386.70,380.50,384.70,380.40,391.83,391.15,389.13,407.14,414.16,426.99,404.73,384.87,364.56,344.54,338.41,333.12,329.53,323.86,323.67,361.53,347.31,327.86,335.70
2000-05-19 21:46:31+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,395.99,389.81,372.83,371.34,364.79,366.96,367.76,374.11,374.97,373.15,379.11,374.52,374.50,369.86,371.69,375.69,383.20,387.45,391.94,391.02,391.47,393.69,390.61,395.36,395.44,391.83,384.93,383.45,387.05,389.13,388.94,389.81,388.41,381.20,375.97,373.62,363.25,360.20,361.38,358.80,355.98,353.34,354.49,360.88,364.52,362.49,367.05,357.34,352.34,334.85,330.72,330.36,333.46,331.12,337.88,350.80,350.52,351.15,350.49,350.98,351.06,341.76,,,,,,,,,,,,,,400.69,390.84,371.94,352.22,343.71,323.43,322.63,322.20,312.77,316.96,335.82,325.79,315.72,321.97
2000-07-13 21:52:07+00:00,L7,359.85,374.51,373.33,362.35,357.73,330.26,322.98,325.30,331.83,335.63,340.15,341.33,345.93,352.10,361.97,359.28,360.33,357.51,355.68,352.50,350.38,352.51,356.94,359.75,364.62,363.43,368.68,380.22,369.53,366.43,365.24,362.31,363.82,359.91,365.85,363.50,365.66,373.93,374.17,374.11,374.78,369.26,366.49,378.81,386.83,387.16,389.80,375.42,372.42,374.74,378.16,375.36,364.96,362.16,368.41,366.53,361.78,366.40,360.22,359.16,357.91,357.21,351.89,336.53,340.80,330.78,338.29,338.64,,,,,337.52,331.18,325.44,322.73,318.66,312.86,323.31,324.82,320.89,,,324.50,323.34,318.83,327.94,330.50,339.32,348.59,347.48,346.63,342.62,333.47,312.25,,,346.57,344.47,349.25,366.06,371.40,363.66,355.01,338.33,335.07,323.48,314.31,303.99,306.94,310.56,334.31,317.99,300.26,319.01
2000-07-29 21:51:50+00:00,L7,382.45,398.60,382.93,372.56,366.09,347.33,340.94,340.27,347.82,352.95,357.64,357.74,368.91,364.86,373.88,374.32,373.55,366.34,372.99,375.05,373.32,368.89,377.31,389.55,390.94,387.23,391.37,392.76,389.35,384.09,399.23,388.92,376.32,378.17,381.29,386.24,384.48,401.91,410.00,388.09,406.32,405.68,394.16,399.44,404.15,398.65,402.71,407.90,412.34,418.69,392.85,393.22,387.00,393.15,395.76,381.10,384.96,374.46,381.87,377.00,380.41,373.87,366.21,366.48,370.43,365.79,363.52,359.39,358.11,357.37,357.59,367.38,364.89,360.93,353.02,362.03,359.45,342.33,337.84,347.45,352.40,352.61,345.64,360.69,364.20,349.85,343.66,357.80,371.94,373.17,378.63,385.26,383.07,,352.60,363.79,382.95,395.09,397.34,405.18,419.08,431.01,436.98,415.64,374.15,348.46,354.71,339.65,343.80,355.04,352.35,385.17,,337.46,328.51
2000-08-07 21:45:32+00:00,L7,359.07,361.78,362.24,355.22,348.89,341.68,324.27,322.45,323.96,330.61,333.97,337.94,345.56,350.15,355.26,352.29,353.60,352.80,353.43,350.93,346.94,349.46,354.72,357.73,365.20,367.13,367.80,370.49,366.39,367.05,364.67,362.94,362.53,362.57,365.71,362.28,369.35,371.84,374.07,373.59,388.47,388.43,383.55,382.15,387.28,379.63,380.38,385.71,376.58,380.43,378.30,376.81,362.44,365.55,366.15,369.35,364.97,360.04,357.34,353.63,356.34,357.10,355.19,347.77,342.85,344.58,340.48,342.60,338.70,335.41,336.70,340.56,336.78,329.34,326.69,324.21,324.55,322.18,326.78,327.76,327.62,327.48,334.80,337.34,337.98,332.03,332.89,330.21,332.99,345.79,351.20,350.39,345.81,335.26,322.77,341.43,340.57,346.11,350.42,356.94,366.26,377.13,363.84,350.52,338.45,328.57,315.27,305.26,307.50,309.72,313.42,325.12,314.10,304.05,313.40
2000-08-14 21:51:44+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,361.38,366.97,363.00,360.39,361.63,363.08,356.96,,,339.93,352.35,357.21,360.33,,,367.26,372.12,371.64,367.03,368.87,361.93,367.40,354.70,358.07,358.78,338.06,361.74,368.14,359.98,352.20,,104.55,,348.81,354.10,352.79,355.25,356.06,360.47,354.71,346.45,343.61,341.65,343.55,341.42,337.51,338.29,339.98,340.33,335.46,329.79,327.92,321.86,321.38,320.10,326.86,329.42,327.20,336.74,336.30,336.03,338.70,332.90,329.20,328.67,329.52,345.23,356.14,354.34,349.85,346.48,,341.25,343.54,348.71,345.36,355.26,367.25,370.74,359.96,343.48,337.34,328.82,311.21,306.44,312.28,314.66,311.92,322.57,311.66,302.71,307.78
2000-09-15 21:51:13+00:00,L7,359.93,371.66,361.60,353.48,351.99,340.07,323.99,321.03,321.86,330.80,342.39,342.85,346.60,346.60,353.82,351.76,351.74,358.55,355.47,357.23,357.16,352.61,354.94,358.94,366.01,365.87,367.72,373.99,366.76,363.86,357.76,358.57,357.07,361.74,366.69,368.81,368.58,374.69,376.14,370.42,369.91,373.08,371.42,376.32,382.21,386.40,386.55,384.66,378.21,386.64,388.16,379.57,365.58,367.02,370.79,373.21,369.56,365.11,364.46,357.20,353.15,350.13,339.34,335.37,332.57,328.08,336.86,339.61,337.45,335.21,334.15,340.63,334.00,327.49,324.77,321.14,314.24,308.77,317.30,322.13,325.07,325.76,324.49,324.34,319.68,314.15,313.37,323.84,325.81,334.72,339.98,337.48,334.80,330.17,326.97,,344.39,351.49,352.25,358.33,370.60,373.11,359.35,342.76,334.71,321.31,313.67,315.85,310.36,306.48,311.99,320.79,309.97,297.61,307.07
2000-10-26 21:44:46+00:00,L7,376.10,387.65,375.91,362.96,355.07,346.22,347.51,341.41,342.34,354.02,364.45,359.49,364.58,371.83,376.72,384.83,373.65,371.43,366.30,365.09,372.13,375.09,374.66,380.46,377.41,369.78,378.14,392.25,379.36,374.88,372.46,372.02,375.32,373.74,379.30,387.26,387.54,387.79,389.52,388.24,386.22,381.10,383.06,386.94,388.54,396.03,404.37,407.72,399.33,393.59,396.96,397.43,386.40,374.82,380.98,388.64,393.05,383.50,373.93,376.27,371.92,369.57,360.36,350.14,357.30,354.30,362.81,357.85,356.21,365.16,357.06,363.24,359.95,346.71,339.90,338.06,335.65,339.48,341.99,338.31,345.20,355.34,347.49,344.91,348.64,343.80,338.68,344.08,349.49,356.68,359.65,357.43,360.90,376.68,369.59,368.37,376.81,385.67,383.79,384.03,396.13,398.02,380.96,369.69,364.88,356.50,340.57,335.10,326.63,327.35,327.47,356.30,,327.77,325.68
2000-11-27 21:44:50+00:00,L7,366.90,381.09,369.58,357.13,353.99,346.97,338.54,336.85,345.20,351.52,352.37,353.21,355.23,363.71,374.80,374.88,367.83,364.54,359.43,361.41,367.27,367.63,371.33,375.59,374.60,374.86,377.34,382.90,380.04,377.30,373.89,369.29,369.61,367.80,372.30,373.26,370.97,371.42,378.62,372.63,375.86,384.70,391.62,387.95,384.97,387.03,396.79,395.72,389.08,395.61,390.48,388.18,378.23,376.21,376.27,383.67,380.25,383.84,372.74,369.95,366.59,363.61,356.18,349.41,348.85,349.25,348.38,350.01,346.14,348.01,345.50,353.47,346.09,342.43,339.44,334.59,328.83,326.72,324.55,330.49,331.69,340.17,334.91,331.60,326.86,323.12,329.85,331.87,331.66,341.70,336.61,346.02,344.14,345.26,343.91,347.47,357.91,363.40,360.16,367.24,374.81,379.23,367.63,354.01,349.60,333.46,324.65,318.47,314.96,313.14,319.53,335.92,321.90,306.68,313.74
2000-12-13 21:44:52+00:00,L7,358.89,363.98,351.39,344.39,338.69,333.07,322.03,,,,,,,,,,,,,,,,,352.22,357.06,363.33,362.06,377.27,365.07,354.73,354.45,353.48,351.62,352.82,356.94,359.30,360.65,362.98,360.35,364.03,363.25,362.63,370.69,370.82,372.60,378.39,387.92,382.10,371.76,383.46,378.60,368.51,,,,,,,,,,,,,,,,,329.04,331.20,330.60,338.10,335.20,331.66,320.96,314.93,314.66,304.39,310.54,315.87,322.25,324.36,320.34,314.68,315.35,308.93,310.36,319.32,321.74,322.55,324.09,327.93,331.57,318.25,324.92,334.75,339.90,344.41,345.98,345.90,359.15,362.40,356.40,,,,,,,,,,,,
2001-01-05 21:51:04+00:00,L7,382.19,394.64,377.18,361.74,367.90,356.22,352.61,354.20,365.59,371.82,374.96,375.06,375.26,381.81,384.22,386.46,385.48,380.14,374.44,376.89,379.69,382.59,384.55,385.36,390.05,399.08,405.42,405.08,398.43,394.38,389.84,393.72,390.43,389.19,381.93,390.47,397.71,391.80,393.03,392.56,405.33,411.19,405.00,406.58,402.53,406.30,409.42,414.60,413.54,414.80,407.90,400.43,392.88,398.58,393.91,393.40,396.92,395.92,399.98,397.65,385.35,378.60,375.03,374.58,373.86,374.76,371.90,370.23,369.30,367.89,370.41,376.70,374.54,369.83,368.48,364.98,361.46,354.52,354.29,359.59,362.68,362.71,358.56,364.37,358.11,354.35,358.90,362.11,368.33,373.29,375.27,385.91,383.42,391.50,389.72,388.75,384.14,391.54,400.06,411.15,403.11,409.37,403.75,382.78,377.92,361.59,338.57,331.91,333.13,338.29,331.28,370.56,,330.00,327.67
2001-01-14 21:44:57+00:00,L7,357.72,362.87,345.48,338.57,337.16,330.21,321.93,321.76,333.05,332.37,331.48,334.20,345.21,350.54,355.23,354.53,352.60,349.26,,,,,,,,,,,,,355.28,363.20,357.47,354.22,352.35,351.94,362.42,354.95,360.85,366.84,374.88,376.52,379.49,372.88,374.43,380.10,381.70,380.69,370.65,377.99,373.95,363.84,362.71,367.37,358.67,363.55,364.48,369.25,369.09,365.30,355.22,343.51,339.22,330.53,333.39,325.37,338.24,336.29,320.61,328.70,323.03,337.65,336.17,328.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.08,355.16,345.15,333.97,325.58,311.71,299.89,301.80,305.40,307.94,321.15,,,
2001-01-21 21:50:46+00:00,L7,381.67,394.81,376.58,363.53,366.03,350.44,346.73,350.83,360.63,363.95,367.97,374.45,374.72,377.43,383.55,382.65,381.24,377.15,371.99,372.33,372.81,382.26,377.27,377.78,380.01,396.82,405.33,398.42,392.18,388.33,389.85,390.65,394.87,385.01,375.70,374.10,391.80,385.98,384.34,386.39,406.21,411.82,414.03,403.57,398.04,398.18,404.55,416.44,412.71,407.29,399.73,391.30,390.36,398.81,397.51,389.38,389.84,389.36,400.02,391.64,391.47,379.57,375.34,367.43,363.67,363.46,362.59,363.40,364.05,362.53,365.94,368.84,367.37,354.69,353.49,366.80,362.61,349.47,349.35,348.47,357.31,362.95,352.05,358.73,359.68,352.58,345.23,352.74,357.11,367.44,368.48,385.72,379.36,372.97,378.84,370.66,378.32,391.10,393.19,404.07,415.48,412.20,388.91,370.87,370.68,360.01,343.31,333.46,331.92,339.64,331.21,,347.20,328.36,331.93
2001-04-04 21:44:30+00:00,L7,382.42,390.92,384.25,367.08,362.96,345.93,341.61,341.54,348.34,347.56,350.51,358.54,361.42,374.03,382.45,387.69,384.75,368.81,372.83,384.27,377.64,378.01,385.89,392.62,389.03,388.52,390.09,404.79,396.67,392.56,387.42,384.85,383.29,380.82,381.85,382.65,384.94,387.97,389.38,401.19,408.01,407.50,399.89,400.90,399.04,403.53,404.06,406.78,405.03,401.75,392.73,389.71,383.63,386.81,393.60,392.88,383.39,386.59,392.82,388.10,378.65,378.97,378.98,368.07,367.34,366.45,363.22,366.37,358.31,371.73,373.55,376.33,371.44,367.56,365.49,360.59,354.63,349.04,355.20,359.20,364.62,366.62,351.94,345.93,348.38,347.56,358.49,357.40,359.97,359.21,361.15,360.67,357.23,362.09,365.44,368.67,375.50,380.08,399.09,400.09,400.27,404.53,398.86,384.19,364.96,351.91,347.49,345.49,336.06,332.43,330.82,381.95,,338.26,343.72
2001-04-20 21:44:34+00:00,L7,386.21,396.21,382.51,375.48,373.19,357.08,349.18,351.47,351.08,352.12,356.63,361.42,373.02,379.77,390.35,389.04,379.79,383.16,378.78,378.81,385.39,390.07,392.93,392.88,388.79,398.83,410.38,407.90,401.90,394.14,388.03,387.55,389.08,392.86,384.38,386.51,387.50,389.80,402.98,401.84,406.78,415.28,411.69,402.08,398.96,410.72,416.30,418.67,415.68,402.69,392.48,401.01,396.67,398.99,383.90,392.29,388.25,393.16,389.95,386.27,385.55,383.03,379.56,379.31,381.69,368.15,370.45,364.61,363.62,364.44,372.41,380.71,379.07,376.02,368.12,358.87,356.13,353.14,356.06,369.37,378.72,378.63,368.79,346.61,344.17,349.18,363.90,370.96,379.42,374.98,373.99,370.89,372.55,375.04,379.75,384.39,394.19,384.71,395.39,398.94,407.15,419.00,404.63,389.10,365.67,359.57,347.34,348.13,349.12,338.37,334.06,383.52,362.29,337.18,347.72
