dates,nzd0295-0000,nzd0295-0001,nzd0295-0002,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0048,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0070,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,nzd0295-0082,nzd0295-0083,nzd0295-0084,nzd0295-0085,nzd0295-0086,nzd0295-0087,nzd0295-0088,nzd0295-0089,nzd0295-0090,nzd0295-0091,nzd0295-0092,nzd0295-0093,nzd0295-0094,nzd0295-0095,nzd0295-0096,nzd0295-0097,nzd0295-0098,nzd0295-0099,nzd0295-0100,nzd0295-0101,nzd0295-0102,nzd0295-0103,nzd0295-0104,nzd0295-0105,nzd0295-0106,nzd0295-0107,nzd0295-0108,nzd0295-0109,nzd0295-0110,nzd0295-0111,nzd0295-0112,nzd0295-0113,nzd0295-0114,satname
2000-05-03 21:46:43+00:00,367.31,377.30,387.88,367.22,360.80,351.42,348.31,347.76,350.32,356.92,357.09,359.36,362.91,372.24,373.95,377.15,379.59,377.09,373.51,374.24,367.52,367.77,374.31,377.53,383.37,381.29,385.99,389.91,379.74,369.80,367.43,358.62,365.70,358.85,363.74,373.59,370.97,372.56,376.25,367.18,368.26,375.88,375.29,394.72,385.70,381.72,383.93,395.12,394.07,387.17,382.73,389.22,384.69,380.90,382.53,385.18,384.57,390.83,387.20,383.02,378.20,367.90,369.97,359.86,357.50,361.25,375.60,357.93,352.72,356.20,354.15,360.02,349.88,343.48,342.25,331.29,328.22,324.96,325.56,330.22,335.40,324.09,328.73,338.63,350.46,350.89,349.85,345.16,345.06,338.95,339.32,360.83,371.27,362.50,366.70,358.80,373.83,375.72,373.70,389.14,398.73,405.39,377.73,363.27,342.96,322.94,311.41,306.12,307.93,302.26,305.67,346.10,329.31,314.36,325.88,L7
2000-05-19 21:46:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,395.99,389.81,372.83,371.34,364.79,366.96,367.76,374.11,374.97,373.15,379.11,374.52,374.50,369.86,371.69,375.69,383.20,387.45,391.94,391.02,391.47,393.69,390.61,395.36,395.44,391.83,384.93,383.45,387.05,389.13,388.94,389.81,388.41,381.20,375.97,373.62,363.25,360.20,361.38,358.80,355.98,353.34,354.49,360.88,364.52,362.49,367.05,357.34,352.34,334.85,330.72,330.36,333.46,331.12,337.88,350.80,350.52,351.15,350.49,350.98,351.06,341.76,,,,,,,,,,,,,,400.69,390.84,371.94,352.22,343.71,323.43,322.63,322.20,312.77,316.96,335.82,325.79,315.72,321.97,L7
2000-07-13 21:52:07+00:00,346.96,357.94,358.83,349.46,344.84,317.37,310.09,310.80,318.94,324.03,327.26,326.83,334.33,339.21,349.08,344.78,348.73,345.91,342.79,340.90,337.49,338.01,344.05,345.25,351.73,348.93,355.79,367.33,352.96,353.54,352.35,350.71,352.22,347.02,351.35,346.93,351.16,361.04,361.28,362.51,363.18,356.37,354.89,367.21,373.94,375.56,376.91,360.92,353.09,360.24,365.27,363.76,350.46,347.66,353.91,353.64,348.89,353.51,345.72,346.27,345.02,342.71,337.39,319.96,324.23,314.21,323.79,324.14,,,,,323.02,318.29,312.55,308.23,304.16,298.36,310.42,310.32,306.39,,,310.00,306.77,299.50,308.61,311.17,319.99,329.26,328.15,330.06,326.05,314.14,292.92,,,,,,,,,,315.13,311.87,294.48,285.31,280.79,283.74,291.23,317.74,298.66,285.76,308.46,L7
2000-07-29 21:51:50+00:00,364.45,375.46,362.68,354.56,348.09,329.33,322.94,320.02,329.82,336.75,339.64,337.49,352.71,346.86,355.88,354.07,357.35,350.14,354.99,358.85,355.32,348.64,359.31,369.30,372.94,366.98,373.37,374.76,366.21,366.09,381.23,372.72,360.12,360.17,361.04,363.10,364.23,383.91,392.00,371.89,390.12,387.68,377.96,383.24,386.15,382.45,384.71,387.65,385.34,398.44,374.85,377.02,366.75,372.90,375.51,363.10,366.96,356.46,361.62,359.00,362.41,353.62,345.96,343.34,347.29,342.65,343.27,339.14,334.97,334.23,334.45,347.13,344.64,342.93,335.02,341.78,339.20,322.08,319.84,327.20,332.15,332.36,325.39,340.44,341.06,322.85,316.66,330.80,344.94,346.17,351.63,362.12,359.93,,325.60,331.39,355.95,371.95,374.20,378.18,395.94,398.61,396.48,383.24,341.75,316.06,314.21,299.15,311.40,322.64,325.35,362.03,,317.21,313.78,L7
2000-08-07 21:45:32+00:00,363.51,367.49,367.24,359.66,353.33,346.12,328.71,327.45,328.40,334.61,338.41,342.94,349.56,354.59,359.70,357.29,357.60,356.80,357.87,354.93,351.38,354.46,359.16,362.73,369.64,372.13,372.24,374.93,372.10,371.49,369.11,366.94,366.53,367.01,370.71,367.99,374.35,376.28,378.51,377.59,392.47,392.87,387.55,386.15,391.72,383.63,384.82,390.71,383.25,385.43,382.74,380.81,367.44,370.55,371.15,373.79,369.41,364.48,362.34,358.07,360.78,362.10,360.19,353.48,348.56,350.29,345.48,347.60,344.41,341.12,342.41,345.56,341.78,333.78,331.13,329.21,329.55,327.18,331.22,332.76,332.62,332.48,339.80,342.34,343.69,338.70,339.56,336.88,339.66,352.46,357.87,356.10,351.52,341.93,329.44,349.43,347.24,351.82,356.13,363.61,371.97,385.13,373.84,358.52,346.45,336.57,325.27,315.26,315.50,317.72,320.09,330.83,320.77,309.05,317.04,L7
2000-08-14 21:51:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,352.38,358.97,354.00,352.39,353.63,352.79,348.96,,,332.73,344.35,348.21,350.04,,,359.26,364.92,364.44,359.03,361.67,354.73,359.40,347.50,350.07,349.78,,352.74,360.14,352.78,343.20,,,,340.81,346.10,343.79,347.25,348.06,351.47,345.71,336.16,333.32,331.36,334.55,332.42,327.22,328.00,329.69,331.33,326.46,321.79,319.92,312.86,312.38,311.10,318.86,320.42,318.20,327.74,327.30,327.03,328.41,320.90,317.20,316.67,317.52,333.23,344.14,344.05,339.56,334.48,,326.85,331.54,338.42,335.07,343.26,356.96,356.34,341.96,329.08,322.94,314.42,293.21,288.44,297.88,300.26,299.92,312.28,299.66,293.71,301.23,L7
2000-09-15 21:51:13+00:00,361.71,373.95,363.60,355.26,353.77,341.85,325.77,323.03,323.64,332.40,344.17,344.85,348.20,348.38,355.60,353.76,353.34,360.15,357.25,358.83,358.94,354.61,356.72,360.94,367.79,367.87,369.50,375.77,369.05,365.64,359.54,360.17,358.67,363.52,368.69,371.10,370.58,376.47,377.92,372.02,371.51,374.86,373.02,377.92,383.99,388.00,388.33,386.66,380.88,388.64,389.94,381.17,367.58,369.02,372.79,374.99,371.34,366.89,366.46,358.98,354.93,352.13,341.34,337.66,334.86,330.37,338.86,341.61,339.74,337.50,336.44,342.63,336.00,329.27,326.55,323.14,316.24,310.77,319.08,324.13,327.07,327.76,326.49,326.34,321.97,316.82,316.04,326.51,328.48,337.39,342.65,339.77,337.09,332.84,329.64,,347.06,353.78,354.54,361.00,372.89,376.31,363.35,345.96,337.91,324.51,317.67,319.85,313.56,309.68,314.66,323.08,312.64,299.61,308.52,L7
2000-10-26 21:44:46+00:00,364.99,373.36,363.41,351.85,343.96,335.11,336.40,328.91,331.23,344.02,353.34,346.99,354.58,360.72,365.61,372.33,363.65,361.43,355.19,355.09,361.02,362.59,363.55,367.96,366.30,357.28,367.03,381.14,365.07,363.77,361.35,362.02,365.32,362.63,366.80,372.97,375.04,376.68,378.41,378.24,376.22,369.99,373.06,376.94,377.43,386.03,393.26,395.22,382.66,381.09,385.85,387.43,373.90,362.32,368.48,377.53,381.94,372.39,361.43,365.16,360.81,357.07,347.86,335.85,343.01,340.01,350.31,345.35,341.92,350.87,342.77,350.74,347.45,335.60,328.79,325.56,323.15,326.98,330.88,325.81,332.70,342.84,334.99,332.41,334.35,327.13,322.01,327.41,332.82,340.01,342.98,343.14,346.61,360.01,352.92,348.37,360.14,371.38,369.50,367.36,381.84,378.02,355.96,349.69,344.88,336.50,315.57,310.10,306.63,307.35,310.80,342.01,,315.27,316.59,L7
2000-11-27 21:44:50+00:00,371.34,386.80,374.58,361.57,358.43,351.41,342.98,341.85,349.64,355.52,356.81,358.21,359.23,368.15,379.24,379.88,371.83,368.54,363.87,365.41,371.71,372.63,375.77,380.59,379.04,379.86,381.78,387.34,385.75,381.74,378.33,373.29,373.61,372.24,377.30,378.97,375.97,375.86,383.06,376.63,379.86,389.14,395.62,391.95,389.41,391.03,401.23,400.72,395.75,400.61,394.92,392.18,383.23,381.21,381.27,388.11,384.69,388.28,377.74,374.39,371.03,368.61,361.18,355.12,354.56,354.96,353.38,355.01,351.85,353.72,351.21,358.47,351.09,346.87,343.88,339.59,333.83,331.72,328.99,335.49,336.69,345.17,339.91,336.60,332.57,329.79,336.52,338.54,338.33,348.37,343.28,351.73,349.85,351.93,350.58,355.47,364.58,369.11,365.87,373.91,380.52,387.23,377.63,362.01,357.60,341.46,334.65,328.47,322.96,321.14,326.20,341.63,328.57,311.68,317.38,L7
2000-12-13 21:44:52+00:00,369.56,377.69,363.39,355.06,349.36,343.74,332.70,,,,,,,,,,,,,,,,,364.22,367.73,375.33,372.73,387.94,378.78,365.40,365.12,363.08,361.22,363.49,368.94,373.01,372.65,373.65,371.02,373.63,372.85,373.30,380.29,380.42,383.27,387.99,398.59,394.10,387.76,395.46,389.27,378.11,,,,,,,,,,,,,,,,,342.75,344.91,344.31,350.10,347.20,342.33,331.63,326.93,326.66,316.39,321.21,327.87,334.25,336.36,332.34,326.68,329.06,324.93,326.36,335.32,337.74,338.55,340.09,341.64,345.28,334.25,340.92,353.95,355.90,358.12,359.69,361.90,372.86,381.60,380.40,,,,,,,,,,,,,L7
2001-01-05 21:51:04+00:00,376.41,387.21,370.68,355.96,362.12,350.44,346.83,347.70,359.81,366.62,369.18,368.56,370.06,376.03,378.44,379.96,380.28,374.94,368.66,371.69,373.91,376.09,378.77,378.86,384.27,392.58,399.64,399.30,391.00,388.60,384.06,388.52,385.23,383.41,375.43,383.04,391.21,386.02,387.25,387.36,400.13,405.41,399.80,401.38,396.75,401.10,403.64,408.10,404.87,408.30,402.12,395.23,386.38,392.08,387.41,387.62,391.14,390.14,393.48,391.87,379.57,372.10,368.53,367.15,366.43,367.33,365.40,363.73,361.87,360.46,362.98,370.20,368.04,364.05,362.70,358.48,354.96,348.02,348.51,353.09,356.18,356.21,352.06,357.87,350.68,345.68,350.23,353.44,359.66,364.62,366.60,378.48,375.99,382.83,381.05,378.35,375.47,384.11,392.63,402.48,395.68,398.97,390.75,372.38,367.52,351.19,325.57,318.91,322.73,327.89,322.61,363.13,,323.50,322.94,L7
2001-01-14 21:44:57+00:00,377.94,388.87,368.23,358.79,357.38,350.43,342.15,344.51,353.27,350.57,351.70,356.95,363.41,370.76,375.45,377.28,370.80,367.46,,,,,,,,,,,,,375.50,381.40,375.67,374.44,375.10,377.94,385.17,375.17,381.07,385.04,393.08,396.74,397.69,391.08,394.65,398.30,401.92,403.44,400.98,400.74,394.17,382.04,385.46,390.12,381.42,383.77,384.70,389.47,391.84,385.52,375.44,366.26,361.97,356.53,359.39,351.37,360.99,359.04,346.61,354.70,349.03,360.40,358.92,348.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.48,400.66,381.55,370.37,361.98,357.21,345.39,338.20,341.80,338.27,347.15,,,,L7
2001-01-21 21:50:46+00:00,370.34,380.24,363.83,352.20,354.70,339.11,335.40,338.08,349.30,353.75,356.64,361.70,364.52,366.10,372.22,369.90,371.04,366.95,360.66,362.13,361.48,369.51,365.94,365.03,368.68,384.07,394.00,387.09,377.61,377.00,378.52,380.45,384.67,373.68,362.95,359.53,379.05,374.65,373.01,376.19,396.01,400.49,403.83,393.37,386.71,387.98,393.22,403.69,395.71,394.54,388.40,381.10,377.61,386.06,384.76,378.05,378.51,378.03,387.27,380.31,380.14,366.82,362.59,352.86,349.10,348.89,349.84,350.65,349.48,347.96,351.37,356.09,354.62,343.36,342.16,354.05,349.86,336.72,338.02,335.72,344.56,350.20,339.30,345.98,345.11,335.58,328.23,335.74,340.11,350.44,351.48,371.15,364.79,355.97,361.84,350.26,361.32,376.53,378.62,387.07,400.91,391.80,363.41,350.47,350.28,339.61,317.81,307.96,311.52,319.24,314.21,,330.20,315.61,322.66,L7
2001-04-04 21:44:30+00:00,367.75,372.06,367.75,352.41,348.29,331.26,326.94,325.04,333.67,334.36,335.84,342.04,348.22,359.36,367.78,371.19,371.55,355.61,358.16,371.07,362.97,361.51,371.22,376.12,374.36,372.02,375.42,390.12,377.81,377.89,372.75,371.65,370.09,366.15,365.35,363.79,368.44,373.30,374.71,387.99,394.81,392.83,386.69,387.70,384.37,390.33,389.39,390.28,383.03,385.25,378.06,376.51,367.13,370.31,377.10,378.21,368.72,371.92,376.32,373.43,363.98,362.47,362.48,349.21,348.48,347.59,346.72,349.87,339.45,352.87,354.69,359.83,354.94,352.89,350.82,344.09,338.13,332.54,340.53,342.70,348.12,350.12,335.44,329.43,329.52,325.56,336.49,335.40,337.97,337.21,339.15,341.81,338.37,340.09,343.44,342.27,353.50,361.22,380.23,378.09,381.41,378.13,365.86,357.79,338.56,325.51,314.49,312.49,309.66,306.03,308.82,363.09,,321.76,331.72,L7
2001-04-20 21:44:34+00:00,373.99,380.50,368.76,363.26,360.97,344.86,336.96,337.72,338.86,341.12,344.41,347.67,362.02,367.55,378.13,375.29,368.79,372.16,366.56,367.81,373.17,376.32,380.71,379.13,376.57,385.08,398.16,395.68,386.19,381.92,375.81,376.55,378.08,380.64,370.63,370.80,373.75,377.58,390.76,390.84,395.78,403.06,400.69,391.08,386.74,399.72,404.08,404.92,397.35,388.94,380.26,390.01,382.92,385.24,370.15,380.07,376.03,380.94,376.20,374.05,373.33,369.28,365.81,363.60,365.98,352.44,356.70,350.86,347.91,348.73,356.70,366.96,365.32,363.80,355.90,345.12,342.38,339.39,343.84,355.62,364.97,364.88,355.04,332.86,328.46,330.85,345.57,352.63,361.09,356.65,355.66,355.18,356.84,356.71,361.42,362.39,375.86,369.00,379.68,380.61,391.44,397.00,377.13,367.10,343.67,337.57,319.84,320.63,327.12,316.37,315.73,367.81,343.96,323.43,337.72,L7
2001-04-27 21:50:19+00:00,368.54,378.37,366.00,355.64,350.96,346.02,342.22,335.90,331.88,333.63,333.21,344.10,350.52,362.39,372.08,369.19,368.19,365.91,365.16,373.32,369.55,375.64,377.44,374.93,374.07,394.21,391.07,398.39,388.77,376.93,371.85,367.85,368.90,368.44,371.99,371.51,371.46,375.51,375.84,379.70,380.41,385.45,390.25,380.51,385.54,390.38,391.88,394.40,394.72,389.94,386.41,380.59,377.21,378.01,380.09,374.91,375.94,377.58,380.20,369.01,363.88,361.63,360.86,360.82,362.43,349.74,350.82,344.84,341.75,356.31,352.00,357.80,356.69,351.35,345.71,337.74,340.54,325.72,340.01,346.27,350.13,352.15,337.90,332.85,326.69,339.56,339.80,352.14,351.92,355.36,354.19,349.18,357.39,358.24,361.85,365.71,366.61,374.57,370.98,381.13,384.28,398.00,389.08,369.32,357.90,350.21,347.70,345.04,333.16,332.23,324.81,344.34,337.12,327.14,330.45,L7
