dates,nzd0295-0000,nzd0295-0001,nzd0295-0002,nzd0295-0003,nzd0295-0004,nzd0295-0005,nzd0295-0006,nzd0295-0007,nzd0295-0008,nzd0295-0009,nzd0295-0010,nzd0295-0011,nzd0295-0012,nzd0295-0013,nzd0295-0014,nzd0295-0015,nzd0295-0016,nzd0295-0017,nzd0295-0018,nzd0295-0019,nzd0295-0020,nzd0295-0021,nzd0295-0022,nzd0295-0023,nzd0295-0024,nzd0295-0025,nzd0295-0026,nzd0295-0027,nzd0295-0028,nzd0295-0029,nzd0295-0030,nzd0295-0031,nzd0295-0032,nzd0295-0033,nzd0295-0034,nzd0295-0035,nzd0295-0036,nzd0295-0037,nzd0295-0038,nzd0295-0039,nzd0295-0040,nzd0295-0041,nzd0295-0042,nzd0295-0043,nzd0295-0044,nzd0295-0045,nzd0295-0046,nzd0295-0047,nzd0295-0048,nzd0295-0049,nzd0295-0050,nzd0295-0051,nzd0295-0052,nzd0295-0053,nzd0295-0054,nzd0295-0055,nzd0295-0056,nzd0295-0057,nzd0295-0058,nzd0295-0059,nzd0295-0060,nzd0295-0061,nzd0295-0062,nzd0295-0063,nzd0295-0064,nzd0295-0065,nzd0295-0066,nzd0295-0067,nzd0295-0068,nzd0295-0069,nzd0295-0070,nzd0295-0071,nzd0295-0072,nzd0295-0073,nzd0295-0074,nzd0295-0075,nzd0295-0076,nzd0295-0077,nzd0295-0078,nzd0295-0079,nzd0295-0080,nzd0295-0081,nzd0295-0082,nzd0295-0083,nzd0295-0084,nzd0295-0085,nzd0295-0086,nzd0295-0087,nzd0295-0088,nzd0295-0089,nzd0295-0090,nzd0295-0091,nzd0295-0092,nzd0295-0093,nzd0295-0094,nzd0295-0095,nzd0295-0096,nzd0295-0097,nzd0295-0098,nzd0295-0099,nzd0295-0100,nzd0295-0101,nzd0295-0102,nzd0295-0103,nzd0295-0104,nzd0295-0105,nzd0295-0106,nzd0295-0107,nzd0295-0108,nzd0295-0109,nzd0295-0110,nzd0295-0111,nzd0295-0112,nzd0295-0113,nzd0295-0114,satname
2000-05-03 21:46:43+00:00,374.00,383.82,387.84,374.70,367.61,362.22,363.30,360.83,359.22,363.47,367.27,369.62,372.96,378.33,383.48,383.93,381.18,379.09,375.52,375.79,372.02,371.55,375.28,378.81,384.71,391.12,393.68,397.25,389.87,384.17,379.47,373.10,373.99,374.71,378.74,383.44,383.91,384.94,384.29,378.61,375.31,382.47,388.75,398.33,397.64,397.86,400.15,400.94,396.62,394.28,391.46,386.33,382.58,384.42,383.39,386.97,387.34,389.62,388.60,383.60,380.50,381.92,377.42,371.16,372.23,373.73,371.38,364.34,362.13,365.91,364.19,367.20,361.58,352.72,348.36,340.23,339.86,338.53,340.49,341.50,346.50,344.88,348.47,347.81,349.18,348.90,352.65,352.68,353.11,352.63,353.80,366.58,372.31,373.75,376.83,382.09,387.83,393.88,396.03,408.16,410.00,413.54,404.97,384.95,366.79,351.32,344.15,336.01,329.14,323.48,322.30,347.86,332.08,321.31,324.21,L7
2000-05-19 21:46:31+00:00,369.33,381.17,389.51,374.46,366.65,360.63,361.03,355.83,354.47,358.65,362.85,365.28,366.83,372.77,377.34,377.28,375.34,375.74,371.95,372.84,368.51,368.29,373.87,376.25,381.70,389.34,392.19,392.22,381.04,377.24,372.12,366.48,368.93,371.41,376.31,380.54,382.63,381.13,379.46,373.26,369.26,378.15,385.99,395.46,394.61,391.67,394.26,395.97,395.22,393.84,391.50,386.54,381.81,383.75,383.68,385.50,386.71,387.76,386.98,381.25,377.93,379.66,375.34,369.27,370.96,369.16,367.51,360.94,360.52,363.22,360.88,363.01,358.72,350.50,345.03,337.42,336.54,333.51,337.83,336.26,340.89,341.63,343.88,342.77,345.29,346.31,349.77,348.14,353.58,355.36,357.40,371.47,377.24,375.77,378.21,383.26,390.77,395.44,396.04,404.34,405.45,409.55,399.98,380.22,361.46,344.87,334.24,327.25,322.12,315.34,316.49,341.47,330.33,318.53,323.72,L7
2000-07-13 21:52:07+00:00,364.06,376.60,383.24,369.20,362.00,350.97,349.29,345.56,346.58,350.48,354.76,356.65,359.37,365.19,371.43,370.14,369.17,368.95,365.65,365.34,361.34,361.71,367.22,369.49,374.79,380.23,385.38,387.50,376.41,372.76,368.63,363.53,365.97,367.17,372.11,374.81,376.92,377.37,376.08,371.49,368.26,374.26,380.16,390.20,391.12,388.98,391.44,389.28,387.76,387.70,386.89,382.37,376.12,377.11,378.69,379.77,379.79,381.38,379.31,374.73,371.82,373.24,368.54,360.40,362.82,358.91,359.56,354.55,360.52,363.22,360.88,363.01,352.37,344.53,338.80,332.16,330.65,326.48,332.61,331.87,334.57,341.63,343.88,336.80,338.33,337.91,342.50,342.04,346.79,350.44,351.70,362.04,365.36,361.57,357.58,383.26,390.77,395.44,396.04,404.34,405.45,409.55,399.98,371.87,353.94,340.01,329.19,321.76,315.59,310.76,312.40,336.17,323.62,312.77,320.85,L7
2000-07-29 21:51:50+00:00,363.49,376.67,378.54,364.55,357.38,343.45,338.19,335.06,342.61,346.16,348.28,349.46,355.49,360.86,368.77,366.87,366.10,363.82,364.51,364.69,359.44,359.25,365.63,370.47,374.04,372.80,380.92,383.66,374.20,369.01,369.02,364.99,364.50,363.63,367.10,369.92,372.91,377.16,378.98,369.41,372.39,377.92,378.64,387.50,389.04,387.23,389.23,387.76,386.31,388.58,382.89,381.86,374.53,374.74,378.88,377.29,376.85,377.00,375.56,371.01,368.73,365.81,360.35,354.51,356.90,353.10,353.81,349.14,354.64,357.27,357.54,361.19,350.93,344.56,338.78,333.30,331.10,324.20,328.32,330.44,333.49,340.61,338.85,337.25,339.48,336.22,337.57,338.67,345.36,346.90,350.13,355.88,358.86,351.08,341.06,362.46,374.56,378.40,379.63,389.58,397.04,407.20,399.83,373.11,349.43,333.46,325.93,318.07,316.04,313.93,316.38,339.26,323.62,314.20,320.32,L7
2000-08-07 21:45:32+00:00,363.41,374.49,375.89,363.30,356.35,343.67,336.02,333.27,339.50,343.72,346.09,347.89,354.12,359.38,366.64,364.68,364.26,362.23,362.91,362.60,357.66,358.02,364.12,368.65,373.00,372.40,379.34,382.13,373.57,369.35,368.90,365.26,364.73,364.01,367.47,369.32,372.98,376.94,378.83,370.66,375.67,380.28,380.01,387.16,389.30,386.47,388.31,388.16,385.52,387.89,382.68,381.57,373.18,373.87,377.31,376.52,375.43,374.78,373.19,368.72,367.27,364.92,360.09,354.05,355.16,352.42,352.19,348.60,352.34,353.78,354.26,357.86,349.18,342.63,337.43,332.45,330.67,324.70,328.73,330.60,333.18,338.78,338.84,337.94,339.97,336.35,337.62,338.00,343.77,347.57,351.23,355.67,357.14,348.37,338.54,358.63,367.31,371.58,373.58,382.85,390.77,402.33,393.78,370.29,348.43,333.48,324.99,316.77,315.45,314.06,316.72,338.01,322.72,313.12,319.72,L7
2000-08-14 21:51:44+00:00,363.41,374.49,375.89,363.30,356.35,343.67,336.02,333.27,339.50,343.72,346.09,347.89,354.12,359.38,366.64,364.68,364.26,362.23,362.91,362.60,357.66,358.02,364.12,366.35,370.91,369.74,375.70,378.18,371.04,366.55,368.90,365.26,360.33,361.48,365.07,367.00,372.98,376.94,376.15,370.01,374.16,377.45,377.56,382.70,385.32,381.14,383.13,382.82,385.52,383.12,379.74,377.63,369.15,373.87,377.31,376.52,370.77,370.89,369.25,365.86,364.73,363.42,358.39,351.94,352.58,349.74,350.02,346.72,348.54,349.87,350.55,353.74,346.28,339.86,335.04,329.91,328.32,322.76,327.43,329.50,331.30,337.24,337.22,336.63,338.65,334.57,335.13,335.53,340.06,345.85,350.71,354.11,354.59,346.19,338.54,353.10,360.76,365.21,366.13,375.27,384.01,395.35,386.43,364.99,345.56,331.53,321.74,314.01,313.71,312.86,314.75,334.09,319.38,310.69,317.16,L7
2000-09-15 21:51:13+00:00,361.52,373.26,371.22,359.49,354.00,339.84,329.42,328.06,332.48,338.04,343.15,344.54,351.07,354.09,361.46,359.66,360.42,359.54,359.54,358.65,355.46,354.95,360.54,363.64,368.76,367.48,373.34,375.80,368.99,364.48,366.85,363.19,358.63,360.88,364.63,366.16,369.78,374.74,374.88,370.38,375.04,375.78,374.32,379.73,383.43,379.88,381.63,381.44,383.50,382.58,380.32,377.61,367.87,372.12,376.11,374.83,368.87,368.03,366.51,363.13,361.93,360.04,353.93,346.84,346.86,343.10,347.32,344.70,343.77,344.50,345.12,349.38,343.22,336.43,332.03,327.34,324.36,317.83,323.27,327.12,328.54,333.73,334.23,335.14,336.52,331.05,330.82,333.04,336.33,343.30,347.68,350.95,349.70,339.18,330.43,345.93,353.51,359.36,359.75,368.40,379.30,389.80,379.14,358.11,341.36,328.60,318.56,312.43,311.34,311.32,312.95,331.19,316.14,307.02,314.28,L7
2000-10-26 21:44:46+00:00,362.29,373.99,370.72,358.79,352.79,339.71,331.16,328.77,332.84,339.31,345.31,345.52,352.04,355.66,362.81,362.34,361.24,360.24,359.38,358.33,356.72,356.79,361.51,364.74,368.70,366.51,372.80,376.61,369.03,364.53,366.35,363.15,359.68,361.45,365.33,367.55,370.88,375.18,375.46,371.57,375.30,375.31,374.38,379.59,383.03,380.94,383.43,383.34,383.97,382.71,381.36,379.05,368.94,371.08,375.62,375.61,370.85,368.83,366.19,363.63,362.04,360.19,353.60,346.00,347.03,343.11,348.12,345.31,343.96,345.87,345.24,349.94,344.17,336.58,331.77,327.43,324.52,318.97,324.36,327.38,329.37,335.39,334.70,335.11,336.64,331.09,330.24,333.03,336.62,343.62,347.80,350.29,349.71,343.34,334.57,347.56,355.31,361.66,361.67,368.62,379.72,388.93,377.36,357.77,342.74,330.53,319.75,313.70,311.69,311.76,313.20,332.24,316.14,308.47,314.66,L7
2000-11-27 21:44:50+00:00,362.68,374.51,367.32,357.00,351.71,338.73,329.43,326.94,331.89,338.67,344.58,344.49,350.85,354.29,362.72,361.95,359.53,358.25,356.94,356.45,356.93,356.76,361.07,364.46,367.65,365.59,368.46,374.12,368.44,365.02,367.93,364.73,359.30,360.97,365.17,366.61,369.73,375.56,376.34,372.81,377.29,376.73,375.67,377.72,381.70,380.34,384.17,382.37,382.12,382.29,380.51,377.29,365.92,368.45,372.47,373.17,367.70,365.04,361.14,359.47,358.60,357.49,350.24,342.39,343.46,339.30,343.10,342.86,341.28,342.17,340.75,346.97,340.36,333.67,328.83,327.03,323.91,318.31,323.32,326.88,327.81,335.72,333.31,332.00,331.44,324.35,324.48,329.66,334.48,343.79,347.19,348.32,345.98,340.55,331.30,345.20,352.74,360.12,359.93,365.49,376.69,382.54,372.45,354.36,341.89,329.71,319.90,312.98,310.75,312.73,314.71,331.60,312.82,306.34,312.24,L7
2000-12-13 21:44:52+00:00,363.51,374.38,366.10,356.26,350.99,338.90,329.42,326.94,331.89,338.67,344.58,344.49,350.85,354.29,362.72,361.95,359.53,358.25,356.94,356.45,356.93,356.76,361.07,364.02,367.42,366.40,368.75,375.71,369.22,364.94,367.26,364.37,359.34,360.95,365.23,366.90,369.80,375.14,375.54,372.71,376.62,376.06,376.04,377.86,381.56,381.02,385.63,383.67,382.35,383.64,381.27,377.19,365.92,368.45,372.47,373.17,367.70,365.04,361.14,359.47,358.60,357.49,350.24,342.39,343.46,339.30,343.10,342.86,341.05,342.12,340.83,347.07,340.80,334.51,329.04,326.72,323.95,318.07,322.92,326.60,328.31,335.47,332.82,331.04,330.76,323.92,324.21,329.70,334.23,342.47,345.64,347.10,345.51,339.08,332.35,345.74,352.62,359.59,359.65,364.65,376.14,381.62,372.12,354.36,341.89,329.71,319.90,312.98,310.75,312.73,314.71,331.60,312.82,306.34,312.24,L7
2001-01-05 21:51:04+00:00,365.20,376.26,366.98,356.44,352.56,340.60,331.82,330.16,336.13,342.79,348.30,348.18,353.77,357.60,365.26,364.78,362.62,360.80,358.87,358.75,359.50,359.77,363.80,365.87,369.41,369.50,372.30,378.40,371.89,367.63,369.49,367.45,362.31,363.61,366.56,368.94,372.64,376.57,376.91,374.44,379.29,379.43,378.78,380.57,383.41,383.38,387.80,386.46,385.44,386.52,383.75,379.29,368.64,372.01,374.92,375.44,370.81,368.31,365.34,363.65,361.35,359.59,352.75,345.77,346.67,343.01,346.11,345.74,343.86,344.62,343.80,350.13,344.03,337.91,332.85,330.39,327.54,321.40,325.83,329.74,331.56,338.22,335.39,334.16,333.16,326.58,327.34,332.66,337.37,345.25,348.29,350.77,349.08,344.82,338.59,350.83,355.75,362.77,363.89,369.54,378.58,384.16,375.14,356.99,345.58,332.88,321.42,314.53,312.74,315.11,315.97,335.38,312.82,308.70,313.63,L7
2001-01-14 21:44:57+00:00,368.66,378.53,366.37,356.33,353.10,343.26,334.56,333.53,339.58,345.87,350.61,351.03,356.94,360.93,367.34,367.97,365.06,362.90,360.88,361.41,362.78,362.74,366.56,367.95,371.33,371.58,374.08,379.62,373.63,369.23,371.63,370.95,364.37,365.73,368.07,370.97,375.96,377.92,378.74,376.39,382.31,383.25,382.98,382.67,384.79,385.15,389.66,390.73,389.87,390.19,386.04,380.77,372.08,377.01,377.08,378.56,374.25,372.05,370.17,367.80,364.40,360.98,354.55,348.74,349.13,346.47,349.49,348.55,343.53,345.10,343.74,350.76,346.89,340.61,335.22,332.80,330.10,324.28,327.59,331.67,334.34,338.22,335.39,336.82,336.00,329.36,329.08,334.54,338.74,346.45,350.00,352.90,351.50,348.51,344.72,350.83,355.75,362.77,363.89,369.54,378.58,385.48,375.81,361.07,349.69,336.35,324.61,317.38,317.12,319.57,320.30,339.95,315.16,311.42,314.24,L7
2001-01-21 21:50:46+00:00,368.97,379.21,366.63,356.26,353.59,343.25,335.04,334.53,341.23,347.07,351.72,352.80,358.18,361.93,368.45,368.65,366.02,363.70,361.35,361.75,362.89,364.21,366.87,368.01,371.26,373.35,376.52,380.58,374.56,370.22,372.62,372.11,366.57,366.81,367.91,370.26,376.59,377.68,378.28,376.54,383.77,385.18,385.24,383.91,385.26,385.66,390.30,392.17,390.99,390.88,386.56,380.98,372.98,378.46,378.57,378.85,375.04,372.94,372.36,369.42,366.38,362.10,355.83,349.68,349.72,347.10,349.92,349.26,344.44,345.71,344.83,351.55,348.01,341.09,336.12,335.44,332.58,325.66,328.88,332.51,335.76,339.84,336.11,338.12,337.37,330.52,329.46,335.31,339.52,347.52,350.80,355.29,353.34,349.98,347.16,351.49,356.84,364.50,365.73,371.76,381.06,386.70,375.66,360.54,350.61,337.56,325.27,317.75,317.35,320.39,320.10,339.95,319.02,312.38,315.39,L7
2001-04-04 21:44:30+00:00,371.30,381.31,367.88,355.74,353.73,343.46,337.96,338.62,347.09,351.26,354.68,356.67,360.63,367.62,374.21,376.02,371.98,366.45,363.68,366.23,367.62,370.83,372.97,373.55,374.24,378.28,382.61,389.29,381.12,376.20,373.86,374.43,373.85,371.13,370.60,373.17,378.46,376.58,378.47,380.89,387.66,389.90,391.16,389.14,387.78,392.05,397.59,399.50,393.37,395.38,390.67,384.82,379.63,381.03,381.21,382.98,382.38,382.26,382.03,379.00,372.38,366.69,361.70,353.96,354.92,352.56,355.37,355.08,348.01,352.52,351.22,358.22,354.94,347.88,343.79,342.49,338.81,332.06,335.15,338.20,343.12,347.86,340.05,339.20,338.21,333.18,335.04,339.96,343.42,348.85,349.58,355.98,354.81,355.92,356.12,357.16,363.56,370.82,375.17,379.46,385.54,389.44,377.42,363.88,356.92,344.76,330.97,323.97,320.67,322.62,321.29,351.11,330.67,319.92,322.78,L7
