dates,nzd0010-0000,nzd0010-0001,nzd0010-0002,nzd0010-0003,nzd0010-0004,nzd0010-0005,nzd0010-0006,nzd0010-0007,nzd0010-0008,nzd0010-0009,nzd0010-0010,nzd0010-0011,nzd0010-0012,nzd0010-0013,nzd0010-0014,nzd0010-0015,nzd0010-0016,nzd0010-0017,nzd0010-0018,nzd0010-0019,nzd0010-0020,nzd0010-0021,nzd0010-0022,nzd0010-0023,nzd0010-0024,nzd0010-0025,nzd0010-0026,nzd0010-0027,nzd0010-0028,nzd0010-0029,nzd0010-0030,nzd0010-0031,nzd0010-0032,nzd0010-0033,nzd0010-0034,nzd0010-0035,nzd0010-0036,nzd0010-0037,nzd0010-0038,nzd0010-0039,nzd0010-0040,nzd0010-0041,nzd0010-0042,nzd0010-0043,nzd0010-0044,nzd0010-0045,nzd0010-0046,nzd0010-0047,nzd0010-0048,nzd0010-0049,nzd0010-0050,nzd0010-0051,nzd0010-0052,nzd0010-0053,nzd0010-0054,nzd0010-0055,nzd0010-0056,nzd0010-0057,nzd0010-0058,nzd0010-0059,nzd0010-0060,nzd0010-0061,nzd0010-0062,nzd0010-0063,nzd0010-0064,nzd0010-0065,nzd0010-0066,nzd0010-0067,nzd0010-0068,nzd0010-0069,nzd0010-0070,nzd0010-0071,nzd0010-0072,nzd0010-0073,nzd0010-0074,nzd0010-0075,nzd0010-0076,nzd0010-0077,nzd0010-0078,nzd0010-0079,nzd0010-0080,nzd0010-0081,nzd0010-0082,nzd0010-0083,nzd0010-0084,nzd0010-0085,nzd0010-0086,nzd0010-0087,nzd0010-0088,nzd0010-0089,nzd0010-0090,nzd0010-0091,nzd0010-0092,nzd0010-0093,nzd0010-0094,nzd0010-0095,nzd0010-0096,nzd0010-0097,nzd0010-0098,nzd0010-0099,nzd0010-0100,nzd0010-0101,nzd0010-0102,nzd0010-0103,nzd0010-0104,nzd0010-0105,nzd0010-0106,nzd0010-0107,nzd0010-0108,nzd0010-0109,nzd0010-0110,nzd0010-0111,nzd0010-0112,nzd0010-0113,nzd0010-0114,nzd0010-0115,nzd0010-0116,nzd0010-0117,nzd0010-0118,nzd0010-0119,nzd0010-0120,nzd0010-0121,nzd0010-0122,nzd0010-0123,nzd0010-0124,nzd0010-0125,nzd0010-0126,nzd0010-0127,nzd0010-0128,nzd0010-0129,nzd0010-0130,nzd0010-0131,nzd0010-0132,nzd0010-0133,nzd0010-0134,nzd0010-0135,nzd0010-0136,nzd0010-0137,nzd0010-0138,nzd0010-0139,nzd0010-0140,nzd0010-0141,nzd0010-0142,nzd0010-0143,nzd0010-0144,nzd0010-0145,nzd0010-0146,nzd0010-0147,nzd0010-0148,nzd0010-0149,nzd0010-0150,nzd0010-0151,nzd0010-0152,nzd0010-0153,nzd0010-0154,nzd0010-0155,nzd0010-0156,nzd0010-0157,nzd0010-0158,nzd0010-0159,nzd0010-0160,nzd0010-0161,nzd0010-0162,nzd0010-0163,nzd0010-0164,nzd0010-0165,nzd0010-0166,nzd0010-0167,nzd0010-0168,nzd0010-0169,nzd0010-0170,nzd0010-0171,nzd0010-0172,nzd0010-0173,nzd0010-0174,nzd0010-0175,nzd0010-0176,nzd0010-0177,nzd0010-0178,nzd0010-0179,nzd0010-0180,nzd0010-0181,nzd0010-0182,nzd0010-0183,nzd0010-0184,nzd0010-0185,nzd0010-0186,nzd0010-0187,nzd0010-0188,nzd0010-0189,nzd0010-0190,nzd0010-0191,nzd0010-0192,nzd0010-0193,nzd0010-0194,nzd0010-0195,nzd0010-0196,nzd0010-0197,nzd0010-0198,nzd0010-0199,nzd0010-0200,nzd0010-0201,nzd0010-0202,nzd0010-0203,nzd0010-0204,nzd0010-0205,nzd0010-0206,nzd0010-0207,nzd0010-0208,nzd0010-0209,nzd0010-0210,nzd0010-0211,nzd0010-0212,nzd0010-0213,nzd0010-0214,nzd0010-0215,nzd0010-0216,nzd0010-0217,nzd0010-0218,nzd0010-0219,nzd0010-0220,nzd0010-0221,nzd0010-0222,nzd0010-0223,nzd0010-0224,nzd0010-0225,nzd0010-0226,nzd0010-0227,nzd0010-0228,nzd0010-0229,nzd0010-0230,nzd0010-0231,nzd0010-0232,nzd0010-0233,nzd0010-0234,nzd0010-0235,nzd0010-0236,nzd0010-0237,nzd0010-0238,nzd0010-0239,nzd0010-0240,nzd0010-0241,nzd0010-0242,nzd0010-0243,nzd0010-0244,nzd0010-0245,nzd0010-0246,nzd0010-0247,nzd0010-0248,nzd0010-0249,nzd0010-0250,nzd0010-0251,nzd0010-0252,nzd0010-0253,nzd0010-0254,nzd0010-0255,nzd0010-0256,nzd0010-0257,satname
2004-05-18 21:58:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,314.64,305.09,297.18,246.96,282.32,282.48,,,,,275.13,274.28,,,,,273.76,271.43,,,,,,,,,,,,,,,,,,,,,,,,,,268.50,,282.95,285.65,289.63,,273.07,281.15,282.12,292.79,286.70,284.56,285.94,288.14,291.81,289.49,290.91,289.74,283.97,285.20,278.29,278.88,250.75,250.15,246.06,251.33,246.77,247.86,264.06,281.00,285.31,288.93,291.48,286.27,292.70,292.42,297.42,300.20,299.05,303.47,305.94,301.32,306.28,301.62,303.37,298.52,296.64,294.11,290.80,291.57,293.06,291.98,293.74,297.63,293.30,293.74,289.49,280.12,262.94,257.84,,257.29,256.78,260.71,265.57,272.80,281.44,280.85,289.37,294.17,292.28,294.11,296.21,298.62,298.91,271.06,274.67,277.42,274.63,294.70,299.44,290.65,287.90,289.25,291.07,292.72,,,,,,,,,,334.85,,,336.92,341.30,336.40,,324.13,336.58,,,,,320.24,357.96,364.99,,,386.38,392.08,399.23,407.27,409.06,362.68,383.63,383.78,381.71,381.99,371.56,373.19,366.70,365.07,364.63,361.33,362.81,367.53,369.67,362.73,369.73,370.69,363.94,362.88,359.16,354.96,352.93,346.93,347.00,348.84,351.87,348.64,351.95,357.63,349.73,350.02,352.46,350.46,345.72,359.38,361.85,358.03,355.94,344.08,343.26,348.89,350.85,351.23,353.57,355.04,357.42,356.30,343.00,365.53,355.30,348.80,344.36,352.23,350.92,346.78,351.79,,,,,,,,,,,,,364.80,373.38,380.92,L5
2004-06-11 22:06:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,314.64,305.09,297.18,246.96,282.32,282.48,,,,,275.13,274.28,,,,,273.76,271.43,,,,,,,,,,,,,,,,,,,,,,,,,,268.50,,282.95,285.65,289.63,,273.07,281.15,282.12,292.79,287.40,287.15,287.42,294.56,297.00,294.79,291.94,288.89,289.11,285.20,278.29,278.88,250.75,250.15,246.06,251.33,246.77,247.86,264.06,281.00,285.31,288.93,291.48,294.93,301.57,298.27,300.91,299.39,302.58,307.86,314.30,309.67,309.69,304.48,304.15,301.80,306.94,303.42,294.40,293.40,299.52,299.80,298.52,297.63,293.30,293.74,289.49,280.12,262.94,257.84,,257.29,256.78,260.71,265.57,272.80,300.87,304.63,289.37,294.17,292.28,309.10,304.74,308.95,298.91,271.06,292.11,291.18,292.33,302.35,306.96,311.91,287.90,289.25,291.07,292.72,,,,,,,,,,334.85,,,336.92,341.30,336.40,,324.13,336.58,,,,,320.24,357.96,364.99,,,386.38,392.08,399.23,407.27,409.06,362.68,383.63,383.78,381.71,387.38,374.43,376.25,376.12,366.48,364.11,365.34,367.25,369.42,376.20,375.29,369.73,370.69,368.16,373.99,365.51,354.24,359.62,359.61,360.18,352.32,354.31,349.73,353.93,359.90,364.17,355.92,355.88,357.13,353.56,364.22,365.76,361.42,359.19,350.80,348.13,353.50,355.43,353.17,355.82,359.28,357.42,366.15,363.37,376.29,355.30,348.80,344.36,352.23,350.92,346.78,351.79,,,,,,,,,,,,,364.80,379.19,386.05,L7
2004-07-29 22:06:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,314.64,305.09,297.18,246.96,282.32,282.48,,,,,275.13,274.28,,,,,273.76,271.43,,,,,,,,,,,,,,,,,,,,,,,,,,268.50,,282.95,285.65,289.63,,273.07,281.15,282.12,292.79,286.88,287.93,287.16,293.30,295.45,293.37,292.16,288.83,289.98,284.21,281.47,278.88,250.75,250.15,246.06,251.33,246.77,247.86,264.06,281.00,285.31,288.93,291.48,292.43,299.01,297.78,299.21,298.45,302.99,306.25,311.87,308.33,308.03,303.50,304.30,302.96,305.22,301.07,294.36,292.44,297.51,298.34,296.87,294.85,292.28,291.94,288.66,280.53,272.25,264.49,251.71,260.14,267.43,271.02,276.06,281.59,298.01,300.06,292.38,296.26,294.83,307.00,305.22,307.51,299.01,283.26,293.79,293.99,293.10,301.01,305.25,310.10,297.80,298.39,298.24,298.72,297.23,289.99,286.74,285.09,291.55,289.48,283.75,291.59,303.06,318.60,289.66,280.01,336.92,341.30,336.40,,324.13,336.58,,,,,320.24,357.96,364.99,,,386.38,392.08,399.23,407.27,409.06,369.18,381.75,382.29,378.60,383.15,371.84,373.48,376.12,366.48,364.11,365.34,367.25,369.42,376.20,375.29,369.73,370.69,368.16,373.99,365.51,354.32,358.39,356.67,360.18,352.32,354.31,349.73,353.93,359.90,364.17,355.92,355.88,357.13,353.56,364.22,365.76,361.42,356.74,349.87,347.03,351.08,352.66,349.81,352.91,357.11,354.87,362.98,359.94,372.69,353.69,348.70,342.95,346.43,347.97,343.84,343.74,334.81,336.57,344.98,346.42,356.25,343.23,342.16,,334.01,356.53,366.69,363.83,359.35,370.80,378.96,L7
2004-08-30 22:06:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.71,263.72,263.91,286.34,285.88,288.24,286.72,292.77,293.30,293.34,291.36,288.38,286.95,280.62,276.02,258.95,250.75,250.15,246.06,251.33,246.77,247.86,264.06,263.29,266.68,271.06,287.77,291.72,299.22,297.70,297.23,299.11,303.21,303.02,308.93,305.34,306.05,302.58,304.17,303.53,304.71,300.35,292.90,291.65,296.04,297.96,294.71,292.84,290.66,287.06,282.06,276.17,277.59,271.56,265.50,269.49,274.60,278.92,283.21,286.04,297.89,300.97,294.37,297.75,298.11,306.55,304.82,305.94,298.15,291.73,296.55,296.68,296.27,301.71,305.22,309.46,302.36,303.35,302.51,302.47,299.70,290.86,289.99,287.14,295.85,296.13,289.52,297.46,305.89,306.05,298.42,292.51,314.40,347.67,,,,,,,,,,,,,,392.89,393.30,388.12,394.98,399.06,374.56,377.78,379.49,374.16,379.80,368.86,370.34,372.94,363.23,362.47,364.82,365.36,365.70,373.06,372.23,361.12,364.89,368.83,371.13,366.30,352.01,356.24,356.72,358.95,349.57,351.66,349.38,352.43,357.05,362.41,356.96,357.54,357.55,357.21,365.79,365.54,361.60,356.69,353.40,349.24,350.49,353.32,347.22,351.15,355.90,353.40,363.57,361.73,373.13,357.59,352.86,346.73,349.14,349.93,346.05,343.74,334.81,336.57,344.98,346.42,356.25,343.23,342.16,,334.01,356.53,366.69,363.83,362.60,370.57,376.90,L7
2004-11-02 22:06:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.71,263.72,263.91,267.94,283.32,287.92,284.97,291.96,292.34,292.40,289.94,286.56,286.95,280.62,276.02,258.95,250.75,250.15,246.06,251.33,246.77,247.86,264.06,263.29,266.68,271.06,287.77,291.72,297.54,297.00,294.24,294.65,302.13,301.26,308.52,306.32,306.55,305.54,306.59,307.91,307.42,300.76,292.02,289.60,294.45,297.42,293.85,290.52,290.66,287.06,282.06,276.17,277.59,271.56,265.50,269.49,274.60,278.92,283.21,286.04,297.89,300.97,291.18,292.43,296.31,307.53,304.75,305.45,293.80,291.73,296.55,296.68,296.27,300.26,304.84,309.46,302.36,303.35,302.51,302.47,299.70,290.86,289.99,287.14,295.85,296.13,289.52,297.46,305.89,306.05,298.42,292.51,314.40,,,,,,,,,,,,,,,,,380.60,385.17,386.48,374.56,372.45,375.13,368.17,378.08,368.90,369.31,374.63,361.10,359.49,363.69,363.56,361.35,371.91,372.76,364.38,366.54,368.99,370.76,366.41,355.35,358.36,357.47,358.04,348.77,350.25,346.71,349.20,354.37,362.55,355.74,354.56,354.94,356.65,365.35,364.50,359.55,354.97,352.79,347.40,348.71,351.70,345.08,348.71,354.18,348.70,361.60,361.73,370.30,352.81,352.21,346.98,344.60,346.56,342.20,335.69,334.81,336.57,344.98,346.42,356.25,343.23,342.16,,334.01,356.53,366.69,363.83,361.50,369.64,375.57,L7
2005-01-13 22:03:41+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.76,246.87,251.50,,219.09,262.04,250.47,247.85,265.41,225.30,235.30,228.37,239.92,255.11,,253.41,251.63,274.95,,,284.29,297.78,304.22,294.09,294.08,292.82,295.06,291.04,289.22,289.85,289.88,292.66,287.18,285.17,288.44,282.99,,276.91,,284.78,286.07,291.04,277.67,287.01,300.02,301.12,297.24,301.47,305.92,302.71,304.44,308.02,300.47,301.27,302.13,305.01,307.21,312.33,315.15,306.64,301.90,300.37,300.06,300.11,297.21,293.60,293.32,294.02,289.12,286.35,288.94,293.45,287.13,272.19,285.12,288.18,289.94,291.23,292.23,295.41,298.58,297.14,300.98,305.76,304.95,305.90,305.50,306.78,303.92,300.93,301.53,299.67,300.57,301.73,304.74,304.81,310.55,309.32,308.39,298.30,288.02,291.68,288.48,297.56,297.32,289.34,298.40,306.34,304.58,299.17,303.23,327.39,335.60,333.24,,326.17,341.25,350.98,324.61,,,,362.00,363.15,,,394.24,381.98,375.45,384.07,387.28,381.85,379.64,382.51,375.62,371.31,365.26,364.49,364.37,368.81,370.31,365.85,365.51,369.43,372.36,373.21,373.94,371.26,370.99,367.09,363.95,358.21,356.76,353.72,357.13,353.02,355.19,353.14,355.84,359.43,359.31,360.99,358.68,357.30,362.60,367.15,363.95,359.58,353.33,349.29,350.40,351.56,352.91,348.39,351.87,355.83,359.47,363.10,362.06,370.95,358.33,357.23,347.29,347.42,349.13,346.02,346.56,334.81,336.57,344.98,346.42,356.25,343.23,342.16,,334.01,356.53,366.69,363.83,361.50,366.71,373.56,L5
2005-01-21 22:06:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.76,246.87,251.50,,219.09,262.04,250.47,247.85,265.41,225.30,235.30,228.37,239.92,255.11,,253.41,251.63,274.95,,,284.29,297.78,304.22,294.09,294.08,292.82,295.06,291.04,289.22,289.85,289.88,292.66,287.18,285.17,288.44,282.99,,276.91,,284.78,286.07,291.04,277.67,287.01,300.02,301.12,297.24,301.47,305.92,302.71,304.44,308.02,300.47,301.27,302.13,305.01,307.21,312.33,315.15,306.64,301.90,300.37,300.06,300.11,297.21,293.60,293.32,294.02,289.12,286.35,288.94,293.45,287.13,272.19,285.12,288.18,289.94,291.23,292.23,295.41,298.58,297.14,300.98,305.76,304.95,308.32,307.94,309.67,303.92,300.93,301.53,299.67,300.57,301.73,304.74,304.81,310.55,309.32,308.39,298.30,288.02,291.68,288.48,297.56,297.32,289.34,298.40,306.34,304.58,299.17,303.23,327.39,335.60,333.24,,326.17,341.25,350.98,324.61,,,,362.00,363.15,,,394.24,381.98,375.45,384.07,387.28,381.85,379.64,382.51,375.62,371.31,365.26,364.49,364.37,368.81,370.31,365.85,365.51,369.43,372.36,373.21,373.94,371.26,370.99,367.09,363.95,358.21,356.76,353.72,357.13,353.02,355.19,353.14,355.84,359.43,359.31,360.99,358.68,357.30,362.60,367.15,363.95,359.58,353.33,349.29,350.40,353.84,352.99,349.34,353.08,357.92,362.19,363.10,362.06,370.95,358.33,357.23,347.29,347.42,349.13,346.02,346.56,334.81,336.57,344.98,346.42,356.25,343.23,342.16,,334.01,356.53,366.69,363.83,361.50,366.71,373.56,L7
2005-02-22 22:07:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.00,,,,250.33,236.51,,,,251.58,253.36,,,,220.42,229.28,226.08,228.67,241.07,239.73,236.23,224.28,216.23,258.76,233.55,238.89,216.04,228.31,248.97,238.13,236.19,252.80,215.65,227.43,218.31,225.08,237.75,236.08,240.21,239.78,260.02,248.25,250.21,270.40,281.86,288.57,290.89,288.23,289.73,290.50,288.66,286.80,284.48,285.77,286.17,283.32,278.12,274.72,273.08,253.01,260.80,250.38,266.49,286.07,272.58,269.76,275.14,283.25,291.35,294.76,298.67,300.99,301.11,302.58,303.18,297.46,295.92,296.04,298.78,303.82,306.74,308.86,303.40,299.33,294.81,297.23,298.36,293.15,290.17,291.88,290.43,284.00,280.02,280.65,287.48,285.78,272.54,285.05,282.88,286.14,286.78,287.49,291.09,293.81,287.03,291.68,298.98,298.95,302.82,302.74,305.52,298.42,295.49,296.39,296.61,294.75,295.17,296.44,292.34,303.26,303.29,303.39,292.21,282.69,290.51,282.50,292.34,296.65,284.88,291.13,298.98,296.56,294.79,298.86,311.82,306.68,315.82,278.76,309.81,322.38,326.87,310.56,286.06,,,362.00,363.15,327.20,336.07,394.24,381.98,366.94,376.29,380.50,378.68,376.27,376.89,371.63,366.98,359.72,361.59,361.23,363.26,365.90,362.80,362.05,363.88,367.40,369.18,368.90,369.06,367.44,363.79,360.12,355.86,352.27,351.61,353.27,349.34,349.18,347.41,350.91,353.52,355.33,356.39,353.37,353.34,355.26,359.83,358.78,355.52,352.21,348.39,349.54,352.20,350.98,348.85,351.55,355.64,365.97,361.85,361.20,370.38,355.89,355.16,346.39,346.30,346.97,346.29,346.80,336.82,335.78,330.12,334.71,343.84,355.34,,,325.37,338.91,334.20,339.79,356.88,363.27,368.05,L7
2005-06-14 22:07:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.00,,,,250.33,236.51,,,,251.58,253.36,,,,220.42,229.28,226.08,228.67,241.07,239.73,236.23,224.28,216.23,258.76,233.55,238.89,216.04,228.31,248.97,238.13,236.19,252.80,215.65,227.43,218.31,225.08,237.75,236.08,240.21,239.78,260.02,248.25,250.21,270.40,281.86,288.57,282.84,277.41,281.77,280.98,283.02,278.10,276.45,277.38,280.16,276.50,277.46,274.72,273.08,253.01,260.80,250.38,266.49,286.07,272.58,265.20,268.72,277.56,282.55,287.26,290.90,293.91,296.49,292.72,292.49,289.97,285.58,278.71,282.86,289.46,293.39,292.85,289.40,285.11,284.64,289.77,292.77,285.77,284.12,285.34,283.32,275.77,272.04,269.15,275.96,276.43,255.17,269.44,272.28,276.76,278.10,280.26,283.82,283.61,274.59,280.20,287.36,290.13,296.77,294.20,294.84,285.83,286.47,289.05,289.88,287.37,286.52,290.89,282.77,298.26,299.40,300.09,287.24,278.18,289.14,279.15,288.44,293.58,279.68,285.02,294.12,289.96,288.59,295.77,310.53,306.68,315.82,278.76,309.81,322.38,326.87,310.56,286.06,,,362.00,363.15,327.20,336.07,394.24,381.98,360.10,371.85,377.51,375.36,368.91,366.45,363.46,358.81,351.22,355.09,355.02,360.05,362.41,358.58,357.52,358.35,357.93,366.70,366.65,365.83,360.46,358.93,353.10,344.97,338.81,340.26,346.01,343.23,344.24,343.68,346.94,348.50,350.07,350.19,347.33,347.02,348.81,354.49,355.73,352.19,350.06,346.29,349.82,352.83,348.20,343.49,345.33,348.97,358.24,351.09,358.25,368.12,349.20,350.08,340.55,340.80,342.55,343.10,346.80,336.82,335.78,330.12,334.71,343.84,355.34,,,325.37,338.91,334.20,339.79,344.65,359.94,366.71,L7
2005-09-02 22:06:46+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.03,274.81,274.82,270.76,,,,257.23,,,,,,,,,,,,255.86,256.48,253.16,,,,,,,,250.16,252.42,,,,,243.68,244.77,243.18,242.65,237.26,242.88,251.36,252.18,255.33,259.06,263.87,266.34,274.51,275.96,284.09,285.58,278.00,278.91,281.81,281.94,282.95,281.25,277.91,277.91,275.58,275.81,279.70,279.06,275.43,278.27,274.99,280.47,275.97,259.55,277.04,268.67,268.47,276.64,282.29,282.97,286.20,288.82,289.60,290.06,289.80,289.17,287.29,282.66,287.40,288.06,291.31,286.42,282.58,279.68,279.69,283.54,287.37,288.23,287.75,285.60,285.06,282.88,272.97,266.72,265.67,269.10,245.01,258.85,268.62,276.03,281.09,286.24,284.09,282.55,277.46,278.62,285.00,287.06,288.25,284.15,281.59,285.91,290.02,292.68,294.16,294.52,293.50,309.06,302.12,307.19,306.59,305.71,300.82,294.87,291.61,288.26,291.97,294.11,287.44,290.68,297.49,298.01,284.03,280.70,295.03,294.56,,,,,,,,,,,,,,,,369.80,382.48,382.56,375.78,368.55,366.29,364.68,364.44,358.61,358.65,356.95,360.89,360.76,359.13,357.88,355.23,355.69,363.51,365.33,366.46,364.11,360.48,361.96,348.39,342.44,339.55,339.09,336.59,344.52,346.56,352.10,350.38,346.52,344.27,345.42,344.65,346.80,363.80,363.26,361.53,358.75,347.64,342.23,343.91,348.41,340.79,343.95,340.35,341.79,345.56,359.08,365.52,355.13,353.46,352.96,350.55,350.49,349.77,347.70,344.93,344.93,347.90,354.87,357.52,366.90,379.10,375.44,362.05,350.24,347.95,350.53,352.88,352.36,360.07,L7
2005-09-26 22:05:42+00:00,,,,,,,,,,,,,366.66,368.66,368.79,359.41,366.13,356.19,348.46,,328.73,310.26,310.59,,300.19,300.10,298.85,294.88,292.63,274.81,288.93,284.00,,,,274.51,284.58,266.53,277.69,287.47,291.98,289.19,298.34,,,296.70,298.88,267.03,266.98,269.38,288.31,280.58,271.52,280.18,278.49,283.33,289.54,268.69,271.42,280.89,268.55,274.93,275.56,259.10,261.05,263.99,242.65,259.24,260.52,266.97,269.70,274.12,278.63,263.87,286.21,292.47,292.46,299.76,303.24,292.76,292.58,296.34,299.24,299.25,297.18,287.91,285.04,284.73,282.49,290.95,295.94,275.43,278.27,274.99,299.86,275.97,259.55,277.04,283.14,284.14,292.28,292.94,293.79,296.82,303.32,304.14,303.63,301.35,301.49,300.72,282.66,287.40,302.45,301.65,296.19,295.17,291.59,294.63,283.54,300.41,301.93,298.28,297.46,299.93,296.22,286.65,279.07,277.86,280.38,245.01,273.21,282.45,289.95,293.38,298.20,296.63,296.49,293.67,278.62,301.02,300.12,299.93,295.80,294.94,300.90,303.30,306.07,309.85,311.31,308.84,326.86,320.07,320.06,316.87,315.27,319.56,294.87,311.47,306.57,291.97,311.64,287.44,309.78,307.15,305.39,292.21,294.72,309.79,299.74,316.05,312.50,318.29,332.93,342.26,,305.16,,347.81,351.89,372.95,,,390.67,387.38,380.05,393.41,397.28,393.35,380.38,376.76,376.61,375.47,372.87,372.69,365.56,365.46,365.67,366.58,368.16,366.89,368.05,379.28,377.88,376.29,374.52,360.48,361.96,348.39,342.44,339.55,339.09,336.59,344.52,346.56,352.10,350.38,346.52,344.27,345.42,344.65,346.80,363.80,363.26,361.53,358.75,347.64,342.23,343.91,348.41,340.79,343.95,340.35,341.79,345.56,359.08,365.52,355.13,353.46,352.96,350.55,350.49,349.77,347.70,344.93,344.93,347.90,354.87,357.52,366.90,379.10,375.44,362.05,350.24,347.95,350.53,352.88,352.36,360.07,L5
2006-01-08 22:07:25+00:00,,,,,,,,,,,,,366.66,368.66,368.79,359.41,366.13,356.19,348.46,,328.73,310.26,310.59,,300.19,300.10,298.85,294.88,292.63,274.81,288.93,284.00,,,,274.51,284.58,266.53,277.69,287.47,291.98,289.19,298.34,,,296.70,298.88,267.03,266.98,269.38,288.31,280.58,271.52,280.18,278.49,283.33,289.54,268.69,271.42,280.89,268.55,274.93,275.56,259.10,261.05,263.99,242.65,259.24,260.52,266.97,269.70,274.12,278.63,263.87,286.21,292.47,292.46,299.76,303.24,305.20,305.77,310.35,314.73,312.62,310.64,297.44,293.49,293.56,290.14,290.95,295.94,275.43,278.27,274.99,299.86,275.97,259.55,277.04,296.67,298.27,305.34,302.92,302.45,306.40,314.42,313.75,315.64,312.01,311.94,313.83,297.82,297.97,313.87,311.41,305.76,306.03,304.32,308.66,291.31,309.58,312.42,307.27,306.78,311.55,308.60,297.77,292.40,289.92,291.74,262.86,289.14,295.12,301.65,304.34,310.68,307.08,308.19,309.01,289.47,314.97,311.04,310.38,308.15,309.77,315.92,316.05,317.74,321.96,325.79,323.69,326.86,320.07,320.06,316.87,315.27,319.56,294.87,311.47,306.57,291.97,311.64,287.44,309.78,307.15,305.39,292.21,294.72,309.79,299.74,316.05,312.50,318.29,332.93,342.26,,305.16,,347.81,351.89,372.95,,,390.67,387.38,380.05,393.41,397.28,393.35,389.51,385.54,386.24,386.13,385.04,383.62,373.50,370.37,370.42,372.75,376.18,376.10,377.79,379.28,377.88,376.29,374.52,360.48,361.96,358.34,353.71,349.96,345.30,342.49,352.17,352.50,362.61,357.96,351.69,347.11,346.43,349.44,366.25,374.88,378.76,377.56,372.07,347.64,342.23,361.76,348.41,348.91,357.87,348.73,351.63,357.48,359.08,365.52,355.13,353.46,352.96,350.55,350.49,349.77,347.70,344.93,344.93,347.90,354.87,357.52,366.90,379.10,375.44,362.05,350.24,347.95,350.53,352.88,352.36,360.07,L7
2006-03-13 22:07:41+00:00,,,,,,,,,,,,,366.66,368.66,368.79,359.41,366.13,356.19,348.46,,328.73,310.26,310.59,,300.19,300.10,298.85,294.88,303.23,,303.04,297.23,,,,291.80,284.58,266.53,277.69,287.47,291.98,289.19,298.34,,,296.70,298.88,278.20,277.48,285.61,288.31,280.58,271.52,280.18,278.49,283.33,289.54,287.23,290.41,280.89,268.55,274.93,275.56,274.51,277.33,284.79,,281.21,278.16,282.57,287.22,292.92,298.20,,306.09,310.42,308.96,315.43,320.90,297.14,296.25,297.95,304.15,304.21,298.60,289.05,280.01,282.56,276.21,281.28,285.95,258.73,259.78,241.78,319.25,239.66,220.93,253.46,284.19,287.06,295.86,293.22,297.45,298.86,307.08,307.72,305.51,303.87,305.89,302.69,275.24,279.19,306.37,322.32,315.74,320.36,315.41,324.53,,326.49,329.35,319.35,321.20,329.66,322.92,314.00,303.77,302.23,302.93,,301.94,310.10,317.79,295.14,300.88,300.30,299.19,294.90,267.15,303.24,302.77,301.08,297.73,298.36,303.62,304.04,305.85,308.84,309.62,308.05,311.75,304.22,307.99,306.76,306.54,309.21,269.41,303.31,324.88,,329.18,,328.88,316.82,312.77,300.40,308.73,324.55,304.91,316.05,312.50,318.29,332.93,342.26,,305.16,,347.81,351.89,372.95,,,390.67,387.38,390.29,404.34,412.00,388.38,383.91,379.66,377.92,375.73,371.85,377.60,365.52,361.48,361.92,362.46,366.56,368.03,370.56,372.69,372.43,372.39,370.00,347.36,341.02,340.05,336.42,330.49,331.81,334.10,335.55,339.20,340.83,341.99,345.50,344.89,345.57,345.60,363.91,366.85,372.63,368.73,364.56,338.41,332.71,357.63,333.00,335.30,338.84,339.56,341.54,344.93,349.18,353.76,344.95,342.81,338.67,336.66,338.00,341.50,,,,,,,,,,,,,,,,,L7
