dates,nzd0010-0000,nzd0010-0001,nzd0010-0002,nzd0010-0003,nzd0010-0004,nzd0010-0005,nzd0010-0006,nzd0010-0007,nzd0010-0008,nzd0010-0009,nzd0010-0010,nzd0010-0011,nzd0010-0012,nzd0010-0013,nzd0010-0014,nzd0010-0015,nzd0010-0016,nzd0010-0017,nzd0010-0018,nzd0010-0019,nzd0010-0020,nzd0010-0021,nzd0010-0022,nzd0010-0023,nzd0010-0024,nzd0010-0025,nzd0010-0026,nzd0010-0027,nzd0010-0028,nzd0010-0029,nzd0010-0030,nzd0010-0031,nzd0010-0032,nzd0010-0033,nzd0010-0034,nzd0010-0035,nzd0010-0036,nzd0010-0037,nzd0010-0038,nzd0010-0039,nzd0010-0040,nzd0010-0041,nzd0010-0042,nzd0010-0043,nzd0010-0044,nzd0010-0045,nzd0010-0046,nzd0010-0047,nzd0010-0048,nzd0010-0049,nzd0010-0050,nzd0010-0051,nzd0010-0052,nzd0010-0053,nzd0010-0054,nzd0010-0055,nzd0010-0056,nzd0010-0057,nzd0010-0058,nzd0010-0059,nzd0010-0060,nzd0010-0061,nzd0010-0062,nzd0010-0063,nzd0010-0064,nzd0010-0065,nzd0010-0066,nzd0010-0067,nzd0010-0068,nzd0010-0069,nzd0010-0070,nzd0010-0071,nzd0010-0072,nzd0010-0073,nzd0010-0074,nzd0010-0075,nzd0010-0076,nzd0010-0077,nzd0010-0078,nzd0010-0079,nzd0010-0080,nzd0010-0081,nzd0010-0082,nzd0010-0083,nzd0010-0084,nzd0010-0085,nzd0010-0086,nzd0010-0087,nzd0010-0088,nzd0010-0089,nzd0010-0090,nzd0010-0091,nzd0010-0092,nzd0010-0093,nzd0010-0094,nzd0010-0095,nzd0010-0096,nzd0010-0097,nzd0010-0098,nzd0010-0099,nzd0010-0100,nzd0010-0101,nzd0010-0102,nzd0010-0103,nzd0010-0104,nzd0010-0105,nzd0010-0106,nzd0010-0107,nzd0010-0108,nzd0010-0109,nzd0010-0110,nzd0010-0111,nzd0010-0112,nzd0010-0113,nzd0010-0114,nzd0010-0115,nzd0010-0116,nzd0010-0117,nzd0010-0118,nzd0010-0119,nzd0010-0120,nzd0010-0121,nzd0010-0122,nzd0010-0123,nzd0010-0124,nzd0010-0125,nzd0010-0126,nzd0010-0127,nzd0010-0128,nzd0010-0129,nzd0010-0130,nzd0010-0131,nzd0010-0132,nzd0010-0133,nzd0010-0134,nzd0010-0135,nzd0010-0136,nzd0010-0137,nzd0010-0138,nzd0010-0139,nzd0010-0140,nzd0010-0141,nzd0010-0142,nzd0010-0143,nzd0010-0144,nzd0010-0145,nzd0010-0146,nzd0010-0147,nzd0010-0148,nzd0010-0149,nzd0010-0150,nzd0010-0151,nzd0010-0152,nzd0010-0153,nzd0010-0154,nzd0010-0155,nzd0010-0156,nzd0010-0157,nzd0010-0158,nzd0010-0159,nzd0010-0160,nzd0010-0161,nzd0010-0162,nzd0010-0163,nzd0010-0164,nzd0010-0165,nzd0010-0166,nzd0010-0167,nzd0010-0168,nzd0010-0169,nzd0010-0170,nzd0010-0171,nzd0010-0172,nzd0010-0173,nzd0010-0174,nzd0010-0175,nzd0010-0176,nzd0010-0177,nzd0010-0178,nzd0010-0179,nzd0010-0180,nzd0010-0181,nzd0010-0182,nzd0010-0183,nzd0010-0184,nzd0010-0185,nzd0010-0186,nzd0010-0187,nzd0010-0188,nzd0010-0189,nzd0010-0190,nzd0010-0191,nzd0010-0192,nzd0010-0193,nzd0010-0194,nzd0010-0195,nzd0010-0196,nzd0010-0197,nzd0010-0198,nzd0010-0199,nzd0010-0200,nzd0010-0201,nzd0010-0202,nzd0010-0203,nzd0010-0204,nzd0010-0205,nzd0010-0206,nzd0010-0207,nzd0010-0208,nzd0010-0209,nzd0010-0210,nzd0010-0211,nzd0010-0212,nzd0010-0213,nzd0010-0214,nzd0010-0215,nzd0010-0216,nzd0010-0217,nzd0010-0218,nzd0010-0219,nzd0010-0220,nzd0010-0221,nzd0010-0222,nzd0010-0223,nzd0010-0224,nzd0010-0225,nzd0010-0226,nzd0010-0227,nzd0010-0228,nzd0010-0229,nzd0010-0230,nzd0010-0231,nzd0010-0232,nzd0010-0233,nzd0010-0234,nzd0010-0235,nzd0010-0236,nzd0010-0237,nzd0010-0238,nzd0010-0239,nzd0010-0240,nzd0010-0241,nzd0010-0242,nzd0010-0243,nzd0010-0244,nzd0010-0245,nzd0010-0246,nzd0010-0247,nzd0010-0248,nzd0010-0249,nzd0010-0250,nzd0010-0251,nzd0010-0252,nzd0010-0253,nzd0010-0254,nzd0010-0255,nzd0010-0256,nzd0010-0257,satname
2008-11-29 22:06:55+00:00,277.12,301.38,,,326.33,321.32,337.47,331.89,319.09,314.36,318.45,307.94,300.29,317.81,318.84,328.49,324.78,321.78,317.91,325.88,321.08,311.07,310.55,312.29,309.85,299.10,291.50,298.14,298.13,291.44,297.25,282.92,275.56,272.50,254.42,251.45,256.42,257.31,264.07,259.15,259.38,253.78,261.01,262.40,269.06,273.60,275.33,271.83,277.47,279.44,269.59,272.80,276.20,274.65,272.91,275.08,268.99,256.39,251.77,252.78,248.81,250.31,245.30,243.00,244.19,245.83,255.08,257.38,259.11,262.90,268.41,273.22,281.62,281.76,282.13,288.86,292.32,299.81,306.06,304.36,296.86,299.07,298.76,299.99,302.24,298.61,297.79,299.00,298.77,298.32,294.06,286.58,287.16,296.36,301.91,298.11,282.72,263.04,296.80,299.32,299.17,300.15,300.81,304.20,310.99,317.33,317.99,315.26,312.12,312.37,308.94,307.01,307.83,305.85,311.06,311.49,309.58,307.69,311.67,309.67,302.52,299.59,305.53,305.42,303.61,300.76,293.53,298.58,297.54,296.00,288.40,291.53,295.79,298.78,302.41,303.59,298.29,286.90,296.50,301.70,303.16,303.17,301.68,303.22,306.75,309.56,310.79,314.32,313.06,308.98,308.30,273.18,309.43,312.91,314.19,312.20,291.37,296.53,289.86,304.79,304.68,315.67,313.88,319.09,319.19,307.32,,320.88,317.22,316.15,311.31,309.87,294.36,,340.74,322.93,325.66,336.27,350.35,364.19,373.39,377.06,384.82,389.16,391.95,397.39,401.78,400.11,394.08,389.14,382.82,378.08,374.96,377.02,374.06,369.20,368.91,372.01,372.68,368.09,365.71,368.40,373.21,378.42,375.31,368.13,363.80,362.43,357.06,354.19,350.53,349.89,348.67,350.89,356.34,358.90,357.55,357.21,356.53,354.92,356.06,361.78,361.64,361.15,357.93,353.20,349.72,348.56,347.87,346.92,349.37,354.57,357.20,362.66,366.23,370.05,355.89,354.36,349.72,349.06,355.51,351.52,346.13,342.12,351.88,353.49,360.48,363.72,365.00,386.76,379.16,,344.89,372.07,361.12,372.91,372.74,373.52,L7
2009-10-15 22:07:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.39,303.81,317.24,314.87,307.21,293.47,294.01,299.23,293.93,302.26,288.26,294.10,317.05,301.93,307.83,,269.66,277.54,241.90,276.99,289.63,293.11,303.58,299.71,302.99,307.49,313.52,311.51,314.54,308.79,309.97,320.09,324.51,324.50,333.06,335.36,326.31,330.13,301.10,310.27,308.38,320.67,316.35,314.32,318.40,310.66,306.72,314.44,289.27,287.40,300.86,303.30,240.02,283.17,317.55,319.49,317.70,312.46,325.02,,303.36,303.41,309.97,314.39,299.75,310.17,300.14,309.37,325.14,325.11,320.09,322.08,,,,,,,,,,,,,,,,,327.62,313.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.74,379.17,381.58,379.67,377.55,371.13,373.34,400.50,379.98,362.97,377.44,378.24,364.02,364.67,374.51,364.61,352.07,353.49,364.91,370.64,353.52,350.44,369.67,354.32,357.83,354.58,359.32,368.11,365.46,361.90,350.96,345.97,352.22,369.87,355.26,353.42,351.46,355.40,368.84,376.15,390.67,383.75,379.11,370.33,373.31,365.13,361.43,,331.49,356.65,372.65,352.42,395.75,,,351.22,,390.09,385.76,369.85,349.93,371.62,L7
2010-01-27 22:08:26+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.70,,278.14,276.77,270.50,273.02,276.42,278.61,287.24,297.98,301.60,300.34,308.84,312.47,319.83,311.47,311.34,316.74,316.65,313.77,306.17,309.07,310.93,308.28,311.44,302.61,307.79,319.59,310.05,309.63,312.63,269.66,293.19,241.90,292.88,302.62,305.67,310.90,309.40,314.09,318.90,323.11,322.11,324.12,322.54,323.38,326.51,332.01,330.81,334.15,332.99,330.47,333.07,318.98,322.89,322.59,326.40,323.81,321.04,322.19,317.62,315.82,321.07,307.49,302.01,310.07,310.75,281.13,303.62,319.72,320.75,321.75,321.70,328.27,334.13,319.31,318.93,320.87,321.63,313.70,321.76,318.01,324.88,331.92,331.49,331.13,332.17,,,,,353.43,349.97,,350.61,,,,,,353.44,351.60,,334.31,322.62,331.16,334.53,331.88,,349.44,354.07,361.12,351.50,355.76,366.74,373.82,382.34,390.10,393.87,402.30,408.14,417.45,430.15,426.32,422.18,416.81,413.70,412.37,409.29,404.88,402.25,395.94,395.45,385.94,386.78,389.26,390.36,388.81,385.63,385.70,402.90,390.03,378.02,385.62,386.24,376.55,373.86,378.34,371.39,366.03,366.25,373.00,378.81,369.58,367.76,377.76,369.82,373.25,373.37,375.60,379.05,377.55,374.80,367.07,361.04,362.30,369.87,366.06,366.20,368.18,370.83,381.52,389.12,395.98,388.44,385.59,380.36,382.41,371.31,366.78,368.17,348.65,364.20,376.88,372.55,396.12,404.88,397.35,370.07,,389.49,385.58,378.22,364.63,375.49,L5
2010-02-04 22:09:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.70,,278.14,276.77,270.50,273.02,276.42,278.61,287.24,297.98,301.60,300.34,308.84,312.47,319.83,302.10,303.03,306.07,307.10,303.74,298.96,300.34,301.14,298.43,311.44,302.61,307.79,319.59,310.05,309.63,312.63,269.66,293.19,241.90,292.88,302.62,305.67,310.90,309.40,314.09,310.47,312.76,314.19,317.10,314.05,314.52,315.11,322.17,320.83,320.53,319.89,319.28,319.76,308.81,310.46,311.05,315.81,313.92,312.31,313.25,310.09,315.82,321.07,307.49,302.01,310.07,310.75,281.13,303.62,319.72,320.75,321.75,321.70,328.27,334.13,307.83,310.06,312.12,312.07,306.37,312.29,310.09,315.95,322.56,322.98,323.94,322.65,,,,,353.43,349.97,,350.61,,,,,,353.44,351.60,,334.31,322.62,331.16,334.53,331.88,,349.44,354.07,361.12,351.50,355.76,366.74,373.82,382.34,390.10,393.87,402.30,408.14,417.45,430.15,426.32,422.18,416.81,413.70,392.86,388.96,385.26,382.99,378.71,374.72,374.80,374.37,377.37,378.99,377.31,375.09,379.33,390.79,382.05,373.04,376.63,374.60,367.63,365.98,366.93,361.95,357.71,360.21,364.64,367.77,363.43,364.22,366.84,363.06,365.28,365.99,369.76,369.56,367.52,364.12,358.99,354.58,354.45,359.04,355.21,357.46,368.18,370.83,371.82,378.34,378.51,372.61,371.91,366.11,369.26,362.46,356.11,350.24,342.73,364.20,376.88,372.55,396.12,404.88,397.35,370.07,,389.49,385.58,378.22,364.63,375.49,L7
2011-05-30 22:11:11+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.64,296.24,298.40,304.39,289.21,284.17,284.19,291.75,297.36,295.15,300.52,285.85,290.20,292.36,287.89,279.76,271.55,265.10,278.66,,291.87,291.33,289.72,285.09,295.44,303.46,309.35,308.71,312.84,302.94,306.92,301.05,303.88,299.44,303.31,309.31,311.80,308.86,306.20,296.58,301.54,305.36,304.09,300.85,304.98,307.64,303.86,299.24,293.38,282.86,285.17,285.77,273.85,285.70,286.21,288.96,295.85,297.74,292.93,286.12,263.27,284.26,304.14,309.10,299.68,294.27,295.54,293.14,298.24,297.85,301.50,305.97,302.23,304.66,266.31,277.36,294.42,303.14,294.14,268.71,299.93,284.56,293.76,294.69,293.42,294.89,303.46,297.45,293.53,308.55,,,,,,,,,,,,,,,,357.18,373.53,382.88,394.63,401.74,391.75,387.24,384.97,381.30,373.62,367.50,380.70,380.99,375.58,373.57,375.25,371.81,369.68,370.89,371.46,372.52,381.75,375.78,366.81,362.94,362.13,363.43,357.02,357.77,362.11,361.01,360.87,362.97,364.08,363.62,359.48,358.14,357.61,360.45,362.11,362.01,365.33,366.34,364.56,361.58,357.27,349.84,350.31,352.57,351.92,356.14,357.86,363.00,370.55,355.90,345.54,346.16,342.89,354.81,351.52,346.89,,,,,,,,,,,,,,,359.60,L7
2011-07-17 22:11:06+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.57,238.45,241.48,237.73,218.50,231.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.33,289.90,298.81,296.74,301.70,292.20,292.08,290.95,295.48,296.76,296.12,297.37,288.51,290.23,289.59,284.89,281.40,270.62,268.00,272.10,,280.16,285.79,292.88,290.85,298.60,301.58,308.23,310.15,311.51,308.82,311.27,303.99,304.96,295.81,304.45,306.85,310.68,309.21,308.06,302.40,304.42,305.75,302.50,303.32,302.35,306.51,304.46,302.00,297.17,289.14,288.52,282.51,269.04,277.39,286.31,293.65,297.89,301.29,296.61,295.25,277.20,292.28,306.70,310.67,304.38,302.31,301.23,300.69,305.54,304.13,305.89,308.17,305.49,303.53,275.40,286.75,298.02,303.40,292.19,269.44,290.46,280.66,290.81,288.19,291.51,297.61,307.00,303.48,293.53,303.30,318.29,318.31,318.99,315.17,312.35,,,,,,,,,,,357.18,373.53,382.70,392.50,397.77,391.59,389.02,387.35,383.02,377.90,375.62,381.48,381.11,375.29,375.60,374.52,374.10,374.15,372.65,374.07,376.15,380.56,378.60,370.96,366.58,366.00,360.88,356.98,357.37,357.59,359.99,360.30,362.69,363.12,363.81,361.86,360.76,360.03,362.09,364.69,367.81,372.94,366.96,364.58,361.49,356.38,353.44,350.26,353.10,352.46,355.86,360.86,364.94,370.99,360.12,352.29,348.54,346.07,354.31,352.14,347.71,,,,,,,,,,,,,351.38,352.32,353.31,L7
2011-08-18 22:10:59+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.57,238.45,241.48,237.73,218.50,231.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.33,289.90,298.81,295.29,296.48,292.80,291.83,291.44,294.31,294.44,294.58,293.77,287.95,288.07,289.59,284.89,281.40,270.62,268.00,272.10,,280.16,285.79,292.88,290.85,298.60,301.21,306.48,308.90,308.71,310.16,312.98,305.70,305.47,294.35,300.42,304.34,307.70,305.22,305.73,303.32,303.64,303.53,301.39,303.47,301.24,304.17,302.89,302.00,297.69,288.62,287.99,279.93,267.70,271.32,283.18,291.53,298.33,300.16,297.27,296.58,277.99,290.06,302.14,307.50,302.41,301.28,301.35,301.57,302.84,304.35,306.10,307.17,305.73,302.38,276.42,287.99,297.49,302.02,291.15,270.67,285.63,277.69,289.73,287.57,291.82,298.75,308.45,303.48,293.53,303.30,318.29,318.31,318.99,315.17,312.35,,,,,,,,,,,357.18,373.53,382.70,390.30,394.88,391.23,390.35,387.54,383.92,378.64,376.26,377.84,376.81,373.04,374.28,373.38,373.14,373.97,371.90,372.88,374.18,378.02,377.58,371.19,366.35,363.15,358.64,354.94,354.86,355.82,357.87,358.96,361.23,362.18,362.42,360.72,361.29,361.51,361.06,364.24,366.49,371.08,364.20,362.86,359.60,355.85,352.81,349.55,349.69,352.00,355.28,361.50,364.39,370.77,360.51,351.73,347.96,345.04,351.90,350.72,345.69,,,,,,,,,,,,,351.38,352.79,351.48,L7
2011-10-21 22:10:56+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.57,238.45,241.48,237.73,218.50,231.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.33,289.90,298.81,295.29,301.12,296.86,293.79,296.99,296.76,298.31,294.58,293.77,287.95,288.07,289.59,284.89,281.40,270.62,268.00,272.10,,280.16,285.79,292.88,290.85,298.60,301.21,306.48,308.90,308.71,310.16,312.98,305.70,305.47,294.35,300.42,304.34,307.70,305.22,305.73,303.32,303.64,303.53,301.39,303.47,301.24,304.17,302.89,302.00,297.69,288.62,287.99,279.93,267.70,271.32,283.18,291.53,298.33,300.16,297.27,296.58,277.99,290.06,302.14,307.50,302.41,301.28,306.64,301.57,302.84,304.35,306.10,307.17,305.73,302.38,276.42,287.99,297.49,302.02,291.15,270.67,285.63,277.69,289.73,287.57,291.82,298.75,308.45,303.48,293.53,303.30,318.29,318.31,318.99,315.17,312.35,,,,,,,,,,,357.18,373.53,382.70,390.30,394.88,391.23,393.53,391.16,386.52,384.29,376.26,377.84,376.81,373.04,374.28,373.38,373.14,373.97,371.90,372.88,374.18,378.02,377.58,371.19,369.75,365.47,359.93,355.20,354.92,356.08,358.81,361.23,367.17,363.90,365.22,363.67,364.90,364.98,361.06,364.24,366.49,371.08,364.20,362.86,359.60,355.85,352.81,349.55,349.69,352.00,355.28,361.50,364.39,370.77,360.51,351.73,347.96,345.04,351.90,350.72,345.69,,,,,,,,,,,,,351.38,352.79,351.48,L7
2012-02-10 22:11:42+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.66,244.48,241.89,238.38,240.40,246.77,244.03,243.77,234.38,255.44,262.14,267.28,271.79,277.75,288.51,291.57,294.33,295.57,290.61,297.19,294.31,294.26,285.67,282.02,287.23,283.36,282.86,275.84,266.66,268.33,262.53,268.57,250.70,279.21,280.91,287.67,292.97,293.35,299.78,297.87,300.30,300.76,307.92,311.35,306.67,307.30,292.82,294.18,295.95,295.54,293.94,298.60,302.97,297.28,296.16,298.33,297.43,296.11,296.77,296.56,297.16,294.92,286.09,281.82,275.13,265.19,261.21,278.15,289.44,298.99,301.22,300.25,299.62,282.34,286.08,292.31,297.88,292.11,295.17,305.65,304.75,297.68,301.61,303.32,300.55,301.82,299.44,287.50,293.64,296.37,298.08,291.40,277.40,280.81,275.27,291.07,291.81,295.53,303.91,309.84,307.56,266.43,300.72,307.61,304.00,318.39,311.53,314.99,320.63,315.51,297.29,317.38,,,330.14,333.27,332.99,338.89,358.49,375.10,376.53,386.30,388.46,387.69,393.32,389.03,384.71,385.18,371.14,367.69,364.25,363.57,365.40,363.32,369.33,369.78,366.10,367.01,369.48,373.05,372.85,367.06,366.67,360.82,355.87,349.90,349.03,351.26,354.02,359.98,367.32,361.61,363.82,362.42,364.15,364.97,358.56,360.93,365.09,364.43,356.78,354.15,351.23,351.50,346.99,347.71,342.81,348.79,352.16,357.24,360.26,366.24,360.71,354.19,348.47,344.83,346.07,344.72,341.38,336.51,333.34,337.66,352.88,370.37,377.64,385.61,380.38,353.57,,325.64,324.83,338.78,354.41,356.67,L7
2012-03-13 22:11:42+00:00,,,,264.54,,,,,,,,,,,,,,,,,,,,,,278.58,261.83,257.25,245.43,240.33,238.85,240.09,242.21,,,,,,,,,,,,,,,,,,262.85,271.34,257.98,265.60,255.41,248.30,250.55,255.58,263.93,263.26,255.67,246.34,244.49,254.24,245.47,250.25,248.78,241.08,243.25,245.94,246.18,246.55,245.87,260.91,265.75,271.37,274.32,283.64,290.22,291.78,291.41,291.97,285.91,294.56,290.25,290.83,284.17,279.48,287.63,285.49,283.56,278.26,267.29,266.43,260.43,265.19,255.14,280.00,279.07,289.10,294.10,292.23,296.78,293.80,294.78,296.41,303.77,304.90,301.08,304.57,293.86,294.49,296.35,290.44,294.04,295.30,301.07,294.64,293.89,296.84,292.68,292.35,293.56,294.98,291.43,294.15,286.02,282.73,277.06,266.74,273.21,283.02,291.42,296.75,305.55,300.51,297.20,285.75,288.33,295.05,296.62,289.94,295.10,305.54,305.49,298.43,296.81,298.79,297.01,300.51,299.06,295.84,300.04,297.14,297.64,292.02,283.40,287.21,283.02,296.51,298.36,298.49,305.08,308.73,310.15,281.62,305.35,308.18,305.94,314.21,310.56,318.91,324.30,319.36,309.64,326.94,,309.01,332.12,338.05,343.76,351.62,362.91,373.75,376.65,384.52,386.42,383.49,387.45,384.58,380.65,381.07,365.00,363.80,359.84,363.22,365.52,361.78,366.38,364.83,364.17,367.22,369.83,371.47,368.18,361.89,363.74,358.79,352.54,349.07,348.93,349.79,353.65,359.11,365.85,359.97,362.32,360.35,359.85,360.30,357.10,360.04,362.26,360.68,354.14,349.62,347.05,348.18,346.94,347.83,342.64,347.62,350.35,353.61,357.26,364.60,360.78,358.24,350.44,345.93,344.17,345.58,343.52,341.15,339.10,344.78,358.19,375.51,384.11,393.40,383.06,362.00,358.14,339.99,332.15,339.89,353.54,362.12,L7
2012-06-01 22:11:59+00:00,,,,264.54,,,,,,,,,,,,,,,,,,,,,,278.58,261.83,257.25,245.43,226.80,238.85,240.09,242.21,,,,,,,,,,,,,,,,,,262.85,271.34,257.98,265.60,255.41,248.30,250.55,255.58,263.93,263.26,255.67,246.34,244.49,254.24,245.47,250.25,248.78,241.08,243.25,245.94,246.18,246.55,245.87,260.91,265.75,271.37,274.32,283.64,290.22,285.33,275.78,278.40,273.76,280.03,279.79,277.88,282.12,280.17,283.42,280.17,278.90,272.12,263.21,258.94,252.71,256.44,255.14,270.92,272.94,281.74,285.70,285.25,289.67,288.20,289.50,290.01,296.86,298.27,295.47,298.74,286.84,288.02,291.21,288.46,290.41,291.42,294.74,287.63,287.26,289.05,287.26,286.09,289.18,291.74,288.13,288.69,281.97,278.42,271.55,256.05,273.21,272.94,281.40,287.19,294.26,291.13,289.84,281.60,284.96,289.46,292.06,287.84,291.79,292.99,297.25,292.55,290.84,294.59,293.99,296.63,295.41,288.23,294.01,293.11,297.64,292.02,283.40,287.21,283.02,296.51,298.36,298.49,305.08,308.73,310.15,281.62,305.35,308.18,305.94,314.21,310.56,318.91,324.30,319.36,309.64,326.94,,309.01,332.12,338.05,343.76,351.62,362.91,373.75,376.65,384.52,386.42,376.94,374.48,370.73,368.69,366.43,361.94,360.64,357.84,361.06,360.84,359.87,362.38,359.65,359.41,362.57,365.02,366.91,362.03,356.17,353.64,349.29,343.83,341.65,340.26,341.58,345.24,348.79,346.80,347.90,350.69,347.57,345.48,347.00,350.06,358.52,357.01,354.20,348.89,344.68,342.73,342.67,340.69,340.43,334.92,340.62,344.19,353.61,357.26,364.60,360.78,358.24,350.44,345.93,344.17,345.58,343.52,341.15,339.10,344.78,358.19,375.51,384.11,393.40,383.06,362.00,358.14,339.99,332.15,339.89,353.54,360.23,L7
2012-10-23 22:13:24+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.41,268.15,268.31,263.18,270.03,272.76,271.09,278.01,281.55,275.01,269.55,269.58,259.84,255.04,243.96,237.26,238.93,,252.75,260.68,267.04,268.92,271.30,275.46,277.01,278.95,277.21,283.04,285.01,284.25,287.07,272.81,275.08,280.93,284.50,283.15,283.67,282.07,273.59,274.00,273.49,276.42,286.00,294.38,285.27,281.53,277.76,273.86,269.81,260.52,234.66,,252.79,261.36,268.07,271.70,272.36,275.12,273.30,278.23,278.27,282.94,283.65,285.18,284.88,280.76,280.81,278.88,286.17,287.93,288.86,288.11,273.00,281.94,285.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.86,364.16,360.46,373.39,373.30,368.24,372.05,371.61,368.60,363.94,367.90,366.69,361.79,363.69,364.04,374.26,371.04,360.65,355.19,357.77,358.55,349.93,347.40,347.70,339.12,347.13,352.64,345.69,350.05,354.55,347.31,348.44,354.91,362.77,366.37,363.24,362.64,351.74,347.10,348.99,344.36,347.49,340.84,337.31,326.63,331.87,,,,,,,,,,,,,,,,,,,,,,,,,356.44,L7
2013-01-11 22:13:44+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.30,263.80,258.56,265.66,269.46,278.56,282.34,290.26,295.89,293.10,293.47,288.98,290.84,287.92,289.63,283.52,287.50,285.20,284.17,281.39,282.13,282.32,282.60,283.73,,,272.75,283.40,279.28,282.47,287.73,289.12,295.65,301.62,305.93,307.04,312.60,317.55,307.18,305.36,296.03,297.33,300.50,297.78,298.38,301.94,304.45,300.38,297.48,297.86,300.08,298.90,301.89,296.49,296.20,288.50,285.15,284.82,278.86,287.14,264.89,279.35,292.17,291.06,292.65,293.19,297.98,292.29,288.52,295.52,301.51,301.41,301.15,304.23,306.01,309.69,309.86,308.05,303.67,304.99,302.52,301.44,307.56,307.75,306.17,297.13,289.23,293.61,289.85,293.72,295.94,295.95,298.39,305.71,309.17,291.51,315.73,314.70,,,,,,,,,,,,,,,,,,,,,380.17,384.01,383.69,382.33,377.48,380.85,380.43,375.57,372.32,370.93,371.04,367.48,368.88,369.64,379.51,376.44,369.48,364.75,361.49,362.56,354.55,354.92,358.11,347.13,355.40,361.28,357.82,359.11,360.15,356.50,359.91,366.36,372.91,369.78,371.71,372.69,360.04,357.31,358.43,354.30,356.48,349.48,347.72,342.13,344.81,354.40,360.10,365.71,362.79,354.50,351.59,341.55,344.59,344.42,340.56,339.06,338.82,339.01,,,,,,,,,,,,,L7
2013-05-11 22:19:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.30,263.80,258.56,265.66,269.46,278.56,282.34,290.26,295.89,293.10,293.47,288.98,290.84,287.92,289.63,283.52,287.50,285.20,284.17,281.39,282.13,282.32,282.60,283.73,,,272.75,283.40,279.28,282.47,287.73,289.12,295.65,301.62,305.93,307.04,312.60,317.55,307.18,305.36,296.03,297.33,300.50,297.78,298.38,301.94,304.45,300.38,297.48,297.86,300.08,299.39,295.44,296.49,296.20,288.50,285.15,284.82,278.86,287.14,264.89,279.35,292.17,291.06,292.65,293.19,297.98,292.29,288.52,295.52,301.51,301.41,301.15,304.23,306.01,309.69,309.86,308.05,303.67,304.99,302.52,301.44,307.56,307.75,306.17,297.13,289.23,293.61,289.85,293.72,295.94,295.95,298.39,305.71,309.17,291.51,315.73,314.70,,,,,,,,,,,,,,,,,,,,,380.17,384.01,379.02,375.39,374.32,369.80,369.45,366.50,366.25,363.20,363.42,363.83,363.63,366.38,368.82,370.22,368.63,366.38,360.81,353.03,348.94,348.44,350.95,349.10,352.37,353.55,350.90,353.53,353.17,353.39,358.51,358.39,355.99,363.22,363.73,362.61,355.98,354.53,351.93,352.53,349.40,345.42,340.28,342.13,344.81,354.40,360.10,365.71,362.79,354.50,351.59,341.55,344.59,344.42,340.56,339.06,338.82,339.01,,,,,,,,,,,,,L8
