dates,satname,nzd0211-0000,nzd0211-0001,nzd0211-0002,nzd0211-0003,nzd0211-0004,nzd0211-0005,nzd0211-0006,nzd0211-0007,nzd0211-0008,nzd0211-0009,nzd0211-0010,nzd0211-0011,nzd0211-0012,nzd0211-0013,nzd0211-0014,nzd0211-0015,nzd0211-0016,nzd0211-0017,nzd0211-0018,nzd0211-0019,nzd0211-0020,nzd0211-0021,nzd0211-0022,nzd0211-0023,nzd0211-0024,nzd0211-0025,nzd0211-0026,nzd0211-0027,nzd0211-0028,nzd0211-0029,nzd0211-0030,nzd0211-0031,nzd0211-0032,nzd0211-0033,nzd0211-0034,nzd0211-0035,nzd0211-0036,nzd0211-0037,nzd0211-0038,nzd0211-0039,nzd0211-0040,nzd0211-0041,nzd0211-0042,nzd0211-0043,nzd0211-0044,nzd0211-0045,nzd0211-0046,nzd0211-0047,nzd0211-0048,nzd0211-0049,nzd0211-0050,nzd0211-0051,nzd0211-0052,nzd0211-0053,nzd0211-0054,nzd0211-0055,nzd0211-0056,nzd0211-0057,nzd0211-0058,nzd0211-0059,nzd0211-0060,nzd0211-0061,nzd0211-0062,nzd0211-0063,nzd0211-0064,nzd0211-0065,nzd0211-0066,nzd0211-0067,nzd0211-0068,nzd0211-0069,nzd0211-0070,nzd0211-0071,nzd0211-0072,nzd0211-0073,nzd0211-0074,nzd0211-0075,nzd0211-0076,nzd0211-0077,nzd0211-0078
2001-07-25 21:42:54+00:00,L7,339.68,330.38,320.51,318.85,314.08,316.89,318.43,322.94,325.28,329.71,331.90,329.75,329.58,327.23,331.93,333.23,337.93,345.44,343.04,342.08,338.31,345.73,,,,,,,,,,,,,,,,,,,,,352.67,351.26,351.80,348.53,350.72,353.82,357.14,360.62,369.58,363.00,363.60,367.50,369.82,375.29,379.82,382.54,383.83,387.33,392.11,391.53,390.09,388.86,388.80,379.82,377.98,372.73,369.08,365.00,367.83,357.16,353.34,350.66,355.24,358.50,371.59,356.94,359.63
2001-08-26 21:42:25+00:00,L7,348.37,342.00,334.84,329.38,321.75,320.31,321.15,323.20,328.87,331.90,332.03,333.79,331.24,331.29,334.32,331.50,338.44,340.94,336.05,337.30,335.92,338.26,338.64,,,,,,,,,,,,,,,,,344.34,342.14,341.88,337.53,334.67,336.54,342.06,346.09,345.64,349.90,352.70,361.42,357.52,362.12,361.44,366.31,363.15,371.03,370.87,378.36,383.63,389.31,386.84,382.44,378.28,368.83,369.03,368.98,366.04,358.14,350.91,355.16,348.52,348.05,346.55,,,,,
2001-09-27 21:42:05+00:00,L7,395.78,382.43,362.66,355.73,347.94,347.00,347.36,351.40,355.11,357.01,353.56,354.48,354.96,355.19,356.99,354.43,357.99,364.69,359.77,356.09,354.65,353.65,353.87,353.43,354.41,352.21,351.09,352.69,358.82,358.71,365.71,367.72,364.74,364.11,364.12,368.16,368.69,370.87,371.66,370.23,367.98,363.59,361.26,358.00,358.06,356.13,362.76,364.36,368.41,369.02,369.47,368.02,367.69,375.15,378.69,380.11,379.03,381.75,383.41,389.55,391.97,396.47,392.29,392.35,386.89,387.26,378.34,371.90,361.56,360.29,355.78,354.43,348.67,348.59,352.68,358.85,378.16,370.41,371.44
2001-10-29 21:41:57+00:00,L7,,,,,,,,,,,,,,,,,,,,,346.28,347.20,350.64,349.38,356.73,354.90,338.43,346.17,348.17,352.74,353.67,355.35,352.27,355.79,356.72,360.22,363.98,364.95,363.20,360.43,357.03,355.02,352.11,350.23,350.77,353.14,352.21,357.81,359.79,365.67,361.84,364.82,366.57,369.94,371.47,374.98,376.86,383.62,379.16,386.55,388.21,391.03,382.72,385.41,375.95,375.76,375.01,373.25,364.79,358.55,352.77,360.10,351.10,348.35,352.03,358.95,,362.73,358.82
2002-02-02 21:42:30+00:00,L7,,,,288.82,287.91,287.51,287.87,301.56,304.15,302.04,299.68,299.50,,,,,,,,,,,,,,,,,,,,,,,,315.73,327.54,329.83,326.07,318.54,319.93,320.46,318.19,319.63,322.64,317.19,313.40,316.89,324.31,329.49,331.78,329.00,327.33,333.72,337.22,346.06,350.77,350.02,351.45,353.15,362.16,359.76,356.90,355.85,355.42,352.31,344.81,335.88,332.11,327.06,319.46,326.79,326.32,335.76,337.72,349.77,370.75,365.42,354.74
2002-02-18 21:42:30+00:00,L7,337.65,329.46,316.43,310.59,313.15,313.25,310.76,315.71,320.04,325.27,322.16,324.34,325.20,323.65,327.27,327.12,332.55,336.43,333.85,334.83,332.38,334.84,333.73,329.88,332.30,326.00,321.78,321.72,325.71,329.47,334.00,331.38,334.74,329.48,336.24,338.62,341.40,351.06,348.29,344.42,338.66,337.30,336.76,337.27,336.03,330.15,336.00,337.90,345.52,349.78,350.78,348.56,354.40,355.26,365.44,366.46,369.34,368.11,372.27,374.17,381.55,376.72,375.32,369.88,366.98,362.02,362.50,359.15,352.14,346.56,344.05,344.68,350.31,348.16,349.34,353.89,375.54,368.63,366.85
2002-08-29 21:41:39+00:00,L7,350.10,331.31,320.36,316.55,319.50,316.58,318.99,323.30,326.62,332.47,330.10,324.98,325.83,332.03,336.37,335.07,342.90,351.12,346.52,,,,,,,,,,,,,,,,,,358.67,360.73,358.33,354.40,353.35,351.02,351.97,353.41,351.64,352.25,354.14,358.08,361.22,364.45,365.71,366.36,370.27,372.61,376.22,375.29,378.99,380.57,380.26,385.83,391.06,386.85,387.52,386.51,382.32,381.39,382.15,381.40,371.48,369.24,367.72,370.29,374.22,378.48,385.29,382.99,393.68,377.97,372.19
2002-09-14 21:41:31+00:00,L7,364.40,350.56,337.89,325.55,322.04,325.07,330.13,334.10,336.21,339.35,339.29,335.71,334.14,334.35,337.89,338.26,347.55,359.37,352.47,359.52,362.02,362.29,363.64,350.54,345.73,348.47,347.17,348.51,350.49,349.43,346.32,350.95,349.58,354.75,357.53,357.43,361.73,363.31,357.78,353.87,357.11,355.75,352.66,351.34,354.01,353.04,356.55,359.13,360.15,362.32,368.18,367.52,369.34,371.19,373.28,376.63,379.30,382.21,381.23,386.67,390.59,392.52,383.80,386.89,381.99,382.41,381.96,380.32,377.32,374.88,370.69,371.36,378.77,383.78,386.32,389.17,396.43,381.95,380.47
2002-11-01 21:41:30+00:00,L7,362.67,342.52,330.59,327.57,325.87,319.21,322.49,325.26,330.26,335.85,333.09,335.75,329.30,325.94,331.11,330.01,335.21,339.07,345.45,351.03,348.22,347.12,345.78,343.77,325.21,340.42,331.89,332.48,316.27,329.27,330.55,331.87,331.48,334.68,241.66,339.06,346.65,345.93,341.94,339.41,333.36,335.89,332.68,334.08,336.70,336.39,335.60,341.18,348.02,352.69,353.74,355.50,356.44,359.71,364.10,365.25,363.74,365.53,367.37,373.07,376.54,373.77,377.25,372.36,371.07,370.86,369.01,363.48,359.84,363.54,363.61,368.02,370.16,376.62,377.25,379.24,388.45,368.55,357.46
2003-01-20 21:42:09+00:00,L7,324.07,312.27,305.84,306.72,307.22,310.10,306.11,310.83,315.52,319.50,325.11,321.80,315.85,315.13,318.30,321.79,328.40,334.08,333.67,339.94,338.99,345.20,328.66,306.38,282.31,327.11,320.83,315.88,320.85,325.78,329.72,328.54,328.70,330.60,326.83,329.82,337.22,337.82,339.21,335.84,334.28,336.87,331.95,336.48,335.29,334.12,334.46,338.34,339.94,341.24,349.75,348.76,354.18,350.01,356.14,358.13,358.64,363.35,366.31,368.16,378.82,371.48,378.90,372.60,370.57,370.87,367.61,364.38,360.63,355.21,358.40,358.77,353.88,362.46,365.33,368.38,384.74,362.99,348.18
2003-02-05 21:42:17+00:00,L7,319.94,311.33,303.43,305.74,306.33,310.35,306.72,307.91,312.39,316.64,315.65,315.28,313.93,316.90,318.34,318.23,326.65,332.09,329.51,328.19,330.03,328.80,326.21,312.43,281.79,316.90,317.03,322.13,321.17,323.54,322.41,318.62,323.73,322.56,322.33,324.38,332.57,340.02,340.23,336.87,333.51,334.04,329.24,324.82,326.15,331.07,330.50,336.91,339.16,338.61,342.55,343.75,349.12,356.39,351.38,358.89,355.69,358.31,360.66,366.40,365.23,371.75,368.10,365.84,367.60,361.64,362.26,355.58,356.59,357.61,352.60,361.00,359.42,369.03,367.26,376.32,381.04,356.93,356.03
2003-02-21 21:42:20+00:00,L7,320.71,313.56,305.72,304.88,302.55,306.27,300.67,304.82,316.14,316.37,308.90,310.31,313.52,319.20,320.99,,,,,,329.68,327.88,330.95,319.76,303.03,321.33,319.68,322.30,319.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.70,362.52,368.71,371.93,,,362.01,367.79,364.41,359.60,352.16,346.80,344.28,352.67,353.61,353.35,359.57,361.91,374.10,360.99,356.07
2003-04-10 21:42:26+00:00,L7,344.76,341.96,334.20,320.56,325.85,324.92,330.08,331.00,333.79,334.36,332.70,334.68,332.37,327.56,334.61,333.21,339.38,344.73,348.04,,,,,,,,,,,,,,,,,,,,,,339.07,342.14,339.37,341.60,341.90,342.79,346.05,347.61,353.18,356.69,360.44,356.96,363.32,361.94,365.30,364.89,362.42,365.65,367.91,367.71,379.56,373.95,376.59,367.36,366.60,366.48,364.17,363.76,359.32,352.48,355.98,354.12,357.66,354.46,,,,,
2003-04-26 21:42:25+00:00,L7,364.44,359.03,356.83,348.36,345.36,344.79,352.43,355.02,360.33,359.32,357.86,357.53,353.98,352.84,353.95,360.94,363.23,366.02,,,,,,,,,,,,,,,,,,,,,,,354.99,352.36,354.14,358.62,359.37,359.88,364.50,370.53,376.87,384.73,382.13,380.12,378.18,382.84,380.16,384.09,384.51,385.04,384.25,392.79,397.67,398.37,393.08,388.90,383.79,385.65,385.35,382.47,372.91,374.57,373.13,376.68,373.23,,,,,,
2003-05-28 21:42:22+00:00,L7,375.61,356.60,354.66,352.61,352.44,357.47,354.77,357.31,358.26,359.11,358.82,360.27,359.08,356.47,361.58,360.96,,,,,,,,,,,,,,,,,,,354.96,359.19,360.50,363.21,362.16,357.56,354.84,352.89,356.34,355.59,359.14,364.70,366.83,369.94,372.90,375.99,375.96,380.49,379.02,379.21,379.10,382.09,384.93,383.64,384.88,390.82,396.56,398.25,396.23,393.54,387.52,386.17,385.64,382.66,379.24,375.57,373.35,372.08,,,,,,,
2003-07-15 21:42:14+00:00,L7,354.38,343.96,341.53,331.25,328.44,331.44,332.24,337.41,341.42,346.74,342.70,341.04,335.77,336.54,345.69,,,,,,,,,,,,,,,,,,,,,,,,,,,354.07,353.30,354.73,355.87,356.42,359.29,363.35,365.33,365.37,366.20,365.98,367.19,370.21,370.04,377.81,376.17,375.02,376.27,381.98,387.51,387.22,384.83,382.26,379.55,377.50,376.53,369.87,369.41,366.08,370.48,372.27,364.42,370.48,,,,,
2003-11-04 21:42:03+00:00,L7,410.32,379.75,362.51,350.36,340.90,341.74,343.23,348.52,355.57,357.55,357.17,358.93,362.83,361.21,361.27,362.71,366.28,374.19,376.47,372.48,354.42,346.76,337.38,345.02,344.14,340.30,341.29,345.75,351.78,350.95,358.00,355.34,347.96,347.11,345.43,347.77,347.22,351.63,350.82,350.84,348.79,349.65,351.72,352.58,356.79,357.23,356.92,363.30,365.32,368.74,373.19,371.18,373.74,373.67,374.51,375.92,374.77,373.36,379.06,383.04,389.45,387.76,382.06,375.40,371.95,368.26,371.26,367.47,366.12,362.17,366.02,367.75,366.22,377.90,379.04,389.04,405.28,395.40,405.37
2003-11-20 21:42:19+00:00,L7,385.17,369.81,356.07,340.62,334.20,338.07,337.81,338.04,343.76,345.10,347.83,348.11,347.88,350.20,343.76,354.30,353.75,358.76,352.81,346.70,337.74,327.23,326.79,332.03,330.43,328.12,329.89,337.53,340.78,344.73,347.74,341.46,341.52,329.02,325.75,329.80,336.21,333.74,341.85,341.79,339.70,336.61,338.77,337.80,344.59,343.35,347.80,351.90,354.77,354.05,359.18,357.40,356.47,360.02,361.05,365.93,365.21,367.00,369.53,377.11,380.43,377.47,376.35,368.26,365.54,365.94,363.75,359.49,356.63,358.13,361.15,362.39,359.03,369.27,371.95,387.02,400.52,393.12,391.22
2003-12-30 21:32:24+00:00,L5,371.89,354.68,345.92,340.74,340.70,334.01,333.64,340.16,346.25,353.04,353.52,350.84,351.03,351.46,354.24,355.50,355.40,364.98,358.87,346.44,345.14,346.17,328.63,321.95,322.87,322.29,331.74,331.25,335.58,339.29,353.02,351.56,346.76,340.38,339.56,339.39,342.81,343.17,344.25,338.00,333.39,336.17,338.86,333.25,337.91,346.21,349.71,354.90,351.80,356.98,363.43,360.86,359.68,356.95,362.07,362.36,360.50,361.88,362.62,367.30,376.36,383.46,377.77,371.04,370.70,368.08,371.07,366.11,361.91,361.31,365.45,368.14,373.88,374.83,380.62,381.02,395.84,381.53,365.26
2004-01-23 21:42:42+00:00,L7,334.35,322.56,316.41,311.95,309.73,311.64,312.11,315.45,316.25,318.70,318.27,324.40,319.31,320.85,322.32,330.31,338.15,340.09,336.46,329.61,327.42,316.72,271.91,256.72,306.65,310.92,315.54,318.75,319.92,328.45,330.12,330.55,320.17,307.01,319.21,315.75,322.93,324.24,325.73,328.05,326.56,325.28,327.53,327.41,332.47,333.06,335.64,340.15,345.07,347.55,346.22,348.02,347.30,346.75,347.06,351.88,352.82,354.41,354.21,358.20,365.17,369.25,366.83,361.04,359.66,355.08,351.26,343.58,347.58,355.54,358.34,369.01,368.46,371.45,368.73,364.39,375.95,365.31,350.31
2004-02-24 21:42:45+00:00,L7,352.43,334.86,325.23,319.79,314.18,314.26,312.69,315.96,319.52,325.20,329.37,333.99,336.69,331.04,336.07,337.67,340.47,345.83,341.18,331.74,336.99,,272.39,322.44,326.30,323.31,321.93,323.31,328.76,333.74,336.46,332.24,326.70,320.53,318.74,326.07,327.26,331.51,329.07,328.52,330.74,329.74,332.51,330.12,332.69,338.50,344.70,346.86,344.99,349.20,349.21,351.51,351.43,350.93,354.61,352.13,353.74,357.34,361.06,360.23,368.78,366.83,362.83,359.83,354.21,357.02,363.59,357.82,355.86,349.62,349.30,351.45,352.24,363.59,362.31,359.57,376.84,360.81,352.35
2004-03-27 21:42:57+00:00,L7,363.74,352.64,345.30,333.07,336.65,331.44,331.25,334.97,336.79,340.83,343.96,340.92,342.98,342.53,351.25,354.95,357.62,360.30,352.11,353.77,351.71,340.52,335.74,324.56,326.76,338.69,338.43,333.28,337.71,342.39,347.62,340.33,341.00,340.90,336.86,340.32,347.57,350.37,343.86,344.21,344.43,342.36,343.07,344.03,344.32,346.58,349.48,353.37,352.49,358.44,353.37,358.15,366.72,358.54,362.15,364.14,363.27,366.45,368.30,373.28,375.03,375.22,373.30,370.95,372.20,370.95,372.81,367.26,364.27,365.31,371.40,372.03,373.53,375.35,375.37,374.02,389.22,373.03,382.38
2004-05-06 21:33:58+00:00,L5,,,,,,,,,,271.92,184.02,,312.27,315.48,317.67,319.72,329.64,327.76,326.06,322.71,,,,,,,,,,,,,,,,,,,318.58,320.09,324.69,321.26,319.95,323.45,324.42,327.18,323.32,328.73,332.45,339.57,336.58,341.21,338.56,343.30,346.34,346.50,344.12,344.64,354.50,353.96,358.27,358.38,353.76,348.99,347.67,347.10,347.62,347.14,339.26,342.85,346.11,352.39,354.37,347.73,353.61,361.25,380.22,367.75,354.03
2004-05-22 21:34:26+00:00,L5,345.13,333.09,327.93,322.92,322.14,317.81,321.85,326.67,332.31,331.76,329.66,330.15,326.30,331.78,336.50,337.60,341.49,351.72,347.47,342.27,333.76,324.17,322.75,323.76,327.00,328.82,334.41,332.18,339.21,337.26,338.44,340.46,340.80,333.15,308.28,341.17,337.83,336.37,337.76,332.39,338.13,340.02,341.09,339.32,344.33,344.36,347.41,345.17,348.40,353.98,355.72,366.65,368.86,372.45,377.91,378.45,378.32,376.81,381.25,382.23,385.26,374.71,375.56,369.22,366.41,364.18,364.73,362.82,363.62,359.58,365.96,369.17,371.37,367.49,361.90,359.50,376.53,346.38,340.29
2004-05-30 21:42:48+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.14,351.11,349.84,355.85,358.77,361.32,365.81,370.02,372.70,370.27,373.37,380.34,379.60,377.32,382.12,384.11,382.26,389.68,389.60,392.85,385.20,374.59,379.32,384.00,391.99,391.35,378.87,376.68,378.66,375.44,376.59,378.06,383.40,386.01,399.20,378.83,383.04
2004-06-07 21:34:54+00:00,L5,347.87,334.52,329.80,327.29,323.85,326.76,326.52,328.92,329.00,335.94,336.73,333.92,334.75,340.50,338.94,339.01,,,,,,,,,,,,,,,,,,,,,,,,,,,344.22,343.93,343.56,347.52,349.77,352.42,360.39,362.54,365.72,370.79,370.24,374.11,376.82,379.32,377.65,379.90,388.72,383.47,383.81,383.87,381.59,375.38,373.96,368.65,373.68,369.66,371.01,366.91,366.52,369.09,370.46,373.32,375.98,,,,373.58
2004-06-23 21:35:22+00:00,L5,,,,,,335.55,335.98,337.76,341.11,349.02,347.70,345.90,347.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.10,357.18,359.44,365.72,364.33,368.21,369.46,369.30,369.67,374.52,377.18,382.69,381.25,385.24,382.75,383.08,389.06,389.49,387.44,378.94,379.65,378.73,384.50,380.87,374.75,374.37,378.12,376.91,380.23,383.13,386.02,390.44,401.65,381.11,398.31
2004-07-25 21:36:14+00:00,L5,373.46,358.08,351.24,342.35,335.26,334.80,333.96,334.15,337.99,347.47,351.04,351.85,351.89,353.22,350.12,354.61,349.36,,,,,,,,,,,,,,,,,,,,,,,,361.60,354.87,349.53,350.69,344.83,347.73,351.69,357.38,358.41,360.30,362.78,365.70,361.39,364.79,369.99,372.39,372.13,371.40,376.02,379.68,386.86,390.69,383.00,380.19,378.34,381.12,385.67,379.75,380.13,377.43,374.33,377.14,376.10,377.38,,,,,
2004-08-02 21:42:28+00:00,L7,353.75,346.86,340.60,335.97,331.93,327.86,330.10,332.95,340.59,343.67,343.68,343.44,345.04,349.50,348.51,349.81,351.82,,,,,,,,,,,,,,,,,,,,,,,,359.92,355.29,351.39,349.59,348.92,353.46,356.92,358.25,359.53,363.23,365.81,374.32,372.96,370.01,371.55,375.00,374.79,378.45,378.08,385.70,390.09,391.08,382.89,383.90,379.64,380.67,377.39,378.30,375.93,375.34,374.12,376.77,378.69,377.51,,,,,
